verb,verb_compound,kaane,elus_cnt,mitteelus_cnt,root_cnt,isik
minema,"eest, ära",abl,0,0,1,
minema,"eest, ära",adit,0,0,1,
minema,"eest, ära",el,1,0,1,
minema,"eest, ära",in,0,0,1,
minema,"ette, üle",ad,1,0,1,
minema,"ette, üle",el,0,0,1,
minema,harki,ad,1,0,1,
minema,heaks,el,0,0,1,
minema,hukka,el,0,0,1,
minema,ilma,abl,1,0,1,
minema,"ilma, kaasa",adit,0,0,1,
minema,"ilma, kaasa",el,1,0,1,
minema,"ilma, tagasi",ill,0,0,1,
minema,"ilma, üle",ad,0,0,1,
minema,"ilma, üle",adit,0,0,1,
minema,jaa,all,0,1,1,
minema,jutti,adit,0,0,1,
minema,juurde,el,1,0,1,
minema,"juurde, tagasi",ad,0,0,1,
minema,järel,ad,0,0,1,
minema,järel,adit,0,1,1,
minema,järel,all,0,0,1,
minema,"järele, kokku",all,0,0,1,
minema,järgi,ad,0,0,1,
minema,kaasas,adit,0,0,1,
minema,kaasas,ill,0,0,1,
minema,kaasas,in,0,0,1,
minema,kallal,all,0,0,1,
minema,katki,abl,0,0,1,
minema,katki,adit,0,0,1,
minema,katki,all,0,0,1,
minema,kikki,ad,1,0,1,
minema,kinni,abl,0,0,1,
minema,kinni,ill,0,1,1,
minema,kipra,ad,1,0,1,
minema,koha,ad,0,0,1,
minema,koha,el,1,0,1,
minema,kohal,abl,1,0,1,
minema,kohal,adit,0,0,1,
minema,kohale,abl,1,0,1,
minema,koht,ad,1,0,1,
minema,koht,all,0,0,1,
minema,koht,el,1,0,1,
minema,"kokku, lähedal",adit,0,0,1,
minema,"kokku, lähedal",el,0,0,1,
minema,"kokku, lähedal",in,0,0,1,
minema,"kokku, tagasi",adit,0,0,1,
minema,"kokku, vaja",ill,0,0,1,
minema,"kokku, välja",ad,0,0,1,
minema,koos,el,0,0,1,
minema,"koos, välja",el,0,1,1,
minema,krampi,adit,1,0,1,
minema,kuis,in,0,0,1,
minema,kummuli,in,0,0,1,
minema,kupla,el,0,0,1,
minema,kupla,in,0,0,1,
minema,käibele,ad,0,0,1,
minema,käsil,el,0,0,1,
minema,käsil,in,0,0,1,
minema,kõrvale,all,0,0,1,
minema,kõrvale,ill,0,1,1,
minema,kõrvale,in,0,0,1,
minema,kõrvalt,adit,0,0,1,
minema,lahku,ill,0,1,1,
minema,"laiali, alles",ad,1,0,1,
minema,ligi,adit,0,0,1,
minema,ligi,in,0,0,1,
minema,liikvele,all,0,0,1,
minema,luhta,ad,0,0,1,
minema,luhta,in,0,0,1,
minema,"läbi, alla",el,0,1,1,
minema,"läbi, kõrvalt",ad,0,0,1,
minema,"läbi, kõrvalt",el,0,1,1,
minema,"läbi, lahti",in,0,0,1,
minema,"läbi, mööda",in,0,0,1,
minema,"läbi, sisse",el,0,0,1,
minema,"läbi, vastu",in,0,0,1,
minema,"läbi, välja",adit,0,0,1,
minema,"läbi, välja",el,0,1,1,
minema,"läbi, üle, välja",el,0,0,1,
minema,lähedal,ad,0,0,1,
minema,lähedal,adit,0,1,1,
minema,lömmi,in,0,0,1,
minema,lörri,ad,1,0,1,
minema,"maha, eest",all,0,0,1,
minema,"maha, tagasi",ad,1,0,1,
minema,"maha, tagasi",in,0,0,1,
minema,"maha, välja",ad,0,0,1,
minema,meelest,in,0,0,1,
minema,"meelest, ära",ad,0,0,1,
minema,mood,all,0,0,1,
minema,moodi,el,0,0,1,
minema,moodi,ill,0,0,1,
minema,mõlki,in,0,0,1,
minema,"mööda, järele",all,0,0,1,
minema,"mööda, pihta",all,1,0,1,
minema,"mööda, pihta",el,0,0,1,
minema,"mööda, välja",adit,0,1,1,
minema,"mööda, üles",ad,0,0,1,
minema,närvi,el,0,0,1,
minema,närvi,in,0,0,1,
minema,nõus,ill,0,0,1,
minema,otsa,abl,0,0,1,
minema,otsa,el,0,0,1,
minema,peal,in,0,0,1,
minema,"peale, igasugu",ad,0,0,1,
minema,"peale, igasugu",ill,0,0,1,
minema,"peale, tagasi",ill,0,1,1,
minema,"peale, välja",ad,0,0,1,
minema,pealt,all,0,0,1,
minema,pealt,el,0,0,1,
minema,pealt,in,0,0,1,
minema,"pealt, ära",ad,1,0,1,
minema,"pealt, ära",el,0,0,1,
minema,"pealt, ära",in,0,0,1,
minema,peksma,ad,0,0,1,
minema,peksma,adit,0,0,1,
minema,pidama,ill,0,0,1,
minema,pingule,all,0,0,1,
minema,pooleks,in,0,0,1,
minema,pooleli,all,0,0,1,
minema,pungi,ad,0,0,1,
minema,puruks,all,0,0,1,
minema,pärast,all,0,0,1,
minema,"pärast, lahku",ad,0,0,1,
minema,püsti,el,0,0,1,
minema,rahul,in,0,0,1,
minema,"rahul, üle",el,0,0,1,
minema,raisku,in,1,0,1,
minema,raksu,ad,0,0,1,
minema,raksu,in,0,0,1,
minema,ringi,abl,0,0,1,
minema,ringi,all,0,0,1,
minema,"ringi, eest",all,0,0,1,
minema,"ringi, lahti",ad,0,0,1,
minema,"ringi, lahti",adit,0,0,1,
minema,"ringi, lahti",el,0,0,1,
minema,sees,ill,0,0,1,
minema,"sees, täis",adit,0,0,1,
minema,sekka,all,0,0,1,
minema,"sisse, edasi",ad,0,0,1,
minema,"sisse, tagasi",ill,0,0,1,
minema,"sisse, välja",ill,0,0,1,
minema,taga,el,0,0,1,
minema,taga,ill,0,0,1,
minema,taga,in,0,0,1,
minema,"tagant, sisse",all,1,0,1,
minema,"tagasi, lahku",el,1,0,1,
minema,"tagasi, vaatamata",abl,0,0,1,
minema,"tagasi, ära",ill,0,0,1,
minema,"tagasi, üles",adit,0,1,1,
minema,taha,all,0,0,1,
minema,"tarvis, kokku",ad,0,0,1,
minema,teps,ad,0,0,1,
minema,turri,el,0,0,1,
minema,tuttu,ill,0,1,1,
minema,tähele,ad,1,0,1,
minema,tähele,adit,0,0,1,
minema,tüli,ad,0,0,1,
minema,tülli,el,0,0,1,
minema,umbe,el,0,0,1,
minema,umbe,in,0,0,1,
minema,untsu,ad,1,0,1,
minema,untsu,in,0,0,1,
minema,vahel,ad,0,0,1,
minema,vahele,el,1,0,1,
minema,vahele,in,0,0,1,
minema,"vaja, välja",ad,1,0,1,
minema,"vaja, välja",in,0,1,1,
minema,"vaja, ära",ad,1,0,1,
minema,valla,ad,0,0,1,
minema,valla,all,0,0,1,
minema,valla,el,0,1,1,
minema,valmis,all,1,0,1,
minema,valmis,ill,0,0,1,
minema,"valmis, läbi",in,0,1,1,
minema,vast,ad,0,0,1,
minema,"vastu, ette",adit,0,0,1,
minema,"vastu, kokku",all,0,0,1,
minema,"vastu, läbi",all,0,0,1,
minema,"vastu, läbi",in,0,0,1,
minema,"vastu, moodi",all,1,0,1,
minema,"vastu, vaja",ad,1,0,1,
minema,villi,ad,0,0,1,
minema,viltu,all,0,0,1,
minema,viltu,el,0,0,1,
minema,vussi,ad,1,0,1,
minema,"välja, kohale",ad,0,1,1,
minema,"välja, maha",ad,0,0,1,
minema,"välja, tagasi",ill,0,0,1,
minema,"välja, vaja",el,0,1,1,
minema,"välja, vastu",ad,0,0,1,
minema,"välja, vastu",in,0,1,1,
minema,võlg,all,0,0,1,
minema,võlgu,adit,0,0,1,
minema,võlgu,in,0,0,1,
minema,"ära, alles",ad,0,0,1,
minema,"ära, ilma",adit,0,0,1,
minema,"ära, kokku",abl,0,1,1,
minema,"ära, kokku",ad,0,0,1,
minema,"ära, laiali",ad,0,0,1,
minema,"ära, tagasi",adit,0,1,1,
minema,"ära, välja",adit,0,0,1,
minema,"ära, välja",el,0,0,1,
minema,"ära, ära",abl,1,0,1,
minema,"ära, ära",el,1,0,1,
minema,äärde,adit,0,0,1,
minema,ühte,ad,0,0,1,
minema,ühte,adit,0,1,1,
minema,ühte,in,0,0,1,
minema,"üle, edasi",all,0,0,1,
minema,"üle, mööda",ad,0,0,1,
minema,"üle, mööda",el,0,0,1,
minema,"üle, välja",ad,0,0,1,
minema,"üles, alla",adit,0,0,1,
minema,"üles, alla",el,0,1,1,
minema,"üles, ees",el,0,1,1,
minema,"üles, ära",adit,0,1,1,
mineraliseeruma,,el,0,0,1,
mineraliseeruma,,in,0,0,1,
minestama,,all,0,0,1,
minestama,ära,all,0,0,1,
minestama,ära,el,0,0,1,
minetama,,abl,0,0,1,
minetama,vastu,adit,0,0,1,
minhgima,,ad,1,0,1,
minimaliseerima,,in,0,0,1,
minimeerima,,ad,0,0,1,
minimeerima,,el,0,0,1,
minimeerima,,in,1,0,1,
minimiseerima,,in,0,0,1,
minkima,,all,0,0,1,
minkima,,in,0,1,1,
minkima,peal,ad,1,0,1,
minna-arvama,,ad,1,0,1,
minnema,,in,1,1,1,
minuma,,ad,0,0,1,
minuma,,ill,0,0,1,
minusaama,,all,1,0,1,
mircuma,,el,0,0,1,
misjoneerima,kaasas,in,0,0,1,
misknema,,ad,1,0,1,
mispuutuma,,ill,0,0,1,
mistahtma,,all,0,0,1,
mitmekordistuma,,abl,0,0,1,
mitte-ehita-minema,,el,1,0,1,
mitte-olenema,,el,0,0,1,
mitte-olenema,,in,0,0,1,
mitteparteilane-ajama,,ad,0,1,1,
mittevastama,,all,0,0,1,
mittevastama,,in,0,1,1,
mituma,,el,0,0,1,
mixima,kokku,all,0,0,1,
mixima,kokku,el,0,0,1,
mkutsuma,,adit,0,0,1,
mküsima,,el,0,0,1,
mmeldima,ära,all,1,0,1,
mminema,lahku,ad,0,0,1,
mmmmmuzima,,ad,1,0,1,
mmõnema,,all,1,0,1,
mobiliseeruma,,ad,0,0,1,
mobiliseeruma,,adit,0,0,1,
mobiliseeruma,,in,0,0,1,
modelleerima,välja,ad,0,0,1,
modelleeruma,,all,0,0,1,
modereerima,,ad,0,0,1,
modereerima,,adit,0,0,1,
modereerima,,el,0,0,1,
moderniseerima,,el,0,0,1,
moderniseerima,,in,0,0,1,
moderniseeruma,,all,0,1,1,
modifitseerima,,el,0,0,1,
modifitseerima,,in,0,0,1,
modifitseeruma,,all,0,0,1,
modima,,in,0,0,1,
moduleerima,,ad,0,0,1,
moduleeruma,,ad,0,0,1,
moduma,,in,0,0,1,
modustama,,el,0,0,1,
moelduma,,adit,0,0,1,
moelduma,,ill,0,0,1,
mojuma,,abl,0,0,1,
mojuma,,in,0,0,1,
mokkama,,ad,0,1,1,
mokkama,,in,0,0,1,
mokonema,,all,1,0,1,
mokonema,,el,0,0,1,
molluma,,ad,0,0,1,
molutama,,adit,0,0,1,
molutama,"ära, ära",adit,0,0,1,
monema,,in,0,0,1,
monima,,ad,1,0,1,
monitoorima,,el,0,0,1,
monitoorima,,in,0,1,1,
monopiliseerima,,all,0,0,1,
monopiliseerima,,in,0,0,1,
monopoliseerima,,abl,1,0,1,
monopoliseerima,,ad,0,1,1,
monteerima,,abl,1,0,1,
monteerima,"juurde, kokku",all,0,0,1,
monteerima,kokku,abl,0,0,1,
monteerima,"kokku, valmis",el,0,0,1,
monteerima,külge,ad,0,0,1,
monteerima,külge,in,0,0,1,
monteerima,lahti,el,0,0,1,
monteerima,maha,ad,0,0,1,
monteerima,maha,in,0,0,1,
monteerima,ringi,ad,0,0,1,
monteerima,sisse,el,0,0,1,
monteerima,sisse,in,0,0,1,
monteerima,valmis,in,0,0,1,
monteerima,välja,el,0,0,1,
monteeruma,,el,0,0,1,
monuma,,in,0,1,1,
moodustama,"alla, alla",ad,1,0,1,
moodustama,"alla, alla",el,1,0,1,
moodustama,"alla, alla",in,0,0,1,
moodustama,edasi,ad,0,0,1,
moodustama,eest,ad,0,0,1,
moodustama,ette,in,0,0,1,
moodustama,juurde,ill,0,0,1,
moodustama,kaasa,el,0,0,1,
moodustama,läbi,ad,0,0,1,
moodustama,nõus,el,0,0,1,
moodustama,peale,ad,0,0,1,
moodustama,peale,el,0,0,1,
moodustama,peale,in,0,0,1,
moodustama,ringi,abl,0,0,1,
moodustama,ringi,all,0,1,1,
moodustama,ringi,el,1,0,1,
moodustama,ringi,in,0,0,1,
moodustama,sees,all,0,0,1,
moodustama,tarvis,el,0,0,1,
moodustama,vahele,ad,0,0,1,
moodustama,vahele,adit,0,0,1,
moodustama,vastu,ad,0,0,1,
moodustama,välja,in,0,0,1,
moodustama,üle,adit,0,0,1,
moodustama,üle,all,0,1,1,
moodustama,ümber,all,0,0,1,
moodustatama,,ad,0,0,1,
moodustuma,kohale,ad,0,0,1,
moodustuma,kokku,ad,0,0,1,
moodustuma,kokku,in,0,1,1,
moodustuma,taga,ad,0,0,1,
moodustuma,tagasi,ad,0,0,1,
moodustuma,valmis,el,0,0,1,
moodustuma,valmis,in,0,0,1,
moodusustama,,el,0,0,1,
moondama,,adit,0,0,1,
moondama,,all,0,0,1,
moonduma,"alla, üles",in,0,0,1,
moonduma,üle,in,0,0,1,
moonutama,,abl,0,0,1,
moonutama,järele,ad,0,0,1,
moonutama,järele,all,0,0,1,
moonutuma,,ad,0,0,1,
moonutuma,,in,1,0,1,
moorima,,ad,0,1,1,
moosima,,abl,1,0,1,
moosima,,adit,1,0,1,
moosima,välja,all,0,0,1,
moosima,ära,ad,0,0,1,
mootnuma,,ad,1,0,1,
moptlema,,el,0,0,1,
morjendama,,adit,0,0,1,
morjendama,,all,0,0,1,
morjestama,,all,0,0,1,
morrima,,ad,0,0,1,
mortiveerima,,ad,0,0,1,
mosaiikuma,kokku,el,0,0,1,
moshshima,,in,0,0,1,
mossitama,,abl,0,0,1,
mossitama,ilma,all,0,0,1,
motlema,,adit,0,0,1,
motlema,kinni,abl,0,0,1,
moundima,,all,1,0,1,
mountima,külge,all,0,0,1,
mountima,ära,in,0,0,1,
moššima,,in,0,0,1,
mpanema,,all,1,0,1,
mpanema,alla,all,0,0,1,
mreeltima,,all,1,0,1,
mspaintima,,ad,1,0,1,
mudastuma,,ad,0,0,1,
mudeldama,,in,0,0,1,
mudima,läbi,el,0,0,1,
mudima,välja,el,0,0,1,
mugandama,,ad,0,0,1,
mugandama,ümber,all,0,0,1,
mugandama,ümber,in,0,0,1,
muganduma,,abl,1,0,1,
muganduma,,adit,0,0,1,
muganduma,,ill,0,0,1,
muganduma,ligi,all,1,0,1,
muganema,,all,0,0,1,
mugeldama,,all,1,0,1,
mugima,,adit,0,0,1,
mugima,kõrvale,adit,0,0,1,
mugistama,,ad,0,0,1,
mugistama,,ill,0,0,1,
mugistama,kaasa,all,0,0,1,
muhelema,edasi,in,0,0,1,
muhkuma,,in,1,0,1,
muiduma,,all,0,0,1,
muigama,edasi,ad,0,0,1,
muigama,järele,all,0,0,1,
muigama,kohal,ad,0,0,1,
muigama,vastu,all,1,0,1,
muigama,vastu,el,0,0,1,
muigama,vastu,in,0,0,1,
muigima,,ad,1,0,1,
muigutama,,in,1,0,1,
muisklema,,in,0,0,1,
mukkima,,ad,0,0,1,
mukkima,,adit,0,0,1,
mukkima,,el,0,1,1,
mukkima,järel,el,0,1,1,
mul-on-aga-sul-olema,,in,0,0,1,
mulama,,abl,0,0,1,
mulama,,all,0,0,1,
muldama,,in,0,0,1,
mulgustama,,abl,0,0,1,
mulgustuma,,ad,0,0,1,
mulisema,,abl,0,0,1,
mulisema,,adit,0,0,1,
mulisema,ette,in,0,0,1,
mulisema,lahti,el,0,0,1,
mulisema,lahti,in,0,0,1,
mulistama,,ad,0,1,1,
mulistama,,adit,0,0,1,
mulistama,,all,0,0,1,
mulistama,alla,el,0,0,1,
mulistama,läbi,in,0,0,1,
muljetama,,adit,1,0,1,
muljetama,edasi,all,0,0,1,
muljetama,välja,el,0,1,1,
muljuma,puruks,ad,0,0,1,
muljuma,sisse,ad,0,0,1,
muljuma,sisse,adit,0,0,1,
mulksatama,,adit,0,0,1,
mulksatama,,in,0,0,1,
mulksuma,,abl,0,0,1,
mullemeeldima,,all,0,0,1,
mullistama,,el,1,0,1,
mullistuma,,ill,0,0,1,
mullitama,peale,el,0,0,1,
multimeedia-etenduma,,abl,0,0,1,
multiplitseerima,,ad,0,0,1,
mumifitseeruma,,ad,0,0,1,
mumifitseeruma,,el,0,1,1,
munama,,ad,1,0,1,
munama,,adit,0,0,1,
munama,,all,1,0,1,
munauuduma,,in,0,0,1,
muneb-kaagutab-kirema,,in,0,0,1,
munema,sisse,all,0,0,1,
munema,vaja,el,0,0,1,
munema,välja,el,0,0,1,
munima,,ad,1,0,1,
munsterdama,,adit,0,0,1,
munsterdama,,all,0,1,1,
munsterdama,vahele,all,0,0,1,
munuma,,el,0,0,1,
munuma,,in,0,0,1,
mupstima,,all,1,0,1,
murdma,alla,abl,0,0,1,
murdma,alles,el,1,0,1,
murdma,alt,ad,0,0,1,
murdma,"alt, ära",ad,0,0,1,
murdma,edasi,abl,0,0,1,
murdma,edasi,all,0,0,1,
murdma,edasi,in,0,0,1,
murdma,eemale,el,0,1,1,
murdma,ees,in,0,0,1,
murdma,esile,el,0,0,1,
murdma,ette,ad,0,0,1,
murdma,ette,el,0,0,1,
murdma,ette,in,0,0,1,
murdma,"ilma, läbi",el,0,1,1,
murdma,"kinni, sisse",ill,0,0,1,
murdma,kokku,abl,0,0,1,
murdma,kõrvale,all,0,0,1,
murdma,lahti,abl,0,0,1,
murdma,lahti,ill,0,1,1,
murdma,"lahti, lahti",ad,0,0,1,
murdma,"lahti, vastu",ad,0,0,1,
murdma,"läbi, sisse",el,0,0,1,
murdma,maha,ill,0,0,1,
murdma,mööda,in,0,0,1,
murdma,otsa,el,0,0,1,
murdma,"otsa, ära",ad,0,0,1,
murdma,peale,ad,0,0,1,
murdma,peale,all,0,0,1,
murdma,pikali,ad,0,0,1,
murdma,pikali,all,0,0,1,
murdma,puruks,in,0,0,1,
murdma,"ringi, sisse",ill,0,0,1,
murdma,sisse,abl,0,0,1,
murdma,"sisse, kokku",ill,0,0,1,
murdma,"sisse, tagasi",ill,0,0,1,
murdma,"sisse, vastu",ad,0,0,1,
murdma,"sisse, vastu",ill,0,1,1,
murdma,"tagant, välja",ad,0,0,1,
murdma,tagasi,abl,0,1,1,
murdma,tagasi,el,0,0,1,
murdma,tagasi,in,0,0,1,
murdma,vastu,adit,0,0,1,
murdma,vastu,all,0,0,1,
murdma,"vastu, maha",ad,0,0,1,
murdma,"vastu, maha",in,0,1,1,
murdma,üles,el,1,1,1,
murdsima,välja,el,1,1,1,
murdsima,välja,in,0,1,1,
murduma,"alt, ära",in,0,0,1,
murduma,läbi,el,0,0,1,
murduma,"lähedal, lahti",ad,0,0,1,
murduma,"lähedal, lahti",in,0,0,1,
murduma,maha,abl,0,0,1,
murduma,peale,all,0,0,1,
murduma,pooleks,ad,0,0,1,
murduma,sees,ad,1,0,1,
murduma,vastu,el,0,0,1,
murduma,ära,adit,1,0,1,
murendama,välja,el,0,0,1,
murenema,,abl,0,0,1,
murenema,,ill,0,0,1,
murenema,valmis,ad,0,0,1,
muretsema,ette,all,0,0,1,
muretsema,juurde,el,0,0,1,
muretsema,kokku,el,0,0,1,
muretsema,külge,all,0,0,1,
muretsema,pärast,adit,0,0,1,
muretsema,vaja,all,0,0,1,
muretsema,valmis,all,0,0,1,
muretsema,ära,abl,0,0,1,
muretsema,ära,ad,1,0,1,
muretsema,ära,adit,0,0,1,
murima,,el,0,0,1,
murrutama,,ill,0,0,1,
murtsima,,ill,0,0,1,
musdsima,,ad,0,0,1,
muserdama,,abl,0,0,1,
muserdama,,all,0,0,1,
musima,,in,0,0,1,
musitama,,adit,0,0,1,
musitama,,el,1,0,1,
musitseerima,,abl,0,0,1,
musitseerima,kokku,ad,0,0,1,
musitseerima,vastu,all,0,0,1,
musitseerima,vastu,in,0,0,1,
mustama,,adit,0,0,1,
mustendama,,all,0,0,1,
mustendama,vastu,abl,0,0,1,
mustima,,in,0,0,1,
mustuma,,adit,0,1,1,
mustuma,,in,0,0,1,
musutama,,el,0,1,1,
muteeruma,,adit,0,0,1,
mutuellema,,in,0,0,1,
muudautima,,in,0,0,1,
muuduma,,in,0,1,1,
muudustuma,,el,0,0,1,
muugeldama,,ad,1,0,1,
muukima,,ad,0,0,1,
muukima,,adit,0,1,1,
muukima,,all,0,0,1,
muukima,lahti,abl,0,0,1,
muukima,lahti,adit,0,0,1,
muukima,lahti,all,0,1,1,
muukima,lahti,el,0,0,1,
muukima,sisse,el,0,0,1,
muukima,välja,el,0,0,1,
muuma,,abl,1,0,1,
muuma,,adit,0,0,1,
muuma,,all,1,0,1,
muuma,maha,all,0,0,1,
muundama,,ad,0,0,1,
muundama,,all,0,0,1,
muunduma,,abl,1,0,1,
muunduma,kokku,in,0,0,1,
muunduma,tagasi,ad,0,0,1,
muutma,allapoole,all,0,0,1,
muutma,alt,el,0,0,1,
muutma,edasi,in,0,0,1,
muutma,ette,ad,0,1,1,
muutma,ette,in,0,0,1,
muutma,ilma,in,0,1,1,
muutma,juurde,all,0,0,1,
muutma,kaasa,ad,0,0,1,
muutma,läbi,ad,0,0,1,
muutma,läbi,in,0,0,1,
muutma,ringi,in,0,0,1,
muutma,sisse,el,0,0,1,
muutma,tagasi,ad,0,0,1,
muutma,tagasi,el,0,0,1,
muutma,vastu,ad,0,0,1,
muutma,vastu,in,0,0,1,
muutma,välja,abl,0,0,1,
muutma,ära,all,0,0,1,
muutma,ära,ill,0,0,1,
muutma,üle,el,0,0,1,
muutma,ümber,el,0,0,1,
muutma,ümber,in,0,0,1,
muutuma,alla,ad,0,0,1,
muutuma,alles,el,0,0,1,
muutuma,alles,in,1,0,1,
muutuma,edasi,ad,0,0,1,
muutuma,edasi,ill,0,0,1,
muutuma,edasi,in,0,0,1,
muutuma,ette,ad,0,0,1,
muutuma,kaasa,ad,0,0,1,
muutuma,kohal,ad,0,0,1,
muutuma,kokku,all,1,0,1,
muutuma,koos,all,0,0,1,
muutuma,koos,el,0,0,1,
muutuma,pealt,ad,0,0,1,
muutuma,pealt,all,0,0,1,
muutuma,tagasi,all,0,0,1,
muutuma,tarvis,ad,0,0,1,
muutuma,vaatamata,all,0,0,1,
muutuma,vaja,ad,0,0,1,
muutuma,vaja,all,0,1,1,
muutuma,valmis,ad,0,0,1,
muutuma,vastu,el,0,0,1,
muutuma,välja,all,0,1,1,
muutuma,ära,ad,0,0,1,
muutuma,ära,el,0,0,1,
muutuma,üle,ad,0,0,1,
muutuma,üles,abl,0,1,1,
muutuma,üles,ad,1,0,1,
muutuma,üles,el,0,1,1,
muutuma,üles,in,0,0,1,
muutuma,ümber,ad,0,0,1,
muutuma,ümber,el,1,0,1,
muzuma,,all,1,0,1,
myrtsuma,,all,0,1,1,
myrtsuma,,in,0,0,1,
myttama,,in,0,1,1,
myyduma,,el,0,0,1,
myygima,,ad,0,0,1,
myygima,,in,0,0,1,
myynuma,,ill,0,0,1,
myynuma,,in,1,0,1,
myysima,,ad,0,0,1,
myysima,,all,1,0,1,
mädandama,,adit,0,0,1,
mädanema,,adit,0,0,1,
mädanema,,ill,0,0,1,
mädanema,edasi,in,0,1,1,
mädanema,läbi,ad,0,0,1,
mädanema,läbi,el,0,0,1,
mädanema,maha,ad,0,0,1,
mädanema,"taga, läbi",ad,0,0,1,
mädanema,välja,ad,0,0,1,
mädanema,ära,abl,0,0,1,
mädanema,üle,el,0,0,1,
mädanema,üle,in,0,0,1,
mädima,,in,0,0,1,
mäeletama,,el,1,0,1,
mäesuusatama,,ad,0,0,1,
mäesuusatama,,el,1,0,1,
mägnima,,ad,0,0,1,
mähkima,,el,1,0,1,
mähkima,kinni,in,0,0,1,
mähkima,lahti,ad,0,1,1,
mähkima,lahti,el,0,0,1,
mähkima,sisse,adit,0,0,1,
mähkima,sisse,el,0,0,1,
mähkima,ümber,el,0,0,1,
mähkuma,,ad,0,0,1,
mähkuma,,all,0,0,1,
mähkuma,,el,0,0,1,
mähkuma,ümber,adit,1,0,1,
mähtuma,,el,0,0,1,
mäkerdama,kokku,ad,0,0,1,
mäkerdama,peale,all,0,0,1,
mäkerdama,täis,ad,0,0,1,
mäkerdama,ära,ad,0,0,1,
mäkerdama,ära,el,0,0,1,
mälestama,,adit,0,0,1,
mäletama,alla,el,0,0,1,
mäletama,edasi,el,0,0,1,
mäletama,"eest, ära",el,0,0,1,
mäletama,ilma,el,0,0,1,
mäletama,kokku,el,0,0,1,
mäletama,lahti,abl,0,0,1,
mäletama,lahti,ad,0,0,1,
mäletama,mööda,el,1,0,1,
mäletama,peale,ad,0,0,1,
mäletama,poolest,el,0,0,1,
mäletama,tagasi,ill,0,0,1,
mäletama,täis,el,0,0,1,
mäletama,vastu,adit,0,0,1,
mäletama,välja,el,1,0,1,
mäletama,üle,el,0,0,1,
mäletsema,,ad,0,0,1,
mäletsema,,el,0,0,1,
mäluma,,ad,0,0,1,
mämmuma,tagasi,ill,0,0,1,
mänema,,el,1,0,1,
mängib-improviseerima,,abl,0,0,1,
mängib-improviseerima,,ad,0,0,1,
mängib-kujutab-varjama,,in,0,0,1,
mängib-laulma,,in,0,0,1,
mängima,alla,abl,0,0,1,
mängima,alla,el,0,1,1,
mängima,"alla, välja",in,0,0,1,
mängima,edasi,ill,0,0,1,
mängima,eemale,in,0,0,1,
mängima,ette,adit,0,0,1,
mängima,ilma,adit,0,0,1,
mängima,ilma,all,0,0,1,
mängima,ilma,el,0,0,1,
mängima,juurde,all,0,0,1,
mängima,kaasa,adit,0,0,1,
mängima,kaasas,ad,1,0,1,
mängima,kaasas,in,0,0,1,
mängima,keskel,el,0,0,1,
mängima,keskel,in,0,0,1,
mängima,kinni,el,0,0,1,
mängima,kohal,ad,0,0,1,
mängima,kohal,el,1,0,1,
mängima,kohal,in,0,0,1,
mängima,koht,in,0,0,1,
mängima,kokku,adit,0,0,1,
mängima,koos,all,0,0,1,
mängima,kõrvale,ad,0,0,1,
mängima,kõrvale,el,0,0,1,
mängima,kõrvalt,in,0,0,1,
mängima,lahti,all,1,0,1,
mängima,lahti,ill,0,0,1,
mängima,läbi,abl,0,0,1,
mängima,läbi,all,0,0,1,
mängima,lähedal,all,0,0,1,
mängima,lähedal,in,0,0,1,
mängima,maas,ad,0,1,1,
mängima,maha,abl,0,0,1,
mängima,mööda,ad,0,0,1,
mängima,mööda,ill,0,0,1,
mängima,peale,adit,0,0,1,
mängima,poolest,el,1,0,1,
mängima,puruks,in,0,0,1,
mängima,püsti,in,0,0,1,
mängima,ringi,ad,0,0,1,
mängima,ringi,adit,0,0,1,
mängima,ringi,el,0,0,1,
mängima,"ringi, välja",adit,0,0,1,
mängima,"ringi, välja",in,0,0,1,
mängima,ringis,ad,0,0,1,
mängima,ringis,in,0,0,1,
mängima,sekka,ad,0,0,1,
mängima,sekka,all,0,0,1,
mängima,taga,ad,0,0,1,
mängima,taga,el,0,0,1,
mängima,tagasi,el,0,0,1,
mängima,tagasi,ill,0,0,1,
mängima,täis,ad,0,0,1,
mängima,täis,in,0,0,1,
mängima,vaja,ad,0,0,1,
mängima,vastamisi,ad,0,0,1,
mängima,vastamisi,in,0,0,1,
mängima,vastu,ill,0,0,1,
mängima,üle,adit,0,0,1,
mängima,üles,in,0,1,1,
mängima,ümber,abl,0,0,1,
mängima,ümber,ad,0,0,1,
mängima,ümber,el,0,0,1,
mängis-tantsima,,ad,0,0,1,
mängitama,,ill,0,0,1,
mängitama,edasi,ad,0,0,1,
mängitama,ette,el,0,0,1,
mängitama,läbi,all,1,0,1,
mängitama,maha,ad,0,0,1,
mängitama,välja,ad,1,0,1,
mängitama,välja,in,0,0,1,
mängitama,ära,ad,0,0,1,
mängitsema,,el,0,0,1,
mängivad-laulma,,el,1,0,1,
mänglema,,adit,0,0,1,
mänglema,lahti,ad,1,0,1,
mängnuma,,adit,0,0,1,
mängnuma,koos,ad,0,0,1,
mängnuma,koos,in,0,0,1,
mänguma,,in,0,0,1,
männgima,,adit,0,0,1,
mäppuma,,all,0,0,1,
märatsema,kokku,in,0,1,1,
märatsema,läbi,in,0,1,1,
märatsema,vastu,all,1,0,1,
