verb,verb_compound,ei_saa_olla_sihitist,kahtlane,total,freq_nom,freq_gen,freq_par
tükkima,,,,49,6,18,25
vaibuma,,,,49,9,17,23
vajutama,kinni,,,49,18,28,3
viskama,üles,,,49,11,27,11
võtma,kõrvale,,,49,10,19,20
kannatama,läbi,,,48,3,35,10
keerama,välja,,,48,20,18,10
kiskuma,kaasa,,,48,12,22,14
kosuma,,,,48,17,17,14
käperdama,,,,48,3,2,43
luuletama,,,,48,17,11,20
lõhnama,järele,,,48,7,17,24
lööma,alla,,,48,16,19,13
meeldima,,,,48,11,2,35
määma,,,,48,25,18,5
mõtlema,valmis,,,48,13,16,19
müttama,,,,48,10,14,24
napsama,ära,,,48,15,22,11
palvetama,,,,48,11,20,17
pidama,edasi,,,48,2,5,41
piiskama,,,,48,4,11,33
plegima,,,,48,14,3,31
pooma,üles,,,48,9,25,14
punnitama,,,,48,10,8,30
reegima,,,,48,20,12,16
registreerima,kokku,,,48,2,3,43
represseerima,,,,48,4,2,42
saama,ligi,,,48,12,22,14
saama,vaja,,,48,6,18,24
sagima,,,,48,6,10,32
sajatama,,,,48,2,5,41
segama,sisse,,,48,12,6,30
seisnema,,,,48,0,16,32
siirduma,,,,48,2,13,33
teisaldama,,,,48,6,26,16
tulema,tagasi,,,48,11,15,22
tõlkima,ära,,,48,14,26,8
vuristama,ette,,,48,19,16,13
värvima,ära,,,48,18,23,7
õppima,juurde,,,48,1,1,46
ajama,edasi,,,47,11,8,28
andma,peale,,,47,9,17,21
astuma,välja,,,47,2,27,18
elatuma,,,,47,26,5,16
fännima,,,,47,10,4,33
itsitama,,,,47,17,17,13
joonistama,üles,,,47,10,21,16
kallinema,,,,47,8,17,22
killustama,,,,47,6,6,35
kobima,,,,47,19,15,13
kuivatama,ära,,,47,19,21,7
köhima,,,,47,17,11,19
limpsama,,,,47,4,14,29
lobisema,välja,,,47,11,22,14
lonkama,,,,47,9,21,17
luhtama,,,,47,11,24,12
muundama,,,,47,8,19,20
mõlkuma,,,,47,9,16,22
mööduma,,,,47,3,11,33
noppima,üles,,,47,14,20,13
peksma,välja,,,47,22,14,11
pidama,kokku,,,47,2,7,38
rahunema,,,,47,26,9,12
raksatama,,,,47,7,17,23
raporteerima,,,,47,7,15,25
riputama,välja,,,47,13,19,15
roostetama,,,,47,21,11,15
räppima,,,,47,20,9,18
saatma,ilma,,,47,6,21,20
sillutama,,,,47,10,10,27
toimetama,edasi,,,47,8,14,25
tuginema,,,,47,3,24,20
tähendama,kokku,,,47,3,3,41
vahetama,ümber,,,47,24,13,10
veetlema,,,,47,6,4,37
vääristama,,,,47,2,9,36
õmblema,kokku,,,47,13,13,21
ühitama,,,,47,15,14,18
arvama,maha,,,46,20,15,11
deponeerima,,,,46,8,16,22
formeerima,,,,46,8,25,13
forsseerima,,,,46,1,5,40
janunema,,,,46,3,9,34
kallama,sisse,,,46,9,10,27
kasutama,edasi,,,46,1,6,39
klobima,,,,46,3,8,35
kottima,,,,46,6,8,32
krediteerima,,,,46,2,7,37
kribima,,,,46,12,6,28
kulgema,,,,46,2,1,43
laskma,üles,,,46,11,15,20
nimetama,ära,,,46,17,15,14
nöökima,,,,46,4,3,39
ohkima,,,,46,19,13,14
otsima,kokku,,,46,17,3,26
piirduma,,,,46,6,17,23
saatma,kokku,,,46,3,8,35
sahistama,,,,46,6,16,24
sisaldama,kokku,,,46,3,4,39
suubuma,,,,46,5,18,23
sõtkuma,,,,46,10,3,33
söötma,sisse,,,46,8,8,30
tervendama,,,,46,4,1,41
tinistama,,,,46,6,5,35
tipnema,,,,46,13,19,14
tõstma,ära,,,46,11,28,7
uisutama,,,,46,5,21,20
vaatama,tagasi,,,46,9,17,20
vahetuma,,,,46,26,10,10
vallutama,tagasi,,,46,12,27,7
vihtuma,,,,46,6,10,30
väänama,välja,,,46,9,21,16
õmblema,kinni,,,46,17,17,12
ühendama,lahti,,,46,19,19,8
ühinema,,,,46,3,8,35
aitama,tagasi,,,45,17,15,13
ampsama,,,,45,2,12,31
desinfitseerima,,,,45,10,10,25
funkama,,,,45,24,8,13
improviseerima,,,,45,9,15,21
kaasajastama,,,,45,7,10,28
kaevama,lahti,,,45,12,17,16
krõbistama,,,,45,6,3,36
kurameerima,,,,45,9,28,8
käsitsema,,,,45,1,5,39
looma,juurde,,,45,2,4,39
looma,ära,,,45,8,30,7
loopima,laiali,,,45,19,6,20
lugema,edasi,,,45,4,8,33
manifesteerima,,,,45,0,8,37
manipuleerima,,,,45,3,6,36
orjama,,,,45,4,7,34
ostma,valmis,,,45,16,10,19
pakkuma,üle,,,45,5,16,24
rassima,,,,45,8,18,19
reisima,,,,45,7,7,31
saatma,läbi,,,45,10,19,16
sõitma,maha,,,45,11,20,14
sööma,sisse,,,45,5,8,32
süüvima,,,,45,2,24,19
taasalustama,,,,45,2,6,37
tartuma,,,,45,15,8,22
tassima,laiali,,,45,15,10,20
tegema,üles,,,45,10,19,16
toksima,sisse,,,45,21,10,14
tuhnima,,,,45,7,16,22
tähendama,välja,,,45,3,9,33
vaaritama,,,,45,6,7,32
valama,sisse,,,45,7,15,23
viseerima,,,,45,12,22,11
võrsuma,,,,45,3,5,37
ajama,ette,,,44,13,18,13
argumenteerima,,,,44,3,6,35
eristuma,,,,44,4,13,27
hindama,ära,,,44,13,27,4
intrigeerima,,,,44,5,6,33
jagama,ümber,,,44,15,7,22
jalutama,,,,44,9,3,32
kajama,,,,44,9,14,21
karastama,,,,44,4,4,36
kodustama,,,,44,9,25,10
käitlema,,,,44,3,2,39
laskma,puruks,,,44,12,21,11
minema,välja,,,44,15,11,18
mitmekordistama,,,,44,4,12,28
mängima,kokku,,,44,9,17,18
näperdama,,,,44,1,6,37
näpsama,,,,44,7,24,13
paiskuma,välja,,,44,11,17,16
panema,edasi,,,44,11,12,21
pistma,kinni,,,44,16,20,8
põgenema,,,,44,4,13,27
raputama,peale,,,44,13,3,28
salastama,,,,44,13,18,13
sisalduma,,,,44,4,7,33
spurtima,,,,44,6,25,13
tapma,maha,,,44,22,8,14
tegema,tasa,,,44,14,24,6
tirima,ära,,,44,13,18,13
ujuma,,,,44,5,11,28
vahelduma,,,,44,17,13,14
välgutama,,,,44,1,3,40
väljuma,,,,44,3,11,30
alustama,vastu,,,43,7,13,23
diskvalifitseerima,,,,43,13,26,4
edenema,,,,43,11,21,11
haletsema,,,,43,3,2,38
hoidma,all,,,43,8,7,28
kallama,üle,,,43,13,17,13
keerama,ringi,,,43,10,21,12
kickima,,,,43,7,15,21
kitkuma,,,,43,8,7,28
kuhjama,kokku,,,43,13,6,24
külmetama,,,,43,10,14,19
kütkestama,,,,43,4,4,35
lagastama,,,,43,4,11,28
laksima,,,,43,16,10,17
maskeerima,,,,43,8,12,23
monteerima,kokku,,,43,10,14,19
määrima,kokku,,,43,19,14,10
müüma,läbi,,,43,11,15,17
nimetama,ümber,,,43,13,21,9
normaliseerima,,,,43,3,11,29
nuumama,,,,43,5,3,35
peilima,välja,,,43,7,21,15
põlema,,,,43,8,3,32
püsima,,,,43,3,13,27
raamistama,,,,43,7,8,28
reorganiseerima,,,,43,4,23,16
rivistama,üles,,,43,18,9,16
saama,mööda,,,43,13,13,17
tahtma,ära,,,43,12,17,14
terendama,,,,43,9,13,21
vaktsineerima,,,,43,13,4,26
valama,juurde,,,43,25,0,18
ümisema,,,,43,1,2,40
aasima,,,,42,4,3,35
kalkuleerima,,,,42,5,14,23
kisendama,,,,42,8,14,20
koondama,kokku,,,42,20,11,11
kriipsutama,maha,,,42,14,16,12
kärutama,,,,42,6,7,29
laadima,maha,,,42,7,8,27
laiendama,ringi,,,42,1,38,3
liimima,,,,42,14,9,19
looma,üle,,,42,8,29,5
lükkama,kinni,,,42,8,31,3
lükkama,laiali,,,42,15,14,13
musitseerima,,,,42,21,11,10
niitima,,,,42,9,17,16
pusima,,,,42,7,16,19
pädema,,,,42,8,19,15
põdema,läbi,,,42,8,23,11
rookima,välja,,,42,17,16,9
rügama,,,,42,14,8,20
seisatama,,,,42,8,23,11
sugereerima,,,,42,3,2,37
tantsitama,,,,42,4,3,35
tasuma,ära,,,42,6,17,19
teadustama,,,,42,4,11,27
tihkama,,,,42,3,7,32
trumpama,,,,42,10,14,18
vabandama,välja,,,42,5,14,23
veetma,koos,,,42,15,15,12
voogama,,,,42,3,11,28
ületama,kokku,,,42,4,18,20
alarmeerima,,,,41,5,4,32
arvestama,kokku,,,41,17,4,20
hoidma,peal,,,41,6,7,28
ihuma,,,,41,8,12,21
jaatama,,,,41,3,0,38
jääma,kinni,,,41,3,15,23
kaevandama,,,,41,7,9,25
klopsima,kokku,,,41,3,18,20
koksama,,,,41,8,20,13
kuulma,pealt,,,41,3,4,34
kõhklema,,,,41,5,11,25
lahenema,,,,41,7,13,21
loopima,välja,,,41,7,9,25
lugema,peale,,,41,11,9,21
lõdvendama,,,,41,0,6,35
lükkima,,,,41,8,6,27
märkima,maha,,,41,10,22,9
nottima,,,,41,4,2,35
nõiduma,,,,41,7,8,26
printima,,,,41,10,11,20
pukseerima,,,,41,10,14,17
purskama,välja,,,41,5,16,20
põristama,,,,41,5,8,28
püüdma,välja,,,41,9,10,22
saama,kõrvale,,,41,4,25,12
soleerima,,,,41,18,14,9
suruma,kinni,,,41,17,15,9
toimetama,tagasi,,,41,10,26,5
tõstma,kõrvale,,,41,15,20,6
tõukama,välja,,,41,6,27,8
vaatama,alla,,,41,7,13,21
vajama,kokku,,,41,0,9,32
vestlema,,,,41,4,22,15
adopteerima,,,,40,4,25,11
avitama,,,,40,13,6,21
haukuma,,,,40,13,5,22
jätma,ette,,,40,11,24,5
kiigutama,,,,40,5,2,33
klammerduma,,,,40,12,14,14
koperdama,,,,40,7,19,14
käituma,,,,40,3,4,33
kätlema,,,,40,3,1,36
lööma,täis,,,40,4,9,27
manguma,,,,40,8,1,31
mõikama,,,,40,9,5,26
mölisema,ära,,,40,23,10,7
naljatama,,,,40,6,14,20
nöörima,,,,40,7,2,31
ootama,järele,,,40,5,4,31
paistma,välja,,,40,8,8,24
pakkuma,vastu,,,40,3,5,32
pendeldama,,,,40,6,23,11
pissima,,,,40,3,23,14
põletama,läbi,,,40,14,16,10
seiskuma,,,,40,11,16,13
solkima,,,,40,3,7,30
taguma,kinni,,,40,24,10,6
tooma,võidu,,,40,17,19,4
tulistama,välja,,,40,6,16,18
uinuma,,,,40,20,13,7
vahustama,,,,40,22,7,11
vajuma,kokku,,,40,11,16,13
vilistama,välja,,,40,14,15,11
väljenduma,,,,40,2,16,22
ajama,ringi,,,39,3,6,30
alanema,,,,39,9,15,15
arenema,,,,39,3,7,29
esilinastuma,,,,39,10,19,10
hulpima,,,,39,6,8,25
juhtima,vastu,,,39,20,10,9
jutustama,ümber,,,39,10,7,22
juubeldama,,,,39,11,12,16
kaaluma,läbi,,,39,23,8,8
kainestama,,,,39,1,0,38
kallama,täis,,,39,14,7,18
konverteerima,,,,39,17,10,12
kugistama,alla,,,39,8,12,19
kurnama,ära,,,39,13,15,11
küsima,ära,,,39,11,13,15
lahmima,,,,39,9,9,21
laulma,ära,,,39,11,23,5
listima,,,,39,10,11,18
lubama,välja,,,39,9,7,23
luhtuma,,,,39,9,14,16
muhelema,,,,39,3,15,21
nägema,kokku,,,39,1,1,37
panema,taha,,,39,17,12,10
põruma,,,,39,12,15,12
rahunema,maha,,,39,27,6,6
sirgeldama,,,,39,9,11,19
sirguma,,,,39,5,3,31
suruma,tagasi,,,39,10,19,10
suruma,vastu,,,39,8,9,22
süstematiseerima,,,,39,6,5,28
taaslooma,,,,39,3,15,21
tuhmistama,,,,39,3,6,30
tundma,vastu,,,39,8,6,25
tõmbama,laiali,,,39,14,21,4
tüdima,,,,39,11,13,15
varastama,kokku,,,39,2,11,26
vooderdama,,,,39,18,12,9
vägistama,ära,,,39,7,21,11
vähenema,,,,39,1,4,34
võimutsema,,,,39,11,15,13
õlitama,,,,39,8,4,27
andma,peksma,,,38,14,14,10
asetama,ette,,,38,9,21,8
astuma,sisse,,,38,2,21,15
deklameerima,,,,38,5,5,28
haigestuma,,,,38,2,6,30
hakatama,,,,38,1,6,31
hoidma,ligi,,,38,8,22,8
kakkuma,,,,38,8,11,19
kehitama,,,,38,2,18,18
kerima,tagasi,,,38,4,18,16
koguma,juurde,,,38,1,1,36
kontsentreerima,,,,38,8,9,21
käima,üle,,,38,22,5,11
küsima,juurde,,,38,1,8,29
laenama,välja,,,38,8,9,21
lappama,läbi,,,38,17,10,11
lõhustama,,,,38,8,10,20
lööma,laiali,,,38,12,18,8
motlema,,,,38,9,10,19
näima,ära,,,38,16,17,5
nüsima,,,,38,3,11,24
ocima,,,,38,2,11,25
oponeerima,,,,38,17,3,18
pakkima,kaasa,,,38,8,13,17
peenestama,,,,38,25,1,12
peksma,laiali,,,38,11,16,11
poleerima,,,,38,6,4,28
pookima,,,,38,5,11,22
proovima,järele,,,38,19,7,12
rapsima,,,,38,7,4,27
säilima,,,,38,3,6,29
sõlmima,kokku,,,38,11,9,18
taanduma,,,,38,1,11,26
taotlema,kokku,,,38,2,4,32
tikkuma,,,,38,9,10,19
täienema,,,,38,8,23,7
tõstma,peale,,,38,12,16,10
urgitsema,,,,38,5,11,22
vastanduma,,,,38,9,11,18
viskama,puruks,,,38,8,23,7
väljutama,,,,38,6,5,27
võtma,külge,,,38,4,7,27
ütlema,edasi,,,38,16,17,5
ajama,lahti,,,37,14,13,10
filtreerima,välja,,,37,17,11,9
hellitama,ära,,,37,14,15,8
hõikuma,,,,37,3,4,30
kahvatuma,,,,37,27,6,4
kaikuma,,,,37,8,13,16
kibelema,,,,37,5,9,23
klõpsama,,,,37,7,18,12
kontrollima,kokku,,,37,1,1,35
kruvima,maha,,,37,15,18,4
käratama,,,,37,9,18,10
lesima,,,,37,9,14,14
logima,,,,37,10,10,17
lonkima,,,,37,7,12,18
looma,tagasi,,,37,11,17,9
maksma,edasi,,,37,3,8,26
needma,ära,,,37,10,21,6
nuhkima,välja,,,37,8,21,8
parastama,,,,37,1,4,32
peitsima,,,,37,9,17,11
pidama,läbi,,,37,5,11,21
pitseerima,,,,37,17,15,5
punastama,,,,37,15,14,8
riietuma,,,,37,6,8,23
surema,ära,,,37,14,7,16
suunama,tagasi,,,37,3,24,10
tellima,juurde,,,37,4,2,31
tupsutama,,,,37,4,5,28
tätoveerima,,,,37,5,14,18
uhkeldama,,,,37,10,14,13
utlema,,,,37,22,9,6
varjuma,,,,37,3,19,15
vedama,alla,,,37,7,17,13
vedama,lahti,,,37,9,16,12
viljastama,,,,37,6,8,23
vitsutama,,,,37,0,5,32
ässitama,üles,,,37,14,1,22
annekteerima,,,,36,13,17,6
ehitama,juurde,,,36,5,4,27
hagema,,,,36,11,3,22
haihtuma,,,,36,5,11,20
hakkama,pihta,,,36,15,10,11
hauduma,välja,,,36,7,10,19
hoiatama,ette,,,36,2,1,33
installima,ära,,,36,13,19,4
jõudma,valmis,,,36,3,6,27
kaalutlema,,,,36,0,6,30
kaebama,üle,,,36,2,33,1
kandma,läbi,,,36,10,7,19
kaotama,kokku,,,36,3,14,19
kaotama,läbi,,,36,10,14,12
keetma,kokku,,,36,7,16,13
kerkima,,,,36,1,17,18
kihutama,välja,,,36,7,19,10
kleepima,kinni,,,36,17,14,5
koitma,,,,36,10,9,17
kolama,,,,36,15,7,14
kõmmutama,maha,,,36,6,16,14
küttima,üles,,,36,8,8,20
liberaliseerima,,,,36,5,14,17
looma,läbi,,,36,7,20,9
looma,üles,,,36,6,23,7
luiskama,,,,36,9,12,15
lutsima,,,,36,7,3,26
lõikama,puruks,,,36,15,15,6
lööma,lahku,,,36,16,7,13
maabuma,,,,36,5,16,15
manama,ette,,,36,6,19,11
miksima,kokku,,,36,9,15,12
mõtlema,järele,,,36,9,20,7
mötlema,,,,36,13,3,20
niitima,maha,,,36,16,14,6
noteerima,,,,36,4,8,24
optimeerima,,,,36,3,3,30
pakkuma,tagasi,,,36,2,9,25
panema,kohale,,,36,19,12,5
piinlema,,,,36,10,13,13
pilgutama,,,,36,3,14,19
puutuma,kokku,,,36,7,9,20
pärgama,,,,36,8,1,27
põhjendama,ära,,,36,10,16,10
ravitsema,,,,36,1,3,32
regama,,,,36,15,10,11
rivistama,,,,36,16,5,15
röövima,ära,,,36,6,21,9
surfama,,,,36,14,5,17
suurenema,,,,36,3,5,28
sõitma,sisse,,,36,5,17,14
tooma,peale,,,36,10,10,16
tootma,sisse,,,36,0,2,34
tootma,välja,,,36,2,2,32
turnima,,,,36,5,17,14
tõmblema,,,,36,12,10,14
tõstma,kohale,,,36,4,30,2
vaatama,kokku,,,36,1,5,30
vedama,läbi,,,36,2,20,14
viima,lahku,,,36,17,8,11
visualiseerima,,,,36,4,10,22
võtma,ligi,,,36,13,15,8
annuma,,,,35,5,8,22
balansseerima,,,,35,8,17,10
elama,kaasa,,,35,4,14,17
hiilima,,,,35,1,12,22
hoidma,sees,,,35,5,4,26
jooma,peale,,,35,1,5,29
juhtima,edasi,,,35,2,5,28
jääma,rahule,,,35,2,24,9
kaebama,välja,,,35,15,10,10
kaelustama,,,,35,7,1,27
kirjutama,täis,,,35,10,8,17
korjama,peale,,,35,21,6,8
kujutlema,ette,,,35,3,2,30
kõverdama,,,,35,8,4,23
lammutama,maha,,,35,10,17,8
leidma,välja,,,35,5,9,21
liputama,,,,35,6,5,24
lükkama,üles,,,35,12,19,4
nägema,kõrvalt,,,35,2,0,33
näitlema,,,,35,6,3,26
nülgima,,,,35,6,7,22
otsima,juurde,,,35,4,4,27
parafeerima,,,,35,1,30,4
parendama,,,,35,1,1,33
peatuma,,,,35,7,15,13
pistma,nahka,,,35,10,9,16
pobisema,,,,35,4,8,23
puhuma,välja,,,35,7,11,17
saama,ringi,,,35,6,17,12
sehkendama,,,,35,8,13,14
signeerima,,,,35,10,13,12
sittama,,,,35,13,8,14
sugenema,,,,35,5,5,25
sõudma,,,,35,5,16,14
süvenema,,,,35,0,8,27
tabama,kokku,,,35,6,5,24
tappima,ära,,,35,10,19,6
tassima,kokku,,,35,6,5,24
teipima,kinni,,,35,9,22,4
tirima,kaasa,,,35,8,11,16
tõmbama,puruks,,,35,6,24,5
tülitsema,,,,35,9,16,10
uhtma,,,,35,7,10,18
uputama,ära,,,35,9,15,11
vaatama,valmis,,,35,10,12,13
vajutama,sisse,,,35,8,23,4
vedama,kaasas,,,35,3,6,26
vohama,,,,35,9,12,14
väntsutama,,,,35,4,2,29
aimama,järele,,,34,0,2,32
analüüsima,läbi,,,34,16,14,4
andma,läbi,,,34,1,24,9
eestindama,,,,34,6,13,15
harutama,,,,34,1,9,24
instrueerima,,,,34,1,0,33
kimama,,,,34,6,10,18
kolmekordistama,,,,34,1,9,24
korraldama,ära,,,34,9,21,4
kraapima,maha,,,34,5,15,14
käendama,,,,34,5,4,25
laskma,edasi,,,34,7,7,20
liialdama,,,,34,7,5,22
läigatama,,,,34,2,10,22
lõõmama,,,,34,6,14,14
löpetama,,,,34,5,22,7
müüma,alla,,,34,1,11,22
nihutama,edasi,,,34,3,13,18
nirisema,,,,34,3,9,22
nägema,ees,,,34,2,1,31
nälgima,,,,34,13,5,16
olima,,,,34,22,3,9
paukuma,,,,34,15,9,10
poetama,maha,,,34,10,11,13
pärinema,,,,34,2,6,26
põetama,,,,34,1,3,30
pöörama,peale,,,34,10,15,9
rakenduma,,,,34,4,15,15
redigeerima,,,,34,1,6,27
saama,ümber,,,34,18,6,10
seedima,ära,,,34,7,15,12
seiklema,,,,34,9,11,14
sobitama,kokku,,,34,6,4,24
solkima,ära,,,34,11,17,6
suhtlema,,,,34,3,6,25
sulatama,kokku,,,34,9,9,16
sulatama,üles,,,34,11,15,8
suvatsema,,,,34,5,9,20
taasavama,,,,34,7,21,6
tassima,kaasa,,,34,3,9,22
triumfeerima,,,,34,13,15,6
tugevnema,,,,34,6,13,15
tõlgitsema,,,,34,2,5,27
tõmbama,eemale,,,34,10,11,13
uitama,,,,34,6,8,20
vabanema,,,,34,0,9,25
vajuma,sisse,,,34,7,12,15
veerima,,,,34,1,2,31
vilgutama,,,,34,2,2,30
aksepteerima,,,,33,1,3,29
alustama,välja,,,33,1,12,20
annulleerima,,,,33,9,12,12
aurama,,,,33,8,8,17
ehitama,täis,,,33,4,12,17
hoidma,eemal,,,33,19,3,11
hüpnotiseerima,,,,33,5,11,17
imema,sisse,,,33,4,11,18
jätma,peale,,,33,10,12,11
kanduma,edasi,,,33,2,12,19
kiiluma,kinni,,,33,13,13,7
kinnituma,,,,33,3,11,19
kirjutama,üle,,,33,11,11,11
koloniseerima,,,,33,6,9,18
konutama,,,,33,8,14,11
koolutama,,,,33,10,5,18
kustutama,maha,,,33,11,11,11
käima,ära,,,33,14,7,12
käppima,,,,33,4,1,28
laduma,ette,,,33,16,6,11
linastuma,,,,33,6,13,14
lõugama,,,,33,16,7,10
meelitama,juurde,,,33,0,2,31
meilima,,,,33,17,6,10
minema,edasi,,,33,9,6,18
muduma,,,,33,19,6,8
mulisema,,,,33,10,8,15
muutma,tagasi,,,33,11,16,6
närima,läbi,,,33,12,15,6
nööpima,lahti,,,33,9,16,8
orjastama,,,,33,5,11,17
paikama,,,,33,5,5,23
pakendama,,,,33,5,7,21
pudistama,,,,33,8,10,15
raseerima,,,,33,2,5,26
relvastama,,,,33,5,8,20
saama,kohale,,,33,7,17,9
sopsama,,,,33,8,14,11
sumbuma,,,,33,7,8,18
tammuma,,,,33,7,8,18
teietama,,,,33,7,1,25
tooma,kõrvale,,,33,4,22,7
tõukama,ära,,,33,7,13,13
töötlema,ümber,,,33,7,9,17
vastama,ära,,,33,12,16,5
veenma,ümber,,,33,10,6,17
vehkima,sisse,,,33,7,11,15
viilima,,,,33,9,10,14
viima,juurde,,,33,6,12,15
võõrutama,,,,33,9,8,16
ärritama,üles,,,33,16,11,6
ületähtsustama,,,,33,0,2,31
arvama,kokku,,,32,10,4,18
augustama,,,,32,9,6,17
degusteerima,,,,32,0,1,31
destabiliseerima,,,,32,5,5,22
diskuteerima,,,,32,5,16,11
eemalduma,,,,32,6,4,22
ehitama,kokku,,,32,3,7,22
eksisteerima,,,,32,4,4,24
fabritseerima,,,,32,3,11,18
halastama,,,,32,14,15,3
hammustama,ära,,,32,5,18,9
hoiustama,,,,32,7,6,19
hüplema,,,,32,6,10,16
jaotama,ära,,,32,17,9,6
juhtima,kõrvale,,,32,13,10,9
juurima,välja,,,32,4,17,11
kehutama,,,,32,8,2,22
klaarima,ära,,,32,11,14,7
kulutama,kokku,,,32,5,4,23
kündma,üles,,,32,7,13,12
laadima,täis,,,32,5,6,21
lammutama,ära,,,32,9,19,4
linkima,,,,32,9,10,13
lipsama,sisse,,,32,5,8,19
lonksama,,,,32,0,8,24
läxima,,,,32,16,7,9
lõikama,katki,,,32,11,15,6
modifitseerima,,,,32,2,5,25
näsima,,,,32,0,5,27
okkima,,,,32,17,6,9
peatama,kinni,,,32,7,22,3
puistama,laiali,,,32,7,9,16
põhjama,,,,32,2,6,24
reklaamima,välja,,,32,6,8,18
rulluma,,,,32,16,15,1
rääkima,taga,,,32,6,0,26
sandistama,,,,32,4,8,20
sittuma,täis,,,32,14,10,8
sämplima,,,,32,4,7,21
targutama,,,,32,17,8,7
toituma,,,,32,5,5,22
triivima,,,,32,7,8,17
tõestama,ära,,,32,12,10,10
uimastama,,,,32,8,8,16
valima,ära,,,32,9,17,6
vermima,,,,32,6,13,13
voltima,,,,32,3,7,22
vöttima,,,,32,7,13,12
ahastama,,,,31,12,8,11
avaldama,üle,,,31,5,10,16
elatama,,,,31,6,6,19
heitma,alla,,,31,6,10,15
hyppama,,,,31,13,10,8
hääbuma,,,,31,6,9,16
irnuma,,,,31,18,5,8
kandma,sisse,,,31,14,10,7
kirjutama,läbi,,,31,10,14,7
kulistama,,,,31,3,6,22
külmuma,,,,31,9,5,17
laulma,ette,,,31,9,12,10
looma,ette,,,31,6,21,4
luristama,,,,31,4,3,24
maletama,,,,31,6,13,12
minema,tagasi,,,31,10,11,10
monopoliseerima,,,,31,5,18,8
nõudma,juurde,,,31,2,1,28
odavnema,,,,31,5,13,13
oigama,,,,31,13,8,10
pabistama,,,,31,11,7,13
paigutuma,,,,31,6,9,16
parseldama,,,,31,6,3,22
registreerima,ära,,,31,10,15,6
remontima,ära,,,31,9,19,3
siduma,lahti,,,31,12,12,7
sisaldama,peale,,,31,6,4,21
sorima,,,,31,7,6,18
streikima,,,,31,4,15,12
sundima,tagant,,,31,2,0,29
sörkima,,,,31,5,13,13
tallama,ära,,,31,13,9,9
tõmbama,ümber,,,31,6,17,8
vaatama,ette,,,31,15,8,8
vedama,ringi,,,31,1,3,27
võtma,edasi,,,31,4,14,13
aitama,üle,,,30,9,10,11
apelleerima,,,,30,3,16,11
esitama,koos,,,30,10,12,8
järgnema,,,,30,2,9,19
jätma,kokku,,,30,9,8,13
jätma,üles,,,30,7,13,10
jääma,vahele,,,30,4,11,15
kappama,,,,30,8,9,13
kargama,,,,30,4,7,19
keerama,lukku,,,30,9,16,5
kerima,lahti,,,30,4,19,7
klikkama,,,,30,13,5,12
kopitama,,,,30,5,14,11
kõpitsema,,,,30,4,3,23
lansseerima,,,,30,4,15,11
laskma,käibele,,,30,7,13,10
laskma,ringi,,,30,14,7,9
liuglema,,,,30,5,14,11
lubama,sisse,,,30,5,4,21
lõikama,sisse,,,30,14,9,7
mehitama,,,,30,3,13,14
mineerima,,,,30,9,6,15
murdma,välja,,,30,6,13,11
määrima,peale,,,30,2,5,23
müristama,,,,30,8,11,11
nummerdama,,,,30,15,2,13
närima,ära,,,30,12,12,6
pommitama,puruks,,,30,6,19,5
protsessima,,,,30,14,6,10
pumpama,täis,,,30,7,3,20
pärnuma,,,,30,17,6,7
päästma,valla,,,30,11,12,7
pöörama,ringi,,,30,7,19,4
reprodutseerima,,,,30,1,4,25
saalima,,,,30,4,8,18
soovima,juurde,,,30,3,1,26
sorteerima,välja,,,30,21,2,7
sättima,ette,,,30,8,12,10
sõitma,vastu,,,30,5,7,18
tarvitama,ära,,,30,6,12,12
teadma,vaja,,,30,4,0,26
tegema,kõrvale,,,30,8,10,12
tellima,kohale,,,30,14,11,5
toksama,,,,30,1,9,20
trimmima,,,,30,2,2,26
tundma,ette,,,30,2,5,23
tõmbama,alt,,,30,3,3,24
tõmbama,kõrvale,,,30,9,12,9
uhtuma,välja,,,30,6,7,17
ukerdama,,,,30,8,12,10
vaikima,,,,30,6,13,11
vajutama,alla,,,30,7,13,10
viskama,kõrvale,,,30,13,15,2
vormistama,ära,,,30,7,20,3
vuhisema,,,,30,6,7,17
väljastama,kokku,,,30,3,6,21
võitma,vastu,,,30,3,21,6
ärima,,,,30,9,4,17
õhutama,tagant,,,30,2,2,26
ühendama,ära,,,30,10,16,4
aeguma,,,,29,6,9,14
afišeerima,,,,29,2,1,26
aimama,ära,,,29,3,22,4
aimduma,,,,29,0,4,25
aplodeerima,,,,29,12,8,9
asetama,tagasi,,,29,7,16,6
ehituma,,,,29,25,1,3
hoolitsema,,,,29,1,13,15
hulkuma,,,,29,6,6,17
imetama,,,,29,4,1,24
jaotama,laiali,,,29,11,9,9
juurdlema,,,,29,7,15,7
jääma,ilma,,,29,2,12,15
kaduma,ära,,,29,9,9,11
kangutama,välja,,,29,6,9,14
keskendama,,,,29,8,15,6
kirjutama,edasi,,,29,6,4,19
komberdama,,,,29,5,14,10
kompileerima,,,,29,11,8,10
koormama,üle,,,29,12,4,13
korkima,lahti,,,29,7,18,4
kortsutama,,,,29,1,7,21
kubisema,,,,29,5,11,13
kutsuma,sisse,,,29,10,12,7
kuulama,edasi,,,29,4,5,20
käärima,,,,29,7,6,16
looma,vastu,,,29,9,7,13
lubama,ette,,,29,8,8,13
lähenema,,,,29,2,5,22
