Collection,Experiment,Model,Source,Split,LAS
est_ud,gm_experiment_6,udpipe,train,1,86.03%
est_ud,gm_experiment_6,udpipe,test,1,78.70%
est_ud,gm_experiment_6,udpipe,train,2,86.26%
est_ud,gm_experiment_6,udpipe,test,2,78.54%
est_ud,gm_experiment_6,udpipe,train,3,86.01%
est_ud,gm_experiment_6,udpipe,test,3,77.87%
est_ud,gm_experiment_6,udpipe,train,4,86.55%
est_ud,gm_experiment_6,udpipe,test,4,78.49%
est_ud,gm_experiment_6,udpipe,train,5,86.09%
est_ud,gm_experiment_6,udpipe,test,5,78.61%
est_ud,gm_experiment_6,udpipe,train,6,85.83%
est_ud,gm_experiment_6,udpipe,test,6,78.11%
est_ud,gm_experiment_6,udpipe,train,7,85.45%
est_ud,gm_experiment_6,udpipe,test,7,78.04%
est_ud,gm_experiment_6,udpipe,train,8,86.29%
est_ud,gm_experiment_6,udpipe,test,8,78.41%
est_ud,gm_experiment_6,udpipe,train,9,85.88%
est_ud,gm_experiment_6,udpipe,test,9,78.13%
edt,gm_experiment_6,malt,train,0,93.20%
edt,gm_experiment_6,malt,test,0,80.20%
edt,gm_experiment_6,malt,train,1,93.10%
edt,gm_experiment_6,malt,test,1,81.60%
edt,gm_experiment_6,malt,train,2,93.20%
edt,gm_experiment_6,malt,test,2,80.40%
edt,gm_experiment_6,malt,train,3,93.20%
edt,gm_experiment_6,malt,test,3,79.40%
edt,gm_experiment_6,malt,train,4,93.30%
edt,gm_experiment_6,malt,test,4,79.50%
edt,gm_experiment_6,malt,train,5,93.20%
edt,gm_experiment_6,malt,test,5,79.80%
edt,gm_experiment_6,malt,train,6,93.30%
edt,gm_experiment_6,malt,test,6,79.20%
edt,gm_experiment_6,malt,train,7,93.20%
edt,gm_experiment_6,malt,test,7,80.40%
edt,gm_experiment_6,malt,train,8,93.30%
edt,gm_experiment_6,malt,test,8,79.70%
edt,gm_experiment_6,malt,train,9,93.20%
edt,gm_experiment_6,malt,test,9,80.50%
est_ud,gm_experiment_6,malt,train,0,93.60%
est_ud,gm_experiment_6,malt,test,0,77.30%
est_ud,gm_experiment_6,malt,train,1,93.60%
est_ud,gm_experiment_6,malt,test,1,77.80%
est_ud,gm_experiment_6,malt,train,2,93.60%
est_ud,gm_experiment_6,malt,test,2,76.70%
est_ud,gm_experiment_6,malt,train,3,93.60%
est_ud,gm_experiment_6,malt,test,3,77.00%
est_ud,gm_experiment_6,malt,train,4,93.70%
est_ud,gm_experiment_6,malt,test,4,77.10%
est_ud,gm_experiment_6,malt,train,5,93.70%
est_ud,gm_experiment_6,malt,test,5,77.10%
est_ud,gm_experiment_6,malt,train,6,93.70%
est_ud,gm_experiment_6,malt,test,6,77.10%
est_ud,gm_experiment_6,malt,train,7,93.60%
est_ud,gm_experiment_6,malt,test,7,77.20%
est_ud,gm_experiment_6,malt,train,8,93.60%
est_ud,gm_experiment_6,malt,test,8,77.20%
est_ud,gm_experiment_6,malt,train,9,93.70%
est_ud,gm_experiment_6,malt,test,9,77.40%
edt,am_experiment_6,udpipe,train,0,87.79%
edt,am_experiment_6,udpipe,test,0,79.31%
edt,am_experiment_6,udpipe,train,1,87.66%
edt,am_experiment_6,udpipe,test,1,79.97%
edt,am_experiment_6,udpipe,train,2,87.20%
edt,am_experiment_6,udpipe,test,2,80.43%
edt,am_experiment_6,udpipe,train,3,87.03%
edt,am_experiment_6,udpipe,test,3,80.34%
edt,am_experiment_6,udpipe,train,4,87.53%
edt,am_experiment_6,udpipe,test,4,78.65%
edt,am_experiment_6,udpipe,train,5,87.36%
edt,am_experiment_6,udpipe,test,5,79.86%
edt,am_experiment_6,udpipe,train,6,87.67%
edt,am_experiment_6,udpipe,test,6,79.49%
edt,am_experiment_6,udpipe,train,7,87.19%
edt,am_experiment_6,udpipe,test,7,78.30%
edt,am_experiment_6,udpipe,train,8,87.65%
edt,am_experiment_6,udpipe,test,8,79.39%
edt,am_experiment_6,udpipe,train,9,87.64%
edt,am_experiment_6,udpipe,test,9,78.69%
est_ud,am_experiment_6,udpipe,train,0,84.97%
est_ud,am_experiment_6,udpipe,test,0,77.67%
est_ud,am_experiment_6,udpipe,train,1,84.47%
est_ud,am_experiment_6,udpipe,test,1,76.62%
est_ud,am_experiment_6,udpipe,train,2,84.69%
est_ud,am_experiment_6,udpipe,test,2,76.79%
est_ud,am_experiment_6,udpipe,train,3,84.73%
est_ud,am_experiment_6,udpipe,test,3,77.62%
est_ud,am_experiment_6,udpipe,train,4,84.88%
est_ud,am_experiment_6,udpipe,test,4,77.54%
est_ud,am_experiment_6,udpipe,train,5,85.45%
est_ud,am_experiment_6,udpipe,test,5,77.37%
est_ud,am_experiment_6,udpipe,train,6,84.81%
est_ud,am_experiment_6,udpipe,test,6,77.29%
est_ud,am_experiment_6,udpipe,train,7,84.56%
est_ud,am_experiment_6,udpipe,test,7,77.44%
est_ud,am_experiment_6,udpipe,train,8,84.81%
est_ud,am_experiment_6,udpipe,test,8,76.78%
est_ud,am_experiment_6,udpipe,train,9,84.69%
est_ud,am_experiment_6,udpipe,test,9,77.17%
edt,am_experiment_6,malt,train,0,93.30%
edt,am_experiment_6,malt,test,0,79.50%
edt,am_experiment_6,malt,train,1,93.20%
edt,am_experiment_6,malt,test,1,80.40%
edt,am_experiment_6,malt,train,2,93.20%
edt,am_experiment_6,malt,test,2,81.00%
edt,am_experiment_6,malt,train,3,93.20%
edt,am_experiment_6,malt,test,3,80.80%
edt,am_experiment_6,malt,train,4,93.20%
edt,am_experiment_6,malt,test,4,79.10%
edt,am_experiment_6,malt,train,5,93.20%
edt,am_experiment_6,malt,test,5,80.30%
edt,am_experiment_6,malt,train,6,93.20%
edt,am_experiment_6,malt,test,6,79.80%
edt,am_experiment_6,malt,train,7,93.30%
edt,am_experiment_6,malt,test,7,79.60%
edt,am_experiment_6,malt,train,8,93.20%
edt,am_experiment_6,malt,test,8,79.40%
edt,am_experiment_6,malt,train,9,93.30%
edt,am_experiment_6,malt,test,9,79.10%
est_ud,am_experiment_6,malt,train,0,93.50%
est_ud,am_experiment_6,malt,test,0,76.90%
est_ud,am_experiment_6,malt,train,1,93.50%
est_ud,am_experiment_6,malt,test,1,76.40%
est_ud,am_experiment_6,malt,train,2,93.50%
est_ud,am_experiment_6,malt,test,2,75.80%
est_ud,am_experiment_6,malt,train,3,93.40%
est_ud,am_experiment_6,malt,test,3,76.40%
est_ud,am_experiment_6,malt,train,4,93.50%
est_ud,am_experiment_6,malt,test,4,76.60%
est_ud,am_experiment_6,malt,train,5,93.50%
est_ud,am_experiment_6,malt,test,5,75.70%
est_ud,am_experiment_6,malt,train,6,93.40%
est_ud,am_experiment_6,malt,test,6,76.60%
est_ud,am_experiment_6,malt,train,7,93.50%
est_ud,am_experiment_6,malt,test,7,76.70%
est_ud,am_experiment_6,malt,train,8,93.40%
est_ud,am_experiment_6,malt,test,8,76.30%
est_ud,am_experiment_6,malt,train,9,93.40%
est_ud,am_experiment_6,malt,test,9,75.60%
edt,gm_experiment_6_2,udpipe,train,0,87.34%
edt,gm_experiment_6_2,udpipe,test,0,78.88%
edt,gm_experiment_6_2,udpipe,train,1,85.92%
edt,gm_experiment_6_2,udpipe,test,1,77.27%
edt,gm_experiment_6_2,udpipe,train,2,87.23%
edt,gm_experiment_6_2,udpipe,test,2,77.64%
edt,gm_experiment_6_2,udpipe,train,3,86.87%
edt,gm_experiment_6_2,udpipe,test,3,80.51%
edt,gm_experiment_6_2,udpipe,train,4,86.76%
edt,gm_experiment_6_2,udpipe,test,4,79.13%
edt,gm_experiment_6_2,udpipe,train,5,87.29%
edt,gm_experiment_6_2,udpipe,test,5,78.48%
edt,gm_experiment_6_2,udpipe,train,6,86.27%
edt,gm_experiment_6_2,udpipe,test,6,79.17%
edt,gm_experiment_6_2,udpipe,train,7,87.29%
edt,gm_experiment_6_2,udpipe,test,7,78.68%
edt,gm_experiment_6_2,udpipe,train,8,87.32%
edt,gm_experiment_6_2,udpipe,test,8,79.71%
edt,gm_experiment_6_2,udpipe,train,9,87.10%
edt,gm_experiment_6_2,udpipe,test,9,79.52%
est_ud,gm_experiment_6_2,udpipe,train,0,86.00%
est_ud,gm_experiment_6_2,udpipe,test,0,78.79%
est_ud,gm_experiment_6_2,udpipe,train,1,86.27%
est_ud,gm_experiment_6_2,udpipe,test,1,78.86%
est_ud,gm_experiment_6_2,udpipe,train,2,86.09%
est_ud,gm_experiment_6_2,udpipe,test,2,78.67%
est_ud,gm_experiment_6_2,udpipe,train,3,86.20%
est_ud,gm_experiment_6_2,udpipe,test,3,78.17%
est_ud,gm_experiment_6_2,udpipe,train,4,86.69%
est_ud,gm_experiment_6_2,udpipe,test,4,78.62%
est_ud,gm_experiment_6_2,udpipe,train,5,86.27%
est_ud,gm_experiment_6_2,udpipe,test,5,78.23%
est_ud,gm_experiment_6_2,udpipe,train,6,86.06%
est_ud,gm_experiment_6_2,udpipe,test,6,78.24%
est_ud,gm_experiment_6_2,udpipe,train,7,85.46%
est_ud,gm_experiment_6_2,udpipe,test,7,77.55%
est_ud,gm_experiment_6_2,udpipe,train,8,85.87%
est_ud,gm_experiment_6_2,udpipe,test,8,78.31%
est_ud,gm_experiment_6_2,udpipe,train,9,85.85%
est_ud,gm_experiment_6_2,udpipe,test,9,78.39%
edt,gm_experiment_6_2,malt,train,0,93.20%
edt,gm_experiment_6_2,malt,test,0,79.90%
edt,gm_experiment_6_2,malt,train,1,93.30%
edt,gm_experiment_6_2,malt,test,1,78.80%
edt,gm_experiment_6_2,malt,train,2,93.30%
edt,gm_experiment_6_2,malt,test,2,78.70%
edt,gm_experiment_6_2,malt,train,3,93.10%
edt,gm_experiment_6_2,malt,test,3,81.80%
edt,gm_experiment_6_2,malt,train,4,93.20%
edt,gm_experiment_6_2,malt,test,4,80.10%
edt,gm_experiment_6_2,malt,train,5,93.20%
edt,gm_experiment_6_2,malt,test,5,79.80%
edt,gm_experiment_6_2,malt,train,6,93.20%
edt,gm_experiment_6_2,malt,test,6,80.70%
edt,gm_experiment_6_2,malt,train,7,93.20%
edt,gm_experiment_6_2,malt,test,7,79.90%
edt,gm_experiment_6_2,malt,train,8,93.20%
edt,gm_experiment_6_2,malt,test,8,80.00%
edt,gm_experiment_6_2,malt,train,9,93.20%
edt,gm_experiment_6_2,malt,test,9,80.70%
est_ud,gm_experiment_6_2,malt,train,0,93.60%
est_ud,gm_experiment_6_2,malt,test,0,77.60%
est_ud,gm_experiment_6_2,malt,train,1,93.60%
est_ud,gm_experiment_6_2,malt,test,1,77.20%
est_ud,gm_experiment_6_2,malt,train,2,93.70%
est_ud,gm_experiment_6_2,malt,test,2,77.00%
est_ud,gm_experiment_6_2,malt,train,3,93.70%
est_ud,gm_experiment_6_2,malt,test,3,77.40%
est_ud,gm_experiment_6_2,malt,train,4,93.70%
est_ud,gm_experiment_6_2,malt,test,4,77.30%
est_ud,gm_experiment_6_2,malt,train,5,93.70%
est_ud,gm_experiment_6_2,malt,test,5,77.70%
est_ud,gm_experiment_6_2,malt,train,6,93.70%
est_ud,gm_experiment_6_2,malt,test,6,77.50%
est_ud,gm_experiment_6_2,malt,train,7,93.60%
est_ud,gm_experiment_6_2,malt,test,7,77.10%
est_ud,gm_experiment_6_2,malt,train,8,93.60%
est_ud,gm_experiment_6_2,malt,test,8,76.80%
est_ud,gm_experiment_6_2,malt,train,9,93.60%
est_ud,gm_experiment_6_2,malt,test,9,77.10%
edt,am_experiment_6_2,udpipe,train,0,87.93%
edt,am_experiment_6_2,udpipe,test,0,79.69%
edt,am_experiment_6_2,udpipe,train,1,87.28%
edt,am_experiment_6_2,udpipe,test,1,79.42%
edt,am_experiment_6_2,udpipe,train,2,87.40%
edt,am_experiment_6_2,udpipe,test,2,79.81%
edt,am_experiment_6_2,udpipe,train,3,87.24%
edt,am_experiment_6_2,udpipe,test,3,79.98%
edt,am_experiment_6_2,udpipe,train,4,87.45%
edt,am_experiment_6_2,udpipe,test,4,79.57%
edt,am_experiment_6_2,udpipe,train,5,87.33%
edt,am_experiment_6_2,udpipe,test,5,80.01%
edt,am_experiment_6_2,udpipe,train,6,87.49%
edt,am_experiment_6_2,udpipe,test,6,78.55%
edt,am_experiment_6_2,udpipe,train,7,87.76%
edt,am_experiment_6_2,udpipe,test,7,78.45%
edt,am_experiment_6_2,udpipe,train,8,87.46%
edt,am_experiment_6_2,udpipe,test,8,79.05%
edt,am_experiment_6_2,udpipe,train,9,86.94%
edt,am_experiment_6_2,udpipe,test,9,78.91%
est_ud,am_experiment_6_2,udpipe,train,0,88.27%
est_ud,am_experiment_6_2,udpipe,test,0,81.45%
est_ud,am_experiment_6_2,udpipe,train,1,88.82%
est_ud,am_experiment_6_2,udpipe,test,1,82.20%
est_ud,am_experiment_6_2,udpipe,train,2,88.65%
est_ud,am_experiment_6_2,udpipe,test,2,81.66%
est_ud,am_experiment_6_2,udpipe,train,3,88.70%
est_ud,am_experiment_6_2,udpipe,test,3,81.85%
est_ud,am_experiment_6_2,udpipe,train,4,88.52%
est_ud,am_experiment_6_2,udpipe,test,4,81.73%
est_ud,am_experiment_6_2,udpipe,train,5,88.59%
est_ud,am_experiment_6_2,udpipe,test,5,81.34%
est_ud,am_experiment_6_2,udpipe,train,6,88.71%
est_ud,am_experiment_6_2,udpipe,test,6,82.48%
est_ud,am_experiment_6_2,udpipe,train,7,88.86%
est_ud,am_experiment_6_2,udpipe,test,7,82.38%
est_ud,am_experiment_6_2,udpipe,train,8,88.29%
est_ud,am_experiment_6_2,udpipe,test,8,81.61%
est_ud,am_experiment_6_2,udpipe,train,9,88.94%
est_ud,am_experiment_6_2,udpipe,test,9,81.95%
edt,am_experiment_6_2,malt,train,0,93.20%
edt,am_experiment_6_2,malt,test,0,80.10%
edt,am_experiment_6_2,malt,train,1,93.20%
edt,am_experiment_6_2,malt,test,1,79.60%
edt,am_experiment_6_2,malt,train,2,93.20%
edt,am_experiment_6_2,malt,test,2,80.00%
edt,am_experiment_6_2,malt,train,3,93.20%
edt,am_experiment_6_2,malt,test,3,80.60%
edt,am_experiment_6_2,malt,train,4,93.20%
edt,am_experiment_6_2,malt,test,4,79.90%
edt,am_experiment_6_2,malt,train,5,93.20%
edt,am_experiment_6_2,malt,test,5,80.20%
edt,am_experiment_6_2,malt,train,6,93.30%
edt,am_experiment_6_2,malt,test,6,79.70%
edt,am_experiment_6_2,malt,train,7,93.20%
edt,am_experiment_6_2,malt,test,7,78.80%
edt,am_experiment_6_2,malt,train,8,93.20%
edt,am_experiment_6_2,malt,test,8,79.60%
edt,am_experiment_6_2,malt,train,9,93.20%
edt,am_experiment_6_2,malt,test,9,80.00%
est_ud,am_experiment_6_2,malt,train,0,93.50%
est_ud,am_experiment_6_2,malt,test,0,80.00%
est_ud,am_experiment_6_2,malt,train,1,93.50%
est_ud,am_experiment_6_2,malt,test,1,80.70%
est_ud,am_experiment_6_2,malt,train,2,93.50%
est_ud,am_experiment_6_2,malt,test,2,80.20%
est_ud,am_experiment_6_2,malt,train,3,93.60%
est_ud,am_experiment_6_2,malt,test,3,80.10%
est_ud,am_experiment_6_2,malt,train,4,93.50%
est_ud,am_experiment_6_2,malt,test,4,80.10%
est_ud,am_experiment_6_2,malt,train,5,93.60%
est_ud,am_experiment_6_2,malt,test,5,80.00%
est_ud,am_experiment_6_2,malt,train,6,93.60%
est_ud,am_experiment_6_2,malt,test,6,80.20%
est_ud,am_experiment_6_2,malt,train,7,93.50%
est_ud,am_experiment_6_2,malt,test,7,79.90%
est_ud,am_experiment_6_2,malt,train,8,93.50%
est_ud,am_experiment_6_2,malt,test,8,80.30%
est_ud,am_experiment_6_2,malt,train,9,93.50%
est_ud,am_experiment_6_2,malt,test,9,80.20%
edt,gm_experiment_7,udpipe,train,0,88.87%
edt,gm_experiment_7,udpipe,test,0,82.10%
edt,gm_experiment_7,udpipe,train,1,88.55%
edt,gm_experiment_7,udpipe,test,1,80.72%
edt,gm_experiment_7,udpipe,train,2,89.15%
edt,gm_experiment_7,udpipe,test,2,82.15%
edt,gm_experiment_7,udpipe,train,3,88.81%
edt,gm_experiment_7,udpipe,test,3,81.80%
edt,gm_experiment_7,udpipe,train,4,89.02%
edt,gm_experiment_7,udpipe,test,4,83.08%
edt,gm_experiment_7,udpipe,train,5,88.54%
edt,gm_experiment_7,udpipe,test,5,80.33%
edt,gm_experiment_7,udpipe,train,6,88.25%
edt,gm_experiment_7,udpipe,test,6,82.23%
edt,gm_experiment_7,udpipe,train,7,88.93%
edt,gm_experiment_7,udpipe,test,7,82.88%
edt,gm_experiment_7,udpipe,train,8,89.35%
edt,gm_experiment_7,udpipe,test,8,81.46%
edt,gm_experiment_7,udpipe,train,9,88.63%
edt,gm_experiment_7,udpipe,test,9,83.09%
est_ud,gm_experiment_7,udpipe,train,0,87.89%
est_ud,gm_experiment_7,udpipe,test,0,81.45%
est_ud,gm_experiment_7,udpipe,train,1,87.71%
est_ud,gm_experiment_7,udpipe,test,1,81.66%
est_ud,gm_experiment_7,udpipe,train,2,87.93%
est_ud,gm_experiment_7,udpipe,test,2,81.42%
est_ud,gm_experiment_7,udpipe,train,3,87.65%
est_ud,gm_experiment_7,udpipe,test,3,80.46%
est_ud,gm_experiment_7,udpipe,train,4,87.59%
est_ud,gm_experiment_7,udpipe,test,4,80.49%
est_ud,gm_experiment_7,udpipe,train,5,88.51%
est_ud,gm_experiment_7,udpipe,test,5,81.68%
est_ud,gm_experiment_7,udpipe,train,6,88.04%
est_ud,gm_experiment_7,udpipe,test,6,81.04%
est_ud,gm_experiment_7,udpipe,train,7,88.46%
est_ud,gm_experiment_7,udpipe,test,7,81.58%
est_ud,gm_experiment_7,udpipe,train,8,88.15%
est_ud,gm_experiment_7,udpipe,test,8,81.35%
est_ud,gm_experiment_7,udpipe,train,9,88.71%
est_ud,gm_experiment_7,udpipe,test,9,80.86%
edt,gm_experiment_7,malt,train,0,93.20%
edt,gm_experiment_7,malt,test,0,83.20%
edt,gm_experiment_7,malt,train,1,93.40%
edt,gm_experiment_7,malt,test,1,82.30%
edt,gm_experiment_7,malt,train,2,93.40%
edt,gm_experiment_7,malt,test,2,83.00%
edt,gm_experiment_7,malt,train,3,93.30%
edt,gm_experiment_7,malt,test,3,83.00%
edt,gm_experiment_7,malt,train,4,93.30%
edt,gm_experiment_7,malt,test,4,84.00%
edt,gm_experiment_7,malt,train,5,93.40%
edt,gm_experiment_7,malt,test,5,81.70%
edt,gm_experiment_7,malt,train,6,93.30%
edt,gm_experiment_7,malt,test,6,83.40%
edt,gm_experiment_7,malt,train,7,93.20%
edt,gm_experiment_7,malt,test,7,84.00%
edt,gm_experiment_7,malt,train,8,93.40%
edt,gm_experiment_7,malt,test,8,82.50%
edt,gm_experiment_7,malt,train,9,93.30%
edt,gm_experiment_7,malt,test,9,83.60%
est_ud,gm_experiment_7,malt,train,0,93.30%
est_ud,gm_experiment_7,malt,test,0,79.40%
est_ud,gm_experiment_7,malt,train,1,93.40%
est_ud,gm_experiment_7,malt,test,1,79.70%
est_ud,gm_experiment_7,malt,train,2,93.40%
est_ud,gm_experiment_7,malt,test,2,79.70%
est_ud,gm_experiment_7,malt,train,3,93.30%
est_ud,gm_experiment_7,malt,test,3,79.00%
est_ud,gm_experiment_7,malt,train,4,93.30%
est_ud,gm_experiment_7,malt,test,4,79.00%
est_ud,gm_experiment_7,malt,train,5,93.40%
est_ud,gm_experiment_7,malt,test,5,79.50%
est_ud,gm_experiment_7,malt,train,6,93.30%
est_ud,gm_experiment_7,malt,test,6,79.20%
est_ud,gm_experiment_7,malt,train,7,93.30%
est_ud,gm_experiment_7,malt,test,7,79.50%
est_ud,gm_experiment_7,malt,train,8,93.30%
est_ud,gm_experiment_7,malt,test,8,79.10%
est_ud,gm_experiment_7,malt,train,9,93.40%
est_ud,gm_experiment_7,malt,test,9,78.70%
edt,am_experiment_7,udpipe,train,0,89.08%
edt,am_experiment_7,udpipe,test,0,82.49%
edt,am_experiment_7,udpipe,train,1,88.94%
edt,am_experiment_7,udpipe,test,1,82.47%
edt,am_experiment_7,udpipe,train,2,89.41%
edt,am_experiment_7,udpipe,test,2,82.54%
edt,am_experiment_7,udpipe,train,3,89.32%
edt,am_experiment_7,udpipe,test,3,82.59%
edt,am_experiment_7,udpipe,train,4,89.43%
edt,am_experiment_7,udpipe,test,4,82.96%
edt,am_experiment_7,udpipe,train,5,89.01%
edt,am_experiment_7,udpipe,test,5,82.94%
edt,am_experiment_7,udpipe,train,6,89.54%
edt,am_experiment_7,udpipe,test,6,82.03%
edt,am_experiment_7,udpipe,train,7,89.62%
edt,am_experiment_7,udpipe,test,7,82.67%
edt,am_experiment_7,udpipe,train,8,89.69%
edt,am_experiment_7,udpipe,test,8,81.46%
edt,am_experiment_7,udpipe,train,9,88.64%
edt,am_experiment_7,udpipe,test,9,81.36%
est_ud,am_experiment_7,udpipe,train,0,86.91%
est_ud,am_experiment_7,udpipe,test,0,80.44%
est_ud,am_experiment_7,udpipe,train,1,87.22%
est_ud,am_experiment_7,udpipe,test,1,80.28%
est_ud,am_experiment_7,udpipe,train,2,87.10%
est_ud,am_experiment_7,udpipe,test,2,80.26%
est_ud,am_experiment_7,udpipe,train,3,87.18%
est_ud,am_experiment_7,udpipe,test,3,79.61%
est_ud,am_experiment_7,udpipe,train,4,87.05%
est_ud,am_experiment_7,udpipe,test,4,79.74%
est_ud,am_experiment_7,udpipe,train,5,86.82%
est_ud,am_experiment_7,udpipe,test,5,79.49%
est_ud,am_experiment_7,udpipe,train,6,86.62%
est_ud,am_experiment_7,udpipe,test,6,79.40%
est_ud,am_experiment_7,udpipe,train,7,87.11%
est_ud,am_experiment_7,udpipe,test,7,79.58%
est_ud,am_experiment_7,udpipe,train,8,86.85%
est_ud,am_experiment_7,udpipe,test,8,79.49%
est_ud,am_experiment_7,udpipe,train,9,87.34%
est_ud,am_experiment_7,udpipe,test,9,80.03%
edt,am_experiment_7,malt,train,0,93.20%
edt,am_experiment_7,malt,test,0,82.90%
edt,am_experiment_7,malt,train,1,93.30%
edt,am_experiment_7,malt,test,1,82.80%
edt,am_experiment_7,malt,train,2,93.20%
edt,am_experiment_7,malt,test,2,83.10%
edt,am_experiment_7,malt,train,3,93.20%
edt,am_experiment_7,malt,test,3,82.90%
edt,am_experiment_7,malt,train,4,93.20%
edt,am_experiment_7,malt,test,4,82.90%
edt,am_experiment_7,malt,train,5,93.20%
edt,am_experiment_7,malt,test,5,83.30%
edt,am_experiment_7,malt,train,6,93.20%
edt,am_experiment_7,malt,test,6,82.60%
edt,am_experiment_7,malt,train,7,93.20%
edt,am_experiment_7,malt,test,7,82.70%
edt,am_experiment_7,malt,train,8,93.30%
edt,am_experiment_7,malt,test,8,81.90%
edt,am_experiment_7,malt,train,9,93.20%
edt,am_experiment_7,malt,test,9,82.50%
est_ud,am_experiment_7,malt,train,0,93.50%
est_ud,am_experiment_7,malt,test,0,79.10%
est_ud,am_experiment_7,malt,train,1,93.50%
est_ud,am_experiment_7,malt,test,1,78.90%
est_ud,am_experiment_7,malt,train,2,93.50%
est_ud,am_experiment_7,malt,test,2,78.60%
est_ud,am_experiment_7,malt,train,3,93.50%
est_ud,am_experiment_7,malt,test,3,78.70%
est_ud,am_experiment_7,malt,train,4,93.50%
est_ud,am_experiment_7,malt,test,4,78.80%
est_ud,am_experiment_7,malt,train,5,93.50%
est_ud,am_experiment_7,malt,test,5,78.90%
est_ud,am_experiment_7,malt,train,6,93.50%
est_ud,am_experiment_7,malt,test,6,78.10%
est_ud,am_experiment_7,malt,train,7,93.50%
est_ud,am_experiment_7,malt,test,7,78.90%
est_ud,am_experiment_7,malt,train,8,93.50%
est_ud,am_experiment_7,malt,test,8,78.60%
est_ud,am_experiment_7,malt,train,9,93.50%
est_ud,am_experiment_7,malt,test,9,78.90%
edt,gm_experiment_8,udpipe,train,0,90.60%
edt,gm_experiment_8,udpipe,test,0,84.56%
edt,gm_experiment_8,udpipe,train,1,90.58%
edt,gm_experiment_8,udpipe,test,1,84.48%
edt,gm_experiment_8,udpipe,train,2,90.56%
edt,gm_experiment_8,udpipe,test,2,83.99%
edt,gm_experiment_8,udpipe,train,3,90.79%
edt,gm_experiment_8,udpipe,test,3,85.45%
edt,gm_experiment_8,udpipe,train,4,91.00%
edt,gm_experiment_8,udpipe,test,4,84.77%
edt,gm_experiment_8,udpipe,train,5,90.42%
edt,gm_experiment_8,udpipe,test,5,83.80%
edt,gm_experiment_8,udpipe,train,6,91.22%
edt,gm_experiment_8,udpipe,test,6,84.10%
edt,gm_experiment_8,udpipe,train,7,90.89%
edt,gm_experiment_8,udpipe,test,7,85.83%
edt,gm_experiment_8,udpipe,train,8,90.81%
edt,gm_experiment_8,udpipe,test,8,86.50%
edt,gm_experiment_8,udpipe,train,9,90.91%
edt,gm_experiment_8,udpipe,test,9,84.37%
est_ud,gm_experiment_8,udpipe,train,0,90.19%
est_ud,gm_experiment_8,udpipe,test,0,83.75%
est_ud,gm_experiment_8,udpipe,train,1,89.65%
est_ud,gm_experiment_8,udpipe,test,1,83.31%
est_ud,gm_experiment_8,udpipe,train,2,89.75%
est_ud,gm_experiment_8,udpipe,test,2,83.50%
est_ud,gm_experiment_8,udpipe,train,3,89.86%
est_ud,gm_experiment_8,udpipe,test,3,83.82%
est_ud,gm_experiment_8,udpipe,train,4,90.05%
est_ud,gm_experiment_8,udpipe,test,4,83.42%
est_ud,gm_experiment_8,udpipe,train,5,89.95%
est_ud,gm_experiment_8,udpipe,test,5,83.23%
est_ud,gm_experiment_8,udpipe,train,6,89.81%
est_ud,gm_experiment_8,udpipe,test,6,83.73%
est_ud,gm_experiment_8,udpipe,train,7,90.13%
est_ud,gm_experiment_8,udpipe,test,7,83.78%
est_ud,gm_experiment_8,udpipe,train,8,90.17%
est_ud,gm_experiment_8,udpipe,test,8,84.17%
est_ud,gm_experiment_8,udpipe,train,9,89.87%
est_ud,gm_experiment_8,udpipe,test,9,83.45%
edt,gm_experiment_8,malt,train,0,95.20%
edt,gm_experiment_8,malt,test,0,85.10%
edt,gm_experiment_8,malt,train,1,95.10%
edt,gm_experiment_8,malt,test,1,84.90%
edt,gm_experiment_8,malt,train,2,95.10%
edt,gm_experiment_8,malt,test,2,85.00%
edt,gm_experiment_8,malt,train,3,95.00%
edt,gm_experiment_8,malt,test,3,85.70%
edt,gm_experiment_8,malt,train,4,95.10%
edt,gm_experiment_8,malt,test,4,84.80%
edt,gm_experiment_8,malt,train,5,95.10%
edt,gm_experiment_8,malt,test,5,84.10%
edt,gm_experiment_8,malt,train,6,95.10%
edt,gm_experiment_8,malt,test,6,84.40%
edt,gm_experiment_8,malt,train,7,95.10%
edt,gm_experiment_8,malt,test,7,86.00%
edt,gm_experiment_8,malt,train,8,95.00%
edt,gm_experiment_8,malt,test,8,86.70%
edt,gm_experiment_8,malt,train,9,95.10%
edt,gm_experiment_8,malt,test,9,84.80%
est_ud,gm_experiment_8,malt,train,0,93.50%
est_ud,gm_experiment_8,malt,test,0,80.90%
est_ud,gm_experiment_8,malt,train,1,93.50%
est_ud,gm_experiment_8,malt,test,1,80.90%
est_ud,gm_experiment_8,malt,train,2,93.40%
est_ud,gm_experiment_8,malt,test,2,81.20%
est_ud,gm_experiment_8,malt,train,3,93.50%
est_ud,gm_experiment_8,malt,test,3,81.30%
est_ud,gm_experiment_8,malt,train,4,93.50%
est_ud,gm_experiment_8,malt,test,4,81.40%
est_ud,gm_experiment_8,malt,train,5,93.50%
est_ud,gm_experiment_8,malt,test,5,81.00%
est_ud,gm_experiment_8,malt,train,6,93.40%
est_ud,gm_experiment_8,malt,test,6,81.20%
est_ud,gm_experiment_8,malt,train,7,93.50%
est_ud,gm_experiment_8,malt,test,7,80.90%
