Collection,Experiment,Model,Source,Split,LAS
est_ud,gm_experiment_3_2,malt,test,7,81.70%
est_ud,gm_experiment_3_2,malt,train,8,93.80%
est_ud,gm_experiment_3_2,malt,test,8,81.60%
est_ud,gm_experiment_3_2,malt,train,9,93.70%
est_ud,gm_experiment_3_2,malt,test,9,81.50%
edt,am_experiment_3_2,udpipe,train,0,90.60%
edt,am_experiment_3_2,udpipe,test,0,83.88%
edt,am_experiment_3_2,udpipe,train,1,90.80%
edt,am_experiment_3_2,udpipe,test,1,83.41%
edt,am_experiment_3_2,udpipe,train,2,90.61%
edt,am_experiment_3_2,udpipe,test,2,84.37%
edt,am_experiment_3_2,udpipe,train,3,90.43%
edt,am_experiment_3_2,udpipe,test,3,84.15%
edt,am_experiment_3_2,udpipe,train,4,89.77%
edt,am_experiment_3_2,udpipe,test,4,84.04%
edt,am_experiment_3_2,udpipe,train,5,90.69%
edt,am_experiment_3_2,udpipe,test,5,83.67%
edt,am_experiment_3_2,udpipe,train,6,90.67%
edt,am_experiment_3_2,udpipe,test,6,84.18%
edt,am_experiment_3_2,udpipe,train,7,90.69%
edt,am_experiment_3_2,udpipe,test,7,84.95%
edt,am_experiment_3_2,udpipe,train,8,90.49%
edt,am_experiment_3_2,udpipe,test,8,83.92%
edt,am_experiment_3_2,udpipe,train,9,90.44%
edt,am_experiment_3_2,udpipe,test,9,84.63%
est_ud,am_experiment_3_2,udpipe,train,0,88.72%
est_ud,am_experiment_3_2,udpipe,test,0,82.33%
est_ud,am_experiment_3_2,udpipe,train,1,88.67%
est_ud,am_experiment_3_2,udpipe,test,1,81.49%
est_ud,am_experiment_3_2,udpipe,train,2,88.55%
est_ud,am_experiment_3_2,udpipe,test,2,81.78%
est_ud,am_experiment_3_2,udpipe,train,3,88.18%
est_ud,am_experiment_3_2,udpipe,test,3,81.71%
est_ud,am_experiment_3_2,udpipe,train,4,87.61%
est_ud,am_experiment_3_2,udpipe,test,4,80.88%
est_ud,am_experiment_3_2,udpipe,train,5,88.35%
est_ud,am_experiment_3_2,udpipe,test,5,81.50%
est_ud,am_experiment_3_2,udpipe,train,6,88.93%
est_ud,am_experiment_3_2,udpipe,test,6,81.94%
est_ud,am_experiment_3_2,udpipe,train,7,87.92%
est_ud,am_experiment_3_2,udpipe,test,7,81.50%
est_ud,am_experiment_3_2,udpipe,train,8,88.97%
est_ud,am_experiment_3_2,udpipe,test,8,81.88%
est_ud,am_experiment_3_2,udpipe,train,9,88.66%
est_ud,am_experiment_3_2,udpipe,test,9,81.75%
edt,am_experiment_3_2,malt,train,0,92.60%
edt,am_experiment_3_2,malt,test,0,84.20%
edt,am_experiment_3_2,malt,train,1,92.60%
edt,am_experiment_3_2,malt,test,1,83.50%
edt,am_experiment_3_2,malt,train,2,92.60%
edt,am_experiment_3_2,malt,test,2,84.50%
edt,am_experiment_3_2,malt,train,3,92.60%
edt,am_experiment_3_2,malt,test,3,84.00%
edt,am_experiment_3_2,malt,train,4,92.60%
edt,am_experiment_3_2,malt,test,4,83.80%
edt,am_experiment_3_2,malt,train,5,92.60%
edt,am_experiment_3_2,malt,test,5,83.40%
edt,am_experiment_3_2,malt,train,6,92.60%
edt,am_experiment_3_2,malt,test,6,84.10%
edt,am_experiment_3_2,malt,train,7,92.50%
edt,am_experiment_3_2,malt,test,7,84.30%
edt,am_experiment_3_2,malt,train,8,92.50%
edt,am_experiment_3_2,malt,test,8,84.00%
edt,am_experiment_3_2,malt,train,9,92.50%
edt,am_experiment_3_2,malt,test,9,84.90%
est_ud,am_experiment_3_2,malt,train,0,92.50%
est_ud,am_experiment_3_2,malt,test,0,79.90%
est_ud,am_experiment_3_2,malt,train,1,92.50%
est_ud,am_experiment_3_2,malt,test,1,79.60%
est_ud,am_experiment_3_2,malt,train,2,92.50%
est_ud,am_experiment_3_2,malt,test,2,80.00%
est_ud,am_experiment_3_2,malt,train,3,92.50%
est_ud,am_experiment_3_2,malt,test,3,80.00%
est_ud,am_experiment_3_2,malt,train,4,92.40%
est_ud,am_experiment_3_2,malt,test,4,79.70%
est_ud,am_experiment_3_2,malt,train,5,92.60%
est_ud,am_experiment_3_2,malt,test,5,79.90%
est_ud,am_experiment_3_2,malt,train,6,92.50%
est_ud,am_experiment_3_2,malt,test,6,79.80%
est_ud,am_experiment_3_2,malt,train,7,92.50%
est_ud,am_experiment_3_2,malt,test,7,79.70%
est_ud,am_experiment_3_2,malt,train,8,92.50%
est_ud,am_experiment_3_2,malt,test,8,79.30%
est_ud,am_experiment_3_2,malt,train,9,92.50%
est_ud,am_experiment_3_2,malt,test,9,79.50%
edt,gm_experiment_4,udpipe,train,0,90.72%
edt,gm_experiment_4,udpipe,test,0,84.74%
edt,gm_experiment_4,udpipe,train,1,90.95%
edt,gm_experiment_4,udpipe,test,1,84.49%
edt,gm_experiment_4,udpipe,train,2,90.71%
edt,gm_experiment_4,udpipe,test,2,84.49%
edt,gm_experiment_4,udpipe,train,3,90.84%
edt,gm_experiment_4,udpipe,test,3,85.47%
edt,gm_experiment_4,udpipe,train,4,90.85%
edt,gm_experiment_4,udpipe,test,4,83.72%
edt,gm_experiment_4,udpipe,train,5,91.25%
edt,gm_experiment_4,udpipe,test,5,84.61%
edt,gm_experiment_4,udpipe,train,6,91.04%
edt,gm_experiment_4,udpipe,test,6,84.80%
edt,gm_experiment_4,udpipe,train,7,90.71%
edt,gm_experiment_4,udpipe,test,7,85.72%
edt,gm_experiment_4,udpipe,train,8,91.08%
edt,gm_experiment_4,udpipe,test,8,84.70%
edt,gm_experiment_4,udpipe,train,9,90.98%
edt,gm_experiment_4,udpipe,test,9,84.48%
est_ud,gm_experiment_4,udpipe,train,0,90.15%
est_ud,gm_experiment_4,udpipe,test,0,83.68%
est_ud,gm_experiment_4,udpipe,train,1,90.68%
est_ud,gm_experiment_4,udpipe,test,1,84.06%
est_ud,gm_experiment_4,udpipe,train,2,90.58%
est_ud,gm_experiment_4,udpipe,test,2,84.01%
est_ud,gm_experiment_4,udpipe,train,3,90.55%
est_ud,gm_experiment_4,udpipe,test,3,84.60%
est_ud,gm_experiment_4,udpipe,train,4,89.25%
est_ud,gm_experiment_4,udpipe,test,4,82.91%
est_ud,gm_experiment_4,udpipe,train,5,90.43%
est_ud,gm_experiment_4,udpipe,test,5,83.82%
est_ud,gm_experiment_4,udpipe,train,6,90.03%
est_ud,gm_experiment_4,udpipe,test,6,83.96%
est_ud,gm_experiment_4,udpipe,train,7,90.80%
est_ud,gm_experiment_4,udpipe,test,7,84.39%
est_ud,gm_experiment_4,udpipe,train,8,90.74%
est_ud,gm_experiment_4,udpipe,test,8,84.45%
est_ud,gm_experiment_4,udpipe,train,9,90.40%
est_ud,gm_experiment_4,udpipe,test,9,84.08%
edt,gm_experiment_4,malt,train,0,93.70%
edt,gm_experiment_4,malt,test,0,84.80%
edt,gm_experiment_4,malt,train,1,93.60%
edt,gm_experiment_4,malt,test,1,84.40%
edt,gm_experiment_4,malt,train,2,93.70%
edt,gm_experiment_4,malt,test,2,85.10%
edt,gm_experiment_4,malt,train,3,93.60%
edt,gm_experiment_4,malt,test,3,85.90%
edt,gm_experiment_4,malt,train,4,93.80%
edt,gm_experiment_4,malt,test,4,83.90%
edt,gm_experiment_4,malt,train,5,93.70%
edt,gm_experiment_4,malt,test,5,84.70%
edt,gm_experiment_4,malt,train,6,93.60%
edt,gm_experiment_4,malt,test,6,85.20%
edt,gm_experiment_4,malt,train,7,93.50%
edt,gm_experiment_4,malt,test,7,85.70%
edt,gm_experiment_4,malt,train,8,93.60%
edt,gm_experiment_4,malt,test,8,85.20%
edt,gm_experiment_4,malt,train,9,93.60%
edt,gm_experiment_4,malt,test,9,84.90%
est_ud,gm_experiment_4,malt,train,0,95.20%
est_ud,gm_experiment_4,malt,test,0,81.40%
est_ud,gm_experiment_4,malt,train,1,95.20%
est_ud,gm_experiment_4,malt,test,1,81.40%
est_ud,gm_experiment_4,malt,train,2,95.10%
est_ud,gm_experiment_4,malt,test,2,81.10%
est_ud,gm_experiment_4,malt,train,3,95.20%
est_ud,gm_experiment_4,malt,test,3,81.90%
est_ud,gm_experiment_4,malt,train,4,95.20%
est_ud,gm_experiment_4,malt,test,4,81.00%
est_ud,gm_experiment_4,malt,train,5,95.20%
est_ud,gm_experiment_4,malt,test,5,81.20%
est_ud,gm_experiment_4,malt,train,6,95.10%
est_ud,gm_experiment_4,malt,test,6,81.90%
est_ud,gm_experiment_4,malt,train,7,95.20%
est_ud,gm_experiment_4,malt,test,7,81.60%
est_ud,gm_experiment_4,malt,train,8,95.20%
est_ud,gm_experiment_4,malt,test,8,81.70%
est_ud,gm_experiment_4,malt,train,9,95.20%
est_ud,gm_experiment_4,malt,test,9,81.70%
est_ud,am_experiment_4,udpipe,train,0,88.11%
est_ud,am_experiment_4,udpipe,test,0,81.58%
est_ud,am_experiment_4,udpipe,train,1,88.47%
est_ud,am_experiment_4,udpipe,test,1,82.19%
est_ud,am_experiment_4,udpipe,train,2,88.65%
est_ud,am_experiment_4,udpipe,test,2,82.37%
est_ud,am_experiment_4,udpipe,train,3,88.00%
est_ud,am_experiment_4,udpipe,test,3,81.27%
est_ud,am_experiment_4,udpipe,train,4,88.47%
est_ud,am_experiment_4,udpipe,test,4,82.05%
est_ud,am_experiment_4,udpipe,train,5,89.03%
est_ud,am_experiment_4,udpipe,test,5,81.35%
est_ud,am_experiment_4,udpipe,train,6,88.49%
est_ud,am_experiment_4,udpipe,test,6,81.97%
est_ud,am_experiment_4,udpipe,train,7,88.01%
est_ud,am_experiment_4,udpipe,test,7,81.61%
est_ud,am_experiment_4,udpipe,train,8,88.83%
est_ud,am_experiment_4,udpipe,test,8,82.40%
est_ud,am_experiment_4,udpipe,train,9,88.29%
est_ud,am_experiment_4,udpipe,test,9,81.64%
edt,gm_experiment_4_2,udpipe,train,0,90.82%
edt,gm_experiment_4_2,udpipe,test,0,84.25%
edt,gm_experiment_4_2,udpipe,train,1,90.84%
edt,gm_experiment_4_2,udpipe,test,1,84.88%
edt,gm_experiment_4_2,udpipe,train,2,91.22%
edt,gm_experiment_4_2,udpipe,test,2,84.84%
edt,gm_experiment_4_2,udpipe,train,3,90.71%
edt,gm_experiment_4_2,udpipe,test,3,84.47%
edt,gm_experiment_4_2,udpipe,train,4,90.99%
edt,gm_experiment_4_2,udpipe,test,4,85.59%
edt,gm_experiment_4_2,udpipe,train,5,91.08%
edt,gm_experiment_4_2,udpipe,test,5,85.87%
edt,gm_experiment_4_2,udpipe,train,6,90.79%
edt,gm_experiment_4_2,udpipe,test,6,84.56%
edt,gm_experiment_4_2,udpipe,train,7,91.19%
edt,gm_experiment_4_2,udpipe,test,7,84.21%
edt,gm_experiment_4_2,udpipe,train,8,91.38%
edt,gm_experiment_4_2,udpipe,test,8,84.37%
edt,gm_experiment_4_2,udpipe,train,9,91.18%
edt,gm_experiment_4_2,udpipe,test,9,85.65%
est_ud,gm_experiment_4_2,udpipe,train,0,90.28%
est_ud,gm_experiment_4_2,udpipe,test,0,84.00%
est_ud,gm_experiment_4_2,udpipe,train,1,89.88%
est_ud,gm_experiment_4_2,udpipe,test,1,83.49%
est_ud,gm_experiment_4_2,udpipe,train,2,90.59%
est_ud,gm_experiment_4_2,udpipe,test,2,84.04%
est_ud,gm_experiment_4_2,udpipe,train,3,90.09%
est_ud,gm_experiment_4_2,udpipe,test,3,83.81%
est_ud,gm_experiment_4_2,udpipe,train,4,90.49%
est_ud,gm_experiment_4_2,udpipe,test,4,83.91%
est_ud,gm_experiment_4_2,udpipe,train,5,90.52%
est_ud,gm_experiment_4_2,udpipe,test,5,84.18%
est_ud,gm_experiment_4_2,udpipe,train,6,90.78%
est_ud,gm_experiment_4_2,udpipe,test,6,84.23%
est_ud,gm_experiment_4_2,udpipe,train,7,90.60%
est_ud,gm_experiment_4_2,udpipe,test,7,84.42%
est_ud,gm_experiment_4_2,udpipe,train,8,90.69%
est_ud,gm_experiment_4_2,udpipe,test,8,84.21%
est_ud,gm_experiment_4_2,udpipe,train,9,90.77%
est_ud,gm_experiment_4_2,udpipe,test,9,84.26%
edt,gm_experiment_4_2,malt,train,0,93.70%
edt,gm_experiment_4_2,malt,test,0,84.80%
edt,gm_experiment_4_2,malt,train,1,93.60%
edt,gm_experiment_4_2,malt,test,1,85.20%
edt,gm_experiment_4_2,malt,train,2,93.70%
edt,gm_experiment_4_2,malt,test,2,84.60%
edt,gm_experiment_4_2,malt,train,3,93.70%
edt,gm_experiment_4_2,malt,test,3,84.80%
edt,gm_experiment_4_2,malt,train,4,93.70%
edt,gm_experiment_4_2,malt,test,4,85.30%
edt,gm_experiment_4_2,malt,train,5,93.60%
edt,gm_experiment_4_2,malt,test,5,85.90%
edt,gm_experiment_4_2,malt,train,6,93.70%
edt,gm_experiment_4_2,malt,test,6,85.00%
edt,gm_experiment_4_2,malt,train,7,93.70%
edt,gm_experiment_4_2,malt,test,7,84.80%
edt,gm_experiment_4_2,malt,train,8,93.60%
edt,gm_experiment_4_2,malt,test,8,84.30%
edt,gm_experiment_4_2,malt,train,9,93.60%
edt,gm_experiment_4_2,malt,test,9,85.80%
est_ud,gm_experiment_4_2,malt,train,0,95.20%
est_ud,gm_experiment_4_2,malt,test,0,81.20%
est_ud,gm_experiment_4_2,malt,train,1,95.20%
est_ud,gm_experiment_4_2,malt,test,1,81.20%
est_ud,gm_experiment_4_2,malt,train,2,95.20%
est_ud,gm_experiment_4_2,malt,test,2,81.00%
est_ud,gm_experiment_4_2,malt,train,3,95.10%
est_ud,gm_experiment_4_2,malt,test,3,81.70%
est_ud,gm_experiment_4_2,malt,train,4,95.20%
est_ud,gm_experiment_4_2,malt,test,4,81.20%
est_ud,gm_experiment_4_2,malt,train,5,95.20%
est_ud,gm_experiment_4_2,malt,test,5,81.80%
est_ud,gm_experiment_4_2,malt,train,6,95.20%
est_ud,gm_experiment_4_2,malt,test,6,81.70%
est_ud,gm_experiment_4_2,malt,train,7,95.20%
est_ud,gm_experiment_4_2,malt,test,7,81.50%
est_ud,gm_experiment_4_2,malt,train,8,95.10%
est_ud,gm_experiment_4_2,malt,test,8,81.90%
est_ud,gm_experiment_4_2,malt,train,9,95.20%
est_ud,gm_experiment_4_2,malt,test,9,81.10%
edt,am_experiment_4_2,udpipe,train,0,90.36%
edt,am_experiment_4_2,udpipe,test,0,83.82%
edt,am_experiment_4_2,udpipe,train,1,90.34%
edt,am_experiment_4_2,udpipe,test,1,83.83%
edt,am_experiment_4_2,udpipe,train,2,90.67%
edt,am_experiment_4_2,udpipe,test,2,84.82%
edt,am_experiment_4_2,udpipe,train,3,90.60%
edt,am_experiment_4_2,udpipe,test,3,84.13%
edt,am_experiment_4_2,udpipe,train,4,90.30%
edt,am_experiment_4_2,udpipe,test,4,84.07%
edt,am_experiment_4_2,udpipe,train,5,89.81%
edt,am_experiment_4_2,udpipe,test,5,84.37%
edt,am_experiment_4_2,udpipe,train,6,90.61%
edt,am_experiment_4_2,udpipe,test,6,84.78%
edt,am_experiment_4_2,udpipe,train,7,90.48%
edt,am_experiment_4_2,udpipe,test,7,83.33%
edt,am_experiment_4_2,udpipe,train,8,90.27%
edt,am_experiment_4_2,udpipe,test,8,84.27%
edt,am_experiment_4_2,udpipe,train,9,90.73%
edt,am_experiment_4_2,udpipe,test,9,83.92%
est_ud,am_experiment_4_2,udpipe,train,0,88.41%
est_ud,am_experiment_4_2,udpipe,test,0,81.50%
est_ud,am_experiment_4_2,udpipe,train,1,88.15%
est_ud,am_experiment_4_2,udpipe,test,1,80.90%
est_ud,am_experiment_4_2,udpipe,train,2,88.87%
est_ud,am_experiment_4_2,udpipe,test,2,82.51%
est_ud,am_experiment_4_2,udpipe,train,3,88.28%
est_ud,am_experiment_4_2,udpipe,test,3,81.01%
est_ud,am_experiment_4_2,udpipe,train,4,88.14%
est_ud,am_experiment_4_2,udpipe,test,4,81.62%
est_ud,am_experiment_4_2,udpipe,train,5,88.66%
est_ud,am_experiment_4_2,udpipe,test,5,81.54%
est_ud,am_experiment_4_2,udpipe,train,6,88.40%
est_ud,am_experiment_4_2,udpipe,test,6,81.15%
est_ud,am_experiment_4_2,udpipe,train,7,88.61%
est_ud,am_experiment_4_2,udpipe,test,7,81.91%
est_ud,am_experiment_4_2,udpipe,train,8,88.89%
est_ud,am_experiment_4_2,udpipe,test,8,82.33%
est_ud,am_experiment_4_2,udpipe,train,9,88.44%
est_ud,am_experiment_4_2,udpipe,test,9,81.48%
edt,am_experiment_4_2,malt,train,0,93.30%
edt,am_experiment_4_2,malt,test,0,83.70%
edt,am_experiment_4_2,malt,train,1,93.30%
edt,am_experiment_4_2,malt,test,1,83.50%
edt,am_experiment_4_2,malt,train,2,93.30%
edt,am_experiment_4_2,malt,test,2,84.60%
edt,am_experiment_4_2,malt,train,3,93.30%
edt,am_experiment_4_2,malt,test,3,83.50%
edt,am_experiment_4_2,malt,train,4,93.30%
edt,am_experiment_4_2,malt,test,4,83.90%
edt,am_experiment_4_2,malt,train,5,93.30%
edt,am_experiment_4_2,malt,test,5,85.00%
edt,am_experiment_4_2,malt,train,6,93.30%
edt,am_experiment_4_2,malt,test,6,84.70%
edt,am_experiment_4_2,malt,train,7,93.30%
edt,am_experiment_4_2,malt,test,7,83.20%
edt,am_experiment_4_2,malt,train,8,93.30%
edt,am_experiment_4_2,malt,test,8,83.90%
edt,am_experiment_4_2,malt,train,9,93.40%
edt,am_experiment_4_2,malt,test,9,83.30%
est_ud,am_experiment_4_2,malt,train,0,93.60%
est_ud,am_experiment_4_2,malt,test,0,79.90%
est_ud,am_experiment_4_2,malt,train,1,93.70%
est_ud,am_experiment_4_2,malt,test,1,79.70%
est_ud,am_experiment_4_2,malt,train,2,93.60%
est_ud,am_experiment_4_2,malt,test,2,79.90%
est_ud,am_experiment_4_2,malt,train,3,93.60%
est_ud,am_experiment_4_2,malt,test,3,79.50%
est_ud,am_experiment_4_2,malt,train,4,93.60%
est_ud,am_experiment_4_2,malt,test,4,80.00%
est_ud,am_experiment_4_2,malt,train,5,93.60%
est_ud,am_experiment_4_2,malt,test,5,80.20%
est_ud,am_experiment_4_2,malt,train,6,93.60%
est_ud,am_experiment_4_2,malt,test,6,79.70%
est_ud,am_experiment_4_2,malt,train,7,93.60%
est_ud,am_experiment_4_2,malt,test,7,80.20%
est_ud,am_experiment_4_2,malt,train,8,93.60%
est_ud,am_experiment_4_2,malt,test,8,80.30%
est_ud,am_experiment_4_2,malt,train,9,93.60%
est_ud,am_experiment_4_2,malt,test,9,80.10%
edt,gm_experiment_5,udpipe,train,0,91.25%
edt,gm_experiment_5,udpipe,test,0,84.60%
edt,gm_experiment_5,udpipe,train,1,90.46%
edt,gm_experiment_5,udpipe,test,1,84.94%
edt,gm_experiment_5,udpipe,train,2,91.50%
edt,gm_experiment_5,udpipe,test,2,84.02%
edt,gm_experiment_5,udpipe,train,3,90.89%
edt,gm_experiment_5,udpipe,test,3,84.76%
edt,gm_experiment_5,udpipe,train,4,90.95%
edt,gm_experiment_5,udpipe,test,4,85.98%
edt,gm_experiment_5,udpipe,train,5,91.03%
edt,gm_experiment_5,udpipe,test,5,84.95%
edt,gm_experiment_5,udpipe,train,6,90.93%
edt,gm_experiment_5,udpipe,test,6,85.00%
edt,gm_experiment_5,udpipe,train,7,91.21%
edt,gm_experiment_5,udpipe,test,7,85.47%
edt,gm_experiment_5,udpipe,train,8,91.47%
edt,gm_experiment_5,udpipe,test,8,83.76%
edt,gm_experiment_5,udpipe,train,9,91.28%
edt,gm_experiment_5,udpipe,test,9,85.13%
est_ud,gm_experiment_5,udpipe,train,0,90.59%
est_ud,gm_experiment_5,udpipe,test,0,84.32%
est_ud,gm_experiment_5,udpipe,train,1,90.26%
est_ud,gm_experiment_5,udpipe,test,1,83.93%
est_ud,gm_experiment_5,udpipe,train,2,90.59%
est_ud,gm_experiment_5,udpipe,test,2,84.30%
est_ud,gm_experiment_5,udpipe,train,3,90.23%
est_ud,gm_experiment_5,udpipe,test,3,83.92%
est_ud,gm_experiment_5,udpipe,train,4,89.98%
est_ud,gm_experiment_5,udpipe,test,4,83.24%
est_ud,gm_experiment_5,udpipe,train,5,90.55%
est_ud,gm_experiment_5,udpipe,test,5,84.05%
est_ud,gm_experiment_5,udpipe,train,6,90.71%
est_ud,gm_experiment_5,udpipe,test,6,84.10%
est_ud,gm_experiment_5,udpipe,train,7,90.05%
est_ud,gm_experiment_5,udpipe,test,7,83.95%
est_ud,gm_experiment_5,udpipe,train,8,90.49%
est_ud,gm_experiment_5,udpipe,test,8,84.07%
est_ud,gm_experiment_5,udpipe,train,9,90.31%
est_ud,gm_experiment_5,udpipe,test,9,84.26%
edt,gm_experiment_5,malt,train,0,93.10%
edt,gm_experiment_5,malt,test,0,85.10%
edt,gm_experiment_5,malt,train,1,93.00%
edt,gm_experiment_5,malt,test,1,85.40%
edt,gm_experiment_5,malt,train,2,93.20%
edt,gm_experiment_5,malt,test,2,84.20%
edt,gm_experiment_5,malt,train,3,93.10%
edt,gm_experiment_5,malt,test,3,85.40%
edt,gm_experiment_5,malt,train,4,93.00%
edt,gm_experiment_5,malt,test,4,86.40%
edt,gm_experiment_5,malt,train,5,93.10%
edt,gm_experiment_5,malt,test,5,85.10%
edt,gm_experiment_5,malt,train,6,93.00%
edt,gm_experiment_5,malt,test,6,85.70%
edt,gm_experiment_5,malt,train,7,93.00%
edt,gm_experiment_5,malt,test,7,86.00%
edt,gm_experiment_5,malt,train,8,93.20%
edt,gm_experiment_5,malt,test,8,84.20%
edt,gm_experiment_5,malt,train,9,93.00%
edt,gm_experiment_5,malt,test,9,85.70%
est_ud,gm_experiment_5,malt,train,0,92.80%
est_ud,gm_experiment_5,malt,test,0,81.60%
est_ud,gm_experiment_5,malt,train,1,92.90%
est_ud,gm_experiment_5,malt,test,1,81.40%
est_ud,gm_experiment_5,malt,train,2,92.90%
est_ud,gm_experiment_5,malt,test,2,81.50%
est_ud,gm_experiment_5,malt,train,3,92.80%
est_ud,gm_experiment_5,malt,test,3,81.40%
est_ud,gm_experiment_5,malt,train,4,92.90%
est_ud,gm_experiment_5,malt,test,4,80.90%
est_ud,gm_experiment_5,malt,train,5,92.80%
est_ud,gm_experiment_5,malt,test,5,81.70%
est_ud,gm_experiment_5,malt,train,6,92.90%
est_ud,gm_experiment_5,malt,test,6,81.50%
est_ud,gm_experiment_5,malt,train,7,92.90%
est_ud,gm_experiment_5,malt,test,7,81.70%
est_ud,gm_experiment_5,malt,train,8,92.90%
est_ud,gm_experiment_5,malt,test,8,81.20%
est_ud,gm_experiment_5,malt,train,9,92.80%
est_ud,gm_experiment_5,malt,test,9,81.70%
edt,am_experiment_5,udpipe,train,0,90.20%
edt,am_experiment_5,udpipe,test,0,83.43%
edt,am_experiment_5,udpipe,train,1,90.53%
edt,am_experiment_5,udpipe,test,1,83.82%
edt,am_experiment_5,udpipe,train,2,90.37%
edt,am_experiment_5,udpipe,test,2,83.48%
edt,am_experiment_5,udpipe,train,3,90.60%
edt,am_experiment_5,udpipe,test,3,84.77%
edt,am_experiment_5,udpipe,train,4,90.91%
edt,am_experiment_5,udpipe,test,4,84.20%
edt,am_experiment_5,udpipe,train,5,90.01%
edt,am_experiment_5,udpipe,test,5,83.81%
edt,am_experiment_5,udpipe,train,6,90.18%
edt,am_experiment_5,udpipe,test,6,84.77%
edt,am_experiment_5,udpipe,train,7,90.66%
edt,am_experiment_5,udpipe,test,7,83.48%
edt,am_experiment_5,udpipe,train,8,90.65%
edt,am_experiment_5,udpipe,test,8,84.86%
edt,am_experiment_5,udpipe,train,9,90.72%
edt,am_experiment_5,udpipe,test,9,84.39%
est_ud,am_experiment_5,udpipe,train,0,88.67%
est_ud,am_experiment_5,udpipe,test,0,82.14%
est_ud,am_experiment_5,udpipe,train,1,88.39%
est_ud,am_experiment_5,udpipe,test,1,82.08%
est_ud,am_experiment_5,udpipe,train,2,88.24%
est_ud,am_experiment_5,udpipe,test,2,81.47%
est_ud,am_experiment_5,udpipe,train,3,88.75%
est_ud,am_experiment_5,udpipe,test,3,82.19%
est_ud,am_experiment_5,udpipe,train,4,88.97%
est_ud,am_experiment_5,udpipe,test,4,81.81%
est_ud,am_experiment_5,udpipe,train,5,88.86%
est_ud,am_experiment_5,udpipe,test,5,82.06%
est_ud,am_experiment_5,udpipe,train,6,88.42%
est_ud,am_experiment_5,udpipe,test,6,81.21%
est_ud,am_experiment_5,udpipe,train,7,88.76%
est_ud,am_experiment_5,udpipe,test,7,82.15%
est_ud,am_experiment_5,udpipe,train,8,88.57%
est_ud,am_experiment_5,udpipe,test,8,81.22%
est_ud,am_experiment_5,udpipe,train,9,88.83%
est_ud,am_experiment_5,udpipe,test,9,81.82%
edt,am_experiment_5,malt,train,0,92.80%
edt,am_experiment_5,malt,test,0,83.90%
edt,am_experiment_5,malt,train,1,92.70%
edt,am_experiment_5,malt,test,1,83.90%
edt,am_experiment_5,malt,train,2,92.70%
edt,am_experiment_5,malt,test,2,84.10%
edt,am_experiment_5,malt,train,3,92.70%
edt,am_experiment_5,malt,test,3,84.70%
edt,am_experiment_5,malt,train,4,92.70%
edt,am_experiment_5,malt,test,4,84.00%
edt,am_experiment_5,malt,train,5,92.70%
edt,am_experiment_5,malt,test,5,84.20%
edt,am_experiment_5,malt,train,6,92.60%
edt,am_experiment_5,malt,test,6,85.10%
edt,am_experiment_5,malt,train,7,92.70%
edt,am_experiment_5,malt,test,7,83.40%
edt,am_experiment_5,malt,train,8,92.70%
edt,am_experiment_5,malt,test,8,84.60%
edt,am_experiment_5,malt,train,9,92.80%
edt,am_experiment_5,malt,test,9,84.40%
est_ud,am_experiment_5,malt,train,0,94.50%
est_ud,am_experiment_5,malt,test,0,79.90%
est_ud,am_experiment_5,malt,train,1,94.50%
est_ud,am_experiment_5,malt,test,1,80.10%
est_ud,am_experiment_5,malt,train,2,94.50%
est_ud,am_experiment_5,malt,test,2,79.80%
est_ud,am_experiment_5,malt,train,3,94.50%
est_ud,am_experiment_5,malt,test,3,79.70%
est_ud,am_experiment_5,malt,train,4,94.40%
est_ud,am_experiment_5,malt,test,4,79.60%
est_ud,am_experiment_5,malt,train,5,94.50%
est_ud,am_experiment_5,malt,test,5,79.90%
est_ud,am_experiment_5,malt,train,6,94.50%
est_ud,am_experiment_5,malt,test,6,79.40%
est_ud,am_experiment_5,malt,train,7,94.50%
est_ud,am_experiment_5,malt,test,7,79.80%
est_ud,am_experiment_5,malt,train,8,94.50%
est_ud,am_experiment_5,malt,test,8,79.60%
est_ud,am_experiment_5,malt,train,9,94.50%
est_ud,am_experiment_5,malt,test,9,79.50%
edt,gm_experiment_6,udpipe,train,0,87.03%
edt,gm_experiment_6,udpipe,test,0,79.06%
edt,gm_experiment_6,udpipe,train,1,86.95%
edt,gm_experiment_6,udpipe,test,1,81.10%
edt,gm_experiment_6,udpipe,train,2,87.59%
edt,gm_experiment_6,udpipe,test,2,79.96%
edt,gm_experiment_6,udpipe,train,3,87.40%
edt,gm_experiment_6,udpipe,test,3,78.38%
edt,gm_experiment_6,udpipe,train,4,86.60%
edt,gm_experiment_6,udpipe,test,4,78.03%
edt,gm_experiment_6,udpipe,train,5,87.20%
edt,gm_experiment_6,udpipe,test,5,78.49%
edt,gm_experiment_6,udpipe,train,6,87.24%
edt,gm_experiment_6,udpipe,test,6,77.68%
edt,gm_experiment_6,udpipe,train,7,87.29%
edt,gm_experiment_6,udpipe,test,7,79.47%
edt,gm_experiment_6,udpipe,train,8,86.84%
edt,gm_experiment_6,udpipe,test,8,78.87%
edt,gm_experiment_6,udpipe,train,9,87.30%
edt,gm_experiment_6,udpipe,test,9,79.45%
est_ud,gm_experiment_6,udpipe,train,0,86.00%
est_ud,gm_experiment_6,udpipe,test,0,78.49%
