Collection,Experiment,Model,Source,Split,LA,UAS,LAS
est_ud,gm_experiment_7,malt,test,0,-,-,79.40%
est_ud,gm_experiment_7,malt,train,1,-,-,93.40%
est_ud,gm_experiment_7,malt,test,1,-,-,79.70%
est_ud,gm_experiment_7,malt,train,2,-,-,93.40%
est_ud,gm_experiment_7,malt,test,2,-,-,79.70%
est_ud,gm_experiment_7,malt,train,3,-,-,93.30%
est_ud,gm_experiment_7,malt,test,3,-,-,79.00%
est_ud,gm_experiment_7,malt,train,4,-,-,93.30%
est_ud,gm_experiment_7,malt,test,4,-,-,79.00%
est_ud,gm_experiment_7,malt,train,5,-,-,93.40%
est_ud,gm_experiment_7,malt,test,5,-,-,79.50%
est_ud,gm_experiment_7,malt,train,6,-,-,93.30%
est_ud,gm_experiment_7,malt,test,6,-,-,79.20%
est_ud,gm_experiment_7,malt,train,7,-,-,93.30%
est_ud,gm_experiment_7,malt,test,7,-,-,79.50%
est_ud,gm_experiment_7,malt,train,8,-,-,93.30%
est_ud,gm_experiment_7,malt,test,8,-,-,79.10%
est_ud,gm_experiment_7,malt,train,9,-,-,93.40%
est_ud,gm_experiment_7,malt,test,9,-,-,78.70%
est_ud,am_experiment_7,malt,train,0,-,-,93.50%
est_ud,am_experiment_7,malt,test,0,-,-,79.10%
est_ud,am_experiment_7,malt,train,1,-,-,93.50%
est_ud,am_experiment_7,malt,test,1,-,-,78.90%
est_ud,am_experiment_7,malt,train,2,-,-,93.50%
est_ud,am_experiment_7,malt,test,2,-,-,78.60%
est_ud,am_experiment_7,malt,train,3,-,-,93.50%
est_ud,am_experiment_7,malt,test,3,-,-,78.70%
est_ud,am_experiment_7,malt,train,4,-,-,93.50%
est_ud,am_experiment_7,malt,test,4,-,-,78.80%
est_ud,am_experiment_7,malt,train,5,-,-,93.50%
est_ud,am_experiment_7,malt,test,5,-,-,78.90%
est_ud,am_experiment_7,malt,train,6,-,-,93.50%
est_ud,am_experiment_7,malt,test,6,-,-,78.10%
est_ud,am_experiment_7,malt,train,7,-,-,93.50%
est_ud,am_experiment_7,malt,test,7,-,-,78.90%
est_ud,am_experiment_7,malt,train,8,-,-,93.50%
est_ud,am_experiment_7,malt,test,8,-,-,78.60%
est_ud,am_experiment_7,malt,train,9,-,-,93.50%
est_ud,am_experiment_7,malt,test,9,-,-,78.90%
edt,gm_experiment_8,malt,train,0,-,-,95.20%
edt,gm_experiment_8,malt,test,0,-,-,85.10%
edt,gm_experiment_8,malt,train,1,-,-,95.10%
edt,gm_experiment_8,malt,test,1,-,-,84.90%
edt,gm_experiment_8,malt,train,2,-,-,95.10%
edt,gm_experiment_8,malt,test,2,-,-,85.00%
edt,gm_experiment_8,malt,train,3,-,-,95.00%
edt,gm_experiment_8,malt,test,3,-,-,85.70%
edt,gm_experiment_8,malt,train,4,-,-,95.10%
edt,gm_experiment_8,malt,test,4,-,-,84.80%
edt,gm_experiment_8,malt,train,5,-,-,95.10%
edt,gm_experiment_8,malt,test,5,-,-,84.10%
edt,gm_experiment_8,malt,train,6,-,-,95.10%
edt,gm_experiment_8,malt,test,6,-,-,84.40%
edt,gm_experiment_8,malt,train,7,-,-,95.10%
edt,gm_experiment_8,malt,test,7,-,-,86.00%
edt,gm_experiment_8,malt,train,8,-,-,95.00%
edt,gm_experiment_8,malt,test,8,-,-,86.70%
edt,gm_experiment_8,malt,train,9,-,-,95.10%
edt,gm_experiment_8,malt,test,9,-,-,84.80%
est_ud,gm_experiment_8,malt,train,0,-,-,93.50%
est_ud,gm_experiment_8,malt,test,0,-,-,80.90%
est_ud,gm_experiment_8,malt,train,1,-,-,93.50%
est_ud,gm_experiment_8,malt,test,1,-,-,80.90%
est_ud,gm_experiment_8,malt,train,2,-,-,93.40%
est_ud,gm_experiment_8,malt,test,2,-,-,81.20%
est_ud,gm_experiment_8,malt,train,3,-,-,93.50%
est_ud,gm_experiment_8,malt,test,3,-,-,81.30%
est_ud,gm_experiment_8,malt,train,4,-,-,93.50%
est_ud,gm_experiment_8,malt,test,4,-,-,81.40%
est_ud,gm_experiment_8,malt,train,5,-,-,93.50%
est_ud,gm_experiment_8,malt,test,5,-,-,81.00%
est_ud,gm_experiment_8,malt,train,6,-,-,93.40%
est_ud,gm_experiment_8,malt,test,6,-,-,81.20%
est_ud,gm_experiment_8,malt,train,7,-,-,93.50%
est_ud,gm_experiment_8,malt,test,7,-,-,80.90%
est_ud,gm_experiment_8,malt,train,8,-,-,93.50%
est_ud,gm_experiment_8,malt,test,8,-,-,81.70%
est_ud,gm_experiment_8,malt,train,9,-,-,93.50%
est_ud,gm_experiment_8,malt,test,9,-,-,81.30%
est_ud,am_experiment_8,malt,train,0,-,-,93.10%
est_ud,am_experiment_8,malt,test,0,-,-,79.70%
est_ud,am_experiment_8,malt,train,1,-,-,93.10%
est_ud,am_experiment_8,malt,test,1,-,-,79.50%
est_ud,am_experiment_8,malt,train,2,-,-,92.90%
est_ud,am_experiment_8,malt,test,2,-,-,80.00%
est_ud,am_experiment_8,malt,train,3,-,-,93.00%
est_ud,am_experiment_8,malt,test,3,-,-,79.80%
est_ud,am_experiment_8,malt,train,4,-,-,93.00%
est_ud,am_experiment_8,malt,test,4,-,-,79.60%
est_ud,am_experiment_8,malt,train,5,-,-,93.00%
est_ud,am_experiment_8,malt,test,5,-,-,80.10%
est_ud,am_experiment_8,malt,train,6,-,-,93.00%
est_ud,am_experiment_8,malt,test,6,-,-,79.70%
est_ud,am_experiment_8,malt,train,7,-,-,93.00%
est_ud,am_experiment_8,malt,test,7,-,-,79.40%
est_ud,am_experiment_8,malt,train,8,-,-,93.10%
est_ud,am_experiment_8,malt,test,8,-,-,79.70%
est_ud,am_experiment_8,malt,train,9,-,-,93.00%
est_ud,am_experiment_8,malt,test,9,-,-,80.10%
edt,gm_experiment_8_2,malt,train,0,-,-,95.10%
edt,gm_experiment_8_2,malt,test,0,-,-,85.10%
edt,gm_experiment_8_2,malt,train,1,-,-,95.10%
edt,gm_experiment_8_2,malt,test,1,-,-,85.80%
edt,gm_experiment_8_2,malt,train,2,-,-,95.10%
edt,gm_experiment_8_2,malt,test,2,-,-,84.90%
edt,gm_experiment_8_2,malt,train,3,-,-,95.10%
edt,gm_experiment_8_2,malt,test,3,-,-,84.90%
edt,gm_experiment_8_2,malt,train,4,-,-,95.10%
edt,gm_experiment_8_2,malt,test,4,-,-,85.20%
edt,gm_experiment_8_2,malt,train,5,-,-,95.10%
edt,gm_experiment_8_2,malt,test,5,-,-,84.50%
edt,gm_experiment_8_2,malt,train,6,-,-,95.20%
edt,gm_experiment_8_2,malt,test,6,-,-,84.40%
edt,gm_experiment_8_2,malt,train,7,-,-,95.10%
edt,gm_experiment_8_2,malt,test,7,-,-,85.80%
edt,gm_experiment_8_2,malt,train,8,-,-,95.10%
edt,gm_experiment_8_2,malt,test,8,-,-,85.60%
edt,gm_experiment_8_2,malt,train,9,-,-,95.10%
edt,gm_experiment_8_2,malt,test,9,-,-,85.30%
est_ud,gm_experiment_8_2,malt,train,0,-,-,93.50%
est_ud,gm_experiment_8_2,malt,test,0,-,-,81.60%
est_ud,gm_experiment_8_2,malt,train,1,-,-,93.40%
est_ud,gm_experiment_8_2,malt,test,1,-,-,81.70%
est_ud,gm_experiment_8_2,malt,train,2,-,-,93.50%
est_ud,gm_experiment_8_2,malt,test,2,-,-,81.00%
est_ud,gm_experiment_8_2,malt,train,3,-,-,93.50%
est_ud,gm_experiment_8_2,malt,test,3,-,-,80.80%
est_ud,gm_experiment_8_2,malt,train,4,-,-,93.40%
est_ud,gm_experiment_8_2,malt,test,4,-,-,81.10%
est_ud,gm_experiment_8_2,malt,train,5,-,-,93.40%
est_ud,gm_experiment_8_2,malt,test,5,-,-,81.30%
est_ud,gm_experiment_8_2,malt,train,6,-,-,93.40%
est_ud,gm_experiment_8_2,malt,test,6,-,-,81.90%
est_ud,gm_experiment_8_2,malt,train,7,-,-,93.50%
est_ud,gm_experiment_8_2,malt,test,7,-,-,81.00%
est_ud,gm_experiment_8_2,malt,train,8,-,-,93.50%
est_ud,gm_experiment_8_2,malt,test,8,-,-,80.40%
est_ud,gm_experiment_8_2,malt,train,9,-,-,93.50%
est_ud,gm_experiment_8_2,malt,test,9,-,-,81.10%
est_ud,am_experiment_8_2,malt,train,0,-,-,93.10%
est_ud,am_experiment_8_2,malt,test,0,-,-,80.10%
est_ud,am_experiment_8_2,malt,train,1,-,-,93.00%
est_ud,am_experiment_8_2,malt,test,1,-,-,79.30%
est_ud,am_experiment_8_2,malt,train,2,-,-,93.00%
est_ud,am_experiment_8_2,malt,test,2,-,-,79.80%
est_ud,am_experiment_8_2,malt,train,3,-,-,93.00%
est_ud,am_experiment_8_2,malt,test,3,-,-,79.20%
est_ud,am_experiment_8_2,malt,train,4,-,-,93.00%
est_ud,am_experiment_8_2,malt,test,4,-,-,80.60%
est_ud,am_experiment_8_2,malt,train,5,-,-,93.00%
est_ud,am_experiment_8_2,malt,test,5,-,-,79.50%
est_ud,am_experiment_8_2,malt,train,6,-,-,93.00%
est_ud,am_experiment_8_2,malt,test,6,-,-,80.30%
est_ud,am_experiment_8_2,malt,train,7,-,-,93.00%
est_ud,am_experiment_8_2,malt,test,7,-,-,79.40%
est_ud,am_experiment_8_2,malt,train,8,-,-,93.00%
est_ud,am_experiment_8_2,malt,test,8,-,-,79.70%
est_ud,am_experiment_8_2,malt,train,9,-,-,93.10%
est_ud,am_experiment_8_2,malt,test,9,-,-,79.50%
edt,gm_experiment_9,malt,train,0,-,-,95.10%
edt,gm_experiment_9,malt,test,0,-,-,78.20%
edt,gm_experiment_9,malt,train,1,-,-,95.00%
edt,gm_experiment_9,malt,test,1,-,-,79.00%
edt,gm_experiment_9,malt,train,2,-,-,95.00%
edt,gm_experiment_9,malt,test,2,-,-,79.20%
edt,gm_experiment_9,malt,train,3,-,-,95.00%
edt,gm_experiment_9,malt,test,3,-,-,79.00%
edt,gm_experiment_9,malt,train,4,-,-,95.10%
edt,gm_experiment_9,malt,test,4,-,-,78.20%
edt,gm_experiment_9,malt,train,5,-,-,95.00%
edt,gm_experiment_9,malt,test,5,-,-,78.60%
edt,gm_experiment_9,malt,train,6,-,-,95.10%
edt,gm_experiment_9,malt,test,6,-,-,78.80%
edt,gm_experiment_9,malt,train,7,-,-,95.10%
edt,gm_experiment_9,malt,test,7,-,-,78.50%
edt,gm_experiment_9,malt,train,8,-,-,95.10%
edt,gm_experiment_9,malt,test,8,-,-,78.10%
edt,gm_experiment_9,malt,train,9,-,-,95.00%
edt,gm_experiment_9,malt,test,9,-,-,80.20%
est_ud,gm_experiment_9,malt,train,0,-,-,90.90%
est_ud,gm_experiment_9,malt,test,0,-,-,70.90%
est_ud,gm_experiment_9,malt,train,1,-,-,90.80%
est_ud,gm_experiment_9,malt,test,1,-,-,71.90%
est_ud,gm_experiment_9,malt,train,2,-,-,90.80%
est_ud,gm_experiment_9,malt,test,2,-,-,70.30%
est_ud,gm_experiment_9,malt,train,3,-,-,90.80%
est_ud,gm_experiment_9,malt,test,3,-,-,71.00%
est_ud,gm_experiment_9,malt,train,4,-,-,90.90%
est_ud,gm_experiment_9,malt,test,4,-,-,70.80%
est_ud,gm_experiment_9,malt,train,5,-,-,90.90%
est_ud,gm_experiment_9,malt,test,5,-,-,70.80%
est_ud,gm_experiment_9,malt,train,6,-,-,90.90%
est_ud,gm_experiment_9,malt,test,6,-,-,71.20%
est_ud,gm_experiment_9,malt,train,7,-,-,90.80%
est_ud,gm_experiment_9,malt,test,7,-,-,71.00%
est_ud,gm_experiment_9,malt,train,8,-,-,90.90%
est_ud,gm_experiment_9,malt,test,8,-,-,70.70%
est_ud,gm_experiment_9,malt,train,9,-,-,90.90%
est_ud,gm_experiment_9,malt,test,9,-,-,71.30%
est_ud,am_experiment_9,malt,train,0,-,-,90.80%
est_ud,am_experiment_9,malt,test,0,-,-,71.00%
est_ud,am_experiment_9,malt,train,1,-,-,90.90%
est_ud,am_experiment_9,malt,test,1,-,-,71.40%
est_ud,am_experiment_9,malt,train,2,-,-,90.80%
est_ud,am_experiment_9,malt,test,2,-,-,70.70%
est_ud,am_experiment_9,malt,train,3,-,-,90.90%
est_ud,am_experiment_9,malt,test,3,-,-,70.90%
est_ud,am_experiment_9,malt,train,4,-,-,91.00%
est_ud,am_experiment_9,malt,test,4,-,-,70.20%
est_ud,am_experiment_9,malt,train,5,-,-,90.90%
est_ud,am_experiment_9,malt,test,5,-,-,71.20%
est_ud,am_experiment_9,malt,train,6,-,-,90.90%
est_ud,am_experiment_9,malt,test,6,-,-,71.00%
est_ud,am_experiment_9,malt,train,7,-,-,90.90%
est_ud,am_experiment_9,malt,test,7,-,-,70.90%
est_ud,am_experiment_9,malt,train,8,-,-,90.90%
est_ud,am_experiment_9,malt,test,8,-,-,71.00%
est_ud,am_experiment_9,malt,train,9,-,-,90.90%
est_ud,am_experiment_9,malt,test,9,-,-,71.00%
edt,gm_experiment_10,malt,train,0,-,-,90.50%
edt,gm_experiment_10,malt,test,0,-,-,63.50%
edt,gm_experiment_10,malt,train,1,-,-,90.60%
edt,gm_experiment_10,malt,test,1,-,-,63.40%
edt,gm_experiment_10,malt,train,2,-,-,90.50%
edt,gm_experiment_10,malt,test,2,-,-,63.40%
edt,gm_experiment_10,malt,train,3,-,-,90.60%
edt,gm_experiment_10,malt,test,3,-,-,62.20%
edt,gm_experiment_10,malt,train,4,-,-,90.50%
edt,gm_experiment_10,malt,test,4,-,-,62.30%
edt,gm_experiment_10,malt,train,5,-,-,90.60%
edt,gm_experiment_10,malt,test,5,-,-,62.70%
edt,gm_experiment_10,malt,train,6,-,-,90.60%
edt,gm_experiment_10,malt,test,6,-,-,62.70%
edt,gm_experiment_10,malt,train,7,-,-,90.50%
edt,gm_experiment_10,malt,test,7,-,-,63.50%
edt,gm_experiment_10,malt,train,8,-,-,90.50%
edt,gm_experiment_10,malt,test,8,-,-,64.10%
edt,gm_experiment_10,malt,train,9,-,-,90.50%
edt,gm_experiment_10,malt,test,9,-,-,61.70%
est_ud,gm_experiment_10,malt,train,0,-,-,90.10%
est_ud,gm_experiment_10,malt,test,0,-,-,55.30%
est_ud,gm_experiment_10,malt,train,1,-,-,90.00%
est_ud,gm_experiment_10,malt,test,1,-,-,55.70%
est_ud,gm_experiment_10,malt,train,2,-,-,90.00%
est_ud,gm_experiment_10,malt,test,2,-,-,56.00%
est_ud,gm_experiment_10,malt,train,3,-,-,90.10%
est_ud,gm_experiment_10,malt,test,3,-,-,56.60%
est_ud,gm_experiment_10,malt,train,4,-,-,90.10%
est_ud,gm_experiment_10,malt,test,4,-,-,56.40%
est_ud,gm_experiment_10,malt,train,5,-,-,90.10%
est_ud,gm_experiment_10,malt,test,5,-,-,56.30%
est_ud,gm_experiment_10,malt,train,6,-,-,90.10%
est_ud,gm_experiment_10,malt,test,6,-,-,55.30%
est_ud,gm_experiment_10,malt,train,7,-,-,90.00%
est_ud,gm_experiment_10,malt,test,7,-,-,56.00%
est_ud,gm_experiment_10,malt,train,8,-,-,90.10%
est_ud,gm_experiment_10,malt,test,8,-,-,56.70%
est_ud,gm_experiment_10,malt,train,9,-,-,90.00%
est_ud,gm_experiment_10,malt,test,9,-,-,56.20%
est_ud,am_experiment_10,malt,train,0,-,-,90.00%
est_ud,am_experiment_10,malt,test,0,-,-,56.40%
est_ud,am_experiment_10,malt,train,1,-,-,90.10%
est_ud,am_experiment_10,malt,test,1,-,-,55.90%
est_ud,am_experiment_10,malt,train,2,-,-,90.10%
est_ud,am_experiment_10,malt,test,2,-,-,56.00%
est_ud,am_experiment_10,malt,train,3,-,-,90.10%
est_ud,am_experiment_10,malt,test,3,-,-,56.00%
est_ud,am_experiment_10,malt,train,4,-,-,90.10%
est_ud,am_experiment_10,malt,test,4,-,-,56.30%
est_ud,am_experiment_10,malt,train,5,-,-,90.10%
est_ud,am_experiment_10,malt,test,5,-,-,55.60%
est_ud,am_experiment_10,malt,train,6,-,-,90.10%
est_ud,am_experiment_10,malt,test,6,-,-,56.90%
est_ud,am_experiment_10,malt,train,7,-,-,90.10%
est_ud,am_experiment_10,malt,test,7,-,-,56.30%
est_ud,am_experiment_10,malt,train,8,-,-,89.90%
est_ud,am_experiment_10,malt,test,8,-,-,56.30%
est_ud,am_experiment_10,malt,train,9,-,-,90.10%
est_ud,am_experiment_10,malt,test,9,-,-,55.50%
edt,gm_experiment_11,malt,train,0,-,-,95.10%
edt,gm_experiment_11,malt,test,0,-,-,85.50%
edt,gm_experiment_11,malt,train,1,-,-,95.20%
edt,gm_experiment_11,malt,test,1,-,-,85.50%
edt,gm_experiment_11,malt,train,2,-,-,95.20%
edt,gm_experiment_11,malt,test,2,-,-,84.60%
edt,gm_experiment_11,malt,train,3,-,-,95.10%
edt,gm_experiment_11,malt,test,3,-,-,84.70%
edt,gm_experiment_11,malt,train,4,-,-,95.20%
edt,gm_experiment_11,malt,test,4,-,-,85.60%
edt,gm_experiment_11,malt,train,5,-,-,95.20%
edt,gm_experiment_11,malt,test,5,-,-,85.30%
edt,gm_experiment_11,malt,train,6,-,-,95.10%
edt,gm_experiment_11,malt,test,6,-,-,85.50%
edt,gm_experiment_11,malt,train,7,-,-,95.10%
edt,gm_experiment_11,malt,test,7,-,-,85.40%
edt,gm_experiment_11,malt,train,8,-,-,95.20%
edt,gm_experiment_11,malt,test,8,-,-,84.60%
edt,gm_experiment_11,malt,train,9,-,-,95.10%
edt,gm_experiment_11,malt,test,9,-,-,85.50%
est_ud,gm_experiment_11,malt,train,0,-,-,93.50%
est_ud,gm_experiment_11,malt,test,0,-,-,81.10%
est_ud,gm_experiment_11,malt,train,1,-,-,93.40%
est_ud,gm_experiment_11,malt,test,1,-,-,81.40%
est_ud,gm_experiment_11,malt,train,2,-,-,93.40%
est_ud,gm_experiment_11,malt,test,2,-,-,81.40%
est_ud,gm_experiment_11,malt,train,3,-,-,93.40%
est_ud,gm_experiment_11,malt,test,3,-,-,82.10%
est_ud,gm_experiment_11,malt,train,4,-,-,93.50%
est_ud,gm_experiment_11,malt,test,4,-,-,81.20%
est_ud,gm_experiment_11,malt,train,5,-,-,93.50%
est_ud,gm_experiment_11,malt,test,5,-,-,81.90%
est_ud,gm_experiment_11,malt,train,6,-,-,93.40%
est_ud,gm_experiment_11,malt,test,6,-,-,81.90%
est_ud,gm_experiment_11,malt,train,7,-,-,93.40%
est_ud,gm_experiment_11,malt,test,7,-,-,81.70%
est_ud,gm_experiment_11,malt,train,8,-,-,93.40%
est_ud,gm_experiment_11,malt,test,8,-,-,81.40%
est_ud,gm_experiment_11,malt,train,9,-,-,93.40%
est_ud,gm_experiment_11,malt,test,9,-,-,81.00%
est_ud,am_experiment_11,malt,train,0,-,-,93.50%
est_ud,am_experiment_11,malt,test,0,-,-,80.10%
est_ud,am_experiment_11,malt,train,1,-,-,93.50%
est_ud,am_experiment_11,malt,test,1,-,-,80.90%
est_ud,am_experiment_11,malt,train,2,-,-,93.50%
est_ud,am_experiment_11,malt,test,2,-,-,80.20%
est_ud,am_experiment_11,malt,train,3,-,-,93.50%
est_ud,am_experiment_11,malt,test,3,-,-,80.20%
est_ud,am_experiment_11,malt,train,4,-,-,93.50%
est_ud,am_experiment_11,malt,test,4,-,-,79.80%
est_ud,am_experiment_11,malt,train,5,-,-,93.50%
est_ud,am_experiment_11,malt,test,5,-,-,79.80%
est_ud,am_experiment_11,malt,train,6,-,-,93.50%
est_ud,am_experiment_11,malt,test,6,-,-,80.00%
est_ud,am_experiment_11,malt,train,7,-,-,93.50%
est_ud,am_experiment_11,malt,test,7,-,-,80.20%
est_ud,am_experiment_11,malt,train,8,-,-,93.50%
est_ud,am_experiment_11,malt,test,8,-,-,80.10%
est_ud,am_experiment_11,malt,train,9,-,-,93.50%
est_ud,am_experiment_11,malt,test,9,-,-,80.50%
edt,gm_experiment_12,malt,train,0,-,-,93.50%
edt,gm_experiment_12,malt,test,0,-,-,85.10%
edt,gm_experiment_12,malt,train,1,-,-,93.60%
edt,gm_experiment_12,malt,test,1,-,-,83.80%
edt,gm_experiment_12,malt,train,2,-,-,93.60%
edt,gm_experiment_12,malt,test,2,-,-,84.50%
edt,gm_experiment_12,malt,train,3,-,-,93.50%
edt,gm_experiment_12,malt,test,3,-,-,85.10%
edt,gm_experiment_12,malt,train,4,-,-,93.50%
edt,gm_experiment_12,malt,test,4,-,-,85.90%
edt,gm_experiment_12,malt,train,5,-,-,93.60%
edt,gm_experiment_12,malt,test,5,-,-,84.30%
edt,gm_experiment_12,malt,train,6,-,-,93.50%
edt,gm_experiment_12,malt,test,6,-,-,85.60%
edt,gm_experiment_12,malt,train,7,-,-,93.60%
edt,gm_experiment_12,malt,test,7,-,-,84.00%
edt,gm_experiment_12,malt,train,8,-,-,93.60%
edt,gm_experiment_12,malt,test,8,-,-,85.00%
edt,gm_experiment_12,malt,train,9,-,-,93.50%
edt,gm_experiment_12,malt,test,9,-,-,85.70%
est_ud,gm_experiment_12,malt,train,0,-,-,93.80%
est_ud,gm_experiment_12,malt,test,0,-,-,80.80%
est_ud,gm_experiment_12,malt,train,1,-,-,93.80%
est_ud,gm_experiment_12,malt,test,1,-,-,81.40%
est_ud,gm_experiment_12,malt,train,2,-,-,93.80%
est_ud,gm_experiment_12,malt,test,2,-,-,81.60%
est_ud,gm_experiment_12,malt,train,3,-,-,93.80%
est_ud,gm_experiment_12,malt,test,3,-,-,82.00%
est_ud,gm_experiment_12,malt,train,4,-,-,93.70%
est_ud,gm_experiment_12,malt,test,4,-,-,81.50%
est_ud,gm_experiment_12,malt,train,5,-,-,93.70%
est_ud,gm_experiment_12,malt,test,5,-,-,81.20%
est_ud,gm_experiment_12,malt,train,6,-,-,93.80%
est_ud,gm_experiment_12,malt,test,6,-,-,81.30%
est_ud,gm_experiment_12,malt,train,7,-,-,93.80%
est_ud,gm_experiment_12,malt,test,7,-,-,81.50%
est_ud,gm_experiment_12,malt,train,8,-,-,93.80%
est_ud,gm_experiment_12,malt,test,8,-,-,81.10%
est_ud,gm_experiment_12,malt,train,9,-,-,93.80%
est_ud,gm_experiment_12,malt,test,9,-,-,81.10%
est_ud,am_experiment_12,malt,train,0,-,-,92.50%
est_ud,am_experiment_12,malt,test,0,-,-,79.60%
est_ud,am_experiment_12,malt,train,1,-,-,92.60%
est_ud,am_experiment_12,malt,test,1,-,-,79.20%
est_ud,am_experiment_12,malt,train,2,-,-,92.50%
est_ud,am_experiment_12,malt,test,2,-,-,80.00%
est_ud,am_experiment_12,malt,train,3,-,-,92.50%
est_ud,am_experiment_12,malt,test,3,-,-,79.30%
est_ud,am_experiment_12,malt,train,4,-,-,92.60%
est_ud,am_experiment_12,malt,test,4,-,-,79.40%
est_ud,am_experiment_12,malt,train,5,-,-,92.40%
est_ud,am_experiment_12,malt,test,5,-,-,79.50%
est_ud,am_experiment_12,malt,train,6,-,-,92.40%
est_ud,am_experiment_12,malt,test,6,-,-,79.90%
est_ud,am_experiment_12,malt,train,7,-,-,92.50%
est_ud,am_experiment_12,malt,test,7,-,-,79.70%
est_ud,am_experiment_12,malt,train,8,-,-,92.50%
est_ud,am_experiment_12,malt,test,8,-,-,79.30%
est_ud,am_experiment_12,malt,train,9,-,-,92.60%
est_ud,am_experiment_12,malt,test,9,-,-,79.70%
edt,gm_experiment_13,malt,train,0,-,-,93.70%
edt,gm_experiment_13,malt,test,0,-,-,84.50%
edt,gm_experiment_13,malt,train,1,-,-,93.80%
edt,gm_experiment_13,malt,test,1,-,-,84.40%
edt,gm_experiment_13,malt,train,2,-,-,93.70%
edt,gm_experiment_13,malt,test,2,-,-,84.50%
edt,gm_experiment_13,malt,train,3,-,-,93.70%
edt,gm_experiment_13,malt,test,3,-,-,85.70%
edt,gm_experiment_13,malt,train,4,-,-,93.60%
edt,gm_experiment_13,malt,test,4,-,-,85.40%
edt,gm_experiment_13,malt,train,5,-,-,93.70%
edt,gm_experiment_13,malt,test,5,-,-,85.10%
edt,gm_experiment_13,malt,train,6,-,-,93.70%
edt,gm_experiment_13,malt,test,6,-,-,84.70%
edt,gm_experiment_13,malt,train,7,-,-,93.60%
edt,gm_experiment_13,malt,test,7,-,-,85.50%
edt,gm_experiment_13,malt,train,8,-,-,93.60%
edt,gm_experiment_13,malt,test,8,-,-,86.00%
edt,gm_experiment_13,malt,train,9,-,-,93.60%
edt,gm_experiment_13,malt,test,9,-,-,84.80%
est_ud,gm_experiment_13,malt,train,0,-,-,94.20%
est_ud,gm_experiment_13,malt,test,0,-,-,81.30%
est_ud,gm_experiment_13,malt,train,1,-,-,94.20%
est_ud,gm_experiment_13,malt,test,1,-,-,81.70%
est_ud,gm_experiment_13,malt,train,2,-,-,94.20%
est_ud,gm_experiment_13,malt,test,2,-,-,81.40%
est_ud,gm_experiment_13,malt,train,3,-,-,94.20%
est_ud,gm_experiment_13,malt,test,3,-,-,81.30%
est_ud,gm_experiment_13,malt,train,4,-,-,94.20%
est_ud,gm_experiment_13,malt,test,4,-,-,81.50%
est_ud,gm_experiment_13,malt,train,5,-,-,94.20%
est_ud,gm_experiment_13,malt,test,5,-,-,81.10%
est_ud,gm_experiment_13,malt,train,6,-,-,94.20%
est_ud,gm_experiment_13,malt,test,6,-,-,81.70%
est_ud,gm_experiment_13,malt,train,7,-,-,94.20%
est_ud,gm_experiment_13,malt,test,7,-,-,81.40%
est_ud,gm_experiment_13,malt,train,8,-,-,94.10%
est_ud,gm_experiment_13,malt,test,8,-,-,81.90%
est_ud,gm_experiment_13,malt,train,9,-,-,94.20%
est_ud,gm_experiment_13,malt,test,9,-,-,81.30%
est_ud,am_experiment_13,malt,train,0,-,-,93.70%
est_ud,am_experiment_13,malt,test,0,-,-,80.10%
est_ud,am_experiment_13,malt,train,1,-,-,93.70%
est_ud,am_experiment_13,malt,test,1,-,-,79.60%
est_ud,am_experiment_13,malt,train,2,-,-,93.70%
est_ud,am_experiment_13,malt,test,2,-,-,80.40%
est_ud,am_experiment_13,malt,train,3,-,-,93.70%
est_ud,am_experiment_13,malt,test,3,-,-,79.70%
est_ud,am_experiment_13,malt,train,4,-,-,93.70%
est_ud,am_experiment_13,malt,test,4,-,-,80.10%
est_ud,am_experiment_13,malt,train,5,-,-,93.70%
est_ud,am_experiment_13,malt,test,5,-,-,79.60%
est_ud,am_experiment_13,malt,train,6,-,-,93.80%
est_ud,am_experiment_13,malt,test,6,-,-,79.90%
est_ud,am_experiment_13,malt,train,7,-,-,93.70%
est_ud,am_experiment_13,malt,test,7,-,-,80.30%
est_ud,am_experiment_13,malt,train,8,-,-,93.70%
est_ud,am_experiment_13,malt,test,8,-,-,80.30%
est_ud,am_experiment_13,malt,train,9,-,-,93.70%
est_ud,am_experiment_13,malt,test,9,-,-,79.70%
edt,gm_experiment_14,malt,train,0,-,-,93.40%
edt,gm_experiment_14,malt,test,0,-,-,85.80%
edt,gm_experiment_14,malt,train,1,-,-,93.30%
edt,gm_experiment_14,malt,test,1,-,-,85.70%
edt,gm_experiment_14,malt,train,2,-,-,93.30%
edt,gm_experiment_14,malt,test,2,-,-,85.20%
edt,gm_experiment_14,malt,train,3,-,-,93.30%
edt,gm_experiment_14,malt,test,3,-,-,85.50%
edt,gm_experiment_14,malt,train,4,-,-,93.30%
edt,gm_experiment_14,malt,test,4,-,-,85.10%
edt,gm_experiment_14,malt,train,5,-,-,93.40%
edt,gm_experiment_14,malt,test,5,-,-,85.30%
edt,gm_experiment_14,malt,train,6,-,-,93.30%
edt,gm_experiment_14,malt,test,6,-,-,85.20%
edt,gm_experiment_14,malt,train,7,-,-,93.30%
edt,gm_experiment_14,malt,test,7,-,-,85.20%
edt,gm_experiment_14,malt,train,8,-,-,93.50%
edt,gm_experiment_14,malt,test,8,-,-,83.80%
