Collection,Experiment,Model,Source,Split,LA,UAS,LAS
est_ud,am_experiment_7,udpipe,train,6,-,"89.15%,",86.62%
est_ud,am_experiment_7,udpipe,test,6,-,"83.29%,",79.40%
est_ud,am_experiment_7,udpipe,train,7,-,"89.75%,",87.11%
est_ud,am_experiment_7,udpipe,test,7,-,"83.53%,",79.58%
est_ud,am_experiment_7,udpipe,train,8,-,"89.40%,",86.85%
est_ud,am_experiment_7,udpipe,test,8,-,"83.20%,",79.49%
est_ud,am_experiment_7,udpipe,train,9,-,"89.83%,",87.34%
est_ud,am_experiment_7,udpipe,test,9,-,"84.09%,",80.03%
est_ud,gm_experiment_7_2,udpipe,train,0,-,"90.16%,",88.27%
est_ud,gm_experiment_7_2,udpipe,test,0,-,"83.64%,",80.72%
est_ud,gm_experiment_7_2,udpipe,train,1,-,"89.92%,",87.96%
est_ud,gm_experiment_7_2,udpipe,test,1,-,"83.98%,",80.93%
est_ud,gm_experiment_7_2,udpipe,train,2,-,"90.36%,",88.50%
est_ud,gm_experiment_7_2,udpipe,test,2,-,"84.01%,",80.96%
est_ud,gm_experiment_7_2,udpipe,train,3,-,"90.32%,",88.50%
est_ud,gm_experiment_7_2,udpipe,test,3,-,"84.43%,",81.41%
est_ud,gm_experiment_7_2,udpipe,train,4,-,"90.16%,",88.36%
est_ud,gm_experiment_7_2,udpipe,test,4,-,"83.87%,",81.06%
est_ud,gm_experiment_7_2,udpipe,train,5,-,"89.80%,",87.82%
est_ud,gm_experiment_7_2,udpipe,test,5,-,"84.82%,",81.78%
est_ud,gm_experiment_7_2,udpipe,train,6,-,"90.41%,",88.53%
est_ud,gm_experiment_7_2,udpipe,test,6,-,"83.99%,",80.87%
est_ud,gm_experiment_7_2,udpipe,train,7,-,"90.13%,",88.27%
est_ud,gm_experiment_7_2,udpipe,test,7,-,"84.44%,",81.53%
est_ud,gm_experiment_7_2,udpipe,train,8,-,"89.58%,",87.64%
est_ud,gm_experiment_7_2,udpipe,test,8,-,"83.71%,",80.78%
est_ud,gm_experiment_7_2,udpipe,train,9,-,"90.12%,",88.22%
est_ud,gm_experiment_7_2,udpipe,test,9,-,"84.60%,",81.58%
est_ud,am_experiment_7_2,udpipe,train,0,-,"90.21%,",87.68%
est_ud,am_experiment_7_2,udpipe,test,0,-,"84.00%,",80.25%
est_ud,am_experiment_7_2,udpipe,train,1,-,"89.90%,",87.39%
est_ud,am_experiment_7_2,udpipe,test,1,-,"83.49%,",79.39%
est_ud,am_experiment_7_2,udpipe,train,2,-,"89.33%,",86.91%
est_ud,am_experiment_7_2,udpipe,test,2,-,"84.14%,",80.32%
est_ud,am_experiment_7_2,udpipe,train,3,-,"89.42%,",86.94%
est_ud,am_experiment_7_2,udpipe,test,3,-,"83.79%,",80.04%
est_ud,am_experiment_7_2,udpipe,train,4,-,"89.65%,",87.20%
est_ud,am_experiment_7_2,udpipe,test,4,-,"83.58%,",79.83%
est_ud,am_experiment_7_2,udpipe,train,5,-,"89.56%,",87.04%
est_ud,am_experiment_7_2,udpipe,test,5,-,"83.16%,",79.46%
est_ud,am_experiment_7_2,udpipe,train,6,-,"89.68%,",87.18%
est_ud,am_experiment_7_2,udpipe,test,6,-,"83.76%,",79.87%
est_ud,am_experiment_7_2,udpipe,train,7,-,"89.74%,",87.15%
est_ud,am_experiment_7_2,udpipe,test,7,-,"84.30%,",80.36%
est_ud,am_experiment_7_2,udpipe,train,8,-,"89.60%,",87.07%
est_ud,am_experiment_7_2,udpipe,test,8,-,"84.07%,",80.26%
est_ud,am_experiment_7_2,udpipe,train,9,-,"89.91%,",87.40%
est_ud,am_experiment_7_2,udpipe,test,9,-,"83.94%,",80.07%
est_ud,gm_experiment_8,udpipe,train,0,-,"91.72%,",90.19%
est_ud,gm_experiment_8,udpipe,test,0,-,"86.10%,",83.75%
est_ud,gm_experiment_8,udpipe,train,1,-,"91.18%,",89.65%
est_ud,gm_experiment_8,udpipe,test,1,-,"85.59%,",83.31%
est_ud,gm_experiment_8,udpipe,train,2,-,"91.39%,",89.75%
est_ud,gm_experiment_8,udpipe,test,2,-,"85.92%,",83.50%
est_ud,gm_experiment_8,udpipe,train,3,-,"91.42%,",89.86%
est_ud,gm_experiment_8,udpipe,test,3,-,"86.20%,",83.82%
est_ud,gm_experiment_8,udpipe,train,4,-,"91.57%,",90.05%
est_ud,gm_experiment_8,udpipe,test,4,-,"85.75%,",83.42%
est_ud,gm_experiment_8,udpipe,train,5,-,"91.51%,",89.95%
est_ud,gm_experiment_8,udpipe,test,5,-,"85.64%,",83.23%
est_ud,gm_experiment_8,udpipe,train,6,-,"91.36%,",89.81%
est_ud,gm_experiment_8,udpipe,test,6,-,"86.05%,",83.73%
est_ud,gm_experiment_8,udpipe,train,7,-,"91.67%,",90.13%
est_ud,gm_experiment_8,udpipe,test,7,-,"86.21%,",83.78%
est_ud,gm_experiment_8,udpipe,train,8,-,"91.68%,",90.17%
est_ud,gm_experiment_8,udpipe,test,8,-,"86.46%,",84.17%
est_ud,gm_experiment_8,udpipe,train,9,-,"91.40%,",89.87%
est_ud,gm_experiment_8,udpipe,test,9,-,"85.82%,",83.45%
est_ud,am_experiment_8,udpipe,train,0,-,"90.69%,",88.37%
est_ud,am_experiment_8,udpipe,test,0,-,"85.65%,",82.08%
est_ud,am_experiment_8,udpipe,train,1,-,"90.31%,",87.90%
est_ud,am_experiment_8,udpipe,test,1,-,"84.63%,",81.25%
est_ud,am_experiment_8,udpipe,train,2,-,"90.86%,",88.53%
est_ud,am_experiment_8,udpipe,test,2,-,"85.57%,",82.04%
est_ud,am_experiment_8,udpipe,train,3,-,"90.10%,",87.80%
est_ud,am_experiment_8,udpipe,test,3,-,"84.43%,",80.94%
est_ud,am_experiment_8,udpipe,train,4,-,"90.44%,",88.05%
est_ud,am_experiment_8,udpipe,test,4,-,"84.87%,",81.46%
est_ud,am_experiment_8,udpipe,train,5,-,"89.88%,",87.47%
est_ud,am_experiment_8,udpipe,test,5,-,"84.74%,",81.39%
est_ud,am_experiment_8,udpipe,train,6,-,"90.76%,",88.39%
est_ud,am_experiment_8,udpipe,test,6,-,"85.23%,",81.76%
est_ud,am_experiment_8,udpipe,train,7,-,"90.48%,",88.13%
est_ud,am_experiment_8,udpipe,test,7,-,"84.43%,",81.00%
est_ud,am_experiment_8,udpipe,train,8,-,"89.86%,",87.40%
est_ud,am_experiment_8,udpipe,test,8,-,"84.61%,",80.99%
est_ud,am_experiment_8,udpipe,train,9,-,"90.41%,",88.03%
est_ud,am_experiment_8,udpipe,test,9,-,"84.61%,",81.15%
est_ud,gm_experiment_8_2,udpipe,train,0,-,"90.99%,",89.39%
est_ud,gm_experiment_8_2,udpipe,test,0,-,"86.19%,",83.83%
est_ud,gm_experiment_8_2,udpipe,train,1,-,"91.51%,",89.90%
est_ud,gm_experiment_8_2,udpipe,test,1,-,"86.27%,",83.88%
est_ud,gm_experiment_8_2,udpipe,train,2,-,"91.46%,",89.94%
est_ud,gm_experiment_8_2,udpipe,test,2,-,"85.45%,",83.01%
est_ud,gm_experiment_8_2,udpipe,train,3,-,"91.06%,",89.46%
est_ud,gm_experiment_8_2,udpipe,test,3,-,"85.15%,",82.69%
est_ud,gm_experiment_8_2,udpipe,train,4,-,"91.43%,",89.84%
est_ud,gm_experiment_8_2,udpipe,test,4,-,"85.97%,",83.60%
est_ud,gm_experiment_8_2,udpipe,train,5,-,"91.61%,",90.06%
est_ud,gm_experiment_8_2,udpipe,test,5,-,"86.24%,",83.86%
est_ud,gm_experiment_8_2,udpipe,train,6,-,"91.45%,",89.89%
est_ud,gm_experiment_8_2,udpipe,test,6,-,"86.74%,",84.39%
est_ud,gm_experiment_8_2,udpipe,train,7,-,"91.10%,",89.51%
est_ud,gm_experiment_8_2,udpipe,test,7,-,"85.40%,",83.08%
est_ud,gm_experiment_8_2,udpipe,train,8,-,"91.62%,",90.05%
est_ud,gm_experiment_8_2,udpipe,test,8,-,"85.69%,",83.32%
est_ud,gm_experiment_8_2,udpipe,train,9,-,"91.32%,",89.79%
est_ud,gm_experiment_8_2,udpipe,test,9,-,"86.15%,",83.78%
est_ud,am_experiment_8_2,udpipe,train,0,-,"90.52%,",88.14%
est_ud,am_experiment_8_2,udpipe,test,0,-,"84.95%,",81.65%
est_ud,am_experiment_8_2,udpipe,train,1,-,"90.16%,",87.80%
est_ud,am_experiment_8_2,udpipe,test,1,-,"84.29%,",80.74%
est_ud,am_experiment_8_2,udpipe,train,2,-,"90.64%,",88.26%
est_ud,am_experiment_8_2,udpipe,test,2,-,"85.11%,",81.51%
est_ud,am_experiment_8_2,udpipe,train,3,-,"90.56%,",88.17%
est_ud,am_experiment_8_2,udpipe,test,3,-,"84.68%,",81.23%
est_ud,am_experiment_8_2,udpipe,train,4,-,"90.51%,",88.09%
est_ud,am_experiment_8_2,udpipe,test,4,-,"85.48%,",82.03%
est_ud,am_experiment_8_2,udpipe,train,5,-,"90.41%,",88.06%
est_ud,am_experiment_8_2,udpipe,test,5,-,"84.96%,",81.39%
est_ud,am_experiment_8_2,udpipe,train,6,-,"90.21%,",87.80%
est_ud,am_experiment_8_2,udpipe,test,6,-,"85.02%,",81.53%
est_ud,am_experiment_8_2,udpipe,train,7,-,"90.79%,",88.41%
est_ud,am_experiment_8_2,udpipe,test,7,-,"85.10%,",81.55%
est_ud,am_experiment_8_2,udpipe,train,8,-,"90.69%,",88.38%
est_ud,am_experiment_8_2,udpipe,test,8,-,"84.86%,",81.55%
est_ud,am_experiment_8_2,udpipe,train,9,-,"90.49%,",88.23%
est_ud,am_experiment_8_2,udpipe,test,9,-,"84.57%,",81.12%
est_ud,gm_experiment_9,udpipe,train,0,-,"82.66%,",77.31%
est_ud,gm_experiment_9,udpipe,test,0,-,"72.99%,",65.28%
est_ud,gm_experiment_9,udpipe,train,1,-,"82.40%,",77.00%
est_ud,gm_experiment_9,udpipe,test,1,-,"72.84%,",65.41%
est_ud,gm_experiment_9,udpipe,train,2,-,"83.22%,",77.86%
est_ud,gm_experiment_9,udpipe,test,2,-,"72.93%,",65.48%
est_ud,gm_experiment_9,udpipe,train,3,-,"83.25%,",78.01%
est_ud,gm_experiment_9,udpipe,test,3,-,"73.52%,",65.92%
est_ud,gm_experiment_9,udpipe,train,4,-,"83.22%,",77.86%
est_ud,gm_experiment_9,udpipe,test,4,-,"72.76%,",65.07%
est_ud,gm_experiment_9,udpipe,train,5,-,"82.53%,",77.09%
est_ud,gm_experiment_9,udpipe,test,5,-,"71.97%,",64.23%
est_ud,gm_experiment_9,udpipe,train,6,-,"82.61%,",77.31%
est_ud,gm_experiment_9,udpipe,test,6,-,"72.82%,",65.28%
est_ud,gm_experiment_9,udpipe,train,7,-,"83.14%,",77.83%
est_ud,gm_experiment_9,udpipe,test,7,-,"72.66%,",65.09%
est_ud,gm_experiment_9,udpipe,train,8,-,"83.05%,",77.64%
est_ud,gm_experiment_9,udpipe,test,8,-,"72.60%,",65.19%
est_ud,gm_experiment_9,udpipe,train,9,-,"83.58%,",78.17%
est_ud,gm_experiment_9,udpipe,test,9,-,"73.20%,",65.58%
est_ud,am_experiment_9,udpipe,train,0,-,"82.99%,",77.62%
est_ud,am_experiment_9,udpipe,test,0,-,"73.44%,",65.72%
est_ud,am_experiment_9,udpipe,train,1,-,"83.52%,",78.23%
est_ud,am_experiment_9,udpipe,test,1,-,"73.71%,",66.14%
est_ud,am_experiment_9,udpipe,train,2,-,"82.48%,",77.00%
est_ud,am_experiment_9,udpipe,test,2,-,"72.31%,",64.39%
est_ud,am_experiment_9,udpipe,train,3,-,"83.34%,",78.06%
est_ud,am_experiment_9,udpipe,test,3,-,"73.70%,",66.08%
est_ud,am_experiment_9,udpipe,train,4,-,"83.55%,",78.17%
est_ud,am_experiment_9,udpipe,test,4,-,"73.32%,",65.67%
est_ud,am_experiment_9,udpipe,train,5,-,"83.02%,",77.76%
est_ud,am_experiment_9,udpipe,test,5,-,"73.57%,",65.85%
est_ud,am_experiment_9,udpipe,train,6,-,"82.61%,",77.25%
est_ud,am_experiment_9,udpipe,test,6,-,"72.83%,",65.14%
est_ud,am_experiment_9,udpipe,train,7,-,"82.78%,",77.48%
est_ud,am_experiment_9,udpipe,test,7,-,"72.79%,",64.96%
est_ud,am_experiment_9,udpipe,train,8,-,"82.65%,",77.36%
est_ud,am_experiment_9,udpipe,test,8,-,"72.59%,",64.88%
est_ud,am_experiment_9,udpipe,train,9,-,"83.31%,",77.98%
est_ud,am_experiment_9,udpipe,test,9,-,"72.91%,",65.40%
est_ud,gm_experiment_10,udpipe,train,0,-,"82.81%,",77.47%
est_ud,gm_experiment_10,udpipe,test,0,-,"72.31%,",64.58%
est_ud,gm_experiment_10,udpipe,train,1,-,"82.56%,",77.23%
est_ud,gm_experiment_10,udpipe,test,1,-,"73.17%,",65.46%
est_ud,gm_experiment_10,udpipe,train,2,-,"82.54%,",77.24%
est_ud,gm_experiment_10,udpipe,test,2,-,"72.35%,",64.89%
est_ud,gm_experiment_10,udpipe,train,3,-,"82.41%,",77.04%
est_ud,gm_experiment_10,udpipe,test,3,-,"72.57%,",64.86%
est_ud,gm_experiment_10,udpipe,train,4,-,"82.94%,",77.67%
est_ud,gm_experiment_10,udpipe,test,4,-,"72.99%,",65.19%
est_ud,gm_experiment_10,udpipe,train,5,-,"83.17%,",77.82%
est_ud,gm_experiment_10,udpipe,test,5,-,"72.79%,",65.11%
est_ud,gm_experiment_10,udpipe,train,6,-,"83.09%,",77.71%
est_ud,gm_experiment_10,udpipe,test,6,-,"73.11%,",65.26%
est_ud,gm_experiment_10,udpipe,train,7,-,"83.44%,",78.07%
est_ud,gm_experiment_10,udpipe,test,7,-,"73.33%,",65.67%
est_ud,gm_experiment_10,udpipe,train,8,-,"82.65%,",77.21%
est_ud,gm_experiment_10,udpipe,test,8,-,"73.61%,",65.60%
est_ud,gm_experiment_10,udpipe,train,9,-,"83.11%,",77.70%
est_ud,gm_experiment_10,udpipe,test,9,-,"73.18%,",65.50%
est_ud,am_experiment_10,udpipe,train,0,-,"83.34%,",77.92%
est_ud,am_experiment_10,udpipe,test,0,-,"73.65%,",65.92%
est_ud,am_experiment_10,udpipe,train,1,-,"82.61%,",77.26%
est_ud,am_experiment_10,udpipe,test,1,-,"72.63%,",65.12%
est_ud,am_experiment_10,udpipe,train,2,-,"82.08%,",76.69%
est_ud,am_experiment_10,udpipe,test,2,-,"72.35%,",64.60%
est_ud,am_experiment_10,udpipe,train,3,-,"83.22%,",77.73%
est_ud,am_experiment_10,udpipe,test,3,-,"73.32%,",65.48%
est_ud,am_experiment_10,udpipe,train,4,-,"83.29%,",77.92%
est_ud,am_experiment_10,udpipe,test,4,-,"74.28%,",66.39%
est_ud,am_experiment_10,udpipe,train,5,-,"82.40%,",77.07%
est_ud,am_experiment_10,udpipe,test,5,-,"72.60%,",65.10%
est_ud,am_experiment_10,udpipe,train,6,-,"82.31%,",76.96%
est_ud,am_experiment_10,udpipe,test,6,-,"73.66%,",65.98%
est_ud,am_experiment_10,udpipe,train,7,-,"82.88%,",77.51%
est_ud,am_experiment_10,udpipe,test,7,-,"73.91%,",66.11%
est_ud,am_experiment_10,udpipe,train,8,-,"83.15%,",77.78%
est_ud,am_experiment_10,udpipe,test,8,-,"73.37%,",65.87%
est_ud,am_experiment_10,udpipe,train,9,-,"82.92%,",77.39%
est_ud,am_experiment_10,udpipe,test,9,-,"72.31%,",64.46%
est_ud,gm_experiment_11,udpipe,train,0,-,"91.72%,",90.38%
est_ud,gm_experiment_11,udpipe,test,0,-,"86.28%,",83.96%
est_ud,gm_experiment_11,udpipe,train,1,-,"91.46%,",90.05%
est_ud,gm_experiment_11,udpipe,test,1,-,"85.96%,",83.80%
est_ud,gm_experiment_11,udpipe,train,2,-,"91.46%,",90.08%
est_ud,gm_experiment_11,udpipe,test,2,-,"86.11%,",84.02%
est_ud,gm_experiment_11,udpipe,train,3,-,"91.82%,",90.41%
est_ud,gm_experiment_11,udpipe,test,3,-,"86.53%,",84.37%
est_ud,gm_experiment_11,udpipe,train,4,-,"91.55%,",90.14%
est_ud,gm_experiment_11,udpipe,test,4,-,"85.56%,",83.43%
est_ud,gm_experiment_11,udpipe,train,5,-,"91.69%,",90.32%
est_ud,gm_experiment_11,udpipe,test,5,-,"86.36%,",84.17%
est_ud,gm_experiment_11,udpipe,train,6,-,"91.98%,",90.61%
est_ud,gm_experiment_11,udpipe,test,6,-,"86.84%,",84.51%
est_ud,gm_experiment_11,udpipe,train,7,-,"91.18%,",89.76%
est_ud,gm_experiment_11,udpipe,test,7,-,"86.01%,",83.75%
est_ud,gm_experiment_11,udpipe,train,8,-,"92.06%,",90.63%
est_ud,gm_experiment_11,udpipe,test,8,-,"86.38%,",84.20%
est_ud,gm_experiment_11,udpipe,train,9,-,"92.23%,",90.85%
est_ud,gm_experiment_11,udpipe,test,9,-,"86.45%,",84.22%
est_ud,am_experiment_11,udpipe,train,0,-,"89.89%,",87.69%
est_ud,am_experiment_11,udpipe,test,0,-,"84.54%,",81.23%
est_ud,am_experiment_11,udpipe,train,1,-,"90.53%,",88.37%
est_ud,am_experiment_11,udpipe,test,1,-,"85.12%,",81.91%
est_ud,am_experiment_11,udpipe,train,2,-,"90.95%,",88.78%
est_ud,am_experiment_11,udpipe,test,2,-,"85.05%,",81.70%
est_ud,am_experiment_11,udpipe,train,3,-,"90.86%,",88.74%
est_ud,am_experiment_11,udpipe,test,3,-,"85.43%,",82.23%
est_ud,am_experiment_11,udpipe,train,4,-,"90.75%,",88.58%
est_ud,am_experiment_11,udpipe,test,4,-,"85.17%,",81.82%
est_ud,am_experiment_11,udpipe,train,5,-,"90.08%,",87.89%
est_ud,am_experiment_11,udpipe,test,5,-,"84.72%,",81.32%
est_ud,am_experiment_11,udpipe,train,6,-,"91.13%,",89.03%
est_ud,am_experiment_11,udpipe,test,6,-,"85.03%,",81.75%
est_ud,am_experiment_11,udpipe,train,7,-,"91.02%,",88.79%
est_ud,am_experiment_11,udpipe,test,7,-,"86.02%,",82.61%
est_ud,am_experiment_11,udpipe,train,8,-,"90.66%,",88.48%
est_ud,am_experiment_11,udpipe,test,8,-,"85.02%,",81.41%
est_ud,am_experiment_11,udpipe,train,9,-,"90.75%,",88.56%
est_ud,am_experiment_11,udpipe,test,9,-,"85.66%,",82.32%
est_ud,gm_experiment_12,udpipe,train,0,-,"91.60%,",90.19%
est_ud,gm_experiment_12,udpipe,test,0,-,"85.54%,",83.12%
est_ud,gm_experiment_12,udpipe,train,1,-,"91.35%,",89.95%
est_ud,gm_experiment_12,udpipe,test,1,-,"85.85%,",83.71%
est_ud,gm_experiment_12,udpipe,train,2,-,"91.50%,",90.04%
est_ud,gm_experiment_12,udpipe,test,2,-,"86.09%,",83.78%
est_ud,gm_experiment_12,udpipe,train,3,-,"91.87%,",90.52%
est_ud,gm_experiment_12,udpipe,test,3,-,"86.85%,",84.56%
est_ud,gm_experiment_12,udpipe,train,4,-,"91.29%,",89.87%
est_ud,gm_experiment_12,udpipe,test,4,-,"86.14%,",83.84%
est_ud,gm_experiment_12,udpipe,train,5,-,"92.09%,",90.70%
est_ud,gm_experiment_12,udpipe,test,5,-,"86.48%,",84.18%
est_ud,gm_experiment_12,udpipe,train,6,-,"92.04%,",90.67%
est_ud,gm_experiment_12,udpipe,test,6,-,"86.35%,",84.06%
est_ud,gm_experiment_12,udpipe,train,7,-,"92.02%,",90.59%
est_ud,gm_experiment_12,udpipe,test,7,-,"86.14%,",83.85%
est_ud,gm_experiment_12,udpipe,train,8,-,"91.93%,",90.58%
est_ud,gm_experiment_12,udpipe,test,8,-,"86.40%,",84.17%
est_ud,gm_experiment_12,udpipe,train,9,-,"91.84%,",90.46%
est_ud,gm_experiment_12,udpipe,test,9,-,"85.99%,",83.76%
est_ud,am_experiment_12,udpipe,train,0,-,"90.85%,",88.72%
est_ud,am_experiment_12,udpipe,test,0,-,"85.60%,",82.26%
est_ud,am_experiment_12,udpipe,train,1,-,"90.60%,",88.33%
est_ud,am_experiment_12,udpipe,test,1,-,"84.49%,",80.97%
est_ud,am_experiment_12,udpipe,train,2,-,"90.39%,",88.23%
est_ud,am_experiment_12,udpipe,test,2,-,"85.28%,",82.03%
est_ud,am_experiment_12,udpipe,train,3,-,"90.56%,",88.40%
est_ud,am_experiment_12,udpipe,test,3,-,"85.10%,",81.77%
est_ud,am_experiment_12,udpipe,train,4,-,"90.66%,",88.47%
est_ud,am_experiment_12,udpipe,test,4,-,"84.89%,",81.42%
est_ud,am_experiment_12,udpipe,train,5,-,"90.97%,",88.79%
est_ud,am_experiment_12,udpipe,test,5,-,"85.37%,",82.09%
est_ud,am_experiment_12,udpipe,train,6,-,"90.57%,",88.39%
est_ud,am_experiment_12,udpipe,test,6,-,"85.19%,",81.87%
est_ud,am_experiment_12,udpipe,train,7,-,"90.49%,",88.28%
est_ud,am_experiment_12,udpipe,test,7,-,"84.92%,",81.45%
est_ud,am_experiment_12,udpipe,train,8,-,"91.21%,",89.08%
est_ud,am_experiment_12,udpipe,test,8,-,"85.20%,",81.93%
est_ud,am_experiment_12,udpipe,train,9,-,"90.58%,",88.36%
est_ud,am_experiment_12,udpipe,test,9,-,"85.11%,",81.91%
est_ud,gm_experiment_13,udpipe,train,0,-,"91.77%,",90.38%
est_ud,gm_experiment_13,udpipe,test,0,-,"86.33%,",84.18%
est_ud,gm_experiment_13,udpipe,train,1,-,"91.50%,",90.13%
est_ud,gm_experiment_13,udpipe,test,1,-,"86.01%,",83.93%
est_ud,gm_experiment_13,udpipe,train,2,-,"91.81%,",90.43%
est_ud,gm_experiment_13,udpipe,test,2,-,"86.36%,",84.04%
est_ud,gm_experiment_13,udpipe,train,3,-,"92.16%,",90.79%
est_ud,gm_experiment_13,udpipe,test,3,-,"86.47%,",84.30%
est_ud,gm_experiment_13,udpipe,train,4,-,"91.76%,",90.31%
est_ud,gm_experiment_13,udpipe,test,4,-,"86.53%,",84.25%
est_ud,gm_experiment_13,udpipe,train,5,-,"91.14%,",89.73%
est_ud,gm_experiment_13,udpipe,test,5,-,"85.03%,",82.81%
est_ud,gm_experiment_13,udpipe,train,6,-,"91.72%,",90.33%
est_ud,gm_experiment_13,udpipe,test,6,-,"86.10%,",83.88%
est_ud,gm_experiment_13,udpipe,train,7,-,"91.98%,",90.62%
est_ud,gm_experiment_13,udpipe,test,7,-,"86.40%,",84.23%
est_ud,gm_experiment_13,udpipe,train,8,-,"91.93%,",90.54%
est_ud,gm_experiment_13,udpipe,test,8,-,"86.34%,",84.18%
est_ud,gm_experiment_13,udpipe,train,9,-,"92.10%,",90.71%
est_ud,gm_experiment_13,udpipe,test,9,-,"86.13%,",84.04%
est_ud,am_experiment_13,udpipe,train,0,-,"90.60%,",88.42%
est_ud,am_experiment_13,udpipe,test,0,-,"85.19%,",81.84%
est_ud,am_experiment_13,udpipe,train,1,-,"91.22%,",89.03%
est_ud,am_experiment_13,udpipe,test,1,-,"85.26%,",82.00%
est_ud,am_experiment_13,udpipe,train,2,-,"90.40%,",88.25%
est_ud,am_experiment_13,udpipe,test,2,-,"85.18%,",81.87%
est_ud,am_experiment_13,udpipe,train,3,-,"90.88%,",88.71%
est_ud,am_experiment_13,udpipe,test,3,-,"84.80%,",81.49%
est_ud,am_experiment_13,udpipe,train,4,-,"90.86%,",88.65%
est_ud,am_experiment_13,udpipe,test,4,-,"85.09%,",81.77%
est_ud,am_experiment_13,udpipe,train,5,-,"90.89%,",88.66%
est_ud,am_experiment_13,udpipe,test,5,-,"85.30%,",81.98%
est_ud,am_experiment_13,udpipe,train,6,-,"90.74%,",88.55%
est_ud,am_experiment_13,udpipe,test,6,-,"85.34%,",82.18%
est_ud,am_experiment_13,udpipe,train,7,-,"90.40%,",88.23%
est_ud,am_experiment_13,udpipe,test,7,-,"85.28%,",81.91%
est_ud,am_experiment_13,udpipe,train,8,-,"90.93%,",88.78%
est_ud,am_experiment_13,udpipe,test,8,-,"85.61%,",82.18%
est_ud,am_experiment_13,udpipe,train,9,-,"90.87%,",88.68%
est_ud,am_experiment_13,udpipe,test,9,-,"85.09%,",81.78%
est_ud,gm_experiment_14,udpipe,train,0,-,"91.62%,",90.26%
est_ud,gm_experiment_14,udpipe,test,0,-,"85.89%,",83.78%
est_ud,gm_experiment_14,udpipe,train,1,-,"91.67%,",90.23%
est_ud,gm_experiment_14,udpipe,test,1,-,"85.97%,",83.73%
est_ud,gm_experiment_14,udpipe,train,2,-,"91.76%,",90.34%
est_ud,gm_experiment_14,udpipe,test,2,-,"86.73%,",84.46%
est_ud,gm_experiment_14,udpipe,train,3,-,"92.00%,",90.61%
est_ud,gm_experiment_14,udpipe,test,3,-,"86.33%,",83.96%
est_ud,gm_experiment_14,udpipe,train,4,-,"91.15%,",89.71%
est_ud,gm_experiment_14,udpipe,test,4,-,"85.71%,",83.49%
est_ud,gm_experiment_14,udpipe,train,5,-,"92.25%,",90.85%
est_ud,gm_experiment_14,udpipe,test,5,-,"86.54%,",84.32%
est_ud,gm_experiment_14,udpipe,train,6,-,"91.51%,",90.16%
est_ud,gm_experiment_14,udpipe,test,6,-,"86.00%,",83.80%
est_ud,gm_experiment_14,udpipe,train,7,-,"91.13%,",89.68%
est_ud,gm_experiment_14,udpipe,test,7,-,"85.79%,",83.52%
est_ud,gm_experiment_14,udpipe,train,8,-,"91.88%,",90.42%
est_ud,gm_experiment_14,udpipe,test,8,-,"85.69%,",83.46%
est_ud,gm_experiment_14,udpipe,train,9,-,"92.06%,",90.66%
est_ud,gm_experiment_14,udpipe,test,9,-,"86.58%,",84.39%
est_ud,am_experiment_14,udpipe,train,0,-,"90.93%,",88.75%
est_ud,am_experiment_14,udpipe,test,0,-,"85.11%,",81.80%
est_ud,am_experiment_14,udpipe,train,1,-,"90.62%,",88.47%
est_ud,am_experiment_14,udpipe,test,1,-,"84.75%,",81.46%
est_ud,am_experiment_14,udpipe,train,2,-,"90.84%,",88.66%
est_ud,am_experiment_14,udpipe,test,2,-,"85.52%,",82.12%
est_ud,am_experiment_14,udpipe,train,3,-,"90.89%,",88.72%
est_ud,am_experiment_14,udpipe,test,3,-,"85.37%,",82.18%
est_ud,am_experiment_14,udpipe,train,4,-,"90.61%,",88.46%
est_ud,am_experiment_14,udpipe,test,4,-,"85.02%,",81.70%
est_ud,am_experiment_14,udpipe,train,5,-,"90.62%,",88.47%
est_ud,am_experiment_14,udpipe,test,5,-,"85.02%,",81.81%
est_ud,am_experiment_14,udpipe,train,6,-,"91.04%,",88.90%
est_ud,am_experiment_14,udpipe,test,6,-,"85.51%,",82.24%
est_ud,am_experiment_14,udpipe,train,7,-,"91.17%,",89.01%
est_ud,am_experiment_14,udpipe,test,7,-,"85.75%,",82.45%
est_ud,am_experiment_14,udpipe,train,8,-,"90.74%,",88.56%
est_ud,am_experiment_14,udpipe,test,8,-,"84.96%,",81.64%
est_ud,am_experiment_14,udpipe,train,9,-,"90.54%,",88.29%
est_ud,am_experiment_14,udpipe,test,9,-,"85.21%,",81.68%
edt,gm_experiment_1,udpipe,train,0,-,"92.72%,",90.90%
edt,gm_experiment_1,udpipe,test,0,-,"87.09%,",84.20%
edt,gm_experiment_1,udpipe,train,1,-,"92.86%,",91.18%
edt,gm_experiment_1,udpipe,test,1,-,"87.60%,",84.98%
edt,gm_experiment_1,udpipe,train,2,-,"92.35%,",90.70%
edt,gm_experiment_1,udpipe,test,2,-,"88.06%,",85.43%
edt,gm_experiment_1,udpipe,train,3,-,"92.01%,",90.46%
edt,gm_experiment_1,udpipe,test,3,-,"87.40%,",84.64%
edt,gm_experiment_1,udpipe,train,4,-,"92.87%,",91.27%
edt,gm_experiment_1,udpipe,test,4,-,"87.33%,",84.62%
