pat_id;isik;koht;muu;deprel;phrase_case;pattern;verb_word;verb_compound;phrase_nr;adp;inf_verb
4120;mitte kunagi;alati;muu;obl;ad;investeerima kokku kellel/millel;investeerima;kokku;1;;
4121;mitte kunagi;alati;muu;obl;ad;reisima ringi kellel/millel;reisima;ringi;1;;
4122;mitte kunagi;alati;muu;obl;ad;peitma kellel/millel;peitma;;1;;
4123;mitte kunagi;alati;muu;obl;ad;võimenduma kellel/millel;võimenduma;;1;;
4124;mitte kunagi;vahel;muu;obl;ad;ahmima kellel/millel;ahmima;;1;;
4125;mitte kunagi;alati;muu;obl;ad;elama edasi kellel/millel;elama;edasi;1;;
4126;mitte kunagi;alati;mitte kunagi;obl;ad;rullima lahti kellel/millel;rullima;lahti;1;;
4127;mitte kunagi;mitte kunagi;muu;obl;ad;väärtustama kellel/millel;väärtustama;;1;;
4128;mitte kunagi;mitte kunagi;muu;obl;ad;saama alles kellel/millel;saama;alles;1;;
4129;mitte kunagi;alati;mitte kunagi;obl;ad;patseerima kellel/millel;patseerima;;1;;
4130;mitte kunagi;alati;muu;obl;ad;elama sisse kellel/millel;elama;sisse;1;;
4131;mitte kunagi;vahel;muu;obl;ad;saama hukka kellel/millel;saama;hukka;1;;
4132;mitte kunagi;vahel;muu;obl;ad;vingerdama kellel/millel;vingerdama;;1;;
4133;mitte kunagi;alati;muu;obl;ad;painama kellel/millel;painama;;1;;
4134;mitte kunagi;vahel;muu;obl;ad;saama kaasa kellel/millel;saama;kaasa;1;;
4135;mitte kunagi;alati;muu;obl;ad;haakuma kellel/millel;haakuma;;1;;
4136;mitte kunagi;mitte kunagi;muu;obl;ad;iganema kellel/millel;iganema;;1;;
4137;mitte kunagi;alati;mitte kunagi;obl;ad;olema tagasi kellel/millel;olema;tagasi;1;;
4138;mitte kunagi;vahel;muu;obl;ad;algama alles kellel/millel;algama;alles;1;;
4139;mitte kunagi;vahel;muu;obl;ad;saama ligi kellel/millel;saama;ligi;1;;
4140;mitte kunagi;alati;muu;obl;ad;šokeerima kellel/millel;šokeerima;;1;;
4141;mitte kunagi;alati;mitte kunagi;obl;ad;saabuma tagasi kellel/millel;saabuma;tagasi;1;;
4142;vahel;vahel;muu;obl;ad;painduma kellel/millel;painduma;;1;;
4143;mitte kunagi;alati;muu;obl;ad;vinduma kellel/millel;vinduma;;1;;
4144;mitte kunagi;alati;muu;obl;ad;saama üles kellel/millel;saama;üles;1;;
4145;mitte kunagi;mitte kunagi;muu;obl;ad;dubleerima kellel/millel;dubleerima;;1;;
4146;mitte kunagi;vahel;muu;obl;ad;ostma ära kellel/millel;ostma;ära;1;;
4147;mitte kunagi;alati;muu;obl;ad;vältama kellel/millel;vältama;;1;;
4148;mitte kunagi;vahel;pole kindel;obl;ad;ühtima kellel/millel;ühtima;;1;;
4149;mitte kunagi;alati;muu;obl;ad;ühtlustama kellel/millel;ühtlustama;;1;;
4150;mitte kunagi;alati;mitte kunagi;obl;ad;otsima üles kellel/millel;otsima;üles;1;;
4151;mitte kunagi;alati;muu;obl;ad;ahhetama kellel/millel;ahhetama;;1;;
4152;vahel;vahel;muu;obl;ad;elama lähedal kellel/millel;elama;lähedal;1;;
4153;mitte kunagi;vahel;muu;obl;ad;olema laiali kellel/millel;olema;laiali;1;;
4154;mitte kunagi;vahel;muu;obl;ad;võitma tagasi kellel/millel;võitma;tagasi;1;;
4155;mitte kunagi;alati;muu;obl;ad;roolima kellel/millel;roolima;;1;;
4156;mitte kunagi;alati;muu;obl;ad;informeerima kellel/millel;informeerima;;1;;
4157;mitte kunagi;vahel;muu;obl;ad;elama kaasa kellel/millel;elama;kaasa;1;;
4158;mitte kunagi;alati;muu;obl;ad;elutsema kellel/millel;elutsema;;1;;
4159;mitte kunagi;vahel;muu;obl;ad;samastuma kellel/millel;samastuma;;1;;
4160;mitte kunagi;vahel;muu;obl;ad;sulama kokku kellel/millel;sulama;kokku;1;;
4161;mitte kunagi;alati;muu;obl;ad;viirastuma kellel/millel;viirastuma;;1;;
4162;mitte kunagi;alati;muu;obl;ad;ahistama kellel/millel;ahistama;;1;;
4163;mitte kunagi;alati;pole kindel;obl;ad;saatma ilma kellel/millel;saatma;ilma;1;;
4164;mitte kunagi;vahel;muu;obl;ad;panema mööda kellel/millel;panema;mööda;1;;
4165;mitte kunagi;vahel;muu;obl;ad;investeerima kellel/millel;investeerima;;1;;
4166;mitte kunagi;alati;pole kindel;obl;ad;esitama vastu kellel/millel;esitama;vastu;1;;
4167;mitte kunagi;alati;muu;obl;ad;elama koos kellel/millel;elama;koos;1;;
4168;mitte kunagi;mitte kunagi;muu;obl;ad;rullima kellel/millel;rullima;;1;;
4169;mitte kunagi;alati;muu;obl;ad;elama kokku kellel/millel;elama;kokku;1;;
4170;mitte kunagi;vahel;muu;obl;ad;ahenema kellel/millel;ahenema;;1;;
4171;mitte kunagi;alati;muu;obl;ad;saama edasi kellel/millel;saama;edasi;1;;
4172;mitte kunagi;vahel;muu;obl;ad;identifitseerima kellel/millel;identifitseerima;;1;;
4173;mitte kunagi;alati;mitte kunagi;obl;ad;sulama ära kellel/millel;sulama;ära;1;;
4174;mitte kunagi;vahel;muu;obl;ad;aduma kellel/millel;aduma;;1;;
4175;mitte kunagi;vahel;muu;obl;ad;ehtima kellel/millel;ehtima;;1;;
4176;vahel;vahel;muu;obl;ad;olema peal kellel/millel;olema;peal;1;;
4177;mitte kunagi;alati;mitte kunagi;obl;ad;eristuma kellel/millel;eristuma;;1;;
4178;mitte kunagi;vahel;vaieldav märgendus;obl;ad;imama kellel/millel;imama;;1;;
4179;mitte kunagi;vahel;muu;obl;ad;võrdsustama kellel/millel;võrdsustama;;1;;
4180;mitte kunagi;vahel;muu;obl;ad;fikseeruma kellel/millel;fikseeruma;;1;;
4181;mitte kunagi;vahel;muu;obl;ad;einestama kellel/millel;einestama;;1;;
4182;mitte kunagi;vahel;muu;obl;ad;võrdsustuma kellel/millel;võrdsustuma;;1;;
4183;mitte kunagi;alati;mitte kunagi;obl;ad;väänama välja kellel/millel;väänama;välja;1;;
4184;mitte kunagi;vahel;muu;obl;ad;rekonstrueerima kellel/millel;rekonstrueerima;;1;;
4185;mitte kunagi;alati;mitte kunagi;obl;ad;filmima kellel/millel;filmima;;1;;
4186;mitte kunagi;alati;muu;obl;ad;ajama alla kellel/millel;ajama;alla;1;;
4187;mitte kunagi;alati;muu;obl;ad;figureerima kellel/millel;figureerima;;1;;
4188;mitte kunagi;vahel;muu;obl;ad;üllatuma kellel/millel;üllatuma;;1;;
4189;mitte kunagi;vahel;muu;obl;ad;eirama kellel/millel;eirama;;1;;
4190;mitte kunagi;alati;muu;obl;ad;aitama välja kellel/millel;aitama;välja;1;;
4191;mitte kunagi;mitte kunagi;muu;obl;ad;otsutama kellel/millel;otsutama;;1;;
4192;mitte kunagi;alati;muu;obl;ad;ronima välja kellel/millel;ronima;välja;1;;
4193;alati;mitte kunagi;mitte kunagi;obl;ad;saama kõrini kellel/millel;saama;kõrini;1;;
4194;mitte kunagi;vahel;muu;obl;ad;elama üle kellel/millel;elama;üle;1;;
4195;mitte kunagi;vahel;muu;obl;ad;saama eest kellel/millel;saama;eest;1;;
4196;mitte kunagi;alati;mitte kunagi;obl;ad;aerutama kellel/millel;aerutama;;1;;
4197;mitte kunagi;vahel;muu;obl;ad;sõitma maha kellel/millel;sõitma;maha;1;;
4198;mitte kunagi;alati;mitte kunagi;obl;ad;sähvima kellel/millel;sähvima;;1;;
4199;mitte kunagi;mitte kunagi;muu;obl;ad;võima kellel/millel;võima;;1;;
4200;mitte kunagi;alati;muu;obl;ad;ehmatama kellel/millel;ehmatama;;1;;
4201;mitte kunagi;alati;mitte kunagi;obl;ad;ajama läbi kellel/millel;ajama;läbi;1;;
4202;mitte kunagi;alati;muu;obl;ad;peibutama kellel/millel;peibutama;;1;;
4203;mitte kunagi;alati;mitte kunagi;obl;ad;finišeerima kellel/millel;finišeerima;;1;;
4204;mitte kunagi;vahel;muu;obl;ad;ennetama kellel/millel;ennetama;;1;;
4205;vahel;vahel;mitte kunagi;obl;ad;väänama kellel/millel;väänama;;1;;
4206;mitte kunagi;alati;pole kindel;obl;ad;finisheerima kellel/millel;finisheerima;;1;;
4207;mitte kunagi;alati;mitte kunagi;obl;ad;ajama laiali kellel/millel;ajama;laiali;1;;
4208;mitte kunagi;mitte kunagi;muu;obl;ad;otustama kellel/millel;otustama;;1;;
4209;mitte kunagi;vahel;muu;obl;ad;filosofeerima kellel/millel;filosofeerima;;1;;
4210;mitte kunagi;alati;mitte kunagi;obl;ad;üllitama kellel/millel;üllitama;;1;;
4211;mitte kunagi;alati;mitte kunagi;obl;ad;paugutama kellel/millel;paugutama;;1;;
4212;mitte kunagi;alati;muu;obl;ad;rulluma lahti kellel/millel;rulluma;lahti;1;;
4213;mitte kunagi;vahel;muu;obl;ad;panema tagasi kellel/millel;panema;tagasi;1;;
4214;mitte kunagi;vahel;muu;obl;ad;saatma edasi kellel/millel;saatma;edasi;1;;
4215;mitte kunagi;alati;muu;obl;ad;imbuma kellel/millel;imbuma;;1;;
4216;mitte kunagi;vahel;muu;obl;ad;viivitama kellel/millel;viivitama;;1;;
4217;mitte kunagi;alati;mitte kunagi;obl;ad;parafeerima kellel/millel;parafeerima;;1;;
4218;mitte kunagi;mitte kunagi;muu;obl;ad;olema otsa kellel/millel;olema;otsa;1;;
4219;mitte kunagi;mitte kunagi;muu;obl;ad;patsutama kellel/millel;patsutama;;1;;
4220;mitte kunagi;alati;muu;obl;ad;elustama kellel/millel;elustama;;1;;
4221;mitte kunagi;vahel;muu;obl;ad;paotama kellel/millel;paotama;;1;;
4222;mitte kunagi;alati;muu;obl;ad;paeluma kellel/millel;paeluma;;1;;
4223;mitte kunagi;alati;muu;obl;ad;võitlema välja kellel/millel;võitlema;välja;1;;
4224;mitte kunagi;alati;mitte kunagi;obl;ad;paukuma kellel/millel;paukuma;;1;;
4225;mitte kunagi;vahel;vaieldav märgendus;obl;ad;intensiivistuma kellel/millel;intensiivistuma;;1;;
4226;mitte kunagi;vahel;muu;obl;ad;otsustama ära kellel/millel;otsustama;ära;1;;
4227;mitte kunagi;alati;muu;obl;ad;intervjueerima kellel/millel;intervjueerima;;1;;
4228;mitte kunagi;mitte kunagi;muu;obl;ad;interpreteerima kellel/millel;interpreteerima;;1;;
4229;vahel;vahel;pole kindel;obl;ad;olema küljes kellel/millel;olema;küljes;1;;
4230;mitte kunagi;vahel;muu;obl;ad;viima üle kellel/millel;viima;üle;1;;
4231;mitte kunagi;vahel;muu;obl;ad;elatuma kellel/millel;elatuma;;1;;
4232;mitte kunagi;mitte kunagi;muu;obl;ad;võimendama kellel/millel;võimendama;;1;;
4233;mitte kunagi;vahel;muu;obl;ad;aeglustuma kellel/millel;aeglustuma;;1;;
4234;mitte kunagi;alati;mitte kunagi;obl;ad;sädelema kellel/millel;sädelema;;1;;
4235;alati;mitte kunagi;pole kindel;obl;ad;võima vaja kellel/millel;võima;vaja;1;;
4236;mitte kunagi;alati;muu;obl;ad;pagema kellel/millel;pagema;;1;;
4237;mitte kunagi;alati;muu;obl;ad;esinema kokku kellel/millel;esinema;kokku;1;;
4238;mitte kunagi;alati;muu;obl;ad;intensiivistama kellel/millel;intensiivistama;;1;;
4239;mitte kunagi;alati;mitte kunagi;obl;ad;elavnema kellel/millel;elavnema;;1;;
4240;mitte kunagi;alati;mitte kunagi;obl;ad;viima ära kellel/millel;viima;ära;1;;
4241;mitte kunagi;alati;pole kindel;obl;ad;viima üles kellel/millel;viima;üles;1;;
4242;mitte kunagi;mitte kunagi;muu;obl;ad;viima välja kellel/millel;viima;välja;1;;
4243;mitte kunagi;alati;mitte kunagi;obl;ad;aeguma kellel/millel;aeguma;;1;;
4244;mitte kunagi;vahel;muu;obl;ad;saatma mööda kellel/millel;saatma;mööda;1;;
4245;mitte kunagi;vahel;muu;obl;ad;installima kellel/millel;installima;;1;;
4246;mitte kunagi;alati;mitte kunagi;obl;ad;aelema kellel/millel;aelema;;1;;
4247;mitte kunagi;vahel;muu;obl;ad;ütlema lahti kellel/millel;ütlema;lahti;1;;
4248;mitte kunagi;alati;muu;obl;ad;võitma juurde kellel/millel;võitma;juurde;1;;
4249;mitte kunagi;vahel;muu;obl;ad;innustuma kellel/millel;innustuma;;1;;
4250;mitte kunagi;alati;muu;obl;ad;elama välja kellel/millel;elama;välja;1;;
4251;mitte kunagi;vahel;muu;obl;ad;invaliidistuma kellel/millel;invaliidistuma;;1;;
4252;mitte kunagi;vahel;muu;obl;ad;esitama kokku kellel/millel;esitama;kokku;1;;
4253;mitte kunagi;vahel;muu;obl;ad;panema ära kellel/millel;panema;ära;1;;
4254;mitte kunagi;vahel;muu;obl;ad;elavdama kellel/millel;elavdama;;1;;
4255;mitte kunagi;alati;muu;obl;ad;roomama kellel/millel;roomama;;1;;
4256;mitte kunagi;vahel;muu;obl;ad;elama ära kellel/millel;elama;ära;1;;
4257;mitte kunagi;mitte kunagi;muu;obl;ad;inspireerima kellel/millel;inspireerima;;1;;
4258;mitte kunagi;alati;muu;obl;ad;inspekteerima kellel/millel;inspekteerima;;1;;
4259;mitte kunagi;alati;muu;obl;ad;võitma kokku kellel/millel;võitma;kokku;1;;
4260;mitte kunagi;alati;muu;obl;ad;viimistlema kellel/millel;viimistlema;;1;;
4261;mitte kunagi;vahel;muu;obl;ad;elatama kellel/millel;elatama;;1;;
4262;mitte kunagi;alati;muu;obl;ad;esinema koos kellel/millel;esinema;koos;1;;
4263;mitte kunagi;vahel;muu;obl;ad;idanema kellel/millel;idanema;;1;;
4264;mitte kunagi;alati;muu;obl;ad;rentima kellel/millel;rentima;;1;;
4265;mitte kunagi;vahel;muu;obl;ad;panema peale kellel/millel;panema;peale;1;;
4266;mitte kunagi;alati;muu;obl;ad;formeeruma kellel/millel;formeeruma;;1;;
4267;vahel;vahel;muu;obl;ad;väsima ära kellel/millel;väsima;ära;1;;
4268;mitte kunagi;vahel;muu;obl;ad;ehitama valmis kellel/millel;ehitama;valmis;1;;
4269;mitte kunagi;alati;muu;obl;ad;väsitama kellel/millel;väsitama;;1;;
4270;mitte kunagi;alati;mitte kunagi;obl;ad;panema püsti kellel/millel;panema;püsti;1;;
4271;mitte kunagi;alati;mitte kunagi;obl;ad;vilistama kellel/millel;vilistama;;1;;
4272;mitte kunagi;alati;muu;obl;ad;värvuma kellel/millel;värvuma;;1;;
4273;vahel;vahel;muu;obl;ad;saagima maha kellel/millel;saagima;maha;1;;
4274;mitte kunagi;alati;muu;obl;ad;ajama taga kellel/millel;ajama;taga;1;;
4275;mitte kunagi;vahel;muu;obl;ad;saastuma kellel/millel;saastuma;;1;;
4276;mitte kunagi;vahel;muu;obl;ad;sulanduma kellel/millel;sulanduma;;1;;
4277;mitte kunagi;vahel;muu;obl;ad;ironiseerima kellel/millel;ironiseerima;;1;;
4278;mitte kunagi;vahel;muu;obl;ad;ilmuma kokku kellel/millel;ilmuma;kokku;1;;
4279;mitte kunagi;vahel;muu;obl;ad;ruttama kellel/millel;ruttama;;1;;
4280;mitte kunagi;alati;mitte kunagi;obl;ad;üürgama kellel/millel;üürgama;;1;;
4281;mitte kunagi;alati;pole kindel;obl;ad;ajama sisse kellel/millel;ajama;sisse;1;;
4282;mitte kunagi;vahel;muu;obl;ad;ilmuma kohale kellel/millel;ilmuma;kohale;1;;
4283;mitte kunagi;vahel;muu;obl;ad;formuleerima kellel/millel;formuleerima;;1;;
4284;mitte kunagi;vahel;muu;obl;ad;värbama kellel/millel;värbama;;1;;
4285;mitte kunagi;vahel;muu;obl;ad;ehitama välja kellel/millel;ehitama;välja;1;;
4286;mitte kunagi;alati;mitte kunagi;obl;ad;võrsuma kellel/millel;võrsuma;;1;;
4287;mitte kunagi;alati;muu;obl;ad;võtma alla kellel/millel;võtma;alla;1;;
4288;mitte kunagi;vahel;muu;obl;ad;ilmuma ette kellel/millel;ilmuma;ette;1;;
4289;mitte kunagi;alati;muu;obl;ad;ajama välja kellel/millel;ajama;välja;1;;
4290;mitte kunagi;mitte kunagi;muu;obl;ad;funktsioneerima kellel/millel;funktsioneerima;;1;;
4291;mitte kunagi;vahel;muu;obl;ad;summutama kellel/millel;summutama;;1;;
4292;mitte kunagi;vahel;muu;obl;ad;ergutama kellel/millel;ergutama;;1;;
4293;mitte kunagi;vahel;muu;obl;ad;paigutuma kellel/millel;paigutuma;;1;;
4294;mitte kunagi;alati;mitte kunagi;obl;ad;väristama kellel/millel;väristama;;1;;
4295;mitte kunagi;alati;mitte kunagi;obl;ad;pealkirjastama kellel/millel;pealkirjastama;;1;;
4296;vahel;vahel;pole kindel;obl;ad;funkama kellel/millel;funkama;;1;;
4297;mitte kunagi;vahel;muu;obl;ad;viljelema kellel/millel;viljelema;;1;;
4298;mitte kunagi;vahel;muu;obl;ad;värskendama kellel/millel;värskendama;;1;;
4299;mitte kunagi;mitte kunagi;muu;obl;ad;saama juurde kellel/millel;saama;juurde;1;;
4300;mitte kunagi;alati;muu;obl;ad;suplema kellel/millel;suplema;;1;;
4301;alati;mitte kunagi;pole kindel;obl;ad;ajama püsti kellel/millel;ajama;püsti;1;;
4302;mitte kunagi;alati;muu;obl;ad;olema koos kellel/millel;olema;koos;1;;
4303;vahel;vahel;muu;obl;ad;ajama segi kellel/millel;ajama;segi;1;;
4304;mitte kunagi;mitte kunagi;muu;obl;ad;pankrotistuma kellel/millel;pankrotistuma;;1;;
4305;mitte kunagi;vahel;vaieldav märgendus;obl;ad;pehmenema kellel/millel;pehmenema;;1;;
4306;mitte kunagi;mitte kunagi;muu;obl;ad;üürima välja kellel/millel;üürima;välja;1;;
4307;mitte kunagi;alati;mitte kunagi;obl;ad;peatama kinni kellel/millel;peatama;kinni;1;;
4308;mitte kunagi;vahel;muu;obl;ad;olema taga kellel/millel;olema;taga;1;;
4309;mitte kunagi;alati;muu;obl;ad;vilksatama kellel/millel;vilksatama;;1;;
4310;mitte kunagi;alati;muu;obl;ad;ülistama kellel/millel;ülistama;;1;;
4311;mitte kunagi;alati;muu;obl;ad;ajama üles kellel/millel;ajama;üles;1;;
4312;mitte kunagi;vahel;muu;obl;ad;sumbuma kellel/millel;sumbuma;;1;;
4313;mitte kunagi;mitte kunagi;muu;obl;ad;saastama kellel/millel;saastama;;1;;
4314;mitte kunagi;mitte kunagi;muu;obl;ad;eestima kellel/millel;eestima;;1;;
4315;mitte kunagi;mitte kunagi;muu;obl;ad;ajendama kellel/millel;ajendama;;1;;
4316;mitte kunagi;vahel;muu;obl;ad;säiluma kellel/millel;säiluma;;1;;
4317;mitte kunagi;vahel;muu;obl;ad;ronima maha kellel/millel;ronima;maha;1;;
4318;mitte kunagi;alati;muu;obl;ad;ilkuma kellel/millel;ilkuma;;1;;
4319;mitte kunagi;vahel;muu;obl;ad;saagima kellel/millel;saagima;;1;;
4320;mitte kunagi;alati;muu;obl;ad;värelema kellel/millel;värelema;;1;;
4321;mitte kunagi;alati;muu;obl;ad;irvitama kellel/millel;irvitama;;1;;
4322;alati;mitte kunagi;pole kindel;obl;ad;olema võlgu kellel/millel;olema;võlgu;1;;
4323;alati;mitte kunagi;pole kindel;obl;ad;olema võlgu kellel/millel;olema;võlgu;1;;
4324;mitte kunagi;vahel;muu;obl;ad;illustreerima kellel/millel;illustreerima;;1;;
4325;mitte kunagi;vahel;muu;obl;ad;ajastama kellel/millel;ajastama;;1;;
4326;mitte kunagi;alati;muu;obl;ad;ülendama kellel/millel;ülendama;;1;;
4327;mitte kunagi;alati;mitte kunagi;obl;ad;panema pihta kellel/millel;panema;pihta;1;;
4328;mitte kunagi;vahel;muu;obl;ad;garanteerima kellel/millel;garanteerima;;1;;
4329;mitte kunagi;vahel;pole kindel;obl;ad;ajama ära kellel/millel;ajama;ära;1;;
4330;mitte kunagi;alati;vaieldav märgendus;obl;ad;eemalduma kellel/millel;eemalduma;;1;;
4331;mitte kunagi;alati;muu;obl;ad;gastroleerima kellel/millel;gastroleerima;;1;;
4332;vahel;vahel;mitte kunagi;obl;ad;vilksatama läbi kellel/millel;vilksatama;läbi;1;;
4333;mitte kunagi;mitte kunagi;muu;obl;ad;akkama kellel/millel;akkama;;1;;
4334;vahel;vahel;muu;obl;ad;ikalduma kellel/millel;ikalduma;;1;;
4335;mitte kunagi;mitte kunagi;muu;obl;ad;genereerima kellel/millel;genereerima;;1;;
4336;mitte kunagi;alati;muu;obl;ad;aktiveerima kellel/millel;aktiveerima;;1;;
4337;mitte kunagi;alati;mitte kunagi;obl;ad;sõitma külge kellel/millel;sõitma;külge;1;;
4338;mitte kunagi;vahel;muu;obl;ad;aktiveeruma kellel/millel;aktiveeruma;;1;;
4339;mitte kunagi;vahel;muu;obl;ad;saatma ära kellel/millel;saatma;ära;1;;
4340;mitte kunagi;alati;muu;obl;ad;võtma juurde kellel/millel;võtma;juurde;1;;
4341;mitte kunagi;alati;muu;obl;ad;paterdama kellel/millel;paterdama;;1;;
4342;mitte kunagi;vahel;muu;obl;ad;vilkuma kellel/millel;vilkuma;;1;;
4343;mitte kunagi;vahel;muu;obl;ad;võrgutama kellel/millel;võrgutama;;1;;
4344;mitte kunagi;vahel;muu;obl;ad;patustama kellel/millel;patustama;;1;;
4345;mitte kunagi;alati;muu;obl;ad;saatma laiali kellel/millel;saatma;laiali;1;;
4346;mitte kunagi;alati;muu;obl;ad;ilmestama kellel/millel;ilmestama;;1;;
4347;mitte kunagi;alati;muu;obl;ad;ajama maha kellel/millel;ajama;maha;1;;
4348;mitte kunagi;alati;muu;obl;ad;remontima kellel/millel;remontima;;1;;
4349;mitte kunagi;alati;muu;obl;ad;dokumenteerima kellel/millel;dokumenteerima;;1;;
4350;mitte kunagi;alati;pole kindel;obl;ad;saama ümber kellel/millel;saama;ümber;1;;
4351;mitte kunagi;vahel;muu;obl;ad;pantima kellel/millel;pantima;;1;;
4352;mitte kunagi;vahel;muu;obl;ad;väntama kellel/millel;väntama;;1;;
4353;mitte kunagi;vahel;muu;obl;ad;edendama kellel/millel;edendama;;1;;
4354;mitte kunagi;vahel;muu;obl;ad;vänderdama kellel/millel;vänderdama;;1;;
4355;mitte kunagi;mitte kunagi;muu;obl;ad;ühilduma kellel/millel;ühilduma;;1;;
4356;mitte kunagi;vahel;muu;obl;ad;distsiplineerima kellel/millel;distsiplineerima;;1;;
4357;mitte kunagi;mitte kunagi;muu;obl;ad;panema külge kellel/millel;panema;külge;1;;
4358;mitte kunagi;vahel;muu;obl;ad;haigutama kellel/millel;haigutama;;1;;
4359;mitte kunagi;alati;mitte kunagi;obl;ad;hüppama üles kellel/millel;hüppama;üles;1;;
4360;mitte kunagi;vahel;muu;obl;ad;surema kokku kellel/millel;surema;kokku;1;;
4361;mitte kunagi;vahel;muu;obl;ad;distantseeruma kellel/millel;distantseeruma;;1;;
4362;mitte kunagi;vahel;muu;obl;ad;rentima välja kellel/millel;rentima;välja;1;;
4363;mitte kunagi;vahel;muu;obl;ad;eraldama kokku kellel/millel;eraldama;kokku;1;;
4364;mitte kunagi;alati;mitte kunagi;obl;ad;suvitama kellel/millel;suvitama;;1;;
4365;mitte kunagi;alati;pole kindel;obl;ad;algatama vastu kellel/millel;algatama;vastu;1;;
4366;mitte kunagi;vahel;muu;obl;ad;panustama kellel/millel;panustama;;1;;
4367;mitte kunagi;alati;mitte kunagi;obl;ad;hüüatama kellel/millel;hüüatama;;1;;
4368;mitte kunagi;mitte kunagi;muu;obl;ad;olema täis kellel/millel;olema;täis;1;;
4369;mitte kunagi;vahel;muu;obl;ad;ostma tagasi kellel/millel;ostma;tagasi;1;;
4370;mitte kunagi;vahel;muu;obl;ad;aktualiseeruma kellel/millel;aktualiseeruma;;1;;
4371;mitte kunagi;vahel;pole kindel;obl;ad;panema otsa kellel/millel;panema;otsa;1;;
4372;mitte kunagi;vahel;muu;obl;ad;ennistama kellel/millel;ennistama;;1;;
4373;mitte kunagi;vahel;muu;obl;ad;pehmendama kellel/millel;pehmendama;;1;;
4374;mitte kunagi;vahel;muu;obl;ad;ignoreerima kellel/millel;ignoreerima;;1;;
4375;mitte kunagi;alati;mitte kunagi;obl;ad;ruulima kellel/millel;ruulima;;1;;
4376;mitte kunagi;alati;mitte kunagi;obl;ad;grillima kellel/millel;grillima;;1;;
4377;mitte kunagi;alati;muu;obl;ad;igavlema kellel/millel;igavlema;;1;;
4378;mitte kunagi;vahel;muu;obl;ad;aktsepteerima kellel/millel;aktsepteerima;;1;;
4379;mitte kunagi;alati;mitte kunagi;obl;ad;sõitma sisse kellel/millel;sõitma;sisse;1;;
4380;mitte kunagi;vahel;muu;obl;ad;aktiviseerima kellel/millel;aktiviseerima;;1;;
4381;mitte kunagi;alati;mitte kunagi;obl;ad;võtma järele kellel/millel;võtma;järele;1;;
4382;mitte kunagi;alati;muu;obl;ad;ihaldama kellel/millel;ihaldama;;1;;
4383;mitte kunagi;mitte kunagi;muu;obl;ad;villima kellel/millel;villima;;1;;
4384;vahel;vahel;muu;obl;ad;saama kinni kellel/millel;saama;kinni;1;;
4385;mitte kunagi;vahel;muu;obl;ad;aktiviseeruma kellel/millel;aktiviseeruma;;1;;
4386;mitte kunagi;vahel;muu;obl;ad;osundama kellel/millel;osundama;;1;;
4387;mitte kunagi;alati;mitte kunagi;obl;ad;renoveerima kellel/millel;renoveerima;;1;;
4388;mitte kunagi;alati;muu;obl;ad;roostetama kellel/millel;roostetama;;1;;
4389;mitte kunagi;vahel;muu;obl;ad;erastama kellel/millel;erastama;;1;;
4390;mitte kunagi;alati;muu;obl;ad;haakima kellel/millel;haakima;;1;;
4391;mitte kunagi;vahel;muu;obl;ad;ühtlustuma kellel/millel;ühtlustuma;;1;;
4392;mitte kunagi;vahel;muu;obl;ad;igatsema kellel/millel;igatsema;;1;;
4393;mitte kunagi;mitte kunagi;muu;obl;ad;alahindama kellel/millel;alahindama;;1;;
4394;mitte kunagi;vahel;muu;obl;ad;iseseisvuma kellel/millel;iseseisvuma;;1;;
4395;mitte kunagi;alati;muu;obl;ad;võistlema kaasa kellel/millel;võistlema;kaasa;1;;
4396;mitte kunagi;alati;muu;obl;ad;vinguma kellel/millel;vinguma;;1;;
4397;mitte kunagi;alati;muu;obl;ad;sõitma koos kellel/millel;sõitma;koos;1;;
4398;mitte kunagi;alati;muu;obl;ad;algama peale kellel/millel;algama;peale;1;;
4399;mitte kunagi;alati;muu;obl;ad;haavama kellel/millel;haavama;;1;;
4400;mitte kunagi;vahel;muu;obl;ad;doteerima kellel/millel;doteerima;;1;;
4401;mitte kunagi;vahel;muu;obl;ad;võtma lahti kellel/millel;võtma;lahti;1;;
4402;mitte kunagi;alati;muu;obl;ad;patenteerima kellel/millel;patenteerima;;1;;
4403;mitte kunagi;vahel;muu;obl;ad;sallima kellel/millel;sallima;;1;;
4404;mitte kunagi;alati;mitte kunagi;obl;ad;panema plehku kellel/millel;panema;plehku;1;;
4405;mitte kunagi;alati;muu;obl;ad;värvima kellel/millel;värvima;;1;;
4406;mitte kunagi;alati;muu;obl;ad;üürima kellel/millel;üürima;;1;;
4407;mitte kunagi;vahel;muu;obl;ad;flirtima kellel/millel;flirtima;;1;;
4408;mitte kunagi;mitte kunagi;muu;obl;ad;sõitma läbi kellel/millel;sõitma;läbi;1;;
4409;mitte kunagi;alati;muu;obl;ad;saatma välja kellel/millel;saatma;välja;1;;
4410;alati;mitte kunagi;mitte kunagi;obl;ad;ajama täis kellel/millel;ajama;täis;1;;
4411;mitte kunagi;vahel;muu;obl;ad;ehitama üles kellel/millel;ehitama;üles;1;;
4412;mitte kunagi;alati;muu;obl;ad;peitma ära kellel/millel;peitma;ära;1;;
4413;mitte kunagi;vahel;muu;obl;ad;panema lukku kellel/millel;panema;lukku;1;;
