pat_id,pattern,phrase_case,isik,koht,muu,verb_word,verb_compound,phrase_nr,adp,deprel,inf_verb
8381,muretsema kellest/millest,el,vahel,vahel,muu,muretsema,,1,,obl,
8382,kärisema kellest/millest,el,mitte kunagi,vahel,muu,kärisema,,1,,obl,
8383,kärgatama kellest/millest,el,mitte kunagi,vahel,muu,kärgatama,,1,,obl,
8384,õppima ära kellest/millest,el,vahel,vahel,muu,õppima,ära,1,,obl,
8385,saama vastu kellest/millest,el,vahel,vahel,muu,saama,vastu,1,,obl,
8386,disainima kellest/millest,el,vahel,mitte kunagi,muu,disainima,,1,,obl,
8387,hajuma kellest/millest,el,vahel,vahel,muu,hajuma,,1,,obl,
8388,hüppama maha kellest/millest,el,mitte kunagi,vahel,muu,hüppama,maha,1,,obl,
8389,sõitma kohale kellest/millest,el,mitte kunagi,alati,mitte kunagi,sõitma,kohale,1,,obl,
8390,hajutama kellest/millest,el,mitte kunagi,vahel,muu,hajutama,,1,,obl,
8391,dirigeerima kellest/millest,el,vahel,vahel,muu,dirigeerima,,1,,obl,
8392,pasundama kellest/millest,el,mitte kunagi,mitte kunagi,muu,pasundama,,1,,obl,
8393,alistuma kellest/millest,el,vahel,mitte kunagi,muu,alistuma,,1,,obl,
8394,sõitma kokku kellest/millest,el,vahel,vahel,mitte kunagi,sõitma,kokku,1,,obl,
8395,hüppama sisse kellest/millest,el,mitte kunagi,alati,mitte kunagi,hüppama,sisse,1,,obl,
8396,haistma kellest/millest,el,vahel,vahel,mitte kunagi,haistma,,1,,obl,
8397,hakkama peale kellest/millest,el,mitte kunagi,vahel,muu,hakkama,peale,1,,obl,
8398,ostma kaasa kellest/millest,el,vahel,vahel,mitte kunagi,ostma,kaasa,1,,obl,
8399,paiskama välja kellest/millest,el,mitte kunagi,vahel,muu,paiskama,välja,1,,obl,
8400,ööbima kellest/millest,el,vahel,vahel,muu,ööbima,,1,,obl,
8401,hakkama kinni kellest/millest,el,vahel,mitte kunagi,muu,hakkama,kinni,1,,obl,
8402,diagnoosima kellest/millest,el,vahel,vahel,muu,diagnoosima,,1,,obl,
8403,saama maha kellest/millest,el,vahel,vahel,muu,saama,maha,1,,obl,
8404,ostma kokku kellest/millest,el,mitte kunagi,vahel,muu,ostma,kokku,1,,obl,
8405,võtma sisse kellest/millest,el,vahel,mitte kunagi,muu,võtma,sisse,1,,obl,
8406,virguma kellest/millest,el,mitte kunagi,vahel,muu,virguma,,1,,obl,
8407,ostma juurde kellest/millest,el,mitte kunagi,vahel,muu,ostma,juurde,1,,obl,
8408,rändama sisse kellest/millest,el,mitte kunagi,alati,mitte kunagi,rändama,sisse,1,,obl,
8409,välgatama kellest/millest,el,vahel,vahel,muu,välgatama,,1,,obl,
8410,sätestama kellest/millest,el,vahel,vahel,muu,sätestama,,1,,obl,
8411,hüplema kellest/millest,el,mitte kunagi,vahel,muu,hüplema,,1,,obl,
8412,rändama ringi kellest/millest,el,vahel,vahel,muu,rändama,ringi,1,,obl,
8413,alluma kellest/millest,el,vahel,vahel,muu,alluma,,1,,obl,
8414,diferentseerima kellest/millest,el,vahel,vahel,muu,diferentseerima,,1,,obl,
8415,andma edasi kellest/millest,el,mitte kunagi,vahel,muu,andma,edasi,1,,obl,
8416,defineerima kellest/millest,el,mitte kunagi,vahel,muu,defineerima,,1,,obl,
8417,hõõguma kellest/millest,el,mitte kunagi,vahel,muu,hõõguma,,1,,obl,
8418,andestama kellest/millest,el,vahel,vahel,muu,andestama,,1,,obl,
8419,sakutama kellest/millest,el,mitte kunagi,vahel,muu,sakutama,,1,,obl,
8420,hammustama kellest/millest,el,mitte kunagi,mitte kunagi,muu,hammustama,,1,,obl,
8421,visandama kellest/millest,el,vahel,mitte kunagi,muu,visandama,,1,,obl,
8422,olema ära kellest/millest,el,mitte kunagi,vahel,muu,olema,ära,1,,obl,
8423,võtma üles kellest/millest,el,vahel,vahel,muu,võtma,üles,1,,obl,
8424,analüüsima kellest/millest,el,vahel,mitte kunagi,muu,analüüsima,,1,,obl,
8425,paiskuma alla kellest/millest,el,mitte kunagi,alati,mitte kunagi,paiskuma,alla,1,,obl,
8426,hakkama välja kellest/millest,el,mitte kunagi,vahel,muu,hakkama,välja,1,,obl,
8427,virutama kellest/millest,el,vahel,vahel,mitte kunagi,virutama,,1,,obl,
8428,räppima kellest/millest,el,vahel,mitte kunagi,muu,räppima,,1,,obl,
8429,rändama läbi kellest/millest,el,mitte kunagi,vahel,muu,rändama,läbi,1,,obl,
8430,ampsama kellest/millest,el,vahel,vahel,muu,ampsama,,1,,obl,
8431,väljastama kellest/millest,el,mitte kunagi,vahel,muu,väljastama,,1,,obl,
8432,hüppama läbi kellest/millest,el,mitte kunagi,vahel,muu,hüppama,läbi,1,,obl,
8433,allkirjastama kellest/millest,el,mitte kunagi,vahel,muu,allkirjastama,,1,,obl,
8434,dikteerima kellest/millest,el,mitte kunagi,vahel,muu,dikteerima,,1,,obl,
8435,suunduma välja kellest/millest,el,mitte kunagi,alati,mitte kunagi,suunduma,välja,1,,obl,
8436,võtma peale kellest/millest,el,mitte kunagi,vahel,muu,võtma,peale,1,,obl,
8437,panema kinni kellest/millest,el,mitte kunagi,vahel,muu,panema,kinni,1,,obl,
8438,debüteerima kellest/millest,el,vahel,vahel,muu,debüteerima,,1,,obl,
8439,hõnguma kellest/millest,el,vahel,vahel,muu,hõnguma,,1,,obl,
8440,surema ära kellest/millest,el,vahel,mitte kunagi,muu,surema,ära,1,,obl,
8441,amortiseeruma kellest/millest,el,mitte kunagi,vahel,muu,amortiseeruma,,1,,obl,
8442,võtma üle kellest/millest,el,mitte kunagi,vahel,muu,võtma,üle,1,,obl,
8443,halvenema kellest/millest,el,mitte kunagi,vahel,muu,halvenema,,1,,obl,
8444,sättima kellest/millest,el,vahel,vahel,muu,sättima,,1,,obl,
8445,kihisema kellest/millest,el,vahel,mitte kunagi,muu,kihisema,,1,,obl,
8446,saama ära kellest/millest,el,vahel,vahel,mitte kunagi,saama,ära,1,,obl,
8447,hüppama alla kellest/millest,el,mitte kunagi,vahel,muu,hüppama,alla,1,,obl,
8448,võtma tagasi kellest/millest,el,mitte kunagi,vahel,muu,võtma,tagasi,1,,obl,
8449,võõrustama kellest/millest,el,vahel,vahel,muu,võõrustama,,1,,obl,
8450,panema alla kellest/millest,el,vahel,vahel,muu,panema,alla,1,,obl,
8451,hõiskama kellest/millest,el,mitte kunagi,vahel,muu,hõiskama,,1,,obl,
8452,paistma ära kellest/millest,el,mitte kunagi,vahel,muu,paistma,ära,1,,obl,
8453,rääkima tagasi kellest/millest,el,mitte kunagi,mitte kunagi,muu,rääkima,tagasi,1,,obl,
8454,andma ära kellest/millest,el,mitte kunagi,vahel,muu,andma,ära,1,,obl,
8455,sõitma eemale kellest/millest,el,vahel,vahel,muu,sõitma,eemale,1,,obl,
8456,viskama maha kellest/millest,el,vahel,vahel,muu,viskama,maha,1,,obl,
8457,hääbuma kellest/millest,el,vahel,vahel,muu,hääbuma,,1,,obl,
8458,suubuma kellest/millest,el,mitte kunagi,vahel,muu,suubuma,,1,,obl,
8459,haukama kellest/millest,el,mitte kunagi,vahel,muu,haukama,,1,,obl,
8460,peetuma kellest/millest,el,mitte kunagi,vahel,muu,,peetuma,1,,obl,
8461,andma ette kellest/millest,el,vahel,vahel,muu,andma,ette,1,,obl,
8462,salgama kellest/millest,el,vahel,vahel,muu,salgama,,1,,obl,
8463,broneerima kellest/millest,el,vahel,vahel,muu,broneerima,,1,,obl,
8464,hõljuma kellest/millest,el,vahel,vahel,muu,hõljuma,,1,,obl,
8465,andma alla kellest/millest,el,vahel,mitte kunagi,muu,andma,alla,1,,obl,
8466,võõrandama kellest/millest,el,vahel,mitte kunagi,muu,võõrandama,,1,,obl,
8467,saama otsa kellest/millest,el,mitte kunagi,vahel,muu,saama,otsa,1,,obl,
8468,paiskuma välja kellest/millest,el,vahel,vahel,muu,paiskuma,välja,1,,obl,
8469,hammustama ära kellest/millest,el,mitte kunagi,vahel,muu,hammustama,ära,1,,obl,
8470,võõranduma kellest/millest,el,vahel,mitte kunagi,muu,võõranduma,,1,,obl,
8471,passima kellest/millest,el,vahel,vahel,muu,passima,,1,,obl,
8472,võõrutama kellest/millest,el,mitte kunagi,mitte kunagi,muu,võõrutama,,1,,obl,
8473,andma juurde kellest/millest,el,mitte kunagi,vahel,muu,andma,juurde,1,,obl,
8474,rüüpama kellest/millest,el,mitte kunagi,alati,mitte kunagi,rüüpama,,1,,obl,
8475,vupsama välja kellest/millest,el,mitte kunagi,vahel,muu,vupsama,välja,1,,obl,
8476,hämmelduma kellest/millest,el,mitte kunagi,mitte kunagi,muu,hämmelduma,,1,,obl,
8477,heidutama kellest/millest,el,vahel,vahel,muu,heidutama,,1,,obl,
8478,avalikustama kellest/millest,el,vahel,mitte kunagi,muu,avalikustama,,1,,obl,
8479,avardama kellest/millest,el,vahel,mitte kunagi,muu,avardama,,1,,obl,
8480,paistma sisse kellest/millest,el,mitte kunagi,vahel,muu,paistma,sisse,1,,obl,
8481,suudlema kellest/millest,el,vahel,mitte kunagi,muu,suudlema,,1,,obl,
8482,harutama lahti kellest/millest,el,mitte kunagi,vahel,muu,harutama,lahti,1,,obl,
8483,saama vaja kellest/millest,el,mitte kunagi,vahel,muu,saama,vaja,1,,obl,
8484,vurama mööda kellest/millest,el,vahel,vahel,muu,vurama,mööda,1,,obl,
8485,oletama kellest/millest,el,vahel,mitte kunagi,muu,oletama,,1,,obl,
8486,hauduma kellest/millest,el,mitte kunagi,mitte kunagi,muu,hauduma,,1,,obl,
8487,riskima kellest/millest,el,vahel,vahel,muu,riskima,,1,,obl,
8488,harrastama kellest/millest,el,vahel,vahel,muu,harrastama,,1,,obl,
8489,andma tagasi kellest/millest,el,mitte kunagi,vahel,muu,andma,tagasi,1,,obl,
8490,õnnistama kellest/millest,el,vahel,vahel,muu,õnnistama,,1,,obl,
8491,hakkama külge kellest/millest,el,mitte kunagi,vahel,muu,hakkama,külge,1,,obl,
8492,osalema kokku kellest/millest,el,vahel,vahel,mitte kunagi,osalema,kokku,1,,obl,
8493,paistma läbi kellest/millest,el,mitte kunagi,vahel,muu,paistma,läbi,1,,obl,
8494,viskama mööda kellest/millest,el,vahel,mitte kunagi,muu,viskama,mööda,1,,obl,
8495,anduma kellest/millest,el,vahel,vahel,muu,anduma,,1,,obl,
8496,andma üle kellest/millest,el,vahel,vahel,muu,andma,üle,1,,obl,
8497,vurama kellest/millest,el,mitte kunagi,vahel,muu,vurama,,1,,obl,
8498,ytlema kellest/millest,el,vahel,mitte kunagi,muu,ytlema,,1,,obl,
8499,andma üles kellest/millest,el,vahel,vahel,muu,andma,üles,1,,obl,
8500,õnnitlema kellest/millest,el,vahel,vahel,muu,õnnitlema,,1,,obl,
8501,hääletama maha kellest/millest,el,mitte kunagi,vahel,muu,hääletama,maha,1,,obl,
8502,rääkima mööda kellest/millest,el,vahel,mitte kunagi,muu,rääkima,mööda,1,,obl,
8503,avastama kokku kellest/millest,el,mitte kunagi,alati,mitte kunagi,avastama,kokku,1,,obl,
8504,rääkima läbi kellest/millest,el,vahel,mitte kunagi,muu,rääkima,läbi,1,,obl,
8505,saama valmis kellest/millest,el,vahel,vahel,muu,saama,valmis,1,,obl,
8506,saama peale kellest/millest,el,mitte kunagi,vahel,muu,saama,peale,1,,obl,
8507,lahvatama kellest/millest,el,mitte kunagi,vahel,muu,lahvatama,,1,,obl,
8508,puistama kellest/millest,el,vahel,vahel,muu,puistama,,1,,obl,
8509,sõitma kaasa kellest/millest,el,vahel,vahel,muu,sõitma,kaasa,1,,obl,
8510,käima ringi kellest/millest,el,vahel,vahel,muu,käima,ringi,1,,obl,
8511,sihtima kellest/millest,el,mitte kunagi,vahel,muu,sihtima,,1,,obl,
8512,pilduma kellest/millest,el,mitte kunagi,vahel,muu,pilduma,,1,,obl,
8513,tunnetama kellest/millest,el,vahel,mitte kunagi,muu,tunnetama,,1,,obl,
8514,talutama välja kellest/millest,el,mitte kunagi,alati,mitte kunagi,talutama,välja,1,,obl,
8515,tutvuma kellest/millest,el,vahel,vahel,muu,tutvuma,,1,,obl,
8516,mängima kaasa kellest/millest,el,vahel,vahel,muu,mängima,kaasa,1,,obl,
8517,talvituma kellest/millest,el,vahel,mitte kunagi,muu,talvituma,,1,,obl,
8518,turvama kellest/millest,el,mitte kunagi,vahel,muu,turvama,,1,,obl,
8519,kuulutama välja kellest/millest,el,vahel,vahel,muu,kuulutama,välja,1,,obl,
8520,kuuluma kokku kellest/millest,el,vahel,vahel,muu,kuuluma,kokku,1,,obl,
8521,mängima koos kellest/millest,el,mitte kunagi,vahel,muu,mängima,koos,1,,obl,
8522,pärandama kellest/millest,el,vahel,vahel,muu,pärandama,,1,,obl,
8523,käima sisse kellest/millest,el,mitte kunagi,vahel,muu,käima,sisse,1,,obl,
8524,tungima välja kellest/millest,el,mitte kunagi,vahel,muu,tungima,välja,1,,obl,
8525,käima edasi kellest/millest,el,vahel,vahel,muu,käima,edasi,1,,obl,
8526,käima koos kellest/millest,el,mitte kunagi,vahel,muu,käima,koos,1,,obl,
8527,käima peale kellest/millest,el,mitte kunagi,alati,mitte kunagi,käima,peale,1,,obl,
8528,mädanema kellest/millest,el,mitte kunagi,vahel,muu,mädanema,,1,,obl,
8529,tantsima kellest/millest,el,vahel,vahel,muu,tantsima,,1,,obl,
8530,signaliseerima kellest/millest,el,mitte kunagi,mitte kunagi,muu,signaliseerima,,1,,obl,
8531,pildistama kellest/millest,el,vahel,vahel,muu,pildistama,,1,,obl,
8532,käima ees kellest/millest,el,vahel,mitte kunagi,muu,käima,ees,1,,obl,
8533,käima kaasas kellest/millest,el,vahel,vahel,muu,käima,kaasas,1,,obl,
8534,käima kohal kellest/millest,el,vahel,vahel,muu,käima,kohal,1,,obl,
8535,käima kokku kellest/millest,el,vahel,vahel,muu,käima,kokku,1,,obl,
8536,tunnustama kellest/millest,el,vahel,vahel,muu,tunnustama,,1,,obl,
8537,käima ära kellest/millest,el,vahel,vahel,muu,käima,ära,1,,obl,
8538,puutuma kokku kellest/millest,el,vahel,vahel,muu,puutuma,kokku,1,,obl,
8539,tunglema kellest/millest,el,vahel,vahel,muu,tunglema,,1,,obl,
8540,käima välja kellest/millest,el,vahel,vahel,muu,käima,välja,1,,obl,
8541,käibima kellest/millest,el,vahel,vahel,muu,käibima,,1,,obl,
8542,krahmama kinni kellest/millest,el,mitte kunagi,vahel,muu,krahmama,kinni,1,,obl,
8543,tahtma ära kellest/millest,el,mitte kunagi,vahel,muu,tahtma,ära,1,,obl,
8544,mõistma välja kellest/millest,el,mitte kunagi,vahel,muu,mõistma,välja,1,,obl,
8545,kruvima kellest/millest,el,mitte kunagi,vahel,muu,kruvima,,1,,obl,
8546,tõmbama maha kellest/millest,el,mitte kunagi,vahel,muu,tõmbama,maha,1,,obl,
8547,pääsema üle kellest/millest,el,mitte kunagi,vahel,muu,pääsema,üle,1,,obl,
8548,tõmbama läbi kellest/millest,el,mitte kunagi,vahel,muu,tõmbama,läbi,1,,obl,
8549,määrima kellest/millest,el,vahel,vahel,muu,määrima,,1,,obl,
8550,tõmbama alla kellest/millest,el,mitte kunagi,vahel,muu,tõmbama,alla,1,,obl,
8551,määrduma kellest/millest,el,vahel,vahel,muu,määrduma,,1,,obl,
8552,tõmbama eemale kellest/millest,el,vahel,vahel,muu,tõmbama,eemale,1,,obl,
8553,päästma ära kellest/millest,el,vahel,vahel,muu,päästma,ära,1,,obl,
8554,tõmbama sisse kellest/millest,el,mitte kunagi,vahel,muu,tõmbama,sisse,1,,obl,
8555,tõmbama lahti kellest/millest,el,vahel,vahel,muu,tõmbama,lahti,1,,obl,
8556,käima alla kellest/millest,el,vahel,vahel,muu,käima,alla,1,,obl,
8557,kuhjuma kellest/millest,el,mitte kunagi,vahel,muu,kuhjuma,,1,,obl,
8558,siginema kellest/millest,el,mitte kunagi,vahel,muu,siginema,,1,,obl,
8559,kvalifitseeruma kellest/millest,el,vahel,vahel,muu,kvalifitseeruma,,1,,obl,
8560,turustama kellest/millest,el,mitte kunagi,vahel,muu,turustama,,1,,obl,
8561,turritama kellest/millest,el,vahel,vahel,muu,turritama,,1,,obl,
8562,tursuma kellest/millest,el,mitte kunagi,mitte kunagi,muu,tursuma,,1,,obl,
8563,turritama välja kellest/millest,el,mitte kunagi,alati,mitte kunagi,turritama,välja,1,,obl,
8564,kummarduma kellest/millest,el,mitte kunagi,vahel,muu,kummarduma,,1,,obl,
8565,pääsema ära kellest/millest,el,mitte kunagi,vahel,muu,pääsema,ära,1,,obl,
8566,piisama vaja kellest/millest,el,vahel,mitte kunagi,muu,piisama,vaja,1,,obl,
8567,mõikama kellest/millest,el,mitte kunagi,mitte kunagi,muu,mõikama,,1,,obl,
8568,kuduma kellest/millest,el,mitte kunagi,vahel,muu,kuduma,,1,,obl,
8569,kuivama kellest/millest,el,mitte kunagi,vahel,muu,kuivama,,1,,obl,
8570,piisama välja kellest/millest,el,mitte kunagi,vahel,muu,piisama,välja,1,,obl,
8571,tankima kellest/millest,el,vahel,alati,mitte kunagi,tankima,,1,,obl,
8572,tunnistama üles kellest/millest,el,vahel,vahel,muu,tunnistama,üles,1,,obl,
8573,lunastama kellest/millest,el,vahel,vahel,muu,lunastama,,1,,obl,
8574,lummama kellest/millest,el,vahel,vahel,muu,lummama,,1,,obl,
8575,manitsema kellest/millest,el,vahel,vahel,muu,manitsema,,1,,obl,
8576,manustama kellest/millest,el,vahel,vahel,muu,manustama,,1,,obl,
8577,kutsuma üles kellest/millest,el,vahel,vahel,muu,kutsuma,üles,1,,obl,
8578,kutsuma ära kellest/millest,el,vahel,vahel,mitte kunagi,kutsuma,ära,1,,obl,
8579,kutsuma välja kellest/millest,el,vahel,vahel,muu,kutsuma,välja,1,,obl,
8580,kutsuma kaasa kellest/millest,el,mitte kunagi,vahel,muu,kutsuma,kaasa,1,,obl,
8581,pärlendama kellest/millest,el,mitte kunagi,mitte kunagi,muu,pärlendama,,1,,obl,
8582,mängima üle kellest/millest,el,vahel,mitte kunagi,muu,mängima,üle,1,,obl,
8583,pärssima kellest/millest,el,mitte kunagi,vahel,muu,pärssima,,1,,obl,
8584,kutsuma kokku kellest/millest,el,vahel,vahel,muu,kutsuma,kokku,1,,obl,
8585,tiksuma kellest/millest,el,mitte kunagi,vahel,muu,tiksuma,,1,,obl,
8586,praakima välja kellest/millest,el,vahel,vahel,muu,praakima,välja,1,,obl,
8587,luuletama kellest/millest,el,vahel,mitte kunagi,muu,luuletama,,1,,obl,
8588,tilkuma välja kellest/millest,el,vahel,vahel,mitte kunagi,tilkuma,välja,1,,obl,
8589,prantsatama kellest/millest,el,vahel,vahel,muu,prantsatama,,1,,obl,
8590,lugema üle kellest/millest,el,vahel,vahel,muu,lugema,üle,1,,obl,
8591,platseeruma kellest/millest,el,vahel,vahel,muu,platseeruma,,1,,obl,
8592,lugema tagasi kellest/millest,el,mitte kunagi,vahel,muu,lugema,tagasi,1,,obl,
8593,luiskama kellest/millest,el,vahel,vahel,muu,luiskama,,1,,obl,
8594,luhtuma kellest/millest,el,vahel,vahel,muu,luhtuma,,1,,obl,
8595,tingima kellest/millest,el,mitte kunagi,mitte kunagi,muu,tingima,,1,,obl,
8596,lugema edasi kellest/millest,el,mitte kunagi,vahel,muu,lugema,edasi,1,,obl,
8597,tegema ilma kellest/millest,el,vahel,vahel,muu,tegema,ilma,1,,obl,
8598,lugema ette kellest/millest,el,vahel,vahel,muu,lugema,ette,1,,obl,
8599,lugema kokku kellest/millest,el,mitte kunagi,vahel,muu,lugema,kokku,1,,obl,
8600,lugema maha kellest/millest,el,mitte kunagi,alati,mitte kunagi,lugema,maha,1,,obl,
8601,marssima kellest/millest,el,vahel,vahel,muu,marssima,,1,,obl,
8602,lugema läbi kellest/millest,el,vahel,vahel,muu,lugema,läbi,1,,obl,
8603,luurama kellest/millest,el,mitte kunagi,vahel,muu,luurama,,1,,obl,
8604,kutsuma kohale kellest/millest,el,mitte kunagi,alati,mitte kunagi,kutsuma,kohale,1,,obl,
8605,täheldama kellest/millest,el,vahel,vahel,muu,täheldama,,1,,obl,
8606,minema kellesse/millesse,ill,mitte kunagi,alati,pole kindel,minema,,1,,obl,
8607,jõudma kellesse/millesse,ill,vahel,vahel,mitte kunagi,jõudma,,1,,obl,
8608,suhtuma kellesse/millesse,ill,vahel,mitte kunagi,mitte kunagi,suhtuma,,1,,obl,
8609,puutuma kellesse/millesse,ill,mitte kunagi,mitte kunagi,pole kindel,puutuma,,1,,obl,
8610,tulema kellesse/millesse,ill,mitte kunagi,vahel,muu,tulema,,1,,obl,
8611,jääma kellesse/millesse,ill,mitte kunagi,vahel,muu,jääma,,1,,obl,
8612,kuuluma kellesse/millesse,ill,vahel,vahel,mitte kunagi,kuuluma,,1,,obl,
8613,sattuma kellesse/millesse,ill,mitte kunagi,vahel,muu,sattuma,,1,,obl,
8614,viima kellesse/millesse,ill,vahel,vahel,mitte kunagi,viima,,1,,obl,
8615,sõitma kellesse/millesse,ill,mitte kunagi,vahel,mitte kunagi,sõitma,,1,,obl,
8616,tooma kellesse/millesse,ill,mitte kunagi,vahel,mitte kunagi,tooma,,1,,obl,
8617,panema kellesse/millesse,ill,mitte kunagi,vahel,mitte kunagi,panema,,1,,obl,
8618,saama kellesse/millesse,ill,mitte kunagi,vahel,mitte kunagi,saama,,1,,obl,
8619,uskuma kellesse/millesse,ill,vahel,mitte kunagi,mitte kunagi,uskuma,,1,,obl,
8620,pääsema kellesse/millesse,ill,mitte kunagi,vahel,mitte kunagi,pääsema,,1,,obl,
8621,saatma kellesse/millesse,ill,mitte kunagi,alati,mitte kunagi,saatma,,1,,obl,
8622,saabuma kellesse/millesse,ill,mitte kunagi,alati,mitte kunagi,saabuma,,1,,obl,
8623,tegema kellesse/millesse,ill,mitte kunagi,alati,mitte kunagi,tegema,,1,,obl,
8624,mahtuma kellesse/millesse,ill,mitte kunagi,vahel,muu,mahtuma,,1,,obl,
8625,kogunema kellesse/millesse,ill,mitte kunagi,vahel,mitte kunagi,kogunema,,1,,obl,
8626,sobima kellesse/millesse,ill,mitte kunagi,vahel,muu,sobima,,1,,obl,
8627,investeerima kellesse/millesse,ill,mitte kunagi,vahel,pole kindel,investeerima,,1,,obl,
8628,kolima kellesse/millesse,ill,mitte kunagi,alati,mitte kunagi,kolima,,1,,obl,
8629,astuma kellesse/millesse,ill,vahel,vahel,pole kindel,astuma,,1,,obl,
8630,suunduma kellesse/millesse,ill,mitte kunagi,vahel,mitte kunagi,suunduma,,1,,obl,
8631,jätma kellesse/millesse,ill,mitte kunagi,vahel,mitte kunagi,jätma,,1,,obl,
8632,siirduma kellesse/millesse,ill,mitte kunagi,alati,mitte kunagi,siirduma,,1,,obl,
8633,tungima kellesse/millesse,ill,mitte kunagi,alati,mitte kunagi,tungima,,1,,obl,
8634,lendama kellesse/millesse,ill,mitte kunagi,alati,mitte kunagi,lendama,,1,,obl,
8635,ilmuma kellesse/millesse,ill,mitte kunagi,alati,mitte kunagi,ilmuma,,1,,obl,
8636,armuma kellesse/millesse,ill,alati,mitte kunagi,mitte kunagi,armuma,,1,,obl,
8637,andma kellesse/millesse,ill,mitte kunagi,alati,mitte kunagi,andma,,1,,obl,
8638,tekkima kellesse/millesse,ill,mitte kunagi,alati,mitte kunagi,tekkima,,1,,obl,
8639,kutsuma kellesse/millesse,ill,mitte kunagi,alati,mitte kunagi,kutsuma,,1,,obl,
8640,asuma kellesse/millesse,ill,mitte kunagi,alati,mitte kunagi,asuma,,1,,obl,
8641,helistama kellesse/millesse,ill,vahel,vahel,mitte kunagi,helistama,,1,,obl,
8642,olema kellesse/millesse,ill,vahel,vahel,mitte kunagi,olema,,1,,obl,
8643,võtma kellesse/millesse,ill,mitte kunagi,vahel,pole kindel,võtma,,1,,obl,
8644,kirjutama kellesse/millesse,ill,mitte kunagi,vahel,pole kindel,kirjutama,,1,,obl,
8645,sisenema kellesse/millesse,ill,vahel,vahel,mitte kunagi,sisenema,,1,,obl,
8646,tahtma kellesse/millesse,ill,vahel,vahel,pole kindel,tahtma,,1,,obl,
8647,paigutama kellesse/millesse,ill,vahel,vahel,mitte kunagi,paigutama,,1,,obl,
8648,lisama kellesse/millesse,ill,mitte kunagi,mitte kunagi,pole kindel,lisama,,1,,obl,
8649,liikuma kellesse/millesse,ill,vahel,mitte kunagi,pole kindel,liikuma,,1,,obl,
8650,kaduma kellesse/millesse,ill,mitte kunagi,vahel,pole kindel,kaduma,,1,,obl,
8651,naasma kellesse/millesse,ill,vahel,vahel,mitte kunagi,naasma,,1,,obl,
8652,ulatuma kellesse/millesse,ill,mitte kunagi,vahel,pole kindel,ulatuma,,1,,obl,
8653,koonduma kellesse/millesse,ill,vahel,vahel,muu,koonduma,,1,,obl,
8654,lisanduma kellesse/millesse,ill,mitte kunagi,vahel,muu,lisanduma,,1,,obl,
8655,laskma kellesse/millesse,ill,mitte kunagi,vahel,mitte kunagi,laskma,,1,,obl,
8656,langema kellesse/millesse,ill,mitte kunagi,vahel,pole kindel,langema,,1,,obl,
8657,hakkama kellesse/millesse,ill,vahel,vahel,mitte kunagi,hakkama,,1,,obl,
8658,pöörduma kellesse/millesse,ill,vahel,vahel,mitte kunagi,pöörduma,,1,,obl,
8659,olema vaja kellesse/millesse,ill,vahel,vahel,mitte kunagi,olema,vaja,1,,obl,
8660,sekkuma kellesse/millesse,ill,mitte kunagi,vahel,pole kindel,sekkuma,,1,,obl,
8661,vedama kellesse/millesse,ill,mitte kunagi,vahel,pole kindel,vedama,,1,,obl,
8662,minema tagasi kellesse/millesse,ill,mitte kunagi,alati,mitte kunagi,minema,tagasi,1,,obl,
8663,alustama kellesse/millesse,ill,mitte kunagi,alati,pole kindel,alustama,,1,,obl,
8664,kukkuma kellesse/millesse,ill,mitte kunagi,vahel,pole kindel,kukkuma,,1,,obl,
8665,vaatama kellesse/millesse,ill,vahel,vahel,mitte kunagi,vaatama,,1,,obl,
8666,jooksma kellesse/millesse,ill,mitte kunagi,vahel,pole kindel,jooksma,,1,,obl,
8667,lahkuma kellesse/millesse,ill,mitte kunagi,alati,mitte kunagi,lahkuma,,1,,obl,
8668,kandma kellesse/millesse,ill,mitte kunagi,vahel,pole kindel,kandma,,1,,obl,
8669,takerduma kellesse/millesse,ill,mitte kunagi,vahel,pole kindel,takerduma,,1,,obl,
8670,tõusma kellesse/millesse,ill,mitte kunagi,vahel,pole kindel,tõusma,,1,,obl,
8671,ootama kellesse/millesse,ill,mitte kunagi,alati,mitte kunagi,ootama,,1,,obl,
8672,põgenema kellesse/millesse,ill,vahel,vahel,mitte kunagi,põgenema,,1,,obl,
8673,istuma kellesse/millesse,ill,mitte kunagi,vahel,pole kindel,istuma,,1,,obl,
8674,käima kellesse/millesse,ill,mitte kunagi,vahel,mitte kunagi,käima,,1,,obl,
8675,suruma kellesse/millesse,ill,mitte kunagi,vahel,pole kindel,suruma,,1,,obl,
8676,toimetama kellesse/millesse,ill,mitte kunagi,alati,mitte kunagi,toimetama,,1,,obl,
8677,leidma kellesse/millesse,ill,mitte kunagi,vahel,pole kindel,leidma,,1,,obl,
8678,lööma kellesse/millesse,ill,mitte kunagi,vahel,pole kindel,lööma,,1,,obl,
8679,rändama kellesse/millesse,ill,mitte kunagi,alati,mitte kunagi,rändama,,1,,obl,
8680,tulema tagasi kellesse/millesse,ill,mitte kunagi,alati,pole kindel,tulema,tagasi,1,,obl,
8681,ehitama kellesse/millesse,ill,mitte kunagi,alati,mitte kunagi,ehitama,,1,,obl,
8682,uppuma kellesse/millesse,ill,mitte kunagi,vahel,pole kindel,uppuma,,1,,obl,
