verb,compound1,compound2,obl,obl_form
ankeet,,,Tartu,sg in
ankeet,,,Tartu,sg in
ankeet,,,kool,sg in
ankeet,,,prokuratuur,sg in
elama,,,maa,pl in
vähenema,,,veri,sg in
vaikne,,,osakond,sg in
suhtuma,,,Belomorsk,sg in
suhtuma,,,staap,sg in
sõbrunema,,,veebruar,sg in
ütlema,,,riik,sg in
vasakpoolsus,,,mõte,sg in
pidama,,,iga,sg in
peituma,,,intensiivravi,sg in
põhikriteerium,,,osa,sg in
vaatama,,,vineerkast,sg in
jääma,,,ühiskond,sg in
vaevlema,,,puudus,sg in
tekitama,,,finantskriis,sg in
tekitama,,,maailm,sg in
niipalju,,,tegelikkus,sg in
näitama,,,riik,sg in
organiseerima,,,valdus,pl in
käima,,,Lääne,sg in
soovima,,,lootus,sg in
näitama,,,lähitulevik,sg in
hakkama,,,liikmesriik,pl in
kaupmees,,,kaubavahetus,sg in
aeg,,,maailm,sg in
pruukima,,,tulevik,sg in
multifunktsionaalne,,,internet,sg in
elanik,,,seis,sg in
seis,,,lõppkokkuvõte,sg in
kihisema,,,soon,pl in
vanem,,,hierarhia,sg in
pidama,,,silm,sg in
pidama,,,org,sg in
turbatööstus,,,org,sg in
maantee,,,Eesti,sg in
jääma,,,kiirrong,sg in
suutma,,,Moskva,sg in
suutma,,,maailm,sg in
minema,,,Lähis-Ida,sg in
liituma,,,mandri-Euroopa,sg in
vähe,,,maailm,sg in
mahtunud,,,universum,sg in
vastutama,,,lõppkokkuvõte,sg in
osanik,,,Eesti,sg in
valima,,,vorm,pl in
eitama,,,Islamabad,sg in
eitama,,,oktoober,sg in
Saudi,,,islamimaailm,sg in
saama,,,uju,pl in
kerkima,,,kõrbekoobas,pl in
hakkama,,,päev,sg in
märkima,,,Eesti,sg in
muutma,,,voog,pl in
saabuma,,,paarisrakend,sg in
oletama,,,paik,sg in
õpetama,,,maakond,pl in
väljastama,,,juuni,sg in
hukkuma,,,pommiplahvatus,pl in
segama,,,kurss,sg in
kirjutama,,,kontserdisaal,sg in
kirjutama,,,karistusotsus,sg in
olukord,,,Berliin,sg in
olema,,,keskosa,sg in
olema,,,linn,sg in
ehitusplats,,,linn,sg in
mainima,,,siseviimistlus,sg in
pidama,,,arengukava,sg in
viskama,,,mets,sg in
lõpetama,,,infobüroo,sg in
tulema,,,kohus,sg in
väitma,,,politsei,sg in
arvestama,,,kutsu,pl in
teenima,,,hind,sg in
raske,,,möll,sg in
miski,,,Eesti,sg in
ütlema,,,maailm,sg in
märkima,,,intervjuu,pl in
korraldama,,,ajaleht,sg in
ütlema,,,algus,sg in
ütlema,,,intervjuu,sg in
süüdistama,,,valmistamine,sg in
süüdistama,,,kogus,pl in
saama,,,juuli,sg in
kaasnema,,,mis,sg in
tasuma,,,silm,sg in
üksteise,,,koondplaan,sg in
üksteise,,,tulp,sg in
paigaldama,,,ulatus,sg in
laskma,,,algus,sg in
tunduma,,,tagasivaade,sg in
teadma,,,Eesti,sg in
saama,,,sadam,sg in
ainuke,,,ajakirjandus,sg in
ainuke,,,Eesti,sg in
hakkama,,,prügikast,sg in
hakkama,,,kaltsuhunnik,pl in
võtma,kokku,,sport,pl in
saama,peale,,kuu,sg in
pidama,,,silm,sg in
elama,,,maja,sg in
lubama,,,variant,sg in
jätma,,,lumevang,sg in
pöörduma,,,olukord,sg in
võimaldama,,,iseenese,sg in
mina,,,mõte,sg in
vaevama,,,lugu,sg in
peksnud,üles,,park,sg in
hakkama,,,klass,sg in
lendama,,,talvesõda,sg in
tase,,,kaitseliit,sg in
küsima,,,silm,sg in
kaema,,,Rootsi,sg in
kaema,,,Ranstadi,sg in
osalema,,,projekteerimine,sg in
muutuma,,,ajalugu,sg in
teatama,,,parlament,sg in
tegelema,,,kergejõustik,sg in
mõjutama,,,Eesti,sg in
ilmne,,,maastikukategooria,pl in
jääma,,,TPI,sg in
ostma,,,tingimus,pl in
tõsi,,,olu,pl in
näitama,,,suusatamine,sg in
koguma,kokku,,Brüssel,sg in
nägema,,,uni,sg in
vigastama,,,käsi,sg in
käima,,,kaitsejõud,pl in
pidurduma,,,Soome,sg in
öeldud,,,televiisor,sg in
operatsioon,,,maailm,sg in
asuma,,,provints,sg in
tegutsema,,,linn,sg in
andnud,,,maakond,sg in
tulema,,,puudus,sg in
andnud,,,tankla,pl in
lubama,,,ravikorraldus,sg in
näide,,,anatoomikum,sg in
langenud,,,lääs,sg in
langenud,,,ida,sg in
teadma,,,USA,sg in
tegutsema,,,Petrograd,sg in
pühendama,,,aprill,sg in
keerama,ringi,,haud,sg in
mängima,,,asi,sg in
leiduma,,,osa,sg in
tulema,,,elu,sg in
pihtima,,,detsember,sg in
töötama,,,pealinn,sg in
komme,,,majandus,pl in
vägevam,,,maailmasõda,sg in
olema,,,maailm,sg in
kavatsema,,,olukord,sg in
nähtus,,,Skandinaaviamaa,pl in
tajuma,,,pale,sg in
kerkima,esile,,sõit,sg in
helistama,,,Kreeka,sg in
vaevuma,,,maavärin,sg in
hakkama,,,mina,sg in
rääkima,,,keel,sg in
tõmbuma,,,vaimusilm,sg in
ööbima,,,tipphotell,sg in
keerutama,,,jaam,sg in
keerutama,,,trussikud,pl in
põhjustama,,,huvi,pl in
küündima,,,ulatus,sg in
kinnitama,,,Sankt-Peterburg,sg in
nägema,,,optimism,sg in
käima,,,vangla,pl in
lööma,,,Kalevi-pubi,sg in
tooma,,,lood,sg in
tooma,,,suhe,sg in
andnud,,,silm,sg in
kavatsema,,,tulevik,sg in
kirjutama,alla,,november,sg in
kirjutama,alla,,Moskva,sg in
kulukas,,,aasta,sg in
korduma,,,ajalugu,sg in
tulema,,,mõiste,sg in
tulema,,,Hollywood,sg in
tulema,,,Guajaana,sg in
osalema,,,kasutamine,sg in
möödapääsmatu,,,riik,sg in
variant,,,laoruum,sg in
leidma,,,Rootsi,sg in
võluma,,,Eesti,sg in
märkima,,,maja,sg in
võrdselt,,,osariik,sg in
hakkama,,,puuvillatootmine,sg in
püsima,,,Tallinn,sg in
püsima,,,tema,sg in
tähtis,,,vahetuskaubandus,sg in
tiksuma,,,alateadvus,sg in
põhjendama,,,külmkapp,sg in
teadma,,,tingimus,pl in
kohutav,,,leek,pl in
viitama,,,Tallinn,sg in
sõber,,,kutsikapõli,sg in
istuma,,,Renault,sg in
istuma,,,mõrv,sg in
algama,,,rikkumine,sg in
säilinud,,,parteiarhiiv,sg in
saama,,,meditsiin,sg in
tasuma,,,vald,sg in
hukkuma,,,see,pl in
häbenema,,,Tartu,sg in
häbenema,,,keskkool,sg in
häbenema,,,vastuvõturuum,sg in
olema,vaja,,silm,pl in
õppima,,,klass,sg in
hea,,,Eesti,sg in
väljenduma,,,Euroopa,sg in
panema,välja,,reisijutt,pl in
avama,,,kaubamaja,sg in
avama,,,september,sg in
avama,,,Stockholm,sg in
muutuma,,,asi,pl in
puuduma,,,tegevus,sg in
esimene,,,Tartu,sg in
elama,,,mets,sg in
elamus,,,kunstiajalugu,sg in
kaaluma,,,riik,sg in
kaaluma,,,Portugal,sg in
süüdistama,,,kohus,sg in
küsima,,,kohus,sg in
küsima,,,televisioon,sg in
panema,,,Poola,sg in
kogenud,,,Eesti,sg in
näitama,,,inimene,pl in
saatma,,,Moskva,sg in
võitma,,,Kuveit,sg in
eesots,,,Põhjamaa,pl in
kutsuma,esile,,kaaspoliitik,pl in
tundma,,,valitsus,sg in
raske,,,pastoraat,sg in
võtma,vastu,,maja,sg in
jätma,,,NATO,sg in
valulisem,,,lääneriik,pl in
leidma,,,hämarus,sg in
pääsema,,,tema,sg in
ühendama,,,kord,sg in
liikuma,,,Tallinn,sg in
saanud,,,september,sg in
tirima,,,pinge,sg in
tirima,,,keha,sg in
tirima,,,suund,sg in
lamama,,,intensiiv,sg in
esinema,,,üldpopulatsioon,sg in
minema,,,elu,sg in
uhke,,,loss,sg in
nentima,,,intervjuu,sg in
tooma,kaasa,,riik,sg in
tähtis,,,tasakaal,sg in
nimetama,,,saatesõna,sg in
keema,,,mobiilisektor,sg in
eestimaalane,,,tasku,sg in
kindel,,,ilmateade,sg in
asuma,,,Moldova,sg in
laienema,,,tulevik,sg in
avalduma,,,see,sg in
mina,,,Eesti,sg in
selge,,,tuhat,pl in
koondama,,,jaanuar,sg in
andma,,,ühiskond,sg in
elama,,,talumaja,sg in
olema,,,sadam,sg in
võtma,,,sadam,sg in
kaua,,,poliitika,sg in
avaldama,,,märts,sg in
hoidma,peal,,erariie,pl in
hoidma,peal,,tualettruum,sg in
leiduma,,,linn,sg in
leiduma,,,Eesti,sg in
õnnestuma,,,koekultuur,sg in
olema,vaja,,meditsiin,sg in
selge,,,riik,sg in
lubama,,,naaberriik,sg in
elama,,,osariik,sg in
mina,,,geen,pl in
saama,,,vald,sg in
näitaja,,,Eesti,sg in
teenima,,,maailm,sg in
andma,,,olukord,sg in
lubama,,,Miiduranna,sg in
rõhutama,,,käsutus,sg in
tõstma,,,Euroopa,sg in
suitsetama,,,Eesti,sg in
tootma,,,Eesti,sg in
hea,,,Eesti,sg in
viimistlema,,,Soome,sg in
tutvustama,,,internet,sg in
hüvitama,,,Eesti,sg in
leiduma,,,naabrus,sg in
puhkema,,,tsenter,sg in
leidma,,,vald,sg in
tahtma,,,Eesti,sg in
seisnema,,,see,sg in
seisnema,,,organism,sg in
katsetama,,,õigusteaduskond,sg in
katsetama,,,see,sg in
tekkima,,,faas,sg in
võimas,,,heide,pl in
kallutama,,,suund,sg in
avastama,,,Ungari,sg in
avastama,,,ladu,sg in
toetuma,,,hinnang,pl in
küsima,,,ekspertülevaade,sg in
ühendama,,,see,sg in
rääkima,,,lapsepõli,sg in
asjatundmatu,,,majandusväljaanne,sg in
keerama,,,mõte,sg in
ala,,,meelevald,sg in
ühtlustunud,,,tipp,sg in
tipp-punkt,,,Holland,sg in
kuld,,,paremik,sg in
laenama,,,maikuu,sg in
jääma,,,Eesti,sg in
kasvanud,,,majapidamine,pl in
teadma,,,tegelikkus,sg in
kandma,,,Kasahstan,sg in
algama,,,Põhjamaa,pl in
algama,,,kool,sg in
koguma,,,voor,sg in
vallanduma,,,august,sg in
vallanduma,,,mõte,sg in
suursugune,,,fuajee,sg in
seadustatud,,,liiklus,sg in
keegi,,,Eesti,sg in
tekkima,,,olukord,sg in
tekkima,,,kabinet,pl in
läbimõeldud,,,firma,pl in
koht,,,mõte,sg in
vaba,,,sõda,sg in
minema,,,november,sg in
minema,,,koosseis,sg in
minema,,,rahuvalve,sg in
minema,,,koosseis,sg in
kirjutama,,,väljaanne,pl in
ootama,,,ärevus,sg in
ootama,,,rahu,sg in
ütlema,,,mälestus,pl in
ütlema,,,see,pl in
lugu,,,kesklinn,sg in
kaitstud,,,silmaots,sg in
lahustama,,,teine,sg in
sätestama,,,menetlus,sg in
põhjustama,,,Columbus,sg in
võtma,kinni,,Bangkok,sg in
saavutama,,,Kadriorg,sg in
teatama,,,peastaap,sg in
esitama,,,salakaubavedu,sg in
põrkuma,,,katastroof,sg in
võrdlema,,,mõte,sg in
jääma,,,tehing,sg in
selguma,,,küsitlus,sg in
selguma,,,maa,pl in
lisanduma,,,projekt,sg in
imetud,välja,,karikatuur,sg in
viitama,,,maailm,sg in
särisema,,,algus,sg in
minema,ära,,algus,sg in
teadma,,,maailm,sg in
otsustama,,,juuli,sg in
tulema,,,valitsuskoalitsioon,sg in
ütlema,,,iga,sg in
rakendatav,,,teos,pl in
jõudma,kohale,,käsitlus,sg in
pidama,,,Narva,sg in
lõpetama,,,vangla,sg in
säilitama,,,omavalitsus,pl in
toimuma,,,koostöö,sg in
läbima,,,riigiülikool,pl in
inimesetundja,,,mõte,sg in
pöörduma,,,ühiskond,sg in
pöörduma,,,meeleheide,sg in
pöörduma,,,mudaauk,sg in
varem,,,Helsingi,sg in
tähendama,,,keel,sg in
haarama,,,lehelugu,sg in
pidama,,,päev,sg in
toimuma,,,Euroopa,sg in
toimuma,,,pangandus,sg in
toimuma,,,november,sg in
toimuma,,,juuni,sg in
näitama,,,pank,sg in
siis,,,elu,sg in
saama,maha,,linnujaam,sg in
rääkima,,,järjekord,sg in
eestlane,,,talu,sg in
parandama,ära,,nimi,sg in
hingekiri,,,vald,sg in
mäng,,,vald,sg in
probleem,,,ühiskond,sg in
võimaldama,,,artikkel,sg in
võimaldama,,,kontakt,sg in
keeruline,,,firma,pl in
pöörama,,,ettevõte,pl in
alus,,,ettevõte,sg in
tapma,,,lahing,pl in
küsima,,,Brasiilia,sg in
käima,,,kool,sg in
kõnelema,,,kodu,sg in
rääkima,,,kodu,sg in
"3,4",,,Austria,sg in
autsaider,,,elu,sg in
naerma,,,stiil,sg in
näitama,,,raamat,pl in
hakkama,,,kogus,sg in
halastama,,,propagandahoog,sg in
leidma,,,puskariajamine,sg in
keegi,,,kool,pl in
kandma,,,tuba,sg in
Kännu,,,pori,sg in
sujuma,,,kiviahi,sg in
kaugemal,,,põhi,sg in
ütlema,,,kere,sg in
ületama,,,ruum,sg in
stabiilne,,,maailm,sg in
hoidma,,,liiv,sg in
elama,edasi,,oskus,pl in
võitma,,,üldpilt,sg in
plaan,,,Tallinn,sg in
tulema,,,labor,sg in
määrama,,,teadus,sg in
määrama,,,maailm,sg in
juhtuma,,,linn,sg in
avalduma,,,detail,pl in
paistma,välja,,töö,sg in
ohustama,,,kohus,sg in
kalliskivi,,,silm,pl in
toimima,,,transiittsoon,sg in
ujuma,,,maa,sg in
toimuma,,,Ülikool,sg in
toimuma,,,keel,sg in
viima,tagasi,,kantselei,sg in
pime,,,aken,pl in
väidetud,,,ajaleht,pl in
teadma,,,elu,sg in
kaaluma,,,valitsus,sg in
teinud,,,Leedu,sg in
enam,,,õppekava,sg in
poolteist,,,riik,pl in
soovitama,,,huvi,pl in
mis,,,kraanikauss,sg in
mis,,,mullivann,sg in
käima,,,mägi,pl in
registreerima,ümber,,summ,sg in
registreerima,ümber,,lõpp,sg in
saavutama,,,kohus,sg in
Pank,,,asi,pl in
klassiõde,,,õu,sg in
palju,,,olevik,sg in
leidma,,,see,sg in
väljenduma,,,lõhe,pl in
registreeritud,,,hoone,sg in
lõhkuma,,,süli,sg in
põhjendama,,,ulatus,sg in
trahvima,,,Tartu,sg in
minema,läbi,,Norra,sg in
jaatav,,,Eesti,sg in
ootama,ees,,Eesti,sg in
leiduma,,,kodu,pl in
ilmnema,,,tegevus,sg in
juhtuma,,,haigla,sg in
nägema,ette,,eelarve,sg in
tulema,,,koht,sg in
kasvama,,,mastaap,sg in
sundima,,,see,sg in
puutuma,kokku,,haiglatöö,sg in
hoiatama,,,maa,sg in
ütlema,,,lennuk,sg in
raske,,,vabariik,sg in
kiri,,,lepe,sg in
osutuma,,,püstihäda,sg in
raske,,,repressiivorgan,pl in
sulitemp,,,mis,sg in
vurama,,,vanus,sg in
vurama,,,kantsel,sg in
arvama,,,Eesti,sg in
suurune,,,maailm,sg in
tulema,,,Eesti,sg in
tulema,,,ulatus,sg in
teenima,,,käsutus,sg in
massiline,,,mõte,sg in
märkima,,,maailm,sg in
märkima,,,koht,pl in
lähenema,,,USA,sg in
hoidma,,,elukoht,sg in
alanud,,,Mosambiik,sg in
seisnema,,,see,sg in
jätkama,,,film,sg in
jätkama,,,viimistlus,sg in
jätkama,,,ETV,sg in
nõrgem,,,lõppkokkuvõte,sg in
juhtunud,,,kunst,sg in
teadma,,,köis,sg in
jäänud,,,Tartu,sg in
puudulik,,,vähenemine,sg in
ütlema,,,usutlus,sg in
jätma,,,Florida,sg in
teenindama,,,günekoloogia,sg in
saabuma,,,Pennsylvania,sg in
nägema,,,pood,sg in
liikuma,,,rahvasuu,sg in
olema,,,politsei,sg in
tekkima,,,Tallinn,sg in
tunnistama,,,Kopli,sg in
vajama,,,maailm,sg in
töötama,,,huvi,pl in
puudutama,,,kirstutoorik,sg in
vaatama,ringi,,korter,sg in
üritama,,,mõte,sg in
süüdistama,,,seaduserikkumine,sg in
teadma,,,märtsikuu,sg in
tekkinud,,,Indoneesia,sg in
käima,,,laut,sg in
taipama,,,silm,sg in
langema,,,voor,sg in
esinema,,,võtmelinn,sg in
esinema,,,Tallinn,sg in
esinema,,,volikogu,sg in
saama,,,augustis-september,sg in
leidma,,,lähedus,sg in
tasuma,ära,,kuu,sg in
määratlema,,,kalapüügiseadus,sg in
tunduma,,,lennundus,sg in
tõdema,,,algus,sg in
iseloomustama,,,rüpp,sg in
andma,,,ühiskond,sg in
tekkima,,,ise,sg in
tähistama,,,lõpp,sg in
tähistama,,,Euroopa,sg in
kirjutama,,,meedia,sg in
kirjutama,,,Päevalehe,sg in
palju,,,Eesti,sg in
palju,,,Soome,sg in
rõhutama,,,üleskutse,sg in
vaatlema,,,võrk,sg in
otsima,,,elu,sg in
akadeemik,,,demokraatia,sg in
nõunik,,,labor,sg in
püsima,,,meedia,sg in
püsima,,,vorm,sg in
nõudma,,,sadamalinn,sg in
ilmuma,,,karussell,sg in
elama,,,koht,sg in
kristlane,,,Egiptus,sg in
kõrgem,,,maa,pl in
kõrgem,,,riik,sg in
matma,maha,,sõna,pl in
matma,maha,,haridus,sg in
kahanema,,,ühiskond,sg in
kummutama,,,demokraatia,sg in
väitma,,,Kosovo,sg in
väitma,,,Kirde-Eest,sg in
möönma,,,nõukogu,sg in
suutma,,,pank,sg in
ummistama,,,Peking,sg in
märkama,,,töö,pl in
vaatama,,,õu,sg in
viskama,,,koht,sg in
laskma,,,kategooria,sg in
peegeldama,,,see,sg in
tähendama,,,valdkond,pl in
õmblema,,,töökoda,sg in
kasseerima,sisse,,matusebüroo,sg in
saabuma,,,osariik,sg in
saabuma,,,USA,sg in
tulema,,,märts,sg in
tipp,,,tehnoloogia,sg in
tipp,,,mastaap,sg in
kindlustama,,,õppeasutus,pl in
peituma,,,tarbimine,sg in
kasvupeetus,,,tulevik,sg in
defektne,,,geenipaar,sg in
piisav,,,seadusandlus,sg in
ütlema,,,kiri,pl in
remontima,,,põhi,sg in
teenima,,,noorpõlv,sg in
liikuma,,,Frankfurt,sg in
tasandama,,,valimiskampaania,sg in
armee,,,mai,sg in
tulema,üle,,maa,sg in
püüdma,,,tulevik,sg in
kuuluma,,,maja,sg in
jääma,,,Tartu,sg in
jääma,,,maja,sg in
käima,,,poolaasta,sg in
käima,,,kool,sg in
vaatama,,,kodukool,sg in
võtma,,,kodukoht,sg in
seedima,,,seltskond,sg in
vehkima,,,vastus,sg in
ootama,,,järjekord,sg in
osutuma,,,meelitamine,sg in
arvama,,,äri,sg in
jõudma,,,elulugu,sg in
paabli,,,Norra,sg in
jada,,,Elvi,sg in
populaarne,,,silm,pl in
oluline,,,tulevik,sg in
tahtma,,,Tallinn,sg in
nägema,,,ettevõtmine,sg in
see,,,väitlus,pl in
veenduma,,,aasta,sg in
seisma,,,hierarhia,sg in
allikas,,,ajakirjandus,sg in
vastama,,,raamat,sg in
tegema,,,USA,sg in
tegema,,,vastuolu,sg in
teadma,,,troopika,sg in
rääkima,,,korter,sg in
meenutama,,,kesklinn,sg in
saama,,,USA,sg in
olema,,,omandus,sg in
pruukima,,,ühiskond,sg in
juhtima,,,meierei,pl in
sobima,,,perspektiiv,sg in
esitama,,,Eesti,sg in
madalam,,,Euroopa,sg in
koha,,,Eesti,sg in
pikk,,,jaamahoone,sg in
sobima,,,kodu,sg in
hõljuma,,,teler,sg in
puudu,,,Soome,sg in
panema,,,veebruaris-märts,sg in
alustama,,,film,pl in
alustama,,,USA,sg in
mängima,,,jalgpallimeeskond,sg in
vaade,,,rahuvõitlus,sg in
mõistma,,,lõpp,sg in
tutvustama,,,Amsterdam,sg in
hakkama,,,otseühendus,sg in
mees,,,aasta,pl in
tulema,,,komisjon,sg in
sekkuma,,,olukord,sg in
andma,,,keskkiht,sg in
valmis,,,hiilgusjanu,sg in
levima,,,parteirakuke,sg in
leidma,,,tasku,sg in
leidma,,,kommikarp,sg in
maksma,,,maailm,sg in
maksma,,,Eesti,sg in
võtnud,,,rahu,sg in
vabanema,,,elementaarprotsess,sg in
vabanema,,,termotuumapomm,sg in
jätkama,,,amet,sg in
käima,,,keskhaigla,sg in
produkt,,,osa,sg in
kuulutatud,,,luuramine,sg in
tegutsema,,,linn,sg in
selline,,,paragrahv,sg in
jõutud,,,Eesti,sg in
eesmärk,,,lõpp,sg in
tähistama,,,keel,sg in
armastama,,,Oslo,sg in
armastama,,,hotell,sg in
Kornel,,,ratsaväeakadeemia,sg in
vähenema,,,maailm,sg in
vähenema,,,Eesti,sg in
andma,,,riik,pl in
töötama,,,süsteem,sg in
tellima,,,kogus,sg in
tellima,,,Rootsi,sg in
tegema,,,Eesti,sg in
huvitavam,,,mõis,sg in
jätkama,,,peavalitsus,sg in
surema,,,Moskva,sg in
teadma,,,Hiina,sg in
saatma,,,september,sg in
töötama,,,EPA,sg in
rääkima,,,kantselei,sg in
uurima,,,äri,sg in
minetama,,,kehahoiak,sg in
võimeline,,,kosmos,sg in
tundma,,,internet,sg in
saama,,,küsimus,sg in
algama,,,algus,sg in
probleem,,,Kalifornia,sg in
leidma,,,Peterburi,sg in
tegema,,,olukord,sg in
tasuma,,,elu,sg in
puuduma,,,Eesti,sg in
looma,,,maailm,sg in
näitama,,,saun,sg in
aitav,,,Eesti,sg in
rääkima,,,tehas,sg in
kuulma,,,Jerevan,sg in
varjama,,,laager,pl in
varjama,,,põgenikelaager,pl in
hoiatama,,,kurss,sg in
valitsema,,,teadusringkond,pl in
ostma,ära,,maa,sg in
teadma,,,heitlus,sg in
sündima,,,labor,sg in
see,,,looming,sg in
kahvatum,,,eelreklaam,sg in
käima,,,küla,sg in
tegema,,,mastaap,sg in
julgema,,,kirjapilt,sg in
olema,vaja,,Eesti,sg in
saama,,,tegelikkus,sg in
saama,,,kasuahnus,sg in
tunnustama,,,maailm,sg in
arvestama,,,tegevus,sg in
asuma,,,riik,sg in
muutunud,,,raukrakk,pl in
töötama,,,tehas,sg in
saama,,,nädal,sg in
armastama,,,Soome,sg in
viibima,,,maailm,sg in
viibima,,,riik,pl in
rääkima,,,Tallinn,sg in
treima,,,La,sg in
tegema,,,Parlament,sg in
tunnistama,,,ettekanne,sg in
määrama,,,olukord,sg in
käituma,,,elu,sg in
teadma,,,kolgas,pl in
leidma,üles,,null-kuu,sg in
patustama,,,aasta,sg in
vähem,,,aasta,sg in
tegema,ilma,,meedia,sg in
hoidma,,,H-korpus,sg in
asuma,,,muinasjutt,sg in
proov,,,Eesti,sg in
saavutatud,,,alusuuring,pl in
Napsteri,,,kohus,sg in
spetsialist,,,firma,sg in
teadma,,,elu,sg in
avama,,,Hannover,sg in
tegema,,,koostöö,sg in
tunnistama,,,eksklusiivintervjuu,sg in
situatsioon,,,valdkond,pl in
sõltuma,,,sport,sg in
eelistama,,,Aafrika,sg in
kimbutama,,,USA,sg in
tooma,välja,,ulatus,sg in
tekkima,,,ühiskond,sg in
domineerima,,,sport,sg in
tegema,,,India,sg in
dollar,,,Eesti,sg in
tahtma,,,linn,pl in
tehtud,,,linn,pl in
hakkama,,,Ameerika,sg in
kirjeldama,,,suund,sg in
kindel,,,see,sg in
saama,,,tulevik,sg in
mäletama,,,Liidu,sg in
taipama,,,maailm,sg in
seisukoht,,,rahandusladvik,sg in
suutma,,,linn,sg in
poseerima,,,mullivann,sg in
suhtuma,,,ühendriik,pl in
puutuma,kokku,,õhk,sg in
kasutama,,,rakendusprogramm,pl in
tähistama,,,praktika,sg in
keskenduma,,,omavalitsus,pl in
omama,,,inernet,sg in
tegema,,,koostöö,sg in
figureerinud,,,avalikkus,sg in
avaldama,,,mis,sg in
esitama,,,arvuti,pl in
karistama,,,võõras,pl in
karistama,,,arvuti,pl in
läbima,,,kanal,pl in
disainitud,,,keskkond,sg in
tulema,,,mis,sg in
näitama,,,liides,sg in
koha,,,aine,sg in
olema,vaja,,hostseade,sg in
toimuma,,,protsessorelement,sg in
arvestama,,,protsessorelement,pl in
asetama,,,mikroprotsessorsüsteem,sg in
tekitanud,,,Eesti,sg in
eksisteerima,,,riik,pl in
kasutama,,,aine,pl in
see,,,ToolBox,sg in
kõrvaldama,,,veer,sg in
arutlema,,,foorum,sg in
küpsenud,,,vald,sg in
koostama,,,koostöö,sg in
hakkama,,,transistor,pl in
hakkama,,,kvantmaailm,sg in
püüdma,,,tempo,sg in
opereerima,,,transistorstruktuur,pl in
olema,,,artikkel,sg in
olema,,,number,sg in
esitama,,,artikkel,sg in
arendusprojekt,,,ettevõte,pl in
keerulisem,,,elu,sg in
nägema,välja,,ideaal,sg in
nägema,välja,,töö,sg in
tasuma,,,linn,sg in
suutma,,,õhk,sg in
kättesaadav,,,Java,sg in
sattuma,,,ooteseisund,sg in
sattuma,,,järjekord,sg in
see,,,süsteem,sg in
see,,,keskkond,sg in
olema,,,keskkond,sg in
kirjutama,,,number,pl in
aitama,,,kool,sg in
S. Russell,,,raamat,sg in
võrgustik,,,suurus,sg in
töötama,,,tehas,pl in
kandma,,,mittereaalaeg,sg in
hakkama,,,tekk,pl in
pidama,,,XP-metoodika,sg in
pidama,,,arendustegevus,sg in
kokku,,,küsimustik,sg in
kuuluma,,,CMM,sg in
tulema,,,Eesti,sg in
töötama,,,firma,pl in
lihtne,,,üldjoon,pl in
töötanu,,,arvutuskeskus,sg in
andma,,,see,sg in
põhiidee,,,arvuti,sg in
programmeerima,,,masinakeel,sg in
kasutama,,,mikrokontroller,pl in
kasutama,,,SH-5,sg in
planeerima,,,kiipsüsteem,pl in
olema,,,püü,pl in
jagatav,,,energeetika,sg in
ülesanne,,,hajussüsteem,sg in
võimalik,,,rakendus,pl in
jääma,,,ainekava,sg in
seadma,,,elu,sg in
muutuma,,,kool,sg in
kerkima,üles,,võrgudiskussioon,pl in
tehnoloogia,,,tegevus,sg in
pidama,,,firma,sg in
kaduma,,,andmehoidla,pl in
hõivama,,,vald,sg in
töötama,,,keskkond,sg in
juhtuma,,,tarkvara,sg in
abi,,,see,sg in
müük,,,standardiamet,sg in
püstitama,,,Eesti,sg in
võtma,,,see,pl in
tulema,,,süsteem,sg in
looma,,,tulevik,sg in
koosnema,,,käsitlus,sg in
ilmne,,,tarkvaraarendus,sg in
projitseerima,kohale,,seade,pl in
võimalik,,,tulevik,sg in
võimalik,,,Eesti,sg in
looma,,,silm,sg in
jõudma,,,järk,sg in
tunnustama,,,Eesti,sg in
tsentraalkeha,,,ketas,sg in
leidma,,,palju,sg in
omandama,,,teater,sg in
omandama,,,plaan,sg in
määrav,,,tekst,sg in
kõne,,,draama,sg in
esinema,,,stseen,sg in
pöörduma,,,monoloog,sg in
kohustama,,,remark,pl in
tunnus,,,draamateooria,pl in
tunnus,,,draama,sg in
mina,,,piir,pl in
tulema,,,mis,sg in
eelnema,,,kiht,pl in
nähtuma,,,konflikt,sg in
hõlmama,,,võitlus,sg in
tekkima,,,näidend,sg in
tekkima,,,raam,pl in
käsitlema,,,mõte,sg in
käsitlema,,,mis,sg in
tähendama,,,mõte,sg in
põhjendatav,,,näidend,sg in
põhjendatav,,,siseruum,sg in
toimuma,,,hinge,sg in
kõnelema,,,vaatus,sg in
jutt,,,vaatus,sg in
käsitlenud,,,draamatekst,sg in
tõlkima,,,kirjandustekst,sg in
nimetama,,,majamuuseum,sg in
pikk,,,positsioon,sg in
esitama,,,tabel,sg in
erinema,,,kestus,sg in
rõhutama,,,algus,sg in
lähtuma,,,mõte,sg in
võrdväärne,,,majandus,sg in
võrdväärne,,,valdkond,sg in
käitumisliin,,,lähiperspektiiv,sg in
muutma,,,tegelikkus,sg in
muutma,,,tulevik,sg in
võimaldama,,,lõige,sg in
otsima,,,ankeet,sg in
näitama,,,ühiskond,sg in
jälgima,,,kooselu,pl in
käsitlema,,,Eesti,sg in
käsitlema,,,erialaajakiri,sg in
käsitlema,,,Eesti,sg in
