verb,compound1,compound2,obl,obl_form
uskuma,,,ametivahetus,sg el
uskuma,,,pereelu,sg in
saama,,,väide,sg ad
saama,,,tulemus,sg es
pidama,,,sõna,pl ad
pidama,,,aasta,pl p
naljakas,,,aeg,sg n
käituma,,,kodu,adt
see,,,lõõg,sg g
meri,,,meri,adt
lehvitama,järele,,mina,sg all
tutvuma,,,mees,pl kom
tutvuma,,,tutvumiskuulutus,pl g
mina,,,see,sg el
mina,,,trükkiminek,sg p
tulnud,,,haigla,sg in
tulnud,,,ilm,sg all
märkama,,,ise,sg g
hankima,,,ootav,sg g
ütlema,,,laps,sg g
ütlema,,,sugu,sg el
tahtma,,,mees,sg all
tähendama,,,sina,sg all
hea,,,voodi,sg in
mõjuma,,,riie,sg el
mõjuma,,,keha,sg ad
mina,,,homo,pl g
mina,,,mina,sg all
mina,,,ise,sg el
sattuma,,,tantsurühm,sg kom
sattuma,,,lastesaade,sg ill
kasvatama,,,põhimõte,pl g
meel,,,Tiina,sg ad
arvama,,,kleit,sg in
kindel,,,mina,sg el
kindel,,,keegi,sg tr
meeldima,,,mina,sg all
meeldima,,,mina,sg all
noomima,,,kõrvamikrofon,adt
sattuma,,,segadus,adt
tulema,,,Milano,sg in
tulema,,,poiss,sg kom
tulema,,,tema,sg all
vedama,,,stuudio,pl p
vedama,,,inimene,pl all
üürima,,,Malibu,sg g
tõstma,,,juustepiir,sg ter
hoidma,kinni,,linn,sg in
hoidma,kinni,,käsi,sg el
demonstratiivselt,,,selg,sg g
demonstratiivselt,,,Eda-Ines,sg el
demonstratiivselt,,,nina,sg g
harjunud,,,jama,sg kom
üllatuma,,,olu,pl in
üllatuma,,,fotograaf,pl g
üllatuma,,,pressikonverents,sg all
küsima,,,tema,sg abl
triikima,,,hommik,sg ad
triikima,,,tema,sg all
triikima,,,intervjuu,sg g
koos,,,tulek,sg p
koos,,,kodu,adt
kuulma,pealt,,kontsert,sg ad
kuulma,pealt,,tema,sg abl
kuulma,pealt,,sina,sg ad
kuulma,pealt,,mina,sg kom
pidama,,,komme,pl g
rääkima,,,pulmariie,pl el
otsustama,,,aasta,sg p
otsustama,,,november,sg in
mina,,,tema,sg g
mina,,,kuninganna,sg es
mina,,,hansa,sg in
tundma,,,aasta,sg ad
saama,,,kadumine,sg p
saama,,,olemine,sg kom
tema,,,sugulane,pl g
meenuv,,,Elle,sg all
meenuv,,,peolaud,sg all
oluline,,,aasta,sg g
tee,,,Tallinn,adt
massaazh,,,hoole,adt
meenutama,,,aasta,sg g
meenutama,,,sõber,pl kom
meenutama,,,etendus,pl g
alustama,,,tants,sg kom
alustama,,,maa,sg el
alustama,,,madal,sg el
alustama,,,meistrivõistlus,pl ad
võtma,üle,,fantaasialaps,sg abl
võtma,üle,,Harry,sg n
sattuma,,,õhtusöök,sg ad
sattuma,,,piiskop,sg kom
elama,,,jalutuskäik,sg g
elama,,,saatkond,sg el
elama,,,riik,sg all
elama,,,korter,sg in
viima,,,november,sg in
viima,,,Ran-Aroni,sg p
viima,,,haigla,sg ill
viima,,,õmblusmasin,sg g
minema,,,saamine,sg p
minema,,,riie,pl g
üritama,,,pikk,sg all
üritama,,,protsess,sg ad
üritama,,,pind,sg ad
kandma,,,Nightlight,sg n
tunnistama,,,Gunnar,sg kom
tunnistama,,,mina,sg kom
tooma,,,ilm,sg all
tooma,,,kes,sg all
tooma,,,soov,sg kom
tõmbama,,,käsi,sg kom
kurvastama,,,aeg,sg p
ütlema,,,kodu,adt
saama,,,botaanikaaed,sg in
saama,,,kell,sg n
saama,,,õhtu,sg ad
rase,,,kuu,sg p
rase,,,lähiaeg,sg ad
juhtuma,,,film,sg in
kaitsetu,,,õhtu,sg g
mõtlema,järele,,ise,sg all
mõtlema,järele,,meel,adt
konsulteerima,,,sõber,pl kom
konsulteerima,,,julgeolekustruktuur,pl in
konsulteerima,,,teenistus,sg el
konsulteerima,,,ise,sg all
liikuma,,,kiirus,sg kom
juhtuma,,,Hannes,sg ad
juhtuma,,,õnn,sg tr
see,,,mina,pl in
palju,,,areen,sg abl
oskama,,,tema,sg all
oskama,,,roll,sg el
oskama,,,ise,sg all
kohtuma,,,liige,pl kom
Gunnar,,,augustikuu,sg in
G,,,Jaapan,sg in
G,,,see,sg p
töötama,välja,,tema,pl kom
töötama,välja,,produtsent,sg n
töötama,välja,,kõik,pl all
G,,,augusti-september,sg ter
G,,,Tatjana,sg kom
G,,,keel,sg in
oluline,,,mina,sg all
elama,,,linn,sg in
elama,,,noormees,sg el
elama,,,pai,pl in
saama,,,aeg,sg el
saama,,,aasta,pl ad
saama,,,Soome,sg in
mõjutama,,,maailmatase,sg ad
mõjutama,,,tema,sg g
tulema,,,nädal,sg ad
tulema,,,rahvas,sg ad
tulema,,,telefonikõne,pl all
tulema,,,tõsi,sg all
ähvardama,,,õnn,sg tr
ootus,,,ise,sg g
vastama,,,keel,sg in
ilmuma,,,särk,sg g
ilmuma,,,pressikonverents,sg all
suutma,,,uurimine,sg ad
käima,läbi,,Eduard,sg el
teadma,,,tema,sg all
saama,välja,,pea,adt
nämmutama,,,aasta,pl ad
nämmutama,,,kuu,pl g
nämmutama,,,teema,sg ad
nämmutama,,,eurolava,sg ad
langema,ära,,Sahlene,sg g
kirjutama,,,kord,sg n
kirjutama,,,jumal,sg g
kirjutama,,,noot,sg in
kirjutama,,,laul,pl el
juhtuma,,,aeg,sg p
juhtuma,,,üksteise,sg kom
suutma,,,jõusaal,sg in
õppetund,,,sõna,pl ad
tema,,,film,adt
selguma,,,pihtimus,sg el
selguma,,,suhe,sg g
selguma,,,tulemus,sg es
käima,läbi,,publik,sg el
värisema,,,kord,sg n
värisema,,,mina,sg ad
värisema,,,tuba,sg el
värisema,,,selg,sg g
loobuma,,,miski,sg el
kõndima,,,iga,sg all
kõndima,,,poole,
suhtlema,,,voodi,sg ill
suhtlema,,,minek,sg p
suhtlema,,,mees,sg kom
olema,nõus,,eksperiment,sg in
olema,nõus,,aeg,sg p
olema,nõus,,klaasvitriin,sg in
olema,nõus,,linn,sg p
olema,nõus,,kord,sg p
otsustama,,,mäng,sg in
suhtuma,,,sina,sg ill
kutsuma,,,aasta,sg p
sõitnud,,,kilomeeter,sg p
tuksuma,,,aeg,sg p
ütlema,,,see,pl in
nutma,,,kirg,sg el
oluline,,,tema,pl abl
tabama,,,turnee,sg g
tabama,,,nädal,sg n
tabama,,,kodu,sg in
asedirektor,,,selg,sg g
plats,,,vabagraafik,sg all
esitama,,,lõuna,pl g
prioriteet,,,hetk,sg ad
prioriteet,,,lohe,pl kom
saama,,,klass,sg in
töötama,,,tänaseks,
töötama,,,käsi,sg g
sillerdama,,,husaarivunts,pl g
sillerdama,,,seanss,sg p
sillerdama,,,mis,sg g
sillerdama,,,protees,sg kom
ajama,vastu,,mina,sg el
leidma,,,kõik,pl g
pidama,,,olemine,sg g
tooma,,,kes,sg g
võtma,,,pilt,sg g
käima,,,päev,sg ad
käima,,,linn,sg in
käima,,,linn,sg ab
õnnelik,,,New,?
toonud,,,Led,sg n
toonud,,,Backstreet,sg g
toonud,,,poiss,pl g
avatum,,,õnn,sg tr
minema,,,tema,sg kom
pärima,,,aasta,sg g
pärima,,,tema,sg abl
tegelema,,,asi,pl kom
tegelema,,,mina,sg all
klõbistama,,,arvuti,sg ill
klõbistama,,,nädal,sg g
käesoojus,,,pliiats,sg kom
käesoojus,,,laulutekst,pl ad
oluline,,,Tulviste,sg g
oluline,,,tema,sg all
tutvuma,,,aasta,sg ad
tutvuma,,,klubi,sg in
tutvuma,,,Hollywood,sg n
tutvuma,,,ajakirjandus,sg in
panema,,,abiellumine,sg g
tahtma,,,vanalinnapäev,pl all
meeldima,,,tema,sg all
meeldima,,,ütlemine,pl kom
kuuldud,,,linnateater,sg ill
kuuldud,,,töö,sg all
kuuldud,,,tema,sg abl
kuuldud,,,nädal,sg p
teenima,,,teater,sg in
teenima,,,puutöömees,sg es
teenima,,,näitlejapalk,sg all
mässanud,,,VLÜ,sg kom
mässanud,,,aasta,sg g
sellepärast,,,ise,sg n
sellepärast,,,ise,sg g
leidma,,,tänav,sg ad
leidma,,,inimene,pl g
loodud,,,saatus,sg kom
möödas,,,etteaste,sg el
jõudma,,,publik,sg ter
uskuma,,,laps,pl all
eestlane,,,mina,sg g
eestlane,,,punkt,sg in
andma,,,küsimus,pl all
andma,,,tema,sg all
otsustama,,,ise,sg all
käima,,,kool,sg in
kinnitama,,,aasta,sg ad
tooma,,,meeskond,sg kom
tooma,,,omanik,pl all
tooma,,,kroon,sg p
rõõmustama,,,kroon,sg ter
elama,,,Lasnamäe,sg ad
elama,,,korter,sg in
elama,,,õde,sg g
selline,,,mina,sg all
meeldima,,,Marta,sg all
meeldima,,,aeg,sg ad
meeldima,,,modellikarjäär,sg el
teadma,,,Ojuland,sg g
teadma,,,sool,sg in
teadma,,,Ojuland,sg kom
meri,,,jaht,sg n
lahkuma,,,Tallinn,sg el
lahkuma,,,aeg,sg g
lendama,,,Eesti,sg el
ostma,,,parras,sg ad
meeldima,,,Jaanus,sg all
mina,,,loomine,sg kom
hoolitsema,,,kuurinurk,pl in
hoolitsema,,,hulkurpoiss,sg es
hoolitsema,,,mees,sg es
hoolitsema,,,kord,sg g
hoolitsema,,,kirg,sg kom
värisema,,,mina,sg ad
avastama,,,hetk,sg ad
avastama,,,muusikakool,sg in
avastama,,,noot,sg el
jutustama,,,isa,sg all
jutustama,,,seiklus,pl el
jutustama,,,see,sg el
keerama,ära,,aasta,sg g
keerama,ära,,dzhinn,sg el
moto,,,Filmis,sg n
jooma,,,hommikukohv,adt
käima,ringi,,päev,sg n
käima,ringi,,käsi,sg el
kaitstud,,,Edgar,sg n
jätnud,,,mina,sg all
Ervin,,,sõna,pl ad
viima,,,töö,sg all
viima,,,maja,adt
üürima,,,tutvus,sg p
üürima,,,väljavalitu,sg kom
pidama,,,meel,sg in
mina,,,Ülikool,sg in
mina,,,kursus,sg ad
muutuma,,,Moskva,sg in
kohtuskäija,,,kohus,sg ill
kohtuskäija,,,tema,sg abl
kohtuskäija,,,au,sg g
hõiskama,,,valmimine,sg all
hõiskama,,,aasta,sg p
hõiskama,,,rõõm,sg el
kohtuma,,,aasta,sg g
kohtuma,,,see,sg p
kohtuma,,,tänavapilt,sg in
kummutama,,,savisaar,sg el
kummutama,,,pere,sg el
mina,,,jõuluvana-sõnum,sg kom
jääma,,,tema,pl all
jääma,,,teadmine,sg tr
mõtlema,läbi,,paik,adt
mina,,,aeg,sg p
mina,,,riik,sg g
rääkima,,,nägu,sg el
rääkima,,,jutt,sg all
mõtlema,,,mees,pl el
mõtlema,,,Pentagon,adt
samamoodi,,,sõda,sg in
valitsema,,,haigla,sg in
valitsema,,,hinnang,sg ad
ütlema,ära,,hällilaul,pl el
tulema,,,elu,adt
tulema,,,mari,sg in
ütlema,,,Eesti,sg in
kujutama,ette,,sina,sg el
käima,,,kelder,sg in
üleelamine,,,mina,sg g
üleelamine,,,päev,sg p
olema,vaja,,tema,pl ad
võtma,,,mina,sg kom
võtma,,,küsimus,sg in
võtma,,,kord,sg p
tutvuma,,,aasta,sg ad
tutvuma,,,koosistumine,sg ad
läbi,,,kell,sg p
tema,,,ise,sg all
viima,,,kord,sg g
viima,,,Pärnumaa,sg all
viima,,,tehas,sg ill
ootama,,,raamat,sg kom
ootama,,,seiklus,pl el
ootama,,,mees,pl kom
saama,,,külg,sg el
saama,,,kott,sg el
saama,,,käsi,adt
saama,,,pakike,sg kom
saama,,,klient,sg all
üllatus,,,Liisi,sg g
üllatus,,,astumine,sg g
üllatus,,,aur,sg g
proovima,,,kord,sg p
tõusma,,,töö,sg g
tõusma,,,vara,sg g
hakkama,,,müra,sg el
hakkama,,,korter,sg in
hakkama,,,tema,sg ad
märkima,,,lõhn,pl el
põhjus,,,armunu,pl ad
põhjus,,,aeg,sg ad
jalutama,,,allee,sg p
pärit,,,Mulgimaa,sg abl
mäletama,,,suurus,sg g
jääma,,,mis,sg g
laskma,,,tätoveering,sg kom
sattunud,,,reklaamilehekülg,pl all
sattunud,,,pilt,sg g
reporter,,,pressima,s
reporter,,,kuulujutt,pl ill
reporter,,,tähelepanu,sg el
reporter,,,liiv,sg g
vastama,,,kool,sg p
matma,,,aasta,sg p
matma,,,aasta,sg p
matma,,,pere,adt
minema,,,kaugus,sg all
minema,,,kodu,adt
aitama,,,see,sg el
vaatama,,,isa,sg g
vaatama,,,isa,sg abl
suhtuma,,,hobi,pl ill
teadma,,,oma,sg el
teadma,,,käsi,sg el
algama,,,kell,sg n
algama,,,tund,sg p
öelnud,,,esimene,sg es
oluline,,,mina,sg g
oluline,,,võitja,sg es
samm,,,sina,sg g
tooma,juurde,,aasta,sg ad
tooma,juurde,,lugeja,pl abl
tooma,juurde,,sina,sg all
lootma,,,teater,sg all
veetma,,,valve,sg g
tähendama,,,rahu,sg in
andma,ette,,lava,sg ad
andma,ette,,telepilt,sg in
andma,ette,,eurohelilooja,pl all
tegema,,,mina,sg kom
tegema,,,elamine,sg g
tegema,,,tema,sg all
tegema,,,suhtlemine,sg ad
tahtma,,,Meelis,sg kom
tahtma,,,riid,adt
tahtma,,,tema,sg all
laps,,,see,sg g
teadma,,,Victoria,sg all
teadma,,,suhe,sg g
normaalne,,,Soome,sg in
normaalne,,,aeg,sg p
normaalne,,,töö,sg ad
normaalne,,,aeg,sg p
nii,,,klubi,sg in
nii,,,mina,sg kom
nii,,,ema,sg kom
hoidma,eemale,,mina,sg el
aimama,,,laps,sg el
aimama,,,tema,sg g
aimama,,,poja,sg el
aimama,,,tema,sg all
aimama,,,kord,sg p
näima,,,kord,sg g
näima,,,aeg,sg n
tervitama,,,Peetri,sg kom
sarnane,,,ekspeaminister,sg kom
seostama,,,Aare,sg n
käima,,,töövestlus,sg ad
käima,,,juus,pl kom
käima,,,töö,sg all
käima,,,poisipea,sg kom
müüma,,,kuu,sg p
päästma,,,Õnneks,sg n
päästma,,,uks,sg el
mina,,,ruum,pl in
põlema,,,Südaööl,sg n
põlema,,,õu,sg in
saama,,,see,pl el
raske,,,meelelahutusäri,sg in
raske,,,palju,pl all
raske,,,pea,adt
väitma,,,hommik,sg p
väitma,,,kindlus,sg kom
väitma,,,Šotimaa,sg ad
väitma,,,linnus,sg in
väitma,,,teineteise,sg all
väitma,,,popjumalanna,sg g
keelduma,,,haigla,sg ill
keelduma,,,kommentaar,pl el
ütlema,,,päev,sg n
ütlema,,,altar,sg g
leidma,,,Hollywood,sg el
leidma,,,Oscarile,sg g
leidma,,,abikaasa,sg g
leidma,,,aasta,sg p
leidma,,,aasta,sg g
leidma,,,Robyn,sg kom
leidma,,,perekond,sg in
õppima,,,tema,sg abl
saabuma,,,see,sg all
saabuma,,,aasta,pl p
andma,,,järeltulija,sg all
uskuma,,,hääl,sg ad
hakkama,,,minek,sg p
hakkama,,,trenn,sg in
pärinud,,,nüüdne,sg tr
ütlema,,,sina,sg all
käima,,,aasta,sg p
meenutama,,,õlu,sg g
meenutama,,,roll,sg kom
tahtma,,,mina,sg all
Kaspar,,,New,?
tahtma,,,abiellumine,sg kom
erinev,,,mõte,sg in
selguma,,,õigusinstituut,adt
tegema,,,kallaletungija,sg all
tegema,,,juht,sg tr
tegema,,,tema,sg all
tegema,,,tänav,sg ad
otsus,,,mood,sg ad
teadnud,,,ütlemine,sg g
pärandama,,,ema,sg n
tahtma,,,probleem,pl g
tahtma,,,mis,sg kom
tahtma,,,päev,sg n
tahtma,,,töö,sg ad
lugema,,,meelelahutus,sg tr
spetsialiseeruma,,,ülikool,sg in
spetsialiseeruma,,,tööõigus,sg all
spetsialiseeruma,,,ametiühing,sg ill
spetsialiseeruma,,,praktika,sg all
algus,,,valdkond,sg in
saatma,,,Kerlile,sg g
saatma,,,nimesilt,sg kom
ostma,ära,,päev,sg n
ostma,ära,,esinemine,sg p
ostma,ära,,tema,sg all
ostma,ära,,ise,sg n
kuuluma,,,töö,pl g
lisama,,,sõna,pl ad
lisama,,,tema,sg all
lisama,,,ise,sg all
tunnistama,,,rahategemine,sg all
kutsuma,,,aasta,pl p
kutsuma,,,Clooney,sg n
operatsioon,,,nädal,sg n
operatsioon,,,mis,sg g
operatsioon,,,rind,sg el
arutama,,,laps,sg g
päästma,,,mõtlemine,sg el
päästma,,,see,sg el
päästma,,,aasta,sg p
päästma,,,juht,sg el
päästma,,,müük,sg kom
päästma,,,tänaseks,
kasutama,,,lapsesaam,sg el
minema,,,Õnneks,sg n
minema,,,tita,sg kom
jääma,,,Toomas,sg g
olema,,,lisa,sg tr
olema,,,kaksikvend,sg ad
olema,,,Tõnu,sg ad
olema,,,kodu,sg in
Universum,,,täht,pl el
uskuma,,,elu,sg g
uskuma,,,kodu,sg in
kirjutama,,,ümbrik,sg ill
kirjutama,,,kiri,sg g
tüüp,,,telefon,sg in
olenema,,,inimene,sg el
kodeeritu,,,mina,pl ill
Lowryl,,,see,sg el
tegema,,,roll,sg tr
tegema,,,lava,sg ad
tegema,,,Toronto,sg in
veetma,,,lennuk,pl in
lööma,kaasa,,disainimine,sg ad
võtma,,,uudis,sg g
saama,,,ise,sg all
saama,,,viin,sg g
tooma,,,silm,pl g
tooma,,,aeg,sg p
jääma,,,Eesti,sg in
jääma,,,kord,sg p
jääma,,,omasooline,pl el
lugema,,,internet,sg el
kiitma,,,taevas,sg ter
kiitma,,,tema,sg ad
kiitma,,,ise,sg all
kiitma,,,pamp,sg kom
meeldima,,,tema,sg all
pidama,,,jaaniõhtu,sg ad
pidama,,,naaberaed,pl in
kasvama,välja,,bändinimi,sg el
viskama,,,film,sg in
viskama,,,iseärasus,pl g
saama,,,see,sg g
mängima,,,linateos,sg in
mängima,,,tegelaskuju,pl g
mängima,,,talu,adt
suutma,,,korral,
suutma,,,õnn,sg tr
tegema,,,tüdruk,sg es
tegema,,,eriala,sg ad
vaatama,,,Pärnu,sg all
tarvitsema,,,inimene,sg ad
töötama,,,inimene,pl kom
töötama,,,tee,sg all
töötama,,,tähendus,sg in
tegema,,,kümnendik,sg kom
tegema,,,tänavalaps,pl g
tegema,,,tee,sg all
tegema,,,see,pl ad
panema,,,asi,sg kom
väiksem,,,sissetulek,pl kom
väiksem,,,kord,pl p
moraliseerima,,,suhe,pl g
kogunema,,,nädal,sg kom
kogunema,,,mis,sg el
ohkama,,,ohvitser,sg all
ohkama,,,orden,sg g
väänama,,,asi,sg g
meeldima,,,mina,sg all
meeldima,,,kerjus,sg all
probleem,,,tema,sg all
oskama,,,pildistamine,sg g
jõudma,,,kool,sg in
hindama,,,muusikaartist,pl el
harjumatu,,,mina,sg g
nägema,,,elu,sg kom
saama,,,Johannes,sg g
tema,,,kodu,sg el
see,,,Johann,pl el
desperaatne,,,staadium,sg in
otsustama,,,maakodu,sg in
otsustama,,,küla,sg in
otsustama,,,piim,sg g
arvama,,,aasta,pl p
abielu,,,asekantsler,sg g
milline,,,külgelööja,pl kom
tundma,,,seltskond,sg in
korisema,,,nälg,sg el
arutama,,,sünnipäev,sg ad
elama,,,Tartu,sg in
elama,,,hotell,sg in
koguma,,,Amsterdam,sg in
koguma,,,aeg,sg p
tutvuma,,,Budapest,sg in
tutvuma,,,ülikool,sg in
esinema,,,nädal,sg ad
esinema,,,Tallinn,sg in
pidama,,,aasta,pl p
pidama,,,meel,sg in
meeldima,,,mina,sg all
süüdistama,,,kaasosaline,pl kom
süüdistama,,,riisumine,sg in
meeldima,,,mina,sg all
krabama,,,õde,sg el
krabama,,,ise,sg all
eemal,,,filmivõte,pl kom
eemal,,,aasta,sg p
kohtuma,,,kool,adt
kohtuma,,,Hannes,sg n
kohtuma,,,sõna,pl ad
kohtuma,,,kool,sg g
saama,,,kodulehekülg,sg abl
paar,,,aeg,sg p
kirjutama,,,armastus,sg ab
saama,,,puberteediiga,sg el
rahulolematus,,,see,pl ad
rahulolematus,,,roll,sg in
kohtuma,,,John,sg n
viima,eemale,,perekond,sg el
korraldama,,,juht,sg ad
korraldama,,,valim,sg el
korraldama,,,korter,sg in
korraldama,,,üritus,pl ad
korraldama,,,põli,sg g
teadma,,,mees,pl all
teadma,,,sukkpüksid,pl el
mõtlema,läbi,välja,hommik,sg ad
mõtlema,läbi,välja,hool,sg kom
mõtlema,läbi,välja,king,pl ter
mõtlema,läbi,välja,selg,adt
pesu,,,seksuaalelu,sg kom
jõudma,,,veendumus,sg all
tahtma,,,loom,sg abl
mõtlema,,,liigutus,sg g
pidama,,,Flegmaatikuna,sg n
saama,,,asumine,sg p
saama,,,aeg,sg p
saama,,,kontor,sg in
saama,,,tema,sg all
esindama,,,ehitamine,sg in
töötama,,,investeerimisfond,sg g
töötama,,,miljon,sg g
minema,,,hommikupoolik,sg ad
minema,,,sõbranna,pl kom
saama,,,kodune,pl all
omanik,,,London,sg in
omanik,,,Eesti,sg in
omanik,,,gei,pl all
valima,,,üldjuht,sg ad
üritama,,,laulja,sg g
lootma,,,katse,pl ad
käima,,,muusikakool,sg in
käima,,,laulustuudio,sg in
meeldima,,,mina,sg all
meeldima,,,mina,sg all
tegema,,,inimene,pl ad
ostma,,,aasta,sg ad
ostma,,,ise,sg all
ostma,,,õhtu,sg tr
väärima,,,näitemäng,sg p
väärima,,,päev,sg ad
väärima,,,ajakirjandus,adt
väärima,,,aeg,sg p
väärima,,,abielu,sg all
uskuma,,,poeg,sg abl
lõhnama,,,rahaõnn,sg g
kindel,,,tema,sg g
tulema,,,see,sg g
enam,,,see,sg p
jääma,,,kaklus,sg in
meenuma,,,suvetuur,sg abl
meenuma,,,lava,sg g
meenuma,,,murrak,sg in
minema,,,tütar,pl all
minema,,,hing,sg p
saadetud,ära,,kaamera,sg el
saadetud,ära,,tema,sg ad
jääma,,,mina,pl ad
jääma,,,Helsingi,sg in
jääma,,,laev,sg ter
leidma,,,jõulud,pl g
lugu,,,inimene,pl el
lööma,,,Gojko,sg g
leidma,,,aasta,sg p
leidma,,,kodu,sg g
leidma,,,järv,sg el
mängima,,,Renate,sg kom
mängima,,,film,sg in
leidnud,,,biennaal,sg ad
leidnud,,,kodu,sg in
leidnud,,,kogu,pl ill
maksma,kokku,,Eesti,sg el
nõudma,,,tänapäev,sg ad
küpsema,,,aeg,sg ad
filmimaailm,,,aasta,sg ad
filmimaailm,,,film,sg in
otsustama,,,aastake,sg g
ütlema,,,mina,sg all
austama,,,teine,pl g
austama,,,abikaasa,sg kom
kogunema,,,oktoober,sg ad
kogunema,,,London,sg in
kogunema,,,maja,adt
kogunema,,,tänav,sg in
kestma,,,aasta,sg p
pühkima,,,üdi,sg ter
pühkima,,,Valmine,sg g
leidma,,,päev,sg p
leidma,,,tema,pl all
koha,,,aeg,sg ad
muutuma,,,inimene,pl g
muutuma,,,kes,sg kom
muutuma,,,voodi,sg ill
rääkima,,,paigaldamine,sg el
rääkima,,,jõulud,pl g
raske,,,kuu,sg p
raske,,,mina,sg ad
tundma,,,mina,sg all
pelgama,,,nädal,sg kom
pelgama,,,vesi,sg g
võtma,,,film,sg in
võtma,,,külg,sg g
võtma,,,vabadus,adt
saama,,,oma,pl g
kavatsema,,,tulevik,sg in
kuuluma,,,abielu,sg g
pidama,,,aasta,sg ad
pidama,,,veebruar,sg ad
avaldama,,,taim,sg g
paluma,,,mina,sg ad
tulema,,,elu,sg in
tulema,,,mina,sg ad
tulema,,,poliitika,sg g
saabuma,tagasi,,päev,sg ad
istuma,,,aeg,sg n
unistama,,,see,sg el
unistama,,,söök,sg el
peitma,,,tipp,sg el
peitma,,,lumi,sg g
astuma,,,samm,sg p
astuma,,,kes,sg all
astuma,,,sõna,pl ad
aktivist,,,õigus,pl g
aktivist,,,süda,sg in
meeldinud,,,tema,sg all
nimetama,,,väljakutse,sg es
püüdnud,,,aasta,sg p
eitama,,,kiri,adt
eitama,,,keerutamine,sg el
kurjategija,,,kütke,pl el
esitama,,,kroonika,sg all
esitama,,,gala,sg g
esitama,,,üllatus,sg es
raskem,,,see,sg p
raskem,,,inimene,sg kom
raskem,,,intiimtasand,sg all
kukkuma,,,jalg,pl all
kattuma,,,aeg,sg ad
kattuma,,,tolm,sg kom
tahtma,,,kodu,sg in
tahtma,,,rahu,sg in
teadma,,,poliitika,sg kom
pensionär,,,kinomehhaanik,sg es
pensionär,,,töö,sg g
pensionär,,,küla,sg g
pensionär,,,tsisternauto,sg kom
puuduma,,,Eesti,sg in
puuduma,,,keegi,sg all
puuduma,,,elu,adt
seisnema,,,mina,pl g
seisnema,,,see,sg in
seisnema,,,buss,sg el
tõmbama,,,naine,sg all
tõmbama,,,ülesanne,sg es
panema,,,plaadimängija,sg ill
panema,,,nahktugitool,adt
saama,,,aasta,sg ad
saama,,,treeninglaager,sg in
saama,,,olümpiamängud,pl tr
inimene,,,sõna,pl ad
komme,,,Hispaania,sg in
komme,,,pulm,pl g
komme,,,noorpaar,sg all
sisustama,,,kino,sg in
viis,,,tulek,sg p
viis,,,elukaaslane,sg g
viis,,,suvi,sg ad
viis,,,MM,sg all
oht,,,raamat,sg in
oht,,,aadress,sg ad
oht,,,Inglismaa,sg ad
arvama,,,see,sg tr
arvama,,,mis,sg kom
tegu,,,aasta,sg ad
erinema,,,visioon,sg el
võtma,,,mina,sg ad
võtma,,,jutt,sg all
mõtlema,,,tänapäev,sg ad
saama,,,mina,pl ad
saama,,,arusaamatus,sg g
nägema,välja,,sõna,pl ad
nägema,välja,,maja,sg g
nägema,välja,,mis,sg g
nägema,välja,,aastakümme,pl p
tulema,,,sõna,pl ad
tulema,,,boss,sg all
tulema,,,meel,adt
tulema,,,vestlus,sg tr
panema,kinni,,ise,sg g
panema,kinni,,puhkus,sg g
lubama,,,firma,sg in
tänulik,,,saatus,sg all
tänulik,,,naine,sg g
suhtuma,,,otsus,pl ill
hoiak,,,eriala,sg ad
viibima,,,reis,sg ad
viibima,,,paik,pl in
viibima,,,romaan,sg in
levima,,,kultuuriringkond,pl in
levima,,,armusuhe,sg el
tegema,,,ise,sg n
tegema,,,mina,sg g
kinkima,,,nõmm,sg ad
kinkima,,,tänav,sg ad
kinkima,,,tütar,sg all
tulema,,,mänd,pl g
tulema,,,õnnelik,sg es
ütlema,,,sisustamine,sg ad
ütlema,,,Eri,sg kom
ütlema,,,hotell,pl in
küsima,,,mina,sg abl
küsima,,,tema,sg kom
tulema,,,see,sg tr
tulema,,,taevas,sg p
käima,ringi,,majapidamine,sg in
käima,ringi,,tema,sg all
käima,ringi,,kõik,sg in
arvama,,,haud,sg in
vajalik,,,üldsus,sg ad
tegemine,,,eurohelilooja,pl all
tegemine,,,esitamine,sg tr
üllatus,,,tormilisus,sg g
tahtma,,,eeskuju,sg ad
tahtma,,,see,sg tr
üheksa-aastane,,,kuu,sg p
tulnud,,,sobimatus,sg g
müüma,maha,,ise,sg all
müüma,maha,,rong,sg el
andma,,,külaline,pl g
minema,ära,,kell,sg n
minema,ära,,kodu,sg el
kiirabiarst,,,sündmuskoht,sg ad
esinema,,,grupp,sg kom
esinema,,,aeg,sg tr
ammendama,,,mina,sg g
vanduma,,,ise,sg all
vanduma,,,kõne,sg in
vanduma,,,töö,sg ad
vanduma,,,prooviesinemine,pl all
ilus,,,see,pl g
lõpma,,,aasta,sg ad
lõpma,,,aeg,sg ter
alustama,,,saal,sg in
alustama,,,aeg,sg ad
tegema,,,elukaaslane,sg all
tegema,,,nimi,sg all
tülitsema,,,Natalja,sg kom
tema,,,kool,sg el
lootma,,,üldtervis,sg kom
arvama,,,lubaja,sg g
tulema,,,süda,sg el
meenutama,,,Päevalehe,sg in
sängitama,,,tagajärg,sg ad
sängitama,,,metsakalmistu,sg all
töötama,koos,,näitlejaamet,sg g
töötama,koos,,vaataja,pl g
töötama,koos,,tegemine,sg tr
töötama,koos,,aasta,sg g
elama,,,Tom,sg n
