pat_id,pattern,verb_word,verb_compound,phrase_nr,phrase_case,deprel,adp,inf_verb
236,ostma_1 Arg2 (koht/allikas),ostma,,3,el,obl,,
236,ostma_1 Arg2 (koht/allikas),ostma,,3,abl,obl,,
236,ostma_1 Arg2 (koht/allikas),ostma,,3,gen,obl,käest,
236,ostma_1 Arg3 (saaja),ostma,,4,all,obl,,
236,ostma_1 Arg3 (saaja),ostma,,4,gen,obl,jaoks,
236,ostma_1 ArgM,ostma,,5,tr,obl,,
237,oskama_1 Arg0 (oskaja),oskama,,1,,nsubj,,
237,oskama_1 Arg1 (teema),oskama,,2,,obj,,
237,oskama_1 Arg5,oskama,,3,,xcomp,,
238,aitama_1 Arg0 (aitaja),aitama,,1,,nsubj,,
238,aitama_1 Arg1 (kasusaaja),aitama,,2,,obj,,
238,aitama_1 Arg1 (kasusaaja),aitama,,2,ad,obl,,
238,aitama_1 Arg2 (mida teha/milles/millega),aitama,,3,,xcomp,,
238,aitama_1 Arg2 (mida teha/milles/millega),aitama,,3,in,obl,,
238,aitama_1 Arg2 (mida teha/milles/millega),aitama,,3,kom,obl,,
238,aitama_1 Arg2 (mida teha/milles/millega),aitama,,3,ad,obl,,
238,aitama_1 Arg2 (mida teha/milles/millega),aitama,,3,gen,obl,korral,
238,aitama_1 Arg3 (vahend),aitama,,4,kom,obl,,
239,aitama_2 Arg1 (mitmest),aitama,,1,el,obl,,
240,otsima_1 Arg0 (otsija),otsima,,1,,nsubj,,
240,otsima_1 Arg1 (teema),otsima,,2,,obj,,
240,otsima_1 Arg3 (saaja),otsima,,3,all,obl,,
240,otsima_1 Arg4 (eesmärk),otsima,,4,tr,obl,,
241,kutsuma_1 Arg0 (kutsuja),kutsuma,,1,,nsubj,,
241,kutsuma_1 Arg1 (adressaat),kutsuma,,2,,obj,,
242,kutsuma_2 Arg0 (kutsuja),kutsuma,,1,,nsubj,,
242,kutsuma_2 Arg1 (adressaat),kutsuma,,2,,obj,,
242,kutsuma_2 Arg2 (kelleks/milleks/kuidas),kutsuma,,3,,xcomp,,
242,kutsuma_2 Arg2 (kelleks/milleks/kuidas),kutsuma,,3,kom,obl,,
242,kutsuma_2 Arg2 (kelleks/milleks/kuidas),kutsuma,,3,gen,obl,järgi,
242,kutsuma_2 Arg2 (kelleks/milleks/kuidas),kutsuma,,3,part,obl,pidi,
243,õppima_1 Arg0 (õppija),õppima,,1,,nsubj,,
243,"õppima_1 Arg1 (teema (mida, mida tegema)",õppima,,2,,obj,,
243,õppima_1 Arg2 (millest/kellelt),õppima,,3,el,obl,,
243,õppima_1 Arg2 (millest/kellelt),õppima,,3,abl,obl,,
243,õppima_1 Arg5,õppima,,4,,xcomp,,
244,mõjutama_1 Arg0 (mõjutaja),mõjutama,,1,,nsubj,,
244,mõjutama_1 Arg1 (teema/adressaat),mõjutama,,2,,obj,,
244,mõjutama_1 Arg2 (vahend),mõjutama,,3,kom,obl,,
244,mõjutama_1 Arg2 (vahend),mõjutama,,3,gen,obl,abil,
244,mõjutama_1 Arg4 (obl_Tra),mõjutama,,4,tr,obl,,
245,mängima_1 Arg0 (mängija),mängima,,1,,nsubj,,
245,mängima_1 Arg1 (teema),mängima,,2,,obj,,
245,mängima_1 Arg2 (vahend),mängima,,3,kom,obl,,
245,mängima_1 Arg3 (kellega),mängima,,4,kom,obl,,
245,mängima_1 Arg4 (koht),mängima,,5,in,obl,,
245,mängima_1 Arg4 (koht),mängima,,5,ad,obl,,
246,mängima_3 Arg0 (mängija),mängima,,1,,nsubj,,
246,"mängima_3 Arg1 (keda, mida)",mängima,,2,,obj,,
246,mängima_3 Arg2 (koht),mängima,,3,in,obl,,
247,mängima_6 Arg0 (mängija),mängima,,1,,nsubj,,
247,mängima_6 Arg1 (teema?),mängima,,2,,obj,,
247,mängima_6 Arg2 (vahend),mängima,,3,,obj,,
247,mängima_6 Arg2 (vahend),mängima,,3,ad,obl,,
247,mängima_6 Arg3 (koht),mängima,,4,in,obl,,
247,mängima_6 Arg3 (koht),mängima,,4,ad,obl,,
248,istuma_1 Arg0 (istuja),istuma,,1,,nsubj,,
249,istuma_2 Arg0 (istuja),istuma,,1,,nsubj,,
249,istuma_2 Arg1 (koht),istuma,,2,in,obl,,
249,istuma_2 Arg1 (koht),istuma,,2,,advmod,,
249,istuma_2 Arg3 (põhjus),istuma,,3,gen,obl,eest,
250,võrdlema_1 Arg0 (võrdleja),võrdlema,,1,,nsubj,,
250,võrdlema_1 Arg1 (teema),võrdlema,,2,,obj,,
250,võrdlema_1 Arg2 (millega võrreldakse),võrdlema,,3,kom,obl,,
251,saatma_1 Arg0 (saatja),saatma,,1,,nsubj,,
251,saatma_1 Arg1 (adressaat? keda),saatma,,2,,obj,,
252,saatma_2 Arg0 (saatja),saatma,,1,,nsubj,,
252,saatma_2 Arg1 (adressaat? kelle),saatma,,2,,obj,,
252,saatma_2 Arg2 (lähtekoht),saatma,,3,abl,obl,,
252,saatma_2 ArgM,saatma,,4,,xcomp,,
253,saatma_3 Arg0 (saatja),saatma,,1,,nsubj,,
253,saatma_3 Arg1 (teema? mille),saatma,,2,,obj,,
253,saatma_3 Arg2 (lähtekoht),saatma,,3,el,obl,,
253,saatma_3 Arg4 (adressaat),saatma,,4,all,obl,,
254,saatma_4 Arg0,saatma,,1,,nsubj,,
254,saatma_4 Arg1,saatma,,2,,obj,,
255,nõudma_1 Arg0 (nõudja),nõudma,,1,,nsubj,,
255,nõudma_1 Arg1 (teema),nõudma,,2,,obj,,
255,nõudma_1 Arg1 (teema),nõudma,,2,,ccomp,,
255,nõudma_1 Arg2 (allikas),nõudma,,3,abl,obl,,
255,nõudma_1 Arg2 (allikas),nõudma,,3,gen,obl,käest,
255,nõudma_1 Arg3 (saaja),nõudma,,4,all,obl,,
256,uskuma_1 Arg0 (uskuja),uskuma,,1,,nsubj,,
256,uskuma_1 Arg2 (kellest),uskuma,,2,el,obl,,
257,lubama_1 Arg0 (lubaja),lubama,,1,,nsubj,,
257,lubama_1 Arg1 (adressaat),lubama,,2,,obj,,
257,lubama_1 Arg1 (adressaat),lubama,,2,ad,obl,,
257,"lubama_1 Arg2 (mida teha, mida tegema)",lubama,,3,,xcomp,,
258,lubama_2 Arg0 (lubaja),lubama,,1,,nsubj,,
258,lubama_2 Arg1 (teema/mida teha),lubama,,2,,obj,,
258,lubama_2 Arg1 (teema/mida teha),lubama,,2,,ccomp,,
258,lubama_2 Arg1 (teema/mida teha),lubama,,2,,xcomp,,
258,lubama_2 Arg2 (adressaat),lubama,,3,all,obl,,
259,valima_1 Arg0,valima,,1,,nsubj,,
259,valima_1 Arg5,valima,,2,,xcomp,,
260,valima_2 Arg0 (valija),valima,,1,,nsubj,,
260,valima_2 Arg1 (patsient?),valima,,2,,obj,,
260,"valima_2 Arg2 (kelleks, milleks/koht)",valima,,3,,xcomp,,
260,"valima_2 Arg2 (kelleks, milleks/koht)",valima,,3,ill,obl,,
261,müüma_1 Arg0 (müüja),müüma,,1,,nsubj,,
261,müüma_1 Arg1 (teema),müüma,,2,,obj,,
261,müüma_1 Arg2 (saaja),müüma,,3,all,obl,,
261,müüma_1 Arg3 (hind),müüma,,4,kom,obl,,
261,müüma_1 Arg3 (hind),müüma,,4,gen,obl,eest,
261,müüma_1 Arg3 (hind),müüma,,4,,advmod,,
262,kandma_1 Arg0 (kandja),kandma,,1,,nsubj,,
262,kandma_1 Arg1 (teema),kandma,,2,,obj,,
262,kandma_1 Arg2 (lähtekoht),kandma,,3,el,obl,,
262,kandma_1 Arg2 (lähtekoht),kandma,,3,abl,obl,,
262,kandma_1 ArgM,kandma,,4,in,obl,,
262,kandma_1 ArgM,kandma,,4,ad,obl,,
263,kandma_2 Arg0 (kandja),kandma,,1,,nsubj,,
263,kandma_2 Arg1 (teema),kandma,,2,,obj,,
263,kandma_2 Arg2 (koht),kandma,,3,in,obl,,
263,kandma_2 Arg2 (koht),kandma,,3,ad,obl,,
264,kandma_3 Arg0 (kandja),kandma,,1,,nsubj,,
264,kandma_3 Arg1 (teema),kandma,,2,,obj,,
265,kandma_4 Arg0 (kandja),kandma,,1,,nsubj,,
265,kandma_4 Arg1 (teema),kandma,,2,,obj,,
265,kandma_4 Arg3 (millele),kandma,,3,all,obl,,
266,kandma_5 Arg0 (kandja),kandma,,1,,nsubj,,
266,kandma_5 Arg1 (teema),kandma,,2,,obj,,
267,alustama_1 Arg0 (alustaja),alustama,,1,,nsubj,,
267,alustama_1 Arg1 (teema),alustama,,2,,obj,,
267,alustama_1 Arg1 (teema),alustama,,2,,ccomp,,
267,alustama_1 Arg1 (teema),alustama,,2,kom,obl,,
267,alustama_1 Arg2 (algseisund/lähtekoht),alustama,,3,el,obl,,
267,alustama_1 Arg2 (algseisund/lähtekoht),alustama,,3,abl,obl,,
267,alustama_1 Arg3 (millega),alustama,,4,kom,obl,,
268,otsustama_1 Arg0 (otsustaja),otsustama,,1,,nsubj,,
268,otsustama_1 Arg1 (teema/mida teha),otsustama,,2,,obj,,
268,otsustama_1 Arg1 (teema/mida teha),otsustama,,2,,ccomp,,
268,otsustama_1 Arg1 (teema/mida teha),otsustama,,2,,xcomp,,
268,otsustama_1 Arg1 (teema/mida teha),otsustama,,2,gen,obl,üle,
269,tegelema_1 Arg0 (tegeleja),tegelema,,1,,nsubj,,
269,tegelema_1 Arg1 (teema),tegelema,,2,kom,obl,,
270,jagama_1 Arg0 (jagaja),jagama,,1,,nsubj,,
270,jagama_1 Arg1 (patsient),jagama,,2,,obj,,
271,jagama_2 Arg0 (jagaja),jagama,,1,,nsubj,,
271,jagama_2 Arg1 (patsient),jagama,,2,,obj,,
271,jagama_2 Arg2 (millega),jagama,,3,kom,obl,,
272,jagama_3 Arg0 (jagaja),jagama,,1,,nsubj,,
272,jagama_3 Arg1 (patsient),jagama,,2,,obj,,
272,jagama_3 Arg2 (saaja),jagama,,3,all,obl,,
272,jagama_3 Arg2 (saaja),jagama,,3,gen,obl,vahel,
272,jagama_3 Arg3 (vahend),jagama,,4,kom,obl,,
273,jagama_4 Arg0 (jagaja),jagama,,1,,nsubj,,
273,jagama_4 Arg1 (teema?),jagama,,2,,obj,,
273,jagama_4 Arg2 (kellega),jagama,,3,kom,obl,,
274,võitma_1 Arg0 (võitja),võitma,,1,,nsubj,,
274,võitma_1 Arg1 (võistlus),võitma,,2,,obj,,
275,võitma_2 Arg0 (võitja),võitma,,1,,nsubj,,
275,võitma_2 Arg1 (keda),võitma,,2,,obj,,
276,võitma_3 Arg0 (võitja),võitma,,1,,nsubj,,
276,võitma_3 Arg1 (mille),võitma,,2,,obj,,
276,võitma_3 Arg2 (võistlus),võitma,,3,in,obl,,
276,võitma_3 Arg2 (võistlus),võitma,,3,ad,obl,,
276,võitma_3 Arg3 (millega),võitma,,4,kom,obl,,
276,võitma_3 Arg4 (kui suurelt),võitma,,5,kom,obl,,
277,võitma_4 Arg0 (võitja),võitma,,1,,nsubj,,
277,võitma_4 Arg1 (mida),võitma,,2,,obj,,
277,võitma_4 Arg2 (vahend),võitma,,3,kom,obl,,
278,võitma_5 Arg0 (võitja),võitma,,1,,nsubj,,
278,võitma_5 Arg2 (millest),võitma,,2,el,obl,,
278,võitma_5 Arg2 (millest),võitma,,2,in,obl,,
279,soovima_1 Arg0 (soovija),soovima,,1,,nsubj,,
279,soovima_1 Arg1 (teema),soovima,,2,,obj,,
279,soovima_1 Arg1 (teema),soovima,,2,,ccomp,,
279,soovima_1 Arg1 (teema),soovima,,2,,xcomp,,
280,soovima_2 Arg0 (soovija),soovima,,1,,nsubj,,
280,soovima_2 Arg1 (teema),soovima,,2,,obj,,
280,soovima_2 Arg2 (adressaat),soovima,,3,all,obl,,
281,võimaldama_1 Arg0 (võimaldaja),võimaldama,,1,,nsubj,,
281,võimaldama_1 Arg1 (adressaat),võimaldama,,2,ad,obl,,
281,võimaldama_1 Arg2 (mida teha/mida),võimaldama,,3,,xcomp,,
281,võimaldama_1 Arg2 (mida teha/mida),võimaldama,,3,,obj,,
282,sööma_1 Arg0 (sööja),sööma,,1,,nsubj,,
282,sööma_1 Arg1 (patsient),sööma,,2,,obj,,
282,sööma_1 Arg2 (vahend),sööma,,3,kom,obl,,
283,vajama_1 Arg0 (vajaja),vajama,,1,,nsubj,,
283,vajama_1 Arg1 (mida),vajama,,2,,obj,,
283,vajama_1 Arg2 (eesmärk),vajama,,3,tr,obl,,
284,kaotama_1 Arg0 (kaotaja),kaotama,,1,,nsubj,,
284,kaotama_1 Arg1 (mille/milles),kaotama,,2,,obj,,
284,kaotama_1 Arg2 (milles),kaotama,,3,in,obl,,
285,kaotama_2 Arg0 (kaotaja),kaotama,,1,,nsubj,,
285,kaotama_2 Arg1 (mille/milles/millel),kaotama,,2,,obj,,
285,kaotama_2 Arg1 (mille/milles/millel),kaotama,,2,in,obl,,
285,kaotama_2 Arg1 (mille/milles/millel),kaotama,,2,ad,obl,,
285,kaotama_2 Arg2 (kellele),kaotama,,3,all,obl,,
286,kartma_1 Arg0 (kartja),kartma,,1,,nsubj,,
286,"kartma_1 Arg1 (keda, mida)",kartma,,2,,obj,,
286,"kartma_1 Arg1 (keda, mida)",kartma,,2,,ccomp,,
286,"kartma_1 Arg1 (keda, mida)",kartma,,2,,xcomp,,
286,kartma_1 Arg2 (obl_Gen->case pärast),kartma,,3,gen,obl,pärast,
287,üritama_1 Arg0 (üritaja),üritama,,1,,nsubj,,
287,üritama_1 Arg1 (mida teha/mida),üritama,,2,,xcomp,,
287,üritama_1 Arg1 (mida teha/mida),üritama,,2,,obj,,
288,saavutama_1 Arg0 (saavutaja),saavutama,,1,,nsubj,,
288,saavutama_1 Arg1 (tulemus),saavutama,,2,,obj,,
288,"saavutama_1 Arg2 (vahend, tegevus)",saavutama,,3,kom,obl,,
288,"saavutama_1 Arg2 (vahend, tegevus)",saavutama,,3,,advcl,,
288,"saavutama_1 Arg2 (vahend, tegevus)",saavutama,,3,gen,obl,tõttu,
289,mäletama_1 Arg0 (mäletaja),mäletama,,1,,nsubj,,
289,mäletama_1 Arg2 (millest),mäletama,,2,el,obl,,
290,"sisaldama_1 Arg0 (see, mis sisaldab)",sisaldama,,1,,nsubj,,
290,sisaldama_1 Arg1 (teema),sisaldama,,2,,obj,,
291,"kujutama_1 Arg0 (see, kes/mis kujutab)",kujutama,,1,,nsubj,,
291,kujutama_1 Arg1 (teema),kujutama,,2,,obj,,
292,"kujutama_2 Arg0 (see, mis kujutab)",kujutama,,1,,nsubj,,
292,kujutama_2 Arg1 (mida),kujutama,,2,,obj,,
292,kujutama_2 Arg2 (endast - püsiühend),kujutama,,3,el,obl,,
293,jätkama_1 Arg0 (jätkaja),jätkama,,1,,nsubj,,
293,jätkama_1 Arg1 (teema/tegevus),jätkama,,2,,obj,,
293,jätkama_1 Arg1 (teema/tegevus),jätkama,,2,,ccomp,,
293,jätkama_1 Arg2,jätkama,,3,el,obl,,
293,jätkama_1 Arg2,jätkama,,3,kom,obl,,
294,jooma_1 Arg0 (jooja),jooma,,1,,nsubj,,
294,jooma_1 Arg1 (patsient),jooma,,2,,obj,,
294,jooma_1 Arg2 (millest),jooma,,3,el,obl,,
295,unustama_1 Arg0 (unustaja),unustama,,1,,nsubj,,
295,unustama_1 Arg1 (teema),unustama,,2,,obj,,
295,unustama_1 Arg1 (teema),unustama,,2,,ccomp,,
296,paluma_1 Arg0 (paluja),paluma,,1,,nsubj,,
296,paluma_1 Arg1 (mida),paluma,,2,,obj,,
296,paluma_1 Arg1 (mida),paluma,,2,,ccomp,,
296,paluma_1 Arg1 (mida),paluma,,2,,xcomp,,
296,paluma_1 Arg2 (adressaat),paluma,,3,ad,obl,,
296,paluma_1 Arg2 (adressaat),paluma,,3,abl,obl,,
296,paluma_1 Arg2 (adressaat),paluma,,3,part,obl,,
296,paluma_1 Arg2 (adressaat),paluma,,3,,obj,,
297,rakendama_1 Arg0 (rakendaja),rakendama,,1,,nsubj,,
297,rakendama_1 Arg1 (mida),rakendama,,2,,obj,,
297,rakendama_1 Arg3 (adressaat),rakendama,,3,all,obl,,
297,rakendama_1 Arg3 (adressaat),rakendama,,3,ad,obl,,
297,rakendama_1 Arg3 (adressaat),rakendama,,3,gen,obl,kallal,
298,kaitsma_1 Arg0 (kaitsja),kaitsma,,1,,nsubj,,
298,"kaitsma_1 Arg1 (keda, mida)",kaitsma,,2,,obj,,
298,kaitsma_1 Arg2 (mille eest),kaitsma,,3,gen,obl,vastu,
298,kaitsma_1 Arg4 (obl_Com),kaitsma,,4,kom,obl,,
299,proovima_1 Arg0 (proovija),proovima,,1,,nsubj,,
299,proovima_1 Arg1 (mida/mida teha),proovima,,2,,obj,,
299,proovima_1 Arg1 (mida/mida teha),proovima,,2,,xcomp,,
300,kavatsema_1 Arg0 (kavatseja),kavatsema,,1,,nsubj,,
300,kavatsema_1 Arg1 (mida teha),kavatsema,,2,,xcomp,,
301,viitama_1 Arg0 (viitaja),viitama,,1,,nsubj,,
301,"viitama_1 Arg1 (millele, kellele)",viitama,,2,all,obl,,
301,"viitama_1 Arg1 (millele, kellele)",viitama,,2,,ccomp,,
302,avastama_1 Arg0 (avastaja),avastama,,1,,nsubj,,
302,avastama_1 Arg1 (teema),avastama,,2,,obj,,
302,avastama_1 Arg1 (teema),avastama,,2,,ccomp,,
302,avastama_1 Arg2 (kust),avastama,,3,el,obl,,
303,ületama_1 Arg0 (ületaja),ületama,,1,,nsubj,,
303,ületama_1 Arg1 (teema/koht),ületama,,2,,obj,,
304,ületama_2 Arg0 (ületaja),ületama,,1,,nsubj,,
304,ületama_2 Arg1 (teema ),ületama,,2,,obj,,
305,ületama_3 Arg0 (ületaja),ületama,,1,,nsubj,,
305,"ületama_3 Arg1 (mille, mida)",ületama,,2,,obj,,
306,valmistama_1 Arg0 (valmistaja),valmistama,,1,,nsubj,,
306,valmistama_1 Arg1 (tulemus),valmistama,,2,,obj,,
306,"valmistama_1 Arg2 (aine, materjal)",valmistama,,3,el,obl,,
306,valmistama_1 Arg3 (saaja),valmistama,,4,all,obl,,
306,valmistama_1 Arg4 (vahend),valmistama,,5,kom,obl,,
307,valmistama_2 Arg0 (valmistaja),valmistama,,1,,nsubj,,
307,valmistama_2 Arg1 (tunne vms),valmistama,,2,,obj,,
307,valmistama_2 Arg3 (adressaat),valmistama,,3,all,obl,,
308,laulma_1 Arg0 (laulja),laulma,,1,,nsubj,,
308,laulma_1 Arg1 (mida),laulma,,2,,obj,,
308,laulma_1 Arg2 (teema),laulma,,3,el,obl,,
308,laulma_1 Arg2 (teema),laulma,,3,,ccomp,,
308,laulma_1 Arg5,laulma,,4,el,obl,,
309,tabama_1 Arg0 (tabaja),tabama,,1,,nsubj,,
309,"tabama_1 Arg1 (keda, mida)",tabama,,2,,obj,,
310,käsitlema_1 Arg0 (käsitleja),käsitlema,,1,,nsubj,,
310,käsitlema_1 Arg1 (teema),käsitlema,,2,,obj,,
310,"käsitlema_1 Arg2 (millisena, millena)",käsitlema,,3,es,obl,,
310,"käsitlema_1 Arg2 (millisena, millena)",käsitlema,,3,,advcl,,
311,säilitama_1 Arg0 (säilitaja),säilitama,,1,,nsubj,,
311,säilitama_1 Arg1 (objekt/teema),säilitama,,2,,obj,,
311,säilitama_1 Arg2 (koht/seisund),säilitama,,3,in,obl,,
312,haarama_1 Arg0 (haaraja),haarama,,1,,nsubj,,
312,haarama_1 Arg1 (objekt),haarama,,2,,obj,,
312,haarama_1 Arg2 (millest),haarama,,3,el,obl,,
313,analüüsima_1 Arg0 (analüüsija),analüüsima,,1,,nsubj,,
313,analüüsima_1 Arg1 (teema),analüüsima,,2,,obj,,
313,analüüsima_1 Arg1 (teema),analüüsima,,2,,ccomp,,
314,tellima_1 Arg0 (tellija),tellima,,1,,nsubj,,
314,tellima_1 Arg1 (teema),tellima,,2,,obj,,
314,tellima_1 Arg2 (allikas/lähtekoht),tellima,,3,abl,obl,,
314,tellima_1 Arg2 (allikas/lähtekoht),tellima,,3,el,obl,,
314,tellima_1 Arg4 (saaja),tellima,,4,all,obl,,
314,tellima_1 ArgM,tellima,,5,,xcomp,,
314,tellima_1 ArgM,tellima,,5,tr,obl,,
314,tellima_1 ArgM,tellima,,5,gen,obl,tarvis,
315,võitlema_1 Arg0 (võitleja),võitlema,,1,,nsubj,,
316,ühendama_1 Arg0 (ühendaja),ühendama,,1,,nsubj,,
316,ühendama_1 Arg1 (objekt/teema),ühendama,,2,,obj,,
317,imestama_1 Arg0 (imestaja),imestama,,1,,nsubj,,
318,eelistama_1 Arg0 (eelistaja),eelistama,,1,,nsubj,,
318,eelistama_1 Arg1 (mida/mida teha),eelistama,,2,,obj,,
318,eelistama_1 Arg1 (mida/mida teha),eelistama,,2,,xcomp,,
318,"eelistama_1 Arg2 (kellele, millele)",eelistama,,3,all,obl,,
319,kulutama_1 Arg0 (kulutaja),kulutama,,1,,nsubj,,
319,kulutama_1 Arg1 (patsient),kulutama,,2,,obj,,
319,kulutama_1 Arg3 (milleks ja maks ),kulutama,,3,tr,obl,,
319,kulutama_1 Arg3 (milleks ja maks ),kulutama,,3,,advcl,,
320,armastama_1 Arg0 (armastaja),armastama,,1,,nsubj,,
320,"armastama_1 Arg1 (keda, mida/mida teha)",armastama,,2,,obj,,
320,"armastama_1 Arg1 (keda, mida/mida teha)",armastama,,2,,xcomp,,
321,eristama_1 Arg0 (eristaja),eristama,,1,,nsubj,,
321,eristama_1 Arg1 (teema),eristama,,2,,obj,,
321,eristama_1 Arg2 (millest eristatakse),eristama,,3,el,obl,,
322,sooritama_1 Arg0 (sooritaja),sooritama,,1,,nsubj,,
322,sooritama_1 Arg1 (patsient või teema?),sooritama,,2,,obj,,
323,puudutama_1 Arg0 (puudutaja),puudutama,,1,,nsubj,,
323,puudutama_1 Arg1 (teema),puudutama,,2,,obj,,
323,puudutama_1 Arg2 (vahend),puudutama,,3,kom,obl,,
324,andma_1 Arg0 (andja),andma,,1,,nsubj,,
324,andma_1 Arg1 (teema),andma,,2,,obj,,
325,"andma_2 Arg1 (kes, mis annab)",andma,,1,,nsubj,,
325,andma_2 Arg2 (saaja),andma,,2,all,obl,,
325,andma_2 Arg3 (mida teha),andma,,3,,xcomp,,
326,andma_3 Arg0 (andja),andma,,1,,nsubj,,
326,andma_3 Arg1 (mis antakse),andma,,2,,obj,,
326,andma_3 Arg2 (saaja),andma,,3,all,obl,,
326,andma_3 Arg3,andma,,4,el,obl,,
326,andma_3 Arg4,andma,,5,tr,obl,,
327,andma_4 Arg0 (andja),andma,,1,,nsubj,,
327,andma_4 Arg1 (mis antakse),andma,,2,,obj,,
327,andma_4 Arg2 (saaja),andma,,3,all,obl,,
328,andma_5 Arg0 (andja),andma,,1,,nsubj,,
328,andma_5 Arg1 (mis antakse),andma,,2,,obj,,
328,andma_5 Arg2 (saaja),andma,,3,all,obl,,
328,andma_5 Arg3 (teema),andma,,4,el,obl,,
328,andma_5 Arg4 (eesmärk),andma,,5,tr,obl,,
329,andma_6 Arg0 (andja),andma,,1,,nsubj,,
329,andma_6 Arg1 (löök),andma,,2,,obj,,
329,andma_6 Arg2 (adressaat),andma,,3,all,obl,,
330,andma_7 Arg0 (andja),andma,,1,,nsubj,,
330,andma_7 Arg1 (mis antakse),andma,,2,,obj,,
330,andma_7 Arg2 (saaja/adressaat),andma,,3,all,obl,,
331,andma_8 Arg0 (andja),andma,,1,,nsubj,,
331,andma_8 Arg1 (mille),andma,,2,,obj,,
331,andma_8 Arg2 (millele),andma,,3,all,obl,,
332,andma_9 Arg0,andma,,1,,nsubj,,
333,andma_10 Arg0,andma,,1,,nsubj,,
334,esinema_1 Arg0 (esineja),esinema,,1,,nsubj,,
334,esinema_1 Arg1 (kellele),esinema,,2,all,obl,,
334,esinema_1 Arg2 (esitus),esinema,,3,kom,obl,,
334,esinema_1 Arg3 (koht),esinema,,4,ad,obl,,
334,esinema_1 Arg3 (koht),esinema,,4,in,obl,,
334,esinema_1 Arg4 (aeg),esinema,,5,ad,obl,,
334,esinema_1 Arg4 (aeg),esinema,,5,,advmod,,
335,esinema_2 Arg0 (mis on olemas),esinema,,1,,nsubj,,
335,"esinema_2 Arg3 (kuidas, millena, mis kujul)",esinema,,2,,xcomp,,
335,"esinema_2 Arg3 (kuidas, millena, mis kujul)",esinema,,2,ad,obl,,
335,"esinema_2 Arg4 (sagedus, arvukus)",esinema,,3,ad,obl,,
335,"esinema_2 Arg4 (sagedus, arvukus)",esinema,,3,in,obl,,
335,"esinema_2 Arg4 (sagedus, arvukus)",esinema,,3,kom,obl,,
335,"esinema_2 Arg4 (sagedus, arvukus)",esinema,,3,,advmod,,
335,esinema_2 ArgM,esinema,,4,ad,obl,,
335,esinema_2 ArgM,esinema,,4,in,obl,,
336,esinema_3 Arg0 (esineja),esinema,,1,,nsubj,,
336,esinema_3 Arg1 (kellena),esinema,,2,es,obl,,
336,esinema_3 Arg1 (kellena),esinema,,2,,advcl,,
337,jätma_1 Arg0 (jätja),jätma,,1,,nsubj,,
337,jätma_1 Arg1 (objekt),jätma,,2,,obj,,
338,jätma_2 Arg0 (jätja),jätma,,1,,nsubj,,
338,jätma_2 Arg1 (objekt),jätma,,2,,obj,,
339,jätma_3 Arg0 (jätja),jätma,,1,,nsubj,,
339,jätma_3 Arg1 (objekt),jätma,,2,,obj,,
340,jätma_4 Arg0 (jätja),jätma,,1,,nsubj,,
340,jätma_4 Arg1 (objekt),jätma,,2,,obj,,
341,jätma_5 Arg0 (jätja),jätma,,1,,nsubj,,
341,jätma_5 Arg1 (objekt),jätma,,2,,obj,,
342,jätma_7 Arg0,jätma,,1,,nsubj,,
342,jätma_7 Arg1 (objekt),jätma,,2,,obj,,
343,jätma_8 Arg0,jätma,,1,,nsubj,,
343,jätma_8 Arg1 (objekt),jätma,,2,,obj,,
344,jätma_6 Arg0 (jätja),jätma,,1,,nsubj,,
344,jätma_6 Arg1 (objekt),jätma,,2,,obj,,
345,hindama_1 Arg0 (hindaja),hindama,,1,,nsubj,,
345,hindama_1 Arg1 (teema),hindama,,2,,obj,,
345,hindama_1 Arg1 (teema),hindama,,2,,ccomp,,
345,hindama_1 Arg1 (teema),hindama,,2,,xcomp,,
345,hindama_1 Arg3 (millega),hindama,,3,kom,obl,,
346,kirjeldama_1 Arg0 (kirjeldaja),kirjeldama,,1,,nsubj,,
346,kirjeldama_1 Arg1 (teema),kirjeldama,,2,,obj,,
346,kirjeldama_1 Arg1 (teema),kirjeldama,,2,,ccomp,,
346,"kirjeldama_1 Arg2 (kellena, kui kedagi)",kirjeldama,,3,es,obl,,
346,"kirjeldama_1 Arg2 (kellena, kui kedagi)",kirjeldama,,3,,advcl,,
347,avaldama_1 Arg0 (avaldaja),avaldama,,1,,nsubj,,
347,avaldama_1 Arg1 (teema),avaldama,,2,,obj,,
347,avaldama_1 Arg1 (teema),avaldama,,2,,ccomp,,
347,avaldama_1 Arg2 (adressaat),avaldama,,3,all,obl,,
348,avaldama_2 Arg0 (avaldaja),avaldama,,1,,nsubj,,
348,avaldama_2 Arg1 (mis avaldatakse),avaldama,,2,,obj,,
348,avaldama_2 Arg2 (koht),avaldama,,3,in,obl,,
349,suruma_1 Arg0 (suruja),suruma,,1,,nsubj,,
349,suruma_1 Arg1 (patsient),suruma,,2,,obj,,
350,helistama_1 Arg0 (helistaja),helistama,,1,,nsubj,,
350,helistama_1 Arg1 (objekt),helistama,,2,,obj,,
351,helistama_2 Arg0 (helistaja),helistama,,1,,nsubj,,
351,helistama_2 Arg2 (lähtekoht),helistama,,2,el,obl,,
351,helistama_2 Arg4 (adressaat),helistama,,3,all,obl,,
352,esindama_1 Arg0 (esindaja),esindama,,1,,nsubj,,
352,esindama_1 Arg1 (keda/mida),esindama,,2,,obj,,
