verb,verb_compound,morph_case,ex_count,loc_count,actor_count,time_count,event_count,unk_count,label_count,labels,loc_percent,actor_percent,time_percent,event_percent,unk_percent
ründama,,el,10,8,2,0,0,0,2,"('actor', 'loc')",80.0,20.0,0.0,0.0,0.0
rüüstama,,ad,2,1,0,1,0,0,2,"('loc', 'time')",50.0,0.0,50.0,0.0,0.0
saabuma,,all,21,16,2,1,0,2,4,"('UNK', 'actor', 'loc', 'time')",76.19047619047619,9.523809523809524,4.761904761904762,0.0,9.523809523809524
saabuma,,in,27,18,0,2,1,6,4,"('UNK', 'event', 'loc', 'time')",66.66666666666666,0.0,7.4074074074074066,3.7037037037037033,22.22222222222222
saama,,abl,34,28,6,0,0,0,2,"('actor', 'loc')",82.35294117647058,17.647058823529413,0.0,0.0,0.0
saama,,el,19,13,4,0,0,2,3,"('UNK', 'actor', 'loc')",68.42105263157895,21.052631578947366,0.0,0.0,10.526315789473683
saama,,in,29,27,1,0,1,0,3,"('actor', 'event', 'loc')",93.10344827586206,3.4482758620689653,0.0,3.4482758620689653,0.0
saama,kokku,el,13,4,1,1,0,7,4,"('UNK', 'actor', 'loc', 'time')",30.76923076923077,7.6923076923076925,7.6923076923076925,0.0,53.84615384615385
saama,pihta,in,1,1,0,0,0,0,1,"('loc',)",100.0,0.0,0.0,0.0,0.0
saama,valmis,in,11,7,0,2,0,2,3,"('UNK', 'loc', 'time')",63.63636363636363,0.0,18.181818181818183,0.0,18.181818181818183
saama,vastu,in,10,8,0,1,1,0,3,"('event', 'loc', 'time')",80.0,0.0,10.0,10.0,0.0
saama,võidu,in,4,4,0,0,0,0,1,"('loc',)",100.0,0.0,0.0,0.0,0.0
saatma,,all,29,24,3,0,0,2,3,"('UNK', 'actor', 'loc')",82.75862068965517,10.344827586206897,0.0,0.0,6.896551724137931
saatma,,el,26,17,5,1,0,3,4,"('UNK', 'actor', 'loc', 'time')",65.38461538461539,19.230769230769234,3.8461538461538463,0.0,11.538461538461538
saatma,,in,29,20,1,3,0,5,4,"('UNK', 'actor', 'loc', 'time')",68.96551724137932,3.4482758620689653,10.344827586206897,0.0,17.24137931034483
saatma,edasi,all,3,3,0,0,0,0,1,"('loc',)",100.0,0.0,0.0,0.0,0.0
sattuma,,all,34,27,1,0,1,5,4,"('UNK', 'actor', 'event', 'loc')",79.41176470588235,2.941176470588235,0.0,2.941176470588235,14.705882352941178
sattuma,,el,29,19,2,1,1,6,5,"('UNK', 'actor', 'event', 'loc', 'time')",65.51724137931035,6.896551724137931,3.4482758620689653,3.4482758620689653,20.689655172413794
seadma,,all,29,15,5,0,1,8,4,"('UNK', 'actor', 'event', 'loc')",51.724137931034484,17.24137931034483,0.0,3.4482758620689653,27.586206896551722
seisma,,ad,34,20,6,2,2,4,5,"('UNK', 'actor', 'event', 'loc', 'time')",58.82352941176471,17.647058823529413,5.88235294117647,5.88235294117647,11.76470588235294
seisma,,el,34,18,3,0,1,12,4,"('UNK', 'actor', 'event', 'loc')",52.94117647058824,8.823529411764707,0.0,2.941176470588235,35.294117647058826
seisma,ees,all,2,1,0,0,0,1,2,"('UNK', 'loc')",50.0,0.0,0.0,0.0,50.0
seletama,,el,9,3,3,0,0,3,3,"('UNK', 'actor', 'loc')",33.33333333333333,33.33333333333333,0.0,0.0,33.33333333333333
selgitama,,el,22,15,2,1,0,4,4,"('UNK', 'actor', 'loc', 'time')",68.18181818181817,9.090909090909092,4.545454545454546,0.0,18.181818181818183
selguma,,in,25,20,0,1,2,2,4,"('UNK', 'event', 'loc', 'time')",80.0,0.0,4.0,8.0,8.0
seljatama,,in,5,3,2,0,0,0,2,"('actor', 'loc')",60.0,40.0,0.0,0.0,0.0
sisaldama,,el,24,12,0,1,1,10,4,"('UNK', 'event', 'loc', 'time')",50.0,0.0,4.166666666666666,4.166666666666666,41.66666666666667
soosima,,all,1,0,1,0,0,0,1,"('actor',)",0.0,100.0,0.0,0.0,0.0
soovima,,abl,30,18,9,0,0,3,3,"('UNK', 'actor', 'loc')",60.0,30.0,0.0,0.0,10.0
soovitama,,abl,1,1,0,0,0,0,1,"('loc',)",100.0,0.0,0.0,0.0,0.0
soovitama,,el,29,17,1,1,0,10,4,"('UNK', 'actor', 'loc', 'time')",58.620689655172406,3.4482758620689653,3.4482758620689653,0.0,34.48275862068966
suitsetama,,ad,2,2,0,0,0,0,1,"('loc',)",100.0,0.0,0.0,0.0,0.0
sulama,,in,5,5,0,0,0,0,1,"('loc',)",100.0,0.0,0.0,0.0,0.0
surema,,all,3,2,0,0,0,1,2,"('UNK', 'loc')",66.66666666666666,0.0,0.0,0.0,33.33333333333333
suunama,,el,8,5,1,0,0,2,3,"('UNK', 'actor', 'loc')",62.5,12.5,0.0,0.0,25.0
suurendama,,all,12,6,1,1,0,4,4,"('UNK', 'actor', 'loc', 'time')",50.0,8.333333333333332,8.333333333333332,0.0,33.33333333333333
suurenema,,all,26,13,1,0,3,9,4,"('UNK', 'actor', 'event', 'loc')",50.0,3.8461538461538463,0.0,11.538461538461538,34.61538461538461
suurenema,,in,29,25,0,2,0,2,3,"('UNK', 'loc', 'time')",86.20689655172413,0.0,6.896551724137931,0.0,6.896551724137931
suutma,,in,20,17,1,1,0,1,4,"('UNK', 'actor', 'loc', 'time')",85.0,5.0,5.0,0.0,5.0
säilima,,ad,27,11,6,2,2,6,5,"('UNK', 'actor', 'event', 'loc', 'time')",40.74074074074074,22.22222222222222,7.4074074074074066,7.4074074074074066,22.22222222222222
säilima,,el,16,13,0,2,0,1,3,"('UNK', 'loc', 'time')",81.25,0.0,12.5,0.0,6.25
sättima,,all,17,12,2,0,0,3,3,"('UNK', 'actor', 'loc')",70.58823529411765,11.76470588235294,0.0,0.0,17.647058823529413
sõdima,,ad,3,2,0,0,0,1,2,"('UNK', 'loc')",66.66666666666666,0.0,0.0,0.0,33.33333333333333
sõdima,,in,6,4,0,1,0,1,3,"('UNK', 'loc', 'time')",66.66666666666666,0.0,16.666666666666664,0.0,16.666666666666664
sõitma,,all,31,25,5,0,0,1,3,"('UNK', 'actor', 'loc')",80.64516129032258,16.129032258064516,0.0,0.0,3.225806451612903
sõitma,,in,24,22,0,0,0,2,2,"('UNK', 'loc')",91.66666666666666,0.0,0.0,0.0,8.333333333333332
sõitma,ette,ad,3,2,1,0,0,0,2,"('actor', 'loc')",66.66666666666666,33.33333333333333,0.0,0.0,0.0
sõitma,kokku,ad,3,2,0,0,0,1,2,"('UNK', 'loc')",66.66666666666666,0.0,0.0,0.0,33.33333333333333
sõitma,kokku,all,5,5,0,0,0,0,1,"('loc',)",100.0,0.0,0.0,0.0,0.0
sõitma,otsa,ad,6,5,0,0,0,1,2,"('UNK', 'loc')",83.33333333333334,0.0,0.0,0.0,16.666666666666664
sõitma,ringi,ad,3,1,0,0,1,1,3,"('UNK', 'event', 'loc')",33.33333333333333,0.0,0.0,33.33333333333333,33.33333333333333
sõitma,"tagant, otsa",ad,1,0,0,1,0,0,1,"('time',)",0.0,0.0,100.0,0.0,0.0
sõitma,vastu,ad,5,3,0,1,0,1,3,"('UNK', 'loc', 'time')",60.0,0.0,20.0,0.0,20.0
sõitma,välja,ad,11,5,0,5,0,1,3,"('UNK', 'loc', 'time')",45.45454545454545,0.0,45.45454545454545,0.0,9.090909090909092
sõlmima,,all,6,5,0,0,0,1,2,"('UNK', 'loc')",83.33333333333334,0.0,0.0,0.0,16.666666666666664
sõlmima,,in,25,17,1,1,1,5,5,"('UNK', 'actor', 'event', 'loc', 'time')",68.0,4.0,4.0,4.0,20.0
sõnama,,all,22,15,5,0,0,2,3,"('UNK', 'actor', 'loc')",68.18181818181817,22.727272727272727,0.0,0.0,9.090909090909092
sõnama,,el,12,8,3,0,0,1,3,"('UNK', 'actor', 'loc')",66.66666666666666,25.0,0.0,0.0,8.333333333333332
süttima,,ad,21,13,2,2,1,3,5,"('UNK', 'actor', 'event', 'loc', 'time')",61.904761904761905,9.523809523809524,9.523809523809524,4.761904761904762,14.285714285714285
süvendama,,in,4,4,0,0,0,0,1,"('loc',)",100.0,0.0,0.0,0.0,0.0
süüdistama,,all,9,5,0,0,2,2,3,"('UNK', 'event', 'loc')",55.55555555555556,0.0,0.0,22.22222222222222,22.22222222222222
süütama,,ad,7,4,0,2,0,1,3,"('UNK', 'loc', 'time')",57.14285714285714,0.0,28.57142857142857,0.0,14.285714285714285
tabama,,el,28,19,5,0,1,3,4,"('UNK', 'actor', 'event', 'loc')",67.85714285714286,17.857142857142858,0.0,3.571428571428571,10.714285714285714
taganema,,el,9,7,0,0,0,2,2,"('UNK', 'loc')",77.77777777777779,0.0,0.0,0.0,22.22222222222222
taganema,,in,4,2,0,0,0,2,2,"('UNK', 'loc')",50.0,0.0,0.0,0.0,50.0
tagurdama,otsa,ad,1,0,1,0,0,0,1,"('actor',)",0.0,100.0,0.0,0.0,0.0
tahtma,,abl,37,19,11,0,0,7,3,"('UNK', 'actor', 'loc')",51.35135135135135,29.72972972972973,0.0,0.0,18.91891891891892
taipama,,in,3,1,0,1,0,1,3,"('UNK', 'loc', 'time')",33.33333333333333,0.0,33.33333333333333,0.0,33.33333333333333
tajuma,,in,16,11,0,0,1,4,3,"('UNK', 'event', 'loc')",68.75,0.0,0.0,6.25,25.0
takistama,,ad,18,8,8,0,2,0,3,"('actor', 'event', 'loc')",44.44444444444444,44.44444444444444,0.0,11.11111111111111,0.0
taluma,,ad,2,1,0,1,0,0,2,"('loc', 'time')",50.0,0.0,50.0,0.0,0.0
tantsima,,in,18,15,0,0,0,3,2,"('UNK', 'loc')",83.33333333333334,0.0,0.0,0.0,16.666666666666664
taotlema,,el,20,15,2,0,0,3,3,"('UNK', 'actor', 'loc')",75.0,10.0,0.0,0.0,15.0
tasuma,,all,25,11,9,0,0,5,3,"('UNK', 'actor', 'loc')",44.0,36.0,0.0,0.0,20.0
teadma,,abl,14,6,5,0,0,3,3,"('UNK', 'actor', 'loc')",42.857142857142854,35.714285714285715,0.0,0.0,21.428571428571427
teatama,,all,29,18,8,0,0,3,3,"('UNK', 'actor', 'loc')",62.06896551724138,27.586206896551722,0.0,0.0,10.344827586206897
teatama,,in,22,17,2,1,1,1,5,"('UNK', 'actor', 'event', 'loc', 'time')",77.27272727272727,9.090909090909092,4.545454545454546,4.545454545454546,4.545454545454546
teenindama,,in,8,6,0,0,0,2,2,"('UNK', 'loc')",75.0,0.0,0.0,0.0,25.0
tegelema,,abl,2,1,0,0,0,1,2,"('UNK', 'loc')",50.0,0.0,0.0,0.0,50.0
tegema,,abl,30,17,3,1,0,9,4,"('UNK', 'actor', 'loc', 'time')",56.666666666666664,10.0,3.3333333333333335,0.0,30.0
tegema,,all,23,16,6,0,0,1,3,"('UNK', 'actor', 'loc')",69.56521739130434,26.08695652173913,0.0,0.0,4.3478260869565215
tegutsema,,ad,30,24,1,3,1,1,5,"('UNK', 'actor', 'event', 'loc', 'time')",80.0,3.3333333333333335,10.0,3.3333333333333335,3.3333333333333335
tekitama,,ad,35,21,6,3,2,3,5,"('UNK', 'actor', 'event', 'loc', 'time')",60.0,17.142857142857142,8.571428571428571,5.714285714285714,8.571428571428571
tekitama,,in,22,16,1,0,0,5,3,"('UNK', 'actor', 'loc')",72.72727272727273,4.545454545454546,0.0,0.0,22.727272727272727
tekkima,,abl,6,2,2,1,0,1,4,"('UNK', 'actor', 'loc', 'time')",33.33333333333333,33.33333333333333,16.666666666666664,0.0,16.666666666666664
tekkima,,all,33,26,5,0,0,2,3,"('UNK', 'actor', 'loc')",78.78787878787878,15.151515151515152,0.0,0.0,6.0606060606060606
tellima,,abl,30,17,11,0,0,2,3,"('UNK', 'actor', 'loc')",56.666666666666664,36.666666666666664,0.0,0.0,6.666666666666667
toetama,,all,24,18,3,0,0,3,3,"('UNK', 'actor', 'loc')",75.0,12.5,0.0,0.0,12.5
toetama,,in,25,18,0,1,0,6,3,"('UNK', 'loc', 'time')",72.0,0.0,4.0,0.0,24.0
toimuma,,el,30,22,1,2,1,4,5,"('UNK', 'actor', 'event', 'loc', 'time')",73.33333333333333,3.3333333333333335,6.666666666666667,3.3333333333333335,13.333333333333334
tooma,,abl,29,24,4,0,0,1,3,"('UNK', 'actor', 'loc')",82.75862068965517,13.793103448275861,0.0,0.0,3.4482758620689653
tooma,,all,25,23,2,0,0,0,2,"('actor', 'loc')",92.0,8.0,0.0,0.0,0.0
tooma,,in,19,13,3,0,0,3,3,"('UNK', 'actor', 'loc')",68.42105263157895,15.789473684210526,0.0,0.0,15.789473684210526
tooma,kaasa,all,33,20,10,0,0,3,3,"('UNK', 'actor', 'loc')",60.60606060606061,30.303030303030305,0.0,0.0,9.090909090909092
tooma,sisse,all,16,10,3,0,0,3,3,"('UNK', 'actor', 'loc')",62.5,18.75,0.0,0.0,18.75
tooma,võidu,all,6,6,0,0,0,0,1,"('loc',)",100.0,0.0,0.0,0.0,0.0
tootma,,all,18,15,0,0,1,2,3,"('UNK', 'event', 'loc')",83.33333333333334,0.0,0.0,5.555555555555555,11.11111111111111
tormama,,all,22,17,5,0,0,0,2,"('actor', 'loc')",77.27272727272727,22.727272727272727,0.0,0.0,0.0
treenima,,ad,13,9,0,2,0,2,3,"('UNK', 'loc', 'time')",69.23076923076923,0.0,15.384615384615385,0.0,15.384615384615385
triivima,,ad,1,0,0,0,0,1,1,"('UNK',)",0.0,0.0,0.0,0.0,100.0
tulema,,abl,31,23,7,0,0,1,3,"('UNK', 'actor', 'loc')",74.19354838709677,22.58064516129032,0.0,0.0,3.225806451612903
tulema,,all,29,21,8,0,0,0,2,"('actor', 'loc')",72.41379310344827,27.586206896551722,0.0,0.0,0.0
tulema,,in,29,27,2,0,0,0,2,"('actor', 'loc')",93.10344827586206,6.896551724137931,0.0,0.0,0.0
tulema,juurde,all,5,3,1,0,0,1,3,"('UNK', 'actor', 'loc')",60.0,20.0,0.0,0.0,20.0
tulema,tagasi,abl,16,16,0,0,0,0,1,"('loc',)",100.0,0.0,0.0,0.0,0.0
tulema,välja,el,29,22,0,1,1,5,4,"('UNK', 'event', 'loc', 'time')",75.86206896551724,0.0,3.4482758620689653,3.4482758620689653,17.24137931034483
tulema,välja,in,23,19,0,1,0,3,3,"('UNK', 'loc', 'time')",82.6086956521739,0.0,4.3478260869565215,0.0,13.043478260869565
tundma,,abl,4,2,0,0,0,2,2,"('UNK', 'loc')",50.0,0.0,0.0,0.0,50.0
tunduma,,in,29,21,0,2,0,6,3,"('UNK', 'loc', 'time')",72.41379310344827,0.0,6.896551724137931,0.0,20.689655172413794
tungima,kallale,ad,5,4,0,1,0,0,2,"('loc', 'time')",80.0,0.0,20.0,0.0,0.0
tunglema,,ad,4,4,0,0,0,0,1,"('loc',)",100.0,0.0,0.0,0.0,0.0
tunnistama,,all,34,20,6,0,3,5,4,"('UNK', 'actor', 'event', 'loc')",58.82352941176471,17.647058823529413,0.0,8.823529411764707,14.705882352941178
tunnistama,,in,33,18,3,2,5,5,5,"('UNK', 'actor', 'event', 'loc', 'time')",54.54545454545454,9.090909090909092,6.0606060606060606,15.151515151515152,15.151515151515152
tutvustama,,el,12,5,3,1,1,2,5,"('UNK', 'actor', 'event', 'loc', 'time')",41.66666666666667,25.0,8.333333333333332,8.333333333333332,16.666666666666664
tähendama,,adit,12,8,1,0,0,3,3,"('UNK', 'actor', 'loc')",66.66666666666666,8.333333333333332,0.0,0.0,25.0
tähendama,,all,29,16,11,1,0,1,4,"('UNK', 'actor', 'loc', 'time')",55.172413793103445,37.93103448275862,3.4482758620689653,0.0,3.4482758620689653
tähistama,,adit,4,3,0,0,0,1,2,"('UNK', 'loc')",75.0,0.0,0.0,0.0,25.0
täituma,,in,10,7,0,0,0,3,2,"('UNK', 'loc')",70.0,0.0,0.0,0.0,30.0
tõmbama,,all,25,15,0,0,0,10,2,"('UNK', 'loc')",60.0,0.0,0.0,0.0,40.0
tõmbama,,el,32,23,2,0,0,7,3,"('UNK', 'actor', 'loc')",71.875,6.25,0.0,0.0,21.875
tõstma,,in,30,25,1,0,0,4,3,"('UNK', 'actor', 'loc')",83.33333333333334,3.3333333333333335,0.0,0.0,13.333333333333334
tõstma,üles,el,3,3,0,0,0,0,1,"('loc',)",100.0,0.0,0.0,0.0,0.0
tõttama,,all,23,20,3,0,0,0,2,"('actor', 'loc')",86.95652173913044,13.043478260869565,0.0,0.0,0.0
tõukama,,ill,1,1,0,0,0,0,1,"('loc',)",100.0,0.0,0.0,0.0,0.0
tõusma,,adit,20,17,1,0,1,1,4,"('UNK', 'actor', 'event', 'loc')",85.0,5.0,0.0,5.0,5.0
tõusma,,all,24,9,1,0,1,13,4,"('UNK', 'actor', 'event', 'loc')",37.5,4.166666666666666,0.0,4.166666666666666,54.166666666666664
tõusma,esile,in,9,8,0,0,0,1,2,"('UNK', 'loc')",88.88888888888889,0.0,0.0,0.0,11.11111111111111
töötama,,ad,24,8,3,4,1,8,5,"('UNK', 'actor', 'event', 'loc', 'time')",33.33333333333333,12.5,16.666666666666664,4.166666666666666,33.33333333333333
ulatuma,,ill,17,16,0,0,0,1,2,"('UNK', 'loc')",94.11764705882352,0.0,0.0,0.0,5.88235294117647
unistama,,el,39,20,2,0,2,15,4,"('UNK', 'actor', 'event', 'loc')",51.28205128205128,5.128205128205128,0.0,5.128205128205128,38.46153846153847
unistama,,in,11,10,0,1,0,0,2,"('loc', 'time')",90.9090909090909,0.0,9.090909090909092,0.0,0.0
ununema,,in,4,2,0,0,0,2,2,"('UNK', 'loc')",50.0,0.0,0.0,0.0,50.0
unustama,,all,10,5,2,0,0,3,3,"('UNK', 'actor', 'loc')",50.0,20.0,0.0,0.0,30.0
unustama,,in,7,5,0,1,0,1,3,"('UNK', 'loc', 'time')",71.42857142857143,0.0,14.285714285714285,0.0,14.285714285714285
uppuma,,ad,9,6,0,2,1,0,3,"('event', 'loc', 'time')",66.66666666666666,0.0,22.22222222222222,11.11111111111111,0.0
uurima,,el,14,9,0,1,0,4,3,"('UNK', 'loc', 'time')",64.28571428571429,0.0,7.142857142857142,0.0,28.57142857142857
vaatama,,el,16,11,0,0,1,4,3,"('UNK', 'event', 'loc')",68.75,0.0,0.0,6.25,25.0
vaatama,,ill,12,10,0,1,0,1,3,"('UNK', 'loc', 'time')",83.33333333333334,0.0,8.333333333333332,0.0,8.333333333333332
vabanema,,in,12,9,1,0,0,2,3,"('UNK', 'actor', 'loc')",75.0,8.333333333333332,0.0,0.0,16.666666666666664
vabastama,,in,4,3,0,0,0,1,2,"('UNK', 'loc')",75.0,0.0,0.0,0.0,25.0
vahendama,,abl,5,1,2,0,0,2,3,"('UNK', 'actor', 'loc')",20.0,40.0,0.0,0.0,40.0
vahetama,,all,4,0,1,0,0,3,2,"('UNK', 'actor')",0.0,25.0,0.0,0.0,75.0
vajama,,abl,16,7,4,0,0,5,3,"('UNK', 'actor', 'loc')",43.75,25.0,0.0,0.0,31.25
valama,,all,17,10,3,0,1,3,4,"('UNK', 'actor', 'event', 'loc')",58.82352941176471,17.647058823529413,0.0,5.88235294117647,17.647058823529413
valitsema,,ad,28,16,1,7,2,2,5,"('UNK', 'actor', 'event', 'loc', 'time')",57.14285714285714,3.571428571428571,25.0,7.142857142857142,7.142857142857142
vallutama,,in,5,3,0,0,1,1,3,"('UNK', 'event', 'loc')",60.0,0.0,0.0,20.0,20.0
valmima,,el,21,12,2,1,0,6,4,"('UNK', 'actor', 'loc', 'time')",57.14285714285714,9.523809523809524,4.761904761904762,0.0,28.57142857142857
valmistuma,,all,6,5,1,0,0,0,2,"('actor', 'loc')",83.33333333333334,16.666666666666664,0.0,0.0,0.0
vanduma,alla,in,1,1,0,0,0,0,1,"('loc',)",100.0,0.0,0.0,0.0,0.0
vastama,,abl,14,6,2,0,0,6,3,"('UNK', 'actor', 'loc')",42.857142857142854,14.285714285714285,0.0,0.0,42.857142857142854
vastutama,,ad,5,4,0,0,0,1,2,"('UNK', 'loc')",80.0,0.0,0.0,0.0,20.0
vedama,,all,18,18,0,0,0,0,1,"('loc',)",100.0,0.0,0.0,0.0,0.0
vedama,,in,23,18,0,3,0,2,3,"('UNK', 'loc', 'time')",78.26086956521739,0.0,13.043478260869565,0.0,8.695652173913043
vigastama,,in,18,16,0,0,1,1,3,"('UNK', 'event', 'loc')",88.88888888888889,0.0,0.0,5.555555555555555,5.555555555555555
viigistama,,in,13,10,1,1,0,1,4,"('UNK', 'actor', 'loc', 'time')",76.92307692307693,7.6923076923076925,7.6923076923076925,0.0,7.6923076923076925
viima,,all,30,22,0,0,1,7,3,"('UNK', 'event', 'loc')",73.33333333333333,0.0,0.0,3.3333333333333335,23.333333333333332
viima,,in,23,16,0,1,1,5,4,"('UNK', 'event', 'loc', 'time')",69.56521739130434,0.0,4.3478260869565215,4.3478260869565215,21.73913043478261
viima,läbi,el,1,1,0,0,0,0,1,"('loc',)",100.0,0.0,0.0,0.0,0.0
viima,välja,el,14,12,0,0,0,2,2,"('UNK', 'loc')",85.71428571428571,0.0,0.0,0.0,14.285714285714285
visandama,,el,5,3,0,1,0,1,3,"('UNK', 'loc', 'time')",60.0,0.0,20.0,0.0,20.0
viskama,,in,23,17,2,0,0,4,3,"('UNK', 'actor', 'loc')",73.91304347826086,8.695652173913043,0.0,0.0,17.391304347826086
vormistama,,in,8,6,0,0,1,1,3,"('UNK', 'event', 'loc')",75.0,0.0,0.0,12.5,12.5
vägistama,,ad,2,1,0,0,0,1,2,"('UNK', 'loc')",50.0,0.0,0.0,0.0,50.0
vähendama,,all,16,6,3,1,1,5,5,"('UNK', 'actor', 'event', 'loc', 'time')",37.5,18.75,6.25,6.25,31.25
vähendama,,ill,5,4,0,0,0,1,2,"('UNK', 'loc')",80.0,0.0,0.0,0.0,20.0
vähenema,,all,27,7,1,1,0,18,4,"('UNK', 'actor', 'loc', 'time')",25.925925925925924,3.7037037037037033,3.7037037037037033,0.0,66.66666666666666
väitma,,el,12,8,1,0,1,2,4,"('UNK', 'actor', 'event', 'loc')",66.66666666666666,8.333333333333332,0.0,8.333333333333332,16.666666666666664
väitma,,in,24,19,2,1,0,2,4,"('UNK', 'actor', 'loc', 'time')",79.16666666666666,8.333333333333332,4.166666666666666,0.0,8.333333333333332
välistama,,all,9,3,2,0,1,3,4,"('UNK', 'actor', 'event', 'loc')",33.33333333333333,22.22222222222222,0.0,11.11111111111111,33.33333333333333
vältima,,in,15,14,0,1,0,0,2,"('loc', 'time')",93.33333333333333,0.0,6.666666666666667,0.0,0.0
võimutsema,,ad,8,4,0,4,0,0,2,"('loc', 'time')",50.0,0.0,50.0,0.0,0.0
võitlema,,all,12,9,1,0,0,2,3,"('UNK', 'actor', 'loc')",75.0,8.333333333333332,0.0,0.0,16.666666666666664
võitlema,,in,37,29,1,0,1,6,4,"('UNK', 'actor', 'event', 'loc')",78.37837837837837,2.7027027027027026,0.0,2.7027027027027026,16.216216216216218
võitma,,all,17,6,0,0,2,9,3,"('UNK', 'event', 'loc')",35.294117647058826,0.0,0.0,11.76470588235294,52.94117647058824
võlgnema,,all,25,17,3,0,1,4,4,"('UNK', 'actor', 'event', 'loc')",68.0,12.0,0.0,4.0,16.0
võluma,,in,7,4,0,1,0,2,3,"('UNK', 'loc', 'time')",57.14285714285714,0.0,14.285714285714285,0.0,28.57142857142857
võrsuma,,el,16,15,0,0,0,1,2,"('UNK', 'loc')",93.75,0.0,0.0,0.0,6.25
võtma,,all,26,14,1,0,1,10,4,"('UNK', 'actor', 'event', 'loc')",53.84615384615385,3.8461538461538463,0.0,3.8461538461538463,38.46153846153847
võtma,ette,el,4,3,0,0,0,1,2,"('UNK', 'loc')",75.0,0.0,0.0,0.0,25.0
võtma,ette,in,13,8,0,1,1,3,4,"('UNK', 'event', 'loc', 'time')",61.53846153846154,0.0,7.6923076923076925,7.6923076923076925,23.076923076923077
võtma,kokku,in,15,12,0,0,0,3,2,"('UNK', 'loc')",80.0,0.0,0.0,0.0,20.0
võtma,sisse,ad,8,5,0,2,0,1,3,"('UNK', 'loc', 'time')",62.5,0.0,25.0,0.0,12.5
võõrandama,,all,1,1,0,0,0,0,1,"('loc',)",100.0,0.0,0.0,0.0,0.0
õitsema,,ad,10,8,0,2,0,0,2,"('loc', 'time')",80.0,0.0,20.0,0.0,0.0
õnnestuma,,el,23,13,3,0,0,7,3,"('UNK', 'actor', 'loc')",56.52173913043478,13.043478260869565,0.0,0.0,30.434782608695656
õppima,,ad,19,13,1,3,1,1,5,"('UNK', 'actor', 'event', 'loc', 'time')",68.42105263157895,5.263157894736842,15.789473684210526,5.263157894736842,5.263157894736842
ööbima,,ad,5,4,0,1,0,0,2,"('loc', 'time')",80.0,0.0,20.0,0.0,0.0
ühinema,,in,18,11,0,2,0,5,3,"('UNK', 'loc', 'time')",61.111111111111114,0.0,11.11111111111111,0.0,27.77777777777778
ületama,,in,28,15,1,3,2,7,5,"('UNK', 'actor', 'event', 'loc', 'time')",53.57142857142857,3.571428571428571,10.714285714285714,7.142857142857142,25.0
ütlema,,adit,8,7,1,0,0,0,2,"('actor', 'loc')",87.5,12.5,0.0,0.0,0.0
ütlema,,all,29,12,15,0,0,2,3,"('UNK', 'actor', 'loc')",41.37931034482759,51.724137931034484,0.0,0.0,6.896551724137931
ütlema,,el,24,19,2,0,0,3,3,"('UNK', 'actor', 'loc')",79.16666666666666,8.333333333333332,0.0,0.0,12.5
ütlema,välja,in,7,6,0,0,0,1,2,"('UNK', 'loc')",85.71428571428571,0.0,0.0,0.0,14.285714285714285
üürima,,abl,3,1,2,0,0,0,2,"('actor', 'loc')",33.33333333333333,66.66666666666666,0.0,0.0,0.0
