verb,verb_compound,morph_case,ex_count,loc_count,actor_count,time_count,event_count,unk_count,label_count,labels,loc_percent,actor_percent,time_percent,event_percent,unk_percent
kuulutama,,in,26,20,1,1,0,4,4,"('UNK', 'actor', 'loc', 'time')",76.92307692307693,3.8461538461538463,3.8461538461538463,0.0,15.384615384615385
kuulutama,välja,all,15,7,4,0,0,4,3,"('UNK', 'actor', 'loc')",46.666666666666664,26.666666666666668,0.0,0.0,26.666666666666668
kuulutama,välja,in,12,7,1,1,1,2,5,"('UNK', 'actor', 'event', 'loc', 'time')",58.333333333333336,8.333333333333332,8.333333333333332,8.333333333333332,16.666666666666664
käima,,abl,27,18,5,0,0,4,3,"('UNK', 'actor', 'loc')",66.66666666666666,18.51851851851852,0.0,0.0,14.814814814814813
käima,,el,29,23,2,1,1,2,5,"('UNK', 'actor', 'event', 'loc', 'time')",79.3103448275862,6.896551724137931,3.4482758620689653,3.4482758620689653,6.896551724137931
käima,läbi,abl,7,5,0,1,0,1,3,"('UNK', 'loc', 'time')",71.42857142857143,0.0,14.285714285714285,0.0,14.285714285714285
käima,ringi,ad,9,6,0,1,0,2,3,"('UNK', 'loc', 'time')",66.66666666666666,0.0,11.11111111111111,0.0,22.22222222222222
käima,välja,in,8,8,0,0,0,0,1,"('loc',)",100.0,0.0,0.0,0.0,0.0
käima,ära,ad,13,7,0,2,0,4,3,"('UNK', 'loc', 'time')",53.84615384615385,0.0,15.384615384615385,0.0,30.76923076923077
käima,üle,el,18,13,1,0,0,4,3,"('UNK', 'actor', 'loc')",72.22222222222221,5.555555555555555,0.0,0.0,22.22222222222222
käituma,,in,33,30,0,0,0,3,2,"('UNK', 'loc')",90.9090909090909,0.0,0.0,0.0,9.090909090909092
kõikuma,,ad,11,8,1,1,1,0,4,"('actor', 'event', 'loc', 'time')",72.72727272727273,9.090909090909092,9.090909090909092,9.090909090909092,0.0
kõlama,,el,24,15,1,1,0,7,4,"('UNK', 'actor', 'loc', 'time')",62.5,4.166666666666666,4.166666666666666,0.0,29.166666666666668
kõlama,,in,19,18,0,0,0,1,2,"('UNK', 'loc')",94.73684210526315,0.0,0.0,0.0,5.263157894736842
küsitlema,,in,3,3,0,0,0,0,1,"('loc',)",100.0,0.0,0.0,0.0,0.0
küündima,,ill,3,2,0,0,0,1,2,"('UNK', 'loc')",66.66666666666666,0.0,0.0,0.0,33.33333333333333
laastama,,in,3,3,0,0,0,0,1,"('loc',)",100.0,0.0,0.0,0.0,0.0
laekuma,,all,16,12,2,1,0,1,4,"('UNK', 'actor', 'loc', 'time')",75.0,12.5,6.25,0.0,6.25
laenama,,all,12,9,0,0,0,3,2,"('UNK', 'loc')",75.0,0.0,0.0,0.0,25.0
laiendama,,all,8,7,0,0,0,1,2,"('UNK', 'loc')",87.5,0.0,0.0,0.0,12.5
laienema,,all,26,17,3,1,0,5,4,"('UNK', 'actor', 'loc', 'time')",65.38461538461539,11.538461538461538,3.8461538461538463,0.0,19.230769230769234
laienema,,el,4,2,1,0,0,1,3,"('UNK', 'actor', 'loc')",50.0,25.0,0.0,0.0,25.0
langema,,abl,21,12,0,0,0,9,2,"('UNK', 'loc')",57.14285714285714,0.0,0.0,0.0,42.857142857142854
langema,,adit,14,7,1,1,1,4,5,"('UNK', 'actor', 'event', 'loc', 'time')",50.0,7.142857142857142,7.142857142857142,7.142857142857142,28.57142857142857
langema,,all,23,12,1,2,1,7,5,"('UNK', 'actor', 'event', 'loc', 'time')",52.17391304347826,4.3478260869565215,8.695652173913043,4.3478260869565215,30.434782608695656
langema,,in,33,29,0,2,1,1,4,"('UNK', 'event', 'loc', 'time')",87.87878787878788,0.0,6.0606060606060606,3.0303030303030303,3.0303030303030303
langetama,,in,13,9,0,0,1,3,3,"('UNK', 'event', 'loc')",69.23076923076923,0.0,0.0,7.6923076923076925,23.076923076923077
laskma,,all,35,24,5,0,0,6,3,"('UNK', 'actor', 'loc')",68.57142857142857,14.285714285714285,0.0,0.0,17.142857142857142
laskma,,el,31,19,2,1,0,9,4,"('UNK', 'actor', 'loc', 'time')",61.29032258064516,6.451612903225806,3.225806451612903,0.0,29.03225806451613
laskma,välja,in,3,1,0,0,0,2,2,"('UNK', 'loc')",33.33333333333333,0.0,0.0,0.0,66.66666666666666
laskuma,,in,2,2,0,0,0,0,1,"('loc',)",100.0,0.0,0.0,0.0,0.0
laulma,,in,29,23,0,0,2,4,3,"('UNK', 'event', 'loc')",79.3103448275862,0.0,0.0,6.896551724137931,13.793103448275861
lausuma,,all,15,7,5,0,0,3,3,"('UNK', 'actor', 'loc')",46.666666666666664,33.33333333333333,0.0,0.0,20.0
lehvima,,ad,11,9,0,0,0,2,2,"('UNK', 'loc')",81.81818181818183,0.0,0.0,0.0,18.181818181818183
lehvitama,,ad,4,3,0,0,0,1,2,"('UNK', 'loc')",75.0,0.0,0.0,0.0,25.0
leiduma,,ad,32,24,5,1,1,1,5,"('UNK', 'actor', 'event', 'loc', 'time')",75.0,15.625,3.125,3.125,3.125
leiduma,,el,28,17,2,0,0,9,3,"('UNK', 'actor', 'loc')",60.71428571428571,7.142857142857142,0.0,0.0,32.142857142857146
leppima,kokku,in,18,12,0,0,3,3,3,"('UNK', 'event', 'loc')",66.66666666666666,0.0,0.0,16.666666666666664,16.666666666666664
levima,,ad,23,12,0,7,1,3,4,"('UNK', 'event', 'loc', 'time')",52.17391304347826,0.0,30.434782608695656,4.3478260869565215,13.043478260869565
levima,,all,15,12,0,0,1,2,3,"('UNK', 'event', 'loc')",80.0,0.0,0.0,6.666666666666667,13.333333333333334
levima,,el,30,15,1,1,3,10,5,"('UNK', 'actor', 'event', 'loc', 'time')",50.0,3.3333333333333335,3.3333333333333335,10.0,33.33333333333333
libisema,,ad,10,8,0,0,1,1,3,"('UNK', 'event', 'loc')",80.0,0.0,0.0,10.0,10.0
liginema,,all,10,5,1,0,0,4,3,"('UNK', 'actor', 'loc')",50.0,10.0,0.0,0.0,40.0
liikuma,,ad,28,15,3,2,1,7,5,"('UNK', 'actor', 'event', 'loc', 'time')",53.57142857142857,10.714285714285714,7.142857142857142,3.571428571428571,25.0
liikuma,ringi,ad,4,3,0,1,0,0,2,"('loc', 'time')",75.0,0.0,25.0,0.0,0.0
liituma,,in,23,15,1,1,0,6,4,"('UNK', 'actor', 'loc', 'time')",65.21739130434783,4.3478260869565215,4.3478260869565215,0.0,26.08695652173913
lisama,,adit,10,8,0,0,1,1,3,"('UNK', 'event', 'loc')",80.0,0.0,0.0,10.0,10.0
lisama,,ill,22,22,0,0,0,0,1,"('loc',)",100.0,0.0,0.0,0.0,0.0
lisanduma,,abl,6,5,1,0,0,0,2,"('actor', 'loc')",83.33333333333334,16.666666666666664,0.0,0.0,0.0
lisanduma,,adit,13,9,0,0,0,4,2,"('UNK', 'loc')",69.23076923076923,0.0,0.0,0.0,30.76923076923077
lisanduma,,all,26,14,3,1,1,7,5,"('UNK', 'actor', 'event', 'loc', 'time')",53.84615384615385,11.538461538461538,3.8461538461538463,3.8461538461538463,26.923076923076923
lisanduma,,in,33,29,0,1,1,2,4,"('UNK', 'event', 'loc', 'time')",87.87878787878788,0.0,3.0303030303030303,3.0303030303030303,6.0606060606060606
loksuma,,ad,4,0,2,1,0,1,3,"('UNK', 'actor', 'time')",0.0,50.0,25.0,0.0,25.0
loobuma,,all,18,9,4,0,0,5,3,"('UNK', 'actor', 'loc')",50.0,22.22222222222222,0.0,0.0,27.77777777777778
loobuma,,in,34,27,2,1,0,4,4,"('UNK', 'actor', 'loc', 'time')",79.41176470588235,5.88235294117647,2.941176470588235,0.0,11.76470588235294
looklema,,ad,1,1,0,0,0,0,1,"('loc',)",100.0,0.0,0.0,0.0,0.0
looma,lahku,el,5,4,0,0,0,1,2,"('UNK', 'loc')",80.0,0.0,0.0,0.0,20.0
lootma,,el,29,22,3,1,1,2,5,"('UNK', 'actor', 'event', 'loc', 'time')",75.86206896551724,10.344827586206897,3.4482758620689653,3.4482758620689653,6.896551724137931
lootma,,in,37,22,5,0,2,8,4,"('UNK', 'actor', 'event', 'loc')",59.45945945945946,13.513513513513514,0.0,5.405405405405405,21.62162162162162
loovutama,,all,31,27,3,0,0,1,3,"('UNK', 'actor', 'loc')",87.09677419354838,9.67741935483871,0.0,0.0,3.225806451612903
loovutama,,el,6,4,1,0,0,1,3,"('UNK', 'actor', 'loc')",66.66666666666666,16.666666666666664,0.0,0.0,16.666666666666664
lubama,,in,28,20,2,2,0,4,4,"('UNK', 'actor', 'loc', 'time')",71.42857142857143,7.142857142857142,7.142857142857142,0.0,14.285714285714285
lähenema,,all,19,12,0,0,2,5,3,"('UNK', 'event', 'loc')",63.1578947368421,0.0,0.0,10.526315789473683,26.31578947368421
lähtuma,,in,21,19,0,0,1,1,3,"('UNK', 'event', 'loc')",90.47619047619048,0.0,0.0,4.761904761904762,4.761904761904762
läkitama,,all,15,10,5,0,0,0,2,"('actor', 'loc')",66.66666666666666,33.33333333333333,0.0,0.0,0.0
lõhkuma,,ad,9,4,3,0,0,2,3,"('UNK', 'actor', 'loc')",44.44444444444444,33.33333333333333,0.0,0.0,22.22222222222222
lõpetama,,abl,6,3,1,0,0,2,3,"('UNK', 'actor', 'loc')",50.0,16.666666666666664,0.0,0.0,33.33333333333333
lõpetama,,all,26,11,4,1,1,9,5,"('UNK', 'actor', 'event', 'loc', 'time')",42.30769230769231,15.384615384615385,3.8461538461538463,3.8461538461538463,34.61538461538461
lõpma,,in,27,21,0,2,1,3,4,"('UNK', 'event', 'loc', 'time')",77.77777777777779,0.0,7.4074074074074066,3.7037037037037033,11.11111111111111
lööma,,in,27,24,1,0,0,2,3,"('UNK', 'actor', 'loc')",88.88888888888889,3.7037037037037033,0.0,0.0,7.4074074074074066
lööma,lahku,el,5,5,0,0,0,0,1,"('loc',)",100.0,0.0,0.0,0.0,0.0
lööma,lahti,ad,2,1,0,1,0,0,2,"('loc', 'time')",50.0,0.0,50.0,0.0,0.0
lükkama,,all,17,14,0,1,0,2,3,"('UNK', 'loc', 'time')",82.35294117647058,0.0,5.88235294117647,0.0,11.76470588235294
lükkama,,el,8,5,1,0,1,1,4,"('UNK', 'actor', 'event', 'loc')",62.5,12.5,0.0,12.5,12.5
lülitama,välja,in,4,4,0,0,0,0,1,"('loc',)",100.0,0.0,0.0,0.0,0.0
maabuma,,ad,9,8,0,1,0,0,2,"('loc', 'time')",88.88888888888889,0.0,11.11111111111111,0.0,0.0
maadlema,,in,6,6,0,0,0,0,1,"('loc',)",100.0,0.0,0.0,0.0,0.0
maalima,,el,9,5,3,0,0,1,3,"('UNK', 'actor', 'loc')",55.55555555555556,33.33333333333333,0.0,0.0,11.11111111111111
maanduma,,ad,15,12,0,2,0,1,3,"('UNK', 'loc', 'time')",80.0,0.0,13.333333333333334,0.0,6.666666666666667
mahtuma,,all,17,13,2,0,1,1,4,"('UNK', 'actor', 'event', 'loc')",76.47058823529412,11.76470588235294,0.0,5.88235294117647,5.88235294117647
mahtuma,,ill,28,28,0,0,0,0,1,"('loc',)",100.0,0.0,0.0,0.0,0.0
maksma,,abl,20,8,2,0,1,9,4,"('UNK', 'actor', 'event', 'loc')",40.0,10.0,0.0,5.0,45.0
maksma,ära,all,4,4,0,0,0,0,1,"('loc',)",100.0,0.0,0.0,0.0,0.0
minema,,abl,24,18,2,1,0,3,4,"('UNK', 'actor', 'loc', 'time')",75.0,8.333333333333332,4.166666666666666,0.0,12.5
minema,,all,25,24,1,0,0,0,2,"('actor', 'loc')",96.0,4.0,0.0,0.0,0.0
minema,,el,24,20,1,1,0,2,4,"('UNK', 'actor', 'loc', 'time')",83.33333333333334,4.166666666666666,4.166666666666666,0.0,8.333333333333332
minema,edasi,all,7,5,1,0,0,1,3,"('UNK', 'actor', 'loc')",71.42857142857143,14.285714285714285,0.0,0.0,14.285714285714285
minema,edasi,el,6,6,0,0,0,0,1,"('loc',)",100.0,0.0,0.0,0.0,0.0
minema,ette,el,4,2,2,0,0,0,2,"('actor', 'loc')",50.0,50.0,0.0,0.0,0.0
minema,mööda,el,24,23,0,0,0,1,2,"('UNK', 'loc')",95.83333333333334,0.0,0.0,0.0,4.166666666666666
minema,tagasi,in,5,4,0,0,0,1,2,"('UNK', 'loc')",80.0,0.0,0.0,0.0,20.0
minema,vaja,in,11,9,0,0,0,2,2,"('UNK', 'loc')",81.81818181818183,0.0,0.0,0.0,18.181818181818183
minema,ümber,ad,3,0,1,0,2,0,2,"('actor', 'event')",0.0,33.33333333333333,0.0,66.66666666666666,0.0
moodustama,,all,21,8,2,0,2,9,4,"('UNK', 'actor', 'event', 'loc')",38.095238095238095,9.523809523809524,0.0,9.523809523809524,42.857142857142854
moodustama,,in,31,26,0,0,0,5,2,"('UNK', 'loc')",83.87096774193549,0.0,0.0,0.0,16.129032258064516
murdma,,el,6,5,0,0,0,1,2,"('UNK', 'loc')",83.33333333333334,0.0,0.0,0.0,16.666666666666664
murdma,,in,28,22,0,1,1,4,4,"('UNK', 'event', 'loc', 'time')",78.57142857142857,0.0,3.571428571428571,3.571428571428571,14.285714285714285
murdma,läbi,el,6,6,0,0,0,0,1,"('loc',)",100.0,0.0,0.0,0.0,0.0
murdma,maha,ad,2,1,1,0,0,0,2,"('actor', 'loc')",50.0,50.0,0.0,0.0,0.0
murduma,,in,10,7,1,2,0,0,3,"('actor', 'loc', 'time')",70.0,10.0,20.0,0.0,0.0
muutuma,,adit,10,5,0,0,1,4,3,"('UNK', 'event', 'loc')",50.0,0.0,0.0,10.0,40.0
mängima,,in,25,24,1,0,0,0,2,"('actor', 'loc')",96.0,4.0,0.0,0.0,0.0
märkama,,el,9,5,2,1,1,0,4,"('actor', 'event', 'loc', 'time')",55.55555555555556,22.22222222222222,11.11111111111111,11.11111111111111,0.0
märkima,,el,16,7,3,0,0,6,3,"('UNK', 'actor', 'loc')",43.75,18.75,0.0,0.0,37.5
määrama,,in,25,17,0,0,0,8,2,"('UNK', 'loc')",68.0,0.0,0.0,0.0,32.0
mõistma,,in,30,12,0,1,10,7,4,"('UNK', 'event', 'loc', 'time')",40.0,0.0,3.3333333333333335,33.33333333333333,23.333333333333332
mõistma,välja,abl,12,2,10,0,0,0,2,"('actor', 'loc')",16.666666666666664,83.33333333333334,0.0,0.0,0.0
mõjuma,,adit,3,1,0,0,0,2,2,"('UNK', 'loc')",33.33333333333333,0.0,0.0,0.0,66.66666666666666
mõjuma,,in,31,23,0,2,0,6,3,"('UNK', 'loc', 'time')",74.19354838709677,0.0,6.451612903225806,0.0,19.35483870967742
möllama,,ad,20,13,1,2,1,3,5,"('UNK', 'actor', 'event', 'loc', 'time')",65.0,5.0,10.0,5.0,15.0
müüma,,all,25,19,6,0,0,0,2,"('actor', 'loc')",76.0,24.0,0.0,0.0,0.0
müüma,,el,23,16,0,1,0,6,3,"('UNK', 'loc', 'time')",69.56521739130434,0.0,4.3478260869565215,0.0,26.08695652173913
naasma,,in,9,6,0,2,0,1,3,"('UNK', 'loc', 'time')",66.66666666666666,0.0,22.22222222222222,0.0,11.11111111111111
naeratama,,in,7,5,0,0,0,2,2,"('UNK', 'loc')",71.42857142857143,0.0,0.0,0.0,28.57142857142857
nakatuma,,ad,3,1,0,0,0,2,2,"('UNK', 'loc')",33.33333333333333,0.0,0.0,0.0,66.66666666666666
nentima,,all,6,3,1,0,0,2,3,"('UNK', 'actor', 'loc')",50.0,16.666666666666664,0.0,0.0,33.33333333333333
nihkuma,,all,11,6,0,1,0,4,3,"('UNK', 'loc', 'time')",54.54545454545454,0.0,9.090909090909092,0.0,36.36363636363637
nurjuma,,in,4,4,0,0,0,0,1,"('loc',)",100.0,0.0,0.0,0.0,0.0
nägema,,all,33,19,3,0,0,11,3,"('UNK', 'actor', 'loc')",57.57575757575758,9.090909090909092,0.0,0.0,33.33333333333333
nägema,,in,26,24,2,0,0,0,2,"('actor', 'loc')",92.3076923076923,7.6923076923076925,0.0,0.0,0.0
nägema,ette,in,17,13,0,1,0,3,3,"('UNK', 'loc', 'time')",76.47058823529412,0.0,5.88235294117647,0.0,17.647058823529413
nägema,välja,in,41,31,0,0,0,10,2,"('UNK', 'loc')",75.60975609756098,0.0,0.0,0.0,24.390243902439025
nähtuma,,ad,9,5,0,3,0,1,3,"('UNK', 'loc', 'time')",55.55555555555556,0.0,33.33333333333333,0.0,11.11111111111111
näima,,abl,4,3,1,0,0,0,2,"('actor', 'loc')",75.0,25.0,0.0,0.0,0.0
näima,,in,24,16,1,0,1,6,4,"('UNK', 'actor', 'event', 'loc')",66.66666666666666,4.166666666666666,0.0,4.166666666666666,25.0
nõudma,tagasi,abl,6,3,3,0,0,0,2,"('actor', 'loc')",50.0,50.0,0.0,0.0,0.0
nõustuma,,in,15,15,0,0,0,0,1,"('loc',)",100.0,0.0,0.0,0.0,0.0
olema,,el,30,25,1,0,0,4,3,"('UNK', 'actor', 'loc')",83.33333333333334,3.3333333333333335,0.0,0.0,13.333333333333334
olema,alles,el,18,12,0,0,0,6,2,"('UNK', 'loc')",66.66666666666666,0.0,0.0,0.0,33.33333333333333
olema,kinni,in,28,21,1,0,0,6,3,"('UNK', 'actor', 'loc')",75.0,3.571428571428571,0.0,0.0,21.428571428571427
olema,kohal,el,9,3,5,0,0,1,3,"('UNK', 'actor', 'loc')",33.33333333333333,55.55555555555556,0.0,0.0,11.11111111111111
olema,koht,el,6,4,1,0,0,1,3,"('UNK', 'actor', 'loc')",66.66666666666666,16.666666666666664,0.0,0.0,16.666666666666664
olema,vaja,abl,10,4,2,0,0,4,3,"('UNK', 'actor', 'loc')",40.0,20.0,0.0,0.0,40.0
olema,vaja,all,26,15,5,0,0,6,3,"('UNK', 'actor', 'loc')",57.692307692307686,19.230769230769234,0.0,0.0,23.076923076923077
olema,vaja,el,28,16,3,2,0,7,4,"('UNK', 'actor', 'loc', 'time')",57.14285714285714,10.714285714285714,7.142857142857142,0.0,25.0
omandama,,abl,9,8,1,0,0,0,2,"('actor', 'loc')",88.88888888888889,11.11111111111111,0.0,0.0,0.0
ootama,,el,22,14,3,2,1,2,5,"('UNK', 'actor', 'event', 'loc', 'time')",63.63636363636363,13.636363636363635,9.090909090909092,4.545454545454546,9.090909090909092
osalema,,el,12,8,1,0,0,3,3,"('UNK', 'actor', 'loc')",66.66666666666666,8.333333333333332,0.0,0.0,25.0
osalema,,in,27,26,0,0,0,1,2,"('UNK', 'loc')",96.29629629629629,0.0,0.0,0.0,3.7037037037037033
oskama,,in,27,16,2,0,1,8,4,"('UNK', 'actor', 'event', 'loc')",59.25925925925925,7.4074074074074066,0.0,3.7037037037037033,29.629629629629626
ostma,,abl,24,15,6,0,0,3,3,"('UNK', 'actor', 'loc')",62.5,25.0,0.0,0.0,12.5
ostma,,in,24,23,1,0,0,0,2,"('actor', 'loc')",95.83333333333334,4.166666666666666,0.0,0.0,0.0
osutuma,,in,26,18,0,0,2,6,3,"('UNK', 'event', 'loc')",69.23076923076923,0.0,0.0,7.6923076923076925,23.076923076923077
otsima,,abl,18,12,4,0,0,2,3,"('UNK', 'actor', 'loc')",66.66666666666666,22.22222222222222,0.0,0.0,11.11111111111111
otsima,,all,34,22,1,0,0,11,3,"('UNK', 'actor', 'loc')",64.70588235294117,2.941176470588235,0.0,0.0,32.35294117647059
otsima,,in,30,24,1,1,0,4,4,"('UNK', 'actor', 'loc', 'time')",80.0,3.3333333333333335,3.3333333333333335,0.0,13.333333333333334
otsustama,,in,28,22,0,1,0,5,3,"('UNK', 'loc', 'time')",78.57142857142857,0.0,3.571428571428571,0.0,17.857142857142858
paigaldama,,el,2,1,0,0,0,1,2,"('UNK', 'loc')",50.0,0.0,0.0,0.0,50.0
paiskuma,välja,ad,2,1,0,0,0,1,2,"('UNK', 'loc')",50.0,0.0,0.0,0.0,50.0
paistma,,el,34,25,1,0,2,6,4,"('UNK', 'actor', 'event', 'loc')",73.52941176470588,2.941176470588235,0.0,5.88235294117647,17.647058823529413
pakkuma,,abl,5,4,0,0,0,1,2,"('UNK', 'loc')",80.0,0.0,0.0,0.0,20.0
pakkuma,välja,in,11,8,0,1,0,2,3,"('UNK', 'loc', 'time')",72.72727272727273,0.0,9.090909090909092,0.0,18.181818181818183
paljastama,,in,9,8,0,1,0,0,2,"('loc', 'time')",88.88888888888889,0.0,11.11111111111111,0.0,0.0
palkama,,el,3,1,1,0,0,1,3,"('UNK', 'actor', 'loc')",33.33333333333333,33.33333333333333,0.0,0.0,33.33333333333333
panema,,abl,14,7,0,0,1,6,3,"('UNK', 'event', 'loc')",50.0,0.0,0.0,7.142857142857142,42.857142857142854
panema,ette,all,10,5,4,0,0,1,3,"('UNK', 'actor', 'loc')",50.0,40.0,0.0,0.0,10.0
panema,üles,all,3,2,1,0,0,0,2,"('actor', 'loc')",66.66666666666666,33.33333333333333,0.0,0.0,0.0
peatuma,,ad,18,12,2,1,1,2,5,"('UNK', 'actor', 'event', 'loc', 'time')",66.66666666666666,11.11111111111111,5.555555555555555,5.555555555555555,11.11111111111111
pedaalima,,in,2,2,0,0,0,0,1,"('loc',)",100.0,0.0,0.0,0.0,0.0
peituma,,el,6,1,1,0,0,4,3,"('UNK', 'actor', 'loc')",16.666666666666664,16.666666666666664,0.0,0.0,66.66666666666666
peksma,,ad,7,5,1,1,0,0,3,"('actor', 'loc', 'time')",71.42857142857143,14.285714285714285,14.285714285714285,0.0,0.0
peksma,läbi,ad,2,2,0,0,0,0,1,"('loc',)",100.0,0.0,0.0,0.0,0.0
petma,,in,1,1,0,0,0,0,1,"('loc',)",100.0,0.0,0.0,0.0,0.0
pidama,,abl,8,4,1,0,0,3,3,"('UNK', 'actor', 'loc')",50.0,12.5,0.0,0.0,37.5
pidama,vastu,in,18,13,1,1,0,3,4,"('UNK', 'actor', 'loc', 'time')",72.22222222222221,5.555555555555555,5.555555555555555,0.0,16.666666666666664
pihtima,,in,4,4,0,0,0,0,1,"('loc',)",100.0,0.0,0.0,0.0,0.0
pikendama,,in,2,1,0,0,0,1,2,"('UNK', 'loc')",50.0,0.0,0.0,0.0,50.0
plaanima,,all,10,5,0,2,1,2,4,"('UNK', 'event', 'loc', 'time')",50.0,0.0,20.0,10.0,20.0
plaanima,,in,11,6,0,2,0,3,3,"('UNK', 'loc', 'time')",54.54545454545454,0.0,18.181818181818183,0.0,27.27272727272727
planeerima,,all,5,3,0,1,0,1,3,"('UNK', 'loc', 'time')",60.0,0.0,20.0,0.0,20.0
poseerima,,ad,13,6,0,1,0,6,3,"('UNK', 'loc', 'time')",46.15384615384615,0.0,7.6923076923076925,0.0,46.15384615384615
puhkama,,ad,23,17,1,3,0,2,4,"('UNK', 'actor', 'loc', 'time')",73.91304347826086,4.3478260869565215,13.043478260869565,0.0,8.695652173913043
puhkema,,el,8,7,0,0,0,1,2,"('UNK', 'loc')",87.5,0.0,0.0,0.0,12.5
puhuma,,ad,13,7,0,2,2,2,4,"('UNK', 'event', 'loc', 'time')",53.84615384615385,0.0,15.384615384615385,15.384615384615385,15.384615384615385
purunema,,el,4,3,0,0,0,1,2,"('UNK', 'loc')",75.0,0.0,0.0,0.0,25.0
purunema,,in,8,5,0,1,1,1,4,"('UNK', 'event', 'loc', 'time')",62.5,0.0,12.5,12.5,12.5
puuduma,,ad,24,10,12,0,0,2,3,"('UNK', 'actor', 'loc')",41.66666666666667,50.0,0.0,0.0,8.333333333333332
pälvima,,el,16,7,3,0,1,5,4,"('UNK', 'actor', 'event', 'loc')",43.75,18.75,0.0,6.25,31.25
pärinema,,abl,25,15,8,0,0,2,3,"('UNK', 'actor', 'loc')",60.0,32.0,0.0,0.0,8.0
pärinema,,el,22,21,0,0,0,1,2,"('UNK', 'loc')",95.45454545454545,0.0,0.0,0.0,4.545454545454546
pääsema,,el,27,20,1,1,1,4,5,"('UNK', 'actor', 'event', 'loc', 'time')",74.07407407407408,3.7037037037037033,3.7037037037037033,3.7037037037037033,14.814814814814813
pääsema,,in,35,30,1,0,0,4,3,"('UNK', 'actor', 'loc')",85.71428571428571,2.857142857142857,0.0,0.0,11.428571428571429
pääsema,ligi,all,17,14,1,0,0,2,3,"('UNK', 'actor', 'loc')",82.35294117647058,5.88235294117647,0.0,0.0,11.76470588235294
päästma,,in,13,11,0,0,1,1,3,"('UNK', 'event', 'loc')",84.61538461538461,0.0,0.0,7.6923076923076925,7.6923076923076925
põgenema,,in,9,3,0,2,0,4,3,"('UNK', 'loc', 'time')",33.33333333333333,0.0,22.22222222222222,0.0,44.44444444444444
põhjendama,,all,19,13,2,0,0,4,3,"('UNK', 'actor', 'loc')",68.42105263157895,10.526315789473683,0.0,0.0,21.052631578947366
põhjendama,,in,21,18,0,1,0,2,3,"('UNK', 'loc', 'time')",85.71428571428571,0.0,4.761904761904762,0.0,9.523809523809524
põlema,,ad,30,16,3,7,0,4,4,"('UNK', 'actor', 'loc', 'time')",53.333333333333336,10.0,23.333333333333332,0.0,13.333333333333334
põlema,maha,ad,7,5,0,1,0,1,3,"('UNK', 'loc', 'time')",71.42857142857143,0.0,14.285714285714285,0.0,14.285714285714285
põletama,,ad,5,4,0,0,0,1,2,"('UNK', 'loc')",80.0,0.0,0.0,0.0,20.0
põrkama,kokku,ad,14,9,0,1,1,3,4,"('UNK', 'event', 'loc', 'time')",64.28571428571429,0.0,7.142857142857142,7.142857142857142,21.428571428571427
põrutama,,all,10,10,0,0,0,0,1,"('loc',)",100.0,0.0,0.0,0.0,0.0
pöörduma,,all,6,5,1,0,0,0,2,"('actor', 'loc')",83.33333333333334,16.666666666666664,0.0,0.0,0.0
pöörduma,,el,14,8,4,1,0,1,4,"('UNK', 'actor', 'loc', 'time')",57.14285714285714,28.57142857142857,7.142857142857142,0.0,7.142857142857142
pöörduma,,in,23,17,0,2,0,4,3,"('UNK', 'loc', 'time')",73.91304347826086,0.0,8.695652173913043,0.0,17.391304347826086
püsima,,ad,32,17,7,2,0,6,4,"('UNK', 'actor', 'loc', 'time')",53.125,21.875,6.25,0.0,18.75
püsima,,in,24,19,0,0,0,5,2,"('UNK', 'loc')",79.16666666666666,0.0,0.0,0.0,20.833333333333336
püüdma,,el,24,15,1,0,1,7,4,"('UNK', 'actor', 'event', 'loc')",62.5,4.166666666666666,0.0,4.166666666666666,29.166666666666668
rahuldama,,in,8,4,0,2,0,2,3,"('UNK', 'loc', 'time')",50.0,0.0,25.0,0.0,25.0
randuma,,ad,4,3,0,1,0,0,2,"('loc', 'time')",75.0,0.0,25.0,0.0,0.0
raputama,,in,8,6,0,0,0,2,2,"('UNK', 'loc')",75.0,0.0,0.0,0.0,25.0
realiseerima,,in,6,2,1,2,0,1,4,"('UNK', 'actor', 'loc', 'time')",33.33333333333333,16.666666666666664,33.33333333333333,0.0,16.666666666666664
rebima,välja,el,6,6,0,0,0,0,1,"('loc',)",100.0,0.0,0.0,0.0,0.0
reetma,,in,11,10,0,1,0,0,2,"('loc', 'time')",90.9090909090909,0.0,9.090909090909092,0.0,0.0
registreerima,,in,11,9,0,1,0,1,3,"('UNK', 'loc', 'time')",81.81818181818183,0.0,9.090909090909092,0.0,9.090909090909092
rentima,,all,14,8,4,0,0,2,3,"('UNK', 'actor', 'loc')",57.14285714285714,28.57142857142857,0.0,0.0,14.285714285714285
rippuma,,ad,16,6,2,2,0,6,4,"('UNK', 'actor', 'loc', 'time')",37.5,12.5,12.5,0.0,37.5
ristuma,,in,5,5,0,0,0,0,1,"('loc',)",100.0,0.0,0.0,0.0,0.0
rulluma,,ad,3,3,0,0,0,0,1,"('loc',)",100.0,0.0,0.0,0.0,0.0
ruttama,,all,9,8,0,0,1,0,2,"('event', 'loc')",88.88888888888889,0.0,0.0,11.11111111111111,0.0
rääkima,,abl,14,9,3,0,0,2,3,"('UNK', 'actor', 'loc')",64.28571428571429,21.428571428571427,0.0,0.0,14.285714285714285
