"word","semantic_types"
avatud uste päev,AEG
avaturg,KOHT
avatus,SEISUND
avaus,KOHT
avavangla,KOHT
avavesi,KOHT
avavoor,sündmus
avavõistlus,sündmus
avaõhtu,sündmus
avaõu,KOHT
avaüritus,sündmus
avenüü,KOHT
Avignon,KOHT
Avijõgi,KOHT
Avinurme,KOHT
avio,KOHT
Avispea,KOHT
avitaminoos,SEISUND
Avon,KOHT
AÜE,KOHT
Axiós,KOHT
Aylesbury,KOHT
Ayrshire,KOHT
Ayutthaya,KOHT
baaslaager,KOHT
Bab el Mandeb,KOHT
babesioos,SEISUND
Babrujsk,KOHT
Babülon,KOHT
Babüloni rippaiad,KOHT
Babüloonia,KOHT
baby shower,sündmus
Baden,KOHT
Baden-Baden,KOHT
Baden-Württemberg,KOHT
Baffini saar,KOHT
Bagdad,KOHT
Bagrationovsk,KOHT
Bahama,KOHT
Bahama saared,KOHT
Bahmut,KOHT
Bahrein,KOHT
Bahtšisarai,KOHT
Baieri,KOHT
Baierimaa,KOHT
Baieri mets,KOHT
Baikal,KOHT
Baikonur,KOHT
Baile Átha Cliath,KOHT
Bajkongõr,KOHT
Bakbyn,KOHT
bakhanaal,sündmus
baktereemia,SEISUND
bakterieemia,SEISUND
baktermädanik,SEISUND
bakterpõletik,SEISUND
bakterveresus,SEISUND
Baktria,KOHT
Bakuu,KOHT
Balaklava,KOHT
balanss,SEISUND
Balaton,KOHT
Baleaarid,KOHT
Baleaari saared,KOHT
Balhaš,KOHT
Bali,KOHT
balka,KOHT
Balkaaria,KOHT
Balkan,KOHT
Balkani poolsaar,KOHT
Balkani sündroom,SEISUND
Balkaš,KOHT
ballastitank,KOHT
balletiteater,KOHT
ballisaal,KOHT
Balti,KOHT
Balti Assamblee,KOHT
Baltiisk,KOHT
Balti kett,sündmus
Balti kubermang,KOHT
Baltikum,KOHT
Baltimaad,KOHT
Balti meri,KOHT
Baltimore,KOHT
Balti riigid,KOHT
Baltiski,KOHT
baltofoobia,SEISUND
Balvi,KOHT
Bamako,KOHT
banaanivabariik,KOHT
Bandar Seri Begawan,KOHT
Bandung,KOHT
bangalo,KOHT
Bangalore,KOHT
Banghāzī,KOHT
Bangka,KOHT
Bangkok,KOHT
Bangladesh,KOHT
Bangui,KOHT
Banja Luka,KOHT
Banjul,KOHT
baptisteerium,KOHT
barakk,KOHT
Baranavičy,KOHT
Baranovitši,KOHT
Barbados,KOHT
barbershop,KOHT
Barcelona,KOHT
bardakk,SEISUND
bardo,SEISUND
Barentsi meri,KOHT
barhaan,KOHT
barhaanahelik,KOHT
barhaankõrb,KOHT
Bari,KOHT
Barnaul,KOHT
barokamber,KOHT
barokkpark,KOHT
barotrauma,SEISUND
barr,KOHT
barrikaad,KOHT
Barõssav,KOHT
Barysaŭ,KOHT
Basel,KOHT
basiilika,KOHT
Basilicata,KOHT
Baski,KOHT
Baskimaa,KOHT
Baskuntšak,KOHT
Basra,KOHT
bassein,KOHT
Basse-Terre,KOHT
Basseterre,KOHT
bastion,KOHT
Basuutomaa,KOHT
Baškiiri,KOHT
Baškiiria,KOHT
Baškortostan,KOHT
Bataavia,KOHT
Batalpašinsk,KOHT
Bathumi,KOHT
Bathurst,KOHT
Batumi,KOHT
batuudimaastik,KOHT
batüaal,KOHT
Bauska,KOHT
Bautzen,KOHT
Bayreuth,KOHT
BBC,KOHT
Beaujolais,KOHT
Bedford,KOHT
Bedfordshire,KOHT
beebibuum,AEG
beebikino,sündmus
beebikõõm,SEISUND
beebiootus,SEISUND
Beijing,KOHT
beilerbeilik,KOHT
Beirut,KOHT
Bekaa,KOHT
Bekaa org,KOHT
Belaja,KOHT
Belaja Tserkov,KOHT
Belau,KOHT
beletaaž,KOHT
Belfast,KOHT
Belgia,KOHT
Belgia Kongo,KOHT
Belgorod,KOHT
Belgorod-Dnestrovski,KOHT
Belgrad,KOHT
Belize,KOHT
Belmopan,KOHT
Beloje järv,KOHT
Belomorsk,KOHT
Belozersk,KOHT
Belotsarsk,KOHT
Belt,KOHT
Beluhha,KOHT
Belutšistan,KOHT
belvedere,KOHT
Benares,KOHT
benefiss,sündmus
Benelux,KOHT
Beneluxi maad,KOHT
Bengal,KOHT
Bengali laht,KOHT
Bengaluru,KOHT
Benghazi,KOHT
Benguela hoovus,KOHT
Benin,KOHT
bensiinihoidla,KOHT
bensiinijaam,KOHT
bensiinimürgistus,SEISUND
bensiinimürgitus,SEISUND
bensiinitankla,KOHT
bensukas,KOHT
bentaal,KOHT
Beograd,KOHT
Berditšev,KOHT
Berdjansk,KOHT
Berdõtšiv,KOHT
Beresje,KOHT
Berezina,KOHT
Bergen,KOHT
Bergsby,KOHT
beribeeri,SEISUND
Beringi meri,KOHT
Berkshire,KOHT
Berliin,KOHT
Bermuda,KOHT
Bern,KOHT
bernardiini ordu,KOHT
Beskiidid,KOHT
Bessaraabia,KOHT
Betaania,KOHT
Betbakdala,KOHT
Bethlehem,KOHT
betoonitehas,KOHT
betoonvundament,KOHT
Betšuaanamaa,KOHT
Bhilai,KOHT
Bhopal,KOHT
Bhubaneswar,KOHT
Bhutan,KOHT
Biafra,KOHT
Biafra laht,KOHT
Białystok,KOHT
Biarezina,KOHT
biennaal,sündmus
bigaamia,SEISUND
bigoreksia,SEISUND
Bihar,KOHT
Bija,KOHT
bikiinipiirkond,KOHT
bikiinivorm,SEISUND
Bila Tserkva,KOHT
Bilbao,KOHT
Bilgorod-Dnistrovskõi,KOHT
Bilhorod-Dnistrovskõi,KOHT
bioloogiajaam,KOHT
bioloogiatund,sündmus
biotiik,KOHT
biotoop,KOHT
bipolaarne häire,SEISUND
bipolaarne meeleoluhäire,SEISUND
bipolaarsus,SEISUND
Birkas,KOHT
Birma,KOHT
Birmingham,KOHT
Birobidžan,KOHT
Birštonas,KOHT
Biržai,KOHT
Bisagidbyn,KOHT
Biskaia,KOHT
Biskaia laht,KOHT
Bissau,KOHT
bistro,KOHT
bistroo,KOHT
Biškek,KOHT
Bitüünia,KOHT
bjeff,KOHT
Blackpool,KOHT
Blagoveštšensk,KOHT
blamaaž,sündmus
blastoom,SEISUND
blefariit,SEISUND
Blekinge,KOHT
blenorröa,SEISUND
blindaaž,KOHT
Bloemfontein,KOHT
BNS,KOHT
bobirada,KOHT
Bobruisk,KOHT
Bochum,KOHT
Boden,KOHT
Bodrum,KOHT
Bogotá,KOHT
Bo Hai,KOHT
Bohuslän,KOHT
Boiootia,KOHT
boksipeatus,sündmus
Boliivia,KOHT
Bologna,KOHT
Bologoje,KOHT
Bombay,KOHT
Bonaire,KOHT
Bonn,KOHT
Bonny laht,KOHT
Boose,KOHT
Borbi,KOHT
Bordeaux,KOHT
bordell,KOHT
Bordžomi,KOHT
Borislav,KOHT
Borispol,KOHT
Borissov,KOHT
Borjomi,KOHT
Borneo,KOHT
Bornholm,KOHT
Borodino,KOHT
Borovitši,KOHT
Borrby,KOHT
borrelioos,SEISUND
Boržomi,KOHT
Borõslav,KOHT
Borõspil,KOHT
Bosnia,KOHT
Bosnia ja Hertsegoviina,KOHT
Bosnia ja Hertsegoviina Föderatsioon,KOHT
Bosporus,KOHT
Boston,KOHT
botaanikaaed,KOHT
Botnia laht,KOHT
Botswana,KOHT
botulism,SEISUND
Bouvet' saar,KOHT
Brabant,KOHT
Brades,KOHT
Bradford,KOHT
bradükardia,SEISUND
Brahmaputra,KOHT
Brandenburg,KOHT
Brasiilia,KOHT
Brasília,KOHT
Braşov,KOHT
Brazzaville,KOHT
Brazzaville'i Kongo,KOHT
Bratislava,KOHT
Bratsk,KOHT
Braunschweig,KOHT
Breemen,KOHT
Bremen,KOHT
Bremerhaven,KOHT
bremsberg,KOHT
Brenner,KOHT
Brest,KOHT
Brest-Litovsk,KOHT
Bretagne,KOHT
Brexit,sündmus
BRIC-i riigid,KOHT
BRICS-i riigid,KOHT
Bridgetown,KOHT
Brighton,KOHT
briifing,sündmus
Brisbane,KOHT
Bristol,KOHT
Bristoli laht,KOHT
Britannia,KOHT
Briti,KOHT
Briti Guajaana,KOHT
Briti Honduras,KOHT
Briti Ida-Aafrika,KOHT
Briti impeerium,KOHT
Briti India ookeani ala,KOHT
Briti Neitsisaared,KOHT
Briti Põhja-Ameerika,KOHT
Briti Saalomoni saared,KOHT
Briti saared,KOHT
Briti Somaalimaa,KOHT
Briti Togomaa,KOHT
Briti Uus-Guinea,KOHT
Brjansk,KOHT
Brno,KOHT
broilerikasvandus,KOHT
bronhiaalastma,SEISUND
bronhiit,SEISUND
bronhioliit,SEISUND
bronhopneumoonia,SEISUND
Brześć nad Bugiem,KOHT
Brugge,KOHT
Brunei,KOHT
brustver,KOHT
brutselloos,SEISUND
buboon,SEISUND
buboonkatk,SEISUND
Buckinghamshire,KOHT
Bucureşti,KOHT
Budapest,KOHT
Budjonnovsk,KOHT
buduaar,KOHT
Buenos Aires,KOHT
Buffalo,KOHT
Bug,KOHT
Bugulma,KOHT
Buguruslan,KOHT
Buhhaara,KOHT
Buhhaara emiraat,KOHT
Bujumbura,KOHT
Bukarest,KOHT
Bukoviina,KOHT
Bulgaaria,KOHT
buliimia,SEISUND
bulvar,KOHT
Bundestag,KOHT
Bureja,KOHT
Bureja mäestik,KOHT
Burgundia,KOHT
Burgundia-Franche-Comté,KOHT
Burjaadi,KOHT
Burjaatia,KOHT
Burkina Faso,KOHT
bursa,KOHT
bursiit,SEISUND
Burtnieki järv,KOHT
Burundi,KOHT
Busan,KOHT
bussiavarii,sündmus
bussijaam,KOHT
bussikas,KOHT
bussinoos,SEISUND
bussipeatus,KOHT
bussitasku,KOHT
butiik,KOHT
butiikhotell,KOHT
butiikmaja,KOHT
Butša,KOHT
buum,AEG
Buxoro,KOHT
Bögelmä,KOHT
börs,KOHT
börsibuum,AEG
börsiettevõte,KOHT
börsikrahh,sündmus
börsipalavik,SEISUND
Böömi,KOHT
Böömi- ja Määrimaa,KOHT
Böömimaa,KOHT
büroohoone,KOHT
Bütsants,KOHT
Bütsantsi riik,KOHT
Bydgoszcz,KOHT
Cabo Verde,KOHT
Cádiz,KOHT
Caen,KOHT
Caerdydd,KOHT
Cagliari,KOHT
Cahors,KOHT
Calabria,KOHT
Calais,KOHT
Calais' väin,KOHT
Calgary,KOHT
Cali,KOHT
California,KOHT
California poolsaar,KOHT
Cambria mäed,KOHT
Cambridge,KOHT
Cambridgeshire,KOHT
Campania,KOHT
Camp David,KOHT
Canaverali neem,KOHT
Canberra,KOHT
Cannae,KOHT
Cannes,KOHT
Canterbury,KOHT
Capri,KOHT
Caracas,KOHT
Cardiff,KOHT
Carlisle,KOHT
Carolina,KOHT
Carpentaria laht,KOHT
Cartagena,KOHT
Casablanca,KOHT
cash and carry,KOHT
Casiquiare,KOHT
Casnewydd,KOHT
Castilla-La Mancha,KOHT
Castilla-León,KOHT
Castries,KOHT
Catania,KOHT
Cayenne,KOHT
Čechy,KOHT
Celebes,KOHT
Centre-Val de Loire,KOHT
CERN,KOHT
Cēsis,KOHT
CET,AEG
Cetinje,KOHT
Ceuta,KOHT
Chaco,KOHT
Chalkidike,KOHT
Champagne,KOHT
Champagne-Ardenne,KOHT
Chandigarh,KOHT
Changchun,KOHT
Changsha,KOHT
Chaniá,KOHT
Chari,KOHT
Charlotte Amalie,KOHT
Chattanooga,KOHT
Chattogram,KOHT
Checkpoint Charlie,KOHT
Cheju,KOHT
Chelmsford,KOHT
Chemnitz,KOHT
Chengdu,KOHT
Chennai,KOHT
C-hepatiit,SEISUND
Cherbourg,KOHT
Cheshire,KOHT
Chester,KOHT
Cheyenne,KOHT
Chhattisgarh,KOHT
Chiang Mai,KOHT
Chiapas,KOHT
Chicago,KOHT
Chichester,KOHT
Chihuahua,KOHT
Chíos,KOHT
Chișinău,KOHT
Chittagong,KOHT
Chongqing,KOHT
Christchurch,KOHT
CIA,KOHT
Cincinnati,KOHT
cinquecento,AEG
Citlaltépetl,KOHT
city,KOHT
Ciudad de Guatemala,KOHT
Ciudad de México,KOHT
Ciudad Trujillo,KOHT
Clackmannanshire,KOHT
Cleveland,KOHT
Cluj-Napoca,KOHT
Clyde,KOHT
CNN,KOHT
Cochin,KOHT
Cockburn Town,KOHT
Cognac,KOHT
Coimbatore,KOHT
Colombia,KOHT
Colombo,KOHT
Colóni saarestik,KOHT
Colorado,KOHT
Columbia,KOHT
Columbia ringkond,KOHT
Columbus,KOHT
Como,KOHT
Como järv,KOHT
Conakry,KOHT
Connecticut,KOHT
Constanţa,KOHT
Constantine,KOHT
Cooki saared,KOHT
Corcaigh,KOHT
Córdoba,KOHT
Cork,KOHT
Cornwall,KOHT
Coromandeli rannik,KOHT
corrida,sündmus
Cortes,KOHT
cortes,KOHT
Costa Rica,KOHT
Côte d'Azur,KOHT
Côte d'Ivoire,KOHT
Cotonou,KOHT
Cotopaxi,KOHT
Cottbus,KOHT
Coventry,KOHT
COVID,SEISUND
COVID-19,SEISUND
Cranz,KOHT
crêperie,KOHT
Crna Gora,KOHT
Częstochowa,KOHT
Cumberland,KOHT
Cumbria,KOHT
Curaçao,KOHT
Cusco,KOHT
Daakia,KOHT
daatša,KOHT
Dadra ja Nagar Haveli ja Daman ja Diu,KOHT
Daegu,KOHT
Daesh,KOHT
Dagestan,KOHT
Dahomee,KOHT
Dakar,KOHT
Dakota,KOHT
dakrüadeniit,SEISUND
Dalarna,KOHT
Dalian,KOHT
Dallas,KOHT
Dalmaatsia,KOHT
Dalsland,KOHT
daltonism,SEISUND
Damaskus,KOHT
Damāvand,KOHT
Damoklese mõõk,SEISUND
Đa Năng,KOHT
dansker,KOHT
Danzigi koridor,KOHT
Dardanellid,KOHT
Dar es Salaam,KOHT
Darfur,KOHT
Darjeeling,KOHT
Darkehmen,KOHT
Darling,KOHT
Darmstadt,KOHT
Darwin,KOHT
Daşoguz,KOHT
datša,KOHT
Daugava,KOHT
Daugavpils,KOHT
Davos,KOHT
Dayton,KOHT
debatt,sündmus
Debrecen,KOHT
debüüt,sündmus
Dehradun,KOHT
deit,sündmus
Dejevi,KOHT
Dejevo,KOHT
dekaad,AEG
dekanaat,KOHT
Dekkan,KOHT
Dekkani kiltmaa,KOHT
dekompensatsioon,SEISUND
dekreediaeg,AEG
dekreetpuhkus,AEG
Delaware,KOHT
delfinaarium,KOHT
Delhi,KOHT
deliirium,SEISUND
Delos,KOHT
deltarannik,KOHT
deltatasandik,KOHT
dementsus,SEISUND
demonstratsioonesinemine,sündmus
dendraarium,KOHT
dendroaed,KOHT
dendropark,KOHT
denge,SEISUND
dengepalavik,SEISUND
dengue-palavik,SEISUND
Denver,KOHT
departemang,KOHT
depersonalisatsioon,SEISUND
depigmentatsioon,SEISUND
depoopank,KOHT
depositoorium,KOHT
deprekas,SEISUND
depressioonilehter,KOHT
depressiooniseisund,SEISUND
Derbent,KOHT
derbi,sündmus
Derby,KOHT
Derbyshire,KOHT
derealisatsioon,SEISUND
Derhamn,KOHT
derivatsioonikanal,KOHT
dermatiit,SEISUND
dermatomükoos,SEISUND
dermatoos,SEISUND
Derry,KOHT
desarmeerimiskonverents,sündmus
Desna,KOHT
desorganisatsioon,SEISUND
dessantvägi,KOHT
Dessau,KOHT
Detroit,KOHT
detsentralisatsioon,SEISUND
deviantsus,SEISUND
Devon,KOHT
devon,AEG
Dhaka,KOHT
diabeet,SEISUND
diabeetiline kooma,SEISUND
diagnoosikabinet,KOHT
diagnostikakabinet,KOHT
dialoogipolitsei,KOHT
dialoogirežiim,SEISUND
dialüüsikabinet,KOHT
diapaus,SEISUND
diarröa,SEISUND
diastaas,SEISUND
diasteem,KOHT
diatees,SEISUND
Diby,KOHT
Dickson,KOHT
dieedipäev,AEG
diferent,SEISUND
diferentseeritus,SEISUND
difteeria,SEISUND
difteriit,SEISUND
digiajastu,AEG
digilabor,KOHT
digipaast,SEISUND
digitaalajastu,AEG
digiväsimus,SEISUND
Diibi,KOHT
Dijon,KOHT
diktaatorlus,SEISUND
dilemma ees,SEISUND
dilemma ette,SEISUND
Dili,KOHT
Dinaari mäestik,KOHT
dionüüsia,sündmus
dionüüsiad,sündmus
diplomaatiline esindus,KOHT
diplomaatiline puutumatus,SEISUND
diplomietendus,sündmus
diploopia,SEISUND
dipsomaania,SEISUND
Dirhami,KOHT
Dirslätt,KOHT
disainibüroo,KOHT
diskontopank,KOHT
diskosaal,KOHT
diskoõhtu,sündmus
dispanser,KOHT
dispetšerkeskus,KOHT
dispetšerpunkt,KOHT
dispetšikeskus,KOHT
dispetšipunkt,KOHT
Dispur,KOHT
distorsioon,SEISUND
distrikt,KOHT
distsiplinaarpataljon,KOHT
diötsees,KOHT
Djaangõ,KOHT
Djibouti,KOHT
Djokuuskaj,KOHT
Dmitrijevsk,KOHT
Dmitrijevsk-Stalinsk,KOHT
Dmõtrijivsk,KOHT
Dnepr,KOHT
Dneprodzeržinsk,KOHT
Dnepropetrovsk,KOHT
Dnestr,KOHT
Dnestri-äärne,KOHT
Dnipro,KOHT
Dniprodzeržõnsk,KOHT
Dnipropetrovsk,KOHT
Dno,KOHT
Dobele,KOHT
Dobrogea,KOHT
Dobrudža,KOHT
Dodekaneesid,KOHT
Dodoma,KOHT
Doha,KOHT
doldrum,KOHT
dolmen,KOHT
Dolomiidid,KOHT
dolomiidikarjäär,KOHT
Dominica,KOHT
Dominikaani,KOHT
Dominikaani Vabariik,KOHT
dominioon,KOHT
Don,KOHT
Donbass,KOHT
Donegal,KOHT
Donets,KOHT
Donetsi söebassein,KOHT
Donetsk,KOHT
Dongting,KOHT
Donimaa,KOHT
Doni-äärne Rostov,KOHT
Donostia,KOHT
doominoefekt,sündmus
Doonau,KOHT
doonoripäev,AEG
doonorriik,KOHT
dopingulabor,KOHT
Dorchester,KOHT
Dordogne,KOHT
dormitoorium,KOHT
Dorpat,KOHT
Dorset,KOHT
Dortmund,KOHT
dott,KOHT
Douro,KOHT
Dover,KOHT
Doveri väin,KOHT
Down,KOHT
Downi sündroom,SEISUND
DPA,KOHT
draakoni aasta,AEG
draakoniaasta,AEG
Draakonimäed,KOHT
draamateater,KOHT
Drava,KOHT
Dresden,KOHT
Drogobõtš,KOHT
Drohobõtš,KOHT
Druskininkai,KOHT
Dzaudžikau,KOHT
Dzeržinsk,KOHT
Dzeržõnsk,KOHT
Dziaržynsk,KOHT
dzott,KOHT
Dzūkija,KOHT
Dzäudžõkäu,KOHT
Džalal-Abad,KOHT
Džambul,KOHT
Džankoi,KOHT
Džezkazgan,KOHT
Džizak,KOHT
Džohhar,KOHT
Džomolungma,KOHT
Džugdžur,KOHT
Džungaaria,KOHT
džungliseadus,SEISUND
džässifestival,sündmus
džässikontsert,sündmus
džässkontsert,sündmus
Dubai,KOHT
Dublin,KOHT
Dubna,KOHT
Dubovo,KOHT
Dubrovnik,KOHT
Dudinka,KOHT
Duero,KOHT
duhhaan,KOHT
Duisburg,KOHT
Dunbartonshire,KOHT
Dundaga,KOHT
Dundee,KOHT
Dunedin,KOHT
Dunkerque,KOHT
Durban,KOHT
Durham,KOHT
Durrës,KOHT
Dušanbe,KOHT
dušikabiin,KOHT
duširuum,KOHT
duširuum-WC,KOHT
DV,KOHT
Dvina,KOHT
düsbioos,SEISUND
düsenteeria,SEISUND
düsenteeriaepideemia,SEISUND
düsfaagia,SEISUND
düsfunktsioon,SEISUND
düsgraafia,SEISUND
düskomfort,SEISUND
düsleksia,SEISUND
düslipideemia,SEISUND
düspepsia,SEISUND
düsplaasia,SEISUND
Düsseldorf,KOHT
düstroofia,SEISUND
düsuuria,SEISUND
Eametsa,KOHT
Eassalu,KOHT
East Anglia,KOHT
Easte,KOHT
eavahe,AEG
Eavere,KOHT
ebaedu,SEISUND
ebajahukaste,SEISUND
ebakindlus,SEISUND
ebaklapp,SEISUND
ebakorrapära,SEISUND
ebakorrapärasus,SEISUND
ebakrupp,SEISUND
ebaliiges,SEISUND
ebasoosing,SEISUND
ebatasasus,KOHT
Ebavere,KOHT
ebavõrdsus,SEISUND
ebaõnn,SEISUND
ebaõnnejada,sündmus
ebaõnnestumine,SEISUND
ebaühtlus,SEISUND
ebola,SEISUND
Ebola viirushaigus,SEISUND
Ebro,KOHT
Ecuador,KOHT
edasipääs,sündmus
edasi-tagasireis,sündmus
ede,SEISUND
Edela-Aafrika,KOHT
Edela-Aasia,KOHT
edelarannik,KOHT
ediakaara,AEG
Edinburgh,KOHT
Edirne,KOHT
Edise,KOHT
Edivere,KOHT
Edmonton,KOHT
Edom,KOHT
Edru,KOHT
edulootus,SEISUND
eduskund,KOHT
Eduskunta,KOHT
Edwardi järv,KOHT
eelajalugu,AEG
Eelam,KOHT
eelarveaasta,AEG
eelarvedefitsiit,SEISUND
eelarveperiood,AEG
eelarvevaidlus,sündmus
eeldiabeet,SEISUND
eelesietendus,sündmus
eelhääletus,sündmus
eeli,AEG
eelisseisund,SEISUND
eelistung,sündmus
eelkambrium,AEG
eelkevad,AEG
eelkindlustus,KOHT
eelkooliiga,AEG
eellinnus,KOHT
eellugu,sündmus
eelläbirääkimised,sündmus
eelmäestik,KOHT
eelmüügikassa,KOHT
eelnäht,SEISUND
eelolümpia,sündmus
eelpositsioon,KOHT
eelpõrgu,KOHT
eelpäev,AEG
eelring,sündmus
eelsadam,KOHT
eelsõit,sündmus
eelsümptom,SEISUND
eelujumine,sündmus
eeluurimisvangistus,SEISUND
eeluurimisvangla,KOHT
eelvangistus,SEISUND
eelvoor,sündmus
eelvõistlus,sündmus
eelvägi,KOHT
eelõhtu,AEG
eemaldumus,SEISUND
eemalolek,SEISUND
eend,KOHT
Eense,KOHT
Eerikvere,KOHT
Eerma,KOHT
Ees-Aasia,KOHT
eesaed,KOHT
eeshoov,KOHT
Ees-India,KOHT
eesistujamaa,KOHT
eesistujariik,KOHT
Ees-Kaukaasia,KOHT
eeskoda,KOHT
Eesküla,KOHT
eeslava,KOHT
eeslinn,KOHT
eeslinnus,KOHT
Eesnurga,KOHT
eesnäärmepõletik,SEISUND
eesnäärmevähk,SEISUND
eesots,KOHT
Ees-Pommeri,KOHT
eesruum,KOHT
eessein,KOHT
Eesti,KOHT
Eesti aeg,AEG
Eesti-aegne,AEG
eestiaegne,AEG
Eesti Aiake,KOHT
Eestimaa,KOHT
Eesti Maapäev,KOHT
Eesti Maja,KOHT
Eesti Rohuaed,KOHT
eestuba,KOHT
eesvall,KOHT
eesõu,KOHT
EET,AEG
eevaülikond,SEISUND
eevaülikonnas,SEISUND
Efesos,KOHT
Eger,KOHT
Egeuse meri,KOHT
Egiptus,KOHT
Egiptuse lihapotid,SEISUND
Egiptuse nuhtlus,SEISUND
Egiptuse pimedus,SEISUND
ehavalgel,AEG
Ehavere,KOHT
ehedus,SEISUND
ehhinokokoos,SEISUND
ehisaed,KOHT
ehissammas,KOHT
ehitis,KOHT
ehitismälestis,KOHT
ehitusbuum,AEG
ehitusettevõte,KOHT
ehituskonstruktsioon,KOHT
ehituskrunt,KOHT
ehitusmälestis,KOHT
ehituspaik,KOHT
ehituspood,KOHT
ehitustander,KOHT
ehitustanner,KOHT
ehitustarind,KOHT
ehitustrust,KOHT
ehitusvalitsus,KOHT
ehku peal,SEISUND
ehm,SEISUND
ehmatus,SEISUND
Ehmja,KOHT
Eidapere,KOHT
ei idane ega mädane,SEISUND
eikellegimaa,KOHT
Eikla,KOHT
ei mahu hinge,SEISUND
ei mahu pähe,SEISUND
Einbi,KOHT
einela,KOHT
einelaud,KOHT
ei näe selget päeva,SEISUND
Eipri,KOHT
ei saa saamagi,SEISUND
Eisma,KOHT
Eiste,KOHT
Eistrepa,KOHT
Eistvere,KOHT
Eivere,KOHT
Eivissa,KOHT
ejalett,KOHT
eklampsia,SEISUND
ekleesia,KOHT
ekraaniaeg,AEG
ekraanisõltuvus,SEISUND
eksaltatsioon,SEISUND
eksam,sündmus
eksamipalavik,SEISUND
eksamisessioon,AEG
eksanteem,SEISUND
eksarhaat,KOHT
ekseem,SEISUND
eksiil,SEISUND
eksiilvalitsus,KOHT
eksitus,SEISUND
eksklaav,KOHT
eksoftalmia,SEISUND
eksosfäär,KOHT
eksperimentaaltsehh,KOHT
ekspluatatsiooniaeg,AEG
ekspluatatsioonihäire,sündmus
ekspordipank,KOHT
ekspordiriik,KOHT
eksterritoriaalsus,SEISUND
ekstrasüstol,SEISUND
ekstrasüstoolia,SEISUND
Ekvatoriaal-Guinea,KOHT
ekvatoriaalvööde,KOHT
ekvinoktsium,AEG
EL,KOHT
elamisala,KOHT
elamispind,KOHT
elamu,KOHT
elamukooperatiiv,KOHT
elamukvartal,KOHT
elamulaam,KOHT
elamumaa,KOHT
elamumassiiv,KOHT
elamurajoon,KOHT
elamuühistu,KOHT
elatustase,SEISUND
elavhõbedamürgistus,SEISUND
elavhõbedamürgitus,SEISUND
elavnurk,KOHT
Elba,KOHT
Elbe,KOHT
Elbi,KOHT
Elbiku,KOHT
Elbrus,KOHT
Elbu,KOHT
eldoraado,KOHT
Eldorado,KOHT
Elea,KOHT
elefantiaas,SEISUND
elektribörs,KOHT
elektrijaam,KOHT
elektri- ja küttejaam,KOHT
elektrijõujaam,KOHT
elektrikatkestus,sündmus
elektrimüüja,KOHT
elektritankla,KOHT
elektritrauma,SEISUND
elementaarkool,KOHT
Elevandiluurannik,KOHT
elevantsus,SEISUND
eliitkool,KOHT
eliitväeosa,KOHT
eliitvägi,KOHT
Elista,KOHT
Elistvere,KOHT
eliting,SEISUND
Ellakvere,KOHT
Ellamaa,KOHT
Ellesmere,KOHT
Ellice'i saared,KOHT
elling,KOHT
elluastumine,sündmus
ellujäämiskursus,sündmus
El Salvador,KOHT
Elsass,KOHT
Elst,KOHT
eluaasta,AEG
eluaeg,AEG
eluase,KOHT
eluhommik,AEG
eluhoone,KOHT
eluiga,AEG
elu ja olu,SEISUND
elujuhtum,sündmus
eluke,SEISUND
elukene,SEISUND
elukevad,AEG
elukohariik,KOHT
elukoht,KOHT
elukord,SEISUND
elukorraldus,SEISUND
elu kui hernes,SEISUND
elukuu,AEG
elukvaliteet,SEISUND
elukvartal,KOHT
elukümme,AEG
elulaev,SEISUND
elulaevuke,SEISUND
elumaja,KOHT
elumajaplahvatus,sündmus
elumeri,SEISUND
elunädal,AEG
eluoht,SEISUND
elu-olu,SEISUND
eluolu,SEISUND
eluots,SEISUND
elupaik,KOHT
eluperiood,AEG
elupiirkond,KOHT
elupäev,AEG
elurajoon,KOHT
eluraskus,SEISUND
eluruum,KOHT
elusoon,KOHT
elussünd,sündmus
elustandard,SEISUND
elustiilihaigus,SEISUND
elusügis,AEG
elusündmus,sündmus
elutase,SEISUND
elutorm,sündmus
elutuba,KOHT
elutund,AEG
eluvaim,SEISUND
elu veereb kui hernes,SEISUND
eluväsimus,SEISUND
eluõhk,SEISUND
eluõhtu,AEG
Elva,KOHT
Elüüsiumi väljad,KOHT
EM,sündmus
emaaed,KOHT
emadepäev,AEG
emadus,SEISUND
emaettevõte,KOHT
emafirma,KOHT
emaistandik,KOHT
Emajõe Ateena,KOHT
Emajõgi,KOHT
emakakaelapõletik,SEISUND
emakakasvaja,SEISUND
emakapolüüp,SEISUND
emakapõletik,SEISUND
emakarebend,SEISUND
emakavaje,SEISUND
emakaverejooks,SEISUND
emakavähk,SEISUND
emakeelepäev,AEG
emakraav,KOHT
emakupp,KOHT
emalinn,KOHT
emamaa,KOHT
emapank,KOHT
ematus,SEISUND
emaühing,KOHT
emboolia,SEISUND
embrüoom,SEISUND
emerituur,SEISUND
emfüseem,SEISUND
emiiririik,KOHT
Emilia Romagna,KOHT
emiraat,KOHT
emissioonipank,KOHT
emiteerija,KOHT
emitent,KOHT
Emmaste,KOHT
Emmaste-Kurisu,KOHT
Emmaste-Selja,KOHT
Emmu,KOHT
Emmuvere,KOHT
EMO,KOHT
empaatiavõimetus,SEISUND
empoor,KOHT
empüreum,KOHT
