kelgurada,koht,,,,
kell,,aeg,,,"ese_instru, esitus, esitus_tähis, nähtus_füüs"
Kellamäe,koht,,,,
Kellassaare,koht,,,,
kellassepatöökoda,koht,,,,
kellatorn,koht,,,,
Kellavere,koht,,,,
Kellavere mägi,koht,,,,
kellaviietee,,,,sündmus,
kellia,koht,,,,
Kellomäki,koht,,,,
Kellämäe,koht,,,,
Kelmė,koht,,,,
kelmikus,,,seisund,,
Kelmiküla,koht,,,,
Kelnase,koht,,,,
keloid,,,seisund,,
kelp,koht,,,,
kelpkatus,koht,,,,
Kelu,koht,,,,
Kelvingi,koht,,,,
Kemba,koht,,,,
Ķemeri,koht,,,,
Kemerovo,koht,,,,
Kemi,koht,,,,
Kemijärvi,koht,,,,
kemmerg,koht,,,,
kemps,koht,,,,
kenadus,,,seisund,,kehaosa
kennel,koht,,,,
kennelköha,,,seisund,,
Kenni,koht,,,,
Kent,koht,,,,
Kentucky,koht,,,,
Kenya,koht,,,,
Keo,koht,,,,
keraamikaateljee,koht,,,,
Kerala,koht,,,,
keratiit,,,seisund,,
keratoos,,,seisund,,
Kerava,koht,,,,
Keravere,koht,,,,
Kerema,koht,,,,
kere on hele,,,seisund,,
Kerepäälse,koht,,,,
Keressaare,koht,,,,
Kergatsi,koht,,,,
kerge,koht,,,,"abstr, omadus, omadus_füüs, omadus_kval, omadus_psühh, tegevus"
kergehitis,koht,,,,
kergetööstusettevõte,koht,,,,
kergliiklustee,koht,,,,
kergmetroo,koht,,,,
kergsein,koht,,,,
kergtee,koht,,,,
Kergu,koht,,,,
Kerguküla,koht,,,,
Kerguta,koht,,,,
Keri,koht,,,,
Kerita,koht,,,,
kerkeala,koht,,,,
Kérkyra,koht,,,,
Kernu,koht,,,,
Kersalu,koht,,,,
Kersleti,koht,,,,
Kertš,koht,,,,
kesa,koht,,,,
kesamaa,koht,,,,
kesapõld,koht,,,,
kese,koht,,,,
kesk,koht,,,,"ADV_aeg, ADV_koht, in_roll, omadus_koht, omadus_kval"
keska,koht,,,,esitus
Kesk-Aafrika Vabariik,koht,,,,
Kesk-Aasia,koht,,,,
keskaeg,,aeg,,,
keskaegkond,,aeg,,,
keskala,koht,,,,
Kesk-Ameerika,koht,,,,
keskaparaat,koht,,,,abstr/konkr
keskasutus,koht,,,,
keskeakriis,,,seisund,,
Kesk-Eesti,koht,,,,
keskel,koht,,seisund,,ADV_viis
keskele,koht,,seisund,,ADV_viis
keskelt,koht,,seisund,,ADV_viis
keskendatus,,,seisund,,
keskerakond,koht,,,,in_roll
keskeriõppeasutus,koht,,,,
Kesk-Euroopa,koht,,,,
Kesk-Euroopa aeg,,aeg,,,
Kesk-Frangimaa,koht,,,,
keskhaigla,koht,,,,
keskhommik,koht,aeg,,sündmus,toit
keskiga,,aeg,,,
keskjaam,koht,,,,ese_instru
keskjooks,koht,,,,
keskkoht,koht,,,,kehaosa
keskkomitee,koht,,,,in_roll
keskkond,koht,,,,"abstr, ese_semio, materjal/aine"
Kesk-Kongo,koht,,,,
keskkonnakahjustus,,,seisund,,
keskkonnaministeerium,koht,,,,
keskkonnarisk,,,seisund,,konkr
keskkonnatervis,,,seisund,,
keskkontor,koht,,,,
keskkool,koht,,,,esitus
keskkriminaalpolitsei,koht,,,,
keskkõrvapõletik,,,seisund,,
Keskküla,koht,,,,
kesklabor,koht,,,,
kesklaboratoorium,koht,,,,
keskladu,koht,,,,
Kesklahe,koht,,,,
keskliit,koht,,,,in_roll
Kesklinn,koht,,,,
kesklinn,koht,,,,
kesklõuna,,aeg,,,
kesklööv,koht,,,,
keskmassiiv,koht,,,,
keskmik,koht,,,,"in_omadus, konkr_omadus"
Keskmustmullavöönd,koht,,,,
keskmuuseum,koht,,,,
keskmäestik,koht,,,,
kesknädal,,aeg,,,esitus
keskpaik,koht,aeg,,,
keskpank,koht,,,,
Keskpiirkond – Loire'i org,koht,,,,
keskplaan,koht,,,,
Kesk-Pohjanmaa,koht,,,,
keskpositsioon,koht,,,,
keskpunkt,koht,,,,objekt
keskpõrand,koht,,,,
keskpäev,koht,aeg,,,abstr
keskpäevatund,,aeg,,,
keskraamatukogu,koht,,,,
Keskranna,koht,,,,
Keskriigid,koht,,,,
Kesk-Soome,koht,,,,
kesksuvi,,aeg,,,osa
Kesk-Šoti madalik,koht,,,,
kesktalv,,aeg,,,
kesktee,koht,,,,abstr
keskturg,koht,,,,
keskus,koht,,,,kehaosa
keskuslinn,koht,,,,
keskvalitsus,koht,,,,
Kesk-Vene kõrgustik,koht,,,,
Keskvere,koht,,,,
keskväli,,,seisund,,in_roll
keskväljak,koht,,,,
keskvöönd,koht,,,,
keskõhtu,koht,aeg,,,
keskõppeasutus,koht,,,,
kesköö,,aeg,,,
kesköömissa,,,,sündmus,
kesköötund,,aeg,,,
Kesse,koht,,,,
Kesselaid,koht,,,,
kessoon,koht,,,,ese_instru
kessoonlagi,koht,,,,
kessoontõbi,,,seisund,,
Kessulaid,koht,,,,
kestel,,aeg,,,
kestendus,,,seisund,,
kestes,,aeg,,,
Kestla,koht,,,,
kestus,,aeg,,,omadus_aeg
kestvus,,aeg,,,"omadus_aeg, omadus_füüs"
kestvussõit,,,,sündmus,tegevus
Kesu,koht,,,,
Ket,koht,,,,
ketendus,,,seisund,,
ketiapteek,koht,,,,
ketihotell,koht,,,,
ketikauplus,koht,,,,
ketipood,koht,,,,
ketis,,,seisund,,
Ketneri,koht,,,,
ketonuuria,,,seisund,,
ketoos,,,seisund,,
ketrustsehh,koht,,,,
ketrusvabrik,koht,,,,
Ketsemani,koht,,,,
ketserikohus,koht,,,,
kett,koht,,,,"ese_instru, in_rahvas, in_tegija, kehaosa"
kettagolfipark,koht,,,,
kettagolfirada,koht,,,,
kettaheitering,koht,,,,
kettaheitevõistlus,,,,sündmus,
kevad,,aeg,,,
kevade,,aeg,,,
kevadhooaeg,,aeg,,,
kevadine pööripäev,,aeg,,,
kevadkuu,,aeg,,,
kevadkünd,koht,,,,tegevus
kevadmess,,,,sündmus,
kevadpäev,,aeg,,,
kevadpüha,,aeg,,,
kevadränne,,,,sündmus,
kevadsemester,,aeg,,,
kevadsuvi,,aeg,,,
kevadtalv,,aeg,,,
kevadväsimus,,,seisund,,
kevadõhtu,,aeg,,,
kevadöö,,aeg,,,
KGB,koht,,,,
khaaniriik,koht,,,,
Khān Yūnis,koht,,,,
Kharthli,koht,,,,
khk,koht,,,,
Khmeer,koht,,,,
Khorat,koht,,,,
Khuthaisi,koht,,,,
kiasm,koht,,,,"abstr, nähtus"
Kibaru,koht,,,,
kibe,,,seisund,,"esitus_keel_suhtlus, konkr_omadus, omadus_füüs, omadus_kval, omadus_psühh, toit_jook"
kibekiire,,aeg,,,omadus_füüs
kibe käes,,,seisund,,
Kibeküla,koht,,,,
Kibena,koht,,,,
kibitka,koht,,,,ese_instru
Kibuna,koht,,,,
Kibura,koht,,,,
kibuts,koht,,,,
Kidaste,koht,,,,
kidi,,,seisund,,
Kidise,koht,,,,
Kidron,koht,,,,
kidu,,,seisund,,nähtus_loodus
Kiduspe,koht,,,,
Kiek in de Kök,koht,,,,
Kiel,koht,,,,
Kielce,koht,,,,
Kieli kanal,koht,,,,
Kigali,koht,,,,
kihelkond,koht,,,,"grupp, inimene"
Kihelkonna,koht,,,,
kihelkonnakohus,koht,,,,
kihelkonnakool,koht,,,,
Kihelkonna-Liiva,koht,,,,
kihelus,,,seisund,,nähtus_füüs
kihind,koht,,,,"materjal/aine, nähtus_loodus"
kihistis,koht,,,,materjal/aine
kihlad,,,,sündmus,ese
Kihlepa,koht,,,,
Kihlevere,koht,,,,
kihlus,,,,sündmus,
kihluspidu,,,,sündmus,
kihlveokontor,koht,,,,
Kihme,koht,,,,
Kihmla,koht,,,,
Kihnu,koht,,,,
kiht,koht,,,,"esitus_kujutis, inimene, konkr, materjal/aine, nähtus_loodus"
kihtvulkaan,koht,,,,
kihutuskoosolek,,,,sündmus,
Kiia,koht,,,,
Kiideva,koht,,,,
Kiidi,koht,,,,
Kiidjärve,koht,,,,
Kiiev,koht,,,,
Kiievi-Vene,koht,,,,
kiigemägi,koht,,,,
kiigepidu,,,,sündmus,
kiigeplats,koht,,,,
Kiigevere,koht,,,,
Kiikla,koht,,,,
Kiilaspere,koht,,,,
kiilaspäisus,,,seisund,,
Kiili,koht,,,,
kiindumus,,,seisund,,"in_roll, objekt"
Kiini,koht,,,,
kiinimuhk,koht,,,,
kiinimuhktõbi,,,seisund,,
Kiiova,koht,,,,
kiirabi,koht,,,,"ese, in_elukutse, tegevus"
kiirabijaam,koht,,,,
Kiirassaare,koht,,,,
kiird,koht,,,,kehaosa
kiire,,,seisund,,"omadus_aeg, omadus_kval"
kiirelt,,aeg,,,"ADV_aeg, ADV_viis"
kiirendusrada,koht,,,,
kiirendusvõistlus,,,,sündmus,
kiiresti,,aeg,,,"ADV_aeg, ADV_viis"
kiire uni,,,seisund,,
kiirguskahjustus,,,seisund,,
kiirgusvarje,koht,,,,
kiirgusvöönd,koht,,,,
kiirikseentõbi,,,seisund,,
kiiritushaigus,,,seisund,,
kiirituskahjustus,,,seisund,,
kiiritustõbi,,,seisund,,
kiirkliinik,koht,,,,
kiirreageerimisüksus,koht,,,,in_elukutse
kiirrünnak,,,,sündmus,tegevus_tegu
kiirsöögikoht,koht,,,,
kiirsöökla,koht,,,,
kiirtee,koht,,,,
kiirtoidukoht,koht,,,,
kiirusvõistlus,,,,sündmus,
Kiisa,koht,,,,
kiisakoda,koht,,,,
Kiisamaa,koht,,,,
Kiisli,koht,,,,
Kiislova,koht,,,,
Kiissa,koht,,,,
Kiiu,koht,,,,
Kiiu-Aabla,koht,,,,
kiivas,,,seisund,,"omadus_füüs, omadus_psühh"
kiiver,koht,,,,ese_instru
Kiivera,koht,,,,
Kiivra,koht,,,,
Kikaste,koht,,,,
Kikepera,koht,,,,
Kikepera raba,koht,,,,
Kikita,koht,,,,
Kikivere,koht,,,,
Kikka,koht,,,,
Kikkaoja,koht,,,,
kikkis kõrvadega,,,seisund,,
Kiksova,koht,,,,
Kiku,koht,,,,
Kildemaa,koht,,,,
kildmurd,,,seisund,,
Kildu,koht,,,,
kilehall,koht,,,,
kilehoone,koht,,,,
kilekasvuhoone,koht,,,,
kilesaun,koht,,,,
Kilgi,koht,,,,
Kiliikia,koht,,,,
Kilimanjaro,koht,,,,
Kilingi-Nõmme,koht,,,,
kilk,,,seisund,,"ese_instru, loom_putukas, nähtus_psühh"
Kilksama,koht,,,,
Killinge,koht,,,,
killustatus,,,seisund,,
killustumus,,,seisund,,
killustusmurd,,,seisund,,
Kilomani,koht,,,,
kilp,koht,,,,"abstr, ese_instru, ese_riie, esitus_kujutis, kehaosa_loom, konkr_omadus"
kilptee,koht,,,,
kilpvulkaan,koht,,,,
kiltmaa,koht,,,,
Kiltsi,koht,,,,
Kimalasõ,koht,,,,
kimarlehisus,,,seisund,,
kimbatus,,,seisund,,
kimm,koht,,,,materjal/aine
kimmkatus,koht,,,,
kimppiilar,koht,,,,
Kimrõ,koht,,,,
kindlus,koht,,,,omadus
kindlusehitis,koht,,,,
kindlusekraav,koht,,,,
kindlusemüür,koht,,,,
kindluskirik,koht,,,,
kindlusloss,koht,,,,
kindlustamatus,,,seisund,,
kindlustatus,,,seisund,,
kindlustis,koht,,,,
kindlustus,koht,,,,"abstr/konkr, tegevus_tegu"
kindlustusasutus,koht,,,,
kindlustusfirma,koht,,,,
kindlustusjuhtum,,,,sündmus,
kindlustusriisiko,,,,sündmus,nähtus
kindlustusrisk,,,,sündmus,nähtus
kindlustusselts,koht,,,,
kindlusvangla,koht,,,,
kindralkomissariaat,koht,,,,
kindralkubermang,koht,,,,
kindralstaap,koht,,,,
kinetoos,,,seisund,,
kingaparandus,koht,,,,
kingapood,koht,,,,
Kingissepa,koht,,,,
Kingissepp,koht,,,,
Kingli,koht,,,,
king pigistab,,,seisund,,
kingsepatöökoda,koht,,,,
Kingston,koht,,,,
Kingston upon Hull,koht,,,,
Kingston upon Thames,koht,,,,
Kingstown,koht,,,,
Kingu,koht,,,,
kingustik,koht,,,,
kink,koht,,,,ese
Kinksi,koht,,,,
Kinnereti järv,koht,,,,
kinniistumine,,,seisund,,
kinnikülmutamine,,,seisund,,
kinnimaja,koht,,,,
kinnine,,,seisund,,"omadus, omadus_kval, omadus_psühh"
kinnine vangla,koht,,,,
kinnipidamisasutus,koht,,,,
kinnipidamiskoht,koht,,,,
kinnisasi,koht,,,,konkr
kinnisidee,,,seisund,,nähtus_psühh
kinnismõte,,,seisund,,nähtus_psühh
kinnisperiood,,aeg,,,
kinnisus,,,seisund,,nähtus_psühh
kinnisvarabuum,,aeg,,,
kinnisvarabüroo,koht,,,,
kinnisvarafirma,koht,,,,
kinnisvaramull,,,seisund,,abstr
kinnisvaraomanik,koht,,,,in_omadus
kinnituskoht,koht,,,,
kino,koht,,,sündmus,vald
kinobuss,koht,,,,
kinoetendus,,,,sündmus,
kinokassa,koht,,,,ese_raha
kinosaal,koht,,,,
kinoseanss,,,,sündmus,
kinoteater,koht,,,,
kinovõrk,koht,,,,
Kinshasa,koht,,,,
Kinshasa Kongo,koht,,,,
Kioto,koht,,,,
Kipastu,koht,,,,
Kipi,koht,,,,
Kiraste,koht,,,,
Kiratsi,koht,,,,
Kirbla,koht,,,,
Kirbu,koht,,,,
kirbukas,koht,,,,
kirbuturg,koht,,,,
Kirdalu,koht,,,,
Kirde-Eesti,koht,,,,
Kirde-Hiina,koht,,,,
kirdekaar,koht,,,,
Kirdemaa,koht,,,,
kirdenurk,koht,,,,
Kirderanna,koht,,,,
kirderannik,koht,,,,
Kirdeväil,koht,,,,
kirehoog,,,seisund,,
kiremöll,,,seisund,,
Kirepi,koht,,,,
kirepuhang,,,seisund,,
kirevus,,,seisund,,"nähtus_psühh, omadus_füüs_värv, omadus_kval"
Kirgiisi,koht,,,,
Kirgiisia,koht,,,,
Kiribati,koht,,,,
kirik,koht,,,,"abstr/konkr, tegevus"
kirikaed,koht,,,,
Kirikla,koht,,,,
kirikla,koht,,,,
kirikuaasta,,aeg,,,
kirikuaed,koht,,,,
kirikukatsumine,,,,sündmus,
kirikukihelkond,koht,,,,
kirikukogu,koht,,,,in_roll
kirikukogudus,koht,,,,
kirikukohv,,,,sündmus,
kirikukontsert,,,,sündmus,
kirikukool,koht,,,,
Kirikuküla,koht,,,,
kirikuküla,koht,,,,
kirikulõhe,,,,sündmus,
kirikumaa,koht,,,,
kirikumõis,koht,,,,
Kirikumõisa,koht,,,,
Kirikumäe,koht,,,,
kirikupüha,,aeg,,,
Kirikuriik,koht,,,,
kirikutalitus,,,,sündmus,
kirikutee,koht,,,,"abstr_asend/suund, tegevus"
kirikuteenistus,,,seisund,sündmus,
Kirikuvalla,koht,,,,
kirikuvanne,,,seisund,,
kirikuvisitatsioon,,,,sündmus,
kirikuvõim,koht,,,,"abstr/konkr, in_elukutse"
Kirila,koht,,,,
Kirimäe,koht,,,,
Kirisaare,koht,,,,
Kiritimati,koht,,,,
Kiritu,koht,,,,
Kirivalla,koht,,,,
Kirivere,koht,,,,
kirjakast,koht,,,,"abstr/konkr, ese_anum"
kirjandivõistlus,,,,sündmus,
kirjanduslik kohus,,,,sündmus,
kirjandusmuuseum,koht,,,,
kirjandustund,,,,sündmus,
kirjandusvõistlus,,,,sündmus,
kirjandusõhtu,,,,sündmus,
kirjanurk,koht,,,,ese_semio
kirjaoskamatus,,,seisund,,tegevus
kirjas,,,seisund,,
kirjasaladus,,,seisund,,abstr/konkr
kirjastaja,koht,,,,in_elukutse
kirjastus,koht,,,sündmus,tegevus
kirjutamislaager,,,,sündmus,
kirjutamispagu,,,,sündmus,
kirjutuskramp,,,seisund,,
kirjutustuba,koht,,,,
Kirkenes,koht,,,,
Kirkūk,koht,,,,
kirmas,,,,sündmus,
kirmask,,,,sündmus,
kirmes,,,,sündmus,
Kirmsi,koht,,,,
Kirna,koht,,,,
Kirov,koht,,,,
Kirove,koht,,,,
Kirovo,koht,,,,
Kirovograd,koht,,,,
Kirovsk,koht,,,,
kirre,koht,,,,
kirsiks tordil,,,seisund,,
kirsmaa,koht,,,,objekt_loodus
kirss tordil,,,seisund,,
kirstupanek,,,,sündmus,
Kirtsi,koht,,,,
Kiruma,koht,,,,
Kirumpää,koht,,,,
Kiruna,koht,,,,
kirurgiahaigla,koht,,,,
kirurgiakliinik,koht,,,,
Kiruvere,koht,,,,
kirvendus,,,seisund,,
kisa-kära,,,seisund,,"nähtus_füüs, tegevus_kõnetegu"
Kiska,koht,,,,
Kislovodsk,koht,,,,
Kissa,koht,,,,
Kisuvere,koht,,,,
Kišinjov,koht,,,,
kišlakk,koht,,,,
Kitakyūshū,koht,,,,
Kitsa,koht,,,,
kitse aasta,,aeg,,,
kitseaasta,,aeg,,,
kitsejaht,,,,sündmus,
Kitseküla,koht,,,,
Kitsemetsa,koht,,,,
kitsend,koht,,,,
kitsenemus,,,seisund,,
kitserada,koht,,,,
kitsik,,,seisund,,"omadus_füüs, omadus_kval"
kitsikus,,,seisund,,
kitsus,koht,,,,
kitsustik,koht,,,,
Kitsõ,koht,,,,
Kiuma,koht,,,,
Kiuruvesi,koht,,,,
Kiušiu,koht,,,,
Kiva,koht,,,,
Kivatšu,koht,,,,
kivi,,,seisund,,"ese, ese_kunst, materjal/aine, nähtus_loodus, objekt_loodus, taim"
kiviaeg,,aeg,,,omadus_aeg
kiviehitis,koht,,,,
kivihaue,,,seisund,,
kivihoone,koht,,,,
kivijalg,koht,,,,osa
Kivijärv,koht,,,,
Kivijärve,koht,,,,
kivik,koht,,,,
kivikalme,koht,,,,
kivikangur,koht,,,,
kivikari,koht,,,,
kivikatus,koht,,,,
kivikirstkalme,koht,,,,
kivikoloss,koht,,,,
kiviktaimla,koht,,,,
kivikuhjatis,koht,,,,
kivikõrb,koht,,,,
Kiviküla,koht,,,,
kivikülv,koht,,,,
kivilaev,koht,,,,ese_instru
kivilinn,koht,,,,
Kiviloo,koht,,,,
Kivilõppe,koht,,,,
kivilööv,koht,,,,
kivimaja,koht,,,,
kivimurd,koht,,,,
Kivimäe,koht,,,,
kivimüür,koht,,,,
Kivine Tunguska,koht,,,,
Kivinõmme,koht,,,,
Kiviora,koht,,,,
kiviraun,koht,,,,
kiviring,koht,,,,
kiviräga,koht,,,,objekt_loodus
kivirägu,koht,,,,objekt_loodus
kivisild,koht,,,,
kivisillutis,koht,,,,materjal/aine
kivisöeajastu,,aeg,,,
Kivitammi,koht,,,,
kivitee,koht,,,,
kivitoestus,koht,,,,
kivitõbi,,,seisund,,
kivitäke,koht,,,,
kivivare,koht,,,,
Kivi-Vigala,koht,,,,
kivivooder,koht,,,,
kiviväli,koht,,,,
Kiviõli,koht,,,,
Kivu järv,koht,,,,
kk,koht,,,,"ese_semio, esitus"
KL,koht,,,,"esitus, nähtus_füüs"
kl,,aeg,,,"abstr, esitus, esitus_mõõt, esitus_tähis, toit, toit_jook"
klaas,,aeg,,,"ese, ese_anum, esitus, esitus_mõõt, materjal/aine, nähtus_füüs, toit, toit_jook"
klaashoone,koht,,,,
klaasikoda,koht,,,,
klaasimistöökoda,koht,,,,
klaasitöökoda,koht,,,,
klaasivabrik,koht,,,,
klaaskapp,koht,,,,ese
klaaskasvuhoone,koht,,,,
klaaskatus,koht,,,,ese_instru
klaasmaja,koht,,,,
klaasveranda,koht,,,,
Kladno,koht,,,,
Klagenfurt,koht,,,,
Klaipėda,koht,,,,
Klaipėda piirkond,koht,,,,
klamüdioos,,,seisund,,
klamüüdia,,,seisund,,organism
klaperjaht,,,,sündmus,tegevus
klapirike,,,seisund,,nähtus_füüs
klarnetiklass,koht,,,,
klass,koht,,,,"abstr, abstr/konkr, esitus, esitus_keel, inimene"
klassijuhatajatund,,,,sündmus,
klassikarada,koht,,,,
klassikoosolek,,,,sündmus,
klassipositsioon,,,seisund,,abstr
klassiruum,koht,,,,
klassituba,koht,,,,
klassitund,,,,sündmus,
klassiõhtu,,,,sündmus,
klaster,koht,,,,"abstr, abstr/konkr, ese_instru, esitus_mõõt, materjal/aine, nähtus_füüs"
klaustrofoobia,,,seisund,,
klausuur,koht,,,,
klaveriklass,koht,,,,
klaverikontsert,,,,sündmus,ese_kunst
klaveritund,,,,sündmus,
klaverivabrik,koht,,,,
klaveriõhtu,,,,sündmus,
Kleemu,koht,,,,
kleptomaania,,,seisund,,
kleristoorium,koht,,,,
klh,koht,,,,
klibukõrb,koht,,,,
klibulood,koht,,,,
klibuvall,koht,,,,
klienditeenindus,koht,,,,tegevus
klienditugi,koht,,,,
kliiketendustõbi,,,seisund,,
Kliima,koht,,,,
kliima,,,seisund,,nähtus_loodus
kliimakamber,koht,,,,
kliimakatastroof,,,,sündmus,
kliimakriis,,,seisund,,
kliimaks,,aeg,,,"abstr, nähtus_loodus"
kliimaministeerium,koht,,,,
kliimaperiood,,aeg,,,
kliimastaadium,,aeg,,,
kliimavööde,koht,,,,
kliimavöönd,koht,,,,
kliinik,koht,,,,
kliinikum,koht,,,,
kliiniline surm,,,seisund,,nähtus_loodus
kliistripühad,,aeg,,,
klikeaeg,,aeg,,,
klikeaegne,,aeg,,,omadus
klikiaeg,,aeg,,,
klikiaegne,,aeg,,,omadus
klimakteerium,,aeg,,,
klimp kurgus,,,seisund,,
Klin,koht,,,,
klindiastang,koht,,,,
klint,koht,,,,
Klistina,koht,,,,
Kljutševskaja sopka,koht,,,,
kloaak,koht,,,,kehaosa_loom
kloasm,,,seisund,,
klomp kurgus,,,seisund,,
Klondike,koht,,,,
Kloodi,koht,,,,
Klooga,koht,,,,
Kloogaranna,koht,,,,
kloonus,,,seisund,,
klooster,koht,,,,
Kloostri,koht,,,,
kloostriaed,koht,,,,
kloostrikirik,koht,,,,
kloostrikool,koht,,,,
Kloostrimetsa,koht,,,,
Kloostri-Rannu,koht,,,,
klorofüllivaegus,,,seisund,,
kloroos,,,seisund,,
klosett,koht,,,,
Klottorp,koht,,,,
klounaad,,,,sündmus,"nähtus_psühh, tegevus_tegu"
klubi,koht,,,,"in_omadus, in_roll"
klubihoone,koht,,,,
klubiruum,koht,,,,
klubiõhtu,,,,sündmus,
Kluhhori,koht,,,,
klump,koht,,,,
klunker,,,,sündmus,
klõks,,,seisund,,"nähtus_füüs, nähtus_psühh"
klõps,,,seisund,,"ese, nähtus_füüs, nähtus_psühh, tegevus, tegevus_tegu"
kn,koht,,,,
Knesset,koht,,,,
Knossos,koht,,,,
koalitsioonikõnelused,,,,sündmus,
kobarkino,koht,,,,
kobarkriis,,,seisund,,
kobarkäkk,,,,sündmus,
kobarmess,,,,sündmus,
kobarpeavalu,,,seisund,,
Kōbe,koht,,,,
Kobela,koht,,,,
Kobilu,koht,,,,
Koblenz,koht,,,,
Kobra,koht,,,,
Kobratu,koht,,,,
Kobru,koht,,,,
Kobruvere,koht,,,,
Kochi,koht,,,,
koda,koht,,,,"kehaosa, kehaosa_loom, taim"
kodakirik,koht,,,,
kodakondsusetus,,,seisund,,
kodanikupäev,,aeg,,,
kodar,,,seisund,,"ese_instru, kehaosa"
Kodasema,koht,,,,
Kodasoo,koht,,,,
Kodavere,koht,,,,
Kodesmaa,koht,,,,
Kodeste,koht,,,,
Kodila,koht,,,,
Kodila-Metsküla,koht,,,,
Kodismaa,koht,,,,
kodu,koht,,,,
koduaed,koht,,,,
koduarest,,,seisund,,
kodukahjustus,,,seisund,,
kodukanandus,,,seisund,,
kodukant,koht,,,,
kodukatus,koht,,,,
kodukeskjaam,koht,,,,
kodukoht,koht,,,,
kodukohvik,koht,,,,
kodukolle,koht,,,,ese_instru
kodukontor,koht,,,,
kodukool,koht,,,,tegevus
kodukotus,koht,,,,
koduküla,koht,,,,
kodulinn,koht,,,,
koduloomuuseum,koht,,,,
kodumaa,koht,,,,
kodumail,koht,,,,
kodumaile,koht,,,,
kodumailt,koht,,,,
kodumajand,koht,,,,
kodumajanduskool,koht,,,,
kodumeri,koht,,,,
kodumets,koht,,,,taim
kodumuru,koht,,,,taim
kodune kasvatus,,,seisund,,"abstr, tegevus"
kodunt,koht,,,,
kodunurk,koht,,,,
kodupaik,koht,,,,
kodupind,koht,,,,
koduplats,koht,,,,
kodupood,koht,,,,
kodurahu,,,seisund,,
koduresto,koht,,,,
kodurestoran,koht,,,,
koduriik,koht,,,,
kodusaal,koht,,,,
kodusadam,koht,,,,
kodusõda,,,,sündmus,tegevus
kodutanum,koht,,,,
kodutarbija,koht,,,,in_roll
kodutee,koht,,,,tegevus
kodutus,,,seisund,,
kodutänav,koht,,,,
koduväljak,koht,,,,
koeksistents,,,seisund,,nähtus
Koela,koht,,,,
koelmu,koht,,,,
Koemetsa,koht,,,,
koera aasta,,aeg,,,
koera-aasta,,aeg,,,
koeraaedik,koht,,,,
koeraelu,,,seisund,,
koerahotell,koht,,,,
koerakaelanurk,koht,,,,
koerakatk,,,seisund,,
koerakool,koht,,,,taim
koerakuut,koht,,,,
koeralaut,koht,,,,
koeranael,,,seisund,,
koeraomanik,koht,,,,in_omadus
koeraputka,koht,,,,
koerapõli,,,seisund,,
Koeravere,koht,,,,
Koeri,koht,,,,
koertehotell,koht,,,,
koertekool,koht,,,,
koertenäitus,,,,sündmus,
Koeru,koht,,,,
Kogalõm,koht,,,,
Køge,koht,,,,
kogelus,,,seisund,,
kogretiik,koht,,,,
Kogri,koht,,,,
Kogrõ,koht,,,,
koguaeg,,aeg,,,ADV_aeg
koguduse koosolek,,,,sündmus,
koguja,koht,,,,"ese_instru, in_roll"
kogujadreen,koht,,,,
kogujakraav,koht,,,,
kogukond,koht,,,,inimene
kogukondlus,,,seisund,,nähtus
kogukonnaaed,koht,,,,
kogukonnakohus,koht,,,,
kogukonnakool,koht,,,,
kogukonnamaa,koht,,,,
kogukus,,,seisund,,
Kogula,koht,,,,
kogumiskaev,koht,,,,
kogumiskoht,koht,,,,
kogumiskraav,koht,,,,
kogumispunkt,koht,,,,
kogunemine,,,,sündmus,tegevus
kogunemisaeg,,aeg,,,
kogunemiskoht,koht,,,,
kogunemispaik,koht,,,,
Koguva,koht,,,,
koguöine jumalateenistus,,,,sündmus,
kohakataloog,koht,,,,
kohake,koht,,,,
kohakene,koht,,,,
Kohala,koht,,,,
Kohala-Eesküla,koht,,,,
kohalik aeg,,aeg,,,
kohalik võim,koht,,,,abstr
kohalolek,,,seisund,,
kohalolu,,,seisund,,
kohal viibima,,,seisund,,
kohamuuseum,koht,,,,
kohanematus,,,seisund,,
kohanemus,,,seisund,,
Kohatu,koht,,,,
kohatäide,,,seisund,,
Koheri,koht,,,,
kohevil,,,seisund,,ADV_seisund
Kohila,koht,,,,
Kohima,koht,,,,
kohkumus,,,seisund,,
kohort,koht,,,,inimene
kohr,koht,,,,toit
koht,koht,,,,abstr
kohtamine,,,,sündmus,
kohting,,,,sündmus,
"koht, kus keiser jala käib",koht,,,,
Kohtla,koht,,,,
Kohtla-Järve,koht,,,,
Kohtla-Nõmme,koht,,,,
Kohtru,koht,,,,
kohtualluvus,,,seisund,,
kohtuasutus,koht,,,,in_roll
kohtuhoone,koht,,,,
kohtuhärrus,,,seisund,,
kohtuistung,,,,sündmus,
kohtujärelevalve,,,seisund,,
kohtujärg,koht,,,,ese_instru
kohtukoda,koht,,,,
kohtukolleegium,koht,,,,
kohtukull,koht,,,,"ese_kunst, tegevus"
kohtukõne,,,,sündmus,tegevus_kõnetegu
kohtulaud,koht,,,,
kohtulugu,,,,sündmus,tegevus
kohtumaja,koht,,,,
kohtumine,,,,sündmus,
kohtuministeerium,koht,,,,
kohtumispaik,koht,,,,
kohtumisõhtu,,,,sündmus,
kohtumõist,,,,sündmus,"nähtus_psühh, tegevus"
kohtumõistmine,,,,sündmus,"nähtus_psühh, tegevus"
kohtuorgan,koht,,,,in_roll
