"word","code"
mahlapulk,toit
mahlarikas,omadus_füüs
mahlatila,ese_instru
mahlatu,omadus
mahlavool,nähtus_loodus
mahlaõun,toit_vili
mahoonia,taim
mahorka,materjal/aine
maht,esitus_mõõt
mahtanalüüs,abstr/konkr
mahtauto,ese_instru
mahti jääma,VERB_seisund
mahti leidma,VERB_abstr
mahtima,VERB_abstr
mahti olema,VERB_seisund
mahti saama,VERB_abstr
mahtra,VERB_tegevus
mahtuma,VERB_seisund
mahtuniversaal,ese_instru
mahtuvus,esitus_mõõt
mahtuvusdiood,ese_instru
mahukaal,esitus_mõõt
mahukas,omadus_füüs
mahukus,omadus_füüs
mahuline arhitektuur,vald
mahuliselt,ADV_seisund
mahumass,esitus_mõõt
mahumõõt,esitus_mõõt
mahuosa,esitus_mõõt
mahuprotsent,esitus_mõõt
mahupüsiv,omadus_füüs
mahutabel,ese_semio
mahutavus,esitus_mõõt
mahuti,ese_anum
mahutuma,VERB_abstr
mahuühik,esitus_mõõt
mahvima,VERB_tegevus
maia keel,esitus_keel
maias,omadus
maiasmokk,in_omadus
maikelluke,taim
maiko,in_roll
maikrahv,in_roll
maikuine,omadus_aeg
maiku suhu saama,VERB_psühh
maikülm,nähtus_loodus
mailane,taim
mailer,in_roll
maimik,in_omadus
maimuke,in_omadus
maimukene,in_omadus
maina,loom_lind
mainefilm,ese
mainekahju,nähtus
mainekas,omadus_kval
maineklipp,ese
ma-infinitiiv,esitus_keel
mainima,VERB_suhtlus
mainimine,tegevus_kõnetegu
mainimisi,ADV_viis
mainimisväärne,omadus_kval
mainimisväärt,omadus_kval
maining,tegevus_kõnetegu
mainit,omadus_kval
mainitu,tegevus_kõnetegu
mainitud,omadus_kval
maipõrnikas,loom_putukas
maisihelbed,toit
maisikana,toit
maisikepikesed,toit
maisikook,toit
maisikrõpsud,toit
maisileib,toit
maisipaber,materjal/aine
maisipuder,toit
maisipulgad,toit
maisisiirup,materjal/aine
maisitang,toit
maisitärklis,materjal/aine
maisiõli,materjal/aine
maismaaimetaja,loom_liik
maismaakilpkonn,loom_liik
maismaalind,loom_lind
maismaaline,omadus
maismaaloom,loom_omadus
maismaaloomastik,loom_liik
maismaataim,taim_liik
maismaatigu,loom_liik
maismaatransport,abstr
maismaatuulik,ese_instru
maisus,nähtus
mait,esitus_keel_suhtlus
maitseaine,toit_maitseaine
maitseainesegu,toit_maitseaine
maitseaisting,nähtus_psühh
maitse-eelistus,abstr
maitseelamus,nähtus_psühh
maitseerinevus,abstr
maitsejuurvili,toit_maitseaine
maitsekas,omadus_kval
maitsekaste,toit_maitseaine
maitsekohtunik,in_roll
maitsekohv,toit_jook
maitseköögivili,toit_maitseaine
maitselage,omadus_kval
maitselibastus,abstr
maitselisand,toit_maitseaine
maitsemesi,toit
maitseomadus,omadus
maitseotsustus,tegevus_tegu
maitsepalett,omadus_kval
maitsepärm,toit_maitseaine
maitserikas,omadus_kval
maitsesool,toit
maitsestuma,VERB_muutus
maitsesuits,materjal/aine
maitsetaim,taim_liik
maitsetaju,omadus_psühh
maitsetugevdaja,materjal/aine
maitsev,omadus_kval
maitsevaene,omadus_kval
maitsevahe,abstr
maitsevesi,toit_jook
maitseviin,toit_jook
maitsevõi,toit
maitsevääratus,abstr
maitseõli,toit
maitseäädikas,toit_maitseaine
maitsi,ADV_viis
maitsmisaisting,nähtus_psühh
maitsmiselund,kehaosa
maitsmismeel,omadus
maitsmisnärv,kehaosa
maitsmisorgan,kehaosa
maitsmispung,kehaosa
maituli,nähtus
maius,toit
maiusasi,toit
maiustama,VERB_toituma
maiustus,toit
majaabiline,in_elukutse
majaalune,omadus_füüs
majaelanik,in_tegija
majaema,in_roll
majahaldjas,in_müt
majahoidja,in_elukutse
majahärra,in_roll
majaisa,in_elukutse
majaisand,in_roll
majajas,loom
majajuht,ese_instru
majakavaht,in_elukutse
majakondne,in_omadus
majakraam,ese
majakõrgune,omadus_füüs
majaline,in_tegija
majalukk,in_roll
majamädik,taim_seen
majandama,VERB_tegevus
majandamiskulud,ese_raha
majandusabi,ese_raha
majandusajalugu,vald
majandusaktiivsus,omadus_kval
majandusalane,omadus_kval
majandusanalüüs,tegevus_tegu
majandusbuum,nähtus
majanduseliit,in_omadus
majanduselu,tegevus
majandusgeograaf,in_elukutse
majandusgeograafia,vald
majandusharidus,abstr
majandusharu,vald
majandushuvi,abstr
majandusime,nähtus
majandusimmigrant,in_roll
majandusjuhataja,in_elukutse
majandusjuht,in_roll
majanduskahju,nähtus
majanduskasv,tegevus
majanduskeskkond,abstr/konkr
majanduskontaktid,abstr/konkr
majanduskulud,ese_raha
majanduskuritegu,tegevus_tegu
majanduslangus,nähtus
majandusleht,ese_semio
majandusleping,ese_semio
majanduslike huvide deklaratsioon,ese_semio
majanduslikkus,omadus
majanduslugu,vald
majandusmatemaatika,vald
majandusmets,taim
majandusmigrant,in_roll
majandusminister,in_elukutse
majandusmudel,abstr
majandusnäitaja,abstr/konkr
majandusolud,abstr/konkr
majanduspagulane,in_roll
majandusprognoos,ese_semio
majanduspõgenik,in_roll
majandusringkond,in_elukutse
majandussanktsioon,abstr/konkr
majandusseadus,abstr/konkr
majandussidemed,abstr/konkr
majandussuhted,abstr/konkr
majandussurutis,nähtus
majandussüsteem,abstr/konkr
majandustarkvara,ese_semio
majandusteadlane,in_elukutse
majandusteadus,vald
majandustegevus,tegevus
majandusteooria,vald
majandustulemus,abstr/konkr
majandusvabadus,abstr
majandusülem,in_elukutse
majanumber,esitus
majaperemees,in_roll
majapidaja,in_roll
majapidajanna,in_elukutse
maja pidama,VERB_tegevus
majapidamisgaas,materjal/aine
majapidamismasin,ese_instru
majapidamismure,nähtus_psühh
majapidamisnõu,ese_instru
majapidamispaber,materjal/aine
majapidamisraha,ese_instru
majapidamisriist,ese_instru
majapidamisseep,ese_instru
majapidamistarbed,ese_instru
majapidamistööd,tegevus
majaproua,esitus_tiitel
majaraamat,ese_semio
majarahvas,inimene
majariist,ese_instru
majarusud,konkr
majaseen,taim_seen
majasikk,loom_putukas
Majasokk,inimene
majasokk,in_elukutse
majasoomukas,loom_putukas
majasõber,in_roll
majatalitus,tegevus
majatarbed,ese_instru
majateenija,in_elukutse
majatütar,in_sugulane
majauss,in_müt
majavaim,in_müt
majavalitseja,in_elukutse
majavalvur,loom
majavamm,taim_seen
majavein,toit_jook
majaämblik,loom_putukas
majesteetlik,omadus_kval
majo,toit
majonees,toit
majoneesikaste,toit
majoneeskaste,toit
majordoomus,in_elukutse
majoritaarne,omadus_kval
majoritaarsüsteem,abstr/konkr
majuline,in_omadus
majuskel,esitus_kujutis
majutamine,tegevus
majutuma,VERB_seisund
majutusmaks,ese_raha
makaak,loom
makadaamia,taim
makadam,materjal/aine
makaron,toit
makaroniroog,toit
makaronisööja,in_rahvas
makaronitoit,toit
makaronivorm,toit
makarontoode,toit
makarooniline,omadus_kval
makedoonia keel,in_rahvas_keel
makedoonlane,in_rahvas
maketeerima,VERB_tegevus
makettima,VERB_tegevus
makilint,ese_instru
makimuusika,nähtus_füüs
makjavellism,abstr/konkr
makkraadio,ese_instru
makluuba,toit
mako,materjal/aine
makosatiin,materjal/aine
makra,toit
makramee,materjal/aine
makranuudel,toit
makrapulk,toit
makrasalat,toit
makroanalüüs,tegevus_tegu
makroanalüütik,in_elukutse
makroelement,materjal/aine
makroevolutsioon,tegevus
makrofaag,kehaosa
makrofleks,materjal/aine
makrofloora,taim
makrofoto,ese_kunst
makrofüüsika,vald
makrokefaalne,omadus_füüs
makrokefaalsus,nähtus_loodus
makrokeskkond,abstr
makrokliima,nähtus_loodus
makrokosmos,abstr
makrokäsk,ese_semio
makromajandus,vald
makromajanduslik,omadus_kval
makromolekul,materjal/aine
makromolekulaarne,omadus_füüs
makron,esitus_tähis
makronäitaja,abstr/konkr
makroobjektiiv,ese_instru
makroon,toit
makroorganism,organism
makroreljeef,nähtus_loodus
makroskoopiline,omadus_füüs
makrostruktuur,abstr/konkr
makrotasand,abstr
makrotoitaine,materjal/aine
makrotsefaalia,nähtus_loodus
makrouudis,ese_semio
makroviirus,ese_semio
makroväetis,materjal/aine
makroökonoomika,vald
makroökonoomiline,omadus_kval
maksaarter,kehaosa
maksakaan,organism
maksa-kakssuulane,organism
maksakarva,omadus_füüs_värv
maksakaste,toit
maksakude,materjal/aine
maksalaik,nähtus_füüs
maksalill,taim
maksamerelised,in_müt
maksaplekk,nähtus_füüs
maksasagar,kehaosa
maksasammal,taim
maksasoust,toit
maksavorst,toit
makse,ese_raha
makseajalugu,esitus_info
makseautomaat,ese_instru
maksebilanss,abstr/konkr
maksedokument,ese_semio
maksegraafik,ese_semio
maksejõud,omadus_kval
maksejõuetu,omadus_kval
maksejõuetus,abstr/konkr
maksejõuline,omadus_kval
maksejõulisus,omadus_kval
maksekaart,ese_semio
maksekorraldus,ese_semio
maksekviitung,ese_semio
maksekäitumine,omadus_kval
maksekäsk,abstr/konkr
maksekäsund,ese_semio
maksenõue,ese_raha
makseteatis,ese_semio
makseterminal,ese_instru
maksev,omadus_abstr
maksevahend,abstr/konkr
makseviis,abstr/konkr
maksevõime,omadus_kval
maksevõimeline,omadus_kval
maksevõimelisus,omadus_kval
maksevõimetu,omadus_kval
maksiim,abstr/konkr
maksikaart,ese_semio
maksikleit,ese_riie
maksim,ese_instru
maksimaal,omadus
maksimaalkiirus,nähtus_füüs
maksimaalmäär,esitus_mõõt
maksimaalne,omadus
maksimaalselt,ADV_aste
maksimaalvõimsus,nähtus
maksimalism,nähtus
maksimalist,in_omadus
maksimalistlik,omadus_kval
maksimeerima,VERB_muutust põhjustama
maksimood,nähtus
maksimumarv,esitus_arv
maksimumkaart,ese_semio
maksimummäär,esitus_mõõt
maksimumpalk,ese_raha
maksimumpunktid,esitus_arv
maksimumtermomeeter,ese_instru
maksimumvariant,abstr/konkr
maksiseelik,ese_riie
maksja,in_tegija
maksku mis maksab,ADV_viis
maksmapanek,tegevus_tegu
maksma panema,VERB_psühh
maksmine,tegevus
maksualane,omadus_kval
maksuallikas,abstr
maksuametnik,in_elukutse
maksubaas,abstr/konkr
maksuerisus,abstr/konkr
maksuinspektor,in_elukutse
maksujõuetu,omadus_kval
maksujõuetus,abstr/konkr
maksujõuline,omadus_kval
maksukoguja,in_elukutse
maksukohuslane,in_omadus
maksukohustus,abstr
maksukohustuslane,in_omadus
maksukoorem,ese_raha
maksukoormus,ese_raha
maksukorraldus,abstr/konkr
maksukuritegu,tegevus_tegu
maksukuulekus,omadus_kval
maksukviitung,ese_semio
maksuküür,abstr
maksumoraal,abstr
maksumus,ese_raha
maksumuudatus,tegevus_tegu
maksumärgistama,VERB_tegevus
maksumäär,esitus_arv
maksumüür,abstr
maksundus,vald
maksunõustaja,in_elukutse
maksuobjekt,objekt
maksupettur,in_roll
maksupettus,tegevus_tegu
maksupoliitika,abstr/konkr
maksuraha,ese_raha
maksureform,abstr/konkr
maksurevisjon,tegevus
maksuseadus,ese_semio
maksusoodustus,tegevus_tegu
maksustama,VERB_abstr
maksustamata,omadus
maksustamine,tegevus
maksustus,tegevus
maksusumma,ese_raha
maksusüsteem,abstr/konkr
maksuteade,ese_semio
maksutulu,abstr/konkr
maksutõus,nähtus
maksuvaba,omadus
maksuvabastus,abstr/konkr
maksuvaidlus,tegevus_kõnetegu
maksuvõimeline,omadus_kval
maksuvõlg,ese_raha
maksuvõlglane,in_roll
maksuvõlgnik,in_roll
maksuõigus,abstr/konkr
maksvel,ADV_viis
maksvele,ADV_viis
maksvell,esitus_mõõt
maksvus,omadus_kval
maksvusetu,omadus_kval
malaariasääsk,loom_putukas
malaariavastane,omadus
malagassi,in_rahvas
malagassi keel,in_rahvas_keel
malahhiit,materjal/aine
Malai karu,loom
malai keel,in_rahvas_keel
malaikeelne,omadus_kval
malailane,in_rahvas
malaislane,in_rahvas
malakas,ese_instru
malakoloogia,vald
malamuut,loom_liik
malbe,omadus_psühh
malbelt,ADV_viis
malbuma,VERB_muutus
maldama,VERB_psühh
malehaige,in_omadus
malekell,ese_instru
malekoodeks,abstr/konkr
malekord,abstr/konkr
maleline,omadus_kval
malemeister,in_tegija
malemäng,tegevus_mäng
malemängija,in_roll
malend,ese_instru
malenurk,ese_semio
maleparemik,grupp
maleruuduline,omadus_füüs_värv
maleruudustik,abstr
maleruut,esitus_kujutis
malesõber,in_omadus
maletaja,in_roll
maletama,VERB_tegevus
maletšempion,in_omadus
maleuudis,ese_semio
malevapealik,in_roll
malevarühm,in_roll
malevlane,in_omadus
maleülesanne,abstr/konkr
malgutama,VERB_tegevus
malid,ese_kunst
maliigne,omadus_kval
malilane,in_rahvas
malilanna,in_rahvas
malitsa,ese_riie
malk,ese_instru
malm,materjal/aine
malmahi,ese_instru
malmivalu,abstr/konkr
malmnõu,ese_anum
malmpann,ese_instru
malmplaat,ese_instru
malmpott,ese_instru
malnidus,abstr
malnis,omadus_abstr
malnitsema,VERB_abstr
malspiik,ese_instru
malta keel,in_rahvas_keel
maltalane,in_rahvas
Malta rist,esitus_kujutis
Malta rüütel,in_roll
maltitool,materjal/aine
maltoos,materjal/aine
maltoosa,materjal/aine
malts,taim
maltsaürask,loom_putukas
maltspuiduline,omadus_füüs
maltspuit,materjal/aine
maltsvetlus,tegevus
maltusiaan,inimene
maltusianism,abstr
maltuslane,inimene
maltuslus,abstr
mamba,loom
mamelukk,in_roll
MAMIL,in_roll
mamil,in_roll
mamm,toit_vili
mammaalid,loom_liik
mammakene,in_sugulane
mammalioloogia,vald
mammaloloogia,vald
mammatütar,in_omadus
mammobuss,ese_instru
mammograaf,ese_instru
mammograafia,tegevus
mammograafiabuss,ese_instru
mammogramm,ese_semio
mammoloog,in_elukutse
mammoloogia,vald
mammon,ese_raha
mammonaori,in_omadus
mammonateener,in_omadus
mammut,loom
mammutfilm,ese_kunst
mammutijaht,tegevus
mammutipuu,taim
mampsel,in_omadus
mamsel,in_omadus
manaati,loom
manageerima,VERB_tegevus
manalamees,in_omadus
manalane,objekt
manalasse varisema,VERB_muutus
manalatee,tegevus_muutus
manat,ese_raha
manatark,in_roll
manchego,toit
Manchego juust,toit
mandaat,abstr/konkr
mandaatkomisjon,in_elukutse
mandala,esitus_kujutis
mandariini keel,in_rahvas_keel
mandariinipuu,taim
mandariinpart,loom_lind
mandelkeha,kehaosa
mandelsilm,kehaosa
mandeltuum,kehaosa
mandlijahu,toit
mandliküpsis,taim
mandlipiim,materjal/aine
mandlipuu,taim
mandliõli,materjal/aine
mandoliin,ese_instru
mandoola,ese_instru
mandragoor,taim
mandrieestlane,in_rahvas
Mandri-Euroopa õigussüsteem,abstr/konkr
mandrifaatsies,abstr/konkr
mandriinimene,inimene
mandrijäätumine,nähtus_loodus
mandrijäätumus,nähtus_loodus
mandrikliima,nähtus_loodus
mandriline,omadus
mandriline kliima,nähtus_loodus
mandrill,loom
mandrimees,in_omadus
mandritekkeline,omadus_füüs
mandriõhk,nähtus_loodus
mandrään,ese_instru
mandžu,in_rahvas
mandžu keel,in_rahvas_keel
Mandžuuria araalia,taim
manduma,VERB_muutus
maneer,abstr/konkr
maneeritsema,VERB_psühh
maneerlik,omadus
manerism,abstr
manga,ese_kunst
mangaal,ese_instru
mangaan,materjal/aine
mangaanimaak,materjal/aine
mangaanväetis,materjal/aine
mangabei,loom
manganiin,materjal/aine
manglipuu,taim
mango,toit_vili
mangold,taim
mangopuu,taim
mangostanipuu,taim
mangroov,taim
mangroovipuu,taim
mangroovmets,taim
mangroovvõsa,taim
manguma,VERB_suhtlus
mangust,loom
maniakaal-depressiivne,omadus_psühh
maniakaalne,omadus_kval
maniakk,in_omadus
manifestant,in_roll
manifesteeruma,VERB_toimuma
maniipul,grupp
maniküür,tegevus
maniküürija,in_elukutse
maniküürikäärid,ese_instru
maniküürima,VERB_liigutama
maniküüritarbed,ese_instru
manilla,materjal/aine
manillakanep,materjal/aine
manilla sigar,ese_instru
maniokitärklis,toit_vili
manipulaator,inimene
manipulatiivne,omadus_kval
manitsema,VERB_suhtlus
manitsus,tegevus_kõnetegu
manitsussõnad,tegevus_kõnetegu
manks,loom
mankurt,in_omadus
mann,in_omadus
mannakaktus,taim
mannakreem,toit
mannapuder,toit
mannavaht,toit
mannerg,ese_anum
mannergutäis,kogus
mannetu,omadus_kval
manomeeter,ese_instru
mansanilja,toit_jook
mansetinööp,ese_instru
mansett-tihend,ese_instru
mansi,in_rahvas
mansi keel,in_rahvas_keel
manzanilla,toit_jook
manteldama,VERB_muutust põhjustama
mantelkleit,ese_riie
mantelloomad,loom_liik
mantelmangabei,loom
mantelpaavian,loom
mantelraam,ese
manteltoru,ese_instru
mantilja,ese_riie
manti võtma,VERB_tegevus
mantlihõlm,ese_riie
mantlipärija,in_roll
mantliriie,materjal/aine
mantlisiil,ese_riie
mantoo,ese_riie
Mantoux' test,tegevus_tegu
mantra,tegevus_kõnetegu
manu,ADV_koht
manuaalkast,ese_instru
manuaalkäigukast,ese_instru
manuaalne,omadus_kval
manuaalteraapia,vald
manukas,in_roll
manul,loom
manulus,nähtus
manuskript,ese_semio
manussüsteem,abstr/konkr
manustama,VERB_tegevus
manööverdusvõime,omadus_füüs
manööverpind,abstr/konkr_omadus
manööversõda,tegevus
manöövervedur,ese_instru
manöövrisõda,tegevus
manöövrivedur,ese_instru
maoballoon,ese_instru
maohaige,in_omadus
maohammustus,tegevus_tegu
maohape,materjal/aine
maoism,vald
Maokandja,objekt_loodus_tähtkuju
maokeel,taim
maokeha,kehaosa
maokiin,loom_putukas
maokil,ADV_viis
maokile,ADV_viis
maoloputus,tegevus
maolukuti,kehaosa
maomahl,materjal/aine
maomürk,materjal/aine
maonõre,materjal/aine
maonääre,kehaosa
maoori,in_rahvas
maoori keel,in_rahvas_keel
maopeegel,ese_instru
maopilk,nähtus
maopõhi,kehaosa
maoresektsioon,tegevus_tegu
maosein,kehaosa
maosekreet,materjal/aine
maosisaldis,materjal/aine
maosond,ese_instru
maotaltsutaja,in_elukutse
maotu,omadus_kval
maovähenduslõikus,tegevus_tegu
maovähendusoperatsioon,tegevus_tegu
mapp,ese_instru
marabu,loom_lind
maracujá,toit_vili
maraka,ese_instru
marakaa,ese_instru
marakas,ese_instru
marakratt,in_omadus
marakuja,toit_vili
maral,loom
maralijuur,taim
maran,taim
maranta,taim
maraskiino,toit_jook
marathi,in_rahvas
marathi keel,in_rahvas_keel
maratonijooks,tegevus_tegu
maratonijooksja,in_elukutse
maratonimees,in_elukutse
maratonmäng,tegevus_mäng
maratoonar,in_elukutse
marc,toit_jook
mardihani,toit
mardiisa,in_roll
mardijooks,tegevus
mardikalised,loom_liik
mardikas,loom_putukas
mardisanditama,VERB_tegevus
mardisant,in_roll
marditama,VERB_tegevus
mardus,in_müt
marengo,materjal/aine
mareograaf,ese_instru
margaline,ese_raha
margantsovka,materjal/aine
margapuu,ese_instru
margareeta,taim
margariin,toit
margieelistus,abstr
margikataloog,ese_semio
margikogu,ese_semio
margikoguja,in_roll
margikogumine,vald
margikonjak,toit_jook
marginaliseerima,VERB_muutust põhjustama
marginaliseeruma,VERB_muutus
margiplokk,ese_semio
margistama,VERB_tegevus
margitruu,omadus_kval
margitruudus,nähtus_psühh
margivein,toit_jook
marihuaana,materjal/aine
marihuaanasigaret,ese_instru
mariin,ese_kunst
mari keel,in_rahvas_keel
marikäbi,taim
marilane,in_rahvas
marimadal,omadus_füüs
marimba,ese_instru
marimbafon,ese_instru
marinaad,materjal/aine
marinaadsalat,toit
marineerima,VERB_muutust põhjustama
marineeritult,ADV_viis
marineeruma,VERB_muutus
marinist,in_roll
marionetlik,omadus_kval
marionettnukk,ese_instru
mariõunapuu,taim
marjaas,tegevus_mäng
marjahoidis,toit
marjajook,toit_jook
marjakala,loom_kala
marjakasvatus,tegevus
marjakest,taim
marjakobar,taim
marjakombain,ese_instru
marjakompott,toit
marjakorv,ese_instru
marjakrõpsud,toit
marjakultuur,taim_liik
marjaliha,toit
marjamahl,toit_jook
marjanaine,in_roll
marjandus,vald
marjane,omadus_füüs
marjapõõsas,taim
marjarohke,omadus_füüs
marjas,tegevus_mäng
marjatera,loom_kala
marjatort,toit
marjavein,toit_jook
marjuke,inimene
marjukene,inimene
marjule,ADV_koht
marjule minema,VERB_tegevus
marjul käima,VERB_tegevus
marjult,ADV_koht
marjult tulema,VERB_liikuma
markantne,omadus_kval
markasiit,materjal/aine
markeering,esitus_info
marketing,vald
marki,abstr
marki kõrgel hoidma,VERB_abstr
markisett,materjal/aine
markitant,in_elukutse
marki täis tegema,VERB_abstr
markkrahv,in_roll
marksism,vald
marksism-leninism,vald
marksist,in_roll
marksistlik-leninlik,omadus_kval
markšeider,in_elukutse
Markuse evangeelium,ese_semio_Piibli raamat
marköör,in_tegija
marli,materjal/aine
marliin,loom_kala
marlimask,ese_instru
marliside,ese_instru
marlitampoon,ese_instru
marmelaad,toit
marmelaaditäidis,toit
marmiit,ese_instru
marmor,materjal/aine
marmoraste,ese_instru
marmordama,VERB_tegevus
marmoreerima,VERB_tegevus
marmoriline,omadus_füüs
marmorjas,omadus
marmorkook,toit
marmorkuju,ese_kunst
marmorlaud,ese_instru
marmorleedik,loom_putukas
marmorliha,toit
marmorlik,omadus_füüs
marmorpõrnikas,loom_putukas
marmorsett,loom
marmorvalge,omadus_füüs_värv
marmorvähk,loom
marmosett,loom
marmõss,ese_instru
marodeerima,VERB_tegevus
marodöör,in_tegija
marodööritsema,VERB_tegevus
marodöörlus,tegevus
marokolane,in_rahvas
marokolanna,in_rahvas
marokään,materjal/aine
marokäännahk,materjal/aine
maroonpunane,omadus_füüs_värv
marrask,kehaosa
marraskil,ADV_seisund
marraskile,ADV_seisund
marrasknahk,kehaosa
marrasnahk,kehaosa
marrastama,VERB_tegevus
marrastuma,VERB_seisund
marru,ADV_seisund
Mars,in_müt
marsa,ese_instru
Marsala vein,toit_jook
marsihelid,nähtus_füüs
marsikulgur,ese_instru
marsilaul,ese_kunst
marsilik,omadus_füüs
marsimootor,ese_instru
marsimuusika,ese_kunst
marsisamm,tegevus_tegu
marslane,in_müt
marsruut,abstr/konkr
marsruuter,ese_instru
marsruuttakso,ese_instru
Marss,objekt_loodus
marssalikepp,ese
marsspuri,ese_instru
marssraa,ese_instru
marssteng,ese_instru
martensiit,materjal/aine
martiini,toit_jook
martiiniklaas,ese_instru
Martini,toit_jook
Martin Luther,inimene
martäänahi,ese_instru
martäänteras,materjal/aine
marudaim,omadus_kval
marudam,omadus_kval
marudasti,ADV_viis
maruhein,taim
maruiil,nähtus_loodus
maruilm,nähtus_loodus
marukoer,loom
marum,omadus_kval
marumöll,nähtus_loodus
marune,omadus_füüs
marupolka,ese_kunst
marurahvuslane,in_roll
marurahvuslik,omadus_psühh
marurahvuslus,nähtus_psühh
marus,ADV_seisund
marutaudivaktsiin,materjal/aine
marutaudivastane,omadus
marutuli,tegevus
marutuul,nähtus_loodus
marutõbine,omadus_kval
marutõvevastane,omadus
maruula,taim
maruula-elevandiõunapuu,taim
maruvahva,omadus_kval
maruviha,nähtus_psühh
maruvihane,omadus_kval
marxism,vald
marxist,in_roll
masai,in_rahvas
masai keel,in_rahvas_keel
masajalgne,omadus
masajas,omadus
masala,toit_maitseaine
masala chai,toit_jook
masala tee,toit_jook
mascarpone,toit
masendama,VERB_psühh_emots
masendav,omadus_psühh
masendustunne,nähtus_psühh
maser,ese_instru
masetsema,VERB_psühh_emots
masinadetail,ese_instru
masinaehitaja,in_elukutse
masinajuht,in_elukutse
masinakeel,ese_semio
masinakirjalehekülg,ese_semio
masinakirjatöö,tegevus
masinakirjutaja,in_elukutse
masinaklass,abstr
masinakohv,toit_jook
masinakood,ese_semio
masinaline,omadus_füüs
masinamees,in_elukutse
masinamuusika,ese_kunst
masinamüra,nähtus_füüs
masinanõel,ese_instru
masinaosa,ese_instru
masinapark,ese_instru
masinapurustaja,in_roll
masinaruum,ese_instru
masinatelegraaf,ese_instru
masinatöö,tegevus
masinatööstus,vald
masinaõli,materjal/aine
masinaõpetus,vald
masinaühistu,inimene
masindama,VERB_tegevus
masinist,in_elukutse
masinkorje,tegevus
masinladu,abstr/konkr
masinladuja,in_elukutse
masinlik,omadus_kval
masinloetav,omadus_kval
masinlüps,abstr/konkr
masinpestav,omadus_kval
masinpesu,abstr/konkr
masintikand,ese_kunst
masintikkimine,tegevus
masintootmine,abstr/konkr
masintõlge,vald
masinõpe,tegevus
maskaroon,ese_kunst
maskeerimisvõrk,ese_instru
maskeerimisülikond,ese_riie
maskeeritult,ADV_viis
maskeeruma,VERB_tegevus
maskikohustus,abstr/konkr
maskikostüüm,ese_riie
maskitants,tegevus_tegu
maskott,ese
maskuleeruma,VERB_muutust põhjustama
maskuliin,esitus_keel
maskuliinum,esitus_keel
Maslow' püramiid,esitus_kujutis
masohhism,nähtus
masohhist,in_omadus
massaaž,tegevus_tegu
massaažiaparaat,ese_instru
massaažidušš,ese_instru
massaažikinnas,ese_instru
massaažilaud,ese_instru
massaažitool,ese_instru
massaaživõte,abstr/konkr
massakas,in_omadus
masseerija,in_elukutse
massiarv,esitus_arv
massihävitusrelv,ese_instru
massi-iive,esitus_mõõt
massiiive,esitus_mõõt
massiimmigratsioon,nähtus
massiinfo,esitus
massiinformatsioon,esitus
massiinfovahend,abstr/konkr
massiinimene,in_omadus
massiivistama,tegevus_muutus
massiivne,omadus_füüs
massiivne täht,objekt_loodus
massikirjandus,ese_kunst
massikommunikatsioon,tegevus
massikommunikatsioonivahend,abstr/konkr
massikultuur,abstr/konkr_omadus
massikõrgharidus,abstr/konkr_omadus
massiküüditamine,tegevus
massiline,omadus_füüs
massiliselt,ADV_aste
massilõit,abstr/konkr
massimeedia,abstr/konkr
massimeedium,abstr/konkr
massimõrv,tegevus_tegu
massimõrvar,in_tegija
massiorganisatsioon,inimene
massipartei,in_roll
massirepressioon,abstr/konkr_omadus
massisport,vald
massistseen,ese_kunst
massisuhtlus,tegevus
massisuhtlusvahend,abstr/konkr
massiteabevahend,abstr/konkr
massiteadvus,abstr/konkr
massiteave,esitus
massiühik,esitus_mõõt
massiühiskond,abstr/konkr
masskoondamine,tegevus_tegu
massnähtus,abstr/konkr
massoon,in_roll
masspostitus,tegevus
massteenindusteooria,vald
masstiraaž,esitus_mõõt
masstoodang,ese
masstootma,VERB_tegevus
massvaktsineerimine,tegevus_tegu
massvalik,abstr/konkr
massöör,in_elukutse
mastaabiefekt,abstr/konkr
mastaapima,VERB_muutust põhjustama
mastaapne,omadus_kval
mastektoomia,tegevus_muutus
mastif,loom
mastikand,ese_instru
mastiks,materjal/aine
mastiksipistaatsia,taim
mastitopp,ese_instru
mastodon,loom
masturbaator,ese_instru
masturbatsioon,tegevus_tegu
masturbeerima,VERB_tegevus
masu,nähtus
masuudine,omadus_füüs
masuurikas,in_omadus
masuut,materjal/aine
mažoor,abstr
mažoorhelistik,abstr
mažoorne,omadus_kval
mata,vald
matadoor,in_tegija
matar,ese
matcha latte,toit_jook
mateeria,materjal/aine
mateerima,VERB_muutus
ma-tegevusnimi,esitus_keel
matemaatik,in_elukutse
matemaatikamärk,esitus_tähis
matemaatikaõpetaja,in_elukutse
matemaatiline,omadus_kval
matemaatiline kirjaoskus,omadus_psühh
matemaatiline loogika,vald
matematiseerima,VERB_abstr
matepuu,taim
materiaalselt,ADV_viis
materialiseerima,VERB_muutust põhjustama
materialiseeruma,VERB_muutus
materialist,in_roll
materialistlik,omadus
materjalikogu,ese_semio
materjalimahukas,omadus_füüs
materjalimahukus,esitus_mõõt
materjaliteadlane,in_elukutse
materjaliteadus,vald
materjalitehnoloogia,vald
maternaalne,omadus
matetee,toit_jook
matikohtunik,in_elukutse
matimees,in_elukutse
matirünnak,tegevus_tegu
mativili,toit_vili
mativõtja,in_roll
matjas,omadus_kval
