"word","code"
krambitama,VERB_liikuma
kramm,konkr
krampima,VERB_liikuma
kramplema,VERB_liikuma
kramplikult,ADV_viis
krampuma,VERB_seisund
kraniaalne,omadus_füüs
kraniaalnärv,kehaosa
kranioloogia,vald
kraniomeetria,tegevus
krann,omadus_kval
krapipunane,omadus_füüs_värv
krapplakk,materjal/aine
krapsakalt,ADV_viis
krapsama,VERB_tegevus
krapsatus,nähtus_füüs
krapsilt,ADV_viis
krapsti,ADV_viis
krateer,ese_anum
kratom,taim
kratsima,VERB_tegevus
kratsipuu,ese_instru
krattima,VERB_tegevus
krattipidi,ADV_seisund
krauh,omadus_füüs
krauhti,omadus_füüs
krautrock,ese_kunst
kravatt,ese_riie
kreatiin,materjal/aine
kreatiivne,omadus
kreatsionism,abstr
krediidiajalugu,esitus_info
krediididokument,ese_semio
krediidikulukus,omadus
krediidikäsutaja,inimene
krediidindus,abstr/konkr
krediidiplaan,ese_semio
krediidisüsteem,abstr
krediidivõime,omadus_kval
krediidivõimelisus,omadus_kval
kreditoorne,omadus_kval
kreedit,esitus
kreeditsaldo,esitus_info
kreegipuu,taim
kreeka,omadus_kval
kreekakatoliku kirik,abstr/konkr
kreeka keel,in_rahvas_keel
kreekakeelne,omadus_kval
kreekalik,omadus_kval
kreeka nina,kehaosa
Kreeka pähkel,taim
Kreeka pähklipuu,taim
kreekapärane,omadus_kval
Kreeka rist,esitus_kujutis
Kreeka salat,toit
Kreeka tuli,ese_instru
kreeka tähestik,esitus_kujutis
kreeker,toit
kreeklane,in_rahvas
kreeklanna,in_rahvas
kreembrülee,toit
kreemikas,omadus_füüs_värv
kreemikaskollane,omadus_füüs_värv
kreemikasvalge,omadus_füüs_värv
kreemikook,toit
kreemine,omadus
kreemisai,toit
kreemitama,VERB_tegevus
kreemitort,toit
kreemjuust,toit
kreemkollane,omadus_füüs_värv
kreemmesi,toit
kreemvalge,omadus_füüs_värv
kreepsima,VERB_psühh
kreepsu saama,VERB_psühh
kreetalane,in_rahvas
kreevin,in_rahvas
krehvtine,omadus_kval
kreisiarst,in_elukutse
kreisikohtunik,in_roll
kreisiülem,in_elukutse
kreissaag,ese_instru
krell,omadus_füüs_värv
krellkollane,omadus_füüs_värv
krellpunane,omadus_füüs_värv
krellroheline,omadus_füüs_värv
krematsioon,tegevus_tegu
kremeerima,VERB_muutust põhjustama
Kremli ööbik,inimene
kremoon,ese_instru
kremortartar,materjal/aine
krempel,ese_instru
kreodont,loom
kreoliin,materjal/aine
kreool,in_rahvas
kreooli keel,in_rahvas_keel
kreoolkeel,in_rahvas_keel
kreosoot,materjal/aine
krepdešiin,materjal/aine
krepplõng,materjal/aine
krepp-paber,materjal/aine
kreppriie,materjal/aine
kreppsatään,materjal/aine
kreppšifoon,materjal/aine
kresku,ese_instru
kresla,ese_instru
kresool,materjal/aine
kress,taim
krestomaatiline,omadus_kval
kretiin,inimene
kretong,materjal/aine
krevetisalat,toit
kribama,VERB_tegevus
kribe,kogus
kribelema,VERB_seisund
kribima,VERB_tegevus
kribin,nähtus_füüs
kribinal,ADV_viis
kribinal-krabinal,ADV_viis
kribisema,VERB_nähtus
kribistama,VERB_nähtus
kribukiri,esitus
kribu-krabu,konkr
kribukrabuline,omadus_füüs
kribuline,omadus_füüs
krigin,nähtus_füüs
krigisema,VERB_nähtus
krigistama,VERB_nähtus
krihv,ese_instru
kriidijoonistus,ese_kunst
kriidine,omadus_füüs
kriiksatama,VERB_nähtus
kriiksatus,nähtus_füüs
kriiksti,omadus_füüs
kriiksuma,VERB_nähtus
kriiksutama,VERB_nähtus
kriimus,ADV_seisund
kriimustuma,VERB_muutus
kriinum,taim
kriipseldama,VERB_tegevus
kriipsima,VERB_tegevus
kriipsjoon,esitus_kujutis
kriips-kraaps,omadus_füüs
kriipspoiss,esitus_kujutis
kriipspunktjoon,esitus_kujutis
kriipsu alla tõmbama,VERB_abstr
kriipsujuku,esitus_kujutis
kriipsupealt,ADV_viis
kriipsutama,VERB_tegevus
kriipsutus,esitus
kriipsuvõrd,ADV_aste
kriipsuvõrdki,ADV_aste
kriipsuvõrra,ADV_aste
kriipsuvõrragi,ADV_aste
kriisam,materjal/aine
kriise,tegevus_kõnetegu
kriisijärgne,omadus
kriisikommunikatsioon,tegevus_kõnetegu
kriisinõustaja,in_elukutse
kriisinõustamine,tegevus
kriisiohjamine,tegevus
kriisiohje,tegevus
kriiskavkollane,omadus_füüs_värv
kriiskavpunane,omadus_füüs_värv
kriiskavroosa,omadus_füüs_värv
kriiskavvalge,omadus_füüs_värv
kriitikakogumik,ese_semio
kriitikameel,omadus_psühh
kriitikanool,abstr/konkr
kriitikatorm,abstr/konkr
kriitikatuli,abstr/konkr
kriitikavaba,omadus_kval
kriitikavabadus,abstr/konkr
kriitima,VERB_tegevus
kriitjas,omadus_füüs
kriitpaber,materjal/aine
kriitvalge,omadus_füüs_värv
kriiva,nähtus_loodus
krikadull,esitus_kujutis
kriket,tegevus_mäng
kriksadull,esitus_kujutis
kriksatrull,esitus_kujutis
krilli,ADV_seisund
krillima,VERB_psühh
krilliõli,toit
krimifilm,ese_kunst
krimikirjanik,in_elukutse
krimikomöödia,ese_kunst
kriminaal,in_omadus
kriminaalametnik,in_elukutse
kriminaalfilm,ese_kunst
kriminaalhooldaja,in_tegija
kriminaalhooldus,tegevus
kriminaalhooldusametnik,in_elukutse
kriminaaljutt,ese_semio
kriminaalkirjandus,ese_semio
kriminaalkomissar,in_elukutse
kriminaalkomöödia,ese_kunst
kriminaalkoodeks,ese_semio
kriminaalkorras,ADV_viis
kriminaalkroonika,ese_semio
kriminaalkuritegu,tegevus_tegu
kriminaalkurjategija,in_omadus
kriminaalmenetlus,tegevus
kriminaalne,omadus_kval
kriminaalpoliitika,vald
kriminaalpolitseinik,in_elukutse
kriminaalprotsess,tegevus
kriminaalpsühholoogia,vald
kriminaalromaan,ese_semio
kriminaalseadusandlus,vald
kriminaalseadustik,ese_semio
kriminaalsus,abstr/konkr
kriminaalsüüdistus,tegevus_kõnetegu
kriminaaltoimik,ese_semio
kriminaaluurimine,VERB_tegevus
kriminaalvang,in_roll
kriminaalvastutus,abstr/konkr
kriminaalõigus,abstr/konkr
kriminaliseerima,VERB_muutus
kriminalist,in_elukutse
kriminogeenne,omadus_kval
kriminoloog,in_elukutse
kriminoloogia,vald
kriminull,ese_semio
krimisari,ese_kunst
krimiuudis,ese_semio
Krimmi eestlane,in_rahvas
krimmieestlane,in_rahvas
krimmitatari keel,in_rahvas_keel
krimmitatarlane,in_rahvas
krimpleen,materjal/aine
krimps,nähtus
krimpsu,ADV_seisund
krimpsuma,VERB_muutus
krimpsus,ADV_seisund
krimpsutus,nähtus_psühh
kringliks külmuma,VERB_seisund
krinoliin,ese_riie
kripa-krõpa,omadus_füüs
kripeldama,VERB_seisund
kriska,ese_instru
kriss,ese_instru
kristaljas,omadus_füüs
kristalldeodorant,ese_instru
kristalldetektor,ese_instru
kristallgloobus,ese_instru
kristallhüdraat,materjal/aine
kristalliinne,omadus_füüs
kristalliit,materjal/aine
kristallilaps,inimene
kristalliline,omadus_füüs
kristallima,VERB_muutust põhjustama
kristallipesa,nähtus_loodus
kristallisaator,materjal/aine
kristallisatsioonivesi,materjal/aine
kristalliseerima,VERB_muutust põhjustama
kristalliseeruma,VERB_muutus
kristallistruktuur,omadus_füüs
kristallitera,materjal/aine
kristalliteraapia,vald
kristallivõre,omadus_füüs
kristallkarikas,ese_instru
kristallkuul,ese_instru
Kristallkümmel,toit_jook
kristall-lõunalill,taim
kristallofüüsika,vald
kristallograafia,vald
kristallokeemia,vald
kristallooptika,vald
kristallselge,omadus_füüs
kristallsooda,materjal/aine
kristallsuhkur,toit
kristalluma,VERB_muutus
kristallvaas,ese_anum
kristalselt,ADV_viis
kristianiseerima,VERB_muutust põhjustama
kristianiseeruma,VERB_muutus
kristlane,in_omadus
kristlaskond,in_roll
kristlik,omadus
kristlik ajaarvamine,abstr/konkr
kristlik-demokraatlik,omadus
kristlikkus,abstr/konkr
kristlikult,ADV_viis
kristlus,abstr
kristoloogia,vald
Kristuse iga,omadus_aeg
Kristuse ihu ja veri,toit
Kristuse kroon,taim_liik
kristusekroon,taim_liik
Krišna,in_müt
krišnaiit,in_roll
krišnaism,abstr/konkr
kritikaan,in_omadus
kritikaanitsema,VERB_suhtlus
kritikaanlus,abstr
krititsism,vald
kritseldama,VERB_tegevus
kriugas,tegevus_tegu
kriukamees,in_omadus
kriuks,nähtus_füüs
kriuksatus,nähtus_füüs
kriuksuma,VERB_nähtus
kriunuma,VERB_nähtus
kriunutama,VERB_nähtus
krivitš,in_rahvas
kroaat,in_rahvas
krobenema,VERB_muutus
krobestama,VERB_tegevus
krobestuma,VERB_muutus
krobin,nähtus_füüs
krobisema,VERB_nähtus
krobistama,VERB_nähtus
krohv,materjal/aine
krohvikiht,materjal/aine
krohvima,VERB_tegevus
krohvimatt,ese_instru
krohvimört,materjal/aine
krohvisegu,materjal/aine
krohvkate,materjal/aine
kroitser,ese_instru
krokant,toit
krokeerima,VERB_tegevus
kroko,loom
krokodillid,ese_instru
krokodillinahk,materjal/aine
krokodillipisarad,nähtus_psühh
krokodillipisaraid valama,VERB_seisund
krokodillkaiman,loom
kroks,loom
kroku,loom
kromaatiline helirida,omadus_kval
kromanjooni inimene,inimene
kromanjoonlane,inimene
kromatiid,kehaosa
kromatiin,materjal/aine
kromatograaf,ese_instru
kromatograafiline,omadus_füüs
kromiit,materjal/aine
kromoplast,organism
kromosomaalne,omadus
kromosoom,kehaosa
kromosoomivööt,esitus_kujutis
krompsuma,VERB_nähtus
krompsutama,VERB_toituma
kronist,in_elukutse
kronk,nähtus
kronks,nähtus
kronksu,ADV_seisund
kronksuma,VERB_nähtus
kronksus,ADV_seisund
kronobioloogia,vald
kronograaf,ese_instru
kronoloogiline,omadus_aeg
kronoloogiline vanus,omadus_aeg
kronomeditsiin,vald
kronomeeter,ese_instru
kronometraaž,tegevus
kronometreerima,VERB_tegevus
Kronos,in_müt
kronoskoop,ese_instru
kronotüüp,omadus
kronstein,ese_instru
kroobatama,VERB_muutus
krooge,ese_riie
krookelkonts,ese_riie
krookima,VERB_tegevus
krookkrae,ese_riie
krookniit,ese_instru
krookpael,ese_riie
krooksatama,VERB_nähtus
krooksatus,nähtus_füüs
krooksuma,VERB_nähtus
krookus,taim
krookusliilia,taim
krookvarrukas,ese_riie
krool,abstr/konkr
krooli ujuma,VERB_tegevus
kroom,materjal/aine
kroomima,VERB_tegevus
kroomkollane,materjal/aine
kroommaarjas,materjal/aine
kroomnahk,materjal/aine
kroomnikkel,materjal/aine
kroomnikkelteras,materjal/aine
kroompark,abstr/konkr
kroomparkimine,abstr/konkr
kroomroheline,materjal/aine
kroomsaabas,ese_riie
kroonika,ese_semio
kroonikakirjutaja,in_elukutse
kroonikandja,in_roll
kroonikaraamat,ese_semio
kroonimata kuningas,in_roll
krooni panema,VERB_abstr
krooni pähe panema,VERB_abstr
kroonitud pea,in_elukutse
kroonjas,omadus_füüs
kroonklaas,materjal/aine
kroonkork,ese_instru
kroonleht,taim
Kroonlinna null,esitus_mõõt
kroonlühter,ese
kroonmutter,ese_instru
kroonohakas,taim
kroonuametnik,in_elukutse
kroonukull,esitus_kujutis
kroonulik,omadus_kval
kroonumeelne,omadus_psühh
kroonumees,in_elukutse
kroonutalupoeg,in_roll
kroonutöö,tegevus
kroonuviin,toit_jook
kroonviirus,objekt_loodus
kroop,materjal/aine
krooton,taim
kroovima,VERB_tegevus
kroovjahu,toit
kroovleib,toit
krossijooksja,in_roll
krossimootorratas,ese_instru
krossiratas,ese_instru
krous,ese_riie
krousima,VERB_tegevus
krubis,omadus_füüs
krudin,nähtus_füüs
krudisema,VERB_nähtus
krudistama,VERB_nähtus
kruiisilaev,ese_instru
krunda,ese_instru
krunni,ADV_viis
krunnis,ADV_viis
kruntvärv,materjal/aine
krupjee,in_elukutse
krusa,ese_instru
kruseiro,ese_raha
kruss,kehaosa
krussi,ADV_seisund
krussis,ADV_seisund
krutoon,toit
krutskimees,in_omadus
krutstükk,tegevus_tegu
kruttima,VERB_tegevus
kruu,omadus_füüs
kruubimasin,ese_instru
kruubipuder,toit
kruubitang,toit
kruugutama,VERB_nähtus
kruuksuma,VERB_nähtus
kruup,toit
kruupender,ese_instru
kruupink,ese_instru
kruusakate,materjal/aine
kruusakivi,materjal/aine
kruusane,omadus
kruusapõhi,konkr_omadus
kruusatama,VERB_tegevus
kruusatera,materjal/aine
kruusbetoon,materjal/aine
kruuskate,materjal/aine
kruusliiv,materjal/aine
kruustangid,ese_instru
kruvi,ese_instru
kruvihüpe,tegevus_tegu
kruvijoon,abstr_asend/suund
kruvijooneline,omadus
kruvik,ese_instru
kruvimõõdik,ese_instru
kruvipind,esitus_kujutis
kruvipinguti,ese_instru
kruvipink,ese_instru
kruvipuu,taim
kruvireegel,abstr/konkr
kruviriisk,ese_instru
kruvits,ese_instru
krõbedik,toit
krõbekana,toit
krõbekartul,toit
krõbekülm,omadus_füüs
krõbeleib,toit
krõbi,inimene
krõbinad,toit
krõbusk,toit
krõgin,nähtus_füüs
krõgisema,VERB_nähtus
krõgistama,VERB_tegevus
krõhva,inimene
krõhvitsema,VERB_tegevus
krõksatama,VERB_nähtus
krõksatus,nähtus_füüs
krõksti,omadus_füüs
krõksuma,VERB_nähtus
krõksutama,VERB_nähtus
Krõll,in_müt
krõll,ese
krõllid,ese_kunst
krõmps,omadus_füüs
krõmpskaun,toit_vili
krõmpsluu,kehaosa
krõmpsuma,VERB_nähtus
krõmpsutama,VERB_toituma
krõnksu,ADV_seisund
krõnksus,ADV_seisund
krõpa-krõpa,omadus_füüs
krõpsatama,VERB_nähtus
krõpskuiv,omadus_füüs
krõpsud,toit
krõpsuma,VERB_nähtus
krõpsutama,VERB_tegevus
krõpsu tegema,VERB_tegevus
krõõp,inimene
krõõt,inimene
kräbe,omadus_kval
kräbedus,omadus
krägin,nähtus_füüs
krägisema,VERB_nähtus
krägistama,VERB_nähtus
kräkker,in_tegija
kräpp,konkr
kräss,ese_kunst
krässu,ADV_seisund
krässus,omadus_füüs
kräsujuuksed,kehaosa
kräsuline,omadus_füüs
kräsune,omadus_füüs
kräsupealine,omadus_füüs
kräsupäine,omadus_füüs
kräsus,omadus_füüs
kräuh,omadus_füüs
kräuksatama,VERB_nähtus
kräuksatus,nähtus_füüs
kräuksuma,VERB_nähtus
kräunatama,VERB_nähtus
kräunatus,nähtus_füüs
kräunuma,VERB_nähtus
krääksuma,VERB_nähtus
kräämuline,omadus
krönksu,ADV_seisund
krönksus,ADV_seisund
krööm,kogus
kröömikese,ADV_aste
kröönima,VERB_tegevus
kröösus,in_omadus
krüobioloogia,vald
krüohüdraat,materjal/aine
krüoliit,materjal/aine
krüoloogia,vald
krüoskoopia,vald
krüostaat,ese_instru
krüoteraapia,vald
krüpteerima,VERB_abstr
krüptiline,omadus_kval
krüptima,VERB_abstr
krüptofüüt,taim_liik
krüptogramm,ese_semio
krüptokaevur,inimene
krüptoloogia,vald
krüptomeeria,taim
krüptonüüm,esitus_keel
krüptoon,materjal/aine
krüptoonlamp,ese_instru
krüptoraha,ese_raha
krüptovaluuta,ese_raha
krüptovara,ese_raha
krüsanteem,taim
krüsoberüll,materjal/aine
krüsoliit,materjal/aine
krüsopraas,materjal/aine
krüsotiil,materjal/aine
krüssama,VERB_liikuma
krüšoon,toit_jook
krüüsel,loom_lind
ksantofüll,materjal/aine
ksenobiootikum,materjal/aine
ksenofoob,in_tegija
ksenofoobia,nähtus_psühh
ksenoon,materjal/aine
ksenoonlamp,ese_instru
ksenotransplantatsioon,tegevus
kse-olevik,esitus_keel
ksero,ese_semio
kserofiilne,omadus_füüs
kserofüüt,taim_liik
kserograaf,ese_instru
kserokoopia,ese_semio
ksii,esitus_keel_täht
ksjonds,in_elukutse
ksv!,in_roll
ksüleem,taim
ksüleen,materjal/aine
ksülitool,materjal/aine
ksülofon,ese_instru
ksülofonimängija,in_roll
ksülofonist,in_roll
ksülograaf,in_tegija
ksüloliit,materjal/aine
kšatrija,in_roll
ktooniline,omadus
KT-uuring,tegevus_tegu
kubanka,ese_riie
kubatuur,esitus_mõõt
kubemebandaaž,ese_instru
kubemekanal,kehaosa
kubemesongavöö,ese_instru
kubemetäi,loom_putukas
kubemevolt,kehaosa
kubermangusekretär,esitus_tiitel
kuberner,in_elukutse
kubinal,ADV_viis
kubisema,VERB_seisund
kubism,vald
kubist,in_omadus
kubistlik,omadus
kublaline,omadus
kublik,organism
kubujuss,inimene
kuda,ADV_viis
kudekala,loom_kala
kudema,VERB_tegevus
kudemine,tegevus
kudemisränne,tegevus
kuderavi,abstr/konkr
kuderäim,loom_kala
kuderänne,tegevus
kudo,abstr/konkr
kudrus,ese
kudruskael,in_omadus
kudrustükk,ese_riie
kudrutama,VERB_suhtlus
kudum,ese_riie
kudumisaparaat,ese_instru
kudumishoolik,in_omadus
kudumismasin,ese_instru
kudumispulk,ese_instru
kudumistehnika,abstr/konkr
kudumisteljed,ese_instru
kudumisvarras,ese_instru
kufi,ese_instru
kugin,nähtus_füüs
kugisema,VERB_nähtus
kugistama,VERB_toituma
kuhikjas,omadus_kval
kuhikmürkel,taim_seen
kuhiksõlg,ese_kunst
kuhikuline,omadus_kval
kuhilpesa,objekt_loodus
kuhjalava,ese_instru
kuhjama,VERB_liigutama
kuhjameister,in_omadus
kuhjapesa,ese_instru
kuhjas,ADV_tulemus
kuhjastama,VERB_tegevus
kuhjasti,ese_instru
kuhjavarras,ese_instru
kuhje,tegevus_tegu
kuhjeline,omadus
kuhjum,abstr/konkr_omadus
kuhti,ese_riie
kuhtuma,VERB_muutus
kuhu,ADV_koht
kuhugile,ADV_koht
kuhugipoole,ADV_koht
kuhu juhtub,ADV_koht
kuhukohta,ADV_koht
kuhupoole,abstr_asend/suund
kuhu tahes,ADV_modaalsus
kuhvt,ese_riie
kuidagi,ADV_viis
kuidagimoodi,ADV_viis
kuidagipidi,ADV_viis
kuidagiviisi,ADV_viis
kuidamoodi,ADV_viis
kuidas käbarad käivad,esitus_keel_suhtlus
kuidas käsi käib,esitus_keel_suhtlus
kuidas läheb,esitus_keel_suhtlus
kuidasmoodi,ADV_viis
kuidas võtta,esitus_keel_suhtlus
kuidaviisi,ADV_viis
kuigi,abstr
kuigipalju,ADV_viis
kuigivõrd,ADV_viis
kui hundikurku,ADV_viis
kui mitu,omadus
kuimitu,omadus
kui mutiauku,ADV_viis
kuine,omadus_aeg
kui nii võtta,esitus_keel_suhtlus
kuipalju,ADV_aste
kuiselt,ADV_aeg
kui tahes,ADV_modaalsus
kuitahes,ADV_modaalsus
kuivainepurk,ese_anum
kuivakas,taim
kuivakindel,omadus_kval
kuivale jääma,VERB_seisund
kuivalembene,omadus_füüs
kuival olema,VERB_seisund
kuivama,VERB_muutus
kuivamaamees,in_omadus
kuivamaarott,in_omadus
kuivamaitse,omadus_kval
kuivamatu,omadus
kuivamiskadu,nähtus_loodus
kuivatatud,omadus
kuivatatult,ADV_viis
kuivatet,omadus
kuiva trenni tegema,VERB_tegevus
kuivatus,tegevus_tegu
kuivatusahi,ese_instru
kuivatuskapp,ese_instru
kuivatusmasin,ese_instru
kuivatuspaber,ese
kuivatusrest,ese_instru
kuivatusrätik,ese_riie
kuivavõitu,omadus_kval
kuivekstrakt,materjal/aine
kuivendamine,tegevus
kuivendus,tegevus
kuivendusdreen,ese_instru
kuivendussüsteem,ese_instru
kuivendustoru,ese_instru
kuivenema,VERB_muutus
kuivetama,VERB_muutus
kuivetu,omadus
kuivetuma,VERB_muutus
kuivi jalu,ADV_viis
kuivijalu,ADV_viis
kuivikleib,toit
kuiv jää,materjal/aine
kuivjääk,materjal/aine
kuivkaal,esitus_mõõt
kuivketrus,abstr/konkr
kuivkompass,ese_instru
kuivkrohv,materjal/aine
kuivlill,taim_liik
kuivmarinaad,toit_maitseaine
kuivmass,omadus_füüs
kuivnõel,abstr/konkr
kuivpesu,abstr/konkr
kuivpiiritus,materjal/aine
kuivpreparaat,objekt
kuivpuhastus,tegevus_tegu
kuivpuhtimine,tegevus
kuivpuurimine,tegevus
kuivpärm,toit
kuivsegu,materjal/aine
kuivsilo,toit
kuivsoolamine,tegevus
kuivsööt,toit
kuivšampoon,materjal/aine
kuivtoit,toit
kuivtöötlemine,tegevus
kuivuskindel,omadus_kval
kuivustaim,taim_liik
kuiv vein,toit_jook
kuivviltimine,abstr/konkr
kuivõli,materjal/aine
kuivõrd,ADV_aste
kuivõrra,ADV_aste
kuivülikond,ese_riie
kujukalt,ADV_viis
kujukas,omadus_kval
kujuke,ese_instru
kujuldasa,ADV_viis
kujuline,omadus_füüs
kujundaja,VERB_tegevus
kujundhüpped,vald
kujundikeel,abstr/konkr
kujundiline,omadus_kval
kujundirohke,omadus_kval
kujundlendamine,vald
kujundliikumine,tegevus
kujundlik,omadus_kval
kujundlikustama,VERB_abstr
kujundujuja,in_tegija
kujundujumine,tegevus
kujundusgraafik,in_elukutse
kujundusgraafika,vald
kujunduskunst,vald
kujunduslik,omadus_kval
kujundusraie,tegevus
kujunemiskäik,abstr
kujunemislugu,nähtus
kujunemistee,abstr
kujur,in_elukutse
kujuraidur,in_elukutse
kujuraiuja,in_elukutse
kujusein,ese_instru
kujustama,VERB_tegevus
kujustus,vald
kujuta ette,esitus_keel_suhtlus
kujuta pilti,esitus_keel_suhtlus
kujutav kunst,vald
kujutelema,VERB_abstr
kujutis,esitus_kujutis
kujutlemisi,ADV_viis
kujutlusmaailm,nähtus_psühh
kujutluspilt,nähtus_psühh
kuju võtma,VERB_abstr
kujuõpetus,vald
kukaldama,VERB_tegevus
kukehändtanu,ese_riie
kukehääl,nähtus_füüs
kukekomm,toit
kukeleegu,omadus_füüs
kukeleib,taim
kukele saatma,VERB_psühh_emots
kukemagun,taim
kukepill,ese_instru
kukepüksid,ese_riie
kukerbetoon,materjal/aine
kukerkuut,tegevus_tegu
kukerkuuti,ADV_viis
kukermiit,materjal/aine
kukeroon,materjal/aine
kukerpall,tegevus_tegu
kukerpalli,ADV_viis
kukerpallitama,VERB_liikuma
kukerpuu,taim
kukersiit,materjal/aine
kukersool,materjal/aine
kukesaba,taim
kukesabatanu,ese_riie
kukeseen,taim_seen
kukits,taim
kukkel,toit
kukke viskama,VERB_nähtus
kukk-kaal,abstr/konkr
kukk-kaallane,in_omadus
kukku,omadus_füüs
kukkurhunt,loom
kukkurkaru,loom
kukkurkurat,loom
kukkurlehekonn,loom
kukkurloom,loom
kukkurloomad,loom_liik
kukkurmutt,loom
kukkuropossum,loom
kukkurrott,loom
kukkurtihane,loom_lind
kukkurvili,taim
kuklaauk,kehaosa
kuklaike,ese_instru
kuklajoon,esitus_kujutis
kuklakarvad,kehaosa
kuklalask,tegevus_tegu
kuklalihas,kehaosa
kuklaluu,kehaosa
kuklane,loom_putukas
kuklapool,kehaosa
kuklas,ADV_koht
kuklasagar,kehaosa
kuklasse hingama,VERB_seisund
kuklavolt,kehaosa
kukluksklanlane,in_roll
Ku Klux Klan,grupp
kukrik,loom_putukas
kukruline,loom
kukrulised,loom_liik
kukrut kergendama,VERB_tegevus
kukrut kergitama,VERB_tegevus
kukulind,loom_lind
kukult,ADV_viis
kukupai,omadus_kval
kukusti,ADV_viis
kulaan,loom
kulak,in_omadus
kulaklik,omadus
kulaklus,in_omadus
kulbipill,ese_instru
kulda pesema,VERB_tegevus
kuldasi,ese
kulda uhtma,VERB_tegevus
kuldaväärt,omadus_kval
kuldblond,omadus_füüs_värv
kuldbrokaat,materjal/aine
kuldbulla,ese_semio
kuldehe,ese_kunst
kulden,ese_raha
kuldese,ese
kuldfaasan,loom_lind
kuldfoolium,materjal/aine
Kuldgloobus,ese_instru
kuldhernes,taim
kuldjas,omadus_füüs_värv
kuldjuur,taim
kuldkann,taim
kuldkard,ese_instru
Kuldkaru,ese_kunst
kuldkett,ese_kunst
kuldkevadik,taim
kuldkiri,esitus_kujutis
kuldkirjaline,omadus_füüs
kuldklient,in_roll
kuldkoger,loom_kala
kuldkroon,ese
kuldkõrvarõngas,ese_kunst
kuldlakk,taim
kuldlauk,taim
kuldlill,taim
kuldlõige,abstr
Kuldlõvi,ese_instru
kuldmagaja,in_omadus
kuldmakrell,loom_kala
kuldmampel,taim_seen
kuldmedalimees,in_omadus
kuldmedalist,in_omadus
kuldmehike,ese_kunst
kuldmuna,abstr/konkr_omadus
kuldmune munema,VERB_seisund
kuldmünt,ese_raha
Kuldne Palmioks,ese_instru
kuldne reegel,tegevus_kõnetegu
Kuldne Vaarikas,ese
kuldniit,materjal/aine
kuldnokk,loom_lind
Kuldnõel,ese_kunst
kuldnööp,ese_instru
kuldoranž,omadus_füüs_värv
kuldpaber,materjal/aine
kuldpagun,esitus_kujutis
kuldparandus,tegevus_muutus
kuldpass,ese_semio
kuldpea-pöialpoiss,loom_lind
kuldpruun,omadus_füüs_värv
kuldpunane,omadus_füüs_värv
kuldpõrnikas,loom_putukas
kuldraam,ese
kuldraha,ese_raha
kuldreegel,tegevus_kõnetegu
kuldrenett,toit_vili
Kuldrist,ese_kunst
kuldrist,ese_kunst
kuldristik,taim
kuldroheline,omadus_füüs_värv
kuldrubla,ese_raha
kuldselt,ADV_viis
kuldsuine,omadus_kval
kuldsulg,ese_instru
kuldsuu,in_omadus
kuldsõrmus,ese_kunst
kuldsõstar,taim
kuldsäinas,loom_kala
kuldtatik,taim_seen
kuldtukat,ese_raha
kuldtulikas,taim
kuldtähtedega ajalukku kirjutama,VERB_seisund
kuldtükk,ese_raha
Kuldvaarikas,ese
kuldviisa,abstr/konkr
kuldviljakpalm,taim
kuldvits,taim
kulebjaaka,toit
kulend,kehaosa_loom
kulfi,toit
kulgla,organism
kulgliikumine,nähtus_füüs
kulgur,ese_instru
kulinaariaalane,omadus_kval
kulinaariatoode,toit
kulinaarne,omadus
kulinaartoode,toit
kulisside taga,ADV_viis
kulissraie,tegevus
kulistama,VERB_toituma
kulitš,toit
kuljus,ese_instru
kuljused,ese_instru
kulku,ese_anum
kulla,esitus_keel_suhtlus
kullaauk,abstr/konkr_omadus
kullafond,abstr/konkr
kullaheitlus,tegevus
kullahimu,nähtus_psühh
kullakaevamine,tegevus
kullakamakas,materjal/aine
kullakang,materjal/aine
kullakarva,omadus_füüs_värv
kullakarvaline,omadus_füüs_värv
kullakas,omadus_füüs_värv
kullakate,abstr/konkr
kullaketraja,in_tegija
kullaleht,ese_instru
kullaleid,abstr
kullaliiv,materjal/aine
kullamees,in_omadus
kullapalavik,nähtus
kullapesemine,tegevus
kullapesija,in_tegija
kullasadu,abstr/konkr
kullasoon,abstr/konkr_omadus
kullasoosik,in_roll
kullassepp,in_elukutse
kullas suplema,VERB_seisund
kullastandard,abstr
kullasulam,materjal/aine
kullatera,nähtus
kullatis,materjal/aine
kullatolm,materjal/aine
kullauhtja,in_tegija
kullauhtmine,tegevus
kullavihm,abstr/konkr
kullavõit,abstr/konkr
kullavärviline,omadus_füüs_värv
kuller,in_elukutse
kullerdama,VERB_tegevus
kulleriteenus,tegevus_tegu
kullerkupp,taim
kullersaadetis,ese
kullerteenus,tegevus_tegu
kulli ja kirja viskama,VERB_tegevus
kullilised,loom_liik
kullimäng,tegevus_mäng
kullinina,kehaosa
kullinokad,ese_instru
kullipilk,nähtus_psühh
kulme kergitama,VERB_psühh_emots
kulmineerima,VERB_seisund
kulmineeruma,VERB_seisund
kulmugi kergitamata,ADV_viis
kulmuhari,ese_instru
kulmujoon,esitus_kujutis
kulmukaar,esitus_kujutis
kulmukarv,kehaosa
kulmu kergitama,VERB_psühh_emots
kulmu kergitamata,ADV_viis
kulmukergitus,tegevus_tegu
kulmukortsutus,tegevus_tegu
kulmupliiats,ese_instru
