"value","semantic_type_code"
läbi laskma,VERB_tegevus
läbi laskma,VERB_tegevus
läbi laskma,VERB_tegevus
läbi laskma,VERB_tegevus
läbi laskma,VERB_modaalsus
läbi laskma,VERB_modaalsus
läbi laskma,VERB_seisund
läbi laskma,VERB_modaalsus
läbi laskma,VERB_modaalsus
elatusraha,ese_raha
poolvend,in_sugulane
tänuvõlg,nähtus_psühh
täpike,esitus_kujutis
abiellumisiga,aeg
kaasaaitaja,in_tegija
kaasaaitaja,in_tegija
poolõde,in_sugulane
tärgeldus,tegevus
tärgeldus,seisund
tärin,nähtus_füüs
tärin,nähtus_füüs
tööeesrindlane,inimene
doonor,materjal/aine
doonor,in_roll
doonor,in_roll
ohhetama,VERB_suhtlus
ohhetama,VERB_psühh_emots
matma,VERB_muutust põhjustama
matma,VERB_muutust põhjustama
matma,VERB_muutust põhjustama
matma,VERB_abstr
matma,VERB_muutust põhjustama
matma,VERB_liigutama
matma,VERB_abstr
matma,VERB_tegevus
matma,VERB_liigutama
võlgnevus,nähtus
võlgnevus,nähtus
hädapasunat puhuma,VERB_suhtlus
hädapasunat puhuma,VERB_psühh
tööori,inimene
oigama,VERB_psühh
oigama,VERB_nähtus
oigama,VERB_suhtlus
oigama,VERB_nähtus
oigama,VERB_nähtus
mühama,VERB_toimuma
mühama,VERB_nähtus
mühisema,VERB_liikuma
mühisema,VERB_nähtus
õhkama,VERB_tegevus
õhkama,VERB_muutust põhjustama
õhkama,VERB_nähtus
õhkama,VERB_tegevus
õhkama,VERB_suhtlus
õhkama,VERB_psühh_emots
üle võtma,VERB_tegevus
üle võtma,VERB_muutust põhjustama
leidlaps,loom
leidlaps,in_roll
hooldus,abstr/konkr
hooldus,abstr/konkr
hooldus,tegevus
nimeseadus,ese_semio
alapealkiri,esitus_info
sisukord,ese_semio
jagu,kogus
jagu,koht_asutus
jagu,inimene
jagu,seisund
jagu,ese_semio
jagu,ese_kunst
jagu,abstr/konkr
kirikuraamat,ese_semio
kirikuraamat,ese_semio
tüügassiga,loom
kätte võitma,VERB_muutus
tigedasti,ADV_viis
tigedasti,ADV_aste
istandus,koht_ala
istandus,koht_asutus
istandus,koht_ala
praktik,in_omadus
üksiknumber,ese_semio
peilingaator,ese_instru
pärimisjärglus,abstr
ujur,loom_putukas
järeleandmine,tegevus
järeleandmine,nähtus_psühh
töösulg,tegevus
uljaspea,in_omadus
kärnima,VERB_tegevus
ummispäi,ADV_viis
uniaat,in_roll
saatejuht,in_tegija
aastaraamat,ese_semio
nõutama,VERB_tegevus
pärgamiin,materjal/aine
pärgamiin,ese_instru
pärgamiin,materjal/aine
tseoliit,materjal/aine
toetusstreik,sündmus
hoiatusstreik,sündmus
universaalliim,materjal/aine
üldsus,inimene
vaskvitriol,materjal/aine
küüsi taha saama,VERB_tegevus
päästeteenistus,koht_asutus
lennujuhtimistorn,koht_hoone
töss,in_omadus
töss,omadus_kval
ülalpeetav,in_roll
noolutus,tegevus
noolutamine,tegevus
usuteadlane,in_elukutse
keelekümbleja,omadus
keelekümbleja,in_omadus
utopist,in_omadus
illuminatsioon,nähtus_füüs
illuminatsioon,sündmus
illuminatsioon,nähtus_füüs
illuminatsioon,seisund
tsiibet,materjal/aine
tsiibet,loom
tsiibetkass,loom
kärtsatus,nähtus_füüs
usaldusisik,in_roll
usaldusisik,in_omadus
usaldusisik,in_roll
usaldusisik,in_elukutse
usaldusisik,in_roll
määratlema,VERB_abstr
määratlema,VERB_psühh_mõistus
määratlema,tegevus
modereerima,tegevus
modereerima,tegevus
töövaidluskomisjon,inimene
ilutõug,loom_omadus
vaaraosipelgas,loom_putukas
lauselaiend,esitus_keel
saade,ese_kunst
saade,ese_kunst
saade,ese_semio
organisatsiooniline,omadus_kval
natsionaalne,omadus_kval
aegumine,seisund
raadiosignaal,nähtus_füüs
koopauurija,in_elukutse
leegitsema,VERB_nähtus
leegitsema,VERB_psühh_emots
leegitsema,VERB_muutus
lõkendama,VERB_muutus
lõkendama,VERB_nähtus
lõkendama,VERB_nähtus
lõkendama,VERB_psühh_emots
vaatlusväljak,koht_ala
erialaliit,koht_asutus
omatoodang,ese_semio
omatoodang,ese
omatoodang,ese
uudistesaade,sündmus
tööjoonis,ese_semio
vabrikuvalitsus,in_elukutse
vaegus,abstr/konkr
vastaspool,in_omadus
vastaspool,in_omadus
vastaspool,koht_ala
vahelihas,kehaosa
vaheltsobitaja,in_roll
ära müüma,VERB_tegevus
turustama,VERB_tegevus
sissejuhatus,sündmus
sissejuhatus,tegevus_kõnetegu
sissejuhatus,ese_semio
sissejuhatus,ese_kunst
varasus,abstr/konkr_omadus
vahenduskeel,esitus_keel_suhtlus
täpsustama,VERB_tegevus
vahiputka,koht_hoone
vahiputka,koht_asutus
originaalsus,omadus_abstr
originaalsus,omadus_abstr
molekulmass,esitus_mõõt
protseduurireeglid,abstr/konkr
ärima,VERB_tegevus
diktor,in_elukutse
diktor,in_elukutse
kommentaator,in_roll
reeglina,ADV_viis
reeglina,ADV_aste
rusune,omadus_füüs
rusune,omadus_füüs
ruskjas,omadus_füüs_värv
alampalk,ese_raha
maailmakultuur,ese_kunst
maailmakultuur,abstr
peale kaebama,VERB_suhtlus
peale kaebama,VERB_psühh
russofiilne,omadus_kval
äritsema,VERB_tegevus
vaipelamu,koht_hoone
valgekirju,omadus_füüs_värv
valgusefekt,nähtus_füüs
rutusti,aeg
rutusti,ADV_viis
rutusti,ADV_aeg
regulatsioon,tegevus
regulatsioon,tegevus
regulatsioon,ese_semio
kollektiivleping,abstr/konkr
osalenu,in_tegija
brutopalk,ese_raha
põhipalk,ese_raha
valgustus,tegevus
valgustus,vald
valgustus,abstr
valgustus,nähtus_füüs
palgatase,esitus_mõõt
varal,ADV_viis
resolutsioon,omadus_füüs
resolutsioon,esitus_mõõt
resolutsioon,tegevus_kõnetegu
resolutsioon,ese_semio
resolutsioon,tegevus_kõnetegu
resolutsioon,esitus_kujutis
resolutsioon,tegevus_kõnetegu
resolutsioon,tegevus_kõnetegu
resolutsioon,esitus_kujutis
teabeline enesemääramine,abstr/konkr
taimelava,koht_hoone
taimelava,abstr/konkr_omadus
valjemalt,ADV_aste
valjemalt,ADV_aste
narrima,VERB_tegevus
narrima,VERB_muutust põhjustama
narrima,VERB_suhtlus
veeremängutee,koht_ala
ühesõidukiõnnetus,sündmus
varieteet,abstr
juurdlusorgan,koht_asutus
hüvis,tegevus
hüvis,ese
teabeprivaatsus,abstr/konkr
teisend,abstr
teisend,abstr
teisend,abstr/konkr
näkitsema,VERB_toituma
näkitsema,VERB_tegevus
näkitsema,VERB_toituma
näkkima,VERB_toituma
näkkima,VERB_toituma
näkkima,VERB_tegevus
valitsusväelane,in_elukutse
valitult,ADV_viis
ipriit,materjal/aine
sinepigaas,materjal/aine
rannalaevandus,tegevus
kimbutama,VERB_psühh
lõpparve,abstr/konkr
monokiud,materjal/aine
Pelgurand,koht_geogr
urkima,VERB_suhtlus
urkima,VERB_tegevus
oma,omadus_kval
oma,omadus_kval
oma,omadus_kval
oma,in_tegija
oma,abstr/konkr
oma,omadus
valuutaspekulant,in_roll
koresööt,toit
vanaaeg,aeg
vanaaeg,aeg
nätsutama,VERB_tegevus
nätsutama,VERB_toituma
vanalind,loom_lind
Võmmorski,koht_geogr
Võrevere,koht_geogr
premiks,toit
kaagutama,VERB_suhtlus
kaagutama,VERB_nähtus
Võpolsova,koht_geogr
kutseõpetus,tegevus
Võrkla,koht_geogr
Võrsna,koht_geogr
hurjutama,VERB_suhtlus
juhuvedu,tegevus
sotsiaalteenus,abstr/konkr
alibiturundus,abstr/konkr
Võsivere,koht_geogr
vitamiinipreparaat,materjal/aine
kiud,materjal/aine
kiud,materjal/aine
kiud,materjal/aine
söödasegu,toit
hambaid teritama,VERB_suhtlus
koormama,VERB_psühh
koormama,VERB_seisund
koormama,VERB_seisund
koormama,VERB_seisund
koormama,VERB_tegevus
koormama,VERB_seisund
purema,VERB_tegevus
purema,VERB_seisund
purema,VERB_muutust põhjustama
purema,VERB_tegevus
segasööt,materjal/aine
seedetegevus,tegevus
sotsiaaltoetus,ese_raha
ürama,VERB_tegevus
pringilt,ADV_viis
mäluma,VERB_toituma
mäluma,VERB_suhtlus
Väike-Kareda,koht_geogr
Väike-Pahila,koht_geogr
Väike-Rakke,koht_geogr
Väike-Rakke,koht_geogr
Väike-Rõsna,koht_geogr
arengukava,ese_semio
Väike-Rootsi,koht_geogr
kribelema,VERB_seisund
Vägari,koht_geogr
tugikodu,koht_asutus
rehabilitatsioon,VERB_tegevus
rehabilitatsioon,abstr/konkr
Väike-Veerksu,koht_geogr
Väike-Kamari,koht_geogr
Väiko-Tiilige,koht_geogr
erihooldekodu,koht_asutus
noortekodu,koht_asutus
eluase,koht
kraaksuma,VERB_suhtlus
kraaksuma,VERB_nähtus
kraaksuma,VERB_nähtus
õppejõud,in_elukutse
Väinjärve,koht_geogr
sätestama,VERB_abstr
Väiso,koht_geogr
Väkra,koht_geogr
Välgi,koht_geogr
ängistama,VERB_seisund
ängistama,VERB_psühh_emots
Vändra,koht_geogr
Vändra,koht_geogr
Vändra,koht_geogr
Väluste,koht_geogr
Värssu,koht_geogr
toimetulekupiir,abstr
Väänla,koht_geogr
elluastumine,sündmus
puukentsefaliit,seisund_haigus
tehiolud,abstr
vastuvõetu,in_omadus
invatransport,ese_instru
invatransport,tegevus
kodukoht,koht_ala
ussitama,VERB_abstr
ussitama,VERB_abstr
ussitama,VERB_muutus
vedruäke,ese_instru
vedelpüks,in_omadus
järk-järgult,ADV_viis
talleke,in_omadus
talleke,inimene
talleke,loom
talleke,in_roll
veenastik,loom
lapsetoetus,ese_raha
lapsetoetus,ese_raha
veeringlus,nähtus_füüs
homogenaator,ese_instru
osaajatöötaja,in_tegija
vegetatiivselt,ADV_viis
kammlõikamine,tegevus
kammlõikamine,abstr/konkr
kirje,ese_semio
kirje,esitus
kirje,ese_semio
kirje,esitus_info
meetodnäitleja,in_elukutse
sotsiaalmaks,abstr/konkr
meetodnäitlemine,abstr/konkr
verekämp,seisund_haigus
töötuskindlustus,tegevus
ühiskonnaelu,abstr
sotsiaalabi,abstr/konkr
vestu,ese_instru
töövahendus,tegevus
hädaabitöö,tegevus
tööturuteenus,abstr/konkr
teema-aasta,abstr/konkr
Lääne-Paapua,koht_geogr
lasteasutus,koht_asutus
tööaeg,aeg
puhkusetasu,ese_raha
töödistsipliin,abstr
isekuumenemine,nähtus
põhitöö,tegevus
põhitöö,tegevus
tõrge,nähtus_psühh
tõrge,nähtus
tõrge,nähtus
pahurus,seisund
tööaasta,aeg
viisikatke,abstr/konkr
metaanhape,materjal/aine
vile,omadus_füüs
raseduspuhkus,aeg
sipelghape,materjal/aine
tööalane,omadus
kassaaparaat,ese_instru
töölaud,ese_instru
töölaud,esitus_kujutis
töölaud,ese_instru
veeldatud maagaas,materjal/aine
toitja,in_tegija
toitja,in_roll
transpordikulud,ese_raha
veresugulane,in_sugulane
üldvalgustus,nähtus_füüs
ohkama,VERB_suhtlus
ohkama,VERB_nähtus
ohkama,VERB_psühh
ohkama,VERB_nähtus
kohtvalgustus,nähtus_füüs
viltpliiats,ese_instru
paigake,koht
valgusallikas,ese_instru
valgusallikas,ese
aktuaar,in_elukutse
riskigrupp,inimene
riskigrupp,inimene
suhkruhaige,omadus
suhkruhaige,in_omadus
viskoda,ese_instru
diabeetik,in_omadus
simulatsioon,tegevus
simulatsioon,nähtus_psühh
simulatsioon,tegevus
viskoos,materjal/aine
vivipaar,loom_omadus
vivipaar,loom
taasiseseisvumispäev,sündmus
taasiseseisvumispäev,aeg_tähtpäev
paigakene,koht
inventuur,tegevus_tegu
inventuur,sündmus
tööasend,abstr_asend/suund
tööasend,abstr_asend/suund
nägemishäire,seisund_haigus
maipüha,aeg_tähtpäev
maipüha,aeg_tähtpäev
taassünnipäev,aeg_tähtpäev
vokaaltehnika,abstr
tööpüha,aeg
tööpüha,aeg_tähtpäev
volkar,ese_instru
kraadike,kogus
kraadike,ADV_aste
käitlemine,tegevus
prekursor,materjal/aine
voodivari,ese_instru
töösuhe,abstr
töösuhe,abstr
vormikas,omadus_füüs
vormikas,omadus_füüs
töövahekord,abstr
töövahekord,abstr
unimagun,taim
juut,in_rahvas
juut,in_rahvas
puulõikamine,tegevus
tehnoloogiline,omadus
vot,ADV_modaalsus
erialane,omadus
arstiretsept,ese_semio
üleneja sugulane,in_roll
palgatõend,ese_semio
tööruum,koht_hoone
imeja,ese_instru
imeja,omadus
imeja,loom_omadus
imeja,in_omadus
kraadike,kogus
kraadike,esitus_mõõt
koolitaja,in_elukutse
võimine,nähtus_psühh
närvipinge,seisund
paaristuma,VERB_abstr
energiakulu,esitus_mõõt
energiakulu,esitus_mõõt
kompuutertomograafia,abstr/konkr
unikaalne,omadus_kval
unikaalne,omadus
unikaalne,omadus_kval
paakauto,ese_instru
tervisehäire,seisund_haigus
invaliidsus,seisund_haigus
võistlusrada,koht_ala
täna,aeg
täna,aeg
Kukkuzi,koht_geogr
võlujõud,omadus_psühh
võlujõud,nähtus_psühh
võlujõud,abstr
kraaslõng,materjal/aine
lõppsaadus,abstr
lõpptoodang,abstr
paakvagun,ese_instru
võlupeegel,ese
võllahuumor,tegevus
võllahuumor,ese_kunst
võluloss,koht_hoone
lõpptoode,materjal/aine
lõpptoode,ese_instru
lõpptoode,ese
võrejas,omadus
kiirguma,VERB_liikuma
kiirguma,VERB_nähtus
kiirguma,VERB_seisund
kiirguma,VERB_psühh_emots
kahjutustama,VERB_muutust põhjustama
isetäituv,omadus_füüs
nakkushaigus,seisund_haigus
tervisekasvatus,vald
tervisekasvatus,tegevus
võrkpüüton,loom
võrkmagu,kehaosa_loom
võrkmik,kehaosa_loom
võrsik,taim
propaan,materjal/aine
kiiritama,VERB_tegevus
võrkmõrd,ese_instru
gaasiturbiin,ese_instru
flavonoid,materjal/aine
ohvristamine,tegevus
ohvristumine,nähtus
võõrtolmlemine,tegevus
võõrtolmlemine,nähtus_loodus
mõõtepiirkond,koht_ala
Kurovitsõ,koht_geogr
alaneja sugulane,in_sugulane
vähetasuv,omadus_kval
tööluba,ese_semio
vähemusosalus,seisund
vähemvigur,ese_instru
kribe,kogus
vaktsineerimine,tegevus_tegu
imestamisi,ADV_viis
linnaarst,in_elukutse
pakuke,ese
paksukene,in_omadus
paksukene,omadus_füüs
aastaaruanne,ese_semio
välisraha,ese_raha
välisraha,abstr/konkr
välisrada,koht_ala
välisrada,koht_ala
edasiviide,esitus_keel
ETO,esitus
keemiatööstus,vald
välisuks,ese_instru
väljaaste,osa
väljaaste,koht_hoone
väljaaste,tegevus_tegu
välja arvestama,VERB_abstr
pavana,tegevus
pavana,ese_kunst
klinker,materjal/aine
klinker,materjal/aine
tsemendiklinker,materjal/aine
välja kraamima,VERB_abstr
välja kraamima,VERB_tegevus
mõõtja,in_tegija
mõõtja,ese_instru
kriipsutus,esitus
väljaost,tegevus_tegu
pearaha,ese_raha
pearaha,ese_raha
pearaha,abstr/konkr
pearaha,abstr/konkr
tarbekaup,ese
suplus,tegevus_tegu
maksetähtpäev,aeg
värativeen,kehaosa
kohustuma,VERB_modaalsus
korterelamu,koht_hoone
tõmbesilm,ese_instru
revisjon,tegevus
revisjon,tegevus
revisjon,tegevus
Hevaha,koht_geogr
sanitaarraamat,ese_semio
ennast üleval pidama,VERB_tegevus
ennast üleval pidama,VERB_psühh
väärarend,nähtus_loodus
laisapõlve pidama,VERB_seisund
vöödik,loom_omadus
vöödik,omadus_füüs
vöödik,taim_seen
meeles pidama,VERB_suhtlus
meeles pidama,VERB_psühh
töölähetus,tegevus
mõõtu pidama,VERB_psühh
lähetus,tegevus
manilla sigar,ese_instru
päevaraha,ese_raha
õelusehunnik,in_omadus
nõu pidama,VERB_suhtlus
nõu pidama,VERB_psühh_mõistus
pupp,koht_ala
ellu viima,VERB_abstr
paremaks pidama,VERB_psühh
wok-pann,ese_anum
õhin,nähtus_psühh
umbreeling,ese_instru
käsisüld,esitus_mõõt
õhuballoon,ese_instru
imevärki,omadus_kval
õhupiraat,objekt
õhupiir,esitus_kujutis
silma peal pidama,VERB_seisund
silmas pidama,VERB_psühh
silmas pidama,VERB_psühh_mõistus
Kovaši,koht_geogr
lähiliinibuss,ese_instru
perearstikeskus,koht_asutus
välja pidama,VERB_abstr
inimorganism,loom
inimorganism,inimene
katedraalkirik,koht_hoone
tõus,esitus
tõus,abstr
tõus,nähtus
tõus,nähtus
tõus,tegevus_tegu
tõus,koht
tõus,nähtus_loodus
tõus,nähtus_loodus
tõus,tegevus
taara,ese_anum
kommunaalkulud,ese_raha
käru,ese_instru
käru,tegevus_tegu
käru,ese_instru
käru,ese_instru
pensionitunnistus,ese_semio
hingamiselund,kehaosa
sõrmkinnas,ese_riie
õnnar,kehaosa
SÜKU,koht_asutus
kinnas,ese_riie
mass,esitus_mõõt
mass,kogus
mass,inimene
mass,abstr/konkr_omadus
mass,abstr/konkr_omadus
episoodiline,omadus_kval
episoodiline,omadus_aeg
episoodiline,ese_kunst
episoodiline,sündmus
koolituskeskus,koht_asutus
rannikumurre,in_rahvas_keel
rannikumurre,in_rahvas_keel
rööbastee,koht_ala
rööbastee,koht_ala
mädavill-lööve,seisund_haigus
päikesejänku,nähtus_loodus
ohutegur,abstr/konkr
päevarežiim,abstr/konkr
päikesejänes,nähtus_loodus
õppelabor,koht_hoone
õppelabor,koht_asutus
õps,in_elukutse
ümbermatmine,tegevus_tegu
diagnoosima,VERB_tegevus
psüühikahäire,seisund_haigus
ravimeetod,abstr/konkr
arstiteadus,vald
köbrukene,seisund_haigus
köbrukene,kehaosa
psühhiaatriahaigla,koht_asutus
äbarik,in_omadus
äbarik,ese
äbarik,omadus_kval
õõnistama,VERB_tegevus
virulentsus,nähtus_loodus
EKP,koht_asutus
EKP,esitus
eririietus,ese_riie
Euroopa Keskpank,koht_asutus
Euroopa Keskpank,esitus
võimuesindaja,in_roll
ülemarst,in_elukutse
uus meedia,abstr/konkr_omadus
väntvõll,ese_instru
äsjane,omadus_aeg
ökofüsioloogia,vald
öörahu,aeg
üheline,esitus_arv
üheline,ese_instru
üheline,omadus_füüs
üheline,omadus
üheline,ese_raha
ühelauseline,omadus
ühendik,in_roll
ühendik,esitus_arv
empiirilisus,omadus_kval
Kattila,koht_geogr
elutekkeline,omadus_kval
elutekkene,omadus_kval
lämu,materjal/aine
majajas,loom
teeviit,esitus_info
teeviit,ese_instru
tollivaba,omadus
ülahuul,kehaosa
üksikõu,koht_hoone
üksüheselt,ADV_viis
ülal,ADV_koht
ülal,ADV_koht
längutama,VERB_muutus
korduvus,nähtus
üldhaigus,seisund_haigus
üldhinnang,tegevus_kõnetegu
keskalluvus,omadus_kval
oma tehtud,omadus_kval
oma tehtud,omadus_kval
üle astuma,VERB_liikuma
üle astuma,VERB_tegevus
ülearuselt,ADV_aste
üle kontrollima,VERB_tegevus
üleolekutunne,nähtus
artišokk,toit
artišokk,taim
reagent,materjal/aine
punapeet,toit
punapeet,taim
söögipeet,taim
surimuri,omadus_kval
surimuri,seisund
üles looma,VERB_tegevus
aretusühing,koht_asutus
kõige vääritumalt,ADV_viis
ise tehtud,omadus_kval
ise tehtud,omadus_kval
ise tehtud,omadus_kval
jõudeaeg,aeg
ülevaataja,in_elukutse
ülevaataja,in_elukutse
polümerisatsioon,nähtus
riigikord,abstr/konkr
riigikord,abstr/konkr
ülikoolihoone,koht_hoone
rooskapsas,toit_vili
rooskapsas,taim
tsitrusvili,toit_vili
tsitrusvili,taim
üliõpilasliikumine,tegevus
vaimupäev,aeg
endatehtud,omadus_kval
rasvasisaldus,omadus_füüs
surra-murra,omadus_kval
surra-murra,seisund
Tokio,koht_geogr
tailiha,toit
üürivõlgnik,in_roll
x-faktor,omadus_kval
rannikuvöönd,koht_ala
akuraatselt,ADV_viis
akvarist,in_tegija
kinnisvaratehing,tegevus_tegu
mereimetaja,loom_liik
tuliselt,ADV_aste
tuliselt,ADV_viis
staatus,seisund
staatus,abstr
zootehnika,vald
zootehnika,vald
köögivili,toit_vili
köögivili,taim_liik
viinapuu,taim
ülikasum,ese_raha
viinamarjaistandus,koht_ala
maa hindamine,tegevus
sektsioon,tegevus
sektsioon,ese_instru
sektsioon,ese_instru
sektsioon,koht_asutus
sektsioon,in_roll
sektsioon,koht_asutus
spordivarustus,ese
vaigatama,VERB_suhtlus
ülihästi,ADV_viis
ülihästi,ADV_aste
eluaeg,aeg
eluaeg,aeg
elupäev,aeg
elupäev,aeg
mullaelustik,organism
tarretus,seisund
tindikala,toit
tindikala,loom_kala
tindikala,loom
tarkvaramajutus,tegevus_tegu
vaibefaas,aeg
histoloog,in_elukutse
lärtsutama,VERB_nähtus
puusakil,ADV_viis
haldusasutus,koht_asutus
valet vanduma,VERB_suhtlus
interrindelane,in_roll
pikša,loom_kala
raskus,abstr/konkr
raskus,abstr/konkr
raskus,omadus_kval
raskus,ese
raskus,omadus_füüs
superhea,omadus_kval
ülihea,omadus_kval
kadestus,nähtus_psühh
küllaltki,ADV_viis
küllaltki,ADV_aste
ustavalt,ADV_viis
vaakumküpsetus,tegevus
põrgutukk,in_omadus
slepptou,ese_instru
kibelus,nähtus
kibelus,nähtus_psühh
ketserlikkus,abstr/konkr
nõiamoor,in_omadus
nõiamoor,in_omadus
nõiamoor,in_müt
fuuria,in_omadus
fuuria,in_müt
megäär,in_omadus
tarkuspäev,sündmus
klorit,materjal/aine
tõkkepuu,ese_instru
raputama,VERB_tegevus
raputama,VERB_liikuma/liigutama
raputama,VERB_psühh_emots
raputama,VERB_liigutama
kriitima,VERB_tegevus
kriitima,VERB_tegevus
kosmetoloog,in_elukutse
palgivedaja,in_tegija
põdeja,in_omadus
põdeja,in_omadus
ratsasõit,vald
ratsasõit,tegevus
küllalt,ADV_viis
küllalt,ADV_aste
küllalt,ADV_aste
maateaduslik,omadus_füüs
looduslik,omadus_kval
looduslik,omadus
papake,in_sugulane
konventsioon,ese_semio
konventsioon,ese_semio
konventsioon,abstr/konkr
Õrsava,koht_geogr
Õvi,koht_geogr
Äherdi,koht_geogr
lustakas,omadus_psühh
lustlik,omadus_psühh
lustilik,omadus_psühh
lustiline,omadus_psühh
läbistikku,ADV_viis
läbistikku,ADV_viis
Õuna,koht_geogr
Õvanurme,koht_geogr
peiarlik,omadus_kval
Äigrumäe,koht_geogr
Ärina,koht_geogr
Äteniidi,koht_geogr
Ööriku,koht_geogr
Ühtri,koht_geogr
papakene,in_sugulane
Ämmuste,koht_geogr
Ängi,koht_geogr
Änkküla,koht_geogr
Äriküla,koht_geogr
Ätte,koht_geogr
Änari,koht_geogr
Ülemõisa,koht_geogr
pillerkaar,nähtus
pillerkaar,tegevus
pillerkaar,tegevus
pillerkaar,sündmus
trill ja trall,tegevus
trill ja trall,sündmus
võitma,VERB_tegevus
võitma,VERB_psühh
võitma,VERB_abstr
võitma,VERB_tegevus
võitma,VERB_tegevus
võidutsema,VERB_psühh
võidutsema,VERB_abstr
tuisupea,in_omadus
läinu,abstr/konkr_omadus
eessõna,esitus_keel
eessõna,ese_semio
imu,ese_riie
imu,tegevus
kehkjas,omadus_psühh
näokrimpsutus,tegevus_tegu
imestelema,VERB_psühh
imestlema,VERB_psühh
ohtrus,omadus_kval
ohtrus,omadus_kval
omaksvõtmine,tegevus_tegu
lutt,ese_instru
lutt,ese_instru
rahastama,VERB_tegevus
tulipea,in_omadus
finantsabi,abstr/konkr
immuunseerum,materjal/aine
rahaline abi,ese_raha
eelarveaasta,aeg
pealtväetus,tegevus
esmaslevitamine,tegevus_tegu
tripp,ese_riie
tripp,ese_instru
tripp,ese_riie
investeerimisfond,koht_asutus
investeerimisfond,ese_raha
investor,in_tegija
investor,in_elukutse
teatrialane,omadus_kval
primatoloog,in_elukutse
prõksatus,nähtus_füüs
nina krimpsutama,VERB_psühh
sanktsioon,seisund
sanktsioon,abstr/konkr
sanktsioon,abstr/konkr
sanktsioon,abstr/konkr
krimpsutus,nähtus_psühh
levimus,nähtus
püüdja,ese_instru
püüdja,in_tegija
informeerima,VERB_suhtlus
püüdlikkus,omadus_psühh
raadioastronoom,in_elukutse
pookimisnuga,ese_instru
insaider,in_omadus
raudkindlalt,ADV_viis
puittaim,taim_liik
regeneratsioon,nähtus_loodus
regeneratsioon,VERB_tegevus
lõikeroos,taim
uudismaalane,in_tegija
uudismaaharija,in_tegija
uuspere,inimene
uuspere,grupp
teenijapere,inimene
teenijaspere,inimene
eriaegselt,ADV_viis
kirtsutama,VERB_tegevus
kirtsutama,VERB_psühh
osatäht,ese_semio
trükiarv,esitus_arv
tiraaž,esitus_arv
stomatoloog,in_elukutse
miinimummäär,esitus_mõõt
suitsugaas,materjal/aine
eriaegsus,omadus_aeg
näuhti,nähtus
näuhti,ADV_viis
siuhti,nähtus
siuhti,ADV_viis
ümber jooksma,VERB_liikuma
ümber jooksma,VERB_liikuma
ümber jooksma,VERB_liikuma
fondibörs,koht_asutus
partnerriik,koht
erisuguselt,ADV_viis
veesoojendi,ese_instru
kriuh-kräuh,nähtus
kriuh-kräuh,ADV_viis
erisugusus,omadus_kval
noorkala,loom_kala
järelevalveorgan,koht_asutus
järelevalveorgan,inimene
vingutama,VERB_tegevus
vingutama,VERB_nähtus
vingutama,VERB_tegevus
vingutama,VERB_nähtus
rakenduskava,ese_semio
rakenduskava,abstr/konkr
tsütoloog,in_elukutse
eraettevõtja,in_elukutse
etapiti,ADV_viis
tulemusrikkalt,ADV_tulemus
kriunutama,VERB_nähtus
lõbustuma,VERB_psühh
vaokene,objekt
etapiviisi,ADV_viis
