pat_id,verbobl,word,case,gov,verb_word,compound_prt1,compound_prt2,compound_prt3,adp,other,verb,deprel
293,pahvatama - all (kellele/millele),pahvatama,all,kellele/millele,pahvatama,,,,,,,obl
294,ütlema vastu - all (kellele/millele),ütlema vastu,all,kellele/millele,ütlema,vastu,,,,,,obl
295,faksima - all (kellele/millele),faksima,all,kellele/millele,faksima,,,,,,,obl
296,hukkuma - all (kellele/millele),hukkuma,all,kellele/millele,hukkuma,,,,,,,obl
297,avaldama tänu - all (kellele/millele),avaldama tänu,all,kellele/millele,avaldama,tänu,,,,,,obl
298,rääkima välja - all (kellele/millele),rääkima välja,all,kellele/millele,rääkima,välja,,,,,,obl
299,parseldama maha - all (kellele/millele),parseldama maha,all,kellele/millele,parseldama,maha,,,,,,obl
300,peetama - all (kellele/millele),peetama,all,kellele/millele,peetama,,,,,,,obl
301,vorpima - all (kellele/millele),vorpima,all,kellele/millele,vorpima,,,,,,,obl
302,äigama - all (kellele/millele),äigama,all,kellele/millele,äigama,,,,,,,obl
303,rääkima ära - all (kellele/millele),rääkima ära,all,kellele/millele,rääkima,ära,,,,,,obl
304,sahkerdama - all (kellele/millele),sahkerdama,all,kellele/millele,sahkerdama,,,,,,,obl
305,jutlustama - all (kellele/millele),jutlustama,all,kellele/millele,jutlustama,,,,,,,obl
306,nõudma tagasi - all (kellele/millele),nõudma tagasi,all,kellele/millele,nõudma,tagasi,,,,,,obl
307,müüma kokku - all (kellele/millele),müüma kokku,all,kellele/millele,müüma,kokku,,,,,,obl
308,sõnastama - all (kellele/millele),sõnastama,all,kellele/millele,sõnastama,,,,,,,obl
309,juhtima otsa - all (kellele/millele),juhtima otsa,all,kellele/millele,juhtima,otsa,,,,,,obl
310,järelduma - all (kellele/millele),järelduma,all,kellele/millele,järelduma,,,,,,,obl
311,jutustama ümber - all (kellele/millele),jutustama ümber,all,kellele/millele,jutustama,ümber,,,,,,obl
312,kirjutama välja - all (kellele/millele),kirjutama välja,all,kellele/millele,kirjutama,välja,,,,,,obl
313,kirjutama vastu - all (kellele/millele),kirjutama vastu,all,kellele/millele,kirjutama,vastu,,,,,,obl
314,kirjutama valmis - all (kellele/millele),kirjutama valmis,all,kellele/millele,kirjutama,valmis,,,,,,obl
315,kleepuma külge - all (kellele/millele),kleepuma külge,all,kellele/millele,kleepuma,külge,,,,,,obl
316,kleepima külge - all (kellele/millele),kleepima külge,all,kellele/millele,kleepima,külge,,,,,,obl
317,müüma tagasi - all (kellele/millele),müüma tagasi,all,kellele/millele,müüma,tagasi,,,,,,obl
318,müüma ära - all (kellele/millele),müüma ära,all,kellele/millele,müüma,ära,,,,,,obl
319,kirjutama ette - all (kellele/millele),kirjutama ette,all,kellele/millele,kirjutama,ette,,,,,,obl
320,kisendama - all (kellele/millele),kisendama,all,kellele/millele,kisendama,,,,,,,obl
321,tagama võidu - all (kellele/millele),tagama võidu,all,kellele/millele,tagama,võidu,,,,,,obl
322,seletama ära - all (kellele/millele),seletama ära,all,kellele/millele,seletama,ära,,,,,,obl
323,naeratama vastu - all (kellele/millele),naeratama vastu,all,kellele/millele,naeratama,vastu,,,,,,obl
324,naerma - all (kellele/millele),naerma,all,kellele/millele,naerma,,,,,,,obl
325,"olema juurde, vaja - all (kellele/millele)",olema juurde,all,kellele/millele,olema,juurde,,,,,,obl
326,"olema juurde, vaja - all (kellele/millele)",olema vaja,all,kellele/millele,olema,vaja,,,,,,obl
327,jagama kokku - all (kellele/millele),jagama kokku,all,kellele/millele,jagama,kokku,,,,,,obl
328,sõitma tagant - all (kellele/millele),sõitma tagant,all,kellele/millele,sõitma,tagant,,,,,,obl
329,"sõitma tagant, otsa - all (kellele/millele)",sõitma tagant,all,kellele/millele,sõitma,tagant,,,,,,obl
330,"sõitma tagant, otsa - all (kellele/millele)",sõitma otsa,all,kellele/millele,sõitma,otsa,,,,,,obl
331,"sõitma tagant, sisse - all (kellele/millele)",sõitma tagant,all,kellele/millele,sõitma,tagant,,,,,,obl
332,"sõitma tagant, sisse - all (kellele/millele)",sõitma sisse,all,kellele/millele,sõitma,sisse,,,,,,obl
333,ohkama - all (kellele/millele),ohkama,all,kellele/millele,ohkama,,,,,,,obl
334,jootma sisse - all (kellele/millele),jootma sisse,all,kellele/millele,jootma,sisse,,,,,,obl
335,jooksma järele - all (kellele/millele),jooksma järele,all,kellele/millele,jooksma,järele,,,,,,obl
336,vestma - all (kellele/millele),vestma,all,kellele/millele,vestma,,,,,,,obl
337,refereerima - all (kellele/millele),refereerima,all,kellele/millele,refereerima,,,,,,,obl
338,jootma - all (kellele/millele),jootma,all,kellele/millele,jootma,,,,,,,obl
339,reetma - all (kellele/millele),reetma,all,kellele/millele,reetma,,,,,,,obl
340,joonistama ette - all (kellele/millele),joonistama ette,all,kellele/millele,joonistama,ette,,,,,,obl
341,jalutama vastu - all (kellele/millele),jalutama vastu,all,kellele/millele,jalutama,vastu,,,,,,obl
342,jääma lahti - all (kellele/millele),jääma lahti,all,kellele/millele,jääma,lahti,,,,,,obl
343,jätma lahti - all (kellele/millele),jätma lahti,all,kellele/millele,jätma,lahti,,,,,,obl
344,jätma alles - all (kellele/millele),jätma alles,all,kellele/millele,jätma,alles,,,,,,obl
345,viibutama - all (kellele/millele),viibutama,all,kellele/millele,viibutama,,,,,,,obl
346,jagama välja - all (kellele/millele),jagama välja,all,kellele/millele,jagama,välja,,,,,,obl
347,jagama laiali - all (kellele/millele),jagama laiali,all,kellele/millele,jagama,laiali,,,,,,obl
348,nakatuma - all (kellele/millele),nakatuma,all,kellele/millele,nakatuma,,,,,,,obl
349,pidama maha - all (kellele/millele),pidama maha,all,kellele/millele,pidama,maha,,,,,,obl
350,kiitma heaks - all (kellele/millele),kiitma heaks,all,kellele/millele,kiitma,heaks,,,,,,obl
351,kiirgama - all (kellele/millele),kiirgama,all,kellele/millele,kiirgama,,,,,,,obl
352,ulatama tagasi - all (kellele/millele),ulatama tagasi,all,kellele/millele,ulatama,tagasi,,,,,,obl
353,kippuma kallale - all (kellele/millele),kippuma kallale,all,kellele/millele,kippuma,kallale,,,,,,obl
354,karmistama - all (kellele/millele),karmistama,all,kellele/millele,karmistama,,,,,,,obl
355,sünnitama - all (kellele/millele),sünnitama,all,kellele/millele,sünnitama,,,,,,,obl
356,katsuma - all (kellele/millele),katsuma,all,kellele/millele,katsuma,,,,,,,obl
357,süstima - all (kellele/millele),süstima,all,kellele/millele,süstima,,,,,,,obl
358,noogutama - all (kellele/millele),noogutama,all,kellele/millele,noogutama,,,,,,,obl
359,kippuma peale - all (kellele/millele),kippuma peale,all,kellele/millele,kippuma,peale,,,,,,obl
360,kihutama järele - all (kellele/millele),kihutama järele,all,kellele/millele,kihutama,järele,,,,,,obl
361,nentima - all (kellele/millele),nentima,all,kellele/millele,nentima,,,,,,,obl
362,tegema lahti - all (kellele/millele),tegema lahti,all,kellele/millele,tegema,lahti,,,,,,obl
363,kinkima ära - all (kellele/millele),kinkima ära,all,kellele/millele,kinkima,ära,,,,,,obl
364,kindlustuma - all (kellele/millele),kindlustuma,all,kellele/millele,kindlustuma,,,,,,,obl
365,kindlustama võidu - all (kellele/millele),kindlustama võidu,all,kellele/millele,kindlustama,võidu,,,,,,obl
366,kinkima edasi - all (kellele/millele),kinkima edasi,all,kellele/millele,kinkima,edasi,,,,,,obl
367,korrutama - all (kellele/millele),korrutama,all,kellele/millele,korrutama,,,,,,,obl
368,korvama - all (kellele/millele),korvama,all,kellele/millele,korvama,,,,,,,obl
369,sepistama - all (kellele/millele),sepistama,all,kellele/millele,sepistama,,,,,,,obl
370,komponeerima - all (kellele/millele),komponeerima,all,kellele/millele,komponeerima,,,,,,,obl
371,komistama otsa - all (kellele/millele),komistama otsa,all,kellele/millele,komistama,otsa,,,,,,obl
372,taguma - all (kellele/millele),taguma,all,kellele/millele,taguma,,,,,,,obl
373,tagurdama otsa - all (kellele/millele),tagurdama otsa,all,kellele/millele,tagurdama,otsa,,,,,,obl
374,seostuma - all (kellele/millele),seostuma,all,kellele/millele,seostuma,,,,,,,obl
375,tõstma ette - all (kellele/millele),tõstma ette,all,kellele/millele,tõstma,ette,,,,,,obl
376,kordama üle - all (kellele/millele),kordama üle,all,kellele/millele,kordama,üle,,,,,,obl
377,seostama - all (kellele/millele),seostama,all,kellele/millele,seostama,,,,,,,obl
378,tõstatama - all (kellele/millele),tõstatama,all,kellele/millele,tõstatama,,,,,,,obl
379,koolitama - all (kellele/millele),koolitama,all,kellele/millele,koolitama,,,,,,,obl
380,vaaritama - all (kellele/millele),vaaritama,all,kellele/millele,vaaritama,,,,,,,obl
381,kauplema välja - all (kellele/millele),kauplema välja,all,kellele/millele,kauplema,välja,,,,,,obl
382,keelama ära - all (kellele/millele),keelama ära,all,kellele/millele,keelama,ära,,,,,,obl
383,vaatama sisse - all (kellele/millele),vaatama sisse,all,kellele/millele,vaatama,sisse,,,,,,obl
384,keetma - all (kellele/millele),keetma,all,kellele/millele,keetma,,,,,,,obl
385,"vaatama alt, üles - all (kellele/millele)",vaatama alt,all,kellele/millele,vaatama,alt,,,,,,obl
386,"vaatama alt, üles - all (kellele/millele)",vaatama üles,all,kellele/millele,vaatama,üles,,,,,,obl
387,keerama taha - all (kellele/millele),keerama taha,all,kellele/millele,taha,keerama,,,,,,obl
388,vaatama järele - all (kellele/millele),vaatama järele,all,kellele/millele,vaatama,järele,,,,,,obl
389,koorima - all (kellele/millele),koorima,all,kellele/millele,koorima,,,,,,,obl
390,möelduma - all (kellele/millele),möelduma,all,kellele/millele,,möelduma,,,,,,obl
391,vaatama vastu - all (kellele/millele),vaatama vastu,all,kellele/millele,vaatama,vastu,,,,,,obl
392,keerama kokku - all (kellele/millele),keerama kokku,all,kellele/millele,keerama,kokku,,,,,,obl
393,tormama vastu - all (kellele/millele),tormama vastu,all,kellele/millele,tormama,vastu,,,,,,obl
394,pugema sisse - all (kellele/millele),pugema sisse,all,kellele/millele,pugema,sisse,,,,,,obl
395,teadvustama - all (kellele/millele),teadvustama,all,kellele/millele,teadvustama,,,,,,,obl
396,tormama järele - all (kellele/millele),tormama järele,all,kellele/millele,tormama,järele,,,,,,obl
397,tormama kallale - all (kellele/millele),tormama kallale,all,kellele/millele,tormama,kallale,,,,,,obl
398,lendama järele - all (kellele/millele),lendama järele,all,kellele/millele,lendama,järele,,,,,,obl
399,lendama otsa - all (kellele/millele),lendama otsa,all,kellele/millele,lendama,otsa,,,,,,obl
400,lekitama - all (kellele/millele),lekitama,all,kellele/millele,lekitama,,,,,,,obl
401,maitsema - all (kellele/millele),maitsema,all,kellele/millele,maitsema,,,,,,,obl
402,maitsma - all (kellele/millele),maitsma,all,kellele/millele,maitsma,,,,,,,obl
403,"tegema otsa, peale - all (kellele/millele)",tegema otsa,all,kellele/millele,tegema,otsa,,,,,,obl
404,"tegema otsa, peale - all (kellele/millele)",tegema peale,all,kellele/millele,tegema,peale,,,,,,obl
405,teadustama - all (kellele/millele),teadustama,all,kellele/millele,teadustama,,,,,,,obl
406,terenduma - all (kellele/millele),terenduma,all,kellele/millele,terenduma,,,,,,,obl
407,lendama peale - all (kellele/millele),lendama peale,all,kellele/millele,lendama,peale,,,,,,obl
408,laulma ette - all (kellele/millele),laulma ette,all,kellele/millele,laulma,ette,,,,,,obl
409,liputama - all (kellele/millele),liputama,all,kellele/millele,liputama,,,,,,,obl
410,lavastama - all (kellele/millele),lavastama,all,kellele/millele,lavastama,,,,,,,obl
411,terendama - all (kellele/millele),terendama,all,kellele/millele,terendama,,,,,,,obl
412,toimetama edasi - all (kellele/millele),toimetama edasi,all,kellele/millele,toimetama,edasi,,,,,,obl
413,presenteerima - all (kellele/millele),presenteerima,all,kellele/millele,presenteerima,,,,,,,obl
414,lubama kokku - all (kellele/millele),lubama kokku,all,kellele/millele,lubama,kokku,,,,,,obl
415,pressima peale - all (kellele/millele),pressima peale,all,kellele/millele,pressima,peale,,,,,,obl
416,tegema alla - all (kellele/millele),tegema alla,all,kellele/millele,tegema,alla,,,,,,obl
417,loosima - all (kellele/millele),loosima,all,kellele/millele,loosima,,,,,,,obl
418,mahtuma sisse - all (kellele/millele),mahtuma sisse,all,kellele/millele,mahtuma,sisse,,,,,,obl
419,lükkama ette - all (kellele/millele),lükkama ette,all,kellele/millele,lükkama,ette,,,,,,obl
420,praadima - all (kellele/millele),praadima,all,kellele/millele,praadima,,,,,,,obl
421,tegema kokku - all (kellele/millele),tegema kokku,all,kellele/millele,tegema,kokku,,,,,,obl
422,plaksutama - all (kellele/millele),plaksutama,all,kellele/millele,plaksutama,,,,,,,obl
423,looma külge - all (kellele/millele),looma külge,all,kellele/millele,,looma,külge,,,,,obl
424,looma rindu - all (kellele/millele),looma rindu,all,kellele/millele,,looma,rindu,,,,,obl
425,looma vastu - all (kellele/millele),looma vastu,all,kellele/millele,,looma,vastu,,,,,obl
426,tegema säru - all (kellele/millele),tegema säru,all,kellele/millele,tegema,säru,,,,,,obl
427,m6elduma - all (kellele/millele),m6elduma,all,kellele/millele,,m6elduma,,,,,,obl
428,lööma külge - all (kellele/millele),lööma külge,all,kellele/millele,lööma,külge,,,,,,obl
429,maksma kokku - all (kellele/millele),maksma kokku,all,kellele/millele,maksma,kokku,,,,,,obl
430,tegema otsa - all (kellele/millele),tegema otsa,all,kellele/millele,tegema,otsa,,,,,,obl
431,maksma ette - all (kellele/millele),maksma ette,all,kellele/millele,maksma,ette,,,,,,obl
432,maksma edasi - all (kellele/millele),maksma edasi,all,kellele/millele,maksma,edasi,,,,,,obl
433,poseerima - all (kellele/millele),poseerima,all,kellele/millele,poseerima,,,,,,,obl
434,tegema valmis - all (kellele/millele),tegema valmis,all,kellele/millele,tegema,valmis,,,,,,obl
435,lükkama ümber - all (kellele/millele),lükkama ümber,all,kellele/millele,lükkama,ümber,,,,,,obl
436,tekitama kokku - all (kellele/millele),tekitama kokku,all,kellele/millele,tekitama,kokku,,,,,,obl
437,lööma rindu - all (kellele/millele),lööma rindu,all,kellele/millele,lööma,rindu,,,,,,obl
438,lööma tagasi - all (kellele/millele),lööma tagasi,all,kellele/millele,lööma,tagasi,,,,,,obl
439,lööma sisse - all (kellele/millele),lööma sisse,all,kellele/millele,lööma,sisse,,,,,,obl
440,lööma vastu - all (kellele/millele),lööma vastu,all,kellele/millele,lööma,vastu,,,,,,obl
441,pomisema - all (kellele/millele),pomisema,all,kellele/millele,pomisema,,,,,,,obl
442,solvama - all (kellele/millele),solvama,all,kellele/millele,solvama,,,,,,,obl
443,mekkima - all (kellele/millele),mekkima,all,kellele/millele,mekkima,,,,,,,obl
444,kaebama edasi - all (kellele/millele),kaebama edasi,all,kellele/millele,kaebama,edasi,,,,,,obl
445,kangastuma - all (kellele/millele),kangastuma,all,kellele/millele,kangastuma,,,,,,,obl
446,sümboliseerima - all (kellele/millele),sümboliseerima,all,kellele/millele,sümboliseerima,,,,,,,obl
447,nutma - all (kellele/millele),nutma,all,kellele/millele,nutma,,,,,,,obl
448,vaidlustama - all (kellele/millele),vaidlustama,all,kellele/millele,vaidlustama,,,,,,,obl
449,sümpatiseerima - all (kellele/millele),sümpatiseerima,all,kellele/millele,sümpatiseerima,,,,,,,obl
450,kandma edasi - all (kellele/millele),kandma edasi,all,kellele/millele,kandma,edasi,,,,,,obl
451,kanduma edasi - all (kellele/millele),kanduma edasi,all,kellele/millele,kanduma,edasi,,,,,,obl
452,näitama ära - all (kellele/millele),näitama ära,all,kellele/millele,näitama,ära,,,,,,obl
453,jääma üle - all (kellele/millele),jääma üle,all,kellele/millele,jääma,üle,,,,,,obl
454,jääma väheks - all (kellele/millele),jääma väheks,all,kellele/millele,jääma,väheks,,,,,,obl
455,jääma võlg - all (kellele/millele),jääma võlg,all,kellele/millele,jääma,võlg,,,,,,obl
456,varastama - all (kellele/millele),varastama,all,kellele/millele,varastama,,,,,,,obl
457,sööbima - all (kellele/millele),sööbima,all,kellele/millele,sööbima,,,,,,,obl
458,näitama välja - all (kellele/millele),näitama välja,all,kellele/millele,näitama,välja,,,,,,obl
459,raporteerima - all (kellele/millele),raporteerima,all,kellele/millele,raporteerima,,,,,,,obl
460,jõudma pärale - all (kellele/millele),jõudma pärale,all,kellele/millele,jõudma,pärale,,,,,,obl
461,kandma tagasi - all (kellele/millele),kandma tagasi,all,kellele/millele,kandma,tagasi,,,,,,obl
462,nähtuma - all (kellele/millele),nähtuma,all,kellele/millele,nähtuma,,,,,,,obl
463,kahtlustama - all (kellele/millele),kahtlustama,all,kellele/millele,kahtlustama,,,,,,,obl
464,söötma sisse - all (kellele/millele),söötma sisse,all,kellele/millele,söötma,sisse,,,,,,obl
465,söötma ette - all (kellele/millele),söötma ette,all,kellele/millele,söötma,ette,,,,,,obl
466,kargama kallale - all (kellele/millele),kargama kallale,all,kellele/millele,kargama,kallale,,,,,,obl
467,vahtima järele - all (kellele/millele),vahtima järele,all,kellele/millele,vahtima,järele,,,,,,obl
468,kantima - all (kellele/millele),kantima,all,kellele/millele,kantima,,,,,,,obl
469,sebima - all (kellele/millele),sebima,all,kellele/millele,sebima,,,,,,,obl
470,valama välja - all (kellele/millele),valama välja,all,kellele/millele,valama,välja,,,,,,obl
471,sisistama - all (kellele/millele),sisistama,all,kellele/millele,sisistama,,,,,,,obl
472,sisustama - all (kellele/millele),sisustama,all,kellele/millele,sisustama,,,,,,,obl
473,toonitama - all (kellele/millele),toonitama,all,kellele/millele,toonitama,,,,,,,obl
474,toppima sisse - all (kellele/millele),toppima sisse,all,kellele/millele,toppima,sisse,,,,,,obl
475,teadvustuma - all (kellele/millele),teadvustuma,all,kellele/millele,teadvustuma,,,,,,,obl
476,toppima - all (kellele/millele),toppima,all,kellele/millele,toppima,,,,,,,obl
477,teatama ette - all (kellele/millele),teatama ette,all,kellele/millele,teatama,ette,,,,,,obl
478,lobisema - all (kellele/millele),lobisema,all,kellele/millele,lobisema,,,,,,,obl
479,meisterdama - all (kellele/millele),meisterdama,all,kellele/millele,meisterdama,,,,,,,obl
480,meilima - all (kellele/millele),meilima,all,kellele/millele,meilima,,,,,,,obl
481,tooma ette - all (kellele/millele),tooma ette,all,kellele/millele,tooma,ette,,,,,,obl
482,linastuma - all (kellele/millele),linastuma,all,kellele/millele,linastuma,,,,,,,obl
483,produtseerima - all (kellele/millele),produtseerima,all,kellele/millele,produtseerima,,,,,,,obl
484,teenima välja - all (kellele/millele),teenima välja,all,kellele/millele,teenima,välja,,,,,,obl
485,sööstma järele - all (kellele/millele),sööstma järele,all,kellele/millele,sööstma,järele,,,,,,obl
486,skandeerima - all (kellele/millele),skandeerima,all,kellele/millele,skandeerima,,,,,,,obl
487,loetlema - all (kellele/millele),loetlema,all,kellele/millele,loetlema,,,,,,,obl
488,näitama ette - all (kellele/millele),näitama ette,all,kellele/millele,näitama,ette,,,,,,obl
489,näitama kätte - all (kellele/millele),näitama kätte,all,kellele/millele,näitama,kätte,,,,,,obl
490,valgustama - all (kellele/millele),valgustama,all,kellele/millele,valgustama,,,,,,,obl
491,nähvama - all (kellele/millele),nähvama,all,kellele/millele,nähvama,,,,,,,obl
492,kaevama - all (kellele/millele),kaevama,all,kellele/millele,kaevama,,,,,,,obl
493,kaebama ära - all (kellele/millele),kaebama ära,all,kellele/millele,kaebama,ära,,,,,,obl
494,sööstma kallale - all (kellele/millele),sööstma kallale,all,kellele/millele,sööstma,kallale,,,,,,obl
495,liisima - all (kellele/millele),liisima,all,kellele/millele,liisima,,,,,,,obl
496,propageerima - all (kellele/millele),propageerima,all,kellele/millele,propageerima,,,,,,,obl
497,tooma ära - all (kellele/millele),tooma ära,all,kellele/millele,tooma,ära,,,,,,obl
498,ülistama - all (kellele/millele),ülistama,all,kellele/millele,ülistama,,,,,,,obl
499,looma juurde - all (kellele/millele),looma juurde,all,kellele/millele,,looma,juurde,,,,,obl
500,ühmama - all (kellele/millele),ühmama,all,kellele/millele,ühmama,,,,,,,obl
501,torisema - all (kellele/millele),torisema,all,kellele/millele,torisema,,,,,,,obl
502,tõestama ära - all (kellele/millele),tõestama ära,all,kellele/millele,tõestama,ära,,,,,,obl
503,liikuma järele - all (kellele/millele),liikuma järele,all,kellele/millele,liikuma,järele,,,,,,obl
504,veeretama ette - all (kellele/millele),veeretama ette,all,kellele/millele,veeretama,ette,,,,,,obl
505,ajama külge - all (kellele/millele),ajama külge,all,kellele/millele,ajama,külge,,,,,,obl
506,lobisema välja - all (kellele/millele),lobisema välja,all,kellele/millele,lobisema,välja,,,,,,obl
507,panema kõrvale - all (kellele/millele),panema kõrvale,all,kellele/millele,panema,kõrvale,,,,,,obl
508,nõudma kokku - all (kellele/millele),nõudma kokku,all,kellele/millele,nõudma,kokku,,,,,,obl
509,sokutama ette - all (kellele/millele),sokutama ette,all,kellele/millele,sokutama,ette,,,,,,obl
510,hõikuma - all (kellele/millele),hõikuma,all,kellele/millele,hõikuma,,,,,,,obl
511,kõssama - all (kellele/millele),kõssama,all,kellele/millele,kõssama,,,,,,,obl
512,kinkima võidu - all (kellele/millele),kinkima võidu,all,kellele/millele,kinkima,võidu,,,,,,obl
513,hakkama kinni - all (kellele/millele),hakkama kinni,all,kellele/millele,hakkama,kinni,,,,,,obl
514,kinkima tagasi - all (kellele/millele),kinkima tagasi,all,kellele/millele,kinkima,tagasi,,,,,,obl
515,kirjama - all (kellele/millele),kirjama,all,kellele/millele,kirjama,,,,,,,obl
516,põlistama - all (kellele/millele),põlistama,all,kellele/millele,põlistama,,,,,,,obl
517,vahtima vastu - all (kellele/millele),vahtima vastu,all,kellele/millele,vahtima,vastu,,,,,,obl
518,karjuma vastu - all (kellele/millele),karjuma vastu,all,kellele/millele,karjuma,vastu,,,,,,obl
519,kapituleeruma - all (kellele/millele),kapituleeruma,all,kellele/millele,kapituleeruma,,,,,,,obl
520,saatma kallale - all (kellele/millele),saatma kallale,all,kellele/millele,saatma,kallale,,,,,,obl
521,põrnitsema otsa - all (kellele/millele),põrnitsema otsa,all,kellele/millele,põrnitsema,otsa,,,,,,obl
522,kiirustama järele - all (kellele/millele),kiirustama järele,all,kellele/millele,kiirustama,järele,,,,,,obl
523,tuksuma - all (kellele/millele),tuksuma,all,kellele/millele,tuksuma,,,,,,,obl
524,mängima välja - all (kellele/millele),mängima välja,all,kellele/millele,mängima,välja,,,,,,obl
525,kituma ära - all (kellele/millele),kituma ära,all,kellele/millele,kituma,ära,,,,,,obl
526,kuuluma üle - all (kellele/millele),kuuluma üle,all,kellele/millele,kuuluma,üle,,,,,,obl
527,kiitlema - all (kellele/millele),kiitlema,all,kellele/millele,kiitlema,,,,,,,obl
528,möjuma - all (kellele/millele),möjuma,all,kellele/millele,möjuma,,,,,,,obl
529,parseldama - all (kellele/millele),parseldama,all,kellele/millele,parseldama,,,,,,,obl
530,kisama - all (kellele/millele),kisama,all,kellele/millele,kisama,,,,,,,obl
531,sirutuma vastu - all (kellele/millele),sirutuma vastu,all,kellele/millele,sirutuma,vastu,,,,,,obl
532,tõttama järele - all (kellele/millele),tõttama järele,all,kellele/millele,tõttama,järele,,,,,,obl
533,treima - all (kellele/millele),treima,all,kellele/millele,treima,,,,,,,obl
534,kähvama - all (kellele/millele),kähvama,all,kellele/millele,kähvama,,,,,,,obl
535,iitsatama - all (kellele/millele),iitsatama,all,kellele/millele,iitsatama,,,,,,,obl
536,kasvama alla - all (kellele/millele),kasvama alla,all,kellele/millele,kasvama,alla,,,,,,obl
537,kasvama sisse - all (kellele/millele),kasvama sisse,all,kellele/millele,kasvama,sisse,,,,,,obl
538,nurruma - all (kellele/millele),nurruma,all,kellele/millele,nurruma,,,,,,,obl
539,hüppama otsa - all (kellele/millele),hüppama otsa,all,kellele/millele,hüppama,otsa,,,,,,obl
540,dikteerima ette - all (kellele/millele),dikteerima ette,all,kellele/millele,dikteerima,ette,,,,,,obl
541,kutsuma järele - all (kellele/millele),kutsuma järele,all,kellele/millele,kutsuma,järele,,,,,,obl
542,nakkama - all (kellele/millele),nakkama,all,kellele/millele,nakkama,,,,,,,obl
543,ruttama järele - all (kellele/millele),ruttama järele,all,kellele/millele,ruttama,järele,,,,,,obl
544,sugereerima - all (kellele/millele),sugereerima,all,kellele/millele,sugereerima,,,,,,,obl
545,sirutama vastu - all (kellele/millele),sirutama vastu,all,kellele/millele,sirutama,vastu,,,,,,obl
546,andma võlgu - all (kellele/millele),andma võlgu,all,kellele/millele,andma,võlgu,,,,,,obl
547,vuristama ette - all (kellele/millele),vuristama ette,all,kellele/millele,vuristama,ette,,,,,,obl
548,jõustama - all (kellele/millele),jõustama,all,kellele/millele,jõustama,,,,,,,obl
549,jõllitama otsa - all (kellele/millele),jõllitama otsa,all,kellele/millele,jõllitama,otsa,,,,,,obl
550,musitseerima - all (kellele/millele),musitseerima,all,kellele/millele,musitseerima,,,,,,,obl
551,vibutama - all (kellele/millele),vibutama,all,kellele/millele,vibutama,,,,,,,obl
552,passitama - all (kellele/millele),passitama,all,kellele/millele,passitama,,,,,,,obl
553,möirgama - all (kellele/millele),möirgama,all,kellele/millele,möirgama,,,,,,,obl
554,kinkima üle - all (kellele/millele),kinkima üle,all,kellele/millele,kinkima,üle,,,,,,obl
555,sattuma vastu - all (kellele/millele),sattuma vastu,all,kellele/millele,sattuma,vastu,,,,,,obl
556,süstima sisse - all (kellele/millele),süstima sisse,all,kellele/millele,süstima,sisse,,,,,,obl
557,annetama kokku - all (kellele/millele),annetama kokku,all,kellele/millele,annetama,kokku,,,,,,obl
558,kelkima - all (kellele/millele),kelkima,all,kellele/millele,kelkima,,,,,,,obl
559,"olema võlgu, kokku - all (kellele/millele)",olema võlgu,all,kellele/millele,olema,võlgu,,,,,,obl
560,"olema võlgu, kokku - all (kellele/millele)",olema kokku,all,kellele/millele,olema,kokku,,,,,,obl
561,miksima - all (kellele/millele),miksima,all,kellele/millele,miksima,,,,,,,obl
562,kõndima vastu - all (kellele/millele),kõndima vastu,all,kellele/millele,kõndima,vastu,,,,,,obl
563,valama sisse - all (kellele/millele),valama sisse,all,kellele/millele,valama,sisse,,,,,,obl
564,hoidma alles - all (kellele/millele),hoidma alles,all,kellele/millele,hoidma,alles,,,,,,obl
565,pobisema - all (kellele/millele),pobisema,all,kellele/millele,pobisema,,,,,,,obl
566,irvitama vastu - all (kellele/millele),irvitama vastu,all,kellele/millele,irvitama,vastu,,,,,,obl
567,tagurdama ette - all (kellele/millele),tagurdama ette,all,kellele/millele,tagurdama,ette,,,,,,obl
568,ütlema sisse - all (kellele/millele),ütlema sisse,all,kellele/millele,ütlema,sisse,,,,,,obl
569,jagama ümber - all (kellele/millele),jagama ümber,all,kellele/millele,jagama,ümber,,,,,,obl
570,suruma vastu - all (kellele/millele),suruma vastu,all,kellele/millele,suruma,vastu,,,,,,obl
571,selginema - all (kellele/millele),selginema,all,kellele/millele,selginema,,,,,,,obl
572,viima kohale - all (kellele/millele),viima kohale,all,kellele/millele,viima,kohale,,,,,,obl
573,istuma otsa - all (kellele/millele),istuma otsa,all,kellele/millele,istuma,otsa,,,,,,obl
574,küttima - all (kellele/millele),küttima,all,kellele/millele,küttima,,,,,,,obl
575,pakkuma valmis - all (kellele/millele),pakkuma valmis,all,kellele/millele,pakkuma,valmis,,,,,,obl
576,sepitsema - all (kellele/millele),sepitsema,all,kellele/millele,sepitsema,,,,,,,obl
577,resümeerima - all (kellele/millele),resümeerima,all,kellele/millele,resümeerima,,,,,,,obl
578,selgitama ära - all (kellele/millele),selgitama ära,all,kellele/millele,selgitama,ära,,,,,,obl
579,rändama edasi - all (kellele/millele),rändama edasi,all,kellele/millele,rändama,edasi,,,,,,obl
580,kinkima kokku - all (kellele/millele),kinkima kokku,all,kellele/millele,kinkima,kokku,,,,,,obl
581,välgutama - all (kellele/millele),välgutama,all,kellele/millele,välgutama,,,,,,,obl
