pat_id,verbobl,word,case,gov,verb_word,compound_prt1,compound_prt2,compound_prt3,adp,other,verb,deprel
582,manama ette - all (kellele/millele),manama ette,all,kellele/millele,manama,ette,,,,,,obl
583,välgatama - all (kellele/millele),välgatama,all,kellele/millele,välgatama,,,,,,,obl
584,nakkuma - all (kellele/millele),nakkuma,all,kellele/millele,nakkuma,,,,,,,obl
585,lubama ära - all (kellele/millele),lubama ära,all,kellele/millele,lubama,ära,,,,,,obl
586,vedama järele - all (kellele/millele),vedama järele,all,kellele/millele,vedama,järele,,,,,,obl
587,loovutama kokku - all (kellele/millele),loovutama kokku,all,kellele/millele,loovutama,kokku,,,,,,obl
588,mängima vastu - all (kellele/millele),mängima vastu,all,kellele/millele,mängima,vastu,,,,,,obl
589,müütama - all (kellele/millele),müütama,all,kellele/millele,müütama,,,,,,,obl
590,kituma - all (kellele/millele),kituma,all,kellele/millele,kituma,,,,,,,obl
591,helistama ette - all (kellele/millele),helistama ette,all,kellele/millele,helistama,ette,,,,,,obl
592,vaatama valmis - all (kellele/millele),vaatama valmis,all,kellele/millele,vaatama,valmis,,,,,,obl
593,vilkuma - all (kellele/millele),vilkuma,all,kellele/millele,vilkuma,,,,,,,obl
594,"maksma välja, kokku - all (kellele/millele)",maksma välja,all,kellele/millele,maksma,välja,,,,,,obl
595,"maksma välja, kokku - all (kellele/millele)",maksma kokku,all,kellele/millele,maksma,kokku,,,,,,obl
596,naerma vastu - all (kellele/millele),naerma vastu,all,kellele/millele,naerma,vastu,,,,,,obl
597,ujuma järele - all (kellele/millele),ujuma järele,all,kellele/millele,ujuma,järele,,,,,,obl
598,jätma kätte - all (kellele/millele),jätma kätte,all,kellele/millele,jätma,kätte,,,,,,obl
599,hüppama vastu - all (kellele/millele),hüppama vastu,all,kellele/millele,hüppama,vastu,,,,,,obl
600,deklameerima - all (kellele/millele),deklameerima,all,kellele/millele,deklameerima,,,,,,,obl
601,jutustama edasi - all (kellele/millele),jutustama edasi,all,kellele/millele,jutustama,edasi,,,,,,obl
602,vilistama järele - all (kellele/millele),vilistama järele,all,kellele/millele,vilistama,järele,,,,,,obl
603,valetama sisse - all (kellele/millele),valetama sisse,all,kellele/millele,valetama,sisse,,,,,,obl
604,seadma valmis - all (kellele/millele),seadma valmis,all,kellele/millele,seadma,valmis,,,,,,obl
605,orgunnima - all (kellele/millele),orgunnima,all,kellele/millele,orgunnima,,,,,,,obl
606,rühkima järele - all (kellele/millele),rühkima järele,all,kellele/millele,rühkima,järele,,,,,,obl
607,sadama sisse - all (kellele/millele),sadama sisse,all,kellele/millele,,sadama,sisse,,,,,obl
608,"andma üle, kokku - all (kellele/millele)",andma üle,all,kellele/millele,andma,üle,,,,,,obl
609,"andma üle, kokku - all (kellele/millele)",andma kokku,all,kellele/millele,andma,kokku,,,,,,obl
610,tulema ligi - all (kellele/millele),tulema ligi,all,kellele/millele,tulema,ligi,,,,,,obl
611,sööstma otsa - all (kellele/millele),sööstma otsa,all,kellele/millele,sööstma,otsa,,,,,,obl
612,teenima tagasi - all (kellele/millele),teenima tagasi,all,kellele/millele,teenima,tagasi,,,,,,obl
613,andma alles - all (kellele/millele),andma alles,all,kellele/millele,andma,alles,,,,,,obl
614,tulistama järele - all (kellele/millele),tulistama järele,all,kellele/millele,tulistama,järele,,,,,,obl
615,paiskuma vastu - all (kellele/millele),paiskuma vastu,all,kellele/millele,paiskuma,vastu,,,,,,obl
616,valetama kokku - all (kellele/millele),valetama kokku,all,kellele/millele,valetama,kokku,,,,,,obl
617,käratama peale - all (kellele/millele),käratama peale,all,kellele/millele,käratama,peale,,,,,,obl
618,ärima - all (kellele/millele),ärima,all,kellele/millele,ärima,,,,,,,obl
619,ärima maha - all (kellele/millele),ärima maha,all,kellele/millele,ärima,maha,,,,,,obl
620,lubama välja - all (kellele/millele),lubama välja,all,kellele/millele,lubama,välja,,,,,,obl
621,nuputama välja - all (kellele/millele),nuputama välja,all,kellele/millele,nuputama,välja,,,,,,obl
622,karjatama - all (kellele/millele),karjatama,all,kellele/millele,karjatama,,,,,,,obl
623,arvestama välja - all (kellele/millele),arvestama välja,all,kellele/millele,arvestama,välja,,,,,,obl
624,rääkima vahele - all (kellele/millele),rääkima vahele,all,kellele/millele,rääkima,vahele,,,,,,obl
625,sündima kaasa - all (kellele/millele),sündima kaasa,all,kellele/millele,sündima,kaasa,,,,,,obl
626,puhuma vastu - all (kellele/millele),puhuma vastu,all,kellele/millele,puhuma,vastu,,,,,,obl
627,loovutama tagasi - all (kellele/millele),loovutama tagasi,all,kellele/millele,loovutama,tagasi,,,,,,obl
628,särama vastu - all (kellele/millele),särama vastu,all,kellele/millele,särama,vastu,,,,,,obl
629,ulatama edasi - all (kellele/millele),ulatama edasi,all,kellele/millele,ulatama,edasi,,,,,,obl
630,renoveerima - all (kellele/millele),renoveerima,all,kellele/millele,renoveerima,,,,,,,obl
631,juhatama kätte - all (kellele/millele),juhatama kätte,all,kellele/millele,juhatama,kätte,,,,,,obl
632,aimuma - all (kellele/millele),aimuma,all,kellele/millele,aimuma,,,,,,,obl
633,maksma võidu - all (kellele/millele),maksma võidu,all,kellele/millele,maksma,võidu,,,,,,obl
634,jutustama ära - all (kellele/millele),jutustama ära,all,kellele/millele,jutustama,ära,,,,,,obl
635,jagama kaasa - all (kellele/millele),jagama kaasa,all,kellele/millele,jagama,kaasa,,,,,,obl
636,maalima ette - all (kellele/millele),maalima ette,all,kellele/millele,maalima,ette,,,,,,obl
637,saluteerima - all (kellele/millele),saluteerima,all,kellele/millele,saluteerima,,,,,,,obl
638,tegema tuupi - all (kellele/millele),tegema tuupi,all,kellele/millele,tegema,tuupi,,,,,,obl
639,mühatama - all (kellele/millele),mühatama,all,kellele/millele,mühatama,,,,,,,obl
640,lugema üles - all (kellele/millele),lugema üles,all,kellele/millele,lugema,üles,,,,,,obl
641,bluffima - all (kellele/millele),bluffima,all,kellele/millele,bluffima,,,,,,,obl
642,tormama peale - all (kellele/millele),tormama peale,all,kellele/millele,tormama,peale,,,,,,obl
643,söötma tagasi - all (kellele/millele),söötma tagasi,all,kellele/millele,söötma,tagasi,,,,,,obl
644,kõndima järele - all (kellele/millele),kõndima järele,all,kellele/millele,kõndima,järele,,,,,,obl
645,viskama järele - all (kellele/millele),viskama järele,all,kellele/millele,viskama,järele,,,,,,obl
646,rääkima ette - all (kellele/millele),rääkima ette,all,kellele/millele,rääkima,ette,,,,,,obl
647,mailima - all (kellele/millele),mailima,all,kellele/millele,,mailima,,,,,,obl
648,müksama külge - all (kellele/millele),müksama külge,all,kellele/millele,müksama,külge,,,,,,obl
649,juhtuma vastu - all (kellele/millele),juhtuma vastu,all,kellele/millele,juhtuma,vastu,,,,,,obl
650,tõlkima ära - all (kellele/millele),tõlkima ära,all,kellele/millele,tõlkima,ära,,,,,,obl
651,etenduma - all (kellele/millele),etenduma,all,kellele/millele,etenduma,,,,,,,obl
652,jooksma juurde - all (kellele/millele),jooksma juurde,all,kellele/millele,jooksma,juurde,,,,,,obl
653,hiilima järele - all (kellele/millele),hiilima järele,all,kellele/millele,hiilima,järele,,,,,,obl
654,hüüdma vahele - all (kellele/millele),hüüdma vahele,all,kellele/millele,hüüdma,vahele,,,,,,obl
655,kinkima kaasa - all (kellele/millele),kinkima kaasa,all,kellele/millele,kinkima,kaasa,,,,,,obl
656,inkrimineerima - all (kellele/millele),inkrimineerima,all,kellele/millele,inkrimineerima,,,,,,,obl
657,"põrutama tagant, sisse - all (kellele/millele)",põrutama tagant,all,kellele/millele,põrutama,tagant,,,,,,obl
658,"põrutama tagant, sisse - all (kellele/millele)",põrutama sisse,all,kellele/millele,põrutama,sisse,,,,,,obl
659,kirgastuma - all (kellele/millele),kirgastuma,all,kellele/millele,kirgastuma,,,,,,,obl
660,ratsutama vastu - all (kellele/millele),ratsutama vastu,all,kellele/millele,ratsutama,vastu,,,,,,obl
661,ostma valmis - all (kellele/millele),ostma valmis,all,kellele/millele,ostma,valmis,,,,,,obl
662,nõiduma - all (kellele/millele),nõiduma,all,kellele/millele,nõiduma,,,,,,,obl
663,vassima - all (kellele/millele),vassima,all,kellele/millele,vassima,,,,,,,obl
664,vaatama järgi - all (kellele/millele),vaatama järgi,all,kellele/millele,vaatama,järgi,,,,,,obl
665,sähvama - all (kellele/millele),sähvama,all,kellele/millele,sähvama,,,,,,,obl
666,esitama ära - all (kellele/millele),esitama ära,all,kellele/millele,esitama,ära,,,,,,obl
667,nähvama vastu - all (kellele/millele),nähvama vastu,all,kellele/millele,nähvama,vastu,,,,,,obl
668,joonistama juurde - all (kellele/millele),joonistama juurde,all,kellele/millele,joonistama,juurde,,,,,,obl
669,tagama kokku - all (kellele/millele),tagama kokku,all,kellele/millele,tagama,kokku,,,,,,obl
670,heiastuma - all (kellele/millele),heiastuma,all,kellele/millele,heiastuma,,,,,,,obl
671,"põrutama tagant, otsa - all (kellele/millele)",põrutama tagant,all,kellele/millele,põrutama,tagant,,,,,,obl
672,"põrutama tagant, otsa - all (kellele/millele)",põrutama otsa,all,kellele/millele,põrutama,otsa,,,,,,obl
673,mõõtma välja - all (kellele/millele),mõõtma välja,all,kellele/millele,mõõtma,välja,,,,,,obl
674,peegelduma tagasi - all (kellele/millele),peegelduma tagasi,all,kellele/millele,peegelduma,tagasi,,,,,,obl
675,kargama kinni - all (kellele/millele),kargama kinni,all,kellele/millele,kargama,kinni,,,,,,obl
676,mõõtma tagasi - all (kellele/millele),mõõtma tagasi,all,kellele/millele,mõõtma,tagasi,,,,,,obl
677,"olema kõrvale, vaja - all (kellele/millele)",olema kõrvale,all,kellele/millele,olema,kõrvale,,,,,,obl
678,"olema kõrvale, vaja - all (kellele/millele)",olema vaja,all,kellele/millele,olema,vaja,,,,,,obl
679,karjuma järele - all (kellele/millele),karjuma järele,all,kellele/millele,karjuma,järele,,,,,,obl
680,kasvama ette - all (kellele/millele),kasvama ette,all,kellele/millele,kasvama,ette,,,,,,obl
681,sammuma järele - all (kellele/millele),sammuma järele,all,kellele/millele,sammuma,järele,,,,,,obl
682,istutama tagasi - all (kellele/millele),istutama tagasi,all,kellele/millele,istutama,tagasi,,,,,,obl
683,kargama ligi - all (kellele/millele),kargama ligi,all,kellele/millele,kargama,ligi,,,,,,obl
684,ronima peale - all (kellele/millele),ronima peale,all,kellele/millele,ronima,peale,,,,,,obl
685,sõitma kõrvale - all (kellele/millele),sõitma kõrvale,all,kellele/millele,sõitma,kõrvale,,,,,,obl
686,hüüdma vastu - all (kellele/millele),hüüdma vastu,all,kellele/millele,hüüdma,vastu,,,,,,obl
687,põrutama järele - all (kellele/millele),põrutama järele,all,kellele/millele,põrutama,järele,,,,,,obl
688,segama kokku - all (kellele/millele),segama kokku,all,kellele/millele,segama,kokku,,,,,,obl
689,jahuma - all (kellele/millele),jahuma,all,kellele/millele,jahuma,,,,,,,obl
690,segama sisse - all (kellele/millele),segama sisse,all,kellele/millele,segama,sisse,,,,,,obl
691,pöörama vastu - all (kellele/millele),pöörama vastu,all,kellele/millele,pöörama,vastu,,,,,,obl
692,kihutama külge - all (kellele/millele),kihutama külge,all,kellele/millele,kihutama,külge,,,,,,obl
693,andma säru - all (kellele/millele),andma säru,all,kellele/millele,andma,säru,,,,,,obl
694,tikkuma peale - all (kellele/millele),tikkuma peale,all,kellele/millele,tikkuma,peale,,,,,,obl
695,lööma lahku - el (kellest/millest),lööma lahku,el,kellest/millest,lööma,lahku,,,,,,obl
696,tuiskama mööda - el (kellest/millest),tuiskama mööda,el,kellest/millest,tuiskama,mööda,,,,,,obl
697,armuma - ill (kellesse/millesse),armuma,ill,kellesse/millesse,armuma,,,,,,,obl
