Column1,collection,morph,experiment,model,source,split,LAS
1171,edt,am,6,malt,test,5,0.803
1172,edt,am,6,malt,train,6,0.932
1173,edt,am,6,malt,test,6,0.798
1174,edt,am,6,malt,train,7,0.933
1175,edt,am,6,malt,test,7,0.796
1176,edt,am,6,malt,train,8,0.932
1177,edt,am,6,malt,test,8,0.794
1178,edt,am,6,malt,train,9,0.933
1179,edt,am,6,malt,test,9,0.791
1180,est_ud,am,6,malt,train,0,0.935
1181,est_ud,am,6,malt,test,0,0.769
1182,est_ud,am,6,malt,train,1,0.935
1183,est_ud,am,6,malt,test,1,0.764
1184,est_ud,am,6,malt,train,2,0.935
1185,est_ud,am,6,malt,test,2,0.758
1186,est_ud,am,6,malt,train,3,0.934
1187,est_ud,am,6,malt,test,3,0.764
1188,est_ud,am,6,malt,train,4,0.935
1189,est_ud,am,6,malt,test,4,0.766
1190,est_ud,am,6,malt,train,5,0.935
1191,est_ud,am,6,malt,test,5,0.757
1192,est_ud,am,6,malt,train,6,0.934
1193,est_ud,am,6,malt,test,6,0.766
1194,est_ud,am,6,malt,train,7,0.935
1195,est_ud,am,6,malt,test,7,0.767
1196,est_ud,am,6,malt,train,8,0.934
1197,est_ud,am,6,malt,test,8,0.763
1198,est_ud,am,6,malt,train,9,0.934
1199,est_ud,am,6,malt,test,9,0.756
1200,edt,gm,6.2,udpipe,train,0,0.8734
1201,edt,gm,6.2,udpipe,test,0,0.7888
1202,edt,gm,6.2,udpipe,train,1,0.8592
1203,edt,gm,6.2,udpipe,test,1,0.7727
1204,edt,gm,6.2,udpipe,train,2,0.8723
1205,edt,gm,6.2,udpipe,test,2,0.7764
1206,edt,gm,6.2,udpipe,train,3,0.8687
1207,edt,gm,6.2,udpipe,test,3,0.8051
1208,edt,gm,6.2,udpipe,train,4,0.8676
1209,edt,gm,6.2,udpipe,test,4,0.7913
1210,edt,gm,6.2,udpipe,train,5,0.8729
1211,edt,gm,6.2,udpipe,test,5,0.7848
1212,edt,gm,6.2,udpipe,train,6,0.8627
1213,edt,gm,6.2,udpipe,test,6,0.7917
1214,edt,gm,6.2,udpipe,train,7,0.8729
1215,edt,gm,6.2,udpipe,test,7,0.7868
1216,edt,gm,6.2,udpipe,train,8,0.8732
1217,edt,gm,6.2,udpipe,test,8,0.7971
1218,edt,gm,6.2,udpipe,train,9,0.871
1219,edt,gm,6.2,udpipe,test,9,0.7952
1220,est_ud,gm,6.2,udpipe,train,0,0.86
1221,est_ud,gm,6.2,udpipe,test,0,0.7879
1222,est_ud,gm,6.2,udpipe,train,1,0.8627
1223,est_ud,gm,6.2,udpipe,test,1,0.7886
1224,est_ud,gm,6.2,udpipe,train,2,0.8609
1225,est_ud,gm,6.2,udpipe,test,2,0.7867
1226,est_ud,gm,6.2,udpipe,train,3,0.862
1227,est_ud,gm,6.2,udpipe,test,3,0.7817
1228,est_ud,gm,6.2,udpipe,train,4,0.8669
1229,est_ud,gm,6.2,udpipe,test,4,0.7862
1230,est_ud,gm,6.2,udpipe,train,5,0.8627
1231,est_ud,gm,6.2,udpipe,test,5,0.7823
1232,est_ud,gm,6.2,udpipe,train,6,0.8606
1233,est_ud,gm,6.2,udpipe,test,6,0.7824
1234,est_ud,gm,6.2,udpipe,train,7,0.8546
1235,est_ud,gm,6.2,udpipe,test,7,0.7755
1236,est_ud,gm,6.2,udpipe,train,8,0.8587
1237,est_ud,gm,6.2,udpipe,test,8,0.7831
1238,est_ud,gm,6.2,udpipe,train,9,0.8585
1239,est_ud,gm,6.2,udpipe,test,9,0.7839
1240,edt,gm,6.2,malt,train,0,0.932
1241,edt,gm,6.2,malt,test,0,0.799
1242,edt,gm,6.2,malt,train,1,0.933
1243,edt,gm,6.2,malt,test,1,0.788
1244,edt,gm,6.2,malt,train,2,0.933
1245,edt,gm,6.2,malt,test,2,0.787
1246,edt,gm,6.2,malt,train,3,0.931
1247,edt,gm,6.2,malt,test,3,0.818
1248,edt,gm,6.2,malt,train,4,0.932
1249,edt,gm,6.2,malt,test,4,0.801
1250,edt,gm,6.2,malt,train,5,0.932
1251,edt,gm,6.2,malt,test,5,0.798
1252,edt,gm,6.2,malt,train,6,0.932
1253,edt,gm,6.2,malt,test,6,0.807
1254,edt,gm,6.2,malt,train,7,0.932
1255,edt,gm,6.2,malt,test,7,0.799
1256,edt,gm,6.2,malt,train,8,0.932
1257,edt,gm,6.2,malt,test,8,0.8
1258,edt,gm,6.2,malt,train,9,0.932
1259,edt,gm,6.2,malt,test,9,0.807
1260,est_ud,gm,6.2,malt,train,0,0.936
1261,est_ud,gm,6.2,malt,test,0,0.776
1262,est_ud,gm,6.2,malt,train,1,0.936
1263,est_ud,gm,6.2,malt,test,1,0.772
1264,est_ud,gm,6.2,malt,train,2,0.937
1265,est_ud,gm,6.2,malt,test,2,0.77
1266,est_ud,gm,6.2,malt,train,3,0.937
1267,est_ud,gm,6.2,malt,test,3,0.774
1268,est_ud,gm,6.2,malt,train,4,0.937
1269,est_ud,gm,6.2,malt,test,4,0.773
1270,est_ud,gm,6.2,malt,train,5,0.937
1271,est_ud,gm,6.2,malt,test,5,0.777
1272,est_ud,gm,6.2,malt,train,6,0.937
1273,est_ud,gm,6.2,malt,test,6,0.775
1274,est_ud,gm,6.2,malt,train,7,0.936
1275,est_ud,gm,6.2,malt,test,7,0.771
1276,est_ud,gm,6.2,malt,train,8,0.936
1277,est_ud,gm,6.2,malt,test,8,0.768
1278,est_ud,gm,6.2,malt,train,9,0.936
1279,est_ud,gm,6.2,malt,test,9,0.771
1280,edt,am,6.2,udpipe,train,0,0.8793
1281,edt,am,6.2,udpipe,test,0,0.7969
1282,edt,am,6.2,udpipe,train,1,0.8728
1283,edt,am,6.2,udpipe,test,1,0.7942
1284,edt,am,6.2,udpipe,train,2,0.874
1285,edt,am,6.2,udpipe,test,2,0.7981
1286,edt,am,6.2,udpipe,train,3,0.8724
1287,edt,am,6.2,udpipe,test,3,0.7998
1288,edt,am,6.2,udpipe,train,4,0.8745
1289,edt,am,6.2,udpipe,test,4,0.7957
1290,edt,am,6.2,udpipe,train,5,0.8733
1291,edt,am,6.2,udpipe,test,5,0.8001
1292,edt,am,6.2,udpipe,train,6,0.8749
1293,edt,am,6.2,udpipe,test,6,0.7855
1294,edt,am,6.2,udpipe,train,7,0.8776
1295,edt,am,6.2,udpipe,test,7,0.7845
1296,edt,am,6.2,udpipe,train,8,0.8746
1297,edt,am,6.2,udpipe,test,8,0.7905
1298,edt,am,6.2,udpipe,train,9,0.8694
1299,edt,am,6.2,udpipe,test,9,0.7891
1300,est_ud,am,6.2,udpipe,train,0,0.8827
1301,est_ud,am,6.2,udpipe,test,0,0.8145
1302,est_ud,am,6.2,udpipe,train,1,0.8882
1303,est_ud,am,6.2,udpipe,test,1,0.822
1304,est_ud,am,6.2,udpipe,train,2,0.8865
1305,est_ud,am,6.2,udpipe,test,2,0.8166
1306,est_ud,am,6.2,udpipe,train,3,0.887
1307,est_ud,am,6.2,udpipe,test,3,0.8185
1308,est_ud,am,6.2,udpipe,train,4,0.8852
1309,est_ud,am,6.2,udpipe,test,4,0.8173
1310,est_ud,am,6.2,udpipe,train,5,0.8859
1311,est_ud,am,6.2,udpipe,test,5,0.8134
1312,est_ud,am,6.2,udpipe,train,6,0.8871
1313,est_ud,am,6.2,udpipe,test,6,0.8248
1314,est_ud,am,6.2,udpipe,train,7,0.8886
1315,est_ud,am,6.2,udpipe,test,7,0.8238
1316,est_ud,am,6.2,udpipe,train,8,0.8829
1317,est_ud,am,6.2,udpipe,test,8,0.8161
1318,est_ud,am,6.2,udpipe,train,9,0.8894
1319,est_ud,am,6.2,udpipe,test,9,0.8195
1320,edt,am,6.2,malt,train,0,0.932
1321,edt,am,6.2,malt,test,0,0.801
1322,edt,am,6.2,malt,train,1,0.932
1323,edt,am,6.2,malt,test,1,0.796
1324,edt,am,6.2,malt,train,2,0.932
1325,edt,am,6.2,malt,test,2,0.8
1326,edt,am,6.2,malt,train,3,0.932
1327,edt,am,6.2,malt,test,3,0.806
1328,edt,am,6.2,malt,train,4,0.932
1329,edt,am,6.2,malt,test,4,0.799
1330,edt,am,6.2,malt,train,5,0.932
1331,edt,am,6.2,malt,test,5,0.802
1332,edt,am,6.2,malt,train,6,0.933
1333,edt,am,6.2,malt,test,6,0.797
1334,edt,am,6.2,malt,train,7,0.932
1335,edt,am,6.2,malt,test,7,0.788
1336,edt,am,6.2,malt,train,8,0.932
1337,edt,am,6.2,malt,test,8,0.796
1338,edt,am,6.2,malt,train,9,0.932
1339,edt,am,6.2,malt,test,9,0.8
1340,est_ud,am,6.2,malt,train,0,0.935
1341,est_ud,am,6.2,malt,test,0,0.8
1342,est_ud,am,6.2,malt,train,1,0.935
1343,est_ud,am,6.2,malt,test,1,0.807
1344,est_ud,am,6.2,malt,train,2,0.935
1345,est_ud,am,6.2,malt,test,2,0.802
1346,est_ud,am,6.2,malt,train,3,0.936
1347,est_ud,am,6.2,malt,test,3,0.801
1348,est_ud,am,6.2,malt,train,4,0.935
1349,est_ud,am,6.2,malt,test,4,0.801
1350,est_ud,am,6.2,malt,train,5,0.936
1351,est_ud,am,6.2,malt,test,5,0.8
1352,est_ud,am,6.2,malt,train,6,0.936
1353,est_ud,am,6.2,malt,test,6,0.802
1354,est_ud,am,6.2,malt,train,7,0.935
1355,est_ud,am,6.2,malt,test,7,0.799
1356,est_ud,am,6.2,malt,train,8,0.935
1357,est_ud,am,6.2,malt,test,8,0.803
1358,est_ud,am,6.2,malt,train,9,0.935
1359,est_ud,am,6.2,malt,test,9,0.802
1360,edt,gm,7,udpipe,train,0,0.8887
1361,edt,gm,7,udpipe,test,0,0.821
1362,edt,gm,7,udpipe,train,1,0.8855
1363,edt,gm,7,udpipe,test,1,0.8072
1364,edt,gm,7,udpipe,train,2,0.8915
1365,edt,gm,7,udpipe,test,2,0.8215
1366,edt,gm,7,udpipe,train,3,0.8881
1367,edt,gm,7,udpipe,test,3,0.818
1368,edt,gm,7,udpipe,train,4,0.8902
1369,edt,gm,7,udpipe,test,4,0.8308
1370,edt,gm,7,udpipe,train,5,0.8854
1371,edt,gm,7,udpipe,test,5,0.8033
1372,edt,gm,7,udpipe,train,6,0.8825
1373,edt,gm,7,udpipe,test,6,0.8223
1374,edt,gm,7,udpipe,train,7,0.8893
1375,edt,gm,7,udpipe,test,7,0.8288
1376,edt,gm,7,udpipe,train,8,0.8935
1377,edt,gm,7,udpipe,test,8,0.8146
1378,edt,gm,7,udpipe,train,9,0.8863
1379,edt,gm,7,udpipe,test,9,0.8309
1380,est_ud,gm,7,udpipe,train,0,0.8789
1381,est_ud,gm,7,udpipe,test,0,0.8145
1382,est_ud,gm,7,udpipe,train,1,0.8771
1383,est_ud,gm,7,udpipe,test,1,0.8166
1384,est_ud,gm,7,udpipe,train,2,0.8793
1385,est_ud,gm,7,udpipe,test,2,0.8142
1386,est_ud,gm,7,udpipe,train,3,0.8765
1387,est_ud,gm,7,udpipe,test,3,0.8046
1388,est_ud,gm,7,udpipe,train,4,0.8759
1389,est_ud,gm,7,udpipe,test,4,0.8049
1390,est_ud,gm,7,udpipe,train,5,0.8851
1391,est_ud,gm,7,udpipe,test,5,0.8168
1392,est_ud,gm,7,udpipe,train,6,0.8804
1393,est_ud,gm,7,udpipe,test,6,0.8104
1394,est_ud,gm,7,udpipe,train,7,0.8846
1395,est_ud,gm,7,udpipe,test,7,0.8158
1396,est_ud,gm,7,udpipe,train,8,0.8815
1397,est_ud,gm,7,udpipe,test,8,0.8135
1398,est_ud,gm,7,udpipe,train,9,0.8871
1399,est_ud,gm,7,udpipe,test,9,0.8086
1400,edt,gm,7,malt,train,0,0.932
1401,edt,gm,7,malt,test,0,0.832
1402,edt,gm,7,malt,train,1,0.934
1403,edt,gm,7,malt,test,1,0.823
1404,edt,gm,7,malt,train,2,0.934
1405,edt,gm,7,malt,test,2,0.83
1406,edt,gm,7,malt,train,3,0.933
1407,edt,gm,7,malt,test,3,0.83
1408,edt,gm,7,malt,train,4,0.933
1409,edt,gm,7,malt,test,4,0.84
1410,edt,gm,7,malt,train,5,0.934
1411,edt,gm,7,malt,test,5,0.817
1412,edt,gm,7,malt,train,6,0.933
1413,edt,gm,7,malt,test,6,0.834
1414,edt,gm,7,malt,train,7,0.932
1415,edt,gm,7,malt,test,7,0.84
1416,edt,gm,7,malt,train,8,0.934
1417,edt,gm,7,malt,test,8,0.825
1418,edt,gm,7,malt,train,9,0.933
1419,edt,gm,7,malt,test,9,0.836
1420,est_ud,gm,7,malt,train,0,0.933
1421,est_ud,gm,7,malt,test,0,0.794
1422,est_ud,gm,7,malt,train,1,0.934
1423,est_ud,gm,7,malt,test,1,0.797
1424,est_ud,gm,7,malt,train,2,0.934
1425,est_ud,gm,7,malt,test,2,0.797
1426,est_ud,gm,7,malt,train,3,0.933
1427,est_ud,gm,7,malt,test,3,0.79
1428,est_ud,gm,7,malt,train,4,0.933
1429,est_ud,gm,7,malt,test,4,0.79
1430,est_ud,gm,7,malt,train,5,0.934
1431,est_ud,gm,7,malt,test,5,0.795
1432,est_ud,gm,7,malt,train,6,0.933
1433,est_ud,gm,7,malt,test,6,0.792
1434,est_ud,gm,7,malt,train,7,0.933
1435,est_ud,gm,7,malt,test,7,0.795
1436,est_ud,gm,7,malt,train,8,0.933
1437,est_ud,gm,7,malt,test,8,0.791
1438,est_ud,gm,7,malt,train,9,0.934
1439,est_ud,gm,7,malt,test,9,0.787
1440,edt,am,7,udpipe,train,0,0.8908
1441,edt,am,7,udpipe,test,0,0.8249
1442,edt,am,7,udpipe,train,1,0.8894
1443,edt,am,7,udpipe,test,1,0.8247
1444,edt,am,7,udpipe,train,2,0.8941
1445,edt,am,7,udpipe,test,2,0.8254
1446,edt,am,7,udpipe,train,3,0.8932
1447,edt,am,7,udpipe,test,3,0.8259
1448,edt,am,7,udpipe,train,4,0.8943
1449,edt,am,7,udpipe,test,4,0.8296
1450,edt,am,7,udpipe,train,5,0.8901
1451,edt,am,7,udpipe,test,5,0.8294
1452,edt,am,7,udpipe,train,6,0.8954
1453,edt,am,7,udpipe,test,6,0.8203
1454,edt,am,7,udpipe,train,7,0.8962
1455,edt,am,7,udpipe,test,7,0.8267
1456,edt,am,7,udpipe,train,8,0.8969
1457,edt,am,7,udpipe,test,8,0.8146
1458,edt,am,7,udpipe,train,9,0.8864
1459,edt,am,7,udpipe,test,9,0.8136
1460,est_ud,am,7,udpipe,train,0,0.8691
1461,est_ud,am,7,udpipe,test,0,0.8044
1462,est_ud,am,7,udpipe,train,1,0.8722
1463,est_ud,am,7,udpipe,test,1,0.8028
1464,est_ud,am,7,udpipe,train,2,0.871
1465,est_ud,am,7,udpipe,test,2,0.8026
1466,est_ud,am,7,udpipe,train,3,0.8718
1467,est_ud,am,7,udpipe,test,3,0.7961
1468,est_ud,am,7,udpipe,train,4,0.8705
1469,est_ud,am,7,udpipe,test,4,0.7974
1470,est_ud,am,7,udpipe,train,5,0.8682
1471,est_ud,am,7,udpipe,test,5,0.7949
1472,est_ud,am,7,udpipe,train,6,0.8662
1473,est_ud,am,7,udpipe,test,6,0.794
1474,est_ud,am,7,udpipe,train,7,0.8711
1475,est_ud,am,7,udpipe,test,7,0.7958
1476,est_ud,am,7,udpipe,train,8,0.8685
1477,est_ud,am,7,udpipe,test,8,0.7949
1478,est_ud,am,7,udpipe,train,9,0.8734
1479,est_ud,am,7,udpipe,test,9,0.8003
1480,edt,am,7,malt,train,0,0.932
1481,edt,am,7,malt,test,0,0.829
1482,edt,am,7,malt,train,1,0.933
1483,edt,am,7,malt,test,1,0.828
1484,edt,am,7,malt,train,2,0.932
1485,edt,am,7,malt,test,2,0.831
1486,edt,am,7,malt,train,3,0.932
1487,edt,am,7,malt,test,3,0.829
1488,edt,am,7,malt,train,4,0.932
1489,edt,am,7,malt,test,4,0.829
1490,edt,am,7,malt,train,5,0.932
1491,edt,am,7,malt,test,5,0.833
1492,edt,am,7,malt,train,6,0.932
1493,edt,am,7,malt,test,6,0.826
1494,edt,am,7,malt,train,7,0.932
1495,edt,am,7,malt,test,7,0.827
1496,edt,am,7,malt,train,8,0.933
1497,edt,am,7,malt,test,8,0.819
1498,edt,am,7,malt,train,9,0.932
1499,edt,am,7,malt,test,9,0.825
1500,est_ud,am,7,malt,train,0,0.935
1501,est_ud,am,7,malt,test,0,0.791
1502,est_ud,am,7,malt,train,1,0.935
1503,est_ud,am,7,malt,test,1,0.789
1504,est_ud,am,7,malt,train,2,0.935
1505,est_ud,am,7,malt,test,2,0.786
1506,est_ud,am,7,malt,train,3,0.935
1507,est_ud,am,7,malt,test,3,0.787
1508,est_ud,am,7,malt,train,4,0.935
1509,est_ud,am,7,malt,test,4,0.788
1510,est_ud,am,7,malt,train,5,0.935
1511,est_ud,am,7,malt,test,5,0.789
1512,est_ud,am,7,malt,train,6,0.935
1513,est_ud,am,7,malt,test,6,0.781
1514,est_ud,am,7,malt,train,7,0.935
1515,est_ud,am,7,malt,test,7,0.789
1516,est_ud,am,7,malt,train,8,0.935
1517,est_ud,am,7,malt,test,8,0.786
1518,est_ud,am,7,malt,train,9,0.935
1519,est_ud,am,7,malt,test,9,0.789
1520,edt,gm,8,udpipe,train,0,0.906
1521,edt,gm,8,udpipe,test,0,0.8456
1522,edt,gm,8,udpipe,train,1,0.9058
1523,edt,gm,8,udpipe,test,1,0.8448
1524,edt,gm,8,udpipe,train,2,0.9056
1525,edt,gm,8,udpipe,test,2,0.8399
1526,edt,gm,8,udpipe,train,3,0.9079
1527,edt,gm,8,udpipe,test,3,0.8545
1528,edt,gm,8,udpipe,train,4,0.91
1529,edt,gm,8,udpipe,test,4,0.8477
1530,edt,gm,8,udpipe,train,5,0.9042
1531,edt,gm,8,udpipe,test,5,0.838
1532,edt,gm,8,udpipe,train,6,0.9122
1533,edt,gm,8,udpipe,test,6,0.841
1534,edt,gm,8,udpipe,train,7,0.9089
1535,edt,gm,8,udpipe,test,7,0.8583
1536,edt,gm,8,udpipe,train,8,0.9081
1537,edt,gm,8,udpipe,test,8,0.865
1538,edt,gm,8,udpipe,train,9,0.9091
1539,edt,gm,8,udpipe,test,9,0.8437
1540,est_ud,gm,8,udpipe,train,0,0.9019
1541,est_ud,gm,8,udpipe,test,0,0.8375
1542,est_ud,gm,8,udpipe,train,1,0.8965
1543,est_ud,gm,8,udpipe,test,1,0.8331
1544,est_ud,gm,8,udpipe,train,2,0.8975
1545,est_ud,gm,8,udpipe,test,2,0.835
1546,est_ud,gm,8,udpipe,train,3,0.8986
1547,est_ud,gm,8,udpipe,test,3,0.8382
1548,est_ud,gm,8,udpipe,train,4,0.9005
1549,est_ud,gm,8,udpipe,test,4,0.8342
1550,est_ud,gm,8,udpipe,train,5,0.8995
1551,est_ud,gm,8,udpipe,test,5,0.8323
1552,est_ud,gm,8,udpipe,train,6,0.8981
1553,est_ud,gm,8,udpipe,test,6,0.8373
1554,est_ud,gm,8,udpipe,train,7,0.9013
1555,est_ud,gm,8,udpipe,test,7,0.8378
1556,est_ud,gm,8,udpipe,train,8,0.9017
1557,est_ud,gm,8,udpipe,test,8,0.8417
1558,est_ud,gm,8,udpipe,train,9,0.8987
1559,est_ud,gm,8,udpipe,test,9,0.8345
1560,edt,gm,8,malt,train,0,0.952
1561,edt,gm,8,malt,test,0,0.851
1562,edt,gm,8,malt,train,1,0.951
1563,edt,gm,8,malt,test,1,0.849
1564,edt,gm,8,malt,train,2,0.951
1565,edt,gm,8,malt,test,2,0.85
1566,edt,gm,8,malt,train,3,0.95
1567,edt,gm,8,malt,test,3,0.857
1568,edt,gm,8,malt,train,4,0.951
1569,edt,gm,8,malt,test,4,0.848
1570,edt,gm,8,malt,train,5,0.951
1571,edt,gm,8,malt,test,5,0.841
1572,edt,gm,8,malt,train,6,0.951
1573,edt,gm,8,malt,test,6,0.844
1574,edt,gm,8,malt,train,7,0.951
1575,edt,gm,8,malt,test,7,0.86
1576,edt,gm,8,malt,train,8,0.95
1577,edt,gm,8,malt,test,8,0.867
1578,edt,gm,8,malt,train,9,0.951
1579,edt,gm,8,malt,test,9,0.848
1580,est_ud,gm,8,malt,train,0,0.935
1581,est_ud,gm,8,malt,test,0,0.809
1582,est_ud,gm,8,malt,train,1,0.935
1583,est_ud,gm,8,malt,test,1,0.809
1584,est_ud,gm,8,malt,train,2,0.934
1585,est_ud,gm,8,malt,test,2,0.812
1586,est_ud,gm,8,malt,train,3,0.935
1587,est_ud,gm,8,malt,test,3,0.813
1588,est_ud,gm,8,malt,train,4,0.935
1589,est_ud,gm,8,malt,test,4,0.814
1590,est_ud,gm,8,malt,train,5,0.935
1591,est_ud,gm,8,malt,test,5,0.81
1592,est_ud,gm,8,malt,train,6,0.934
1593,est_ud,gm,8,malt,test,6,0.812
1594,est_ud,gm,8,malt,train,7,0.935
1595,est_ud,gm,8,malt,test,7,0.809
1596,est_ud,gm,8,malt,train,8,0.935
1597,est_ud,gm,8,malt,test,8,0.817
1598,est_ud,gm,8,malt,train,9,0.935
1599,est_ud,gm,8,malt,test,9,0.813
1600,edt,am,8,udpipe,train,0,0.8986
1601,edt,am,8,udpipe,test,0,0.8357
1602,edt,am,8,udpipe,train,1,0.9041
1603,edt,am,8,udpipe,test,1,0.8402
1604,edt,am,8,udpipe,train,2,0.9066
1605,edt,am,8,udpipe,test,2,0.847
1606,edt,am,8,udpipe,train,3,0.9024
1607,edt,am,8,udpipe,test,3,0.8429
1608,edt,am,8,udpipe,train,4,0.9048
1609,edt,am,8,udpipe,test,4,0.8381
1610,edt,am,8,udpipe,train,5,0.906
1611,edt,am,8,udpipe,test,5,0.8416
1612,edt,am,8,udpipe,train,6,0.9019
1613,edt,am,8,udpipe,test,6,0.8482
1614,edt,am,8,udpipe,train,7,0.9038
1615,edt,am,8,udpipe,test,7,0.8362
1616,edt,am,8,udpipe,train,8,0.9062
1617,edt,am,8,udpipe,test,8,0.8377
1618,edt,am,8,udpipe,train,9,0.9042
1619,edt,am,8,udpipe,test,9,0.8403
1620,est_ud,am,8,udpipe,train,0,0.8837
1621,est_ud,am,8,udpipe,test,0,0.8208
1622,est_ud,am,8,udpipe,train,1,0.879
1623,est_ud,am,8,udpipe,test,1,0.8125
1624,est_ud,am,8,udpipe,train,2,0.8853
1625,est_ud,am,8,udpipe,test,2,0.8204
1626,est_ud,am,8,udpipe,train,3,0.878
1627,est_ud,am,8,udpipe,test,3,0.8094
1628,est_ud,am,8,udpipe,train,4,0.8805
1629,est_ud,am,8,udpipe,test,4,0.8146
1630,est_ud,am,8,udpipe,train,5,0.8747
1631,est_ud,am,8,udpipe,test,5,0.8139
1632,est_ud,am,8,udpipe,train,6,0.8839
1633,est_ud,am,8,udpipe,test,6,0.8176
1634,est_ud,am,8,udpipe,train,7,0.8813
1635,est_ud,am,8,udpipe,test,7,0.81
1636,est_ud,am,8,udpipe,train,8,0.874
1637,est_ud,am,8,udpipe,test,8,0.8099
1638,est_ud,am,8,udpipe,train,9,0.8803
1639,est_ud,am,8,udpipe,test,9,0.8115
1640,edt,am,8,malt,train,0,0.948
1641,edt,am,8,malt,test,0,0.84
1642,edt,am,8,malt,train,1,0.949
1643,edt,am,8,malt,test,1,0.84
1644,edt,am,8,malt,train,2,0.948
1645,edt,am,8,malt,test,2,0.841
1646,edt,am,8,malt,train,3,0.948
1647,edt,am,8,malt,test,3,0.845
1648,edt,am,8,malt,train,4,0.949
1649,edt,am,8,malt,test,4,0.843
1650,edt,am,8,malt,train,5,0.948
1651,edt,am,8,malt,test,5,0.841
1652,edt,am,8,malt,train,6,0.948
1653,edt,am,8,malt,test,6,0.849
1654,edt,am,8,malt,train,7,0.949
1655,edt,am,8,malt,test,7,0.836
1656,edt,am,8,malt,train,8,0.949
1657,edt,am,8,malt,test,8,0.834
1658,edt,am,8,malt,train,9,0.948
1659,edt,am,8,malt,test,9,0.844
1660,est_ud,am,8,malt,train,0,0.931
1661,est_ud,am,8,malt,test,0,0.797
1662,est_ud,am,8,malt,train,1,0.931
1663,est_ud,am,8,malt,test,1,0.795
1664,est_ud,am,8,malt,train,2,0.929
1665,est_ud,am,8,malt,test,2,0.8
1666,est_ud,am,8,malt,train,3,0.93
1667,est_ud,am,8,malt,test,3,0.798
1668,est_ud,am,8,malt,train,4,0.93
1669,est_ud,am,8,malt,test,4,0.796
1670,est_ud,am,8,malt,train,5,0.93
1671,est_ud,am,8,malt,test,5,0.801
1672,est_ud,am,8,malt,train,6,0.93
1673,est_ud,am,8,malt,test,6,0.797
1674,est_ud,am,8,malt,train,7,0.93
1675,est_ud,am,8,malt,test,7,0.794
1676,est_ud,am,8,malt,train,8,0.931
1677,est_ud,am,8,malt,test,8,0.797
1678,est_ud,am,8,malt,train,9,0.93
1679,est_ud,am,8,malt,test,9,0.801
1680,edt,gm,8.2,udpipe,train,0,0.9088
1681,edt,gm,8.2,udpipe,test,0,0.8529
1682,edt,gm,8.2,udpipe,train,1,0.9074
1683,edt,gm,8.2,udpipe,test,1,0.85
1684,edt,gm,8.2,udpipe,train,2,0.9085
1685,edt,gm,8.2,udpipe,test,2,0.845
1686,edt,gm,8.2,udpipe,train,3,0.9083
1687,edt,gm,8.2,udpipe,test,3,0.8465
1688,edt,gm,8.2,udpipe,train,4,0.9062
1689,edt,gm,8.2,udpipe,test,4,0.8459
1690,edt,gm,8.2,udpipe,train,5,0.9023
1691,edt,gm,8.2,udpipe,test,5,0.8356
1692,edt,gm,8.2,udpipe,train,6,0.9125
1693,edt,gm,8.2,udpipe,test,6,0.8444
1694,edt,gm,8.2,udpipe,train,7,0.9092
1695,edt,gm,8.2,udpipe,test,7,0.8516
1696,edt,gm,8.2,udpipe,train,8,0.9029
1697,edt,gm,8.2,udpipe,test,8,0.845
1698,edt,gm,8.2,udpipe,train,9,0.9096
1699,edt,gm,8.2,udpipe,test,9,0.8486
1700,est_ud,gm,8.2,udpipe,train,0,0.8939
1701,est_ud,gm,8.2,udpipe,test,0,0.8383
1702,est_ud,gm,8.2,udpipe,train,1,0.899
1703,est_ud,gm,8.2,udpipe,test,1,0.8388
1704,est_ud,gm,8.2,udpipe,train,2,0.8994
1705,est_ud,gm,8.2,udpipe,test,2,0.8301
1706,est_ud,gm,8.2,udpipe,train,3,0.8946
1707,est_ud,gm,8.2,udpipe,test,3,0.8269
1708,est_ud,gm,8.2,udpipe,train,4,0.8984
1709,est_ud,gm,8.2,udpipe,test,4,0.836
1710,est_ud,gm,8.2,udpipe,train,5,0.9006
1711,est_ud,gm,8.2,udpipe,test,5,0.8386
1712,est_ud,gm,8.2,udpipe,train,6,0.8989
1713,est_ud,gm,8.2,udpipe,test,6,0.8439
1714,est_ud,gm,8.2,udpipe,train,7,0.8951
1715,est_ud,gm,8.2,udpipe,test,7,0.8308
1716,est_ud,gm,8.2,udpipe,train,8,0.9005
1717,est_ud,gm,8.2,udpipe,test,8,0.8332
1718,est_ud,gm,8.2,udpipe,train,9,0.8979
1719,est_ud,gm,8.2,udpipe,test,9,0.8378
1720,edt,gm,8.2,malt,train,0,0.951
1721,edt,gm,8.2,malt,test,0,0.851
1722,edt,gm,8.2,malt,train,1,0.951
1723,edt,gm,8.2,malt,test,1,0.858
1724,edt,gm,8.2,malt,train,2,0.951
1725,edt,gm,8.2,malt,test,2,0.849
1726,edt,gm,8.2,malt,train,3,0.951
1727,edt,gm,8.2,malt,test,3,0.849
1728,edt,gm,8.2,malt,train,4,0.951
1729,edt,gm,8.2,malt,test,4,0.852
1730,edt,gm,8.2,malt,train,5,0.951
1731,edt,gm,8.2,malt,test,5,0.845
1732,edt,gm,8.2,malt,train,6,0.952
1733,edt,gm,8.2,malt,test,6,0.844
1734,edt,gm,8.2,malt,train,7,0.951
1735,edt,gm,8.2,malt,test,7,0.858
