Column1,collection,morph,experiment,model,source,split,LAS
590,edt,am,3.2,malt,train,5,0.926
591,edt,am,3.2,malt,test,5,0.834
592,edt,am,3.2,malt,train,6,0.926
593,edt,am,3.2,malt,test,6,0.841
594,edt,am,3.2,malt,train,7,0.925
595,edt,am,3.2,malt,test,7,0.843
596,edt,am,3.2,malt,train,8,0.925
597,edt,am,3.2,malt,test,8,0.84
598,edt,am,3.2,malt,train,9,0.925
599,edt,am,3.2,malt,test,9,0.849
600,est_ud,am,3.2,malt,train,0,0.925
601,est_ud,am,3.2,malt,test,0,0.799
602,est_ud,am,3.2,malt,train,1,0.925
603,est_ud,am,3.2,malt,test,1,0.796
604,est_ud,am,3.2,malt,train,2,0.925
605,est_ud,am,3.2,malt,test,2,0.8
606,est_ud,am,3.2,malt,train,3,0.925
607,est_ud,am,3.2,malt,test,3,0.8
608,est_ud,am,3.2,malt,train,4,0.924
609,est_ud,am,3.2,malt,test,4,0.797
610,est_ud,am,3.2,malt,train,5,0.926
611,est_ud,am,3.2,malt,test,5,0.799
612,est_ud,am,3.2,malt,train,6,0.925
613,est_ud,am,3.2,malt,test,6,0.798
614,est_ud,am,3.2,malt,train,7,0.925
615,est_ud,am,3.2,malt,test,7,0.797
616,est_ud,am,3.2,malt,train,8,0.925
617,est_ud,am,3.2,malt,test,8,0.793
618,est_ud,am,3.2,malt,train,9,0.925
619,est_ud,am,3.2,malt,test,9,0.795
620,edt,gm,4,udpipe,train,0,0.9072
621,edt,gm,4,udpipe,test,0,0.8474
622,edt,gm,4,udpipe,train,1,0.9095
623,edt,gm,4,udpipe,test,1,0.8449
624,edt,gm,4,udpipe,train,2,0.9071
625,edt,gm,4,udpipe,test,2,0.8449
626,edt,gm,4,udpipe,train,3,0.9084
627,edt,gm,4,udpipe,test,3,0.8547
628,edt,gm,4,udpipe,train,4,0.9085
629,edt,gm,4,udpipe,test,4,0.8372
630,edt,gm,4,udpipe,train,5,0.9125
631,edt,gm,4,udpipe,test,5,0.8461
632,edt,gm,4,udpipe,train,6,0.9104
633,edt,gm,4,udpipe,test,6,0.848
634,edt,gm,4,udpipe,train,7,0.9071
635,edt,gm,4,udpipe,test,7,0.8572
636,edt,gm,4,udpipe,train,8,0.9108
637,edt,gm,4,udpipe,test,8,0.847
638,edt,gm,4,udpipe,train,9,0.9098
639,edt,gm,4,udpipe,test,9,0.8448
640,est_ud,gm,4,udpipe,train,0,0.9015
641,est_ud,gm,4,udpipe,test,0,0.8368
642,est_ud,gm,4,udpipe,train,1,0.9068
643,est_ud,gm,4,udpipe,test,1,0.8406
644,est_ud,gm,4,udpipe,train,2,0.9058
645,est_ud,gm,4,udpipe,test,2,0.8401
646,est_ud,gm,4,udpipe,train,3,0.9055
647,est_ud,gm,4,udpipe,test,3,0.846
648,est_ud,gm,4,udpipe,train,4,0.8925
649,est_ud,gm,4,udpipe,test,4,0.8291
650,est_ud,gm,4,udpipe,train,5,0.9043
651,est_ud,gm,4,udpipe,test,5,0.8382
652,est_ud,gm,4,udpipe,train,6,0.9003
653,est_ud,gm,4,udpipe,test,6,0.8396
654,est_ud,gm,4,udpipe,train,7,0.908
655,est_ud,gm,4,udpipe,test,7,0.8439
656,est_ud,gm,4,udpipe,train,8,0.9074
657,est_ud,gm,4,udpipe,test,8,0.8445
658,est_ud,gm,4,udpipe,train,9,0.904
659,est_ud,gm,4,udpipe,test,9,0.8408
660,edt,gm,4,malt,train,0,0.937
661,edt,gm,4,malt,test,0,0.848
662,edt,gm,4,malt,train,1,0.936
663,edt,gm,4,malt,test,1,0.844
664,edt,gm,4,malt,train,2,0.937
665,edt,gm,4,malt,test,2,0.851
666,edt,gm,4,malt,train,3,0.936
667,edt,gm,4,malt,test,3,0.859
668,edt,gm,4,malt,train,4,0.938
669,edt,gm,4,malt,test,4,0.839
670,edt,gm,4,malt,train,5,0.937
671,edt,gm,4,malt,test,5,0.847
672,edt,gm,4,malt,train,6,0.936
673,edt,gm,4,malt,test,6,0.852
674,edt,gm,4,malt,train,7,0.935
675,edt,gm,4,malt,test,7,0.857
676,edt,gm,4,malt,train,8,0.936
677,edt,gm,4,malt,test,8,0.852
678,edt,gm,4,malt,train,9,0.936
679,edt,gm,4,malt,test,9,0.849
680,est_ud,gm,4,malt,train,0,0.952
681,est_ud,gm,4,malt,test,0,0.814
682,est_ud,gm,4,malt,train,1,0.952
683,est_ud,gm,4,malt,test,1,0.814
684,est_ud,gm,4,malt,train,2,0.951
685,est_ud,gm,4,malt,test,2,0.811
686,est_ud,gm,4,malt,train,3,0.952
687,est_ud,gm,4,malt,test,3,0.819
688,est_ud,gm,4,malt,train,4,0.952
689,est_ud,gm,4,malt,test,4,0.81
690,est_ud,gm,4,malt,train,5,0.952
691,est_ud,gm,4,malt,test,5,0.812
692,est_ud,gm,4,malt,train,6,0.951
693,est_ud,gm,4,malt,test,6,0.819
694,est_ud,gm,4,malt,train,7,0.952
695,est_ud,gm,4,malt,test,7,0.816
696,est_ud,gm,4,malt,train,8,0.952
697,est_ud,gm,4,malt,test,8,0.817
698,est_ud,gm,4,malt,train,9,0.952
699,est_ud,gm,4,malt,test,9,0.817
700,est_ud,am,4,udpipe,train,0,0.8811
701,est_ud,am,4,udpipe,test,0,0.8158
702,est_ud,am,4,udpipe,train,1,0.8847
703,est_ud,am,4,udpipe,test,1,0.8219
704,est_ud,am,4,udpipe,train,2,0.8865
705,est_ud,am,4,udpipe,test,2,0.8237
706,est_ud,am,4,udpipe,train,3,0.88
707,est_ud,am,4,udpipe,test,3,0.8127
708,est_ud,am,4,udpipe,train,4,0.8847
709,est_ud,am,4,udpipe,test,4,0.8205
710,est_ud,am,4,udpipe,train,5,0.8903
711,est_ud,am,4,udpipe,test,5,0.8135
712,est_ud,am,4,udpipe,train,6,0.8849
713,est_ud,am,4,udpipe,test,6,0.8197
714,est_ud,am,4,udpipe,train,7,0.8801
715,est_ud,am,4,udpipe,test,7,0.8161
716,est_ud,am,4,udpipe,train,8,0.8883
717,est_ud,am,4,udpipe,test,8,0.824
718,est_ud,am,4,udpipe,train,9,0.8829
719,est_ud,am,4,udpipe,test,9,0.8164
720,edt,gm,4.2,udpipe,train,0,0.9082
721,edt,gm,4.2,udpipe,test,0,0.8425
722,edt,gm,4.2,udpipe,train,1,0.9084
723,edt,gm,4.2,udpipe,test,1,0.8488
724,edt,gm,4.2,udpipe,train,2,0.9122
725,edt,gm,4.2,udpipe,test,2,0.8484
726,edt,gm,4.2,udpipe,train,3,0.9071
727,edt,gm,4.2,udpipe,test,3,0.8447
728,edt,gm,4.2,udpipe,train,4,0.9099
729,edt,gm,4.2,udpipe,test,4,0.8559
730,edt,gm,4.2,udpipe,train,5,0.9108
731,edt,gm,4.2,udpipe,test,5,0.8587
732,edt,gm,4.2,udpipe,train,6,0.9079
733,edt,gm,4.2,udpipe,test,6,0.8456
734,edt,gm,4.2,udpipe,train,7,0.9119
735,edt,gm,4.2,udpipe,test,7,0.8421
736,edt,gm,4.2,udpipe,train,8,0.9138
737,edt,gm,4.2,udpipe,test,8,0.8437
738,edt,gm,4.2,udpipe,train,9,0.9118
739,edt,gm,4.2,udpipe,test,9,0.8565
740,est_ud,gm,4.2,udpipe,train,0,0.9028
741,est_ud,gm,4.2,udpipe,test,0,0.84
742,est_ud,gm,4.2,udpipe,train,1,0.8988
743,est_ud,gm,4.2,udpipe,test,1,0.8349
744,est_ud,gm,4.2,udpipe,train,2,0.9059
745,est_ud,gm,4.2,udpipe,test,2,0.8404
746,est_ud,gm,4.2,udpipe,train,3,0.9009
747,est_ud,gm,4.2,udpipe,test,3,0.8381
748,est_ud,gm,4.2,udpipe,train,4,0.9049
749,est_ud,gm,4.2,udpipe,test,4,0.8391
750,est_ud,gm,4.2,udpipe,train,5,0.9052
751,est_ud,gm,4.2,udpipe,test,5,0.8418
752,est_ud,gm,4.2,udpipe,train,6,0.9078
753,est_ud,gm,4.2,udpipe,test,6,0.8423
754,est_ud,gm,4.2,udpipe,train,7,0.906
755,est_ud,gm,4.2,udpipe,test,7,0.8442
756,est_ud,gm,4.2,udpipe,train,8,0.9069
757,est_ud,gm,4.2,udpipe,test,8,0.8421
758,est_ud,gm,4.2,udpipe,train,9,0.9077
759,est_ud,gm,4.2,udpipe,test,9,0.8426
760,edt,gm,4.2,malt,train,0,0.937
761,edt,gm,4.2,malt,test,0,0.848
762,edt,gm,4.2,malt,train,1,0.936
763,edt,gm,4.2,malt,test,1,0.852
764,edt,gm,4.2,malt,train,2,0.937
765,edt,gm,4.2,malt,test,2,0.846
766,edt,gm,4.2,malt,train,3,0.937
767,edt,gm,4.2,malt,test,3,0.848
768,edt,gm,4.2,malt,train,4,0.937
769,edt,gm,4.2,malt,test,4,0.853
770,edt,gm,4.2,malt,train,5,0.936
771,edt,gm,4.2,malt,test,5,0.859
772,edt,gm,4.2,malt,train,6,0.937
773,edt,gm,4.2,malt,test,6,0.85
774,edt,gm,4.2,malt,train,7,0.937
775,edt,gm,4.2,malt,test,7,0.848
776,edt,gm,4.2,malt,train,8,0.936
777,edt,gm,4.2,malt,test,8,0.843
778,edt,gm,4.2,malt,train,9,0.936
779,edt,gm,4.2,malt,test,9,0.858
780,est_ud,gm,4.2,malt,train,0,0.952
781,est_ud,gm,4.2,malt,test,0,0.812
782,est_ud,gm,4.2,malt,train,1,0.952
783,est_ud,gm,4.2,malt,test,1,0.812
784,est_ud,gm,4.2,malt,train,2,0.952
785,est_ud,gm,4.2,malt,test,2,0.81
786,est_ud,gm,4.2,malt,train,3,0.951
787,est_ud,gm,4.2,malt,test,3,0.817
788,est_ud,gm,4.2,malt,train,4,0.952
789,est_ud,gm,4.2,malt,test,4,0.812
790,est_ud,gm,4.2,malt,train,5,0.952
791,est_ud,gm,4.2,malt,test,5,0.818
792,est_ud,gm,4.2,malt,train,6,0.952
793,est_ud,gm,4.2,malt,test,6,0.817
794,est_ud,gm,4.2,malt,train,7,0.952
795,est_ud,gm,4.2,malt,test,7,0.815
796,est_ud,gm,4.2,malt,train,8,0.951
797,est_ud,gm,4.2,malt,test,8,0.819
798,est_ud,gm,4.2,malt,train,9,0.952
799,est_ud,gm,4.2,malt,test,9,0.811
800,edt,am,4.2,udpipe,train,0,0.9036
801,edt,am,4.2,udpipe,test,0,0.8382
802,edt,am,4.2,udpipe,train,1,0.9034
803,edt,am,4.2,udpipe,test,1,0.8383
804,edt,am,4.2,udpipe,train,2,0.9067
805,edt,am,4.2,udpipe,test,2,0.8482
806,edt,am,4.2,udpipe,train,3,0.906
807,edt,am,4.2,udpipe,test,3,0.8413
808,edt,am,4.2,udpipe,train,4,0.903
809,edt,am,4.2,udpipe,test,4,0.8407
810,edt,am,4.2,udpipe,train,5,0.8981
811,edt,am,4.2,udpipe,test,5,0.8437
812,edt,am,4.2,udpipe,train,6,0.9061
813,edt,am,4.2,udpipe,test,6,0.8478
814,edt,am,4.2,udpipe,train,7,0.9048
815,edt,am,4.2,udpipe,test,7,0.8333
816,edt,am,4.2,udpipe,train,8,0.9027
817,edt,am,4.2,udpipe,test,8,0.8427
818,edt,am,4.2,udpipe,train,9,0.9073
819,edt,am,4.2,udpipe,test,9,0.8392
820,est_ud,am,4.2,udpipe,train,0,0.8841
821,est_ud,am,4.2,udpipe,test,0,0.815
822,est_ud,am,4.2,udpipe,train,1,0.8815
823,est_ud,am,4.2,udpipe,test,1,0.809
824,est_ud,am,4.2,udpipe,train,2,0.8887
825,est_ud,am,4.2,udpipe,test,2,0.8251
826,est_ud,am,4.2,udpipe,train,3,0.8828
827,est_ud,am,4.2,udpipe,test,3,0.8101
828,est_ud,am,4.2,udpipe,train,4,0.8814
829,est_ud,am,4.2,udpipe,test,4,0.8162
830,est_ud,am,4.2,udpipe,train,5,0.8866
831,est_ud,am,4.2,udpipe,test,5,0.8154
832,est_ud,am,4.2,udpipe,train,6,0.884
833,est_ud,am,4.2,udpipe,test,6,0.8115
834,est_ud,am,4.2,udpipe,train,7,0.8861
835,est_ud,am,4.2,udpipe,test,7,0.8191
836,est_ud,am,4.2,udpipe,train,8,0.8889
837,est_ud,am,4.2,udpipe,test,8,0.8233
838,est_ud,am,4.2,udpipe,train,9,0.8844
839,est_ud,am,4.2,udpipe,test,9,0.8148
840,edt,am,4.2,malt,train,0,0.933
841,edt,am,4.2,malt,test,0,0.837
842,edt,am,4.2,malt,train,1,0.933
843,edt,am,4.2,malt,test,1,0.835
844,edt,am,4.2,malt,train,2,0.933
845,edt,am,4.2,malt,test,2,0.846
846,edt,am,4.2,malt,train,3,0.933
847,edt,am,4.2,malt,test,3,0.835
848,edt,am,4.2,malt,train,4,0.933
849,edt,am,4.2,malt,test,4,0.839
850,edt,am,4.2,malt,train,5,0.933
851,edt,am,4.2,malt,test,5,0.85
852,edt,am,4.2,malt,train,6,0.933
853,edt,am,4.2,malt,test,6,0.847
854,edt,am,4.2,malt,train,7,0.933
855,edt,am,4.2,malt,test,7,0.832
856,edt,am,4.2,malt,train,8,0.933
857,edt,am,4.2,malt,test,8,0.839
858,edt,am,4.2,malt,train,9,0.934
859,edt,am,4.2,malt,test,9,0.833
860,est_ud,am,4.2,malt,train,0,0.936
861,est_ud,am,4.2,malt,test,0,0.799
862,est_ud,am,4.2,malt,train,1,0.937
863,est_ud,am,4.2,malt,test,1,0.797
864,est_ud,am,4.2,malt,train,2,0.936
865,est_ud,am,4.2,malt,test,2,0.799
866,est_ud,am,4.2,malt,train,3,0.936
867,est_ud,am,4.2,malt,test,3,0.795
868,est_ud,am,4.2,malt,train,4,0.936
869,est_ud,am,4.2,malt,test,4,0.8
870,est_ud,am,4.2,malt,train,5,0.936
871,est_ud,am,4.2,malt,test,5,0.802
872,est_ud,am,4.2,malt,train,6,0.936
873,est_ud,am,4.2,malt,test,6,0.797
874,est_ud,am,4.2,malt,train,7,0.936
875,est_ud,am,4.2,malt,test,7,0.802
876,est_ud,am,4.2,malt,train,8,0.936
877,est_ud,am,4.2,malt,test,8,0.803
878,est_ud,am,4.2,malt,train,9,0.936
879,est_ud,am,4.2,malt,test,9,0.801
880,edt,gm,5,udpipe,train,0,0.9125
881,edt,gm,5,udpipe,test,0,0.846
882,edt,gm,5,udpipe,train,1,0.9046
883,edt,gm,5,udpipe,test,1,0.8494
884,edt,gm,5,udpipe,train,2,0.915
885,edt,gm,5,udpipe,test,2,0.8402
886,edt,gm,5,udpipe,train,3,0.9089
887,edt,gm,5,udpipe,test,3,0.8476
888,edt,gm,5,udpipe,train,4,0.9095
889,edt,gm,5,udpipe,test,4,0.8598
890,edt,gm,5,udpipe,train,5,0.9103
891,edt,gm,5,udpipe,test,5,0.8495
892,edt,gm,5,udpipe,train,6,0.9093
893,edt,gm,5,udpipe,test,6,0.85
894,edt,gm,5,udpipe,train,7,0.9121
895,edt,gm,5,udpipe,test,7,0.8547
896,edt,gm,5,udpipe,train,8,0.9147
897,edt,gm,5,udpipe,test,8,0.8376
898,edt,gm,5,udpipe,train,9,0.9128
899,edt,gm,5,udpipe,test,9,0.8513
900,est_ud,gm,5,udpipe,train,0,0.9059
901,est_ud,gm,5,udpipe,test,0,0.8432
902,est_ud,gm,5,udpipe,train,1,0.9026
903,est_ud,gm,5,udpipe,test,1,0.8393
904,est_ud,gm,5,udpipe,train,2,0.9059
905,est_ud,gm,5,udpipe,test,2,0.843
906,est_ud,gm,5,udpipe,train,3,0.9023
907,est_ud,gm,5,udpipe,test,3,0.8392
908,est_ud,gm,5,udpipe,train,4,0.8998
909,est_ud,gm,5,udpipe,test,4,0.8324
910,est_ud,gm,5,udpipe,train,5,0.9055
911,est_ud,gm,5,udpipe,test,5,0.8405
912,est_ud,gm,5,udpipe,train,6,0.9071
913,est_ud,gm,5,udpipe,test,6,0.841
914,est_ud,gm,5,udpipe,train,7,0.9005
915,est_ud,gm,5,udpipe,test,7,0.8395
916,est_ud,gm,5,udpipe,train,8,0.9049
917,est_ud,gm,5,udpipe,test,8,0.8407
918,est_ud,gm,5,udpipe,train,9,0.9031
919,est_ud,gm,5,udpipe,test,9,0.8426
920,edt,gm,5,malt,train,0,0.931
921,edt,gm,5,malt,test,0,0.851
922,edt,gm,5,malt,train,1,0.93
923,edt,gm,5,malt,test,1,0.854
924,edt,gm,5,malt,train,2,0.932
925,edt,gm,5,malt,test,2,0.842
926,edt,gm,5,malt,train,3,0.931
927,edt,gm,5,malt,test,3,0.854
928,edt,gm,5,malt,train,4,0.93
929,edt,gm,5,malt,test,4,0.864
930,edt,gm,5,malt,train,5,0.931
931,edt,gm,5,malt,test,5,0.851
932,edt,gm,5,malt,train,6,0.93
933,edt,gm,5,malt,test,6,0.857
934,edt,gm,5,malt,train,7,0.93
935,edt,gm,5,malt,test,7,0.86
936,edt,gm,5,malt,train,8,0.932
937,edt,gm,5,malt,test,8,0.842
938,edt,gm,5,malt,train,9,0.93
939,edt,gm,5,malt,test,9,0.857
940,est_ud,gm,5,malt,train,0,0.928
941,est_ud,gm,5,malt,test,0,0.816
942,est_ud,gm,5,malt,train,1,0.929
943,est_ud,gm,5,malt,test,1,0.814
944,est_ud,gm,5,malt,train,2,0.929
945,est_ud,gm,5,malt,test,2,0.815
946,est_ud,gm,5,malt,train,3,0.928
947,est_ud,gm,5,malt,test,3,0.814
948,est_ud,gm,5,malt,train,4,0.929
949,est_ud,gm,5,malt,test,4,0.809
950,est_ud,gm,5,malt,train,5,0.928
951,est_ud,gm,5,malt,test,5,0.817
952,est_ud,gm,5,malt,train,6,0.929
953,est_ud,gm,5,malt,test,6,0.815
954,est_ud,gm,5,malt,train,7,0.929
955,est_ud,gm,5,malt,test,7,0.817
956,est_ud,gm,5,malt,train,8,0.929
957,est_ud,gm,5,malt,test,8,0.812
958,est_ud,gm,5,malt,train,9,0.928
959,est_ud,gm,5,malt,test,9,0.817
960,edt,am,5,udpipe,train,0,0.902
961,edt,am,5,udpipe,test,0,0.8343
962,edt,am,5,udpipe,train,1,0.9053
963,edt,am,5,udpipe,test,1,0.8382
964,edt,am,5,udpipe,train,2,0.9037
965,edt,am,5,udpipe,test,2,0.8348
966,edt,am,5,udpipe,train,3,0.906
967,edt,am,5,udpipe,test,3,0.8477
968,edt,am,5,udpipe,train,4,0.9091
969,edt,am,5,udpipe,test,4,0.842
970,edt,am,5,udpipe,train,5,0.9001
971,edt,am,5,udpipe,test,5,0.8381
972,edt,am,5,udpipe,train,6,0.9018
973,edt,am,5,udpipe,test,6,0.8477
974,edt,am,5,udpipe,train,7,0.9066
975,edt,am,5,udpipe,test,7,0.8348
976,edt,am,5,udpipe,train,8,0.9065
977,edt,am,5,udpipe,test,8,0.8486
978,edt,am,5,udpipe,train,9,0.9072
979,edt,am,5,udpipe,test,9,0.8439
980,est_ud,am,5,udpipe,train,0,0.8867
981,est_ud,am,5,udpipe,test,0,0.8214
982,est_ud,am,5,udpipe,train,1,0.8839
983,est_ud,am,5,udpipe,test,1,0.8208
984,est_ud,am,5,udpipe,train,2,0.8824
985,est_ud,am,5,udpipe,test,2,0.8147
986,est_ud,am,5,udpipe,train,3,0.8875
987,est_ud,am,5,udpipe,test,3,0.8219
988,est_ud,am,5,udpipe,train,4,0.8897
989,est_ud,am,5,udpipe,test,4,0.8181
990,est_ud,am,5,udpipe,train,5,0.8886
991,est_ud,am,5,udpipe,test,5,0.8206
992,est_ud,am,5,udpipe,train,6,0.8842
993,est_ud,am,5,udpipe,test,6,0.8121
994,est_ud,am,5,udpipe,train,7,0.8876
995,est_ud,am,5,udpipe,test,7,0.8215
996,est_ud,am,5,udpipe,train,8,0.8857
997,est_ud,am,5,udpipe,test,8,0.8122
998,est_ud,am,5,udpipe,train,9,0.8883
999,est_ud,am,5,udpipe,test,9,0.8182
1000,edt,am,5,malt,train,0,0.928
1001,edt,am,5,malt,test,0,0.839
1002,edt,am,5,malt,train,1,0.927
1003,edt,am,5,malt,test,1,0.839
1004,edt,am,5,malt,train,2,0.927
1005,edt,am,5,malt,test,2,0.841
1006,edt,am,5,malt,train,3,0.927
1007,edt,am,5,malt,test,3,0.847
1008,edt,am,5,malt,train,4,0.927
1009,edt,am,5,malt,test,4,0.84
1010,edt,am,5,malt,train,5,0.927
1011,edt,am,5,malt,test,5,0.842
1012,edt,am,5,malt,train,6,0.926
1013,edt,am,5,malt,test,6,0.851
1014,edt,am,5,malt,train,7,0.927
1015,edt,am,5,malt,test,7,0.834
1016,edt,am,5,malt,train,8,0.927
1017,edt,am,5,malt,test,8,0.846
1018,edt,am,5,malt,train,9,0.928
1019,edt,am,5,malt,test,9,0.844
1020,est_ud,am,5,malt,train,0,0.945
1021,est_ud,am,5,malt,test,0,0.799
1022,est_ud,am,5,malt,train,1,0.945
1023,est_ud,am,5,malt,test,1,0.801
1024,est_ud,am,5,malt,train,2,0.945
1025,est_ud,am,5,malt,test,2,0.798
1026,est_ud,am,5,malt,train,3,0.945
1027,est_ud,am,5,malt,test,3,0.797
1028,est_ud,am,5,malt,train,4,0.944
1029,est_ud,am,5,malt,test,4,0.796
1030,est_ud,am,5,malt,train,5,0.945
1031,est_ud,am,5,malt,test,5,0.799
1032,est_ud,am,5,malt,train,6,0.945
1033,est_ud,am,5,malt,test,6,0.794
1034,est_ud,am,5,malt,train,7,0.945
1035,est_ud,am,5,malt,test,7,0.798
1036,est_ud,am,5,malt,train,8,0.945
1037,est_ud,am,5,malt,test,8,0.796
1038,est_ud,am,5,malt,train,9,0.945
1039,est_ud,am,5,malt,test,9,0.795
1040,edt,gm,6,udpipe,train,0,0.8703
1041,edt,gm,6,udpipe,test,0,0.7906
1042,edt,gm,6,udpipe,train,1,0.8695
1043,edt,gm,6,udpipe,test,1,0.811
1044,edt,gm,6,udpipe,train,2,0.8759
1045,edt,gm,6,udpipe,test,2,0.7996
1046,edt,gm,6,udpipe,train,3,0.874
1047,edt,gm,6,udpipe,test,3,0.7838
1048,edt,gm,6,udpipe,train,4,0.866
1049,edt,gm,6,udpipe,test,4,0.7803
1050,edt,gm,6,udpipe,train,5,0.872
1051,edt,gm,6,udpipe,test,5,0.7849
1052,edt,gm,6,udpipe,train,6,0.8724
1053,edt,gm,6,udpipe,test,6,0.7768
1054,edt,gm,6,udpipe,train,7,0.8729
1055,edt,gm,6,udpipe,test,7,0.7947
1056,edt,gm,6,udpipe,train,8,0.8684
1057,edt,gm,6,udpipe,test,8,0.7887
1058,edt,gm,6,udpipe,train,9,0.873
1059,edt,gm,6,udpipe,test,9,0.7945
1060,est_ud,gm,6,udpipe,train,0,0.86
1061,est_ud,gm,6,udpipe,test,0,0.7849
1062,est_ud,gm,6,udpipe,train,1,0.8603
1063,est_ud,gm,6,udpipe,test,1,0.787
1064,est_ud,gm,6,udpipe,train,2,0.8626
1065,est_ud,gm,6,udpipe,test,2,0.7854
1066,est_ud,gm,6,udpipe,train,3,0.8601
1067,est_ud,gm,6,udpipe,test,3,0.7787
1068,est_ud,gm,6,udpipe,train,4,0.8655
1069,est_ud,gm,6,udpipe,test,4,0.7849
1070,est_ud,gm,6,udpipe,train,5,0.8609
1071,est_ud,gm,6,udpipe,test,5,0.7861
1072,est_ud,gm,6,udpipe,train,6,0.8583
1073,est_ud,gm,6,udpipe,test,6,0.7811
1074,est_ud,gm,6,udpipe,train,7,0.8545
1075,est_ud,gm,6,udpipe,test,7,0.7804
1076,est_ud,gm,6,udpipe,train,8,0.8629
1077,est_ud,gm,6,udpipe,test,8,0.7841
1078,est_ud,gm,6,udpipe,train,9,0.8588
1079,est_ud,gm,6,udpipe,test,9,0.7813
1080,edt,gm,6,malt,train,0,0.932
1081,edt,gm,6,malt,test,0,0.802
1082,edt,gm,6,malt,train,1,0.931
1083,edt,gm,6,malt,test,1,0.816
1084,edt,gm,6,malt,train,2,0.932
1085,edt,gm,6,malt,test,2,0.804
1086,edt,gm,6,malt,train,3,0.932
1087,edt,gm,6,malt,test,3,0.794
1088,edt,gm,6,malt,train,4,0.933
1089,edt,gm,6,malt,test,4,0.795
1090,edt,gm,6,malt,train,5,0.932
1091,edt,gm,6,malt,test,5,0.798
1092,edt,gm,6,malt,train,6,0.933
1093,edt,gm,6,malt,test,6,0.792
1094,edt,gm,6,malt,train,7,0.932
1095,edt,gm,6,malt,test,7,0.804
1096,edt,gm,6,malt,train,8,0.933
1097,edt,gm,6,malt,test,8,0.797
1098,edt,gm,6,malt,train,9,0.932
1099,edt,gm,6,malt,test,9,0.805
1100,est_ud,gm,6,malt,train,0,0.936
1101,est_ud,gm,6,malt,test,0,0.773
1102,est_ud,gm,6,malt,train,1,0.936
1103,est_ud,gm,6,malt,test,1,0.778
1104,est_ud,gm,6,malt,train,2,0.936
1105,est_ud,gm,6,malt,test,2,0.767
1106,est_ud,gm,6,malt,train,3,0.936
1107,est_ud,gm,6,malt,test,3,0.77
1108,est_ud,gm,6,malt,train,4,0.937
1109,est_ud,gm,6,malt,test,4,0.771
1110,est_ud,gm,6,malt,train,5,0.937
1111,est_ud,gm,6,malt,test,5,0.771
1112,est_ud,gm,6,malt,train,6,0.937
1113,est_ud,gm,6,malt,test,6,0.771
1114,est_ud,gm,6,malt,train,7,0.936
1115,est_ud,gm,6,malt,test,7,0.772
1116,est_ud,gm,6,malt,train,8,0.936
1117,est_ud,gm,6,malt,test,8,0.772
1118,est_ud,gm,6,malt,train,9,0.937
1119,est_ud,gm,6,malt,test,9,0.774
1120,edt,am,6,udpipe,train,0,0.8779
1121,edt,am,6,udpipe,test,0,0.7931
1122,edt,am,6,udpipe,train,1,0.8766
1123,edt,am,6,udpipe,test,1,0.7997
1124,edt,am,6,udpipe,train,2,0.872
1125,edt,am,6,udpipe,test,2,0.8043
1126,edt,am,6,udpipe,train,3,0.8703
1127,edt,am,6,udpipe,test,3,0.8034
1128,edt,am,6,udpipe,train,4,0.8753
1129,edt,am,6,udpipe,test,4,0.7865
1130,edt,am,6,udpipe,train,5,0.8736
1131,edt,am,6,udpipe,test,5,0.7986
1132,edt,am,6,udpipe,train,6,0.8767
1133,edt,am,6,udpipe,test,6,0.7949
1134,edt,am,6,udpipe,train,7,0.8719
1135,edt,am,6,udpipe,test,7,0.783
1136,edt,am,6,udpipe,train,8,0.8765
1137,edt,am,6,udpipe,test,8,0.7939
1138,edt,am,6,udpipe,train,9,0.8764
1139,edt,am,6,udpipe,test,9,0.7869
1140,est_ud,am,6,udpipe,train,0,0.8497
1141,est_ud,am,6,udpipe,test,0,0.7767
1142,est_ud,am,6,udpipe,train,1,0.8447
1143,est_ud,am,6,udpipe,test,1,0.7662
1144,est_ud,am,6,udpipe,train,2,0.8469
1145,est_ud,am,6,udpipe,test,2,0.7679
1146,est_ud,am,6,udpipe,train,3,0.8473
1147,est_ud,am,6,udpipe,test,3,0.7762
1148,est_ud,am,6,udpipe,train,4,0.8488
1149,est_ud,am,6,udpipe,test,4,0.7754
1150,est_ud,am,6,udpipe,train,5,0.8545
1151,est_ud,am,6,udpipe,test,5,0.7737
1152,est_ud,am,6,udpipe,train,6,0.8481
1153,est_ud,am,6,udpipe,test,6,0.7729
1154,est_ud,am,6,udpipe,train,7,0.8456
1155,est_ud,am,6,udpipe,test,7,0.7744
1156,est_ud,am,6,udpipe,train,8,0.8481
1157,est_ud,am,6,udpipe,test,8,0.7678
1158,est_ud,am,6,udpipe,train,9,0.8469
1159,est_ud,am,6,udpipe,test,9,0.7717
1160,edt,am,6,malt,train,0,0.933
1161,edt,am,6,malt,test,0,0.795
1162,edt,am,6,malt,train,1,0.932
1163,edt,am,6,malt,test,1,0.804
1164,edt,am,6,malt,train,2,0.932
1165,edt,am,6,malt,test,2,0.81
1166,edt,am,6,malt,train,3,0.932
1167,edt,am,6,malt,test,3,0.808
1168,edt,am,6,malt,train,4,0.932
1169,edt,am,6,malt,test,4,0.791
1170,edt,am,6,malt,train,5,0.932
