pat_id,verb_word,verb_compound,phrase_case,adp,inf_verb,verb_occurrence_count,absolute_support,relative_support
2277,aitama,välja,el,,,763,524,68.67627785058977
150,hoidma,eemale,el,,,1002,688,68.6626746506986
1636,samastama,,part,,,418,287,68.6602870813397
2284,hüppama,välja,el,,,866,594,68.59122401847574
542,kammitsema,,part,,,482,330,68.46473029045643
1792,suhestama,,part,,,38,26,68.42105263157895
1616,rõhuma,,all,,,1747,1195,68.40297653119633
1783,sorima,,in,,,269,184,68.40148698884758
2116,usutlema,,part,,,142,97,68.30985915492957
84,arvustama,,part,,,985,672,68.2233502538071
2026,tunnetama,,part,,,3818,2603,68.17705605028812
29,jääma,alla,all,,,8352,5683,68.04358237547893
1235,nimetama,,part,,,37617,25575,67.98787782119786
2182,vapustama,,part,,,1238,840,67.85137318255249
195,erinema,,el,,,11313,7665,67.7539114293291
2103,unistama,,el,,,5841,3954,67.69388803287109
254,haletsema,,part,,,148,100,67.56756756756756
1393,kallama,peale,part,,,37,25,67.56756756756756
761,koputama,,all,,,1701,1149,67.54850088183422
1774,soojendama,,part,,,1285,867,67.47081712062257
929,kleepima,külge,all,,,46,31,67.3913043478261
633,kinkima,,all,,,7818,5264,67.3317984139166
461,jõudma,järele,all,,,1144,769,67.22027972027972
2352,võrdlema,,part,,,6671,4483,67.20131914255734
142,edestama,,part,,,5612,3767,67.1240199572345
418,janunema,,gen,järele,,291,195,67.0103092783505
113,briifima,,part,,,6,4,66.66666666666666
271,harmoneerima,,kom,,,18,12,66.66666666666666
457,olema,jännis,kom,,,3,2,66.66666666666666
623,kilistama,,kom,,,3,2,66.66666666666666
637,hakkama,kinni,el,,,159,106,66.66666666666666
1876,õhkama,taga,part,,,6,4,66.66666666666666
1878,innustama,tagant,part,,,6,4,66.66666666666666
2254,olema,villand,el,,,15,10,66.66666666666666
486,kaaluma,,part,,,13457,8962,66.59730995021178
2250,viivitama,,kom,,,742,494,66.57681940700809
557,kannustama,,part,,,576,383,66.49305555555556
1527,põdema,,part,,,4077,2710,66.47044395388765
1793,suhestuma,,kom,,,164,109,66.46341463414635
1997,tsiteerima,,part,,,3810,2530,66.40419947506561
774,kostitama,,kom,,,723,480,66.39004149377593
352,identifitseerima,,part,,,327,217,66.36085626911316
192,ergutama,,part,,,1183,784,66.27218934911244
613,kiinduma,,ill,,,378,250,66.13756613756614
2173,valmistuma,,tr,,,6823,4504,66.01201817382383
971,raputama,lahti,el,,,50,33,66
433,juhtima,,part,,,43307,28571,65.97316830997299
1623,ründama,,part,,,10046,6614,65.83714911407526
2447,ühtima,,kom,,,1085,714,65.80645161290323
1887,keerama,taha,all,,,38,25,65.78947368421053
295,hindama,,part,,,25614,16835,65.72577496681502
148,eelnema,,all,,,5241,3433,65.50276664758634
1640,sarnanema,,kom,,,5449,3563,65.38814461369059
1866,süüvima,,ill,,,312,204,65.38461538461539
2193,vastanduma,,all,,,1158,757,65.3713298791019
1790,sugereerima,,part,,,75,49,65.33333333333333
1733,sisendama,,part,,,1387,905,65.24873828406633
2172,seadma,valmis,nom,,,149,97,65.1006711409396
1814,sõbrustama,,kom,,,189,123,65.07936507936508
431,juhendama,,part,,,3021,1966,65.07778881165177
918,kõrvutama,,part,,,343,223,65.01457725947522
273,harmoniseeruma,,kom,,,20,13,65
46,alustama,,part,,,63173,41028,64.94546720909248
144,eeldama,,part,,,15153,9837,64.91783805187092
1166,muutuma,,tr,,,83556,54187,64.85111781320312
786,kujunema,,tr,,,25119,16227,64.60050161232533
719,sobitama,kokku,part,,,48,31,64.58333333333334
62,armastama,,part,,,19711,12725,64.55786109279083
879,kõlistama,,part,,,135,87,64.44444444444444
998,leierdama,,part,,,28,18,64.28571428571429
1644,sarnastama,,part,,,14,9,64.28571428571429
2196,käima,vastu,all,,,150,96,64
1694,seltsima,,kom,,,69,44,63.76811594202898
1765,sobitama,,part,,,355,226,63.66197183098592
2288,juhatama,välja,el,,,44,28,63.63636363636363
1495,jääma,puudu,el,,,4599,2912,63.31811263318112
952,küündima,,term,,,4765,3012,63.21091290661071
660,klapitama,,part,,,19,12,63.1578947368421
834,käiama,,part,,,57,36,63.1578947368421
2147,vahetama,,part,,,10633,6713,63.133640552995395
1885,müüma,tagasi,all,,,108,68,62.96296296296296
2349,olema,võlgu,all,,,1323,833,62.96296296296296
304,hirmutama,,part,,,1745,1098,62.922636103151866
1582,reageerima,,all,,,6605,4156,62.9220287660863
321,hurjutama,,part,,,344,216,62.7906976744186
2117,uudistama,,part,,,415,260,62.65060240963856
2190,varustama,,part,,,1794,1123,62.59754738015607
494,tundma,kaasa,all,,,1279,800,62.54886630179828
1741,hõõruma,sisse,kom,,,16,10,62.5
1750,määrima,sisse,kom,,,24,15,62.5
961,laenutama,,part,,,301,188,62.45847176079734
933,riputama,külge,all,,,37,23,62.16216216216216
1794,suhtlema,,kom,,,7151,4436,62.033282058453366
1893,tajuma,,part,,,4685,2901,61.92102454642476
689,kohanema,,kom,,,1379,853,61.85641769398115
531,kaitsma,,part,,,8629,5334,61.81481052265616
1646,sarnastuma,,kom,,,13,8,61.53846153846154
307,hoidma,,part,,,29673,18232,61.44306271694807
1795,suhtuma,,ill,,,13881,8527,61.429291837763856
655,kiusama,,part,,,1323,812,61.37566137566137
2298,kantima,välja,el,,,31,19,61.29032258064516
1252,nägema,,part,,,129412,79234,61.226161406979266
2428,õnnitlema,,part,,,1730,1059,61.213872832369944
2237,vihjama,,all,,,3700,2263,61.16216216216216
2296,kallama,välja,part,,,18,11,61.111111111111114
751,koonerdama,,kom,,,208,127,61.057692307692314
1000,ajama,ligi,all,,,41,25,60.97560975609756
2118,uurima,,part,,,21513,13113,60.953841863059544
892,olema,kõrini,el,,,28,17,60.71428571428571
1960,toestama,,part,,,140,85,60.71428571428571
1416,petma,,part,,,3475,2106,60.60431654676259
2192,vastama,,all,,,71373,43255,60.604150028722344
1068,lähenema,,all,,,5552,3363,60.57276657060518
818,kuulama,,part,,,17685,10711,60.56545094713034
220,valmistuma,ette,tr,,,152,92,60.526315789473685
217,teatama,ette,el,,,233,141,60.51502145922747
1440,pildistama,,part,,,1865,1128,60.48257372654155
2263,virgutama,,part,,,91,55,60.43956043956044
1143,motiveerima,,part,,,1083,654,60.387811634349035
1096,jooksma,maha,part,,,305,184,60.32786885245902
931,lööma,külge,all,,,146,88,60.273972602739725
1201,lendama,mööda,el,,,219,132,60.273972602739725
576,katsetama,,part,,,2463,1483,60.211124644742185
2291,jääma,välja,el,,,4067,2448,60.19178755839685
770,korrastama,,part,,,1050,631,60.09523809523809
908,juhtima,kõrvale,part,,,115,69,60
1072,läänistama,,all,,,5,3,60
1744,jootma,sisse,part,,,30,18,60
2381,harjuma,ära,kom,,,803,480,59.7758405977584
1570,rahuldama,,part,,,7408,4424,59.71922246220303
1535,põletama,,part,,,1676,996,59.427207637231504
1395,sattuma,peale,all,,,409,243,59.41320293398533
1422,pidurdama,,part,,,2518,1494,59.33280381254964
1003,pääsema,ligi,all,,,1008,598,59.32539682539682
2283,hääletama,välja,el,,,295,175,59.32203389830508
1569,olema,rahul,kom,,,18379,10877,59.181674737472115
658,klammerduma,,gen,külge,,414,245,59.17874396135265
2454,andma,üle,all,,,4563,2697,59.10585141354372
2512,kehastuma,ümber,tr,,,44,26,59.09090909090909
145,eelistama,,part,,,17876,10553,59.034459610651155
1912,tassima,,part,,,976,576,59.01639344262295
2445,ühilduma,,kom,,,273,161,58.97435897435898
1660,segama,,part,,,11442,6747,58.96696381751442
670,klõpsutama,,part,,,141,83,58.86524822695035
166,elatuma,,el,,,809,476,58.838071693448704
783,krõmpsutama,,part,,,34,20,58.82352941176471
2503,hoidma,üleval,part,,,34,20,58.82352941176471
1976,tonksama,,part,,,116,68,58.620689655172406
743,konsulteerima,,kom,,,1594,934,58.59473023839398
1232,neelduma,,in,,,123,72,58.536585365853654
465,tulema,järele,all,,,1328,776,58.43373493975904
1251,nuusutama,,part,,,692,404,58.38150289017341
1804,suudlema,,part,,,1932,1126,58.2815734989648
1533,põhjendama,,part,,,20189,11745,58.175243944722375
151,jääma,eemale,el,,,1353,787,58.1670362158167
406,jahmerdama,,kom,,,43,25,58.139534883720934
1101,jääma,maha,el,,,6475,3755,57.992277992278
1380,patroneerima,,part,,,19,11,57.89473684210527
1550,pöörduma,,gen,poole,,16813,9691,57.63992148932374
1441,pilkama,,part,,,236,136,57.6271186440678
1910,tarnima,,part,,,764,440,57.59162303664922
2466,kanduma,üle,all,,,313,180,57.50798722044729
1026,lohutama,,part,,,2433,1398,57.45992601726264
711,mäkerdama,kokku,kom,,,14,8,57.14285714285714
883,kõnnitama,,part,,,7,4,57.14285714285714
1001,litsuma,ligi,all,,,7,4,57.14285714285714
2309,saagima,välja,el,,,14,8,57.14285714285714
430,juhatama,,part,,,5222,2980,57.0662581386442
109,avalduma,,in,,,3502,1998,57.05311250713878
2151,vaimustuma,,el,,,759,433,57.04874835309618
1884,mõtlema,tagasi,all,,,135,77,57.03703703703704
1247,normaliseerima,,part,,,79,45,56.9620253164557
384,innustuma,,el,,,341,194,56.89149560117303
930,kleepuma,külge,all,,,44,25,56.81818181818182
1174,märkama,,part,,,16856,9563,56.73350735643095
2308,päästma,välja,el,,,83,47,56.62650602409639
1004,saama,ligi,all,,,414,234,56.52173913043478
1208,mürgitama,,part,,,340,192,56.470588235294116
1700,siduma,,part,,,6371,3596,56.44325851514675
1105,saama,maha,kom,,,1215,685,56.37860082304527
652,kirjeldama,,part,,,19884,11173,56.19090726212029
2325,õpetama,välja,part,,,248,139,56.048387096774185
2074,tõstma,,part,,,20888,11682,55.92684795097663
2476,olema,üle,el,,,469,262,55.863539445628994
559,karistama,,kom,,,4665,2604,55.81993569131832
1575,rahustama,,part,,,1875,1046,55.78666666666666
2100,ulatuma,,term,,,18230,10148,55.66648381788261
2522,ümmardama,,part,,,27,15,55.55555555555556
2220,veenma,,part,,,2518,1397,55.48054011119936
86,asendama,,part,,,6813,3778,55.452810802876854
1328,osalema,,ad,,,44466,24543,55.194980434489274
1559,püüdlema,,gen,poole,,1162,641,55.163511187607575
708,langema,kokku,kom,,,2506,1382,55.147645650438946
1200,kõndima,mööda,el,,,245,135,55.10204081632652
2045,panema,tähele,part,,,1407,774,55.010660980810236
2280,astuma,välja,el,,,2616,1436,54.89296636085626
1246,noomima,,part,,,536,294,54.850746268656714
2487,vedama,üle,part,,,31,17,54.83870967741935
2129,vabanema,,el,,,4978,2729,54.821213338690235
473,jätkama,,part,,,36162,19788,54.72042475526796
454,jõudma,jälile,all,,,11,6,54.54545454545454
1870,tabama,,part,,,27348,14914,54.53415240602604
2227,vestlema,,kom,,,3781,2059,54.45649299127216
1308,omastama,,part,,,469,255,54.37100213219617
2096,ulatama,,all,,,2825,1535,54.336283185840706
1755,sõitma,sisse,all,,,935,508,54.33155080213904
1005,tikkuma,ligi,all,,,70,38,54.285714285714285
793,kulmineerima,,kom,,,24,13,54.166666666666664
1924,teadvustama,,part,,,1563,845,54.06269993602047
1821,sõitlema,,part,,,63,34,53.96825396825397
2048,tähendama,,part,,,101051,54243,53.67883543953054
2458,hüppama,üle,el,,,112,60,53.57142857142857
383,innustama,,part,,,1841,986,53.55784899511136
1199,jalutama,mööda,el,,,142,76,53.52112676056338
426,joonduma,,gen,järgi,,148,79,53.37837837837838
683,kohandama,,part,,,436,232,53.21100917431193
395,jaatama,,part,,,98,52,53.06122448979592
1588,remontima,,part,,,972,515,52.9835390946502
377,immutama,,kom,,,51,27,52.94117647058824
2176,valvama,,part,,,3134,1658,52.90363752393108
2131,vabastama,,el,,,6648,3510,52.79783393501805
2017,tulistama,,part,,,6474,3415,52.7494593759654
819,kuuletuma,,all,,,351,185,52.70655270655271
495,kaasama,,part,,,867,456,52.595155709342556
853,käsitama,,es,,,544,286,52.57352941176471
1888,panema,taha,all,,,82,43,52.4390243902439
747,konverteerima,,tr,,,63,33,52.38095238095239
2077,tögama,,part,,,134,70,52.23880597014925
2267,viskama,,part,,,21195,11050,52.13493748525596
1086,lömitama,,gen,ees,,71,37,52.112676056338024
794,kulmineeruma,,kom,,,1251,651,52.038369304556355
1973,toituma,,el,,,1033,534,51.69409486931268
225,filmima,,part,,,861,445,51.68408826945412
508,kaebama,,gen,,,5297,2732,51.576363979611095
2508,üllatama,,part,,,7960,4104,51.55778894472361
1100,joonistama,maha,part,,,33,17,51.515151515151516
702,ajama,kokku,part,,,473,243,51.37420718816068
942,küllastuma,,el,,,411,211,51.338199513382
2317,vabandama,välja,part,,,131,67,51.14503816793893
1205,sõitma,mööda,el,,,889,454,51.06861642294713
928,jääma,külge,all,,,546,278,50.91575091575091
2205,tulema,vastu,all,,,3090,1569,50.77669902912621
540,kallistama,,part,,,1113,562,50.494159928122194
2195,hakkama,vastu,all,,,1577,793,50.285351934052
1933,teesklema,,part,,,712,357,50.14044943820225
2289,jätma,välja,el,,,1280,641,50.07812499999999
2051,täiendama,,part,,,6529,3266,50.02297442181038
5,abstraheeruma,,el,,,6,3,50
128,dislotseerima,,ad,,,2,1,50
385,interakteeruma,,kom,,,8,4,50
412,ajama,jalule,part,,,2,1,50
704,juhtuma,kokku,kom,,,170,85,50
830,kviteerima,,part,,,24,12,50
873,maksma,kätte,all,,,10,5,50
1063,nämmutama,läbi,part,,,2,1,50
1268,ajama,närvi,part,,,2,1,50
1855,sünkroniseeruma,,kom,,,8,4,50
1900,talluma,,ad,,,40,20,50
2090,tüütama,,part,,,642,321,50
2396,nihverdama,ära,el,,,2,1,50
2511,formeerima,ümber,tr,,,2,1,50
2514,kvalifitseerima,ümber,tr,,,10,5,50
1501,puutuma,,ill,,,11135,5563,49.95958688819039
716,põrkama,kokku,kom,,,3822,1897,49.633699633699635
2300,kooruma,välja,el,,,399,198,49.62406015037594
222,võtma,ette,part,,,6266,3109,49.6169805298436
1867,taandama,,part,,,580,285,49.137931034482754
2431,õpetama,,part,,,12340,6061,49.116693679092386
2348,jääma,võlgu,all,,,644,316,49.06832298136646
1114,maiustama,,kom,,,151,74,49.00662251655629
1458,polemiseerima,,kom,,,84,41,48.80952380952381
198,kutsuma,esile,part,,,2622,1278,48.74141876430206
525,kahtlustama,,part,,,6105,2969,48.632268632268634
1023,lisanduma,,all,,,16471,8010,48.63092708396576
266,hammustama,,part,,,1783,864,48.45765563656758
39,minema,alt,kom,,,471,228,48.40764331210191
718,sattuma,kokku,kom,,,517,250,48.35589941972921
2285,jooksma,välja,el,,,671,324,48.28614008941878
209,jõudma,ette,el,,,812,392,48.275862068965516
2446,ühinema,,kom,,,10005,4827,48.245877061469265
1290,nõustuma,,kom,,,17232,8291,48.11397400185701
20,akrediteerima,,part,,,52,25,48.07692307692308
472,järgnema,,all,,,27434,13145,47.9149959903769
1056,laskma,läbi,part,,,1335,639,47.86516853932584
2368,võõrutama,,part,,,67,32,47.76119402985074
705,klappima,kokku,kom,,,155,74,47.74193548387097
1040,lugema,,part,,,41320,19712,47.70571151984511
35,vanduma,alla,all,,,202,96,47.524752475247524
1978,tonksama,,kom,,,116,55,47.41379310344828
1880,lükkama,tagant,part,,,55,26,47.27272727272727
1468,praadima,,part,,,586,277,47.269624573378834
230,grillima,,part,,,201,95,47.2636815920398
1338,osundama,,all,,,248,117,47.17741935483871
268,harjuma,,kom,,,9295,4380,47.1221086605702
2338,võistlema,,in,,,8130,3828,47.08487084870849
586,keelitama,,part,,,400,188,47
909,juhtima,kõrvale,abl,,,115,54,46.95652173913044
721,trehvama,kokku,kom,,,32,15,46.875
2463,kallama,üle,part,,,96,45,46.875
1203,minema,mööda,el,,,2511,1177,46.873755475906016
1340,osutama,,all,,,10012,4685,46.79384738314023
2278,ajama,välja,part,,,1195,558,46.69456066945607
335,hävima,,in,,,4728,2207,46.679357021996616
91,asetama,,all,,,4290,1991,46.41025641025641
1390,hüppama,peale,all,,,97,45,46.391752577319586
358,igatsema,,part,,,2567,1190,46.35761589403973
1315,oponeerima,,all,,,212,98,46.22641509433962
2526,žongleerima,,kom,,,39,18,46.15384615384615
362,ihkama,,part,,,4147,1907,45.9850494333253
196,eristama,,el,,,2839,1304,45.93166607960549
337,hääletama,,gen,poolt,,10267,4707,45.84591409369826
2423,õnnestuma,,ad,,,44996,20614,45.81296115210241
980,laimama,,part,,,354,162,45.76271186440678
796,kuluma,,tr,,,28832,13193,45.758185349611544
185,ennistama,,all,,,234,107,45.72649572649573
1258,näitama,,part,,,95743,43735,45.6795797081771
47,amelema,,kom,,,92,42,45.65217391304348
1329,osalema,,in,,,44466,20282,45.61237799667162
2449,ühtlustama,,part,,,318,145,45.59748427672956
2091,uhkeldama,,kom,,,358,163,45.530726256983236
462,kiitma,järele,all,,,11,5,45.45454545454545
2496,kloppima,üles,part,,,11,5,45.45454545454545
2374,armuma,ära,ill,,,84,38,45.23809523809524
53,andestama,,all,,,1190,537,45.12605042016807
186,ennustama,,part,,,10667,4804,45.03609262210556
458,aitama,järele,part,,,40,18,45
28,hüppama,alla,el,,,563,253,44.93783303730018
1043,ajama,läbi,kom,,,365,164,44.93150684931507
580,kauplema,,kom,,,1436,644,44.84679665738162
666,klõbistama,,part,,,252,113,44.84126984126984
668,klõpsima,,part,,,199,89,44.72361809045226
106,autasustama,,kom,,,611,273,44.680851063829785
1875,rääkima,taga,part,,,130,58,44.61538461538462
643,saama,kinni,el,,,359,160,44.56824512534819
226,fokuseerima,,all,,,36,16,44.44444444444444
1002,pressima,ligi,all,,,9,4,44.44444444444444
735,kompenseerima,,part,,,1798,799,44.43826473859844
135,jõudma,edasi,in,,,430,191,44.41860465116279
2351,võrdlema,,kom,,,6671,2940,44.0713536201469
710,minema,kokku,kom,,,2211,973,44.007236544549976
1130,meenutama,,part,,,41391,18195,43.9588316300645
620,kiitma,,part,,,19564,8598,43.94806787977919
252,halastama,,all,,,526,231,43.91634980988593
440,julgustama,,part,,,1758,772,43.91353811149033
857,käsutama,,part,,,852,374,43.89671361502347
2302,lõikama,välja,el,,,499,219,43.8877755511022
2319,valama,välja,part,,,244,107,43.85245901639344
2208,vaidlema,vastu,all,,,2100,920,43.80952380952381
599,keppima,,part,,,571,249,43.6077057793345
456,jääma,jänni,kom,,,39,17,43.58974358974359
2199,panema,vastu,all,,,381,166,43.569553805774284
746,kontsentreeruma,,all,,,248,108,43.54838709677419
639,hoidma,kinni,part,,,3465,1507,43.492063492063494
1886,tagastama,,all,,,1702,737,43.30199764982374
11,ahvima,,part,,,97,42,43.29896907216495
1701,siduma,,kom,,,6371,2757,43.274211269816355
662,klatšima,,part,,,37,16,43.24324324324324
1317,orienteeruma,,all,,,731,316,43.22845417236662
2272,vormuma,,tr,,,220,95,43.18181818181818
155,ehmatama,,part,,,2421,1042,43.040066088393225
2409,ärgitama,,part,,,1352,580,42.89940828402367
899,kõristama,,part,,,7,3,42.857142857142854
1093,magatama,,part,,,63,27,42.857142857142854
1427,saama,pihta,all,,,1939,831,42.857142857142854
1784,sorkima,,in,,,42,18,42.857142857142854
2498,laulma,üles,part,,,7,3,42.857142857142854
215,nägema,ette,part,,,18235,7777,42.64875239923225
1169,mäletama,,part,,,31293,13239,42.30658613747483
966,lahkuma,,el,,,30787,13009,42.25484782538084
1942,teretama,,part,,,483,204,42.2360248447205
975,lahutama,,el,,,3584,1513,42.215401785714285
1909,tarnima,,all,,,764,322,42.14659685863874
445,jutlustama,,part,,,402,169,42.039800995024876
2361,võtma,,part,,,157471,66183,42.028690997072474
1556,pühkima,,part,,,2329,976,41.906397595534564
707,käima,kokku,kom,,,793,332,41.86633039092055
2354,võrdsustama,,kom,,,385,161,41.81818181818181
2372,ähvardama,,part,,,16968,7094,41.80810938236681
1979,tooma,,part,,,68834,28569,41.504198506551994
730,kommenteerima,,part,,,18829,7803,41.44139359498646
686,kohanduma,,kom,,,116,48,41.37931034482759
2312,tegema,välja,el,,,1946,800,41.109969167523126
2333,väsitama,,part,,,957,392,40.96133751306165
83,arvestama,,part,,,14602,5960,40.816326530612244
1631,sahkerdama,,kom,,,108,44,40.74074074074074
1119,manitsema,,part,,,1627,660,40.56545789797173
1035,loovutama,,all,,,2868,1162,40.516039051603904
1067,läbima,,part,,,13938,5646,40.50796383986225
493,sõitma,kaasa,kom,,,460,186,40.43478260869565
1667,seisma,,in,,,45701,18463,40.399553620270886
449,juurdlema,,gen,üle,,352,142,40.340909090909086
1949,tiirlema,,gen,ümber,,1249,503,40.27221777421938
2171,seadma,valmis,tr,,,149,60,40.26845637583892
2455,astuma,üle,el,,,351,141,40.17094017094017
404,jagunema,,tr,,,5877,2358,40.12251148545176
270,harjutama,,part,,,6419,2575,40.115282754323104
785,kujundama,,part,,,5084,2038,40.08654602675059
663,klobistama,,kom,,,5,2,40
664,klobistama,,part,,,5,2,40
732,kommunikeerima,,part,,,10,4,40
872,maksma,kätte,gen,eest,,10,4,40
1147,mugandama,,part,,,50,20,40
1394,kargama,peale,all,,,15,6,40
2477,ostma,üle,part,,,20,8,40
2241,viibima,,ad,,,21100,8433,39.96682464454977
1318,orjama,,part,,,106,42,39.62264150943396
1018,liitma,,part,,,1368,542,39.61988304093567
1409,peksma,,part,,,7426,2939,39.57716132507406
519,kahetsema,,part,,,6135,2421,39.46210268948655
2070,tõrelema,,kom,,,117,46,39.31623931623932
152,tõukama,eemale,el,,,199,78,39.19597989949749
489,kiitma,kaasa,all,,,23,9,39.130434782608695
66,armuma,,ill,,,3189,1247,39.10316713703355
1908,tarima,,part,,,187,73,39.037433155080215
1373,panustama,,all,,,1044,407,38.984674329501914
1664,segunema,,kom,,,1194,465,38.94472361809046
126,diskuteerima,,gen,üle,,208,81,38.94230769230769
2140,tõmbama,vahele,part,,,36,14,38.88888888888889
2143,võtma,vahele,part,,,90,35,38.88888888888889
591,keerlema,,gen,ümber,,1611,626,38.85785226567349
9,agiteerima,,part,,,168,65,38.69047619047619
1157,murdma,,part,,,6677,2582,38.670061404822526
2406,ütlema,ära,el,,,2453,948,38.64655523848349
638,hoidma,kinni,el,,,3465,1339,38.64357864357864
1184,mõistma,,part,,,31394,12083,38.488246161686945
227,fokusseerima,,all,,,13,5,38.46153846153847
913,tõmbuma,kõrvale,el,,,115,44,38.26086956521739
820,kuulma,,part,,,47627,18206,38.226216221890944
541,kamandama,,part,,,996,380,38.152610441767074
2120,vaatama,,part,,,78848,29948,37.981939935064936
828,kuulutama,,tr,,,12680,4812,37.94952681388013
1187,mõjuma,,all,,,22316,8428,37.76662484316186
1052,jooksma,läbi,el,,,912,344,37.719298245614034
289,helistama,,all,,,19038,7176,37.69303498266625
93,assotsieeruma,,kom,,,588,221,37.58503401360544
1988,treenima,,part,,,4148,1558,37.560270009643205
829,kviteerima,,kom,,,24,9,37.5
2219,veenma,,in,,,2518,944,37.4900714853058
2305,minema,välja,el,,,4540,1698,37.40088105726872
564,kartma,,part,,,30355,11347,37.38099159940702
386,investeerima,,ill,,,5218,1950,37.370640091989266
2330,värvima,,tr,,,1221,456,37.34643734643734
860,kätlema,,part,,,156,58,37.17948717948718
1170,mängima,,part,,,64766,23958,36.99163141154309
1589,resoneerima,,kom,,,30,11,36.666666666666664
1285,olema,nõus,kom,,,27610,10087,36.53386454183266
2198,olema,vastu,all,,,1393,505,36.252692031586506
2071,tõrjuma,,part,,,4363,1580,36.213614485445795
1826,sõnelema,,kom,,,58,21,36.206896551724135
1047,hüppama,läbi,el,,,83,30,36.144578313253014
139,lükkama,edasi,part,,,2705,977,36.118299445471344
693,kohtuma,,kom,,,30369,10956,36.0762619776746
118,debateerima,,gen,üle,,25,9,36
2215,vedama,,ad,,,13225,4757,35.969754253308125
2441,ühenduma,,kom,,,103,37,35.92233009708738
2432,õppima,,part,,,31748,11400,35.90777371802948
328,häbenema,,part,,,2437,871,35.74066475174395
1645,sarnastama,,kom,,,14,5,35.714285714285715
1785,sorkima,,kom,,,42,15,35.714285714285715
2204,tegutsema,vastu,all,,,28,10,35.714285714285715
1591,riidlema,,kom,,,351,125,35.61253561253561
2137,jääma,vahele,kom,,,6113,2175,35.579911663667595
712,mängima,kokku,kom,,,302,107,35.430463576158935
2270,volitama,,part,,,862,305,35.382830626450115
673,kogema,,part,,,8576,3031,35.3428171641791
2339,võistlema,,ad,,,8130,2867,35.26445264452644
1392,kallama,peale,all,,,37,13,35.13513513513514
1798,surkima,,in,,,37,13,35.13513513513514
882,kõnelema,,el,,,11036,3874,35.10329829648423
1734,sisendama,,all,,,1387,485,34.967555875991344
1079,lõhnama,,gen,järele,,1589,551,34.67589679043424
2473,minema,üle,all,,,2810,973,34.62633451957296
1044,astuma,läbi,el,,,748,259,34.62566844919786
1249,nussima,,part,,,260,90,34.61538461538461
1095,hüppama,maha,abl,,,136,47,34.55882352941176
1572,jätma,rahule,part,,,1187,409,34.45661331086774
468,jõudma,järgi,all,,,32,11,34.375
2224,venitama,,part,,,1993,684,34.32012042147517
2092,uhkustama,,kom,,,418,143,34.21052631578947
1391,juhtuma,peale,all,,,47,16,34.04255319148936
641,olema,kinni,in,,,2628,893,33.98021308980213
745,kontsentreerima,,all,,,56,19,33.92857142857143
347,hüvitama,,part,,,1653,560,33.8777979431337
1273,näägutama,,gen,kallal,,62,21,33.87096774193548
919,kõrvutama,,kom,,,343,116,33.819241982507286
755,seisma,koos,el,,,89,30,33.70786516853933
2136,vahelduma,,kom,,,1475,494,33.49152542372881
1382,patustama,,kom,,,466,156,33.47639484978541
799,kummardama,,part,,,977,327,33.469805527123846
107,autoriseerima,,part,,,9,3,33.33333333333333
260,olema,hambus,ad,,,3,1,33.33333333333333
343,hõõgama,,part,,,9,3,33.33333333333333
354,identima,,part,,,3,1,33.33333333333333
622,kilistama,,part,,,3,1,33.33333333333333
1008,liialdama,,kom,,,660,220,33.33333333333333
1574,sundima,rahule,part,,,3,1,33.33333333333333
1853,sünkima,,kom,,,3,1,33.33333333333333
2520,valima,ümber,part,,,3,1,33.33333333333333
2499,ostma,üles,part,,,220,73,33.18181818181819
1883,kohkuma,tagasi,el,,,193,64,33.160621761658035
757,kooskõlastama,,part,,,1185,391,32.9957805907173
1400,peatuma,,ad,,,8693,2868,32.99206257908662
2355,võrdsustuma,,kom,,,262,86,32.82442748091603
632,kinkima,,part,,,7818,2560,32.74494755691993
1601,riputama,,all,,,1332,432,32.432432432432435
1990,trehvama,,part,,,421,136,32.304038004750595
229,garanteerima,,part,,,2429,782,32.194318649650064
993,laveerima,,gen,vahel,,87,28,32.18390804597701
694,kohustama,,part,,,4013,1290,32.14552703712933
2363,võõrandama,,part,,,333,107,32.13213213213213
1579,raporteerima,,el,,,523,168,32.122370936902485
1388,hakkama,peale,kom,,,1570,504,32.101910828025474
466,vaatama,järele,all,,,574,183,31.881533101045296
2157,vaktsineerima,,gen,vastu,,120,38,31.666666666666664
2303,meelitama,välja,abl,,,237,75,31.645569620253166
1695,seondama,,kom,,,19,6,31.57894736842105
2311,sööma,välja,part,,,133,42,31.57894736842105
2201,saama,vastu,all,,,1358,425,31.2960235640648
1397,valama,peale,part,,,192,60,31.25
1405,peenutsema,,kom,,,16,5,31.25
207,hoiatama,ette,part,,,167,52,31.137724550898206
203,esitama,,all,,,66906,20769,31.042059008160706
459,andma,järele,all,,,1801,557,30.927262631871184
1094,hüppama,maha,el,,,136,42,30.88235294117647
1103,niitma,maha,part,,,94,29,30.851063829787233
2170,jõudma,valmis,kom,,,357,110,30.81232492997199
114,dateerima,,part,,,39,12,30.76923076923077
2518,ristima,ümber,tr,,,13,4,30.76923076923077
985,laskuma,,all,,,1897,582,30.680021085925148
1123,mattuma,,gen,alla,,744,228,30.64516129032258
317,hooplema,,kom,,,281,86,30.604982206405694
2467,kasvama,üle,tr,,,183,56,30.601092896174865
2493,keerama,üles,part,,,134,41,30.597014925373134
608,vedama,kihla,gen,peale,,118,36,30.508474576271187
