pat_id,pattern,verb_word,verb_compound,phrase_nr,phrase_case,adp,inf_verb
1456,pohlad olema kellest/millest,olema,pohlad,1,el,,
1457,pohlad olema kellel,olema,pohlad,1,ad,,
1458,polemiseerima millega,polemiseerima,,1,kom,,
1459,polemiseerima mille üle,polemiseerima,,1,gen,üle,
1460,pommitama millega,pommitama,,1,kom,,
1461,poogen olema kellest/millest,olema,poogen,1,el,,
1462,poogen olema kellel,olema,poogen,1,ad,,
1463,pooldama keda/mida*,pooldama,,1,part,,
1464,poputama keda/mida*,poputama,,1,part,,
1465,portreteerima keda*,portreteerima,,1,part,,
1466,poseerima kellele/millele,poseerima,,1,all,,
1467,poseerima kelle/mille ees,poseerima,,1,gen,ees,
1468,praadima mida*,praadima,,1,part,,
1469,praalima kelle ees,praalima,,1,gen,ees,
1470,praalima millega,praalima,,1,kom,,
1471,prahvama mida tegema,prahvama,,1,part,,tegema
1472,prahvatama mida tegema,prahvatama,,1,part,,tegema
1473,presenteerima mida/keda*,presenteerima,,1,part,,
1474,presenteerima kellele,presenteerima,,1,all,,
1475,pretendeerima millele,pretendeerima,,1,all,,
1476,proovima keda/mida*,proovima,,1,part,,
1477,proovima mida teha,proovima,,1,part,,teha
1478,pruukima mida teha,pruukima,,1,part,,teha
1480,puhastama millest,puhastama,,1,el,,
1481,puhkama kellest/millest,puhkama,,1,el,,
1482,puhkema mida tegema,puhkema,,1,part,,tegema
1486,pulbriks tegema keda/mida,tegema,pulbriks,1,part,,
1489,punkti panema millele,panema,punkti,1,all,,
1490,puntras olema millega,olema,puntras,1,kom,,
1491,purskama mida tegema,purskama,,1,part,,tegema
1492,purtsatama mida tegema,purtsatama,,1,part,,tegema
1494,puskut tegema millega,tegema,puskut,1,kom,,
1495,puudu jääma millest,jääma,puudu,1,el,,
1496,puuduma kust,puuduma,,1,abl,,
1497,puudust tundma kellest/millest,tundma,puudust,1,el,,
1498,puudutama keda/mida*,puudutama,,1,part,,
1499,puutuma keda/mida*,puutuma,,1,part,,
1500,puutuma kuhu,puutuma,,1,all,,
1501,puutuma kellesse/millesse,puutuma,,1,ill,,
1502,pähe andma kellele,andma,pähe,1,all,,
1503,pähe määrima kellele,määrima,pähe,1,all,,
1504,pähe panema mida,panema,pähe,1,part,,
1505,pähe panema kellele,panema,pähe,1,all,,
1506,pähe tampima kellele,tampima,pähe,1,all,,
1507,päkka hoidma kellele/millele,hoidma,päkka,1,all,,
1511,pärima kellelt,pärima,,1,abl,,
1512,pärima kelle/mille kohta,pärima,,1,gen,kohta,
1513,pärima mille,pärima,,1,gen,,
1514,pärinema kust,pärinema,,1,abl,,
1515,pärinema mis ajast,pärinema,,1,nom,ajast,
1516,pärit olema mis ajast,olema,pärit,1,nom,ajast,
1517,pärit olema kust,olema,pärit,1,abl,,
1518,pätti tegema kellele,tegema,pätti,1,all,,
1519,pääsema millest,pääsema,,1,el,,
1520,pääsema kuhu,pääsema,,1,all,,
1521,pääsema kelle käest,pääsema,,1,gen,käest,
1522,pääsema kust,pääsema,,1,abl,,
1523,pääsema mida tegema,pääsema,,1,part,,tegema
1524,päästma millest,päästma,,1,el,,
1525,päästma kelle käest,päästma,,1,gen,käest,
1526,päästma kust,päästma,,1,abl,,
1527,põdema mida*,põdema,,1,part,,
1528,põgenema kust,põgenema,,1,abl,,
1529,põgenema mille eest,põgenema,,1,gen,eest,
1530,põhinema millele,põhinema,,1,all,,
1531,põhinema millel,põhinema,,1,ad,,
1532,põhja vajutama mida,vajutama,põhja,1,part,,
1533,põhjendama mida*,põhjendama,,1,part,,
1534,põhjendama millega,põhjendama,,1,kom,,
1535,põletama mida*,põletama,,1,part,,
1536,põlvi nõtkutama kelle ees,nõtkutama,põlvi,1,gen,ees,
1537,põlvnema millest,põlvnema,,1,el,,
1538,põlvnema kust,põlvnema,,1,abl,,
1539,põrgu saatma keda/mida,saatma,põrgu,1,part,,
1540,põrgusse saatma keda/mida,saatma,põrgusse,1,part,,
1541,põrgut tegema kellele,tegema,põrgut,1,all,,
1542,põrkama kuhu,põrkama,,1,all,,
1543,põrkama mille vastu,põrkama,,1,gen,vastu,
1544,põrkuma kuhu,põrkuma,,1,all,,
1545,põrkuma millega,põrkuma,,1,kom,,
1546,põrmu tallama keda/mida,tallama,põrmu,1,part,,
1547,põrutama keda,põrutama,,1,part,,
1548,põõna panema millele/kellele,panema,põõna,1,all,,
1549,pöitama mida,,pöitama,1,part,,
1550,pöörduma kelle/mille poole,pöörduma,,1,gen,poole,
1551,pöörduma kuhu,pöörduma,,1,all,,
1552,pöörduma mille juurde,pöörduma,,1,gen,juurde,
1553,pöörduma millega,pöörduma,,1,kom,,
1554,pühendama kellele/millele,pühendama,,1,all,,
1555,pühendama millesse,pühendama,,1,ill,,
1556,pühkima mida,pühkima,,1,part,,
1557,pühkima millega,pühkima,,1,kom,,
1558,püsti panema mida,panema,püsti,1,part,,
1559,püüdlema mille poole,püüdlema,,1,gen,poole,
1560,püüdlema mida*,püüdlema,,1,part,,
1561,püüdlema kuhu,püüdlema,,1,all,,
1562,püüdma keda*,püüdma,,1,part,,
1563,püüdma mida teha,püüdma,,1,part,,teha
1564,raatsima mida teha,raatsima,,1,part,,teha
1565,radaril olema kelle/mille,olema,radaril,1,gen,,
1566,raevuma mille peale,raevuma,,1,gen,peale,
1567,rahastama mida*,rahastama,,1,part,,
1568,rahu tegema kellega/millega,tegema,rahu,1,kom,,
1569,rahul olema millega/kellega,olema,rahul,1,kom,,
1570,rahuldama keda,rahuldama,,1,part,,
1571,rahulduma millega,rahulduma,,1,kom,,
1572,rahule jätma keda,jätma,rahule,1,part,,
1573,rahule jääma millega,jääma,rahule,1,kom,,
1574,rahule sundima keda,sundima,rahule,1,part,,
1575,rahustama keda,rahustama,,1,part,,
1576,rajama millele/kellele,rajama,,1,all,,
1577,rajanema millele,rajanema,,1,all,,
1578,rajanema millel,rajanema,,1,ad,,
1579,raporteerima millest,raporteerima,,1,el,,
1580,ravima keda/mida*,ravima,,1,part,,
1581,reageerima millega,reageerima,,1,kom,,
1582,reageerima millele,reageerima,,1,all,,
1583,reageerima mille peale,reageerima,,1,gen,peale,
1584,rebaseks lööma keda,lööma,rebaseks,1,part,,
1585,reguleerima mida*,reguleerima,,1,part,,
1586,reklaamima mida*,reklaamima,,1,part,,
1587,relvastuma millega,relvastuma,,1,kom,,
1588,remontima mida,remontima,,1,part,,
1589,resoneerima kellega/millega,resoneerima,,1,kom,,
1590,resoneeruma kellega/millega,resoneeruma,,1,kom,,
1591,riidlema kellega,riidlema,,1,kom,,
1592,riidlema mille pärast,riidlema,,1,gen,pärast,
1593,riidu minema kellega,minema,riidu,1,kom,,
1594,riidu minema mille pärast,minema,riidu,1,gen,pärast,
1595,rikkuma mida,rikkuma,,1,part,,
1596,rinda pistma kellega/millega,pistma,rinda,1,kom,,
1597,ringi jooksma kus,jooksma,ringi,1,ad,,
1598,ringi käima kellega/millega,käima,ringi,1,kom,,
1599,ringi vaatama kelle/mille järele,vaatama,ringi,1,gen,järele,
1600,ringi vedama keda/mida*,vedama,ringi,1,part,,
1601,riputama kuhu,riputama,,1,all,,
1602,riskima mida teha,riskima,,1,part,,teha
1603,risti mida,,risti,1,part,,
1604,risti lööma keda,lööma,risti,1,part,,
1606,rolli etendama milles,etendama,rolli,1,in,,
1607,rolli mängima milles,mängima,rolli,1,in,,
1608,rolli mängima kus,mängima,rolli,1,ad,,
1609,ronima kuhu,ronima,,1,all,,
1610,roomama kelle ees,roomama,,1,gen,ees,
1611,ruttama kuhu,ruttama,,1,all,,
1613,rääkima kellest/millest,rääkima,,1,el,,
1614,rääkima kellega,rääkima,,1,kom,,
1615,rõhku panema millele,panema,rõhku,1,all,,
1616,rõhuma millele,rõhuma,,1,all,,
1618,rõhutama mida*,rõhutama,,1,part,,
1619,rõõmustama mille üle,rõõmustama,,1,gen,üle,
1620,rõõmustama keda,rõõmustama,,1,part,,
1621,rõõnama keda,,rõõnama,1,part,,
1622,röövima kellelt,röövima,,1,abl,,
1623,ründama keda/mida*,ründama,,1,part,,
1624,saabuma kuhu,saabuma,,1,all,,
1625,saama milliseks,saama,,1,tr,,
1626,saama mida teha,saama,,1,part,,teha
1627,saama mida tegema,saama,,1,part,,tegema
1628,saama kellelt / kust,saama,,1,abl,,
1629,saatma mida tegema,saatma,,1,part,,tegema
1631,sahkerdama kellega,sahkerdama,,1,kom,,
1632,saladuskatet kergitama millelt,kergitama,saladuskatet,1,abl,,
1633,saladust tegema millest,tegema,saladust,1,el,,
1634,sallima keda/mida*,sallima,,1,part,,
1635,samastama kellega/millega,samastama,,1,kom,,
1636,samastama keda/mida,samastama,,1,part,,
1637,samastuma kellega/millega,samastuma,,1,kom,,
1638,sammu pidama kellega/millega,pidama,sammu,1,kom,,
1639,sanktsioneerima keda/mida*,sanktsioneerima,,1,part,,
1640,sarnanema kellega/millega,sarnanema,,1,kom,,
1641,sarnanema millelt,sarnanema,,1,abl,,
1642,sarnanema mille poolest,sarnanema,,1,gen,poolest,
1643,sarnanema kellele/millele,sarnanema,,1,all,,
1644,sarnastama keda/mida,sarnastama,,1,part,,
1645,sarnastama kellega/millega,sarnastama,,1,kom,,
1646,sarnastuma kellega/millega,sarnastuma,,1,kom,,
1647,sarnlema millega,sarnlema,,1,kom,,
1648,sarnlema millele,sarnlema,,1,all,,
1649,sarvi tegema kellele,tegema,sarvi,1,all,,
1650,sarvist haarama millel,haarama,sarvist,1,ad,,
1651,sattuma mida tegema,sattuma,,1,part,,tegema
1652,sattuma kuhu,sattuma,,1,all,,
1653,sattuma mille alla,sattuma,,1,gen,alla,
1654,saunatama keda*,saunatama,,1,part,,
1655,savi olema kellest/millest,olema,savi,1,el,,
1656,savi olema kellel,olema,savi,1,ad,,
1657,seebiks keetma keda,keetma,seebiks,1,part,,
1658,seenele saatma keda/mida,saatma,seenele,1,part,,
1659,segama kellega/millega,segama,,1,kom,,
1660,segama mida,segama,,1,part,,
1661,segama millesse,segama,,1,ill,,
1662,segamini ajama kellega/millega,ajama,segamini,1,kom,,
1663,segamini ajama mida*,ajama,segamini,1,part,,
1664,segunema millega,segunema,,1,kom,,
1666,seirama keda/mida*,seirama,,1,part,,
1667,seisma milles,seisma,,1,in,,
1668,seisma kelle/mille eest,seisma,,1,gen,eest,
1669,seisnema milles,seisnema,,1,in,,
1670,sekkuma millesse,sekkuma,,1,ill,,
1671,seksima kellega,seksima,,1,kom,,
1672,sekundeerima keda,sekundeerima,,1,part,,
1673,sekundeerima kellele,sekundeerima,,1,all,,
1674,seletama mida*,seletama,,1,part,,
1675,seletama kellele,seletama,,1,all,,
1676,seletuma millega,seletuma,,1,kom,,
1677,selga kelle/mille,,selga,1,gen,,
1679,selga pöörama kellele/millele,pöörama,selga,1,all,,
1680,selgitama kellele,selgitama,,1,all,,
1681,selgust saama kelle/mille kohta,saama,selgust,1,gen,kohta,
1682,selgust saama kelle/mille suhtes,saama,selgust,1,gen,suhtes,
1683,selgust saama kelles/milles,saama,selgust,1,in,,
1684,selgust saama millesse,saama,selgust,1,ill,,
1685,selgust saama mille osas,saama,selgust,1,gen,osas,
1686,selgust tooma millesse,tooma,selgust,1,ill,,
1687,selgust tooma mille kohta,tooma,selgust,1,gen,kohta,
1688,seljas kelle/mille,,seljas,1,gen,,
1689,seljas elama kelle,elama,seljas,1,gen,,
1690,seljas elama kellel,elama,seljas,1,ad,,
1692,seljasauna andma kellele,andma,seljasauna,1,all,,
1693,seljast kelle/mille,,seljast,1,gen,,
1694,seltsima kellega,seltsima,,1,kom,,
1695,seondama millega,seondama,,1,kom,,
1696,seonduma millega/kellega,seonduma,,1,kom,,
1697,seostama kellega/millega,seostama,,1,kom,,
1698,seostama keda/mida,seostama,,1,part,,
1699,seostuma millega,seostuma,,1,kom,,
1700,siduma mida,siduma,,1,part,,
1701,siduma kellega/millega,siduma,,1,kom,,
1702,sidustama keda/mida,sidustama,,1,part,,
1703,siga mängima kellele,mängima,siga,1,all,,
1704,siiber olema kellel,olema,siiber,1,ad,,
1705,siiber olema millest/kellest,olema,siiber,1,el,,
1706,siidkinnastes kohtlema keda/mida*,kohtlema,siidkinnastes,1,part,,
1707,siirma kellele,siirma,,1,all,,
1708,sikku tegema kellele,tegema,sikku,1,all,,
1709,silditama keda,silditama,,1,part,,
1710,sillas olema millest,olema,sillas,1,el,,
1711,silma heitma kellele,heitma,silma,1,all,,
1712,silma paistma millega,paistma,silma,1,kom,,
1716,silma tegema kellele,tegema,silma,1,all,,
1717,silma torkama millega,torkama,silma,1,kom,,
1718,silma viskama kellele,viskama,silma,1,all,,
1719,silmadega sööma keda/mida*,sööma,silmadega,1,part,,
1720,silmadega õgima keda/mida*,õgima,silmadega,1,part,,
1721,silmas pidama keda/mida*,pidama,silmas,1,part,,
1722,silmi avama kelle,avama,silmi,1,gen,,
1728,silmi tegema kellele,tegema,silmi,1,all,,
1729,silmist laskma keda,laskma,silmist,1,part,,
1731,simuleerima mida,simuleerima,,1,part,,
1733,sisendama mida,sisendama,,1,part,,
1734,sisendama kellele,sisendama,,1,all,,
1735,sisenema kuhu,sisenema,,1,all,,
1736,sisestama kuhu,sisestama,,1,all,,
1737,sisse häkkima millesse,häkkima,sisse,1,ill,,
1738,sisse häkkima millele,häkkima,sisse,1,all,,
1739,sisse hääletama millest,hääletama,sisse,1,el,,
1740,sisse hõõruma mida,hõõruma,sisse,1,part,,
1741,sisse hõõruma millega,hõõruma,sisse,1,kom,,
1742,sisse hüppama millesse,hüppama,sisse,1,ill,,
1743,sisse hüppama kuhu,hüppama,sisse,1,all,,
1744,sisse jootma mida,jootma,sisse,1,part,,
1745,sisse jootma kellele,jootma,sisse,1,all,,
1746,sisse kandma millesse,kandma,sisse,1,ill,,
1747,sisse kukkuma millega,kukkuma,sisse,1,kom,,
1748,sisse minema kellele,minema,sisse,1,all,,
1749,sisse murdma kuhu,murdma,sisse,1,all,,
1750,sisse määrima millega,määrima,sisse,1,kom,,
1751,sisse rändama kuhu,rändama,sisse,1,all,,
1752,sisse rändama kust,rändama,sisse,1,abl,,
1753,sisse saama millega,saama,sisse,1,kom,,
1754,sisse saama kuhu,saama,sisse,1,all,,
1755,sisse sõitma millele,sõitma,sisse,1,all,,
1756,sisse sõitma mida,sõitma,sisse,1,part,,
1757,sisse valama kellele,valama,sisse,1,all,,
1759,sitta keerama kellele,keerama,sitta,1,all,,
1761,sobima kellele,sobima,,1,all,,
1762,sobima kellega/millega,sobima,,1,kom,,
1763,sobima mida teha,sobima,,1,part,,teha
1764,sobima kelleks/milleks,sobima,,1,tr,,
1765,sobitama mida,sobitama,,1,part,,
1766,sobitama millega,sobitama,,1,kom,,
1767,soetama kellele,soetama,,1,all,,
1768,solgutama mida*,solgutama,,1,part,,
1769,solvama millega,solvama,,1,kom,,
1770,solvama keda*,solvama,,1,part,,
1771,solvuma kelle/mille peale,solvuma,,1,gen,peale,
1772,soodustama mida*,soodustama,,1,part,,
1774,soojendama keda/mida,soojendama,,1,part,,
1775,soont olema mille peale,olema,soont,1,gen,peale,
1776,soont olema kellel,olema,soont,1,ad,,
1777,soosima keda/mida*,soosima,,1,part,,
1778,soostuma mida tegema,soostuma,,1,part,,tegema
1779,soovima mida teha,soovima,,1,part,,teha
1780,soovima mida*,soovima,,1,part,,
1781,soovitama mida*,soovitama,,1,part,,
1782,sorima kus,sorima,,1,ad,,
1783,sorima milles,sorima,,1,in,,
1784,sorkima milles,sorkima,,1,in,,
1785,sorkima millega,sorkima,,1,kom,,
1786,spekuleerima mille üle,spekuleerima,,1,gen,üle,
1787,spekuleerima millega,spekuleerima,,1,kom,,
1788,spetsialiseeruma millele,spetsialiseeruma,,1,all,,
1789,sugereerima kellele,sugereerima,,1,all,,
1790,sugereerima mida*,sugereerima,,1,part,,
1791,suhestama kellega/millega,suhestama,,1,kom,,
1792,suhestama keda/mida*,suhestama,,1,part,,
1793,suhestuma millega,suhestuma,,1,kom,,
1794,suhtlema kellega,suhtlema,,1,kom,,
1795,suhtuma kellesse/millesse,suhtuma,,1,ill,,
1796,sulanema kellega/millega,sulanema,,1,kom,,
1797,surkima millega,surkima,,1,kom,,
1798,surkima milles,surkima,,1,in,,
1799,surmakella lööma kellele/millele,lööma,surmakella,1,all,,
1800,surnuks rääkima keda,rääkima,surnuks,1,part,,
1802,suud andma kellele/millele,andma,suud,1,all,,
1804,suudlema keda/mida*,suudlema,,1,part,,
1805,suunama kuhu,suunama,,1,all,,
1806,suunduma kuhu,suunduma,,1,all,,
1807,suunduma mille poole,suunduma,,1,gen,poole,
1808,suunitlema kellele/millele,suunitlema,,1,all,,
1809,suureks puhuma mida,puhuma,suureks,1,part,,
1810,suutma mida teha,suutma,,1,part,,teha
1811,suvatsema mida teha,suvatsema,,1,part,,teha
1812,särisema millest,särisema,,1,el,,
1813,säru tegema millele,tegema,säru,1,all,,
1814,sõbrustama kellega,sõbrustama,,1,kom,,
1815,sõbrutsema kellega,sõbrutsema,,1,kom,,
1816,sõdima kellega,sõdima,,1,kom,,
1817,sõdima kelle vastu,sõdima,,1,gen,vastu,
1818,sõidutama millega,sõidutama,,1,kom,,
1819,sõidutama kuhu,sõidutama,,1,all,,
1820,sõimama kelleks,sõimama,,1,tr,,
1821,sõitlema keda*,sõitlema,,1,part,,
1822,sõitma kuhu,sõitma,,1,all,,
1823,sõitma millega,sõitma,,1,kom,,
1825,sõltuma kellest/millest,sõltuma,,1,el,,
1826,sõnelema kellega,sõnelema,,1,kom,,
1833,sõrmedele vaatama kelle,vaatama,sõrmedele,1,gen,,
1834,söandama mida teha,söandama,,1,part,,teha
1835,südamele hakkama mis,hakkama,südamele,1,nom,,
1836,südamele hakkama kellele,hakkama,südamele,1,all,,
1837,südamele koputama kelle,koputama,südamele,1,gen,,
1838,südamele panema kellele,panema,südamele,1,all,,
1839,südamele panema mida*,panema,südamele,1,part,,
1840,südamesse minema kellele,minema,südamesse,1,all,,
1841,südamesse võtma mida*,võtma,südamesse,1,part,,
1842,südametunnistusele koputama kelle,koputama,südametunnistusele,1,gen,,
1843,südant puistama kellele,puistama,südant,1,all,,
1844,südant valutama kelle/mille pärast,valutama,südant,1,gen,pärast,
1845,südant võitma kelle,võitma,südant,1,gen,,
1846,sügama mida*,sügama,,1,part,,
1847,sügelema kellel,sügelema,,1,ad,,
1848,sülgama mille peale,sülgama,,1,gen,peale,
1849,sülitama millele,sülitama,,1,all,,
1850,sülitama mille peale,sülitama,,1,gen,peale,
1851,sümpatiseerima keda/mida*,sümpatiseerima,,1,part,,
1852,sümpatiseerima kellele,sümpatiseerima,,1,all,,
1853,sünkima millega,sünkima,,1,kom,,
1854,sünkroniseerima millega,sünkroniseerima,,1,kom,,
1855,sünkroniseeruma millega,sünkroniseeruma,,1,kom,,
1856,sünkroonima millega,sünkroonima,,1,kom,,
1857,süttima millest,süttima,,1,el,,
1858,süvenema millesse,süvenema,,1,ill,,
1859,süübima millesse,,süübima,1,ill,,
1860,süüdistama keda*,süüdistama,,1,part,,
1862,süüdistama milles,süüdistama,,1,in,,
1863,süüks panema mida,panema,süüks,1,part,,
1864,süüks panema kellele,panema,süüks,1,all,,
1865,süüstama keda*,,süüstama,1,part,,
1866,süüvima kellesse/millesse,süüvima,,1,ill,,
1867,taandama mida,taandama,,1,part,,
1868,taandama kust,taandama,,1,abl,,
1869,tabama millelt,tabama,,1,abl,,
1870,tabama keda/mida*,tabama,,1,part,,
1871,tabama millega,tabama,,1,kom,,
1872,taga ajama keda/mida*,ajama,taga,1,part,,
1873,taga kiruma keda/mida*,kiruma,taga,1,part,,
1874,taga otsima keda/mida*,otsima,taga,1,part,,
1875,taga rääkima keda*,rääkima,taga,1,part,,
1876,taga õhkama mida/keda*,õhkama,taga,1,part,,
1877,tagama mida,tagama,,1,part,,
1878,tagant innustama keda*,innustama,tagant,1,part,,
1879,tagant innustama mida tegema,innustama,tagant,1,part,,tegema
1880,tagant lükkama mida*,lükkama,tagant,1,part,,
1881,tagant tõukama keda/mida*,tõukama,tagant,1,part,,
1882,tagasi jõudma kuhu,jõudma,tagasi,1,all,,
1883,tagasi kohkuma millest,kohkuma,tagasi,1,el,,
1884,tagasi mõtlema millele,mõtlema,tagasi,1,all,,
1885,tagasi müüma kellele,müüma,tagasi,1,all,,
1886,tagastama kellele,tagastama,,1,all,,
1887,taha keerama kellele,keerama,taha,1,all,,
1888,taha panema kellele,panema,taha,1,all,,
1889,tahtma mida teha,tahtma,,1,part,,teha
1890,tahtma mida/keda*,tahtma,,1,part,,
1891,tahtma kuhu,tahtma,,1,all,,
1892,taipama mida teha,taipama,,1,part,,teha
1893,tajuma mida*,tajuma,,1,part,,
1895,takistama mida tegemast,takistama,,1,part,,tegemast
1896,takistama keda/mida*,takistama,,1,part,,
1897,takka kiitma kellele/millele,kiitma,takka,1,all,,
1898,talitama kellega/millega,talitama,,1,kom,,
1899,talitsema keda/mida*,talitsema,,1,part,,
1900,talluma millel,talluma,,1,ad,,
1901,taltsutama keda,taltsutama,,1,part,,
1902,taluma keda/mida*,taluma,,1,part,,
1904,taotlema kust/kellelt,taotlema,,1,abl,,
1905,taotlema mida*,taotlema,,1,part,,
1906,taotlema mida teha,taotlema,,1,part,,teha
1907,tappa andma kellele,andma,tappa,1,all,,
1908,tarima keda/mida,tarima,,1,part,,
1909,tarnima kellele,tarnima,,1,all,,
1910,tarnima mida,tarnima,,1,part,,
1911,tarvitsema mida teha,tarvitsema,,1,part,,teha
1912,tassima keda/mida,tassima,,1,part,,
1913,tasu mille eest,,tasu,1,gen,eest,
1914,tasuma mida*,tasuma,,1,part,,
1915,tasuma mida teha,tasuma,,1,part,,teha
1916,tasuma kellele,tasuma,,1,all,,
1917,tasuma mille eest,tasuma,,1,gen,eest,
1918,tasustama keda/mida,tasustama,,1,part,,
1919,tatti panema kellega,panema,tatti,1,kom,,
1920,tavatsema mida teha,tavatsema,,1,part,,teha
1921,teada andma millest,andma,teada,1,el,,
1922,teadma mida*,teadma,,1,part,,
1923,teadma kellest/millest,teadma,,1,el,,
1924,teadvustama mida*,teadvustama,,1,part,,
1925,teatama millest,teatama,,1,el,,
1926,teatama kellele,teatama,,1,all,,
1928,teed sillutama kellele/millele,sillutama,teed,1,all,,
1929,teed tasandama kellele/millele,tasandama,teed,1,all,,
1930,teenindama keda/mida*,teenindama,,1,part,,
1933,teesklema keda/mida*,teesklema,,1,part,,
1934,tegelema millega,tegelema,,1,kom,,
1935,tegemist olema millega/kellega,olema,tegemist,1,kom,,
1936,tegemist tegema millega,tegema,tegemist,1,kom,,
1937,tegu olema millega/kellega,olema,tegu,1,kom,,
1938,tegutsema kellena,tegutsema,,1,es,,
1940,tellima kellelt,tellima,,1,abl,,
1941,teotama keda/mida*,teotama,,1,part,,
1942,teretama keda*,teretama,,1,part,,
1944,tervitama keda*,tervitama,,1,part,,
1945,tihkama mida teha,tihkama,,1,part,,teha
1946,tiiba ripsutama kellega,ripsutama,tiiba,1,kom,,
1947,tiibu kärpima kellel,kärpima,tiibu,1,ad,,
1948,tiibu kärpima kelle,kärpima,tiibu,1,gen,,
1949,tiirlema kelle ümber,tiirlema,,1,gen,ümber,
1950,tiirutama kelle ümber,tiirutama,,1,gen,ümber,
1951,tiivad andma mis/kes,andma,tiivad,1,nom,,
1952,tiivad andma kellele,andma,tiivad,1,all,,
1953,tikkuma mida tegema,tikkuma,,1,part,,tegema
1954,tikkuma kuhu,tikkuma,,1,all,,
1955,tikutulega otsima keda/mida*,otsima,tikutulega,1,part,,
1957,tilgendama millest,tilgendama,,1,el,,
1958,tipnema millega,tipnema,,1,kom,,
1959,toestama millega,toestama,,1,kom,,
1960,toestama mida,toestama,,1,part,,
1961,toetama vastu mida / mille vastu,toetama,,1,part,vastu,
1962,toetama keda*,toetama,,1,part,,
1963,toetama vastu mida / mille vastu,toetama,,1,gen,vastu,
1964,toetama millele,toetama,,1,all,,
1965,toetuma mille vastu,toetuma,,1,gen,vastu,
1966,toetuma millele,toetuma,,1,all,,
1967,tohtima mida teha,tohtima,,1,part,,teha
1968,toime saama millega/kellega,saama,toime,1,kom,,
1969,toime tulema milleta,tulema,toime,1,abes,,
1970,toime tulema millega/kellega,tulema,toime,1,kom,,
1971,toimetama kuhu,toimetama,,1,all,,
1973,toituma millest,toituma,,1,el,,
1974,tolereerima keda/mida*,tolereerima,,1,part,,
1975,tolmu koguma mis,koguma,tolmu,1,nom,,
1976,tonksama keda/mida*,tonksama,,1,part,,
1977,tonksama kuhu,tonksama,,1,all,,
1978,tonksama millega,tonksama,,1,kom,,
1979,tooma mida,tooma,,1,part,,
1980,tooma kust,tooma,,1,abl,,
1981,torkama millega,torkama,,1,kom,,
1982,tormama kuhu,tormama,,1,all,,
1983,tormama mida tegema,tormama,,1,part,,tegema
1984,tormi jooksma millele/kellele,jooksma,tormi,1,all,,
1985,traati tõmbama kellele,tõmbama,traati,1,all,,
1986,trahvima keda*,trahvima,,1,part,,
1987,trahvima mille eest,trahvima,,1,gen,eest,
1988,treenima keda*,treenima,,1,part,,
1989,trehvama kellega,trehvama,,1,kom,,
1990,trehvama mida*,trehvama,,1,part,,
1991,trehvama millesse,trehvama,,1,ill,,
1992,trehvama kuhu,trehvama,,1,all,,
1993,troonilt tõukama keda,tõukama,troonilt,1,part,,
1994,truudust murdma kellele/millele,murdma,truudust,1,all,,
1995,trügima kuhu,trügima,,1,all,,
1996,trünnima keda*,,trünnima,1,part,,
1997,tsiteerima keda/mida*,tsiteerima,,1,part,,
1998,tuginema millele,tuginema,,1,all,,
1999,tuginema millel,tuginema,,1,ad,,
2000,tuhnima milles,tuhnima,,1,in,,
2002,tuhnima kus,tuhnima,,1,ad,,
2003,tuld avama kelle pihta,avama,tuld,1,gen,pihta,
2007,tuld võtma millest,võtma,tuld,1,el,,
2008,tulema kuhu,tulema,,1,all,,
2009,tulema kust,tulema,,1,abl,,
2010,tulema mida tegema,tulema,,1,part,,tegema
2011,tulema millega,tulema,,1,kom,,
2012,tulema mida tegemast,tulema,,1,part,,tegemast
2013,tulema kellel,tulema,,1,ad,,
2014,tulenema millest,tulenema,,1,el,,
2015,tulenema kellele,tulenema,,1,all,,
2016,tulistama kelle/mille pihta,tulistama,,1,gen,pihta,
2017,tulistama keda/mida,tulistama,,1,part,,
2018,tundma keda*,tundma,,1,part,,
2019,tundma millisena,tundma,,1,es,,
2021,tundma õppima keda/mida*,õppima,tundma,1,part,,
2023,tunduma mida tegevat,tunduma,,1,part,tegevat,
2024,tungima kuhu,tungima,,1,all,,
2026,tunnetama keda/mida*,tunnetama,,1,part,,
2027,tunnistama mida*,tunnistama,,1,part,,
2028,tunnistama kelle/mille vastu,tunnistama,,1,gen,vastu,
2029,tunnistama milliseks,tunnistama,,1,tr,,
2031,tunnistust andma millest,andma,tunnistust,1,el,,
2032,tunnustama millega,tunnustama,,1,kom,,
2033,turja kargama kellele,kargama,turja,1,all,,
2035,tutvuma kellega,tutvuma,,1,kom,,
2036,tutvustama keda*,tutvustama,,1,part,,
2037,tutvustama kellele,tutvustama,,1,all,,
2039,tuupi andma kellele,andma,tuupi,1,all,,
2040,tuupi saama kellelt,saama,tuupi,1,abl,,
2041,tuupi saama kelle käest,saama,tuupi,1,gen,käest,
2042,tuupi tegema kellele,tegema,tuupi,1,all,,
2045,tähele panema keda/mida*,panema,tähele,1,part,,
2046,tähelepanu juhtima millele,juhtima,tähelepanu,1,all,,
2047,tähelepanu pöörama millele/kellele,pöörama,tähelepanu,1,all,,
2048,tähendama mida*,tähendama,,1,part,,
2050,tähistama mida*,tähistama,,1,part,,
2051,täiendama mida*,täiendama,,1,part,,
2052,täima mida teha,täima,,1,part,,teha
2053,täis jootma keda,jootma,täis,1,part,,
