pat_id,pattern,verb_word,verb_compound,phrase_nr,phrase_case,adp,inf_verb
2054,täis valguma mida*,valguma,täis,1,part,,
2055,täitma millega,täitma,,1,kom,,
2056,täituma kellega/millega,täituma,,1,kom,,
2057,tänama keda/mida*,tänama,,1,part,,
2058,tänama mida tegemast,tänama,,1,part,,tegemast
2059,tänama mille eest,tänama,,1,gen,eest,
2060,tänavale tõstma keda,tõstma,tänavale,1,part,,
2061,tänavale viskama keda,viskama,tänavale,1,part,,
2065,tõmbama kuhu,tõmbama,,1,all,,
2066,tõmbama millega,tõmbama,,1,kom,,
2067,tõmbama mida teha,tõmbama,,1,part,,teha
2068,tõmbama millesse,tõmbama,,1,ill,,
2069,tõrelema mille pärast,tõrelema,,1,gen,pärast,
2070,tõrelema kellega,tõrelema,,1,kom,,
2071,tõrjuma keda*,tõrjuma,,1,part,,
2072,tõrkuma mida tegemast,tõrkuma,,1,part,,tegemast
2073,tõrvama keda/mida*,tõrvama,,1,part,,
2074,tõstma keda/mida,tõstma,,1,part,,
2075,tõtt vaatama kellega/millega,vaatama,tõtt,1,kom,,
2076,tõtt vahtima kellega/millega,vahtima,tõtt,1,kom,,
2077,tögama keda*,tögama,,1,part,,
2078,töötama kus,töötama,,1,ad,,
2079,töötama kellena,töötama,,1,es,,
2080,tüdima kellest/millest,tüdima,,1,el,,
2081,tüdinema kellest/millest,tüdinema,,1,el,,
2082,tühistama keda,tühistama,,1,part,,
2083,tükkima mida tegema,tükkima,,1,part,,tegema
2084,tülitama keda*,tülitama,,1,part,,
2085,tülitama millega,tülitama,,1,kom,,
2086,tülitsema kellega,tülitsema,,1,kom,,
2087,tülitsema mille pärast,tülitsema,,1,gen,pärast,
2088,tülpima kellest/millest,tülpima,,1,el,,
2089,tünga tegema kellele,tegema,tünga,1,all,,
2090,tüütama keda*,tüütama,,1,part,,
2091,uhkeldama millega,uhkeldama,,1,kom,,
2092,uhkustama millega,uhkustama,,1,kom,,
2093,uksele koputama mis,koputama,uksele,1,nom,,
2094,ulatama milleni,ulatama,,1,term,,
2095,ulatama mida tegema,ulatama,,1,part,,tegema
2096,ulatama kellele,ulatama,,1,all,,
2097,ulatama mida,ulatama,,1,part,,
2098,ulatuma kuhu,ulatuma,,1,all,,
2099,ulatuma mida tegema,ulatuma,,1,part,,tegema
2100,ulatuma milleni,ulatuma,,1,term,,
2101,umbusaldama keda/mida*,umbusaldama,,1,part,,
2103,unistama millest/kellest,unistama,,1,el,,
2104,unustama mida tegemata,unustama,,1,part,,tegemata
2105,unustama kuhu,unustama,,1,all,,
2106,unustama mida teha,unustama,,1,part,,teha
2107,uppuma kuhu,uppuma,,1,all,,
2108,usaldama keda*,usaldama,,1,part,,
2109,usaldama kellele,usaldama,,1,all,,
2110,usaldama mida teha,usaldama,,1,part,,teha
2111,usaldama kelle kätte,usaldama,,1,gen,kätte,
2112,uskuma keda/mida*,uskuma,,1,part,,
2113,uskuma kellesse/millesse,uskuma,,1,ill,,
2115,ust näitama kellele,näitama,ust,1,all,,
2116,usutlema keda*,usutlema,,1,part,,
2117,uudistama keda/mida*,uudistama,,1,part,,
2118,uurima keda/mida*,uurima,,1,part,,
2120,vaatama keda/mida*,vaatama,,1,part,,
2121,vaatama kelle/mille järele,vaatama,,1,gen,järele,
2122,vaatlema mida*,vaatlema,,1,part,,
2124,vabadus mida teha,,vabadus,1,part,,teha
2125,vabandama keda/mida*,vabandama,,1,part,,
2126,vabandama millega,vabandama,,1,kom,,
2128,vabandama kelle ees,vabandama,,1,gen,ees,
2129,vabanema millest,vabanema,,1,el,,
2130,vabanema kust,vabanema,,1,abl,,
2131,vabastama millest,vabastama,,1,el,,
2132,vabastama mille tõttu,vabastama,,1,gen,tõttu,
2133,vaeva nägema millega,nägema,vaeva,1,kom,,
2134,vaeva nägema mille kallal,nägema,vaeva,1,gen,kallal,
2135,vaevuma mida tegema,vaevuma,,1,part,,tegema
2136,vahelduma kellega/millega,vahelduma,,1,kom,,
2137,vahele jääma millega,jääma,vahele,1,kom,,
2138,vahele rääkima kellele,rääkima,vahele,1,all,,
2139,vahele segama kellele/millele,segama,vahele,1,all,,
2140,vahele tõmbama keda,tõmbama,vahele,1,part,,
2141,vahele tõmbama millega,tõmbama,vahele,1,kom,,
2142,vahele võtma mille eest,võtma,vahele,1,gen,eest,
2143,vahele võtma keda,võtma,vahele,1,part,,
2144,vahendama millest,vahendama,,1,el,,
2145,vahendama millesse,vahendama,,1,ill,,
2146,vahetama milleks,vahetama,,1,tr,,
2147,vahetama mida,vahetama,,1,part,,
2148,vahetama mille vastu,vahetama,,1,gen,vastu,
2149,vaidlema mille üle,vaidlema,,1,gen,üle,
2150,vaidlema kellega,vaidlema,,1,kom,,
2151,vaimustuma kellest/millest,vaimustuma,,1,el,,
2154,vajama keda/mida*,vajama,,1,part,,
2155,vajuma millesse,vajuma,,1,ill,,
2156,vajuma kuhu,vajuma,,1,all,,
2157,vaktsineerima mille vastu,vaktsineerima,,1,gen,vastu,
2158,valama kuhu,valama,,1,all,,
2159,valdama mida*,valdama,,1,part,,
2160,valetama kellele,valetama,,1,all,,
2161,valgust näitama millega,näitama,valgust,1,kom,,
2162,valima kelleks,valima,,1,tr,,
2163,valima millesse,valima,,1,ill,,
2164,valima millest / mille hulgast,valima,,1,gen,hulgast,
2166,valima millest / mille hulgast,valima,,1,el,,
2167,valima mille vahel,valima,,1,gen,vahel,
2169,vallandama mille pärast,vallandama,,1,gen,pärast,
2170,valmis jõudma millega,jõudma,valmis,1,kom,,
2171,valmis seadma milleks,seadma,valmis,1,tr,,
2172,valmis seadma mis/kes,seadma,valmis,1,nom,,
2173,valmistuma milleks,valmistuma,,1,tr,,
2174,valmistuma mida tegema,valmistuma,,1,part,,tegema
2175,valu andma kellele,andma,valu,1,all,,
2176,valvama mida/keda*,valvama,,1,part,,
2177,valvama kelle/mille järele,valvama,,1,gen,järele,
2178,valvama mille üle,valvama,,1,gen,üle,
2180,vankrit vedama mille,vedama,vankrit,1,gen,,
2181,vaos hoidma keda/mida,hoidma,vaos,1,part,,
2182,vapustama keda/mida*,vapustama,,1,part,,
2183,varastama kust,varastama,,1,abl,,
2185,varjama mille eest,varjama,,1,gen,eest,
2186,varju heitma kellele/millele,heitma,varju,1,all,,
2188,varna riputama mida,riputama,varna,1,part,,
2189,varustama millega,varustama,,1,kom,,
2190,varustama keda/mida,varustama,,1,part,,
2191,vastama millega,vastama,,1,kom,,
2192,vastama kellele/millele,vastama,,1,all,,
2193,vastanduma kellele/millele,vastanduma,,1,all,,
2194,vastu ajama millele,ajama,vastu,1,all,,
2195,vastu hakkama kellele,hakkama,vastu,1,all,,
2196,vastu käima kellele,käima,vastu,1,all,,
2197,vastu minema kellele,minema,vastu,1,all,,
2198,vastu olema millele/kellele,olema,vastu,1,all,,
2199,vastu panema kellele/millele,panema,vastu,1,all,,
2200,vastu pidama millele,pidama,vastu,1,all,,
2201,vastu saama kellele,saama,vastu,1,all,,
2202,vastu seisma kellele/millele,seisma,vastu,1,all,,
2204,vastu tegutsema millele/kellele,tegutsema,vastu,1,all,,
2205,vastu tulema kellele,tulema,vastu,1,all,,
2206,vastu tulema milles,tulema,vastu,1,in,,
2207,vastu vaidlema milles,vaidlema,vastu,1,in,,
2208,vastu vaidlema kellele,vaidlema,vastu,1,all,,
2209,vastu väitma kellele/millele,väitma,vastu,1,all,,
2210,vastukarva silitama keda*,silitama,vastukarva,1,part,,
2211,vastutama kelle/mille eest,vastutama,,1,gen,eest,
2213,vatti andma kellele,andma,vatti,1,all,,
2214,vedama millega,vedama,,1,kom,,
2215,vedama kellel,vedama,,1,ad,,
2216,veenduma milles,veenduma,,1,in,,
2218,veenma mida tegema,veenma,,1,part,,tegema
2219,veenma milles,veenma,,1,in,,
2220,veenma keda*,veenma,,1,part,,
2221,vehkima millega,vehkima,,1,kom,,
2222,vehkima mida teha,vehkima,,1,part,,teha
2223,vehklema millega,vehklema,,1,kom,,
2224,venitama mida*,venitama,,1,part,,
2225,venitama millega,venitama,,1,kom,,
2227,vestlema kellega,vestlema,,1,kom,,
2228,vestlema millest,vestlema,,1,el,,
2230,viga tegema millele,tegema,viga,1,all,,
2231,vigastama mida,vigastama,,1,part,,
2232,vihastama keda*,vihastama,,1,part,,
2233,vihastama kelle/mille peale,vihastama,,1,gen,peale,
2234,vihastama mille pärast,vihastama,,1,gen,pärast,
2235,vihastuma mille pärast,vihastuma,,1,gen,pärast,
2236,vihastuma kelle/mille peale,vihastuma,,1,gen,peale,
2237,vihjama kellele/millele,vihjama,,1,all,,
2239,vihkama keda/mida*,vihkama,,1,part,,
2240,vihtuma mida teha,vihtuma,,1,part,,teha
2241,viibima kus,viibima,,1,ad,,
2242,viima kuhu,viima,,1,all,,
2243,viima keda/mida,viima,,1,part,,
2247,viipama millega,viipama,,1,kom,,
2248,viitama millele,viitama,,1,all,,
2249,viitsima mida teha,viitsima,,1,part,,teha
2250,viivitama millega,viivitama,,1,kom,,
2251,vilistama mille peale,vilistama,,1,gen,peale,
2252,vilistama millele,vilistama,,1,all,,
2253,villand olema kellel,olema,villand,1,ad,,
2254,villand olema millest,olema,villand,1,el,,
2255,villand saama millest,saama,villand,1,el,,
2256,villand saama kellel,saama,villand,1,ad,,
2257,viltu vaatama kelle/mille peale,vaatama,viltu,1,gen,peale,
2258,viltu vaatama kellele/millele,vaatama,viltu,1,all,,
2259,vinguma kelle/mille üle,vinguma,,1,gen,üle,
2260,vinguma mille pärast,vinguma,,1,gen,pärast,
2261,vinguma kelle/mille kallal,vinguma,,1,gen,kallal,
2262,virgutama mida tegema,virgutama,,1,part,,tegema
2263,virgutama keda/mida*,virgutama,,1,part,,
2264,virisema mille pärast,virisema,,1,gen,pärast,
2265,virisema kelle/mille kallal,virisema,,1,gen,kallal,
2266,virisema kelle/mille üle,virisema,,1,gen,üle,
2267,viskama mida,viskama,,1,part,,
2268,viskama kuhu,viskama,,1,all,,
2269,voli andma kellele,andma,voli,1,all,,
2270,volitama keda,volitama,,1,part,,
2271,volitama mida tegema,volitama,,1,part,,tegema
2272,vormuma milleks,vormuma,,1,tr,,
2273,vuntsi kargama kellele,kargama,vuntsi,1,all,,
2274,vähendama mida*,vähendama,,1,part,,
2275,väitlema mille üle,väitlema,,1,gen,üle,
2277,välja aitama millest,aitama,välja,1,el,,
2278,välja ajama keda/mida,ajama,välja,1,part,,
2279,välja ajama kellele,ajama,välja,1,all,,
2280,välja astuma millest,astuma,välja,1,el,,
2281,välja heitma millest,heitma,välja,1,el,,
2282,välja helistama millest,helistama,välja,1,el,,
2283,välja hääletama millest,hääletama,välja,1,el,,
2284,välja hüppama millest,hüppama,välja,1,el,,
2285,välja jooksma millest,jooksma,välja,1,el,,
2286,välja jooksma mida,jooksma,välja,1,part,,
2287,välja jooksma millelt,jooksma,välja,1,abl,,
2288,välja juhatama millest,juhatama,välja,1,el,,
2289,välja jätma millest,jätma,välja,1,el,,
2290,välja jätma kust,jätma,välja,1,abl,,
2291,välja jääma millest,jääma,välja,1,el,,
2292,välja jõudma kuhu,jõudma,välja,1,all,,
2293,välja jõudma milleni,jõudma,välja,1,term,,
2294,välja jõudma kust,jõudma,välja,1,abl,,
2295,välja jõudma millest,jõudma,välja,1,el,,
2296,välja kallama mida,kallama,välja,1,part,,
2297,välja kallama millest,kallama,välja,1,el,,
2298,välja kantima millest,kantima,välja,1,el,,
2299,välja kasvama millest,kasvama,välja,1,el,,
2300,välja kooruma millest,kooruma,välja,1,el,,
2301,välja langema kust,langema,välja,1,abl,,
2302,välja lõikama millest,lõikama,välja,1,el,,
2303,välja meelitama kellelt,meelitama,välja,1,abl,,
2304,välja minema mille peale,minema,välja,1,gen,peale,
2305,välja minema millest,minema,välja,1,el,,
2306,välja nägema milline,nägema,välja,1,nom,,
2307,välja otsima kust,otsima,välja,1,abl,,
2308,välja päästma millest,päästma,välja,1,el,,
2309,välja saagima millest,saagima,välja,1,el,,
2310,välja sööma kust,sööma,välja,1,abl,,
2311,välja sööma keda/mida,sööma,välja,1,part,,
2312,välja tegema kellest/millest,tegema,välja,1,el,,
2313,välja tegema kellele,tegema,välja,1,all,,
2314,välja tooma millest,tooma,välja,1,el,,
2315,välja tulema millega/kellega,tulema,välja,1,kom,,
2316,välja tulema millest,tulema,välja,1,el,,
2317,välja vabandama keda,vabandama,välja,1,part,,
2318,välja vahetama mida/keda,vahetama,välja,1,part,,
2319,välja valama mida,valama,välja,1,part,,
2320,välja valama millest,valama,välja,1,el,,
2321,välja valetama keda,valetama,välja,1,part,,
2322,välja vedama milleni,vedama,välja,1,term,,
2323,välja vihastama keda,vihastama,välja,1,part,,
2324,välja viskama mida,viskama,välja,1,part,,
2325,välja õpetama keda,õpetama,välja,1,part,,
2326,väljendama mida*,väljendama,,1,part,,
2327,väljuma kust,väljuma,,1,abl,,
2328,vältima mida*,vältima,,1,part,,
2329,värisema millest,värisema,,1,el,,
2330,värvima milliseks,värvima,,1,tr,,
2331,väsima mida tegemast,väsima,,1,part,,tegemast
2332,väsima millest,väsima,,1,el,,
2333,väsitama keda*,väsitama,,1,part,,
2334,väärima mida/keda*,väärima,,1,part,,
2335,võbistama mida*,võbistama,,1,part,,
2336,võima mida teha,võima,,1,part,,teha
2337,võimendama mida*,võimendama,,1,part,,
2338,võistlema milles,võistlema,,1,in,,
2339,võistlema kus,võistlema,,1,ad,,
2340,võistlema kellega,võistlema,,1,kom,,
2341,võistlema kelle/mille pärast,võistlema,,1,gen,pärast,
2342,võitlema kellega / kelle vastu,võitlema,,1,gen,vastu,
2343,võitlema millega,võitlema,,1,kom,,
2344,võitlema mille eest,võitlema,,1,gen,eest,
2345,võitma milles,võitma,,1,in,,
2346,võitu saama kellest/millest,saama,võitu,1,el,,
2347,võlgnema kellele,võlgnema,,1,all,,
2348,võlgu jääma kellele,jääma,võlgu,1,all,,
2349,võlgu olema kellele,olema,võlgu,1,all,,
2350,võlgu olema mille eest,olema,võlgu,1,gen,eest,
2351,võrdlema kellega/millega,võrdlema,,1,kom,,
2352,võrdlema keda/mida*,võrdlema,,1,part,,
2353,võrdsustama keda/mida,võrdsustama,,1,part,,
2354,võrdsustama kellega/millega,võrdsustama,,1,kom,,
2355,võrdsustuma kellega/millega,võrdsustuma,,1,kom,,
2356,võrduma millega,võrduma,,1,kom,,
2357,võrdusmärki panema mille/kelle vahele,panema,võrdusmärki,1,gen,vahele,
2358,võrdusmärki tõmbama mille/kelle vahele,tõmbama,võrdusmärki,1,gen,vahele,
2359,võrku kuduma kelle ümber,kuduma,võrku,1,gen,ümber,
2360,võrku langema kelle/mille,langema,võrku,1,gen,,
2361,võtma keda/mida,võtma,,1,part,,
2363,võõrandama mida,võõrandama,,1,part,,
2364,võõrandama kellele,võõrandama,,1,all,,
2365,võõrandama kellelt,võõrandama,,1,abl,,
2366,võõrandama kellest,võõrandama,,1,el,,
2367,võõrduma kellest/millest,võõrduma,,1,el,,
2368,võõrutama keda,võõrutama,,1,part,,
2369,võõrutama millest,võõrutama,,1,el,,
2370,ägestuma mille pärast,ägestuma,,1,gen,pärast,
2371,ähvardama mida teha,ähvardama,,1,part,,teha
2372,ähvardama mida*,ähvardama,,1,part,,
2373,ähvardama millega,ähvardama,,1,kom,,
2374,ära armuma kellesse/millesse,armuma,ära,1,ill,,
2376,ära eksima kuhu,eksima,ära,1,all,,
2377,ära eksima kus,eksima,ära,1,ad,,
2378,ära elama millest,elama,ära,1,el,,
2379,ära elama millega,elama,ära,1,kom,,
2380,ära elatuma millest,elatuma,ära,1,el,,
2381,ära harjuma kellega/millega,harjuma,ära,1,kom,,
2382,ära hiilima kust,hiilima,ära,1,abl,,
2383,ära hiilima millest,hiilima,ära,1,el,,
2384,ära hirmutama keda,hirmutama,ära,1,part,,
2385,ära katkestama millega,katkestama,ära,1,kom,,
2386,ära keelama mida,keelama,ära,1,part,,
2387,ära kirjeldama mida,kirjeldama,ära,1,part,,
2388,ära kohkuma millest,kohkuma,ära,1,el,,
2389,ära kolima kust,kolima,ära,1,abl,,
2390,ära kolima kuhu,kolima,ära,1,all,,
2391,ära kuluma kellele,kuluma,ära,1,all,,
2392,ära leppima kellega,leppima,ära,1,kom,,
2393,ära lõpetama mida,lõpetama,ära,1,part,,
2394,ära minema kust,minema,ära,1,abl,,
2395,ära nihverdama kust,nihverdama,ära,1,abl,,
2396,ära nihverdama millest,nihverdama,ära,1,el,,
2397,ära panema mida,panema,ära,1,part,,
2398,ära panema kellele,panema,ära,1,all,,
2399,ära põgenema kust,põgenema,ära,1,abl,,
2400,ära põgenema kelle/mille eest,põgenema,ära,1,gen,eest,
2401,ära rääkima keda,rääkima,ära,1,part,,
2402,ära viilima millest,viilima,ära,1,el,,
2403,ära väsitama keda,väsitama,ära,1,part,,
2404,ära väänama mida,väänama,ära,1,part,,
2405,ära väänama kellele,väänama,ära,1,all,,
2406,ära ütlema millest,ütlema,ära,1,el,,
2407,ära ütlema kellele,ütlema,ära,1,all,,
2408,ärgitama mida tegema,ärgitama,,1,part,,tegema
2409,ärgitama keda*,ärgitama,,1,part,,
2410,ärkama mille peale,ärkama,,1,gen,peale,
2411,ärritama mida*,ärritama,,1,part,,
2412,õhtule laskma keda,laskma,õhtule,1,part,,
2413,õhutama millele,õhutama,,1,all,,
2414,õhutama mida tegema,õhutama,,1,part,,tegema
2415,õiendama kelle kallal,õiendama,,1,gen,kallal,
2416,õiendama mille pärast,õiendama,,1,gen,pärast,
2417,õigust mõistma kelle üle,mõistma,õigust,1,gen,üle,
2418,õigustama keda/mida*,õigustama,,1,part,,
2420,õnge tõmbama keda,tõmbama,õnge,1,part,,
2421,õnne soovima mille puhul,soovima,õnne,1,gen,puhul,
2422,õnne soovima kellele,soovima,õnne,1,all,,
2423,õnnestuma kellel,õnnestuma,,1,ad,,
2424,õnnestuma mida teha,õnnestuma,,1,part,,teha
2425,õnnistama millega,õnnistama,,1,kom,,
2426,õnnistama keda*,õnnistama,,1,part,,
2427,õnnistama millesse,õnnistama,,1,ill,,
2428,õnnitlema keda*,õnnitlema,,1,part,,
2429,õnnitlema mille puhul,õnnitlema,,1,gen,puhul,
2430,õpetama mida tegema,õpetama,,1,part,,tegema
2431,õpetama keda/mida*,õpetama,,1,part,,
2432,õppima mida*,õppima,,1,part,,
2433,õppima mida tegema,õppima,,1,part,,tegema
2434,õppima kelleks,õppima,,1,tr,,
2435,õppust võtma millest,võtma,õppust,1,el,,
2436,ööbima kus / kelle juures,ööbima,,1,gen,juures,
2437,ööbima kus / kelle juures,ööbima,,1,ad,,
2438,ööd veetma kellega,veetma,ööd,1,kom,,
2440,ühendama millega,ühendama,,1,kom,,
2441,ühenduma millega,ühenduma,,1,kom,,
2442,ühendust saama kellega,saama,ühendust,1,kom,,
2443,ühendust võtma kellega,võtma,ühendust,1,kom,,
2445,ühilduma millega,ühilduma,,1,kom,,
2446,ühinema kellega/millega,ühinema,,1,kom,,
2447,ühtima millega,ühtima,,1,kom,,
2448,ühtlustama millega,ühtlustama,,1,kom,,
2449,ühtlustama mida,ühtlustama,,1,part,,
2450,ülal pidama keda*,pidama,ülal,1,part,,
2453,üle aitama millest,aitama,üle,1,el,,
2454,üle andma kellele,andma,üle,1,all,,
2455,üle astuma millest,astuma,üle,1,el,,
2456,üle helistama keda/mida,helistama,üle,1,part,,
2457,üle hindama keda/mida*,hindama,üle,1,part,,
2458,üle hüppama millest,hüppama,üle,1,el,,
2459,üle hüppama mille,hüppama,üle,1,gen,,
2460,üle jooksma millest,jooksma,üle,1,el,,
2461,üle jooksma keda/mida,jooksma,üle,1,part,,
2462,üle jääma mida teha,jääma,üle,1,part,,teha
2463,üle kallama keda/mida,kallama,üle,1,part,,
2464,üle kallama millega,kallama,üle,1,kom,,
2465,üle kanduma millesse,kanduma,üle,1,ill,,
2466,üle kanduma kellele/millele,kanduma,üle,1,all,,
2467,üle kasvama milleks,kasvama,üle,1,tr,,
2468,üle kuhjama millega,kuhjama,üle,1,kom,,
2469,üle käima millega,käima,üle,1,kom,,
2470,üle külvama millega,külvama,üle,1,kom,,
2471,üle libisema millest,libisema,üle,1,el,,
2472,üle minema milleks,minema,üle,1,tr,,
2473,üle minema millele,minema,üle,1,all,,
2474,üle minema millest,minema,üle,1,el,,
2475,üle nuusutama keda/mida,nuusutama,üle,1,part,,
2476,üle olema millest,olema,üle,1,el,,
2477,üle ostma keda,ostma,üle,1,part,,
2478,üle pakkuma millega,pakkuma,üle,1,kom,,
2479,üle pakkuma keda,pakkuma,üle,1,part,,
2480,üle pingutama millega,pingutama,üle,1,kom,,
2481,üle puistama millega,puistama,üle,1,kom,,
2482,üle saama millest,saama,üle,1,el,,
2483,üle soolama millega,soolama,üle,1,kom,,
2484,üle sõitma kellest/millest,sõitma,üle,1,el,,
2485,üle vaatama millest,vaatama,üle,1,el,,
2486,üle valama millega,valama,üle,1,kom,,
2487,üle vedama mida/keda,vedama,üle,1,part,,
2488,üle viima kuhu,viima,üle,1,all,,
2489,üle võtma millega,võtma,üle,1,kom,,
2490,üle võtma kellelt/millelt,võtma,üle,1,abl,,
2491,ülehindama keda/mida*,ülehindama,,1,part,,
2492,üles astuma kelle/mille vastu,astuma,üles,1,gen,vastu,
2493,üles keerama keda,keerama,üles,1,part,,
2494,üles keerama kelle vastu,keerama,üles,1,gen,vastu,
2495,üles kihutama keda,kihutama,üles,1,part,,
2496,üles kloppima mida,kloppima,üles,1,part,,
2497,üles kutsuma mida tegema,kutsuma,üles,1,part,,tegema
2498,üles laulma keda,laulma,üles,1,part,,
2499,üles ostma keda/mida,ostma,üles,1,part,,
2500,üles tegema mida,tegema,üles,1,part,,
2501,üles töötama mida,töötama,üles,1,part,,
2502,üles vaatama kelle poole,vaatama,üles,1,gen,poole,
2503,üleval hoidma mida,hoidma,üleval,1,part,,
2504,üleval pidama keda*,pidama,üleval,1,part,,
2507,üllatama millega,üllatama,,1,kom,,
2508,üllatama keda*,üllatama,,1,part,,
2509,üllatuma millest,üllatuma,,1,el,,
2510,ümber arvutama millesse,arvutama,ümber,1,ill,,
2511,ümber formeerima milleks,formeerima,ümber,1,tr,,
2512,ümber kehastuma kelleks/milleks,kehastuma,ümber,1,tr,,
2513,ümber kehastuma millesse,kehastuma,ümber,1,ill,,
2514,ümber kvalifitseerima milleks,kvalifitseerima,ümber,1,tr,,
2515,ümber käima kellega/millega,käima,ümber,1,kom,,
2516,ümber panema millesse,panema,ümber,1,ill,,
2517,ümber panema millest,panema,ümber,1,el,,
2518,ümber ristima milleks/kelleks,ristima,ümber,1,tr,,
2519,ümber vaatama kelle/mille järele,vaatama,ümber,1,gen,järele,
2520,ümber valima keda,valima,ümber,1,part,,
2521,ümbritsema millega,ümbritsema,,1,kom,,
2522,ümmardama keda*,ümmardama,,1,part,,
2523,üritama mida teha,üritama,,1,part,,teha
2524,ütlema kellele,ütlema,,1,all,,
2525,ütlema kelle/mille kohta,ütlema,,1,gen,kohta,
2526,žongleerima millega,žongleerima,,1,kom,,
2527,abistama keda/mida* + milles,abistama,,1,part,,
2527,abistama keda/mida* + milles,abistama,,2,in,,
2528,aitama kellel + mida teha,aitama,,1,ad,,
2528,aitama kellel + mida teha,aitama,,2,part,,teha
2529,alla kirjutama mille/mida,kirjutama,alla,1,part,,
2529,alla kirjutama mille/mida,kirjutama,alla,2,gen,,
2530,ette heitma kellele/millele + mida*,heitma,ette,1,all,,
2530,ette heitma kellele/millele + mida*,heitma,ette,2,part,,
2531,informeerima keda* + millest,informeerima,,1,part,,
2531,informeerima keda* + millest,informeerima,,2,el,,
2532,jagama mida* + kellega,jagama,,1,part,,
2532,jagama mida* + kellega,jagama,,2,kom,,
2533,kaasa lööma milles/kus,lööma,kaasa,1,in,,
2533,kaasa lööma milles/kus,lööma,kaasa,2,ad,,
2534,kaasa tegema milles/kus,tegema,kaasa,1,in,,
2534,kaasa tegema milles/kus,tegema,kaasa,2,ad,,
2535,kannatama mille all,kannatama,,1,gen,,
2535,kannatama mille all,kannatama,,2,all,,
2536,keelama kellel + mida teha,keelama,,1,ad,,
2536,keelama kellel + mida teha,keelama,,2,part,,teha
2537,kleepima millele + mille peale,kleepima,,1,all,,
2537,kleepima millele + mille peale,kleepima,,2,gen,peale,
2538,kokku leppima kellega + milles,leppima,kokku,1,kom,,
2538,kokku leppima kellega + milles,leppima,kokku,2,in,,
2539,käskima kellel + mida teha,käskima,,1,ad,,
2539,käskima kellel + mida teha,käskima,,2,part,,teha
2540,kõrvale jääma millest/kust,jääma,kõrvale,1,abl,,
2540,kõrvale jääma millest/kust,jääma,kõrvale,2,el,,
2541,küsima kellelt + mida*,küsima,,1,abl,,
2541,küsima kellelt + mida*,küsima,,2,part,,
2542,küsima kelle käest + mida*,küsima,,1,gen,käest,
2542,küsima kelle käest + mida*,küsima,,2,part,,
2543,laskma kellel + mida teha,laskma,,1,ad,,
2543,laskma kellel + mida teha,laskma,,2,part,,teha
2544,lubama kellel + mida teha,lubama,,1,ad,,
2544,lubama kellel + mida teha,lubama,,2,part,,teha
2545,läbi rääkima kellega + mille suhtes,rääkima,läbi,1,kom,,
2545,läbi rääkima kellega + mille suhtes,rääkima,läbi,2,gen,suhtes,
2546,mugandama millele/millega,mugandama,,1,kom,,
2546,mugandama millele/millega,mugandama,,2,all,,
2547,nappima kellel + milleks,nappima,,1,ad,,
2547,nappima kellel + milleks,nappima,,2,tr,,
2548,nimetama keda/mida kelleks/milleks,nimetama,,1,part,,
2548,nimetama keda/mida kelleks/milleks,nimetama,,2,tr,,
2549,näima milline/millisena,näima,,1,nom,,
2549,näima milline/millisena,näima,,2,es,,
2550,ostma mille/mida,ostma,,1,part,,
2550,ostma mille/mida,ostma,,2,gen,,
2551,paluma kellel + mida teha,paluma,,1,ad,,
2551,paluma kellel + mida teha,paluma,,2,part,,teha
2552,pidama keda* + kelleks,pidama,,1,part,,
2552,pidama keda* + kelleks,pidama,,2,tr,,
2553,piisama kellele + millest,piisama,,1,all,,
2553,piisama kellele + millest,piisama,,2,el,,
2554,soovima kellele + mida*,soovima,,1,all,,
2554,soovima kellele + mida*,soovima,,2,part,,
2555,soovitama kellel + mida teha,soovitama,,1,ad,,
2555,soovitama kellel + mida teha,soovitama,,2,part,,teha
2556,sundima keda + mida tegema,sundima,,1,part,,
2556,sundima keda + mida tegema,sundima,,2,part,,tegema
2557,takistama kellel + mida teha,takistama,,1,ad,,
2557,takistama kellel + mida teha,takistama,,2,part,,teha
2558,teada saama millest/mille kohta,saama,teada,1,el,,
2558,teada saama millest/mille kohta,saama,teada,2,gen,kohta,
2559,teavitama keda + millest,teavitama,,1,part,,
2559,teavitama keda + millest,teavitama,,2,el,,
2560,tooma kuhu + millega,tooma,,1,all,,
2560,tooma kuhu + millega,tooma,,2,kom,,
2561,tooma kust + kuhu,tooma,,1,abl,,
2561,tooma kust + kuhu,tooma,,2,all,,
2562,tulema kellel + mida teha,tulema,,1,ad,,
2562,tulema kellel + mida teha,tulema,,2,part,,teha
2563,tunduma milline + millisena,tunduma,,1,nom,,
2563,tunduma milline + millisena,tunduma,,2,es,,
2564,täiendama mida* + millega,täiendama,,1,part,,
2564,täiendama mida* + millega,täiendama,,2,kom,,
2565,vedama kuhu + millega,vedama,,1,all,,
2565,vedama kuhu + millega,vedama,,2,kom,,
2566,viima kust + kuhu,viima,,1,abl,,
2566,viima kust + kuhu,viima,,2,all,,
2567,võimaldama kellel + mida teha,võimaldama,,1,ad,,
2567,võimaldama kellel + mida teha,võimaldama,,2,part,,teha
2568,ära harjutama kellel mida,harjutama,ära,1,ad,,
2568,ära harjutama kellel mida,harjutama,ära,2,part,,
2569,ära harjutama keda millest,harjutama,ära,1,part,,
2569,ära harjutama keda millest,harjutama,ära,2,el,,
