iteration	total_sentences	syntax_changed	syntax_conserved	allchanges
1	10000	3460	6540	"{""det_nmod"": 13, ""ccomp_csubj"": 1, ""nmod_advcl"": 5, ""compound:prt_conj"": 3, ""flat_appos"": 3, ""acl_obl"": 4, ""xcomp_nmod"": 4, ""xcomp_acl:relcl"": 2, ""csubj:cop_conj"": 8, ""parataxis_conj"": 18, ""ccomp_case"": 1, ""nsubj:cop_advcl"": 4, ""root_nsubj"": 46, ""obl_xcomp"": 17, ""conj_obj"": 27, ""nummod_nsubj"": 1, ""mark_cc:preconj"": 1, ""ccomp_acl"": 18, ""cc_mark"": 31, ""cc_aux"": 1, ""obl_appos"": 12, ""advcl_nsubj"": 13, ""csubj_conj"": 7, ""root_obj"": 14, ""obj_appos"": 7, ""acl:relcl_nsubj:cop"": 2, ""advcl_aux"": 6, ""parataxis_csubj"": 1, ""obl_nmod"": 252, ""csubj_acl:relcl"": 2, ""nsubj:cop_flat"": 6, ""obl_nsubj:cop"": 11, ""aux_advcl"": 7, ""xcomp_nsubj"": 4, ""nummod_flat"": 2, ""csubj:cop_advcl"": 1, ""amod_advcl"": 5, ""obl_obj"": 93, ""acl_advmod"": 1, ""root_csubj"": 2, ""amod_nsubj:cop"": 1, ""conj_xcomp"": 31, ""amod_cop"": 3, ""conj_det"": 1, ""nmod_amod"": 5, ""nsubj:cop_root"": 49, ""ccomp_xcomp"": 2, ""acl:relcl_aux"": 2, ""parataxis_discourse"": 1, ""nsubj_nmod"": 56, ""csubj:cop_acl:relcl"": 1, ""amod_conj"": 11, ""root_advcl"": 31, ""parataxis_nsubj"": 9, ""conj_root"": 67, ""conj_acl"": 92, ""flat_flat:foreign"": 2, ""compound:prt_obl"": 1, ""acl:relcl_root"": 3, ""mark_obl"": 1, ""nmod_ccomp"": 1, ""acl_amod"": 3, ""parataxis_cc"": 1, ""parataxis_vocative"": 3, ""acl:relcl_nmod"": 2, ""flat:foreign_flat"": 2, ""vocative_root"": 3, ""csubj_acl"": 3, ""obl_conj"": 54, ""parataxis_acl"": 7, ""appos_flat"": 8, ""amod_nsubj"": 2, ""nsubj:cop_det"": 18, ""amod_obl"": 9, ""appos_nmod"": 13, ""root_compound:prt"": 3, ""case_compound:prt"": 25, ""det_obl"": 6, ""flat_cc"": 3, ""det_obj"": 10, ""compound:prt_advcl"": 1, ""nsubj:cop_acl"": 1, ""advcl_vocative"": 3, ""parataxis_root"": 66, ""nsubj_ccomp"": 4, ""nsubj_nummod"": 2, ""nsubj_advcl"": 6, ""aux_acl"": 3, ""advcl_obl"": 28, ""acl:relcl_nummod"": 2, ""nsubj:cop_nmod"": 42, ""root_vocative"": 9, ""advcl_csubj"": 10, ""punct_conj"": 1, ""csubj_advcl"": 1, ""acl_nsubj:cop"": 1, ""amod_det"": 61, ""obj_acl"": 1, ""obj_compound:prt"": 1, ""xcomp_orphan"": 2, ""advcl_acl:relcl"": 4, ""obj_parataxis"": 3, ""aux_root"": 27, ""conj_ccomp"": 17, ""nummod_nsubj:cop"": 1, ""obj_xcomp"": 2, ""nummod_amod"": 1, ""obl_det"": 11, ""obl_root"": 57, ""root_conj"": 69, ""case_root"": 1, ""root_advmod"": 20, ""root_acl"": 84, ""parataxis_nmod"": 13, ""csubj_csubj:cop"": 6, ""conj_nummod"": 3, ""obj_nummod"": 2, ""det_ccomp"": 1, ""compound:prt_amod"": 2, ""xcomp_flat"": 2, ""aux_advmod"": 8, ""conj_appos"": 12, ""acl:relcl_case"": 1, ""nsubj_appos"": 19, ""ccomp_obl"": 8, ""root_parataxis"": 52, ""ccomp_cop"": 3, ""xcomp_csubj"": 5, ""parataxis_obj"": 2, ""root_case"": 2, ""acl:relcl_conj"": 10, ""obj_nmod"": 76, ""obj_nsubj:cop"": 91, ""amod_obj"": 5, ""csubj:cop_xcomp"": 8, ""aux_cop"": 251, ""nmod_obj"": 46, ""flat_punct"": 2, ""nsubj_discourse"": 1, ""acl:relcl_parataxis"": 3, ""conj_nsubj"": 24, ""acl_ccomp"": 17, ""conj_flat"": 3, ""mark_advmod"": 46, ""nsubj_parataxis"": 8, ""appos_conj"": 7, ""acl:relcl_amod"": 2, ""advcl_cop"": 4, ""acl:relcl_cop"": 1, ""advcl_compound:prt"": 1, ""xcomp_conj"": 22, ""conj_case"": 1, ""nmod_parataxis"": 7, ""nummod_advmod"": 1, ""det_advcl"": 1, ""conj_obl"": 54, ""obl_compound:prt"": 2, ""cop_acl:relcl"": 1, ""obj_ccomp"": 1, ""root_ccomp"": 3, ""appos_obl"": 1, ""advcl_nsubj:cop"": 4, ""conj_orphan"": 5, ""parataxis_advmod"": 11, ""aux_acl:relcl"": 3, ""acl_obj"": 2, ""obj_root"": 16, ""nsubj_nsubj:cop"": 162, ""conj_compound:prt"": 5, ""cop_acl"": 11, ""root_nummod"": 1, ""conj_mark"": 1, ""det_conj"": 2, ""case_advmod"": 11, ""nmod_xcomp"": 2, ""advcl_advmod"": 8, ""ccomp_nsubj:cop"": 2, ""amod_xcomp"": 3, ""acl_appos"": 1, ""flat_conj"": 3, ""parataxis_flat"": 1, ""csubj:cop_root"": 2, ""obl_orphan"": 1, ""vocative_parataxis"": 1, ""acl_acl:relcl"": 9, ""xcomp_csubj:cop"": 10, ""vocative_flat:foreign"": 1, ""discourse_root"": 1, ""nmod_acl:relcl"": 4, ""mark_cc"": 3, ""appos_advcl"": 1, ""compound:prt_aux"": 2, ""compound:prt_case"": 38, ""advcl_root"": 53, ""flat_obl"": 1, ""nmod_det"": 7, ""root_amod"": 13, ""cop_aux"": 290, ""conj_vocative"": 3, ""nsubj_acl"": 1, ""amod_acl"": 2, ""det_nummod"": 83, ""obj_nsubj"": 85, ""advcl_acl"": 83, ""acl_root"": 69, ""nsubj_acl:relcl"": 2, ""acl_parataxis"": 10, ""root_csubj:cop"": 4, ""ccomp_nmod"": 6, ""punct_flat"": 1, ""root_appos"": 1, ""nsubj:cop_ccomp"": 6, ""appos_root"": 2, ""advcl_csubj:cop"": 10, ""xcomp_acl"": 40, ""obj_acl:relcl"": 2, ""fixed_mark"": 1, ""nmod_obl"": 208, ""root_det"": 6, ""vocative_nsubj"": 1, ""nmod_root"": 13, ""obj_flat"": 2, ""nummod_acl:relcl"": 1, ""xcomp_root"": 18, ""advcl_appos"": 2, ""cop_xcomp"": 2, ""det_root"": 2, ""csubj:cop_amod"": 1, ""csubj_xcomp"": 3, ""cc:preconj_advmod"": 5, ""cop_csubj"": 1, ""obj_obl"": 90, ""advcl_ccomp"": 67, ""nummod_det"": 74, ""compound:prt_parataxis"": 1, ""compound:prt_advmod"": 19, ""discourse_obj"": 1, ""aux_ccomp"": 2, ""ccomp_aux"": 3, ""root_cop"": 12, ""cop_csubj:cop"": 1, ""nummod_compound"": 3, ""ccomp_root"": 1, ""obl_advmod"": 9, ""nsubj_det"": 10, ""acl_nmod"": 6, ""advcl_parataxis"": 5, ""nsubj:cop_conj"": 22, ""acl_aux"": 7, ""obj_amod"": 4, ""det_nsubj:cop"": 6, ""cop_parataxis"": 8, ""acl_xcomp"": 39, ""xcomp_compound:prt"": 3, ""obj_case"": 2, ""root_nmod"": 34, ""advcl_conj"": 129, ""parataxis_obl"": 5, ""parataxis_nummod"": 3, ""det_amod"": 52, ""flat_nmod"": 6, ""acl_csubj"": 3, ""nsubj:cop_appos"": 4, ""compound:prt_root"": 3, ""conj_nmod"": 34, ""parataxis_csubj:cop"": 2, ""appos_parataxis"": 6, ""acl_csubj:cop"": 5, ""nummod_obj"": 4, ""nsubj_root"": 26, ""amod_acl:relcl"": 4, ""nsubj_amod"": 4, ""amod_csubj:cop"": 1, ""cop_ccomp"": 5, ""amod_advmod"": 2, ""csubj_ccomp"": 3, ""acl_conj"": 117, ""advcl_mark"": 1, ""ccomp_acl:relcl"": 2, ""xcomp_advcl"": 6, ""conj_amod"": 13, ""compound:prt_xcomp"": 2, ""obl_punct"": 1, ""obl_parataxis"": 5, ""nummod_obl"": 7, ""appos_obj"": 4, ""discourse_flat:foreign"": 1, ""nummod_conj"": 5, ""acl:relcl_xcomp"": 5, ""conj_csubj:cop"": 5, ""nsubj_obj"": 154, ""nsubj_obl"": 39, ""obl_case"": 7, ""det_compound"": 1, ""csubj_nsubj"": 1, ""parataxis_amod"": 4, ""conj_cop"": 6, ""discourse_advmod"": 10, ""obj_conj"": 29, ""compound_nummod"": 2, ""obl_acl"": 1, ""nmod_advmod"": 2, ""obl_nsubj"": 22, ""obl_acl:relcl"": 7, ""root_aux"": 15, ""nsubj:cop_parataxis"": 11, ""obj_advcl"": 4, ""root_xcomp"": 18, ""xcomp_amod"": 5, ""nsubj:cop_obl"": 9, ""csubj:cop_ccomp"": 7, ""nsubj_csubj:cop"": 2, ""conj_compound"": 2, ""nsubj_vocative"": 3, ""amod_appos"": 2, ""root_acl:relcl"": 1, ""conj_advmod"": 18, ""acl:relcl_acl"": 10, ""obj_det"": 11, ""nsubj:cop_acl:relcl"": 1, ""csubj:cop_csubj"": 6, ""acl_cop"": 4, ""nsubj_conj"": 16, ""csubj_obl"": 1, ""obl_amod"": 13, ""ccomp_conj"": 84, ""obl_flat"": 6, ""ccomp_compound:prt"": 3, ""cc_advmod"": 52, ""nmod_nsubj:cop"": 14, ""root_flat"": 1, ""root_nsubj:cop"": 32, ""discourse_flat"": 1, ""flat_parataxis"": 1, ""obl_advcl"": 14, ""amod_nmod"": 21, ""conj_csubj"": 3, ""cop_advcl"": 5, ""flat_root"": 1, ""nummod_root"": 2, ""advcl_obj"": 10, ""acl:relcl_nsubj"": 1, ""ccomp_nsubj"": 3, ""case_advcl"": 1, ""nmod_orphan"": 1, ""obj_discourse"": 1, ""advcl_nmod"": 7, ""aux_csubj"": 2, ""flat_advcl"": 1, ""flat_mark"": 1, ""ccomp_advcl"": 23, ""parataxis_advcl"": 6, ""appos_nsubj"": 6, ""conj_parataxis"": 25, ""nmod_case"": 3, ""parataxis_nsubj:cop"": 5, ""cop_amod"": 3, ""orphan_nmod"": 4, ""xcomp_advmod"": 2, ""csubj:cop_nsubj"": 1, ""nsubj:cop_amod"": 6, ""conj_acl:relcl"": 6, ""cop_root"": 49, ""acl:relcl_obl"": 5, ""ccomp_advmod"": 4, ""case_nsubj"": 1, ""orphan_advmod"": 7, ""ccomp_parataxis"": 1, ""vocative_advcl"": 1, ""advcl_case"": 2, ""ccomp_amod"": 3, ""conj_advcl"": 33, ""csubj:cop_acl"": 5, ""nmod_nsubj"": 23, ""root_obl"": 66, ""conj_nsubj:cop"": 10, ""case_obl"": 4, ""acl_advcl"": 67, ""case_nmod"": 1, ""ccomp_obj"": 1, ""flat_nummod"": 4, ""aux_compound:prt"": 2, ""parataxis_xcomp"": 2, ""cop_conj"": 14, ""nsubj_flat"": 5, ""obl_ccomp"": 8, ""nsubj:cop_nsubj"": 208, ""xcomp_obl"": 13, ""parataxis_appos"": 17, ""amod_root"": 7, ""nmod_appos"": 22, ""advcl_xcomp"": 16, ""ccomp_csubj:cop"": 3, ""xcomp_ccomp"": 4, ""aux_parataxis"": 1, ""nsubj:cop_obj"": 103, ""obj_vocative"": 1, ""conj_aux"": 8, ""nmod_conj"": 41, ""det_nsubj"": 5, ""parataxis_case"": 2, ""nsubj:cop_nummod"": 3, ""acl:relcl_obj"": 3, ""nmod_flat"": 13, ""xcomp_obj"": 7, ""aux_conj"": 3, ""nsubj_xcomp"": 2, ""acl:relcl_advcl"": 1, ""amod_flat"": 1, ""case_conj"": 1, ""csubj_root"": 1, ""obl_nummod"": 14, ""advcl_amod"": 4}"
2	10000	3498	6502	"{""det_nmod"": 13, ""ccomp_csubj"": 2, ""nmod_advcl"": 5, ""nmod_nummod"": 1, ""flat_appos"": 2, ""acl_obl"": 3, ""xcomp_nmod"": 2, ""xcomp_acl:relcl"": 2, ""appos_nsubj:cop"": 3, ""csubj:cop_conj"": 17, ""parataxis_conj"": 15, ""punct_parataxis"": 1, ""nsubj:cop_advcl"": 5, ""root_nsubj"": 32, ""obl_xcomp"": 14, ""aux_cc"": 2, ""conj_obj"": 39, ""acl_nsubj"": 4, ""nummod_nsubj"": 1, ""ccomp_acl"": 15, ""cc_mark"": 38, ""root_mark"": 1, ""obl_appos"": 5, ""advcl_nsubj"": 11, ""csubj_conj"": 7, ""root_obj"": 19, ""obj_appos"": 2, ""acl:relcl_nsubj:cop"": 1, ""advcl_aux"": 4, ""parataxis_csubj"": 1, ""mark_nmod"": 2, ""obl_nmod"": 297, ""nsubj:cop_flat"": 1, ""obl_nsubj:cop"": 19, ""csubj:cop_advcl"": 8, ""aux_advcl"": 5, ""nummod_flat"": 5, ""xcomp_nsubj"": 1, ""amod_advcl"": 6, ""obl_obj"": 76, ""acl_advmod"": 1, ""root_csubj"": 1, ""appos_vocative"": 1, ""conj_xcomp"": 32, ""nmod_amod"": 5, ""conj_det"": 5, ""amod_cop"": 1, ""nsubj:cop_root"": 42, ""ccomp_xcomp"": 3, ""flat_nsubj:cop"": 1, ""acl:relcl_aux"": 4, ""nsubj_nmod"": 73, ""amod_conj"": 10, ""csubj:cop_acl:relcl"": 1, ""root_advcl"": 38, ""parataxis_nsubj"": 7, ""conj_root"": 82, ""conj_acl"": 74, ""flat_flat:foreign"": 3, ""root_discourse"": 1, ""nmod_mark"": 1, ""compound:prt_obl"": 7, ""compound:prt_acl:relcl"": 1, ""acl:relcl_root"": 1, ""mark_obl"": 1, ""acl_amod"": 5, ""acl:relcl_nmod"": 1, ""parataxis_vocative"": 3, ""vocative_root"": 1, ""flat:foreign_flat"": 4, ""csubj_acl"": 11, ""obl_conj"": 46, ""parataxis_acl"": 15, ""appos_flat"": 11, ""amod_nsubj"": 6, ""xcomp_aux"": 1, ""nsubj:cop_det"": 7, ""nsubj:cop_vocative"": 2, ""amod_obl"": 12, ""appos_nmod"": 12, ""root_compound:prt"": 6, ""case_compound:prt"": 23, ""det_obl"": 7, ""cc_conj"": 1, ""flat_cc"": 1, ""det_obj"": 7, ""compound:prt_advcl"": 1, ""nsubj:cop_acl"": 2, ""parataxis_root"": 63, ""nsubj_ccomp"": 2, ""nsubj_nummod"": 3, ""nsubj_advcl"": 4, ""aux_acl"": 5, ""nummod_case"": 1, ""advcl_obl"": 25, ""advcl_csubj"": 15, ""nsubj:cop_nmod"": 30, ""root_vocative"": 6, ""csubj_advcl"": 6, ""acl_nsubj:cop"": 1, ""nummod_parataxis"": 1, ""amod_det"": 51, ""obj_acl"": 1, ""xcomp_orphan"": 1, ""advcl_acl:relcl"": 4, ""obj_parataxis"": 4, ""conj_ccomp"": 15, ""aux_root"": 28, ""nummod_nmod"": 1, ""obj_xcomp"": 3, ""nummod_amod"": 1, ""obl_det"": 7, ""obl_root"": 61, ""root_conj"": 88, ""case_root"": 1, ""root_advmod"": 20, ""root_acl"": 98, ""parataxis_nmod"": 12, ""csubj_csubj:cop"": 2, ""xcomp_appos"": 1, ""conj_nummod"": 5, ""aux_csubj:cop"": 1, ""obj_nummod"": 4, ""vocative_obj"": 1, ""aux_advmod"": 10, ""conj_appos"": 11, ""nsubj_appos"": 19, ""ccomp_obl"": 10, ""root_parataxis"": 39, ""xcomp_csubj"": 6, ""parataxis_obj"": 7, ""mark_fixed"": 1, ""root_case"": 5, ""acl:relcl_conj"": 10, ""obj_nmod"": 85, ""obj_nsubj:cop"": 91, ""amod_obj"": 3, ""csubj:cop_xcomp"": 9, ""aux_cop"": 270, ""nmod_obj"": 46, ""orphan_cc"": 1, ""flat_punct"": 1, ""parataxis_det"": 1, ""acl:relcl_parataxis"": 2, ""conj_nsubj"": 11, ""acl:relcl_ccomp"": 1, ""acl_ccomp"": 10, ""conj_flat"": 4, ""mark_advmod"": 37, ""nsubj_parataxis"": 10, ""appos_conj"": 6, ""acl:relcl_amod"": 3, ""advcl_cop"": 6, ""acl:relcl_cop"": 2, ""xcomp_conj"": 27, ""conj_case"": 2, ""nummod_advmod"": 1, ""appos_obl"": 7, ""nmod_parataxis"": 15, ""obj_ccomp"": 3, ""obl_compound:prt"": 4, ""conj_obl"": 61, ""nsubj:cop_orphan"": 1, ""cop_acl:relcl"": 4, ""csubj_advmod"": 1, ""root_ccomp"": 3, ""advcl_nsubj:cop"": 4, ""nsubj_csubj"": 1, ""conj_orphan"": 5, ""parataxis_advmod"": 4, ""acl_obj"": 1, ""aux_acl:relcl"": 1, ""obj_root"": 29, ""nsubj_nsubj:cop"": 184, ""conj_compound:prt"": 4, ""cop_acl"": 10, ""root_nummod"": 2, ""csubj:cop_obj"": 1, ""det_conj"": 1, ""case_advmod"": 8, ""nmod_xcomp"": 6, ""advcl_advmod"": 6, ""ccomp_nsubj:cop"": 4, ""amod_xcomp"": 5, ""parataxis_aux"": 5, ""flat_conj"": 3, ""parataxis_flat"": 6, ""aux_nsubj"": 1, ""csubj:cop_root"": 6, ""appos_nummod"": 1, ""flat_obj"": 1, ""vocative_parataxis"": 1, ""acl_acl:relcl"": 9, ""xcomp_csubj:cop"": 5, ""compound:prt_aux"": 2, ""appos_advcl"": 2, ""mark_cc"": 5, ""nmod_acl:relcl"": 1, ""compound:prt_case"": 28, ""obl_vocative"": 1, ""advcl_root"": 67, ""obl_mark"": 1, ""flat_obl"": 3, ""nmod_det"": 9, ""root_amod"": 13, ""cop_aux"": 262, ""conj_vocative"": 8, ""nsubj_acl"": 2, ""vocative_appos"": 1, ""obj_nsubj"": 82, ""det_nummod"": 66, ""advcl_acl"": 92, ""amod_acl"": 5, ""acl_root"": 74, ""nsubj_acl:relcl"": 2, ""obl_dep"": 1, ""acl_parataxis"": 17, ""root_csubj:cop"": 2, ""ccomp_nmod"": 2, ""punct_flat"": 1, ""root_appos"": 2, ""nsubj:cop_ccomp"": 4, ""advcl_csubj:cop"": 15, ""appos_root"": 1, ""xcomp_acl"": 27, ""obj_acl:relcl"": 1, ""root_det"": 3, ""nmod_obl"": 197, ""vocative_nsubj"": 2, ""nmod_root"": 11, ""obj_flat"": 9, ""xcomp_root"": 21, ""advcl_appos"": 3, ""csubj_xcomp"": 6, ""cc:preconj_advmod"": 8, ""obj_obl"": 91, ""advcl_ccomp"": 76, ""nummod_det"": 73, ""compound:prt_advmod"": 16, ""flat_nsubj"": 4, ""aux_ccomp"": 2, ""ccomp_aux"": 4, ""root_cop"": 9, ""nummod_compound"": 3, ""ccomp_root"": 5, ""obl_advmod"": 10, ""aux_xcomp"": 1, ""parataxis_compound"": 1, ""nsubj_det"": 6, ""advcl_parataxis"": 9, ""acl_nmod"": 4, ""nsubj:cop_conj"": 32, ""acl_aux"": 3, ""obj_amod"": 5, ""det_nsubj:cop"": 5, ""cop_parataxis"": 6, ""acl_xcomp"": 37, ""obj_case"": 4, ""orphan_conj"": 5, ""aux_nmod"": 1, ""root_nmod"": 41, ""advcl_conj"": 128, ""parataxis_obl"": 12, ""flat_nmod"": 7, ""det_amod"": 52, ""parataxis_nummod"": 2, ""amod_compound:prt"": 1, ""acl_csubj"": 5, ""nsubj:cop_appos"": 5, ""compound:prt_root"": 1, ""conj_nmod"": 52, ""appos_parataxis"": 8, ""nummod_obj"": 4, ""acl_csubj:cop"": 1, ""nmod_cc"": 1, ""nsubj_root"": 32, ""amod_acl:relcl"": 1, ""cop_ccomp"": 2, ""amod_advmod"": 2, ""csubj_ccomp"": 3, ""acl_conj"": 106, ""fixed_advmod"": 1, ""cc:preconj_discourse"": 1, ""xcomp_advcl"": 9, ""conj_amod"": 16, ""compound:prt_xcomp"": 1, ""obl_punct"": 2, ""obl_parataxis"": 10, ""nummod_obl"": 8, ""appos_obj"": 2, ""nummod_conj"": 5, ""acl:relcl_xcomp"": 4, ""conj_csubj:cop"": 8, ""nsubj_obj"": 137, ""nsubj_obl"": 42, ""obl_case"": 8, ""compound_conj"": 1, ""discourse_nmod"": 1, ""parataxis_amod"": 3, ""conj_cop"": 6, ""parataxis_ccomp"": 1, ""discourse_advmod"": 11, ""obj_conj"": 25, ""compound_nummod"": 1, ""obl_acl"": 2, ""nmod_advmod"": 2, ""obl_acl:relcl"": 8, ""obl_nsubj"": 33, ""root_aux"": 14, ""nsubj:cop_parataxis"": 8, ""cc_flat"": 2, ""root_xcomp"": 32, ""obj_advcl"": 6, ""csubj:cop_ccomp"": 8, ""nsubj:cop_obl"": 13, ""xcomp_amod"": 5, ""nsubj_vocative"": 6, ""root_acl:relcl"": 1, ""conj_advmod"": 18, ""acl:relcl_acl"": 10, ""obj_det"": 15, ""nsubj:cop_acl:relcl"": 2, ""csubj:cop_csubj"": 4, ""acl_cop"": 8, ""nsubj_conj"": 19, ""obl_amod"": 12, ""ccomp_conj"": 74, ""csubj_obl"": 1, ""obl_flat"": 7, ""cc_advmod"": 48, ""nmod_nsubj:cop"": 15, ""root_flat"": 2, ""root_nsubj:cop"": 44, ""nmod_acl"": 2, ""ccomp_compound:prt"": 1, ""aux_nsubj:cop"": 1, ""obl_advcl"": 10, ""amod_nmod"": 28, ""csubj:cop_nsubj:cop"": 1, ""conj_csubj"": 1, ""cop_nsubj"": 1, ""amod_parataxis"": 1, ""cop_advcl"": 6, ""flat_root"": 1, ""nummod_root"": 2, ""advcl_obj"": 9, ""ccomp_appos"": 1, ""acl:relcl_nsubj"": 4, ""case_advcl"": 1, ""ccomp_nsubj"": 2, ""nmod_orphan"": 4, ""advcl_nmod"": 3, ""orphan_xcomp"": 1, ""mark_conj"": 1, ""ccomp_advcl"": 28, ""xcomp_parataxis"": 3, ""appos_nsubj"": 9, ""conj_parataxis"": 17, ""parataxis_advcl"": 6, ""parataxis_nsubj:cop"": 8, ""cop_amod"": 5, ""orphan_nmod"": 2, ""xcomp_advmod"": 4, ""nsubj:cop_amod"": 2, ""conj_acl:relcl"": 9, ""flat:foreign_conj"": 1, ""acl:relcl_csubj:cop"": 1, ""cop_root"": 51, ""acl:relcl_obl"": 6, ""ccomp_advmod"": 4, ""orphan_advmod"": 5, ""ccomp_parataxis"": 2, ""advcl_case"": 5, ""ccomp_amod"": 1, ""conj_advcl"": 46, ""compound:prt_obj"": 1, ""csubj:cop_acl"": 3, ""nmod_nsubj"": 29, ""root_obl"": 67, ""conj_nsubj:cop"": 14, ""case_obl"": 4, ""acl_advcl"": 51, ""case_nmod"": 2, ""ccomp_obj"": 1, ""obj_orphan"": 1, ""parataxis_xcomp"": 3, ""flat_nummod"": 4, ""aux_compound:prt"": 1, ""cop_conj"": 12, ""nsubj_flat"": 8, ""obl_ccomp"": 4, ""nsubj:cop_nsubj"": 192, ""xcomp_obl"": 12, ""nsubj:cop_case"": 1, ""parataxis_appos"": 13, ""amod_root"": 9, ""mark_case"": 2, ""nmod_appos"": 30, ""advcl_xcomp"": 14, ""ccomp_csubj:cop"": 6, ""xcomp_ccomp"": 2, ""aux_parataxis"": 3, ""nsubj:cop_obj"": 95, ""conj_aux"": 7, ""nmod_conj"": 33, ""det_nsubj"": 6, ""parataxis_case"": 1, ""amod_aux"": 1, ""nsubj:cop_nummod"": 3, ""case_parataxis"": 1, ""nmod_flat"": 16, ""xcomp_obj"": 1, ""aux_conj"": 10, ""nsubj_xcomp"": 3, ""acl:relcl_advcl"": 3, ""amod_flat"": 1, ""case_conj"": 2, ""parataxis_cop"": 3, ""csubj_root"": 3, ""obl_nummod"": 11, ""advcl_amod"": 7}"
